I
1050 Generated by WorldEditor

1    144 1 0 KAGS Augusta Rgnl At Bush Fld
112  33.36945649 -081.95226185  33.36921724 -081.95218974 53 102
111  33.36910016 -081.95236895
111  33.36919558 -081.95182073 53 102
112  33.36948883 -081.95207869  33.36973669 -081.95214304 53 102
111  33.36973669 -081.95214304 53 102
112  33.36995534 -081.95203634  33.36998685 -081.95188071 53 102
112  33.37014454 -081.95081282  33.37016961 -081.95061560 53 102
112  33.37004794 -081.95050242  33.37001035 -081.95045526 53 102
112  33.36981072 -081.95040432  33.36965139 -081.95036574 53 102
111  33.36938454 -081.95074605
111  33.36950161 -081.95007441 53 102
112  33.36986330 -081.95016713  33.36996356 -081.95019285 53 102
112  33.37018123 -081.95032819  33.37026716 -081.95043751 53 102
112  33.37034144 -081.95085943  33.37030384 -081.95112310 53 102
112  33.36754854 -081.96673138  33.36753226 -081.96682881 53 102
113  33.36762896 -081.96691819
110 2 0.00 0.0000 MAIN APRON
111  33.38240849 -081.97111491
111  33.38239483 -081.97123205
111  33.38229784 -081.97182004
111  33.38222502 -081.97180360
111  33.38222132 -081.97184622
111  33.38217718 -081.97183214
112  33.38193240 -081.97206239  33.38179515 -081.97213088
111  33.38158231 -081.97213668
111  33.37516357 -081.97057539
112  33.37489696 -081.97076453  33.37482777 -081.97098550
112  33.37482227 -081.97123668  33.37479920 -081.97141345
111  33.37498931 -081.97150927
111  33.37610962 -081.97182404
111  33.37589309 -081.97301125
112  33.37504509 -081.97280618  33.37492791 -081.97277187
111  33.37492700 -081.97289957
111  33.37425369 -081.97272928
111  33.37420920 -081.97282358
111  33.37386454 -081.97273187
111  33.37391857 -081.97246115
111  33.37395108 -081.97247277
111  33.37395736 -081.97242768
111  33.37398303 -081.97243861
111  33.37402752 -081.97222345
111  33.37400128 -081.97221252
111  33.37402923 -081.97206839
111  33.37355441 -081.97193623
111  33.37352848 -081.97207657
111  33.37351033 -081.97206974
111  33.37345066 -081.97236360
111  33.37347471 -081.97248610
111  33.37345632 -081.97255723
111  33.37304524 -081.97244520
111  33.37308261 -081.97222342
111  33.37153426 -081.97178715
111  33.37115089 -081.97366401
111  33.37059343 -081.97349563
111  33.37055970 -081.97348781
111  33.36991661 -081.97329280
111  33.36968635 -081.97323872
111  33.36972535 -081.97304580
111  33.36932019 -081.97292777
111  33.36938324 -081.97256621
111  33.36954696 -081.97261356
111  33.36962978 -081.97220825
111  33.36972267 -081.97212546
111  33.36985607 -081.97136678
111  33.36852991 -081.97097045
112  33.36844856 -081.97132765  33.36843724 -081.97142639
111  33.36850049 -081.97148894
111  33.36921593 -081.97170544
111  33.36914969 -081.97201391
111  33.36893985 -081.97195357
111  33.36891844 -081.97205102
111  33.36888442 -081.97222267
111  33.36861140 -081.97217493
111  33.36789025 -081.97197179
111  33.36765621 -081.97190029
111  33.36778950 -081.97127786
111  33.36820578 -081.97140060
112  33.36833908 -081.97130768  33.36836495 -081.97123024
111  33.36837630 -081.97114142
111  33.36773259 -081.97093936
111  33.36768203 -081.97117226
111  33.36712998 -081.97102184
111  33.36741215 -081.96975359
112  33.36741592 -081.96966638  33.36740731 -081.96962515
111  33.36738204 -081.96961385
111  33.36122303 -081.96809024
112  33.36091996 -081.96787900  33.36082638 -081.96773376
111  33.36079617 -081.96755993
111  33.36078832 -081.96635955
111  33.36071996 -081.96634285
111  33.36072542 -081.96630938
111  33.36066094 -081.96629435
113  33.36076031 -081.96573823
111  33.37538314 -081.96948297
112  33.37507951 -081.96983970  33.37499758 -081.97008495
111  33.37520554 -081.97019643
111  33.37671801 -081.97060552
111  33.38161790 -081.97181885
112  33.38187856 -081.97170565  33.38192439 -081.97161303
112  33.38189002 -081.97130430  33.38185278 -081.97116022
113  33.38175825 -081.97107103
111  33.37104400 -081.96957933
111  33.37261145 -081.96997705
111  33.37250534 -081.97059022 53 102
111  33.37361378 -081.97087951 53 102
111  33.37426079 -081.97093995 53 102
112  33.37444532 -081.97091785  33.37454022 -081.97087106
111  33.37444532 -081.97091785
112  33.37444532 -081.97091785  33.37453463 -081.97084432 53 102
111  33.37456983 -081.97071839
111  33.37463902 -081.97041443
111  33.37474299 -081.96982290
111  33.37472615 -081.96981608
111  33.37473031 -081.96979130
111  33.37471324 -081.96978113
112  33.37470491 -081.96951514  33.37467700 -081.96932798
111  33.37470491 -081.96951514
112  33.37470491 -081.96951514  33.37465739 -081.96937676
111  33.37456085 -081.96927736
111  33.37150109 -081.96852056
112  33.37129140 -081.96868125  33.37114403 -081.96884301
111  33.37129140 -081.96868125
112  33.37129140 -081.96868125  33.37119615 -081.96883981
111  33.37119936 -081.96890354
111  33.37117520 -081.96890404
111  33.37116651 -081.96895000
113  33.37115284 -081.96894405
111  33.36662321 -081.96732366
111  33.36636948 -081.96871009
112  33.36642022 -081.96880951  33.36646174 -081.96883713
111  33.36681235 -081.96899179
112  33.36690461 -081.96899179  33.36695536 -081.96896417
111  33.36696459 -081.96890341
111  33.36714450 -081.96793125
111  33.36710021 -081.96792278
112  33.36709837 -081.96763850  33.36707162 -081.96746213
113  33.36693691 -081.96738994
111  33.36770709 -081.96757686
112  33.36750113 -081.96773055  33.36741867 -081.96784865
111  33.36739933 -081.96799340
111  33.36736209 -081.96798490
111  33.36732353 -081.96815842 53 102
111  33.36725493 -081.96896012 53 102
112  33.36729044 -081.96910751  33.36732370 -081.96918482 53 102
111  33.36740407 -081.96922940 53 102
111  33.36808978 -081.96950227 53 102
111  33.37012835 -081.97000224 53 102
111  33.37051792 -081.97007770 53 102
112  33.37060099 -081.97006055  33.37063573 -081.97004935
111  33.37064396 -081.97002282
111  33.37084551 -081.96886996
111  33.37082347 -081.96886292
111  33.37083229 -081.96882068
111  33.37081171 -081.96881540
112  33.37079349 -081.96851084  33.37073469 -081.96837163
113  33.37065852 -081.96830442
111  33.36615123 -081.96719204
111  33.36145065 -081.96601912
112  33.36122723 -081.96618374  33.36113572 -081.96627960
111  33.36122723 -081.96618374
112  33.36122723 -081.96618374  33.36113572 -081.96625677
111  33.36110692 -081.96646153
111  33.36110978 -081.96741495
112  33.36115275 -081.96762072  33.36121375 -081.96772571
111  33.36131602 -081.96774076
111  33.36207207 -081.96796268
111  33.36501552 -081.96868850
111  33.36559847 -081.96879897
112  33.36581235 -081.96872365  33.36590043 -081.96863829
113  33.36592559 -081.96852781
110 1 0.00 0.0000 New Taxiway 482
111  33.36907251 -081.97240595
111  33.36909681 -081.97228667
111  33.36888543 -081.97222267
111  33.36891944 -081.97205102
111  33.36924866 -081.97215284
111  33.36919885 -081.97238413
111  33.36918792 -081.97238122
113  33.36917698 -081.97243358
130 Airport Boundary 105
111  33.38379664 -081.97328959
111  33.36989256 -081.97613688
111  33.35886991 -081.96732123
111  33.36060792 -081.96211945
111  33.36563900 -081.96425491
111  33.36861192 -081.94854006
111  33.37222515 -081.94958042
111  33.37016698 -081.96447394
113  33.38356795 -081.96841634
120 Linear Feature 533
111  33.36497958 -081.96885008 51 101
111  33.36128434 -081.96794315 51 101
112  33.36100895 -081.96770662  33.36092924 -081.96754893 51 101
111  33.36095350 -081.96738105 51 101
115  33.36095398 -081.96686709
120 Linear Feature 505
111  33.38219686 -081.97172302 54 104
115  33.38198572 -081.97157579
120 Linear Feature 504
111  33.37502431 -081.96984058 54 104
115  33.37478621 -081.96977803
120 Linear Feature 503
111  33.37113749 -081.96887123 54 104
115  33.37088687 -081.96880928
120 Linear Feature 502
111  33.36733365 -081.96792862 54 104
115  33.36718247 -081.96788602
120 Linear Feature 501
111  33.36679162 -081.96901628 54 104
115  33.36672314 -081.96940281
120 Linear Feature 500
111  33.36536590 -081.96906908 54 104
115  33.36541215 -081.96880714
120 Linear Feature 499
111  33.36108152 -081.96635855 54 104
115  33.36082718 -081.96636281
120 Linear Feature 498
111  33.38232174 -081.97121527 53 102
111  33.38226030 -081.97158318 53 102
112  33.38193732 -081.97202034  33.38170692 -081.97215352 53 102
111  33.38152412 -081.97208477 53 102
111  33.37522577 -081.97053871 53 102
112  33.37496016 -081.97060107  33.37486761 -081.97068354 53 102
111  33.37485339 -081.97081000 53 102
111  33.37479610 -081.97114989 53 102
112  33.37482214 -081.97138688  33.37486949 -081.97151315 53 102
111  33.37502005 -081.97157085 53 102
115  33.37515116 -081.97160802
120 Linear Feature 497
111  33.37527026 -081.96945559 53 102
112  33.37503193 -081.96982405  33.37495015 -081.97016165 53 102
111  33.37522579 -081.97025002 53 102
111  33.38158562 -081.97185670 53 102
112  33.38179309 -081.97182835  33.38191856 -081.97176881 53 102
111  33.38195729 -081.97168943 53 102
112  33.38198097 -081.97134356  33.38194309 -081.97116779 53 102
115  33.38188154 -081.97109691
120 Linear Feature 496
111  33.37456983 -081.97071839 53 102
111  33.37472455 -081.97014701 53 102
111  33.37478943 -081.96974547 53 102
112  33.37476975 -081.96948867  33.37474320 -081.96938932 53 102
115  33.37468289 -081.96930305
120 Linear Feature 495
111  33.37207964 -081.97016526 53 102
112  33.37197354 -081.97023554  33.37196031 -081.97030242
111  33.37197354 -081.97023554
112  33.37197354 -081.97023554  33.37195884 -081.97030418 53 102
112  33.37195244 -081.97036443  33.37194362 -081.97044716 53 102
111  33.37203518 -081.97047833 53 102
115  33.37250534 -081.97059022
120 Linear Feature 494
111  33.37138728 -081.96849249 53 102
111  33.37122393 -081.96863989 53 102
111  33.37112924 -081.96890352 53 102
111  33.37093275 -081.97000337 53 102
112  33.37094361 -081.97011869  33.37096139 -081.97017677 53 102
111  33.37102745 -081.97020746 53 102
111  33.37162165 -081.97037755 53 102
112  33.37170924 -081.97037188  33.37174665 -081.97034467 53 102
111  33.37175246 -081.97031111 53 102
111  33.37177243 -081.97019759 53 102
112  33.37176017 -081.97011822  33.37174280 -081.97008942 53 102
115  33.37170687 -081.97007424
120 Linear Feature 493
111  33.37060099 -081.97006055 53 102
112  33.37066549 -081.97000903  33.37068166 -081.96997805 53 102
111  33.37069460 -081.96994126 53 102
111  33.37088863 -081.96878734 53 102
112  33.37087731 -081.96852403  33.37085305 -081.96842529 53 102
115  33.37078838 -081.96834203
120 Linear Feature 492
111  33.36758556 -081.96754653 53 102
112  33.36743095 -081.96770161  33.36736168 -081.96782543 53 102
111  33.36734059 -081.96793001 53 102
115  33.36732453 -081.96815842
120 Linear Feature 491
111  33.36741890 -081.96970245 53 102
112  33.36740523 -081.96961163  33.36738612 -081.96958523 53 102
111  33.36736231 -081.96956886 53 102
115  33.36620375 -081.96927430
120 Linear Feature 490
111  33.36133078 -081.96598977 53 102
112  33.36115666 -081.96616077  33.36109937 -081.96623248 53 102
111  33.36107644 -081.96638330 53 102
111  33.36108036 -081.96746082 53 102
112  33.36114688 -081.96766696  33.36121079 -081.96775766 53 102
111  33.36137187 -081.96780047 53 102
111  33.36501967 -081.96872969 53 102
111  33.36565239 -081.96884564 53 102
112  33.36583747 -081.96882761  33.36591064 -081.96880184 53 102
115  33.36597520 -081.96872453
120 Linear Feature 489
111  33.36588898 -081.96919973 53 102
111  33.36132590 -081.96807517 53 102
112  33.36092455 -081.96780939  33.36081329 -081.96757414 53 102
111  33.36082950 -081.96742277 53 102
111  33.36082627 -081.96632318 53 102
115  33.36082142 -081.96586244
120 Linear Feature 488
111  33.36630245 -081.96869883 53 102
112  33.36635225 -081.96877975  33.36638700 -081.96881815 53 102
111  33.36644118 -081.96886068 53 102
111  33.36680758 -081.96901614 53 102
112  33.36694275 -081.96898846  33.36700275 -081.96892179 53 102
111  33.36700856 -081.96889262 53 102
111  33.36718286 -081.96785976 53 102
112  33.36716330 -081.96759994  33.36713128 -081.96750198 53 102
115  33.36708148 -081.96741679
120 Linear Feature 507
111  33.36846458 -081.95941906 54 104
115  33.36843118 -081.95960147
120 Linear Feature 506
111  33.36746300 -081.96628762 54 104
115  33.36761801 -081.96632922
120 Linear Feature 511
111  33.37501542 -081.97026398 57 105
112  33.37491051 -081.97006296  33.37488842 -081.96994526 57 105
111  33.37490388 -081.96981037 57 105
115  33.37482105 -081.97029704
120 Linear Feature 510
111  33.38211508 -081.97166688 57 105
112  33.38197537 -081.97185164  33.38192800 -081.97189820 57 105
115  33.38178586 -081.97196075
120 Linear Feature 509
111  33.37018648 -081.95034200 54 104
115  33.37005042 -081.95051364
120 Linear Feature 508
111  33.36974051 -081.95215101 54 104
115  33.36970309 -081.95234462
120 Linear Feature 514
111  33.36714358 -081.96938517 57 105
111  33.36673671 -081.96928609 57 105
112  33.36694180 -081.96921237  33.36701262 -081.96916277 57 105
115  33.36706073 -081.96901876
120 Linear Feature 513
111  33.36717366 -081.96838489 57 105
115  33.36725726 -081.96791211
120 Linear Feature 512
111  33.37092708 -081.96932678 57 105
115  33.37100954 -081.96884468
120 Linear Feature 520
111  33.37024113 -081.95085403 57 105
112  33.37021978 -081.95060272  33.37018243 -081.95048985 57 105
115  33.37012018 -081.95042170
120 Linear Feature 519
111  33.36992926 -081.95266033 57 105
112  33.36987643 -081.95239092  33.36982361 -081.95231127 57 105
115  33.36972160 -081.95223947
120 Linear Feature 518
111  33.36866920 -081.95984931 57 105
112  33.36860873 -081.95961292  33.36854114 -081.95950857 57 105
111  33.36845044 -081.95951495 57 105
112  33.36861585 -081.95949792  33.36871900 -081.95945319 57 105
115  33.36876703 -081.95929347
120 Linear Feature 517
111  33.36754194 -081.96630104 57 105
115  33.36762278 -081.96582284
120 Linear Feature 516
111  33.36095398 -081.96686709 57 105
115  33.36095042 -081.96636454
120 Linear Feature 515
111  33.36538533 -081.96895190 57 105
115  33.36497958 -081.96885008
120 Linear Feature 532
111  33.36616552 -081.96914964 2
115  33.36595047 -081.96909349
120 Linear Feature 531
111  33.36595693 -081.96909543 51 101
115  33.36538533 -081.96895190
120 Linear Feature 526
111  33.36847013 -081.96739150 51
111  33.36786396 -081.96724418 51
112  33.36751533 -081.96734880  33.36737305 -081.96747077 51
111  33.36729446 -081.96770744 51
112  33.36720548 -081.96726332  33.36710362 -081.96707939 51
111  33.36696066 -081.96702491 51
115  33.36632157 -081.96686000
120 Linear Feature 525
111  33.36725726 -081.96791211 51 101
111  33.36729446 -081.96770744 51 101
115  33.36735965 -081.96734874
120 Linear Feature 524
111  33.36744272 -081.96687886 2
115  33.36735965 -081.96734874
120 Linear Feature 523
111  33.36754194 -081.96630104 51 101
115  33.36743985 -081.96687886
120 Linear Feature 530
111  33.36655498 -081.96923969 51 101
115  33.36616552 -081.96914964
120 Linear Feature 529
111  33.36673671 -081.96928609 51 101
111  33.36655498 -081.96923969 51 101
112  33.36633315 -081.96907009  33.36627970 -081.96900609 51 101
115  33.36621957 -081.96887489
120 Linear Feature 528
111  33.36708347 -081.96891833 51 101
112  33.36712545 -081.96919737  33.36718204 -081.96937161 51 101
111  33.36735828 -081.96943938 51 101
115  33.36714358 -081.96938517
120 Linear Feature 527
111  33.36717366 -081.96838489 51 101
111  33.36708347 -081.96891833 51 101
115  33.36706073 -081.96901876
120 Linear Feature 522
111  33.37024113 -081.95085403 51 101
111  33.36992926 -081.95266033 51 101
111  33.36876703 -081.95929347 51 101
111  33.36866920 -081.95984931 51 101
115  33.36762278 -081.96582284
120 Linear Feature 521
111  33.37012018 -081.95042170 51 101
112  33.36981051 -081.95029221  33.36959334 -081.95030861 51 101
115  33.36949552 -081.95041637
120 Linear Feature 549
111  33.37311837 -081.97208815 51
111  33.37308163 -081.97189875 51
115  33.37304204 -081.97169470
120 Linear Feature 548
111  33.37315156 -081.97210405 20
111  33.37312003 -081.97193713 20
112  33.37320301 -081.97186758  33.37320301 -081.97186460 20
115  33.37318890 -081.97179107
120 Linear Feature 547
111  33.37294745 -081.97185367 20
111  33.37296321 -081.97193315 20
111  33.37306527 -081.97195601 20
115  33.37308933 -081.97207623
120 Linear Feature 546
111  33.37474901 -081.97071025 51 101
112  33.37451069 -081.97112052  33.37431183 -081.97120556 51 101
111  33.37411648 -081.97112052 51 101
111  33.37305480 -081.97085720 51 101
111  33.37294844 -081.97083082 51 101
111  33.37263744 -081.97075368 51 101
111  33.37253249 -081.97072765 51 101
111  33.37225381 -081.97065854 51 101
111  33.37214464 -081.97063146 51 101
111  33.37186962 -081.97056325 51 101
111  33.37175589 -081.97053504 51 101
111  33.37145177 -081.97045961 51 101
111  33.37134642 -081.97043348 51 101
111  33.37099477 -081.97034626 51 101
111  33.37088578 -081.97031923 51 101
111  33.37052481 -081.97022970 51 101
111  33.37042052 -081.97020384 51 101
111  33.37006091 -081.97011465 51 101
111  33.36995391 -081.97008811 51 101
111  33.36899757 -081.96985091 51 101
111  33.36896276 -081.96984147 51 101
111  33.36859898 -081.96974276 51 101
111  33.36856730 -081.96973417 51 101
115  33.36735828 -081.96943938
120 Linear Feature 545
111  33.37518128 -081.97039032 51 101
112  33.37492006 -081.97046222  33.37481182 -081.97054703 51 101
111  33.37474901 -081.97071025 51 101
115  33.37482105 -081.97029704
120 Linear Feature 544
111  33.38178586 -081.97196075 51 101
112  33.38160060 -081.97197878  33.38151167 -081.97196910 51 101
112  33.37518128 -081.97039032  33.37512145 -081.97037483 51 101
115  33.37501542 -081.97026398
120 Linear Feature 543
111  33.38211508 -081.97166688 51 101
112  33.38219142 -081.97132836  33.38218113 -081.97112768 51 101
115  33.38212527 -081.97102910
120 Linear Feature 542
111  33.37485339 -081.97081000 59 102
112  33.37462698 -081.97118325  33.37449027 -081.97132054 59 102
111  33.37427571 -081.97128781 59 102
115  33.36736231 -081.96956886
120 Linear Feature 540
111  33.37478860 -081.97125861 55
112  33.37456708 -081.97142319  33.37446713 -081.97147248 55
111  33.37429220 -081.97147159 55
115  33.36741084 -081.96975930
120 Linear Feature 538
111  33.36762758 -081.96025760 51
111  33.36775459 -081.95954089 51
112  33.36783355 -081.95942703  33.36789186 -081.95939067 51
111  33.36796969 -081.95939365 51
112  33.36784515 -081.95926848  33.36781842 -081.95919721 51
111  33.36783079 -081.95907806 51
115  33.36794785 -081.95839705
120 Linear Feature 534
111  33.36095042 -081.96636454 51 101
112  33.36100327 -081.96604528  33.36107192 -081.96589222 51 101
115  33.36115952 -081.96581570
120 Linear Feature 537
111  33.36891820 -081.95290134 51
111  33.36903085 -081.95226529 51
112  33.36910263 -081.95216082  33.36915702 -081.95211506 51
111  33.36923867 -081.95211475 51
112  33.36912251 -081.95199420  33.36909164 -081.95192028 51
111  33.36910042 -081.95185535 51
115  33.36921418 -081.95118094
120 Linear Feature 536
111  33.36972160 -081.95223947 51 101
115  33.36923867 -081.95211475
120 Linear Feature 535
111  33.36845044 -081.95951495 51 101
115  33.36796969 -081.95939365
120 Linear Feature 550
111  33.37305703 -081.97173831 51
111  33.37315715 -081.97217268 51
112  33.37327784 -081.97216283  33.37332927 -081.97213655 51
115  33.37335533 -081.97203473
120 Linear Feature 566
111  33.36981970 -081.97135021 20
115  33.36992855 -081.97077742
120 Linear Feature 565
111  33.37137505 -081.97182486 22
115  33.36985429 -081.97139456
120 Linear Feature 564
111  33.36985429 -081.97136026 20
115  33.37137766 -081.97178744
120 Linear Feature 563
111  33.37136724 -081.97184980 20
115  33.36984908 -081.97143198
120 Linear Feature 562
111  33.36771076 -081.97094314 20
115  33.36796246 -081.96990953
120 Linear Feature 562
111  33.36837775 -081.97054168 20
111  33.36824355 -081.97109406 20
115  33.36849811 -081.97003986
120 Linear Feature 562
111  33.36875834 -081.97103283 20
115  33.36893422 -081.97014689
120 Linear Feature 562
111  33.36910780 -081.97114945 20
115  33.36928082 -081.97022920
120 Linear Feature 562
111  33.37047332 -081.97153611 20
115  33.37061196 -081.97080794
120 Linear Feature 561
111  33.37015590 -081.97322901 20
115  33.37046205 -081.97160197
120 Linear Feature 560
111  33.37110423 -081.97113016 1
115  33.37114878 -081.97114435
120 Linear Feature 560
111  33.36998447 -081.97084894 1
115  33.37002903 -081.97086313
120 Linear Feature 560
111  33.36789935 -081.97043824 1
115  33.36794320 -081.97045531
120 Linear Feature 560
111  33.36843214 -081.97058915 1
115  33.36847598 -081.97060622
120 Linear Feature 560
111  33.36892373 -081.97051639 1
115  33.36896828 -081.97053059
120 Linear Feature 560
111  33.36927319 -081.97063301 1
115  33.36931775 -081.97064720
120 Linear Feature 560
111  33.37063871 -081.97101968 1
115  33.37068327 -081.97103387
120 Linear Feature 560
111  33.37039547 -081.97215961 1
115  33.37044002 -081.97217380
120 Linear Feature 560
111  33.37028518 -081.97273686 1
115  33.37032974 -081.97275106
120 Linear Feature 560
111  33.37081139 -081.97231807 1
115  33.37085594 -081.97233226
120 Linear Feature 560
111  33.37069497 -081.97288341 1
115  33.37073952 -081.97289761
120 Linear Feature 560
111  33.37104731 -081.97141426 1
115  33.37109187 -081.97142845
120 Linear Feature 560
111  33.36992755 -081.97113304 1
115  33.36997211 -081.97114723
120 Linear Feature 560
111  33.36797024 -081.97014138 1
115  33.36801408 -081.97015845
120 Linear Feature 560
111  33.36782962 -081.97071821 1
115  33.36787346 -081.97073529
120 Linear Feature 560
111  33.36849661 -081.97031675 1
115  33.36854046 -081.97033382
120 Linear Feature 560
111  33.36836241 -081.97086913 1
115  33.36840625 -081.97088620
120 Linear Feature 560
111  33.36886681 -081.97080050 1
115  33.36891137 -081.97081469
120 Linear Feature 560
111  33.36921627 -081.97091711 1
115  33.36926083 -081.97093130
120 Linear Feature 560
111  33.37058179 -081.97130378 1
115  33.37062635 -081.97131797
120 Linear Feature 560
111  33.37033855 -081.97244371 1
115  33.37038311 -081.97245790
120 Linear Feature 560
111  33.37022827 -081.97302096 1
115  33.37027283 -081.97303516
120 Linear Feature 560
111  33.37075447 -081.97260217 1
115  33.37079903 -081.97261637
120 Linear Feature 560
111  33.37063805 -081.97316752 1
115  33.37068261 -081.97318171
120 Linear Feature 560
111  33.37107643 -081.97127215 1
115  33.37112099 -081.97128635
120 Linear Feature 560
111  33.36995667 -081.97099094 1
115  33.37000123 -081.97100513
120 Linear Feature 560
111  33.36800576 -081.97000138 1
115  33.36804961 -081.97001846
120 Linear Feature 560
111  33.36786514 -081.97057821 1
115  33.36790899 -081.97059529
120 Linear Feature 560
111  33.36853214 -081.97017675 1
115  33.36857598 -081.97019383
120 Linear Feature 560
111  33.36839793 -081.97072913 1
115  33.36844178 -081.97074620
120 Linear Feature 560
111  33.36889593 -081.97065839 1
115  33.36894048 -081.97067258
120 Linear Feature 560
111  33.36924539 -081.97077501 1
115  33.36928995 -081.97078920
120 Linear Feature 560
111  33.37061091 -081.97116167 1
115  33.37065547 -081.97117587
120 Linear Feature 560
111  33.37036767 -081.97230160 1
115  33.37041222 -081.97231580
120 Linear Feature 560
111  33.37025738 -081.97287886 1
115  33.37030194 -081.97289305
120 Linear Feature 560
111  33.37078359 -081.97246007 1
115  33.37082814 -081.97247426
120 Linear Feature 560
111  33.37066717 -081.97302541 1
115  33.37071173 -081.97303960
120 Linear Feature 560
111  33.37101951 -081.97155625 1
115  33.37106407 -081.97157045
120 Linear Feature 560
111  33.36989975 -081.97127504 1
115  33.36994431 -081.97128923
120 Linear Feature 560
111  33.36793603 -081.97028136 1
115  33.36797988 -081.97029843
120 Linear Feature 560
111  33.36779541 -081.97085819 1
115  33.36783926 -081.97087526
120 Linear Feature 560
111  33.36846240 -081.97045673 1
115  33.36850625 -081.97047380
120 Linear Feature 560
111  33.36832820 -081.97100910 1
115  33.36837205 -081.97102618
120 Linear Feature 560
111  33.36883901 -081.97094249 1
115  33.36888357 -081.97095669
120 Linear Feature 560
111  33.36918847 -081.97105911 1
115  33.36923303 -081.97107330
120 Linear Feature 560
111  33.37055399 -081.97144578 1
115  33.37059855 -081.97145997
120 Linear Feature 560
111  33.37031075 -081.97258571 1
115  33.37035531 -081.97259990
120 Linear Feature 560
111  33.37020047 -081.97316296 1
115  33.37024503 -081.97317715
120 Linear Feature 560
111  33.37072667 -081.97274417 1
115  33.37077123 -081.97275836
120 Linear Feature 560
111  33.37061025 -081.97330951 1
115  33.37065481 -081.97332371
120 Linear Feature 559
111  33.37109667 -081.97116980 1
