I
1050 Generated by WorldEditor

1     92 0 0 PAKT Ketchikan International Airport
1302 city Ketchikan
111  55.36125228 -131.72309510 3 102
112  55.36164973 -131.72282780  55.36182829 -131.72248389
111  55.36164973 -131.72282780
112  55.36164973 -131.72282780  55.36186201 -131.72236907 3 102
111  55.36169223 -131.72194593 3 102
111  55.36138159 -131.72126703 3 102
111  55.35881693 -131.71652835 3 102
111  55.35799951 -131.71505912 3 102
111  55.35644957 -131.71242033 3 102
111  55.35634354 -131.71229321 3 102
111  55.35566130 -131.71111493 3 102
111  55.35438410 -131.70891401 3 102
111  55.35332758 -131.70709386 3 102
111  55.35291713 -131.70638003 3 102
111  55.35222838 -131.70527324 3 102
111  55.35004283 -131.70178506 3 102
111  55.34966401 -131.70120575 3 102
111  55.34930915 -131.70071010 3 102
112  55.34889188 -131.70064576  55.34866657 -131.70085401
111  55.34889188 -131.70064576
112  55.34889188 -131.70064576  55.34860765 -131.70089602 3 102
115  55.34865852 -131.70144051
120 Linear Feature 5
111  55.34823009 -131.70069799 3 102
112  55.34860361 -131.70049567  55.34878048 -131.70019224
111  55.34860361 -131.70049567
112  55.34860361 -131.70049567  55.34878398 -131.70020258 3 102
111  55.34896101 -131.70015648
112  55.34896101 -131.70015648  55.34906379 -131.70013102 3 102
112  55.34944940 -131.69982017  55.34965045 -131.69944731
111  55.34944940 -131.69982017
112  55.34944940 -131.69982017  55.34961570 -131.69938111 3 102
111  55.34982311 -131.69962923 3 102
111  55.35022157 -131.70027550
112  55.35022157 -131.70027550  55.35026072 -131.70040176 3 102
112  55.35022426 -131.70086231  55.35013004 -131.70126811
111  55.35022426 -131.70086231
112  55.35022426 -131.70086231  55.35012895 -131.70143263 3 102
111  55.35035910 -131.70180118 3 102
111  55.35263434 -131.70543731 3 102
111  55.35331640 -131.70655451 3 102
111  55.35363029 -131.70709394 3 102
111  55.35451007 -131.70862075 3 102
111  55.35551360 -131.71035144 3 102
115  55.35552441 -131.71035256
120 Linear Feature 4
111  55.35683993 -131.71072794 3
111  55.35655382 -131.71124181 3
111  55.35589316 -131.71010880 3
111  55.35638309 -131.70924879 3
115  55.35655113 -131.70954457
120 Linear Feature 3
111  55.35643399 -131.70995540 20
111  55.35639176 -131.71003804 20
111  55.35627375 -131.70983767 20
115  55.35632077 -131.70975401
120 Linear Feature 3
111  55.35668859 -131.71040581 20
111  55.35664635 -131.71048845 20
111  55.35652835 -131.71028808 20
115  55.35657537 -131.71020442
120 Linear Feature 2
111  55.35605759 -131.70996178 20
111  55.35620855 -131.70969018 20
111  55.35632077 -131.70975401 20
112  55.35637864 -131.70976803  55.35639677 -131.70983288
111  55.35637864 -131.70976803 20
111  55.35642686 -131.70967877 20
112  55.35647477 -131.70976963  55.35647232 -131.70984350
111  55.35647477 -131.70976963 20
111  55.35642821 -131.70985480
112  55.35642821 -131.70985480  55.35646172 -131.70991930 20
111  55.35643399 -131.70995540 20
111  55.35647132 -131.71014470 22
115  55.35632786 -131.71041895
120 Linear Feature 2
111  55.35631218 -131.71041219 20
111  55.35646315 -131.71014059 20
111  55.35647132 -131.71014470 20
111  55.35657537 -131.71020442 20
112  55.35663324 -131.71021844  55.35665136 -131.71028329
111  55.35663324 -131.71021844 20
111  55.35668146 -131.71012918 20
112  55.35672885 -131.71021180  55.35672640 -131.71028566
111  55.35672885 -131.71021180 20
111  55.35668229 -131.71029697
112  55.35668229 -131.71029697  55.35671580 -131.71036146 20
111  55.35668859 -131.71040581 20
111  55.35673136 -131.71059760 20
115  55.35658246 -131.71086936
21  55.35994735 -131.72020453 2 136.2900 3.00 11  PAPI-4L
21  55.34829750 -131.70248536 2 315.6800 3.00 29  PAPI 4L
14  55.35694849 -131.70981476  82.02 0 New Tower Viewpoint 9
1300  55.35615851 -131.70874109 231.34 hangar props HANGAR 01
1301 A none 
1300  55.35587208 -131.70824517 223.79 hangar props HANGAR 02
1301 A none 
1300  55.35556313 -131.70771127 229.06 hangar props HANGAR 03
1301 A none 
1300  55.35358094 -131.70438366 135.25 tie_down props GA 04
1301 A general_aviation 
1300  55.35411256 -131.70529174 135.80 tie_down props GA 05
1301 A general_aviation 
1300  55.35599477 -131.70918983 141.21 tie_down props GA 03
1301 A general_aviation 
1300  55.35586401 -131.70888272 313.79 tie_down props GA 01
1301 A general_aviation 
1300  55.35577362 -131.70904613 316.02 tie_down props GA 02
1301 A general_aviation 
1300  55.35644687 -131.70974131  45.79 gate jets|turboprops GATE 02
1301 C airline 
1300  55.35669632 -131.71018938  46.00 gate jets|turboprops GATE 01
1301 C airline 
18  55.35694498 -131.70982273 1 New Airport Beacon 12
19  55.35847504 -131.72121475 1 New Windsock 11
50 13445 AFIS
51 12360 CTAF
51 12295 UNICOM
55 11850 APP/DEP
99
