I
1050 Generated by WorldEditor 2.0.0r4

1    155 0 0 KMCE Merced Regional Airport
1302 city Merced
113  37.28844401 -120.50908347
110 2 0.00 0.0000 New Taxiway 152
111  37.28831655 -120.50911056
111  37.28820217 -120.50907556
111  37.28820995 -120.50901022
111  37.28824461 -120.50902017
111  37.28825258 -120.50896713
111  37.28830423 -120.50898107
111  37.28829462 -120.50903774
113  37.28832450 -120.50904739
110 2 0.00 0.0000 New Taxiway 152
111  37.28819821 -120.50907669
111  37.28808676 -120.50904169
111  37.28809162 -120.50897635
111  37.28812627 -120.50898630
111  37.28813424 -120.50893326
111  37.28818589 -120.50894719
111  37.28817629 -120.50900387
113  37.28820616 -120.50901351
110 2 0.00 0.0000 New Taxiway 152
111  37.28807460 -120.50905901
111  37.28796314 -120.50902402
111  37.28796801 -120.50895868
111  37.28800266 -120.50896863
111  37.28801063 -120.50891559
111  37.28806228 -120.50892952
111  37.28805268 -120.50898620
113  37.28808255 -120.50899584
110 2 0.00 0.0000 New Taxiway 151
111  37.28765453 -120.50953534
111  37.28766314 -120.50948343
111  37.28769852 -120.50949381
111  37.28770673 -120.50945258
111  37.28774727 -120.50946359
111  37.28772436 -120.50960081
111  37.28768212 -120.50958880
113  37.28768915 -120.50954462
110 2 0.00 0.0000 New Taxiway 151
111  37.28762957 -120.50967843
111  37.28763819 -120.50962652
111  37.28767357 -120.50963690
111  37.28768177 -120.50959567
111  37.28772232 -120.50960668
111  37.28769941 -120.50974390
111  37.28765717 -120.50973189
113  37.28766420 -120.50968771
110 2 0.00 0.0000 New Taxiway 151
111  37.28760540 -120.50983034
111  37.28761402 -120.50977843
111  37.28764940 -120.50978881
111  37.28765760 -120.50974758
111  37.28769814 -120.50975859
111  37.28767524 -120.50989581
111  37.28763300 -120.50988380
113  37.28764003 -120.50983962
110 2 0.00 0.0000 New Taxiway 151
111  37.28757889 -120.50997931
111  37.28758750 -120.50992740
111  37.28762289 -120.50993778
111  37.28763109 -120.50989655
111  37.28767163 -120.50990756
111  37.28764872 -120.51004478
111  37.28760648 -120.51003277
113  37.28761351 -120.50998859
110 2 0.00 0.0000 New Taxiway 151
111  37.28755160 -120.51013122
111  37.28756021 -120.51007931
111  37.28759560 -120.51008969
111  37.28760380 -120.51004846
111  37.28764434 -120.51005947
111  37.28762143 -120.51019669
111  37.28757919 -120.51018468
113  37.28758622 -120.51014050
110 2 0.00 0.0000 New Taxiway 151
111  37.28752665 -120.51028117
111  37.28753526 -120.51022926
111  37.28757065 -120.51023964
111  37.28757885 -120.51019841
111  37.28761939 -120.51020941
111  37.28759648 -120.51034664
111  37.28755424 -120.51033463
113  37.28756127 -120.51029045
110 2 0.00 0.0000 New Taxiway 151
111  37.28750357 -120.51043179
111  37.28751154 -120.51038018
111  37.28754692 -120.51039056
111  37.28755512 -120.51034933
111  37.28759567 -120.51036033
111  37.28757276 -120.51049756
111  37.28753052 -120.51048555
113  37.28753755 -120.51044137
110 2 0.00 0.0000 New Taxiway 151
111  37.28747857 -120.51058504
111  37.28748576 -120.51053245
111  37.28752114 -120.51054284
111  37.28752935 -120.51050160
111  37.28756989 -120.51051261
111  37.28754698 -120.51064983
111  37.28750474 -120.51063782
113  37.28751177 -120.51059364
110 2 0.00 0.0000 New Taxiway 151
111  37.28745395 -120.51074137
111  37.28746192 -120.51068878
111  37.28749730 -120.51069916
111  37.28750550 -120.51065792
111  37.28754604 -120.51066893
111  37.28752314 -120.51080615
111  37.28748090 -120.51079415
113  37.28748793 -120.51074997
110 2 0.00 0.0000 New Taxiway 151
111  37.28742817 -120.51088652
111  37.28743614 -120.51083295
111  37.28747152 -120.51084333
111  37.28747973 -120.51080210
111  37.28752027 -120.51081311
111  37.28749736 -120.51095033
111  37.28745512 -120.51093832
113  37.28746215 -120.51089414
110 2 0.00 0.0000 New Taxiway 151
111  37.28739982 -120.51104268
111  37.28740779 -120.51099009
111  37.28744317 -120.51100047
111  37.28745137 -120.51095923
111  37.28749191 -120.51097024
111  37.28746901 -120.51110746
111  37.28742677 -120.51109546
113  37.28743380 -120.51105128
110 2 0.00 0.0000 New Taxiway 151
111  37.28737533 -120.51119380
111  37.28738330 -120.51114317
111  37.28741868 -120.51115355
111  37.28742688 -120.51111232
111  37.28746743 -120.51112332
111  37.28744452 -120.51126055
111  37.28740228 -120.51124854
113  37.28740931 -120.51120436
110 2 0.00 0.0000 New Taxiway 151
111  37.28735278 -120.51134254
111  37.28736074 -120.51128896
111  37.28739613 -120.51129935
111  37.28740433 -120.51125811
111  37.28744487 -120.51126912
111  37.28742196 -120.51140634
111  37.28737972 -120.51139433
113  37.28738675 -120.51135015
110 2 0.00 0.0000 New Taxiway 151
111  37.28732351 -120.51150291
111  37.28733303 -120.51144934
111  37.28736842 -120.51145972
111  37.28737662 -120.51141848
111  37.28741716 -120.51142949
111  37.28739425 -120.51156672
111  37.28735201 -120.51155471
113  37.28735904 -120.51151053
110 2 0.00 0.0000 New Taxiway 151
111  37.28729814 -120.51166520
111  37.28730532 -120.51161457
111  37.28734071 -120.51162495
111  37.28734891 -120.51158372
111  37.28738945 -120.51159473
111  37.28736654 -120.51173195
111  37.28732430 -120.51171994
113  37.28733133 -120.51167576
110 2 0.00 0.0000 New Taxiway 151
111  37.28727480 -120.51180695
111  37.28728277 -120.51175632
111  37.28731815 -120.51176670
111  37.28732635 -120.51172546
111  37.28736690 -120.51173647
111  37.28734399 -120.51187369
111  37.28730175 -120.51186169
113  37.28730878 -120.51181751
110 2 0.00 0.0000 New Taxiway 151
111  37.28725096 -120.51195858
111  37.28725893 -120.51190697
111  37.28729431 -120.51191735
111  37.28730251 -120.51187612
111  37.28734305 -120.51188712
111  37.28732015 -120.51202435
111  37.28727791 -120.51201234
113  37.28728494 -120.51196816
110 2 0.00 0.0000 New Taxiway 150
111  37.28781701 -120.51075205
111  37.28781220 -120.51079128
111  37.28776219 -120.51077921
111  37.28778491 -120.51063031
111  37.28783221 -120.51064040
111  37.28782665 -120.51067812
111  37.28787062 -120.51068818
113  37.28786142 -120.51076211
110 2 0.00 0.0000 New Taxiway 150
111  37.28779517 -120.51090690
111  37.28779037 -120.51094613
111  37.28774035 -120.51093406
111  37.28776308 -120.51078516
111  37.28781038 -120.51079525
111  37.28780482 -120.51083297
111  37.28784879 -120.51084303
113  37.28783959 -120.51091696
110 2 0.00 0.0000 New Taxiway 150
111  37.28777100 -120.51105979
111  37.28776620 -120.51109902
111  37.28771618 -120.51108695
111  37.28773891 -120.51093806
111  37.28778621 -120.51094814
111  37.28778064 -120.51098586
111  37.28782462 -120.51099592
113  37.28781541 -120.51106985
110 2 0.00 0.0000 New Taxiway 150
111  37.28774917 -120.51121366
111  37.28774437 -120.51125289
111  37.28769435 -120.51124082
111  37.28771708 -120.51109193
111  37.28776437 -120.51110201
111  37.28775881 -120.51113973
111  37.28780278 -120.51114979
113  37.28779358 -120.51122372
110 2 0.00 0.0000 New Taxiway 150
111  37.28770472 -120.51144986
111  37.28769992 -120.51148908
111  37.28764990 -120.51147701
111  37.28767263 -120.51132812
111  37.28771993 -120.51133821
111  37.28771436 -120.51137592
111  37.28775834 -120.51138598
113  37.28774914 -120.51145991
110 2 0.00 0.0000 New Taxiway 150
111  37.28767821 -120.51160373
111  37.28767341 -120.51164295
111  37.28762339 -120.51163088
111  37.28764612 -120.51148199
111  37.28769342 -120.51149208
111  37.28768785 -120.51152979
111  37.28773183 -120.51153985
113  37.28772263 -120.51161378
110 2 0.00 0.0000 New Taxiway 150
111  37.28765638 -120.51175662
111  37.28765158 -120.51179584
111  37.28760156 -120.51178377
111  37.28762429 -120.51163488
111  37.28767158 -120.51164497
111  37.28766602 -120.51168268
111  37.28771000 -120.51169274
113  37.28770079 -120.51176667
110 2 0.00 0.0000 New Taxiway 150
111  37.28763455 -120.51191048
111  37.28762974 -120.51194971
111  37.28757973 -120.51193764
111  37.28760245 -120.51178875
111  37.28764975 -120.51179883
111  37.28764419 -120.51183655
111  37.28768816 -120.51184661
113  37.28767896 -120.51192054
110 2 0.00 0.0000 New Taxiway 150
111  37.28761116 -120.51206680
111  37.28760756 -120.51210050
111  37.28755914 -120.51209396
111  37.28757875 -120.51194409
111  37.28762916 -120.51195515
111  37.28762316 -120.51199287
111  37.28766758 -120.51200293
113  37.28765837 -120.51207686
110 2 0.00 0.0000 New Taxiway 38
111  37.28839283 -120.51463995
111  37.28817592 -120.51458385
111  37.28821951 -120.51430861
113  37.28843961 -120.51436209
110 2 0.00 0.0000 New Taxiway 37
111  37.28874436 -120.51310508
111  37.28908433 -120.51319132
111  37.28923691 -120.51299433
111  37.28925136 -120.51289205
111  37.28926050 -120.51289433
111  37.28924392 -120.51300043
111  37.28909119 -120.51321427
111  37.28873869 -120.51312274
111  37.28871447 -120.51326816
111  37.28868134 -120.51346698
111  37.28919365 -120.51359415
111  37.28918914 -120.51361845
111  37.28867876 -120.51348966
111  37.28863301 -120.51377801
111  37.28914081 -120.51390761
111  37.28913566 -120.51392543
111  37.28862914 -120.51379907
111  37.28858597 -120.51407123
111  37.28903384 -120.51417329
111  37.28907485 -120.51424437
111  37.28905590 -120.51423932
111  37.28902739 -120.51419597
111  37.28858275 -120.51409391
111  37.28855568 -120.51427048
111  37.28853313 -120.51426238
111  37.28876233 -120.51286523
111  37.28887918 -120.51215575
113  37.28889658 -120.51215886
110 2 0.00 0.0000 New Taxiway 35
111  37.28876588 -120.51340951
111  37.28878292 -120.51328768
111  37.28926277 -120.51340884
113  37.28924360 -120.51352867
110 2 0.00 0.0000 New Taxiway 28
111  37.28841353 -120.51622307
111  37.28816333 -120.51595327
111  37.28800508 -120.51578214
111  37.28790967 -120.51567876
111  37.28806767 -120.51505781
111  37.28817263 -120.51508231
111  37.28817662 -120.51505514
111  37.28828204 -120.51507833
111  37.28824109 -120.51535126
111  37.28828078 -120.51539053
111  37.28833712 -120.51545435
111  37.28829557 -120.51551828
111  37.28837535 -120.51560482
111  37.28839845 -120.51556766
111  37.28840925 -120.51557920
111  37.28839363 -120.51560473
111  37.28857322 -120.51580624
111  37.28861789 -120.51574489
111  37.28863492 -120.51572187
111  37.28870864 -120.51580651
111  37.28865819 -120.51587770
113  37.28862624 -120.51592478
110 2 0.00 0.0000 New Taxiway 19
111  37.28896620 -120.50913535
111  37.28978054 -120.50934432
111  37.28947209 -120.51134090
113  37.28865184 -120.51112579
110 2 0.00 0.0000 New Taxiway 18
111  37.28854280 -120.51060779
111  37.28796623 -120.51044772
111  37.28800307 -120.51022306
113  37.28858409 -120.51036574
110 2 0.00 0.0000 New Taxiway 17
111  37.28811186 -120.50953120
111  37.28815532 -120.50929115
111  37.28873470 -120.50943606
113  37.28869109 -120.50968227
110 2 0.00 0.0000 New Taxiway 16
111  37.28803599 -120.50999416
111  37.28807898 -120.50975844
111  37.28865944 -120.50990098
113  37.28861065 -120.51016144
110 2 0.00 0.0000 New Taxiway 20
111  37.28898160 -120.51195720
111  37.28915332 -120.51200341
111  37.28912564 -120.51217437
113  37.28895319 -120.51213318
110 2 0.00 0.0000 New Taxiway 21
111  37.28903887 -120.51156792
111  37.28911555 -120.51158537
111  37.28910389 -120.51166037
111  37.28915934 -120.51167436
111  37.28914626 -120.51175835
111  37.28909137 -120.51174435
111  37.28908330 -120.51179821
113  37.28900734 -120.51177740
110 2 0.00 0.0000 New Taxiway 22
111  37.28933247 -120.51158583
111  37.28932450 -120.51158414
111  37.28922180 -120.51156030
111  37.28924819 -120.51138829
113  37.28935556 -120.51141346
110 2 0.00 0.0000 New Taxiway 23
111  37.28916284 -120.51154632
111  37.28904908 -120.51151934
111  37.28907451 -120.51135003
113  37.28918798 -120.51137721
110 2 0.00 0.0000 New Taxiway 25
111  37.28888646 -120.51262534
111  37.28912175 -120.51268084
111  37.28909393 -120.51283867
111  37.28907616 -120.51294452
111  37.28884897 -120.51288851
113  37.28886318 -120.51278810
110 2 0.00 0.0000 New Taxiway 33
111  37.28867240 -120.51401056
111  37.28868678 -120.51390947
111  37.28914479 -120.51402394
113  37.28912988 -120.51412101
110 2 0.00 0.0000 New Taxiway 34
111  37.28869967 -120.51370894
111  37.28872004 -120.51358874
111  37.28911426 -120.51369407
113  37.28909639 -120.51381057
110 2 0.00 0.0000 New Taxiway 36
111  37.28918366 -120.51324016
111  37.28920171 -120.51313615
111  37.28928093 -120.51315662
113  37.28926509 -120.51325675
110 2 0.00 0.0000 New Taxiway 42
111  37.28717077 -120.51245778
111  37.28694979 -120.51240454
111  37.28699771 -120.51213535
111  37.28718540 -120.51217057
113  37.28721622 -120.51217734
110 2 0.00 0.0000 New Taxiway 43
111  37.28684624 -120.51271698
111  37.28688901 -120.51243865
111  37.28716276 -120.51250721
113  37.28711794 -120.51278045
110 2 0.00 0.0000 New Taxiway 45
111  37.28610422 -120.51207534
111  37.28620056 -120.51219757
111  37.28622923 -120.51215617
111  37.28628225 -120.51221203
111  37.28616451 -120.51238256
111  37.28606314 -120.51226398
111  37.28612855 -120.51216887
113  37.28608063 -120.51210902
110 1 0.00 0.0000 New Taxiway 8
111  37.29064367 -120.52095172
111  37.29095122 -120.52049673
111  37.29095865 -120.52048256
111  37.29100126 -120.52040633
111  37.29164207 -120.52110792
112  37.29165325 -120.52124196  37.29162078 -120.52131717
111  37.29165325 -120.52124196
111  37.29136233 -120.52165653
112  37.29136233 -120.52165653  37.29131580 -120.52170661
113  37.29126755 -120.52165463
110 1 0.00 0.0000 Main Taxiway
111  37.29053825 -120.52003407
112  37.29053825 -120.52003407  37.29054877 -120.52004077
111  37.29057190 -120.52005225
112  37.29057190 -120.52005225  37.29068467 -120.52010040 3 102
112  37.29087266 -120.51984160  37.29090163 -120.51961889
111  37.29087266 -120.51984160 3 102
111  37.29087186 -120.51966404 3 102
111  37.29085636 -120.51932763 3 102
112  37.29080393 -120.51914014  37.29074933 -120.51906322
111  37.29080393 -120.51914014 3 102
111  37.28843385 -120.51652486
112  37.28843385 -120.51652486  37.28836716 -120.51646825 3 102
112  37.28798524 -120.51637870  37.28772774 -120.51645519
111  37.28798524 -120.51637870 3 102
112  37.28772752 -120.51689987  37.28777627 -120.51726952
111  37.28772752 -120.51689987 102
111  37.28773198 -120.51695110
111  37.28735242 -120.51652685
111  37.28739582 -120.51653029
112  37.28739582 -120.51653029  37.28746118 -120.51653453 3 102
112  37.28765315 -120.51639163  37.28770001 -120.51627182
111  37.28765315 -120.51639163 3 102
111  37.28771031 -120.51608844 3 102
112  37.28759144 -120.51592253  37.28742868 -120.51599590
111  37.28759144 -120.51592253 3 102
111  37.28752693 -120.51595397 3 102
111  37.28715084 -120.51611932
112  37.28715084 -120.51611932  37.28712326 -120.51613537 3 102
112  37.28711704 -120.51622181  37.28711731 -120.51626270
111  37.28711704 -120.51622181
111  37.28712343 -120.51629586
111  37.28653018 -120.51561841
111  37.28659435 -120.51564329
112  37.28659435 -120.51564329  37.28662417 -120.51564243 3 102
112  37.28667593 -120.51554474  37.28669469 -120.51546823
111  37.28667593 -120.51554474 3 102
111  37.28675976 -120.51501480 3 102
111  37.28679042 -120.51481284 3 102
112  37.28676614 -120.51467725  37.28672852 -120.51462358
111  37.28676614 -120.51467725 3 102
111  37.28608256 -120.51392039 3 102
112  37.28586372 -120.51373314  37.28578693 -120.51371679
111  37.28586372 -120.51373314 3 102
111  37.28555527 -120.51375514 3 102
111  37.28509306 -120.51378791
112  37.28509306 -120.51378791  37.28504170 -120.51379211 3 102
112  37.28504803 -120.51392732  37.28505315 -120.51397705
111  37.28504803 -120.51392732
111  37.28505250 -120.51396184
111  37.28477940 -120.51365134
111  37.28479611 -120.51365066 3 102
111  37.28555064 -120.51359290 3 102
112  37.28562504 -120.51342194  37.28552782 -120.51324721
111  37.28562504 -120.51342194 3 102
111  37.28391277 -120.51151081 3 102
112  37.28370952 -120.51136494  37.28362178 -120.51136612
111  37.28370952 -120.51136494 3 102
111  37.28339755 -120.51138466 3 102
111  37.28293658 -120.51142520
112  37.28293658 -120.51142520  37.28289520 -120.51143107 3 102
112  37.28289166 -120.51154012  37.28289346 -120.51158635
111  37.28289166 -120.51154012
112  37.28289166 -120.51154012  37.28289273 -120.51156779
111  37.28289617 -120.51158894
111  37.28249556 -120.51112685
112  37.28255891 -120.51117032  37.28259618 -120.51119428
111  37.28255891 -120.51117032
112  37.28255891 -120.51117032  37.28262051 -120.51120992 3 102
112  37.28277136 -120.51126690  37.28282954 -120.51127066
111  37.28277136 -120.51126690 3 102
111  37.28339399 -120.51121455 3 102
111  37.28344612 -120.51121040 3 102
112  37.28344142 -120.51098772  37.28326058 -120.51079675
111  37.28344142 -120.51098772 3 102
111  37.28226044 -120.50969193
112  37.28226044 -120.50969193  37.28221137 -120.50965162 3 102
112  37.28207417 -120.50963907  37.28191755 -120.50962958
111  37.28207417 -120.50963907 3 102
111  37.28184326 -120.50965230 3 102
111  37.28159736 -120.50966582
112  37.28159736 -120.50966582  37.28142310 -120.50968023 3 102
112  37.28143989 -120.50992865  37.28145433 -120.51001635
111  37.28143989 -120.50992865
112  37.28143989 -120.50992865  37.28144543 -120.50996229
111  37.28145262 -120.50998471
111  37.28092797 -120.50939511
112  37.28102145 -120.50946275  37.28107828 -120.50949682
111  37.28102145 -120.50946275
112  37.28102145 -120.50946275  37.28108596 -120.50950143 3 102
112  37.28127020 -120.50953613  37.28136367 -120.50953079
111  37.28127020 -120.50953613 3 102
111  37.28183805 -120.50948370
112  37.28183805 -120.50948370  37.28192768 -120.50946862 3 102
112  37.28190831 -120.50929460  37.28179270 -120.50912897
111  37.28190831 -120.50929460 3 102
111  37.28000683 -120.50718970
112  37.28000683 -120.50718970  37.27985032 -120.50702340 3 102
112  37.27974274 -120.50704476  37.27964155 -120.50704074
111  37.27974274 -120.50704476 3 102
111  37.27947818 -120.50706502 3 102
111  37.27935269 -120.50707802
112  37.27935269 -120.50707802  37.27917087 -120.50713732 3 102
112  37.27920607 -120.50744338  37.27922664 -120.50754967
111  37.27920607 -120.50744338
112  37.27920607 -120.50744338  37.27921194 -120.50747371
111  37.27921746 -120.50749239
111  37.27879963 -120.50702804
112  37.27888569 -120.50694169  37.27892258 -120.50691786
111  37.27888569 -120.50694169
112  37.27888569 -120.50694169  37.27898583 -120.50687540 3 102
111  37.27947047 -120.50687111
111  37.27981086 -120.50684435
112  37.27993225 -120.50681677  37.27997013 -120.50678350
111  37.27993225 -120.50681677 3 102
111  37.28009497 -120.50659472 3 102
111  37.28039909 -120.50693077 3 102
111  37.28041533 -120.50738169 3 102
111  37.28361787 -120.51091842
111  37.28367416 -120.51079081
111  37.28410746 -120.50979544
111  37.28428973 -120.51000056
111  37.28390544 -120.51100725
111  37.28384236 -120.51117261 3 102
111  37.28540897 -120.51291977
112  37.28540897 -120.51291977  37.28543278 -120.51294083
111  37.28545267 -120.51290907
111  37.28551208 -120.51282059
111  37.28591310 -120.51224468
112  37.28591310 -120.51224468  37.28595592 -120.51216076
111  37.28586034 -120.51207764
111  37.28590351 -120.51200404
112  37.28604613 -120.51201107  37.28610418 -120.51193896
111  37.28604613 -120.51201107
111  37.28610422 -120.51207534
111  37.28608063 -120.51210902
111  37.28555216 -120.51286903
111  37.28549143 -120.51295446
112  37.28549214 -120.51301574  37.28551829 -120.51304603
111  37.28549214 -120.51301574 3 102
111  37.28670457 -120.51435219
112  37.28670457 -120.51435219  37.28684371 -120.51451239
111  37.28686560 -120.51431892
111  37.28711794 -120.51278045
111  37.28716276 -120.51250721
111  37.28717077 -120.51245778
111  37.28721622 -120.51217734
111  37.28718540 -120.51217057
111  37.28719001 -120.51213413
111  37.28722144 -120.51214101
111  37.28767096 -120.50936094
111  37.28772759 -120.50901070
111  37.28772995 -120.50899615
111  37.28782189 -120.50901046
111  37.28784560 -120.50884570
111  37.28896620 -120.50913535
111  37.28865184 -120.51112579
112  37.28865184 -120.51112579  37.28864245 -120.51119545
112  37.28867053 -120.51120922  37.28870651 -120.51121894
111  37.28867053 -120.51120922
111  37.28908139 -120.51130747
111  37.28907451 -120.51135003
111  37.28904908 -120.51151934
111  37.28916284 -120.51154632
111  37.28922180 -120.51156030
111  37.28932450 -120.51158414
111  37.28931521 -120.51166756
111  37.28922496 -120.51165063
111  37.28917614 -120.51159822
111  37.28911555 -120.51158537
111  37.28903887 -120.51156792
111  37.28900734 -120.51177740
111  37.28896639 -120.51176642
111  37.28893300 -120.51194462
111  37.28898160 -120.51195720
111  37.28895319 -120.51213318
111  37.28912564 -120.51217437
111  37.28907673 -120.51243283
111  37.28889549 -120.51239106
111  37.28886060 -120.51259570
111  37.28882974 -120.51258818
111  37.28879969 -120.51277071
111  37.28886318 -120.51278810
111  37.28888646 -120.51262534
111  37.28912171 -120.51268004
111  37.28909393 -120.51283867
111  37.28940011 -120.51289948
111  37.28917249 -120.51426793
111  37.28907485 -120.51424437
111  37.28905590 -120.51423932
111  37.28864550 -120.51413732
111  37.28854901 -120.51474272
111  37.28828078 -120.51539053
111  37.28824109 -120.51535126
111  37.28828204 -120.51507833
111  37.28817662 -120.51505514
111  37.28817263 -120.51508231
111  37.28806767 -120.51505781
111  37.28790967 -120.51567876
111  37.28800508 -120.51578214
111  37.28816333 -120.51595327
111  37.28841353 -120.51622307
111  37.28862624 -120.51592478
111  37.28865819 -120.51587770
111  37.28870864 -120.51580651
111  37.28863492 -120.51572187
111  37.28868729 -120.51565334
111  37.28907305 -120.51611882
111  37.28907216 -120.51631242
112  37.28892403 -120.51658075  37.28890110 -120.51666145
111  37.28892403 -120.51658075
112  37.28892403 -120.51658075  37.28890751 -120.51663890
112  37.28892449 -120.51675928  37.28894251 -120.51682195
111  37.28892449 -120.51675928
112  37.28892449 -120.51675928  37.28892949 -120.51677667
112  37.28894395 -120.51681209  37.28895197 -120.51683052
111  37.28894395 -120.51681209 3 102
111  37.29049236 -120.51852799 3 102
111  37.29086764 -120.51850237 3 102
111  37.29116546 -120.51883470 3 102
111  37.29102241 -120.51904087 3 102
112  37.29099852 -120.51911549  37.29099827 -120.51915934
111  37.29099852 -120.51911549 3 102
111  37.29100285 -120.51919196 3 102
111  37.29102815 -120.51965768 3 102
111  37.29103802 -120.52003083 3 102
112  37.29102282 -120.52036695  37.29099474 -120.52045031
111  37.29102282 -120.52036695 3 102
111  37.29100126 -120.52040633 3 102
111  37.29095865 -120.52048256
113  37.29095122 -120.52049673
111  37.28723645 -120.51519903 3 102
112  37.28713571 -120.51522811  37.28711896 -120.51529695
111  37.28713571 -120.51522811 3 102
111  37.28711012 -120.51539156 3 102
111  37.28704023 -120.51582854 3 102
112  37.28714532 -120.51590011  37.28724279 -120.51586385
111  37.28714532 -120.51590011 3 102
111  37.28747481 -120.51576989 3 102
111  37.28757750 -120.51572821
112  37.28757750 -120.51572821  37.28765080 -120.51566842 3 102
113  37.28758847 -120.51558206 3 102
111  37.28802359 -120.51412638
112  37.28802359 -120.51412638  37.28802838 -120.51408019
111  37.28800894 -120.51407926
111  37.28737039 -120.51390548
112  37.28737039 -120.51390548  37.28735296 -120.51390091
111  37.28735222 -120.51391579
111  37.28722895 -120.51466553
112  37.28722895 -120.51466553  37.28719876 -120.51488135
111  37.28728131 -120.51498219 3 102
111  37.28773653 -120.51547981
112  37.28773653 -120.51547981  37.28777818 -120.51551993
112  37.28783516 -120.51538983  37.28784918 -120.51532589
113  37.28783516 -120.51538983
111  37.28854598 -120.51090055
112  37.28847649 -120.51073604  37.28839143 -120.51071020
111  37.28847649 -120.51073604
111  37.28799440 -120.51061602
112  37.28799440 -120.51061602  37.28793111 -120.51061131
112  37.28789896 -120.51067726  37.28788711 -120.51071149
111  37.28789896 -120.51067726
111  37.28765168 -120.51215765
112  37.28768129 -120.51220677  37.28772094 -120.51221454
111  37.28768129 -120.51220677
111  37.28828697 -120.51236579
112  37.28831389 -120.51234888  37.28831789 -120.51232419
113  37.28831389 -120.51234888
111  37.28873003 -120.50969226
112  37.28876579 -120.50956931  37.28877610 -120.50949641
111  37.28876788 -120.50944420
111  37.28873470 -120.50943606
111  37.28815532 -120.50929115
111  37.28812722 -120.50928396
112  37.28808942 -120.50939113  37.28807589 -120.50946889
111  37.28808684 -120.50952450
111  37.28811186 -120.50953120
113  37.28869109 -120.50968227
111  37.28805302 -120.50975108
112  37.28801704 -120.50984602  37.28800415 -120.50993070
111  37.28801353 -120.50998740
111  37.28803599 -120.50999416
111  37.28861065 -120.51016144
111  37.28864504 -120.51015069
112  37.28869460 -120.51002961  37.28870232 -120.50997678
111  37.28868840 -120.50990825
111  37.28865944 -120.50990098
113  37.28807898 -120.50975844
111  37.28796776 -120.51021344
112  37.28793685 -120.51030903  37.28792455 -120.51037972
111  37.28794296 -120.51044030
111  37.28796623 -120.51044772
111  37.28854280 -120.51060779
111  37.28856825 -120.51061389
112  37.28861109 -120.51049393  37.28861801 -120.51043970
111  37.28861072 -120.51037129
111  37.28858409 -120.51036574
113  37.28800307 -120.51022306
111  37.28911426 -120.51369407
111  37.28872004 -120.51358874
111  37.28869967 -120.51370894
113  37.28909639 -120.51381057
111  37.28924360 -120.51352867
111  37.28926277 -120.51340884
111  37.28878292 -120.51328768
113  37.28876588 -120.51340951
111  37.28718350 -120.51310197
