I
1050 Generated by WorldEditor 2.1.0r1

1    433 1 0 UUML Severka
1302 city Kolomna
111  55.20730037  038.67417059
113  55.20730229  038.67420098
110 2 0.00 0.0000 New Taxiway 9
111  55.20765395  038.67409123
111  55.20763714  038.67386995
111  55.20748592  038.67390521
113  55.20750269  038.67413091
110 2 0.00 0.0000 New Taxiway 8
111  55.20747959  038.67520844
111  55.20748377  038.67523878
111  55.20750906  038.67522949
111  55.20751773  038.67529534
111  55.20752809  038.67529365
111  55.20755439  038.67549833
111  55.20767087  038.67545494
111  55.20764767  038.67527092
111  55.20782667  038.67520157
111  55.20778680  038.67488554
111  55.20760512  038.67495301
111  55.20757412  038.67499216
111  55.20746373  038.67502979
111  55.20747440  038.67511633
111  55.20748891  038.67510694
113  55.20750066  038.67519982
110 1 0.00 0.0000 New Taxiway 2
111  55.20493934  038.67514302
111  55.20498867  038.67528301
111  55.20506414  038.67531344
111  55.20537765  038.67564600
112  55.20537765  038.67564600  55.20535798  038.67556932
112  55.20549231  038.67541667  55.20556778  038.67538219
111  55.20549231  038.67541667
111  55.20558910  038.67538354
111  55.20584341  038.67529651
112  55.20584341  038.67529651  55.20585561  038.67529414
111  55.20586555  038.67532271
111  55.20616158  038.67644488
112  55.20616158  038.67644488  55.20617950  038.67655125
111  55.20615048  038.67662965
111  55.20603407  038.67674048
111  55.20593718  038.67682840
111  55.20590951  038.67682005
111  55.20588866  038.67682308
112  55.20588866  038.67682308  55.20585820  038.67682315
111  55.20580237  038.67678769
111  55.20579754  038.67684455
111  55.20590554  038.67714788
111  55.20593452  038.67715522
112  55.20593452  038.67715522  55.20592238  038.67707013
112  55.20595348  038.67694694  55.20599395  038.67689426
111  55.20595348  038.67694694
111  55.20606426  038.67684090
111  55.20619349  038.67672569
112  55.20619349  038.67672569  55.20624089  038.67672468
111  55.20627257  038.67679377
111  55.20638426  038.67726909
111  55.20641617  038.67738457
111  55.20646334  038.67736391
112  55.20646334  038.67736391  55.20648819  038.67736492
111  55.20652924  038.67739552
111  55.20663329  038.67748183
112  55.20663329  038.67748183  55.20663763  038.67749618
111  55.20663260  038.67751222
111  55.20664925  038.67752924
111  55.20668886  038.67772927
112  55.20668886  038.67772927  55.20671536  038.67772927
111  55.20673800  038.67768791
111  55.20672307  038.67757225
111  55.20676160  038.67750471
111  55.20672355  038.67739328
111  55.20696679  038.67716216
111  55.20695155  038.67710350
111  55.20665021  038.67733545
112  55.20665021  038.67733545  55.20660878  038.67735740
111  55.20658502  038.67732574
111  55.20657470  038.67727628
111  55.20655644  038.67718870
111  55.20649692  038.67690332
111  55.20686468  038.67668468
111  55.20686250  038.67656050
111  55.20674942  038.67653011
112  55.20674942  038.67653011  55.20671715  038.67650647
111  55.20669324  038.67644866
111  55.20667311  038.67638587
111  55.20666091  038.67631769
111  55.20665306  038.67629497
111  55.20663585  038.67627026
111  55.20658869  038.67611791
111  55.20659095  038.67608118
111  55.20673457  038.67586061
112  55.20673457  038.67586061  55.20676124  038.67582691
111  55.20681818  038.67597137
111  55.20674102  038.67556408
112  55.20674102  038.67556408  55.20673047  038.67558583
112  55.20672422  038.67578209  55.20671026  038.67580764
111  55.20672422  038.67578209
111  55.20655781  038.67604022
112  55.20655781  038.67604022  55.20654777  038.67605448
111  55.20653780  038.67606524
111  55.20640850  038.67618551
112  55.20640850  038.67618551  55.20639790  038.67619142
111  55.20639019  038.67617990
111  55.20623875  038.67567527
111  55.20623432  038.67566065
111  55.20611747  038.67527555
112  55.20611747  038.67527555  55.20610688  038.67521899
111  55.20611678  038.67517465
111  55.20652940  038.67504895
111  55.20654973  038.67502978
111  55.20728592  038.67475874
112  55.20728592  038.67475874  55.20729980  038.67475543
111  55.20730469  038.67478306
111  55.20736436  038.67525554
111  55.20747959  038.67520844
111  55.20750066  038.67519982
111  55.20748891  038.67510694
111  55.20747440  038.67511633
111  55.20745408  038.67512947
112  55.20745408  038.67512947  55.20742146  038.67514149
111  55.20740979  038.67507052
111  55.20736764  038.67474560
112  55.20736764  038.67474560  55.20736614  038.67472944
111  55.20737802  038.67472239
111  55.20765277  038.67461712
111  55.20763228  038.67436308
111  55.20767596  038.67435062
111  55.20765395  038.67409123
111  55.20750269  038.67413091
111  55.20752389  038.67439347
111  55.20756770  038.67438231
112  55.20756770  038.67438231  55.20758710  038.67452477
111  55.20755809  038.67455303
111  55.20751040  038.67456062
111  55.20750663  038.67440892
111  55.20748968  038.67415455
111  55.20730229  038.67420098
111  55.20730037  038.67417059
111  55.20720073  038.67419549
111  55.20723092  038.67449674
111  55.20729466  038.67448225
112  55.20729466  038.67448225  55.20731514  038.67459693
112  55.20726423  038.67467122  55.20723694  038.67468740
111  55.20726423  038.67467122
111  55.20714573  038.67470921
111  55.20713128  038.67457413
112  55.20713128  038.67457413  55.20713047  038.67456076
111  55.20714091  038.67455303
111  55.20719390  038.67453867
111  55.20716711  038.67420466
111  55.20698793  038.67424856
111  55.20696736  038.67425360
111  55.20682260  038.67428908
111  55.20685680  038.67460482
111  55.20690304  038.67460060
112  55.20690304  038.67460060  55.20691910  038.67460294
111  55.20692520  038.67462930
111  55.20693576  038.67476405
112  55.20693576  038.67476405  55.20693599  038.67476800
112  55.20693529  038.67477479  55.20693479  038.67477801
111  55.20693529  038.67477479
112  55.20693529  038.67477479  55.20693283  038.67479065
111  55.20692328  038.67479772
111  55.20680458  038.67484455
112  55.20680458  038.67484455  55.20678892  038.67484737
111  55.20678435  038.67482227
111  55.20674908  038.67437348
111  55.20679013  038.67436132
111  55.20677799  038.67423469
111  55.20664041  038.67427825
111  55.20657508  038.67430180
111  55.20656052  038.67418874
111  55.20649184  038.67419482
111  55.20647727  038.67403314
111  55.20640790  038.67404894
111  55.20648768  038.67491814
111  55.20648282  038.67495947
112  55.20633423  038.67500740  55.20632168  038.67501025
111  55.20631913  038.67499203
111  55.20630708  038.67487657
112  55.20630708  038.67487657  55.20630615  038.67486110
111  55.20631747  038.67485431
111  55.20640832  038.67482627
111  55.20637717  038.67444408
111  55.20600877  038.67452887
111  55.20592648  038.67454737
111  55.20592857  038.67456925
111  55.20583269  038.67459043
111  55.20573924  038.67461107
111  55.20570745  038.67420282
111  55.20590052  038.67416635
111  55.20592538  038.67449356
111  55.20594677  038.67448950
111  55.20592249  038.67416027
111  55.20604215  038.67413798
111  55.20634266  038.67406763
111  55.20632639  038.67391074
111  55.20534325  038.67412868
112  55.20534325  038.67412868  55.20532818  038.67413325
111  55.20533327  038.67415785
111  55.20563620  038.67505146
112  55.20563620  038.67505146  55.20564346  038.67507102
111  55.20565696  038.67507024
111  55.20583133  038.67502363
112  55.20583133  038.67502363  55.20585353  038.67503457
112  55.20584590  038.67518774  55.20582509  038.67520840
111  55.20584590  038.67518774
111  55.20557677  038.67528191
111  55.20545807  038.67532345
112  55.20545807  038.67532345  55.20530943  038.67536075
111  55.20523788  038.67528671
111  55.20520632  038.67521205
111  55.20520285  038.67501147
113  55.20516308  038.67490915
112  55.20744924  038.67459126  55.20743197  038.67461096
111  55.20744924  038.67459126
111  55.20743360  038.67458672
111  55.20742271  038.67460919
111  55.20739271  038.67461153
112  55.20739271  038.67461153  55.20736622  038.67460308
111  55.20736028  038.67457635
111  55.20735345  038.67450797
112  55.20735345  038.67450797  55.20735305  038.67447631
111  55.20737136  038.67446322
111  55.20741857  038.67445253
114  55.20741857  038.67445253  55.20745751  038.67444831
111  55.20705798  038.67473797
111  55.20701824  038.67474711
111  55.20700981  038.67458038
113  55.20704273  038.67457686
111  55.20667647  038.67439726
112  55.20667647  038.67439726  55.20669901  038.67439523
111  55.20670537  038.67445136
111  55.20673450  038.67482335
112  55.20673450  038.67482335  55.20673636  038.67486634
111  55.20671947  038.67487684
111  55.20666375  038.67489507
111  55.20664311  038.67465379
111  55.20661172  038.67466288
111  55.20663114  038.67488778
112  55.20663114  038.67488778  55.20663181  038.67489892
111  55.20662806  038.67491079
111  55.20655468  038.67493166
112  55.20655468  038.67493166  55.20654773  038.67493303
111  55.20654494  038.67491928
111  55.20649812  038.67448052
112  55.20649812  038.67448052  55.20649673  038.67445691
113  55.20651044  038.67444569
111  55.20626347  038.67501713
112  55.20626347  038.67501713  55.20626508  038.67503964
111  55.20625164  038.67505168
111  55.20612124  038.67509250
112  55.20612124  038.67509250  55.20611201  038.67509109
111  55.20611015  038.67507426
111  55.20610005  038.67494272
112  55.20610005  038.67494272  55.20609936  038.67492439
111  55.20611052  038.67491780
111  55.20623701  038.67488316
112  55.20623701  038.67488316  55.20624816  038.67488194
113  55.20625247  038.67490484
111  55.20597999  038.67494954
112  55.20597999  038.67494954  55.20599403  038.67494812
111  55.20599518  038.67497613
111  55.20599643  038.67502629
112  55.20599643  038.67502629  55.20599122  038.67509930
112  55.20593534  038.67514789  55.20591439  038.67516211
111  55.20593534  038.67514789
112  55.20593534  038.67514789  55.20592028  038.67515317
111  55.20591698  038.67513240
111  55.20590254  038.67499546
112  55.20590254  038.67499546  55.20590125  038.67497483
113  55.20591348  038.67496854
110 3 0.00 0.0000 New Taxiway 21
111  55.20686718  038.67783874
111  55.20676160  038.67750471
111  55.20672307  038.67757225
111  55.20673800  038.67768791
112  55.20668886  038.67772927  55.20666237  038.67772927
111  55.20668886  038.67772927
111  55.20664925  038.67752924
111  55.20663260  038.67751222
112  55.20663329  038.67748183  55.20662895  038.67746748
111  55.20663329  038.67748183
111  55.20652924  038.67739552
112  55.20646334  038.67736391  55.20643848  038.67736290
111  55.20646334  038.67736391
111  55.20651672  038.67754373
111  55.20651483  038.67767597
111  55.20667915  038.67807085
113  55.20676799  038.67795909
110 1 0.00 0.0000 New Taxiway 20
111  55.20692129  038.67798583
111  55.20686718  038.67783874
111  55.20676799  038.67795909
111  55.20681446  038.67810497
113  55.20682556  038.67809889
110 2 0.00 0.0000 New Taxiway 19
111  55.20682556  038.67809889
111  55.20688799  038.67828367
111  55.20698372  038.67816697
113  55.20692129  038.67798583
110 2 0.00 0.0000 New Taxiway 1
111  55.20681818  038.67597137
111  55.20697809  038.67587128
111  55.20689854  038.67546560
113  55.20674102  038.67556408
130 Boundary
111  55.20521697  038.67409594
111  55.20511389  038.67408544
111  55.20474469  038.67334814
111  55.20427480  038.67370944
111  55.20463464  038.67546457
111  55.20450414  038.67555531
111  55.20768387  038.68642637
111  55.20782704  038.68631660
111  55.20802987  038.68648387
111  55.20923157  038.68588992
111  55.20894881  038.68331187
111  55.20689098  038.67782240
111  55.20742046  038.67693129
111  55.20818213  038.67676311
113  55.20771235  038.67349180
120 Linear Feature 25
111  55.20606426  038.67684090 4
115  55.20603407  038.67674048
120 Linear Feature 24
111  55.20558910  038.67538354 4
115  55.20557677  038.67528191
120 Linear Feature 82
111  55.20655644  038.67718870 1
111  55.20652081  038.67721109
112  55.20652081  038.67721109  55.20649098  038.67722086 1
115  55.20647238  038.67716884
120 Linear Feature 81
111  55.20636593  038.67703919 1
111  55.20636915  038.67705077 1
115  55.20637238  038.67706234
120 Linear Feature 80
111  55.20641483  038.67725884 1
111  55.20641181  038.67724863 1
115  55.20640878  038.67723842
120 Linear Feature 79
112  55.20636552  038.67667876  55.20638364  038.67671833 1
111  55.20641526  038.67670462 1
115  55.20662239  038.67653559
120 Linear Feature 78
111  55.20657417  038.67618047 1
111  55.20656981  038.67618476 1
115  55.20656546  038.67618905
120 Linear Feature 77
111  55.20658132  038.67622133 1
115  55.20656981  038.67618476
120 Linear Feature 76
112  55.20647128  038.67642708  55.20649892  038.67638677 1
111  55.20648717  038.67632713 1
115  55.20647209  038.67626949
120 Linear Feature 75
111  55.20632964  038.67618413 1
111  55.20632619  038.67617153 1
115  55.20632274  038.67615893
120 Linear Feature 75
111  55.20627630  038.67599414 1
111  55.20627285  038.67598154 1
115  55.20626939  038.67596895
120 Linear Feature 75
111  55.20622384  038.67580958 1
111  55.20622039  038.67579698 1
115  55.20621693  038.67578438
120 Linear Feature 75
111  55.20617074  038.67562062 1
111  55.20616728  038.67560802 1
115  55.20616383  038.67559542
120 Linear Feature 74
112  55.20628467  038.67620359  55.20625950  038.67624176 1
115  55.20626652  038.67629271
120 Linear Feature 74
112  55.20623133  038.67601360  55.20620616  038.67605177 1
115  55.20621332  038.67610387
120 Linear Feature 74
112  55.20617886  038.67582904  55.20615370  038.67586721 1
115  55.20616048  038.67591636
120 Linear Feature 74
112  55.20612576  038.67564008  55.20610059  038.67567825 1
115  55.20610687  038.67572606
120 Linear Feature 73
111  55.20632619  038.67617153 1
111  55.20628467  038.67620359
112  55.20628467  038.67620359  55.20625611  038.67621688 1
115  55.20623381  038.67617659
120 Linear Feature 73
111  55.20627285  038.67598154 1
111  55.20623133  038.67601360
112  55.20623133  038.67601360  55.20620277  038.67602689 1
115  55.20618124  038.67599002
120 Linear Feature 73
111  55.20622039  038.67579698 1
111  55.20617886  038.67582904
112  55.20617886  038.67582904  55.20615031  038.67584233 1
115  55.20612991  038.67580785
120 Linear Feature 73
111  55.20616728  038.67560802 1
111  55.20612576  038.67564008
112  55.20612576  038.67564008  55.20609720  038.67565337 1
115  55.20607708  038.67562037
120 Linear Feature 72
112  55.20607630  038.67545576  55.20605016  038.67549139 1
115  55.20605618  038.67554629
120 Linear Feature 71
111  55.20611772  038.67543260 1
111  55.20611427  038.67542220 1
115  55.20611081  038.67541179
120 Linear Feature 70
112  55.20602509  038.67543625  55.20604274  038.67547411 1
111  55.20607630  038.67545576 1
115  55.20611427  038.67542220
120 Linear Feature 68
111  55.20619195  038.67635447 1
111  55.20618828  038.67634249 1
115  55.20618462  038.67633051
120 Linear Feature 68
111  55.20613758  038.67617248 1
111  55.20613392  038.67616051 1
115  55.20613026  038.67614853
120 Linear Feature 68
111  55.20608742  038.67598287 1
111  55.20608376  038.67597089 1
115  55.20608009  038.67595891
120 Linear Feature 68
111  55.20603397  038.67579915 1
111  55.20603031  038.67578718 1
115  55.20602665  038.67577520
120 Linear Feature 68
111  55.20598100  038.67561513 1
111  55.20597734  038.67560316 1
115  55.20597368  038.67559118
120 Linear Feature 68
111  55.20592920  038.67542786 1
111  55.20592554  038.67541588 1
115  55.20592188  038.67540390
120 Linear Feature 67
112  55.20622828  038.67630780  55.20625756  038.67629355 1
115  55.20627835  038.67633466
120 Linear Feature 67
112  55.20617602  038.67612157  55.20620529  038.67610732 1
115  55.20622696  038.67615230
120 Linear Feature 67
112  55.20612305  038.67593470  55.20615232  038.67592045 1
115  55.20617446  038.67596597
120 Linear Feature 67
112  55.20607241  038.67574824  55.20610168  038.67573399 1
115  55.20612066  038.67577502
120 Linear Feature 67
112  55.20601944  038.67556422  55.20604871  038.67554997 1
115  55.20606981  038.67559456
120 Linear Feature 67
112  55.20596763  038.67537695  55.20599690  038.67536270 1
115  55.20601673  038.67540667
120 Linear Feature 66
111  55.20641181  038.67724863 1
111  55.20645181  038.67721393
112  55.20645181  038.67721393  55.20647351  038.67718640 1
115  55.20646709  038.67714420
120 Linear Feature 66
111  55.20636915  038.67705077 1
111  55.20640641  038.67701975
112  55.20640641  038.67701975  55.20643016  038.67699151 1
115  55.20642351  038.67694110
120 Linear Feature 66
111  55.20632636  038.67685738 1
111  55.20636288  038.67682798
112  55.20636288  038.67682798  55.20638678  038.67679663 1
115  55.20638104  038.67675019
120 Linear Feature 66
111  55.20618828  038.67634249 1
111  55.20622828  038.67630780
112  55.20622828  038.67630780  55.20625268  038.67627107 1
115  55.20624574  038.67621894
120 Linear Feature 66
111  55.20613392  038.67616051 1
111  55.20617602  038.67612157
112  55.20617602  038.67612157  55.20620041  038.67608485 1
115  55.20619305  038.67603193
120 Linear Feature 66
111  55.20608376  038.67597089 1
111  55.20612305  038.67593470
112  55.20612305  038.67593470  55.20614906  038.67589798 1
115  55.20614045  038.67584524
120 Linear Feature 66
111  55.20603031  038.67578718 1
111  55.20607241  038.67574824
112  55.20607241  038.67574824  55.20609680  038.67571152 1
115  55.20608873  038.67566168
120 Linear Feature 66
111  55.20597734  038.67560316 1
111  55.20601944  038.67556422
112  55.20601944  038.67556422  55.20604383  038.67552750 1
115  55.20603647  038.67547653
120 Linear Feature 66
111  55.20592554  038.67541588 1
111  55.20596763  038.67537695
112  55.20596763  038.67537695  55.20599202  038.67534022 1
115  55.20598128  038.67529030
120 Linear Feature 65
112  55.20634877  038.67660164  55.20634375  038.67654360 1
115  55.20637013  038.67651384
120 Linear Feature 64
112  55.20632184  038.67648902  55.20634124  038.67652595 1
115  55.20637013  038.67651384
120 Linear Feature 63
112  55.20630134  038.67657088  55.20632610  038.67653922 1
115  55.20632184  038.67648902
120 Linear Feature 62
112  55.20630134  038.67657088  55.20633111  038.67656208 1
115  55.20634877  038.67660164
120 Linear Feature 61
112  55.20583576  038.67714775  55.20580198  038.67704457 1
115  55.20585354  038.67696442
120 Linear Feature 60
112  55.20575317  038.67692632  55.20578979  038.67700398 1
111  55.20585354  038.67696442 1
111  55.20616774  038.67668449 1
111  55.20630134  038.67657088 1
111  55.20637013  038.67651384 1
111  55.20647128  038.67642708 1
115  55.20656731  038.67634471
120 Linear Feature 59
112  55.20600424  038.67536235  55.20599059  038.67521110 1
115  55.20605689  038.67516232
120 Linear Feature 58
112  55.20589277  038.67522115  55.20594041  038.67521469 1
112  55.20598128  038.67529030  55.20599352  038.67531765
111  55.20598128  038.67529030
112  55.20598128  038.67529030  55.20598600  038.67530084 1
111  55.20598828  038.67530827 1
111  55.20600424  038.67536235 1
111  55.20601673  038.67540667 1
111  55.20602509  038.67543625 1
111  55.20603647  038.67547653 1
111  55.20605618  038.67554629 1
111  55.20606981  038.67559456 1
111  55.20607708  038.67562037 1
111  55.20608873  038.67566168 1
111  55.20610687  038.67572606 1
111  55.20612066  038.67577502 1
111  55.20612991  038.67580785 1
111  55.20614045  038.67584524 1
111  55.20616048  038.67591636 1
111  55.20617446  038.67596597 1
111  55.20618124  038.67599002 1
111  55.20619305  038.67603193 1
111  55.20621332  038.67610387 1
111  55.20622696  038.67615230 1
111  55.20623381  038.67617659 1
111  55.20624574  038.67621894 1
111  55.20626652  038.67629271 1
111  55.20627835  038.67633466 1
111  55.20632184  038.67648902 1
111  55.20634877  038.67660164 1
111  55.20636552  038.67667876 1
111  55.20638104  038.67675019 1
111  55.20642351  038.67694110 1
111  55.20646709  038.67714420 1
111  55.20647238  038.67716884 1
115  55.20650301  038.67731156
120 Linear Feature 57
111  55.20583269  038.67459043 1
115  55.20585138  038.67482172
120 Linear Feature 56
112  55.20605273  038.67507588  55.20605173  038.67514858 1
115  55.20601273  038.67517815
120 Linear Feature 55
112  55.20603075  038.67480237  55.20602941  038.67474434 1
115  55.20606339  038.67472397
120 Linear Feature 54
112  55.20628844  038.67503099  55.20628937  038.67507048 1
115  55.20626681  038.67508707
120 Linear Feature 53
112  55.20601965  038.67466424  55.20602928  038.67471841 1
111  55.20606339  038.67472397 1
111  55.20621192  038.67468669
112  55.20621192  038.67468669  55.20624845  038.67468176 1
111  55.20626009  038.67474437 1
111  55.20628844  038.67503099
112  55.20628844  038.67503099  55.20629378  038.67506315 1
115  55.20631874  038.67506846
120 Linear Feature 52
111  55.20600877  038.67452887 1
111  55.20601965  038.67466424 1
111  55.20603075  038.67480237 1
111  55.20605273  038.67507588
112  55.20605273  038.67507588  55.20606745  038.67514037 1
115  55.20611220  038.67514249
120 Linear Feature 51
111  55.20648553  038.67466617 1
111  55.20651363  038.67493937
112  55.20651363  038.67493937  55.20651564  038.67498627 1
115  55.20649685  038.67500462
120 Linear Feature 50
112  55.20664380  038.67487766  55.20664520  038.67493188 1
115  55.20661474  038.67495978
120 Linear Feature 50
112  55.20675726  038.67483906  55.20675671  038.67489133 1
115  55.20672953  038.67491613
120 Linear Feature 49
112  55.20669040  038.67493101  55.20665499  038.67492905 1
111  55.20664380  038.67487766 1
115  55.20663990  038.67482880
120 Linear Feature 49
112  55.20680356  038.67488797  55.20676816  038.67488602 1
111  55.20675726  038.67483906 1
115  55.20675336  038.67478727
120 Linear Feature 48
112  55.20697656  038.67475140  55.20697749  038.67481817 1
115  55.20694505  038.67483416
120 Linear Feature 47
111  55.20706283  038.67444443 1
111  55.20706079  038.67445017 1
115  55.20705874  038.67445592
120 Linear Feature 46
111  55.20697412  038.67448222 1
111  55.20697000  038.67447691 1
115  55.20696587  038.67447160
120 Linear Feature 45
112  55.20697000  038.67447691  55.20700856  038.67438205 1
115  55.20706079  038.67445017
120 Linear Feature 44
111  55.20715931  038.67449328 1
111  55.20716012  038.67450261 1
115  55.20716093  038.67451194
120 Linear Feature 43
112  55.20708773  038.67460515  55.20708526  038.67453368 1
111  55.20712416  038.67451259 1
115  55.20716012  038.67450261
120 Linear Feature 42
111  55.20688804  038.67454404 1
111  55.20688839  038.67455606 1
115  55.20688873  038.67456808
120 Linear Feature 41
112  55.20688839  038.67455606  55.20694080  038.67455166 1
115  55.20696919  038.67462692
120 Linear Feature 40
111  55.20690289  038.67433451 1
111  55.20690043  038.67434295 1
115  55.20689796  038.67435140
120 Linear Feature 39
112  55.20701788  038.67480647  55.20698576  038.67480471 1
111  55.20697656  038.67475140 1
111  55.20696919  038.67462692 1
111  55.20695853  038.67444673
112  55.20695853  038.67444673  55.20694782  038.67437579 1
115  55.20690043  038.67434295
120 Linear Feature 38
111  55.20693529  038.67477479 20
115  55.20698570  038.67475891
120 Linear Feature 37
111  55.20709307  038.67440679 20
111  55.20705600  038.67431240 20
111  55.20700301  038.67428778 20
111  55.20694681  038.67434406 20
111  55.20693156  038.67444959 20
111  55.20696046  038.67453612 20
111  55.20702509  038.67456708 20
113  55.20708089  038.67450939 20
120 Linear Feature 36
112  55.20709841  038.67471025  55.20709887  038.67476358 1
115  55.20707472  038.67478485
120 Linear Feature 35
111  55.20713277  038.67431345 1
111  55.20712541  038.67429920 1
115  55.20711805  038.67428495
120 Linear Feature 34
112  55.20714170  038.67475937  55.20710780  038.67475947 1
111  55.20709841  038.67471025 1
111  55.20708773  038.67460515 1
111  55.20707014  038.67443205
112  55.20707014  038.67443205  55.20706814  038.67439746 1
111  55.20708553  038.67436170 1
115  55.20712541  038.67429920
120 Linear Feature 33
112  55.20733204  038.67461570  55.20734430  038.67466700 1
115  55.20737738  038.67467039
120 Linear Feature 32
112  55.20730528  038.67469716  55.20733567  038.67467127 1
111  55.20733204  038.67461570 1
115  55.20733009  038.67458150
120 Linear Feature 31
112  55.20730528  038.67469716  55.20732201  038.67469961 1
111  55.20733196  038.67473599 1
115  55.20734172  038.67480829
120 Linear Feature 30
112  55.20748289  038.67456039  55.20749767  038.67460924 1
115  55.20752994  038.67461373
120 Linear Feature 29
112  55.20745406  038.67464191  55.20748556  038.67461504 1
111  55.20748289  038.67456039 1
115  55.20747760  038.67449443
120 Linear Feature 28
111  55.20759054  038.67438247 1
115  55.20760443  038.67437915
120 Linear Feature 27
112  55.20519088  038.67539619  55.20522099  038.67545106 1
116  55.20530964  038.67545737  55.20533493  038.67544190
120 Linear Feature 26
112  55.20528362  038.67564852  55.20526612  038.67553827 1
111  55.20530964  038.67545737 1
111  55.20534526  038.67542228
112  55.20534526  038.67542228  55.20535593  038.67541322 1
111  55.20537667  038.67540404 1
111  55.20589277  038.67522115 1
111  55.20601273  038.67517815 1
111  55.20605689  038.67516232 1
111  55.20611220  038.67514249 1
111  55.20626681  038.67508707 1
111  55.20631874  038.67506846 1
111  55.20649685  038.67500462 1
111  55.20661474  038.67495978 1
111  55.20669040  038.67493101 1
111  55.20672953  038.67491613 1
111  55.20680356  038.67488797 1
111  55.20694505  038.67483416 1
111  55.20701788  038.67480647 1
111  55.20707472  038.67478485 1
111  55.20714170  038.67475937 1
111  55.20730528  038.67469716 1
111  55.20737738  038.67467039 1
111  55.20745406  038.67464191 1
111  55.20752994  038.67461373 1
111  55.20757460  038.67459715
112  55.20757460  038.67459715  55.20761113  038.67457393 1
111  55.20760678  038.67450707 1
115  55.20758664  038.67423194
14  55.20654266  038.67695340  49.00 0 Tower
1300  55.20767866  038.67510266 165.82 hangar props Hangar 1
1301 A none 
1300  55.20757739  038.67406129  82.34 hangar props Hangar 2
1301 A none 
1300  55.20738810  038.67410675  82.34 hangar props Hangar 3
1301 A none 
1300  55.20707305  038.67414322  82.34 hangar props Hangar 4
1301 A none 
1300  55.20688922  038.67419489  82.34 hangar props Hangar 5
1301 A none 
1300  55.20671175  038.67420299  82.34 hangar props Hangar 6
1301 A none 
1300  55.20600243  038.67442570  82.34 hangar props Hangar 7
1301 A none 
1300  55.20582679  038.67446654  82.34 hangar props Hangar 8
1301 A none 
1300  55.20678467  038.67565532 160.21 hangar props Hangar 9-1
1301 A none 
1300  55.20682513  038.67585287 160.21 hangar props Hangar 9-2
1301 A none 
1300  55.20658117  038.67717423 160.21 hangar props Hangar 10
1301 A none 
1300  55.20687820  038.67806091 239.08 hangar props Hangar 11
1301 A none 
1300  55.20758680  038.67530761 255.07 tie_down props Tie-Down 1
1301 A general_aviation 
1300  55.20728989  038.67433996 351.63 tie_down props Tie-Down 2
1301 A general_aviation 
1300  55.20716012  038.67450261 171.07 tie_down props Tie-Down 3
1301 A general_aviation 
1300  55.20688839  038.67455606   1.00 tie_down props Tie-Down 4
1301 A general_aviation 
