I
1050 Generated by WorldEditor

1     39 1 0 FOOL Libreville Airport
1302 city Libreville
111  00.45497006  009.41065139
111  00.45388131  009.41118662
111  00.45390147  009.41122511
111  00.45368518  009.41132226
111  00.45382719  009.41156365
111  00.45401446  009.41147467
111  00.45411689  009.41166091
111  00.45520585  009.41113519
111  00.45519807  009.41111682
111  00.45541290  009.41101717
113  00.45540866  009.41100092
110 2 0.00 0.0000 New Taxiway 2
111  00.45608717  009.41064064
111  00.45585907  009.41075423
111  00.45585414  009.41073730
111  00.45583298  009.41072770
111  00.45574281  009.41073625
111  00.45573892  009.41077201
111  00.45575369  009.41080466
111  00.45544898  009.41094769
111  00.45546237  009.41097901
111  00.45554650  009.41112821
111  00.45561504  009.41109640
111  00.45579595  009.41101231
111  00.45589347  009.41096708
111  00.45600654  009.41091549
111  00.45601219  009.41092044
111  00.45612526  009.41086390
111  00.45612314  009.41085542
113  00.45617775  009.41083125
110 2 0.00 0.0000 New Taxiway 2
111  00.45646712  009.41063850
111  00.45645511  009.41062790
111  00.45640706  009.41065122
111  00.45636890  009.41057843
111  00.45616891  009.41067808
111  00.45626290  009.41086535
111  00.45629258  009.41084839
111  00.45630106  009.41086394
111  00.45651235  009.41076288
111  00.45652578  009.41075087
111  00.45652154  009.41073037
111  00.45658796  009.41069362
113  00.45654768  009.41060317
110 2 0.00 0.0000 New Taxiway 30
111  00.45824113  009.40978641
111  00.45804352  009.40987540
111  00.45802179  009.40982884
111  00.45819871  009.40973985
111  00.45815836  009.40964880
111  00.45782935  009.40981228
111  00.45775292  009.40965792
111  00.45758221  009.40973417
111  00.45753669  009.40965109
111  00.45645385  009.41019395
111  00.45663341  009.41056863
111  00.45663108  009.41060050
111  00.45660465  009.41061139
111  00.45667545  009.41075485
111  00.45670005  009.41078221
111  00.45781644  009.41024442
111  00.45784954  009.41021888
111  00.45783932  009.41017808
111  00.45768415  009.40986350
111  00.45765588  009.40987410
111  00.45761772  009.40980485
111  00.45774209  009.40975185
111  00.45778520  009.40983170
111  00.45775976  009.40984796
111  00.45779227  009.40992004
111  00.45789968  009.40988258
111  00.45795339  009.40998929
111  00.45792229  009.41001897
111  00.45796253  009.41011318
111  00.45807888  009.41006759
111  00.45812506  009.41013343
111  00.45818149  009.41009666
111  00.45816011  009.41004621
111  00.45822253  009.40999405
111  00.45822767  009.40997268
111  00.45824733  009.40998379
111  00.45830462  009.40994617
111  00.45830890  009.40992394
113  00.45828923  009.40988375
110 2 0.00 0.0000 New Taxiway 29
111  00.45890293  009.40934729
111  00.45886052  009.40937316
111  00.45884086  009.40932763
111  00.45883051  009.40932556
111  00.45881396  009.40928004
111  00.45862048  009.40937522
111  00.45863910  009.40941764
111  00.45861013  009.40943627
111  00.45858737  009.40938868
111  00.45852116  009.40942696
111  00.45849322  009.40938454
111  00.45960959  009.40882996
111  00.45959924  009.40880409
111  00.45962407  009.40879478
111  00.45960441  009.40874615
111  00.45957027  009.40875856
111  00.45955889  009.40873166
111  00.45912124  009.40894998
111  00.45910158  009.40892928
111  00.45873992  009.40910548
111  00.45874957  009.40914570
111  00.45855609  009.40923158
111  00.45854057  009.40920674
111  00.45830468  009.40931435
111  00.45829743  009.40929676
111  00.45825088  009.40932470
111  00.45826329  009.40934539
111  00.45820921  009.40937211
111  00.45822631  009.40939862
111  00.45820836  009.40940888
111  00.45819040  009.40937211
111  00.45812029  009.40940717
111  00.45813568  009.40944821
111  00.45811943  009.40945847
111  00.45813140  009.40948413
111  00.45814765  009.40947728
111  00.45833455  009.40985553
111  00.45838072  009.40993078
111  00.45849655  009.40987238
111  00.45847962  009.40984510
111  00.45834271  009.40957235
111  00.45839279  009.40955232
111  00.45851912  009.40982159
111  00.45854358  009.40985545
111  00.45880067  009.40974355
111  00.45895555  009.40965416
111  00.45895367  009.40963723
111  00.45901951  009.40959490
113  00.45902327  009.40957891
110 2 0.00 0.0000 New Taxiway 28
111  00.45942275  009.40908267
111  00.45941750  009.40907613
111  00.45943728  009.40907118
111  00.45943446  009.40905352
111  00.45940760  009.40905846
111  00.45902247  009.40925210
111  00.45900410  009.40921676
111  00.45889951  009.40926482
111  00.45894050  009.40934043
111  00.45899491  009.40931287
111  00.45898290  009.40928814
111  00.45902247  009.40926340
111  00.45905964  009.40933301
111  00.45908685  009.40932602
111  00.45918317  009.40953000
111  00.45955015  009.40934005
113  00.45950258  009.40922362
110 2 0.00 0.0000 New Taxiway 27
111  00.46103640  009.40835976
111  00.46086305  009.40800762
111  00.46095944  009.40795864
111  00.46093457  009.40790889
111  00.46071614  009.40800684
111  00.46074412  009.40806981
111  00.46070836  009.40808924
111  00.46073324  009.40814599
111  00.46076744  009.40812811
111  00.46077755  009.40814676
111  00.46081797  009.40813510
111  00.46088093  009.40827192
111  00.46081797  009.40830301
111  00.46087782  009.40842583
111  00.46075259  009.40849292
111  00.46071754  009.40843734
111  00.46047213  009.40855876
111  00.46047812  009.40857843
111  00.46043878  009.40859382
111  00.46047077  009.40865782
111  00.46049954  009.40873789
111  00.46046378  009.40876587
111  00.46048477  009.40882650
111  00.46050886  009.40882106
111  00.46051975  009.40884905
111  00.46048526  009.40886977
111  00.46036257  009.40861687
111  00.46002281  009.40879395
111  00.46008712  009.40892398
111  00.46005462  009.40894165
111  00.45998536  009.40880879
111  00.45991470  009.40884412
111  00.45991752  009.40885543
111  00.45990551  009.40886250
111  00.45966312  009.40899111
111  00.45965535  009.40898051
111  00.45956410  009.40902433
111  00.45955455  009.40901052
111  00.45946939  009.40905865
111  00.45949372  009.40909544
111  00.45957752  009.40905782
111  00.45959206  009.40907748
111  00.45960830  009.40906551
111  00.45970949  009.40925334
111  00.45977664  009.40921806
111  00.45978802  009.40922944
111  00.46003271  009.40910539
111  00.46003385  009.40909287
111  00.46009644  009.40905645
111  00.46027754  009.40898603
111  00.46038092  009.40893472
111  00.46042912  009.40890596
111  00.46046456  009.40898034
111  00.46059285  009.40891516
111  00.46058768  009.40889033
111  00.46116707  009.40862235
111  00.46118776  009.40861097
111  00.46120845  009.40859752
111  00.46118983  009.40856544
111  00.46117741  009.40856234
113  00.46108064  009.40836541
110 2 0.00 0.0000 New Taxiway 26
111  00.46163488  009.40803271
111  00.46155326  009.40806769
111  00.46152838  009.40802571
111  00.46156725  009.40800161
111  00.46154626  009.40795886
111  00.46129907  009.40807546
111  00.46131156  009.40812744
111  00.46131439  009.40813805
111  00.46124938  009.40816985
111  00.46124019  009.40816137
111  00.46121899  009.40816702
111  00.46111652  009.40795713
111  00.46092148  009.40805183
111  00.46104798  009.40831331
111  00.46106762  009.40831178
111  00.46117431  009.40853233
111  00.46125868  009.40848948
111  00.46173506  009.40824756
113  00.46172446  009.40821788
110 2 0.00 0.0000 New Taxiway 25
111  00.46213117  009.40774343
111  00.46211578  009.40774428
111  00.46208927  009.40769640
111  00.46190885  009.40778789
111  00.46193023  009.40783492
111  00.46186097  009.40787255
111  00.46183788  009.40781953
111  00.46164207  009.40790846
111  00.46174810  009.40812822
111  00.46182933  009.40808718
111  00.46180966  009.40803672
111  00.46189603  009.40799995
111  00.46194589  009.40809937
113  00.46223536  009.40795330
110 2 0.00 0.0000 New Taxiway 24
111  00.46276825  009.40745565
111  00.46267446  009.40749741
111  00.46266868  009.40748841
111  00.46247209  009.40758285
111  00.46247659  009.40759570
111  00.46237509  009.40764453
111  00.46238922  009.40767408
111  00.46236931  009.40768821
111  00.46233911  009.40763425
111  00.46227808  009.40766380
111  00.46228965  009.40768886
111  00.46219200  009.40774089
111  00.46220485  009.40776788
111  00.46219714  009.40777366
111  00.46227530  009.40793677
111  00.46229744  009.40797471
111  00.46233600  009.40796370
111  00.46234840  009.40797196
111  00.46240623  009.40794579
111  00.46249161  009.40787694
113  00.46288684  009.40768414
110 2 0.00 0.0000 New Taxiway 23
111  00.46346456  009.40744111
111  00.46330392  009.40712109
111  00.46320131  009.40715996
111  00.46315312  009.40705346
111  00.46282663  009.40721437
111  00.46287483  009.40730688
111  00.46292847  009.40730144
111  00.46309797  009.40761531
111  00.46326157  009.40754260
113  00.46344335  009.40745020
110 2 0.00 0.0000 New Taxiway 22
111  00.46386774  009.40674488
111  00.46360959  009.40687254
111  00.46335511  009.40698199
111  00.46354239  009.40738687
111  00.46352586  009.40739375
111  00.46360998  009.40757441
111  00.46378418  009.40749867
111  00.46388416  009.40745777
111  00.46397504  009.40741081
111  00.46409471  009.40735173
111  00.46415880  009.40731907
111  00.46417382  009.40730780
111  00.46408118  009.40713378
113  00.46406431  009.40714209
110 2 0.00 0.0000 New Taxiway 21
111  00.46536311  009.40663569
111  00.46525381  009.40668423
111  00.46530958  009.40679463
113  00.46541484  009.40674292
110 2 0.00 0.0000 New Taxiway 20
111  00.46497659  009.40616353
111  00.46416135  009.40656565
111  00.46419715  009.40663864
111  00.46415309  009.40666343
111  00.46413932  009.40664002
111  00.46391347  009.40675019
111  00.46407490  009.40706268
113  00.46516504  009.40653855
110 2 0.00 0.0000 New Taxiway 18
111  00.44981964  009.41495939
111  00.44967898  009.41502387
111  00.44973055  009.41513288
113  00.44986536  009.41506841
110 2 0.00 0.0000 New Taxiway 17
111  00.44998961  009.41487499
111  00.44985364  009.41493595
111  00.44990873  009.41504966
113  00.45004119  009.41497698
110 1 0.00 0.0000 New Taxiway 1
111  00.47103817  009.40647981
111  00.47107816  009.40642149
111  00.47137809  009.40627652
111  00.47119979  009.40590826
111  00.47088304  009.40603057
111  00.47086071  009.40600207
111  00.47075490  009.40605656
112  00.47052495  009.40590659  00.47038932  009.40586993
111  00.47025001  009.40590826
112  00.47000674  009.40611322  00.46993892  009.40626719
111  00.46990010  009.40638650
112  00.46983678  009.40647981  00.46979829  009.40651464
111  00.46969847  009.40655813
111  00.46504815  009.40880830
111  00.46481160  009.40831780
111  00.46441169  009.40752705
111  00.46444349  009.40746271
111  00.46540290  009.40699267
111  00.46530958  009.40679463
111  00.46525381  009.40668423
111  00.46518439  009.40654538
111  00.46516504  009.40653855
111  00.46407490  009.40706268
111  00.46408118  009.40713378
111  00.46417382  009.40730780
111  00.46415880  009.40731907
111  00.46427298  009.40755443
112  00.46430428  009.40755302  00.46431361  009.40755613
111  00.46432244  009.40756857
111  00.46471152  009.40836404
111  00.46494637  009.40885062
111  00.46485749  009.40889318
111  00.46462641  009.40858482
112  00.46453401  009.40843485  00.46450897  009.40836850
111  00.46450220  009.40816218
111  00.46409471  009.40735173
111  00.46397504  009.40741081
111  00.46388416  009.40745777
111  00.46378418  009.40749867
111  00.46360998  009.40757441
111  00.46373116  009.40783648
111  00.46371753  009.40794858
111  00.46346456  009.40744111
111  00.46344335  009.40745020
111  00.46326157  009.40754260
111  00.46309797  009.40761531
111  00.46310443  009.40764563
111  00.46348097  009.40847224
112  00.46369374  009.40836785  00.46371646  009.40837089
112  00.46371248  009.40844649  00.46369245  009.40847529
111  00.46296348  009.40879809
112  00.46285982  009.40880773  00.46281976  009.40877894
111  00.46281200  009.40873750
111  00.46298138  009.40865487
112  00.46297449  009.40861631  00.46297950  009.40860129
111  00.46300066  009.40858464
111  00.46324578  009.40845243
111  00.46290474  009.40772270
111  00.46288684  009.40768414
111  00.46249161  009.40787694
111  00.46240623  009.40794579
111  00.46234840  009.40797196
111  00.46233600  009.40796370
111  00.46229744  009.40797471
111  00.46227530  009.40793677
111  00.46223536  009.40795330
111  00.46194589  009.40809937
111  00.46195435  009.40812476
111  00.46180386  009.40818966
111  00.46177659  009.40818214
111  00.46174566  009.40822141
111  00.46172446  009.40821788
111  00.46173506  009.40824756
111  00.46125868  009.40848948
111  00.46117431  009.40853233
111  00.46117741  009.40856234
111  00.46118983  009.40856544
111  00.46120845  009.40859752
111  00.46125191  009.40869064
111  00.46123018  009.40869995
111  00.46118776  009.40861097
111  00.46116707  009.40862235
111  00.46058768  009.40889033
111  00.46059285  009.40891516
111  00.46046456  009.40898034
111  00.46042912  009.40890596
111  00.46038092  009.40893472
111  00.46027754  009.40898603
111  00.46009644  009.40905645
111  00.46003385  009.40909287
111  00.46003271  009.40910539
111  00.45978802  009.40922944
111  00.45977664  009.40921806
111  00.45970949  009.40925334
111  00.45960830  009.40906551
111  00.45959206  009.40907748
111  00.45957752  009.40905782
111  00.45949372  009.40909544
111  00.45946939  009.40905865
111  00.45942275  009.40908267
111  00.45950258  009.40922362
111  00.45955015  009.40934005
111  00.45918317  009.40953000
111  00.45902327  009.40957891
111  00.45901951  009.40959490
111  00.45895367  009.40963723
111  00.45895555  009.40965416
111  00.45880317  009.40974540
111  00.45854358  009.40985545
111  00.45851912  009.40982159
111  00.45847962  009.40984510
111  00.45849655  009.40987238
111  00.45838072  009.40993078
111  00.45833455  009.40985553
111  00.45828923  009.40988375
111  00.45830890  009.40992394
111  00.45830462  009.40994617
111  00.45824733  009.40998379
111  00.45822767  009.40997268
111  00.45822253  009.40999405
111  00.45816011  009.41004621
111  00.45818149  009.41009666
111  00.45812506  009.41013343
111  00.45807888  009.41006759
111  00.45796253  009.41011318
111  00.45783932  009.41017808
111  00.45784954  009.41021888
111  00.45781644  009.41024442
111  00.45670005  009.41078221
111  00.45667545  009.41075485
111  00.45666066  009.41078672
111  00.45633061  009.41094606
111  00.45627257  009.41094492
111  00.45621995  009.41083281
111  00.45620511  009.41083564
111  00.45619804  009.41082292
111  00.45617775  009.41083125
111  00.45612314  009.41085542
111  00.45612526  009.41086390
111  00.45601219  009.41092044
111  00.45600654  009.41091549
111  00.45589347  009.41096708
111  00.45579595  009.41101231
111  00.45561504  009.41109640
111  00.45554650  009.41112821
111  00.45546237  009.41097901
111  00.45540866  009.41100092
111  00.45541290  009.41101717
111  00.45519807  009.41111682
111  00.45520585  009.41113519
111  00.45411689  009.41166091
111  00.45401446  009.41147467
111  00.45382719  009.41156365
111  00.45395342  009.41178093
111  00.45400515  009.41187819
111  00.45299760  009.41237710
111  00.45346802  009.41333763
111  00.45341111  009.41337063
111  00.45305148  009.41265475
111  00.45290239  009.41271621
111  00.45262480  009.41285262
111  00.45258496  009.41280596
111  00.45253034  009.41282531
111  00.45244612  009.41286628
111  00.45246888  009.41290270
111  00.45230499  009.41300855
111  00.45212062  009.41308138
111  00.45210469  009.41305293
111  00.45207965  009.41305976
111  00.45201374  009.41312638
111  00.45192900  009.41316758
111  00.45185594  009.41321422
111  00.45177354  009.41324454
111  00.45164839  009.41329895
111  00.45165305  009.41332771
111  00.45145250  009.41342177
111  00.45131538  009.41319205
111  00.45132790  009.41318329
111  00.45122775  009.41289909
112  00.45110005  009.41297922  00.45105612  009.41302618
111  00.45074701  009.41344369
111  00.45072072  009.41342616
111  00.45033013  009.41393069
111  00.45029508  009.41390499
112  00.45020055  009.41394364  00.45015446  009.41397562
111  00.45012643  009.41401259
111  00.45007943  009.41399502
111  00.45004608  009.41404804
111  00.44994347  009.41422333
111  00.44991269  009.41420708
111  00.44987421  009.41426010
111  00.44984506  009.41430122
111  00.44991184  009.41434260
111  00.44995793  009.41444513
111  00.44950174  009.41467120
111  00.44949139  009.41464956
111  00.44943496  009.41467214
111  00.44933808  009.41447837
111  00.44939357  009.41444827
111  00.44933431  009.41432411
111  00.44922050  009.41440406
111  00.44830413  009.41526780
111  00.44832478  009.41528708
111  00.44838400  009.41536833
111  00.44845836  009.41547713
111  00.44858752  009.41567132
111  00.44861135  009.41570798
111  00.44942150  009.41551368
112  00.44956330  009.41554766  00.44962464  009.41558898
111  00.44956330  009.41554766
112  00.44956330  009.41554766  00.44957845  009.41555786
112  00.44960422  009.41558348  00.44961628  009.41559656
111  00.44960422  009.41558348
112  00.44960422  009.41558348  00.44964100  009.41562339
111  00.44966244  009.41566848
111  00.44987323  009.41612921
112  00.44986656  009.41615587  00.44985905  009.41616714
111  00.44982824  009.41618254
111  00.44719728  009.41740668
112  00.44710050  009.41743894  00.44706415  009.41744349
111  00.44700171  009.41742483
111  00.44676239  009.41734924
112  00.44639483  009.41743088  00.44626607  009.41754752
112  00.44622951  009.41768493  00.44619921  009.41779248
111  00.44622144  009.41788252
111  00.44611055  009.41793495
111  00.44613551  009.41798750
111  00.44582879  009.41813648
111  00.44600781  009.41850580
111  00.44632841  009.41835386
111  00.44636439  009.41841457
111  00.44791710  009.41765886
111  00.45174870  009.41580795
111  00.45468291  009.41439689
111  00.45476556  009.41443231
111  00.45706216  009.41331054
111  00.45888349  009.41242494
111  00.46320877  009.41030050
111  00.46707283  009.40841386
113  00.47041736  009.40678051
111  00.47119565  009.40591117
111  00.47137152  009.40627382
111  00.44600949  009.41850153
113  00.44583452  009.41813826
111  00.46405599  009.40829277
111  00.46388869  009.40836561
112  00.46384203  009.40837927  00.46382382  009.40837813
111  00.46380788  009.40837016
111  00.46377943  009.40831553
113  00.46401502  009.40820286
111  00.46404525  009.40838254
112  00.46408856  009.40837710  00.46410644  009.40838176
111  00.46411720  009.40840438
111  00.46419493  009.40856885
111  00.46305222  009.40914153
112  00.46301597  009.40913298  00.46299498  009.40911977
111  00.46297872  009.40908288
111  00.46294410  009.40899030
112  00.46295950  009.40896118  00.46298127  009.40894564
111  00.46304091  009.40892034
111  00.46304727  009.40893730
111  00.46309674  009.40891680
111  00.46309391  009.40887158
111  00.46332495  009.40875293
113  00.46331796  009.40873894
111  00.46436038  009.40894226
112  00.46440135  009.40905607  00.46440249  009.40909590
111  00.46438200  009.40911184
111  00.46329968  009.40965700
112  00.46326538  009.40963810  00.46324751  009.40962211
111  00.46323025  009.40959099
111  00.46303564  009.40919492
113  00.46421129  009.40861675
111  00.46272404  009.40993509
111  00.46211402  009.41022532
111  00.46165309  009.41043018
112  00.46161781  009.41041425  00.46159960  009.41039831
111  00.46158480  009.41036758
111  00.46140157  009.40998517
111  00.46198315  009.40971660
111  00.46291242  009.40925121
111  00.46308200  009.40959368
112  00.46312338  009.40969229  00.46312907  009.40972757
113  00.46311407  009.40974060
111  00.46286217  009.40915790
112  00.46287665  009.40920550  00.46287383  009.40922055
111  00.46284975  009.40923343
111  00.46196033  009.40967845
111  00.46138118  009.40995051
111  00.46124429  009.40967222
112  00.46123770  009.40954430  00.46125285  009.40947958
111  00.46132236  009.40944272
111  00.46154339  009.40934113
111  00.46152646  009.40930257
111  00.46248961  009.40882098
112  00.46261245  009.40879788  00.46267641  009.40880728
113  00.46271346  009.40884826
111  00.46066855  009.40961009
112  00.46074644  009.40958627  00.46077536  009.40958351
111  00.46085046  009.40960918
111  00.46101237  009.40966103
112  00.46106774  009.40970469  00.46108565  009.40972881
111  00.46110248  009.40976190
111  00.46122209  009.41001151
111  00.45919585  009.41101406
112  00.45912286  009.41101406  00.45908268  009.41100294
111  00.45905125  009.41095347
111  00.45893282  009.41073037
112  00.45893007  009.41067804  00.45893862  009.41065324
111  00.45896725  009.41064223
111  00.45976184  009.41023322
113  00.45983069  009.40998947
111  00.46124427  009.41004938
111  00.46142637  009.41043945
112  00.46144365  009.41049739  00.46144706  009.41053153
111  00.46142947  009.41054395
111  00.46028043  009.41110941
111  00.45903782  009.41170326
111  00.45884502  009.41133519
111  00.45881623  009.41134270
111  00.45899150  009.41172956
111  00.45881498  009.41181469
112  00.45865974  009.41181719  00.45861843  009.41181218
112  00.45847196  009.41174959  00.45842939  009.41172455
112  00.45833926  009.41161438  00.45831422  009.41157682
111  00.45827916  009.41151172
113  00.45830796  009.41149294
111  00.45815702  009.41123864
112  00.45822654  009.41108137  00.45827207  009.41100687
111  00.45836932  009.41095079
111  00.45884391  009.41070610
112  00.45887919  009.41072431  00.45889160  009.41073465
111  00.45890309  009.41075162
111  00.45897934  009.41090527
112  00.45900965  009.41102208  00.45901276  009.41108106
111  00.45898389  009.41111582
112  00.45829876  009.41145157  00.45827827  009.41145840
113  00.45824868  009.41145385
111  00.45530641  009.41126024
111  00.45504101  009.41139295
111  00.45505603  009.41141924
111  00.45495212  009.41147182
111  00.45493585  009.41144302
111  00.45487200  009.41146806
111  00.45483569  009.41140296
113  00.45527511  009.41119138
111  00.45756011  009.41175448
112  00.45768276  009.41171926  00.45773625  009.41172381
112  00.45787755  009.41178443  00.45792763  009.41181743
111  00.45797887  009.41188179
111  00.45798509  009.41187946
112  00.45798706  009.41202396  00.45797795  009.41209680
112  00.45786951  009.41225261  00.45781260  009.41231293
111  00.45768240  009.41236895
111  00.45689597  009.41274290
112  00.45669395  009.41279147  00.45658379  009.41279836
111  00.45648082  009.41275939
112  00.45631127  009.41259443  00.45628235  009.41248288
111  00.45636809  009.41235981
114  00.45654589  009.41222051  00.45666707  009.41215716
111  00.45545005  009.41277931
112  00.45558028  009.41273221  00.45563261  009.41272808
111  00.45568482  009.41274545
112  00.45581714  009.41277172  00.45585570  009.41278274
112  00.45591953  009.41296336  00.45592917  009.41303910
111  00.45590585  009.41312921
111  00.45587952  009.41319318
111  00.45584566  009.41319035
112  00.45578076  009.41326560  00.45574125  009.41330323
111  00.45569140  009.41332862
111  00.45534524  009.41350513
111  00.45473621  009.41379039
112  00.45460952  009.41381243  00.45455719  009.41381518
111  00.45447869  009.41379590
111  00.45447456  009.41376698
112  00.45436439  009.41369675  00.45431895  009.41364992
112  00.45428315  009.41354802  00.45428039  009.41350808
111  00.45435200  009.41337174
112  00.45443049  009.41326846  00.45448145  009.41323541
113  00.45465634  009.41315829
111  00.45366742  009.41340833
111  00.45375865  009.41361057
111  00.45372855  009.41363690
111  00.45301067  009.41398302
111  00.45247195  009.41425864
112  00.45246348  009.41415423  00.45246819  009.41409968
111  00.45251145  009.41405829
111  00.45288580  009.41387393
112  00.45288580  009.41380151  00.45289333  009.41376765
111  00.45294035  009.41374131
111  00.45328460  009.41357963
113  00.45351034  009.41346968
112  00.45227377  009.41424003  00.45235002  009.41426735
111  00.45236710  009.41431287
111  00.45067475  009.41511070
112  00.45067361  009.41499006  00.45068841  009.41493201
111  00.45075100  009.41489332
111  00.45142362  009.41458488
113  00.45209395  009.41426279
111  00.45250382  009.41429770
112  00.45256869  009.41425217  00.45261194  009.41422941
111  00.45377393  009.41365807
112  00.45385929  009.41388569  00.45387181  009.41394374
112  00.45386384  009.41405528  00.45385588  009.41410194
111  00.45375686  009.41422827
112  00.45364647  009.41432274  00.45360663  009.41434891
111  00.45277924  009.41474498
113  00.45268591  009.41466645
111  00.45238586  009.41435521
111  00.45260003  009.41477631
111  00.45260521  009.41482391
111  00.45097668  009.41560545
112  00.45093399  009.41559306  00.45091196  009.41557791
111  00.45089268  009.41554624
111  00.45070126  009.41516339
112  00.45071641  009.41513585  00.45073707  009.41511932
113  00.45075635  009.41510831
111  00.45070018  009.41562882
112  00.45071646  009.41571019  00.45071395  009.41573523
111  00.45069017  009.41575276
111  00.45010302  009.41604822
111  00.45001790  009.41598312
111  00.44984639  009.41563007
112  00.44984263  009.41559251  00.44985390  009.41557749
111  00.44987893  009.41557123
111  00.45013933  009.41543977
113  00.45051240  009.41523821
111  00.45010040  009.41528212
111  00.44986768  009.41541295
111  00.44984702  009.41536751
111  00.45000263  009.41529176
111  00.45003155  009.41527111
111  00.45002604  009.41523805
111  00.44997922  009.41513615
111  00.44978505  009.41523530
111  00.44976302  009.41519812
113  00.45000125  009.41507693
