A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      114 1 0 YWIS Williamson (Military)
100   29.87   1   0 0.25 0 0 0 14  -22.46668048  150.17470731    0.00    0.00 2  0 0 0 32  -22.48095252  150.18305840    0.00    0.00 2  0 0 0
102 H1  -22.47912843  150.18021774  64.18   10.06   10.06   2 0   0 0.25 0
102 H2  -22.47873218  150.17997554  64.18   10.06   10.06   2 0   0 0.25 0
102 H3  -22.47833478  150.17974220  64.18   10.06   10.06   2 0   0 0.25 0
102 H4  -22.47793625  150.17951036  64.18   10.06   10.06   2 0   0 0.25 0
110   2 0.25 151.60 New Taxiway 22
111 -22.47227157  150.18253567 
111 -22.47229181  150.18249953 
111 -22.47233331  150.18252910 
113 -22.47231509  150.18256415 
110   1 0.25 151.60 New Taxiway 2
111 -22.47906420  150.18179421 
111 -22.47923125  150.18177073 
111 -22.47982635  150.18211842 
111 -22.47982635  150.18224655 
111 -22.47970796  150.18248092 
111 -22.47961556  150.18253717 
111 -22.47900628  150.18216842 
113 -22.47894853  150.18203092 
110   1 0.25 241.60 New Taxiway 13
111 -22.47372588  150.17930800 
112 -22.47239918  150.18248291 -22.47223008  150.18249538 
111 -22.47213015  150.18234981 
112 -22.47207250  150.18259104 -22.47206481  150.18265759 
111 -22.47193414  150.18304855 
112 -22.47195720  150.18304855 -22.47196873  150.18304855 
112 -22.47229541  150.18321076 -22.47232232  150.18323987 
112 -22.47249911  150.18327730 -22.47260288  150.18334801 
112 -22.47271049  150.18331473 -22.47280273  150.18333553 
112 -22.47289882  150.18348942 -22.47292188  150.18354349 
112 -22.47306023  150.18361419 -22.47311788  150.18363915 
112 -22.47353822  150.18376694 -22.47357576  150.18375757 
112 -22.47360174  150.18364195 -22.47360752  150.18359820 
112 -22.47368260  150.18353570 -22.47369703  150.18354508 
112 -22.47446175  150.18376701 -22.47450112  150.18377837 
111 -22.47449062  150.18380678 
112 -22.47442762  150.18400563 -22.47441450  150.18404825 
111 -22.47436200  150.18402268 
111 -22.47419399  150.18399711 
111 -22.47419662  150.18403972 
112 -22.47502603  150.18434190 -22.47505678  150.18434606 
112 -22.47515183  150.18436558 -22.47518995  150.18436902 
111 -22.47593443  150.18361263 
112 -22.47574207  150.18265124 -22.47574207  150.18261796 
112 -22.47571517  150.18262212 -22.47570748  150.18262212 
111 -22.47569211  150.18266371 
112 -22.47572670  150.18280513 -22.47573823  150.18283424 
111 -22.47565752  150.18282592 
112 -22.47536158  150.18277601 -22.47535005  150.18277185 
112 -22.47531931  150.18295902 -22.47531931  150.18299645 
112 -22.47527319  150.18295902 -22.47526550  150.18291327 
112 -22.47530009  150.18277601 -22.47529625  150.18276769 
112 -22.47502337  150.18275522 -22.47501568  150.18275522 
112 -22.47480814  150.18277601 -22.47479277  150.18277601 
112 -22.47482736  150.18274690 -22.47485426  150.18273858 
112 -22.47499647  150.18270531 -22.47501953  150.18270531 
112 -22.47523091  150.18246823 -22.47525013  150.18245991 
112 -22.47512330  150.18224779 -22.47511561  150.18221868 
112 -22.47520016  150.18232266 -22.47521169  150.18233929 
111 -22.47528472  150.18241832 
111 -22.47558065  150.18221868 
111 -22.47567674  150.18257637 
111 -22.47572286  150.18256389 
112 -22.47546920  150.18154904 -22.47546151  150.18150745 
112 -22.47523475  150.18155320 -22.47520016  150.18156152 
112 -22.47528472  150.18150329 -22.47533468  150.18148666 
112 -22.47542308  150.18138684 -22.47543845  150.18133277 
112 -22.47532315  150.18094180 -22.47528856  150.18081702 
111 -22.47518479  150.18075879 
112 -22.47451655  150.18039178 -22.47450066  150.18038834 
111 -22.47452290  150.18032990 
112 -22.47473212  150.18045415 -22.47479745  150.18047911 
112 -22.47532813  150.18082706 -22.47537809  150.18087697 
112 -22.47549931  150.18134803 -22.47550630  150.18137071 
112 -22.47576777  150.18253800 -22.47577066  150.18256925 
112 -22.47585728  150.18253800 -22.47587461  150.18253800 
112 -22.47583996  150.18239113 -22.47583418  150.18236926 
112 -22.47586017  150.18233176 -22.47586595  150.18233176 
112 -22.47593814  150.18222239 -22.47596701  150.18216301 
112 -22.47589194  150.18197864 -22.47588327  150.18195677 
112 -22.47592370  150.18196614 -22.47593814  150.18198177 
112 -22.47599509  150.18215482 -22.47599798  150.18217045 
112 -22.47608172  150.18216107 -22.47613658  150.18216107 
112 -22.47657838  150.18226419 -22.47659570  150.18225169 
112 -22.47660725  150.18215482 -22.47661014  150.18211107 
112 -22.47662458  150.18221107 -22.47661880  150.18223607 
112 -22.47662458  150.18227044 -22.47663613  150.18227357 
112 -22.47679126  150.18231614 -22.47686812  150.18231198 
112 -22.47688734  150.18256154 -22.47687965  150.18262808 
111 -22.47685275  150.18274454 
111 -22.47594188  150.18296498 
112 -22.47589576  150.18304401 -22.47589576  150.18305649 
112 -22.47608888  150.18391185 -22.47608888  150.18392218 
112 -22.47620820  150.18392476 -22.47627263  150.18391443 
112 -22.47662652  150.18381786 -22.47670050  150.18379978 
112 -22.47665993  150.18366290 -22.47666709  150.18361641 
112 -22.47670765  150.18371972 -22.47671004  150.18373521 
112 -22.47679834  150.18378428 -22.47682459  150.18378170 
112 -22.47715391  150.18367840 -22.47718494  150.18365515 
112 -22.47717300  150.18350278 -22.47718494  150.18348729 
112 -22.47722550  150.18362158 -22.47723744  150.18364741 
112 -22.47734721  150.18364224 -22.47741164  150.18363708 
112 -22.47733051  150.18371714 -22.47731380  150.18372488 
112 -22.47722731  150.18371754 -22.47721865  150.18371754 
112 -22.47699631  150.18378629 -22.47695011  150.18380816 
112 -22.47699920  150.18392691 -22.47699920  150.18394566 
112 -22.47697610  150.18394254 -22.47697032  150.18393629 
112 -22.47693856  150.18382691 -22.47692701  150.18378629 
111 -22.47689236  150.18380191 
112 -22.47651409  150.18390816 -22.47647077  150.18393004 
112 -22.47649387  150.18402691 -22.47649099  150.18406128 
112 -22.47645345  150.18399878 -22.47645056  150.18396753 
111 -22.47641302  150.18391754 
111 -22.47612427  150.18399253 
112 -22.47625421  150.18470189 -22.47628020  150.18482064 
111 -22.47644377  150.18486507 
111 -22.47725436  150.18464955 
112 -22.47728930  150.18474786 -22.47729279  150.18480079 
112 -22.47740809  150.18480079 -22.47746050  150.18480079 
112 -22.47756532  150.18471005 -22.47758279  150.18464577 
112 -22.47765616  150.18459661 -22.47771556  150.18455124 
112 -22.47770857  150.18443024 -22.47772255  150.18435840 
112 -22.47782737  150.18442268 -22.47785182  150.18447940 
112 -22.47792520  150.18463820 -22.47794267  150.18466845 
112 -22.47779592  150.18470248 -22.47772954  150.18469492 
111 -22.47773303  150.18483482 
111 -22.47746050  150.18495960 
112 -22.47740809  150.18506926 -22.47735569  150.18512597 
112 -22.47740460  150.18518647 -22.47741159  150.18524319 
112 -22.47754436  150.18522428 -22.47758629  150.18520916 
111 -22.47781339  150.18514110 
111 -22.47784134  150.18527722 
112 -22.47747797  150.18540578 -22.47743255  150.18542847 
111 -22.47747797  150.18553056 
112 -22.47710412  150.18563265 -22.47704473  150.18566290 
112 -22.47697834  150.18590867 -22.47696436  150.18599564 
112 -22.47694690  150.18616201 -22.47688400  150.18618848 
112 -22.47684557  150.18594270 -22.47684906  150.18583683 
112 -22.47690147  150.18573096 -22.47689449  150.18568180 
112 -22.47663943  150.18577255 -22.47652413  150.18581036 
111 -22.47659401  150.18598051 
112 -22.47683160  150.18699386 -22.47685955  150.18711108 
111 -22.47700979  150.18709217 
112 -22.47977473  150.18645837 -22.47987605  150.18643946 
112 -22.48020096  150.18630341 -22.48036238  150.18622855 
111 -22.48063141  150.18591244 
112 -22.48136190  150.18436346 -22.48150564  150.18398371 
112 -22.48131595  150.18306724 -22.48126214  150.18285511 
112 -22.48036085  150.18126390 -22.48033639  150.18122231 
112 -22.48023506  150.18118072 -22.48018964  150.18117694 
111 -22.48005930  150.18114475 
112 -22.47778345  150.17982515 -22.47774880  150.17980952 
112 -22.47766506  150.17981890 -22.47762752  150.17982827 
112 -22.47759287  150.17969078 -22.47762752  150.17958765 
111 -22.47774591  150.17977202 
112 -22.47994729  150.18105307 -22.47996751  150.18106557 
112 -22.48016675  150.18113119 -22.48025049  150.18113744 
111 -22.48018118  150.18096869 
112 -22.47914131  150.17946857 -22.47910193  150.17941460 
112 -22.47893432  150.17932896 -22.47884769  150.17927271 
112 -22.47856182  150.17911021 -22.47848963  150.17906959 
112 -22.47846653  150.17899772 -22.47844632  150.17897897 
112 -22.47840301  150.17903834 -22.47839146  150.17906334 
112 -22.47824708  150.17901334 -22.47821820  150.17894459 
112 -22.47837991  150.17894147 -22.47844343  150.17895709 
112 -22.47844921  150.17889147 -22.47846076  150.17887272 
112 -22.47865501  150.17875909 -22.47876956  150.17871777 
112 -22.47874570  150.17854474 -22.47873377  150.17848792 
112 -22.47873615  150.17809278 -22.47873615  150.17801014 
112 -22.47877195  150.17758401 -22.47879104  150.17743163 
111 -22.47863831  150.17739290 
112 -22.47712669  150.17736360 -22.47680770  150.17738023 
111 -22.47667637  150.17760536 
112 -22.47599257  150.17859179 -22.47591907  150.17869974 
111 -22.47564344  150.17864009 
112 -22.47341141  150.17732075 -22.47335900  150.17728672 
112 -22.47327514  150.17730941 -22.47319478  150.17730185 
112 -22.47323321  150.17719220 -22.47325767  150.17714682 
111 -22.47341141  150.17727538 
112 -22.47562408  150.17858020 -22.47581009  150.17868085 
112 -22.47598181  150.17849179 -22.47599307  150.17846744 
112 -22.47664580  150.17755400 -22.47684275  150.17729824 
112 -22.47756674  150.17726868 -22.47803941  150.17725650 
112 -22.48052783  150.17749666 -22.48057387  150.17750219 
111 -22.48050226  150.17756863 
112 -22.47903267  150.17740178 -22.47886740  150.17738514 
112 -22.47880207  150.17767629 -22.47879822  150.17776780 
112 -22.47877671  150.17838654 -22.47877322  150.17853779 
112 -22.47889273  150.17894076 -22.47894038  150.17909201 
112 -22.47947392  150.17984054 -22.47954729  150.17992751 
112 -22.48030182  150.18108263 -22.48036535  150.18119607 
112 -22.48138259  150.18311614 -22.48149058  150.18343239 
112 -22.48144073  150.18417793 -22.48142642  150.18432256 
111 -22.48129039  150.18467122 
112 -22.48064639  150.18594938 -22.48046158  150.18629000 
111 -22.47987831  150.18647271 
112 -22.47701562  150.18714166 -22.47685420  150.18718326 
111 -22.47686573  150.18739954 
112 -22.47727924  150.18932528 -22.47728543  150.18936547 
111 -22.47724830  150.18933867 
112 -22.47635998  150.18532332 -22.47627542  150.18493236 
111 -22.47590691  150.18478088 
112 -22.47181899  150.18323707 -22.47128111  150.18298656 
112 -22.47113291  150.18209489 -22.47112780  150.18201739 
112 -22.47099953  150.18110889 -22.47094837  150.18105353 
112 -22.47047403  150.18101830 -22.47025081  150.18098308 
112 -22.46886890  150.18041516 -22.46873755  150.18038357 
112 -22.46597908  150.17902533 -22.46589151  150.17897795 
112 -22.46599368  150.17885160 -22.46619801  150.17904112 
112 -22.46814292  150.17993049 -22.46843201  150.18004915 
112 -22.47014923  150.18081851 -22.47030269  150.18087387 
112 -22.47100805  150.18096577 -22.47102919  150.18096577 
112 -22.47092349  150.18057232 -22.47088122  150.18040305 
112 -22.47065715  150.18005077 -22.47054300  150.17994097 
112 -22.47032317  150.17974425 -22.47030203  150.17969850 
112 -22.47042040  150.17969392 -22.47047113  150.17972595 
111 -22.47067561  150.17989675 
112 -22.47067177  150.17978446 -22.47066408  150.17974287 
112 -22.47068330  150.17959314 -22.47069098  150.17951827 
112 -22.47074330  150.17934747 -22.47079412  150.17934747 
112 -22.47075918  150.17978057 -22.47075918  150.18000399 
112 -22.47099741  150.18040271 -22.47107999  150.18061926 
112 -22.47108952  150.18094580 -22.47108317  150.18098018 
111 -22.47113716  150.18100768 
112 -22.47211438  150.18121727 -22.47222968  150.18121727 
112 -22.47245714  150.18090484 -22.47251201  150.18080797 
112 -22.47243115  150.18017051 -22.47242827  150.17998927 
112 -22.47263328  150.17965804 -22.47276611  150.17954867 
112 -22.47327797  150.17946080 -22.47340380  150.17944671 
113 -22.47363810  150.17921428 
112 -22.47197851  150.18136543 -22.47197851  150.18141855 
112 -22.47202471  150.18164354 -22.47202182  150.18166853 
112 -22.47194097  150.18166853 -22.47191787  150.18166853 
112 -22.47171285  150.18168103 -22.47162912  150.18169666 
112 -22.47145009  150.18167166 -22.47135769  150.18167166 
111 -22.47117866  150.18175290 
112 -22.47126817  150.18239037 -22.47133170  150.18279972 
112 -22.47178091  150.18310894 -22.47180260  150.18313242 
112 -22.47190023  150.18301973 -22.47195230  150.18293052 
112 -22.47208812  150.18229150 -22.47209599  150.18222048 
112 -22.47207499  150.18200743 -22.47206712  150.18194777 
112 -22.47213274  150.18170347 -22.47215112  150.18159268 
113 -22.47206712  150.18134837 
111 -22.47118154  150.18166229 
112 -22.47131437  150.18163729 -22.47133747  150.18159979 
112 -22.47136924  150.18149042 -22.47134614  150.18144042 
112 -22.47134325  150.18133731 -22.47135480  150.18129043 
112 -22.47136635  150.18116857 -22.47130282  150.18111544 
112 -22.47123930  150.18109670 -22.47117288  150.18114982 
114 -22.47112091  150.18118106 -22.47112957  150.18123731 
112 -22.47413603  150.18401009 -22.47416228  150.18401009 
111 -22.47411241  150.18396180 
112 -22.47372653  150.18381408 -22.47370028  150.18380840 
112 -22.47362152  150.18381408 -22.47360052  150.18383680 
113 -22.47367927  150.18385953 
111 -22.47530087  150.18437752 
112 -22.47527523  150.18443728 -22.47531073  150.18445862 
111 -22.47600519  150.18472457 
112 -22.47616100  150.18475018 -22.47619650  150.18471603 
112 -22.47618663  150.18461572 -22.47617283  150.18457090 
112 -22.47613930  150.18443643 -22.47612155  150.18444070 
112 -22.47611761  150.18451967 -22.47612352  150.18457090 
112 -22.47610380  150.18466481 -22.47605055  150.18466481 
114 -22.47597955  150.18465627 -22.47594405  150.18464773 
112 -22.47880214  150.17884933 -22.47876954  150.17880170 
112 -22.47863752  150.17881052 -22.47859351  150.17882463 
112 -22.47851201  150.17892518 -22.47849408  150.17898692 
111 -22.47859677  150.17907335 
113 -22.47902056  150.17929208 
110   1 0.25 151.60 New Taxiway 1
111 -22.46784581  150.17523891 
111 -22.46793532  150.17517954 
111 -22.46853882  150.17552951 
111 -22.46861679  150.17568887 
111 -22.46849262  150.17592947 
111 -22.46831359  150.17594822 
111 -22.46773320  150.17560450 
113 -22.46771010  150.17546389 
110   3 0.25 151.60 New Taxiway 5
111 -22.48144472  150.18454217 
111 -22.48068845  150.18608159 
112 -22.47999570  150.18654334 -22.47959055  150.18663468 
111 -22.47715702  150.18719623 
112 -22.47691985  150.18736734 -22.47689660  150.18739754 
111 -22.47680824  150.18740257 
111 -22.47631670  150.18518832 
112 -22.47591211  150.18479577 -22.47560983  150.18469512 
111 -22.47174758  150.18328721 
112 -22.47114265  150.18250278 -22.47106655  150.18218253 
111 -22.47096931  150.18112113 
112 -22.47084482  150.18046152 -22.47078891  150.18031407 
112 -22.47047795  150.17998134 -22.47035567  150.17992462 
112 -22.47003073  150.17961458 -22.47007615  150.17945578 
111 -22.47048844  150.17943688 
112 -22.47051639  150.17928564 -22.47048145  150.17925917 
112 -22.46988651  150.17904018 -22.46975311  150.17876864 
112 -22.46985950  150.17804980 -22.46997480  150.17786264 
111 -22.46997864  150.17784601 
111 -22.46581719  150.17539447 
111 -22.46667593  150.17362127 
111 -22.47296019  150.17709963 
111 -22.47336190  150.17628178 
111 -22.47535111  150.17745952 
111 -22.47504628  150.17814601 
111 -22.47599843  150.17857687 
112 -22.47602168  150.17897949 -22.47620770  150.17907511 
111 -22.47715173  150.17960857 
112 -22.47748336  150.17953193 -22.47758102  150.17933566 
111 -22.47771588  150.17899343 
111 -22.47850050  150.17943230 
112 -22.47861042  150.17923557 -22.47861042  150.17920811 
112 -22.47853010  150.17908916 -22.47847936  150.17902968 
112 -22.47843709  150.17886955 -22.47848359  150.17880550 
112 -22.47864001  150.17870484 -22.47868652  150.17868196 
112 -22.47872880  150.17854471 -22.47872880  150.17848066 
112 -22.47872949  150.17754119 -22.47872526  150.17747257 
112 -22.47867030  150.17740851 -22.47866607  150.17737649 
112 -22.47906770  150.17732158 -22.47913534  150.17731243 
112 -22.47940394  150.17717483 -22.47944332  150.17709567 
112 -22.47957275  150.17710176 -22.47957837  150.17722964 
112 -22.47955024  150.17748540 -22.47951085  150.17747931 
112 -22.47913384  150.17744278 -22.47906069  150.17745496 
112 -22.47888062  150.17766809 -22.47888062  150.17778379 
111 -22.47886374  150.17849019 
112 -22.47894252  150.17884948 -22.47902692  150.17902608 
111 -22.48151986  150.18299155 
114 -22.48164365  150.18371622 -22.48155925  150.18400243 
112 -22.47561149  150.18103482 -22.47549895  150.18099053 
111 -22.47555011  150.18108464 
112 -22.47566268  150.18179946 -22.47569762  150.18186374 
112 -22.47577798  150.18168225 -22.47584437  150.18163309 
112 -22.47603653  150.18173518 -22.47609593  150.18183727 
112 -22.47604701  150.18206414 -22.47606798  150.18212464 
112 -22.47654114  150.18216068 -22.47658561  150.18215036 
112 -22.47652844  150.18199568 -22.47650938  150.18193037 
112 -22.47676348  150.18189943 -22.47696677  150.18197162 
112 -22.47672101  150.18222181 -22.47672101  150.18224243 
112 -22.47698147  150.18234212 -22.47704817  150.18236618 
112 -22.47716570  150.18230431 -22.47721652  150.18225962 
112 -22.47743886  150.18247274 -22.47749603  150.18256211 
112 -22.47721334  150.18265148 -22.47714346  150.18262398 
112 -22.47697512  150.18255867 -22.47691477  150.18259992 
111 -22.47693065  150.18276836 
111 -22.47595235  150.18303647 
112 -22.47608249  150.18371296 -22.47609179  150.18381361 
112 -22.47622201  150.18384884 -22.47627781  150.18386897 
112 -22.47654754  150.18369282 -22.47659404  150.18363747 
112 -22.47656149  150.18360727 -22.47653824  150.18358714 
112 -22.47652893  150.18331034 -22.47654754  150.18322982 
112 -22.47677076  150.18334557 -22.47683586  150.18344119 
112 -22.47688237  150.18362237 -22.47690562  150.18362237 
112 -22.47712419  150.18355694 -22.47714279  150.18354184 
112 -22.47701723  150.18329524 -22.47698003  150.18319459 
112 -22.47717999  150.18309393 -22.47728230  150.18307380 
112 -22.47731951  150.18342609 -22.47732416  150.18348648 
112 -22.47745437  150.18359217 -22.47751018  150.18365760 
112 -22.47716604  150.18382871 -22.47714279  150.18384381 
112 -22.47718465  150.18403505 -22.47720325  150.18411054 
112 -22.47699398  150.18428165 -22.47688702  150.18426655 
112 -22.47688237  150.18397466 -22.47690097  150.18386897 
112 -22.47672425  150.18393943 -22.47663124  150.18394446 
112 -22.47660799  150.18404008 -22.47660334  150.18410047 
112 -22.47672890  150.18430178 -22.47677076  150.18440747 
112 -22.47639407  150.18435211 -22.47628246  150.18430178 
112 -22.47636152  150.18401492 -22.47633827  150.18394949 
112 -22.47619410  150.18406021 -22.47617550  150.18410047 
112 -22.47633827  150.18467420 -22.47638012  150.18468930 
111 -22.47783106  150.18431185 
112 -22.47817054  150.18529826 -22.47822169  150.18545930 
111 -22.47797057  150.18567571 
112 -22.47674285  150.18593238 -22.47669170  150.18594747 
111 -22.47664055  150.18599277 
112 -22.47685912  150.18681310 -22.47687307  150.18691375 
111 -22.47691957  150.18699427 
112 -22.47998224  150.18628674 -22.48026871  150.18620924 
111 -22.48060811  150.18582240 
113 -22.48129299  150.18440406 
111 -22.47334449  150.18337067 
112 -22.47243461  150.18293529 -22.47229843  150.18288840 
112 -22.47171246  150.18231672 -22.47166744  150.18214013 
112 -22.47201632  150.18184175 -22.47207259  150.18170170 
112 -22.47187002  150.18128153 -22.47184751  150.18120237 
112 -22.47196005  150.18111103 -22.47198256  150.18103796 
112 -22.47225828  150.18089182 -22.47235394  150.18081266 
112 -22.47234831  150.18066651 -22.47236519  150.18058735 
112 -22.47246085  150.17971658 -22.47253401  150.17952781 
111 -22.47270844  150.17939993 
112 -22.47107098  150.17854134 -22.47105410  150.17857788 
112 -22.47079526  150.17944256 -22.47073899  150.17958870 
112 -22.47087966  150.18003931 -22.47087966  150.18009412 
112 -22.47109391  150.18024330 -22.47116367  150.18030872 
112 -22.47127993  150.18052512 -22.47128458  150.18060061 
112 -22.47128458  150.18086733 -22.47128923  150.18095288 
112 -22.47136364  150.18126490 -22.47137759  150.18139575 
112 -22.47135899  150.18166750 -22.47134503  150.18174802 
112 -22.47129388  150.18199965 -22.47129388  150.18209527 
112 -22.47147689  150.18260056 -22.47153454  150.18270038 
111 -22.47184200  150.18303311 
112 -22.47353650  150.18372414 -22.47355976  150.18372917 
112 -22.47358766  150.18358826 -22.47359231  150.18356813 
112 -22.47368532  150.18348760 -22.47373182  150.18348257 
112 -22.47445784  150.18370383 -22.47450435  150.18371390 
111 -22.47453690  150.18384978 
111 -22.47448575  150.18409135 
112 -22.47509123  150.18429200 -22.47516438  150.18432244 
111 -22.47528817  150.18417630 
112 -22.47590152  150.18361606 -22.47590152  150.18357344 
112 -22.47573271  150.18289750 -22.47573271  150.18284879 
112 -22.47556952  150.18284879 -22.47551888  150.18284879 
112 -22.47555264  150.18305583 -22.47559766  150.18318371 
112 -22.47538946  150.18329941 -22.47529380  150.18334813 
112 -22.47510811  150.18316544 -22.47507435  150.18302538 
112 -22.47514187  150.18284270 -22.47514187  150.18277571 
112 -22.47506309  150.18281225 -22.47504621  150.18281225 
112 -22.47478174  150.18299494 -22.47472547  150.18303756 
112 -22.47450602  150.18289750 -22.47444412  150.18282443 
112 -22.47463544  150.18256258 -22.47471422  150.18245906 
112 -22.47498994  150.18261130 -22.47504058  150.18262348 
112 -22.47511373  150.18248951 -22.47513624  150.18242861 
112 -22.47502933  150.18239208 -22.47496743  150.18234336 
112 -22.47489428  150.18203280 -22.47487177  150.18181357 
112 -22.47511936  150.18185011 -22.47516438  150.18174659 
112 -22.47498994  150.18149083 -22.47498994  150.18133250 
112 -22.47525441  150.18128988 -22.47540071  150.18128988 
112 -22.47532756  150.18107675 -22.47531631  150.18102194 
111 -22.47518689  150.18086970 
113 -22.47468608  150.18064439 
112 -22.47342951  150.18053822 -22.47339857  150.18066549 
112 -22.47365234  150.18078606 -22.47371424  150.18082625 
112 -22.47386280  150.18080615 -22.47393088  150.18077266 
112 -22.47417228  150.18025020 -22.47417847  150.18013632 
113 -22.47370805  150.18003585 
111 -22.47852877  150.17945518 
111 -22.47886740  150.17963700 
111 -22.47892778  150.17948075 
113 -22.47860752  150.17929609 
14  -22.47376589  150.17968767    6 0 New Tower Viewpoint 7
15  -22.47912898  150.18021436  64.68 Helipad 1
15  -22.47873187  150.17997382  67.15 Helipad 2
15  -22.47833327  150.17974129  64.43 Helipad 3
15  -22.47793850  150.17950420  65.19 Helipad 4
15  -22.47328550  150.18242547 324.81 Main Apron
19  -22.47964882  150.18288280 0 New Windsock 8
19  -22.46791493  150.17612912 0 New Windsock 9
51 12670 WILLIAMSON MULT
54 11955 BRISBANE CNTR


130 Airport Boundary
111 -022.48164368  150.18371582
111 -022.48151970  150.18299866
111 -022.48052788  150.17749023
111 -022.47957230  150.17710876
111 -022.46667671  150.17361450
111 -022.46581650  150.17539978
111 -022.46597862  150.17903137
111 -022.47724915  150.18933105
111 -022.47727966  150.18933105
111 -022.48068810  150.18608093
113 -022.48144531  150.18453979
99
