I
1050 Generated by WorldEditor 2.1.0r1

1    668 0 0 LFMS Ales Cevennes
1302 city Deaux
111  44.07048875  004.14398416 20
115  44.07044889  004.14397112
120 Linear Feature 229
111  44.07048437  004.14401338 20
115  44.07044451  004.14400034
120 Linear Feature 229
111  44.07047676  004.14406416 20
115  44.07043690  004.14405112
120 Linear Feature 229
111  44.07047262  004.14409338 20
115  44.07043276  004.14408034
120 Linear Feature 229
111  44.07055839  004.14410988 20
115  44.07051854  004.14409684
120 Linear Feature 229
111  44.07056414  004.14407497 20
115  44.07052428  004.14406193
120 Linear Feature 229
111  44.07056953  004.14404227 20
115  44.07052967  004.14402923
120 Linear Feature 229
111  44.07057456  004.14401169 20
115  44.07053470  004.14399865
120 Linear Feature 229
111  44.07058000  004.14397868 20
115  44.07054014  004.14396564
120 Linear Feature 229
111  44.07058477  004.14394970 20
115  44.07054491  004.14393665
120 Linear Feature 229
111  44.07058980  004.14391912 20
115  44.07054995  004.14390607
14  44.07215366  004.14438232  60.00 0 Tower Viewpoint 
1300  44.07289253  004.14427339  16.86 tie_down jets|turboprops|props|fighters Asph N 1
1301 A general_aviation 
1300  44.07310806  004.14432944  16.86 tie_down jets|turboprops|props|fighters Asph N 2
1301 A general_aviation 
1300  44.07332359  004.14438218  16.86 tie_down jets|turboprops|props|fighters Asph N 3
1301 A general_aviation 
1300  44.07238567  004.14428328 194.67 tie_down jets|turboprops|props|fighters Center
1301 B general_aviation 
1300  44.07198033  004.14446134 278.75 tie_down jets|turboprops|props|fighters Center 1
1301 A general_aviation 
1300  44.07184533  004.14440860 278.75 tie_down jets|turboprops|props|fighters Center 2
1301 A general_aviation 
1300  44.07124923  004.14382394 110.52 tie_down jets|turboprops|props|fighters Gravel 1
1301 A general_aviation 
1300  44.07107633  004.14376460  98.80 tie_down jets|turboprops|props|fighters Gravel 2
1301 A general_aviation 
1300  44.07088212  004.14366901  98.80 tie_down jets|turboprops|props|fighters Gravel 3
1301 A general_aviation 
1300  44.07068080  004.14363604 108.74 tie_down jets|turboprops|props|fighters Gravel 4
1301 A general_aviation 
1300  44.07051027  004.14357012 108.74 tie_down jets|turboprops|props|fighters Gravel 5
1301 A general_aviation 
1300  44.07033264  004.14351408 108.74 tie_down jets|turboprops|props|fighters Gravel 6
1301 A general_aviation 
1300  44.07015263  004.14346463 120.98 tie_down jets|turboprops|props|fighters Gravel 7
1301 A general_aviation 
1300  44.06999868  004.14340200 100.92 tie_down jets|turboprops|props|fighters Gravel 8
1301 A general_aviation 
1300  44.06984000  004.14334926  94.85 tie_down jets|turboprops|props|fighters Gravel 9
1301 A general_aviation 
1300  44.06969315  004.14331300 108.00 tie_down jets|turboprops|props|fighters Gravel 10
1301 A general_aviation 
19  44.07205609  004.14365258 1 Windsock center
99
