I
1050 Generated by WorldEditor 2.2.0r2

1     17 1 0 KTFP McCampbell-Porter
113  27.91465677 -097.20876250
110 2 0.00 0.0000 Taxiway 9h
111  27.91486367 -097.20911346
111  27.91495238 -097.20919920
111  27.91486230 -097.20931827
111  27.91477381 -097.20923211
111  27.91480948 -097.20918502
111  27.91481830 -097.20917336
113  27.91482695 -097.20916194
110 2 0.00 0.0000 Taxiway 8h
111  27.91502030 -097.20890717
111  27.91510798 -097.20898910
111  27.91500839 -097.20912195
113  27.91492178 -097.20903918
110 2 0.00 0.0000 Taxiway 7h
111  27.91530533 -097.20914350
111  27.91524625 -097.20922397
111  27.91519822 -097.20917908
111  27.91515015 -097.20913416
113  27.91520935 -097.20905199
110 2 0.00 0.0000 Taxiway 6h
111  27.91584644 -097.20957443
111  27.91581610 -097.20961420
111  27.91571263 -097.20974986
111  27.91564946 -097.20968935
111  27.91557687 -097.20961981
111  27.91567676 -097.20948652
113  27.91571091 -097.20944096
110 2 0.00 0.0000 Taxiway 5h
111  27.91535436 -097.20991160
111  27.91546141 -097.20976678
111  27.91566989 -097.20996770
111  27.91556129 -097.21011449
113  27.91544571 -097.21000116
110 2 0.00 0.0000 Taxiway 4h
111  27.91535454 -097.20972620
111  27.91527482 -097.20983791
111  27.91515285 -097.20972015
113  27.91523539 -097.20961042
110 2 0.00 0.0000 Taxiway 3h
111  27.91517536 -097.20955493
111  27.91509415 -097.20966746
111  27.91497563 -097.20954860
113  27.91505736 -097.20944333
110 2 0.00 0.0000 Taxiway 2h
111  27.91470703 -097.20954148
111  27.91462549 -097.20965171
111  27.91452960 -097.20955850
113  27.91460649 -097.20945437
110 2 0.00 0.0000 Taxiway 1h
111  27.91450428 -097.20959163
111  27.91467427 -097.20975708
111  27.91449290 -097.20999881
111  27.91447752 -097.20998237
111  27.91432703 -097.20983503
111  27.91440453 -097.20972861
111  27.91441561 -097.20971339
113  27.91442699 -097.20969776
110 1 0.00 0.0000 Taxiway M
111  27.91282839 -097.21010373
111  27.91293574 -097.21016225
111  27.91299068 -097.21016461
111  27.91306324 -097.21010578
111  27.91306724 -097.21010919
111  27.91364336 -097.20934068
111  27.91366217 -097.20933477
111  27.91370763 -097.20927801
111  27.91408106 -097.20963470
111  27.91418633 -097.20949106
111  27.91412573 -097.20943220
111  27.91426549 -097.20924195
111  27.91434688 -097.20913116
111  27.91449094 -097.20927453
111  27.91455636 -097.20918278
112  27.91455506 -097.20914817  27.91454570 -097.20912888
111  27.91455506 -097.20914817
111  27.91444276 -097.20904288
111  27.91465677 -097.20876250
111  27.91478192 -097.20888528
111  27.91487458 -097.20876405
111  27.91502030 -097.20890717
111  27.91492178 -097.20903918
111  27.91486367 -097.20911346
111  27.91482695 -097.20916194
111  27.91481830 -097.20917336
111  27.91480948 -097.20918502
111  27.91477381 -097.20923211
111  27.91472945 -097.20929099
111  27.91465998 -097.20922451
111  27.91452904 -097.20938754
111  27.91460649 -097.20945437
111  27.91452960 -097.20955850
111  27.91462549 -097.20965171
111  27.91470703 -097.20954148
111  27.91476768 -097.20959666
111  27.91518559 -097.20901875
111  27.91521428 -097.20904515
111  27.91520935 -097.20905199
111  27.91515015 -097.20913416
111  27.91519822 -097.20917908
111  27.91524625 -097.20922397
111  27.91530533 -097.20914350
111  27.91530986 -097.20913735
111  27.91567676 -097.20948652
111  27.91557687 -097.20961981
111  27.91564946 -097.20968935
111  27.91571263 -097.20974986
111  27.91581610 -097.20961420
111  27.91606290 -097.20985169
111  27.91619137 -097.20968116
111  27.91625551 -097.20967574
111  27.91654488 -097.20929943
111  27.91663801 -097.20940137
111  27.91644616 -097.20963959
111  27.91671523 -097.20991409
111  27.91690275 -097.20967599
111  27.91697270 -097.20974918
111  27.91656338 -097.21022472
111  27.91640794 -097.21008287
111  27.91638002 -097.21012032
111  27.91624137 -097.21030312
111  27.91616342 -097.21040523
111  27.91595101 -097.21018628
111  27.91552868 -097.21073173
111  27.91633350 -097.21147231
111  27.91624273 -097.21160191
111  27.91551504 -097.21093279
111  27.91541672 -097.21106615
111  27.91614731 -097.21174087
111  27.91604401 -097.21189019
111  27.91531447 -097.21121946
111  27.91533058 -097.21120101
111  27.91524661 -097.21111217
111  27.91518622 -097.21119299
112  27.91518622 -097.21119299  27.91517485 -097.21121347
112  27.91518825 -097.21126091  27.91520343 -097.21128314
111  27.91518825 -097.21126091
111  27.91523982 -097.21131277
111  27.91524633 -097.21130438
111  27.91533262 -097.21138982
111  27.91515165 -097.21162897
111  27.91542937 -097.21189359
111  27.91550851 -097.21196900
111  27.91582011 -097.21226475
111  27.91552328 -097.21267388 3
111  27.91871274 -097.21571693
112  27.91871274 -097.21571693  27.91875698 -097.21576803 3
112  27.91871371 -097.21592104  27.91866365 -097.21600195
111  27.91871371 -097.21592104 3
111  27.91862966 -097.21603389 3
111  27.91834428 -097.21641705
111  27.91804135 -097.21612795
111  27.91804782 -097.21611925
112  27.91804782 -097.21611925  27.91810227 -097.21615715 3
112  27.91821905 -097.21610013  27.91826669 -097.21604436
111  27.91821905 -097.21610013 3
111  27.91842161 -097.21583582 3
111  27.91844786 -097.21579669
112  27.91844786 -097.21579669  27.91847726 -097.21573629 3
112  27.91843662 -097.21561563  27.91839306 -097.21556109
111  27.91843662 -097.21561563 3
111  27.91412488 -097.21150680
112  27.91412488 -097.21150680  27.91407960 -097.21147508 3
112  27.91397562 -097.21151808  27.91394311 -097.21155190
111  27.91397562 -097.21151808 3
111  27.91393679 -097.21156560 3
111  27.91374631 -097.21182009
112  27.91374631 -097.21182009  27.91370226 -097.21188491 3
112  27.91375489 -097.21202462  27.91380880 -097.21208667
111  27.91375489 -097.21202462 3
111  27.91374869 -097.21203306
111  27.91346461 -097.21176087
111  27.91346960 -097.21175499
112  27.91346960 -097.21175499  27.91355122 -097.21181222 3
112  27.91366136 -097.21173405  27.91370846 -097.21167476
111  27.91366136 -097.21173405 3
111  27.91385037 -097.21148286 3
111  27.91387807 -097.21143982
112  27.91387807 -097.21143982  27.91390912 -097.21138811 3
112  27.91386893 -097.21125990  27.91383551 -097.21121476
111  27.91386893 -097.21125990 3
111  27.90854937 -097.20619475
112  27.90854937 -097.20619475  27.90849602 -097.20614583 3
112  27.90837275 -097.20620311  27.90832285 -097.20625250
111  27.90837275 -097.20620311 3
111  27.90834554 -097.20623309 3
111  27.90813849 -097.20651618
112  27.90813849 -097.20651618  27.90811021 -097.20656282 3
112  27.90815681 -097.20669214  27.90819938 -097.20674204
111  27.90815681 -097.20669214
111  27.90815162 -097.20669863
111  27.90785036 -097.20640872 3
111  27.90813428 -097.20603068 3
111  27.90822304 -097.20591183
112  27.90822304 -097.20591183  27.90826887 -097.20585364 3
112  27.90839838 -097.20587617  27.90846384 -097.20592044
113  27.90839838 -097.20587617 3
111  27.91489414 -097.21178245
111  27.91490687 -097.21176293
111  27.91490627 -097.21174906
111  27.91483136 -097.21168491
111  27.91474617 -097.21181084
111  27.91473897 -097.21183967
111  27.91474060 -097.21192461
111  27.91501850 -097.21219187
111  27.91504080 -097.21218309
113  27.91515425 -097.21202617
111  27.91499329 -097.21164536
111  27.91519822 -097.21137703
111  27.91519242 -097.21136073
111  27.91513867 -097.21130888
111  27.91511289 -097.21131112
111  27.91491872 -097.21157115
113  27.91492055 -097.21158236
112  27.91495519 -097.21116401  27.91492345 -097.21112283
111  27.91495519 -097.21116401 3
111  27.91458882 -097.21082971
112  27.91458882 -097.21082971  27.91455155 -097.21080441 3
112  27.91446493 -097.21085654  27.91443268 -097.21089475
111  27.91446493 -097.21085654 3
111  27.91417438 -097.21124241
112  27.91417438 -097.21124241  27.91414675 -097.21128596 3
112  27.91417826 -097.21138973  27.91421393 -097.21143250
111  27.91417826 -097.21138973 3
111  27.91455399 -097.21173895 3
111  27.91464534 -097.21172957 3
111  27.91495703 -097.21130732
114  27.91495703 -097.21130732  27.91499004 -097.21125250 3
111  27.91426924 -097.20977845
111  27.91424218 -097.20978945
111  27.91414529 -097.20992804
112  27.91414529 -097.20992804  27.91413308 -097.20994827
111  27.91414734 -097.20996429
111  27.91419940 -097.21001328
111  27.91415932 -097.21006822
111  27.91426696 -097.21016899
111  27.91434259 -097.21016553
111  27.91447752 -097.20998237
113  27.91432703 -097.20983503
111  27.91544571 -097.21000116
111  27.91556129 -097.21011449
111  27.91566989 -097.20996770
111  27.91546141 -097.20976678
111  27.91535436 -097.20991160
111  27.91527482 -097.20983791
111  27.91535454 -097.20972620
111  27.91523539 -097.20961042
111  27.91515285 -097.20972015
111  27.91509415 -097.20966746
111  27.91517536 -097.20955493
111  27.91505736 -097.20944333
111  27.91497563 -097.20954860
111  27.91492357 -097.20953821
111  27.91488168 -097.20959510
113  27.91538853 -097.21008494
130 Airport Boundary
111  27.92137543 -097.22148255
111  27.90437332 -097.20529008
111  27.90616404 -097.20290805
111  27.91320064 -097.20961201
111  27.91497783 -097.20725097
111  27.91904780 -097.21140941
111  27.91739378 -097.21360901
113  27.92316460 -097.21910817
120 Linear Feature 75Hold
111  27.91842161 -097.21583582 54
115  27.91862966 -097.21603389
120 Linear Feature 74Hold
111  27.91385037 -097.21148286 54
115  27.91393679 -097.21156560
120 Linear Feature 73Hold
111  27.90813428 -097.20603068 54
115  27.90834554 -097.20623309
120 Linear Feature 713
111  27.91363809 -097.21035565 1
115  27.91360769 -097.21039647
120 Linear Feature 712
111  27.91344370 -097.21017276 1
115  27.91341338 -097.21021349
120 Linear Feature 711
111  27.91354223 -097.21026480 1
115  27.91351183 -097.21030563
120 Linear Feature 703
111  27.91367352 -097.21038928 1
111  27.91363809 -097.21035565 1
115  27.91360365 -097.21032295
120 Linear Feature 702
111  27.91347921 -097.21020630 1
111  27.91344370 -097.21017276 1
115  27.91340934 -097.21013997
120 Linear Feature 701
111  27.91357766 -097.21029844 1
111  27.91354223 -097.21026480 1
115  27.91350779 -097.21023211
120 Linear Feature 69
111  27.91335303 -097.21018866 1
115  27.91332353 -097.21022896
120 Linear Feature 68
111  27.91335765 -097.21026119 1
111  27.91332353 -097.21022896 1
115  27.91328778 -097.21019519
120 Linear Feature 67
111  27.91345005 -097.21027818 1
115  27.91341904 -097.21032001
120 Linear Feature 66
111  27.91338364 -097.21028635 1
111  27.91341904 -097.21032001 1
115  27.91345409 -097.21035333
120 Linear Feature 65
111  27.91354590 -097.21037033 1
115  27.91351551 -097.21041175
120 Linear Feature 64
111  27.91348036 -097.21037850 1
111  27.91351551 -097.21041175 1
115  27.91355081 -097.21044515
120 Linear Feature 63
111  27.91364465 -097.21046312 1
115  27.91361273 -097.21050289
120 Linear Feature 62
111  27.91357766 -097.21047031 1
111  27.91361273 -097.21050289 1
115  27.91364869 -097.21053631
120 Linear Feature 61
111  27.91367160 -097.21068676 1
115  27.91372881 -097.21061033
120 Linear Feature 60
111  27.91372376 -097.21073595 1
111  27.91367160 -097.21068676 1
115  27.91361809 -097.21063630
120 Linear Feature 59
111  27.91380374 -097.21051141 1
115  27.91386164 -097.21043511
120 Linear Feature 58
111  27.91391346 -097.21048403 1
111  27.91386164 -097.21043511 1
115  27.91380894 -097.21038536
120 Linear Feature 57
111  27.91395080 -097.21065144 1
115  27.91400786 -097.21057434
120 Linear Feature 56
111  27.91405984 -097.21062355 1
111  27.91400786 -097.21057434 1
115  27.91395561 -097.21052488
120 Linear Feature 55
111  27.91387592 -097.21075066 1
115  27.91381782 -097.21082577
120 Linear Feature 54
111  27.91387015 -097.21087515 1
111  27.91381782 -097.21082577 1
115  27.91376592 -097.21077680
120 Linear Feature 53
111  27.91402202 -097.21088985 1
115  27.91396467 -097.21096510
120 Linear Feature 52
111  27.91401624 -097.21101434 1
111  27.91396467 -097.21096510 1
115  27.91391288 -097.21091566
120 Linear Feature 51
111  27.91409767 -097.21079019 1
115  27.91415498 -097.21071406
120 Linear Feature 50
111  27.91420709 -097.21076340 1
111  27.91415498 -097.21071406 1
115  27.91410286 -097.21066472
120 Linear Feature 49
112  27.91473494 -097.21089776  27.91475051 -097.21090587 51
116  27.91479738 -097.21088509  27.91481496 -097.21086576
120 Linear Feature 48
112  27.91397099 -097.21142158  27.91399743 -097.21137232 51
116  27.91396110 -097.21126519  27.91392545 -097.21121881
120 Linear Feature 47
111  27.91426549 -097.20924195 1
115  27.91437668 -097.20934965
120 Linear Feature 46
111  27.91476294 -097.20910285 51
115  27.91482695 -097.20916194
120 Linear Feature 45
111  27.91475452 -097.20911397 51
115  27.91481830 -097.20917336
120 Linear Feature 44
111  27.91474550 -097.20912509 51
115  27.91480948 -097.20918502
120 Linear Feature 43
111  27.91519822 -097.20917908 51
115  27.91514535 -097.20925118
120 Linear Feature 42
111  27.91564946 -097.20968935 1
115  27.91567922 -097.20964983
120 Linear Feature 41
111  27.91530220 -097.21033248 1
115  27.91532938 -097.21035822
120 Linear Feature 40
111  27.91528256 -097.21035948 1
115  27.91530994 -097.21038474
120 Linear Feature 39
111  27.91528917 -097.21034314 1
115  27.91531962 -097.21037153
120 Linear Feature 38
111  27.91524967 -097.21044889 1
115  27.91525762 -097.21045613
120 Linear Feature 37
111  27.91523122 -097.21047339 1
115  27.91523948 -097.21048087
120 Linear Feature 36
111  27.91522240 -097.21044525 1
115  27.91524873 -097.21046825
120 Linear Feature 35
111  27.91501073 -097.21073383 1
115  27.91503675 -097.21075774
120 Linear Feature 34
111  27.91499485 -097.21074330 1
115  27.91502634 -097.21077195
120 Linear Feature 33
111  27.91499052 -097.21076291 1
115  27.91501554 -097.21078639
120 Linear Feature 32
111  27.91493335 -097.21085309 1
115  27.91495331 -097.21087129
120 Linear Feature 31
111  27.91439146 -097.20966374 1
115  27.91442699 -097.20969776
120 Linear Feature 30
111  27.91436929 -097.20969471 1
115  27.91440453 -097.20972861
120 Linear Feature 29
111  27.91434988 -097.20965080 1
115  27.91441561 -097.20971339
120 Linear Feature 28
112  27.91368195 -097.21181067  27.91359877 -097.21190828 51
112  27.91340424 -097.21183299  27.91332868 -097.21177117
111  27.91340424 -097.21183299 51
115  27.91297018 -097.21141969
120 Linear Feature 27
112  27.91410892 -097.21140614  27.91406716 -097.21137629 51
112  27.91397099 -097.21142158  27.91393013 -097.21146698
111  27.91397099 -097.21142158 51
111  27.91368195 -097.21181067 51
111  27.91367845 -097.21181537
112  27.91367845 -097.21181537  27.91360888 -097.21192141 51
112  27.91370180 -097.21211620  27.91377116 -097.21219044
111  27.91370180 -097.21211620 51
115  27.91412509 -097.21252069
120 Linear Feature 26
112  27.91352605 -097.20984739  27.91344220 -097.20978916 1
116  27.91331420 -097.20986693  27.91327276 -097.20991298
120 Linear Feature 23
112  27.91306931 -097.21019250  27.91304609 -097.21023174 1
116  27.91303675 -097.21030919  27.91303797 -097.21034723
120 Linear Feature 23
112  27.91303675 -097.21030919  27.91303812 -097.21035174 51
116  27.91308397 -097.21042958  27.91311368 -097.21046658
120 Linear Feature 22
111  27.91350699 -097.20960756 1
111  27.91331420 -097.20986693 1
111  27.91306931 -097.21019250
112  27.91306931 -097.21019250  27.91304097 -097.21022527 1
116  27.91296815 -097.21024508  27.91293126 -097.21024814
120 Linear Feature 22
112  27.91296815 -097.21024508  27.91292938 -097.21024830 51
116  27.91285636 -097.21021201  27.91282317 -097.21018765
120 Linear Feature 21
112  27.91396560 -097.21004939  27.91392168 -097.21010160 1
116  27.91377464 -097.21008446  27.91372451 -097.21005534
120 Linear Feature 20
112  27.91426514 -097.21040533  27.91421897 -097.21044709 51
116  27.91413742 -097.21043015  27.91410601 -097.21040597
120 Linear Feature 19
112  27.91425445 -097.21054306  27.91422681 -097.21050984 51
112  27.91426514 -097.21040533  27.91428386 -097.21036820
111  27.91426514 -097.21040533 51
115  27.91481557 -097.20965114
120 Linear Feature 18
111  27.91452819 -097.21061217 51
111  27.91449432 -097.21065635
112  27.91449432 -097.21065635  27.91446906 -097.21068460 51
116  27.91439343 -097.21067392  27.91435588 -097.21065348
120 Linear Feature 17
111  27.91457217 -097.21074751 51
111  27.91453106 -097.21070973
112  27.91453106 -097.21070973  27.91451558 -097.21068998 51
112  27.91452819 -097.21061217  27.91455181 -097.21057686
111  27.91452819 -097.21061217 51
115  27.91506128 -097.20987961
120 Linear Feature 16
112  27.91480048 -097.21095853  27.91478475 -097.21093396 51
112  27.91479738 -097.21088509  27.91480840 -097.21086407
111  27.91479738 -097.21088509 51
115  27.91534363 -097.21013897
120 Linear Feature 15
112  27.91502168 -097.21116477  27.91503807 -097.21117439 51
112  27.91507636 -097.21115366  27.91509254 -097.21113681
111  27.91507636 -097.21115366 51
115  27.91562742 -097.21040158
120 Linear Feature 14
112  27.91466491 -097.21182320  27.91464078 -097.21185341 51
116  27.91456103 -097.21183453  27.91452822 -097.21181077
120 Linear Feature 13
112  27.91466631 -097.21193684  27.91464471 -097.21190240 51
112  27.91466491 -097.21182320  27.91468699 -097.21178746
111  27.91466491 -097.21182320 51
111  27.91502933 -097.21132912
112  27.91502933 -097.21132912  27.91508025 -097.21125428 51
112  27.91505548 -097.21119804  27.91503520 -097.21116754
111  27.91505548 -097.21119804 51
111  27.91502168 -097.21116477 51
111  27.91480048 -097.21095853 51
111  27.91473494 -097.21089776 51
111  27.91457217 -097.21074751
112  27.91457217 -097.21074751  27.91454053 -097.21072700 51
112  27.91449646 -097.21071796  27.91446523 -097.21071449
111  27.91449646 -097.21071796
112  27.91449646 -097.21071796  27.91445724 -097.21071229 51
112  27.91439553 -097.21067589  27.91436403 -097.21064966
111  27.91439553 -097.21067589 51
111  27.91439343 -097.21067392 51
111  27.91425445 -097.21054306 51
111  27.91413742 -097.21043015 51
111  27.91398438 -097.21028517 51
115  27.91391026 -097.21021424
120 Linear Feature 13
111  27.91391026 -097.21021424 1
111  27.91377464 -097.21008446 1
111  27.91352605 -097.20984739
112  27.91352605 -097.20984739  27.91346589 -097.20977402 1
112  27.91350699 -097.20960756  27.91355091 -097.20952925
111  27.91350699 -097.20960756 1
111  27.91355362 -097.20954666
112  27.91355362 -097.20954666  27.91361448 -097.20947187 1
112  27.91378599 -097.20951752  27.91386983 -097.20958530
111  27.91378599 -097.20951752 1
111  27.91399973 -097.20972011
112  27.91399973 -097.20972011  27.91405690 -097.20978288 1
112  27.91402248 -097.20997148  27.91396836 -097.21006033
111  27.91402248 -097.20997148 1
111  27.91396560 -097.21004939
112  27.91396560 -097.21004939  27.91394256 -097.21009210 1
116  27.91393749 -097.21017702  27.91394173 -097.21021847
120 Linear Feature 13
112  27.91393749 -097.21017702  27.91394143 -097.21021555 51
116  27.91398438 -097.21028517  27.91401166 -097.21031800
120 Linear Feature 12
111  27.91818122 -097.21625328 51
111  27.91849232 -097.21583901
112  27.91849232 -097.21583901  27.91854078 -097.21576198 51
112  27.91847421 -097.21556777  27.91840968 -097.21548913
111  27.91847421 -097.21556777 51
111  27.91466631 -097.21193684 51
111  27.91456103 -097.21183550 51
111  27.91410892 -097.21140614 51
111  27.91396110 -097.21126519 51
111  27.91308397 -097.21042958 51
111  27.91285636 -097.21021201 51
111  27.90858417 -097.20613963
112  27.90858417 -097.20613963  27.90849420 -097.20606253 51
112  27.90833337 -097.20615427  27.90827715 -097.20621644
111  27.90833337 -097.20615427 51
115  27.90802198 -097.20656754
21  27.91691828 -097.21480318 2 139.9000 3.00 13 2-light PAPI on left
21  27.90889108 -097.20794340 2 319.9000 3.00 31 2-light PAPI on left
14  27.91425585 -097.20909791  82.02 0 Tower Viewpoint
1300  27.91363809 -097.21035565  49.55 tie_down props GA Ramp 13
1301 A general_aviation 
1300  27.91354223 -097.21026480  49.38 tie_down props GA Ramp 12
1301 A general_aviation 
1300  27.91344370 -097.21017276  49.38 tie_down props GA Ramp 11
1301 A general_aviation 
1300  27.91332353 -097.21022896 230.28 tie_down props GA Ramp 10
1301 A general_aviation 
1300  27.91341904 -097.21032001 230.28 tie_down props GA Ramp 09
1301 A general_aviation 
1300  27.91351551 -097.21041175 230.19 tie_down props GA Ramp 08
1301 A general_aviation 
1300  27.91361273 -097.21050289 228.91 tie_down props GA Ramp 07
1301 A general_aviation 
1300  27.91396467 -097.21096510 229.36 tie_down jets|turboprops|props GA Ramp 06
1301 B general_aviation 
1300  27.91381782 -097.21082577 228.72 tie_down jets|turboprops|props GA Ramp 05
1301 B general_aviation 
1300  27.91367160 -097.21068676 229.67 tie_down jets|turboprops|props GA Ramp 04
1301 B general_aviation 
1300  27.91386164 -097.21043511  49.31 tie_down jets|turboprops|props GA Ramp 03
1301 B general_aviation 
1300  27.91400786 -097.21057434  49.89 tie_down jets|turboprops|props GA Ramp 02
1301 B general_aviation 
1300  27.91415498 -097.21071406  49.66 tie_down jets|turboprops|props GA Ramp 01
1301 B general_aviation 
1300  27.91611703 -097.21154529  50.00 hangar props Hangar 57
1301 A none 
1300  27.91603441 -097.21147010  50.00 hangar props Hangar 56
1301 A none 
1300  27.91594467 -097.21138720  50.00 hangar props Hangar 55
1301 A none 
1300  27.91548971 -097.21107693 230.00 hangar props Hangar 54
1301 A none 
1300  27.91557856 -097.21115860 230.00 hangar props Hangar 53
1301 A none 
1300  27.91566935 -097.21124179 230.00 hangar props Hangar 52
1301 A none 
1300  27.91576191 -097.21132506 230.00 hangar props Hangar 51
1301 A none 
1300  27.91585256 -097.21140979 230.00 hangar props Hangar 50
1301 A none 
1300  27.91594157 -097.21149255 230.00 hangar props Hangar 49
1301 A none 
1300  27.91602956 -097.21157060 230.00 hangar props Hangar 48
1301 A none 
1300  27.91611930 -097.21165349 230.00 hangar props Hangar 47
1301 A none 
1300  27.91585413 -097.21130436  50.00 hangar props Hangar 46
1301 A none 
1300  27.91576458 -097.21121896  50.00 hangar props Hangar 45
1301 A none 
1300  27.91567143 -097.21113423  50.00 hangar props Hangar 44
1301 A none 
1300  27.91558209 -097.21105264  50.00 hangar props Hangar 43
1301 A none 
1300  27.91507864 -097.21090349 320.00 hangar props Hangar 42
1301 A none 
1300  27.91515254 -097.21080167 320.00 hangar props Hangar 41
1301 A none 
1300  27.91522781 -097.21070110 320.00 hangar props Hangar 40
1301 A none 
1300  27.91530126 -097.21060061 320.00 hangar props Hangar 39
1301 A none 
1300  27.91537156 -097.21050337 320.00 hangar props Hangar 38
1301 A none 
1300  27.91544468 -097.21040532 320.00 hangar props Hangar 37
1301 A none 
1300  27.91542442 -097.21030157 140.00 hangar props Hangar 36
1301 A none 
1300  27.91535286 -097.21040066 140.00 hangar props Hangar 35
1301 A none 
1300  27.91528301 -097.21049916 140.00 hangar props Hangar 34
1301 A none 
1300  27.91520787 -097.21059802 140.00 hangar props Hangar 33
1301 A none 
1300  27.91513482 -097.21069807 140.00 hangar props Hangar 32
1301 A none 
1300  27.91506000 -097.21080085 140.00 hangar props Hangar 31
1301 A none 
1300  27.91498774 -097.21089927 140.00 hangar props Hangar 30
1301 A none 
1300  27.91479544 -097.21064113 320.00 hangar props Hangar 29
1301 A none 
1300  27.91486693 -097.21054145 320.00 hangar props Hangar 28
1301 A none 
1300  27.91493926 -097.21044480 320.00 hangar props Hangar 27
1301 A none 
1300  27.91501290 -097.21034128 320.00 hangar props Hangar 26
1301 A none 
1300  27.91508771 -097.21024271 320.00 hangar props Hangar 25
1301 A none 
1300  27.91515933 -097.21014629 320.00 hangar props Hangar 24
1301 A none 
1300  27.91513809 -097.21004306 140.00 hangar props Hangar 23
1301 A none 
1300  27.91506719 -097.21013904 140.00 hangar props Hangar 22
1301 A none 
1300  27.91499694 -097.21023857 140.00 hangar props Hangar 21
1301 A none 
1300  27.91492206 -097.21033884 140.00 hangar props Hangar 20
1301 A none 
1300  27.91484823 -097.21044066 140.00 hangar props Hangar 19
1301 A none 
1300  27.91477675 -097.21053813 140.00 hangar props Hangar 18
1301 A none 
1300  27.91470317 -097.21063713 140.00 hangar props Hangar 17
1301 A none 
1300  27.91665061 -097.20971268 230.00 hangar props Hangar 16
1301 A none 
1300  27.91620160 -097.21011471 140.00 hangar props Hangar 15
1301 A none 
1300  27.91557657 -097.21000228 320.00 hangar props Hangar 14
1301 A none 
1300  27.91526722 -097.20970919  50.00 hangar props Hangar 13
1301 A none 
1300  27.91508963 -097.20953805  50.00 hangar props Hangar 12
1301 A none 
1300  27.91570711 -097.20961016 230.00 hangar props Hangar 11
1301 A none 
1300  27.91522491 -097.20914105 230.00 hangar props Hangar 10
1301 A none 
1300  27.91500830 -097.20900342 140.00 hangar props Hangar 09
1301 A none 
1300  27.91485679 -097.20920813 140.00 hangar props Hangar 08
1301 A none 
1300  27.91460326 -097.20953748 140.00 hangar props Hangar 07
1301 A none 
1300  27.91446906 -097.20975829 140.00 hangar props Hangar 06
1301 A none 
1300  27.91456739 -097.20877875 320.00 hangar props Hangar 05
1301 A none 
1300  27.91447838 -097.20889805 320.00 hangar props Hangar 04
1301 A none 
1300  27.91412972 -097.20929963 320.00 hangar props Hangar 03
1301 A none 
1300  27.91534688 -097.21168354 230.00 hangar props Hangar 02
1301 A none 
1300  27.91572604 -097.21203900 230.00 hangar jets|props Hangar 01
1301 B none 
18  27.91366129 -097.20931560 1 Airport Beacon
19  27.91318053 -097.21274666 1 Windsock
51 12270 McCampbell-Porter Unicom
50 11877 AWOS-3
55 12090 Corpus Approach
56 12090 Corpus Departure
99
