I
1050 Generated by WorldEditor 2.1.0r1

1    554 0 0 LJNM Novo mesto
1302 city Novo mesto
1302 country Slovenia
112  45.79289573  015.09605266  45.79283591  015.09598246
111  45.79289573  015.09605266
111  45.79268000  015.09583686
112  45.79265643  015.09573286  45.79268000  015.09569386
111  45.79265643  015.09573286
111  45.79282503  015.09545986
111  45.79272351  015.09532465
111  45.79256578  015.09555866
112  45.79256578  015.09555866  45.79253315  015.09560546
111  45.79251139  015.09558466
112  45.79251139  015.09558466  45.79227934  015.09528045
112  45.79305708  015.09443544  45.79346499  015.09451865
111  45.79305708  015.09443544
111  45.79311691  015.09445364
111  45.79356651  015.09465904
112  45.79356651  015.09465904  45.79366622  015.09470844
113  45.79361727  015.09487485
112  45.79465245  015.09516070  45.79456482  015.09497436
111  45.79465245  015.09516070
112  45.79465245  015.09516070  45.79460864  015.09506320
111  45.79461166  015.09500036
112  45.79461166  015.09500036  45.79475669  015.09495486
111  45.79486698  015.09485736
112  45.79492892  015.09495053  45.79491834  015.09504370
111  45.79492892  015.09495053
111  45.79496064  015.09505887
111  45.79489115  015.09513037
112  45.79489115  015.09513037  45.79485640  015.09516287
113  45.79487906  015.09523871
110 1 0.00 153.0000 Asph apn
111  45.81171932  015.11302147
111  45.81168901  015.11306399
111  45.81177951  015.11320856
113  45.81181147  015.11317217
110 3 0.00 153.0000 New Taxiway 94
111  45.80955711  015.11193014
111  45.80954861  015.11184558
111  45.80954042  015.11184736
111  45.80953921  015.11182725
111  45.80925860  015.11188046
111  45.80926077  015.11190543
111  45.80920599  015.11191581
111  45.80921687  015.11205626
111  45.80903265  015.11209118
111  45.80902178  015.11195074
111  45.80898856  015.11195704
111  45.80898639  015.11193207
111  45.80841254  015.11204087
112  45.80843308  015.11212782  45.80843308  015.11214588
112  45.80849603  015.11216033  45.80850862  015.11215672
112  45.80868865  015.11211879  45.80870250  015.11211518
112  45.80872642  015.11202668  45.80876671  015.11201042
112  45.80895429  015.11198152  45.80896688  015.11198152
112  45.80898073  015.11207905  45.80898703  015.11211337
112  45.80907515  015.11221632  45.80914691  015.11219826
112  45.80928162  015.11218561  45.80930932  015.11216755
112  45.80932569  015.11207725  45.80934205  015.11199958
114  45.80941004  015.11194901  45.80943018  015.11194360
110 3 0.00 153.0000 New Taxiway 93
112  45.81042440  015.11143606  45.81035415  015.11135948
111  45.81042440  015.11143606
112  45.81042440  015.11143606  45.81042969  015.11150902
112  45.81035947  015.11150983  45.81034134  015.11149683
112  45.81030961  015.11142531  45.81030206  015.11137546
112  45.81013134  015.11141013  45.81008753  015.11144481
112  45.81001048  015.11138196  45.80996667  015.11141230
112  45.80991530  015.11153367  45.80987149  015.11150116
112  45.80978084  015.11129960  45.80969020  015.11129093
112  45.80954819  015.11140797  45.80952250  015.11148382
112  45.80947265  015.11167672  45.80942884  015.11169839
112  45.80924755  015.11171356  45.80920978  015.11171790
111  45.80918344  015.11173611
111  45.80919251  015.11179030
111  45.80925070  015.11177927
111  45.80925221  015.11179661
113  45.81042436  015.11157449
110 3 0.00 153.0000 grass
112  45.81156829  015.11195479  45.81156829  015.11190236
111  45.81166614  015.11180549
111  45.81146537  015.11172067
112  45.81145603  015.11180872  45.81138294  015.11177127
112  45.81110360  015.11168513  45.81101484  015.11166266
112  45.81073551  015.11168513  45.81060237  015.11170386
112  45.81007764  015.11181247  45.81005675  015.11181621
112  45.81003326  015.11187988  45.81002282  015.11192482
112  45.80979830  015.11326185  45.80979830  015.11331054
112  45.80986096  015.11335548  45.80991056  015.11335548
112  45.81009591  015.11337420  45.81011941  015.11338169
112  45.81019512  015.11329181  45.81022905  015.11316447
112  45.81038569  015.11259521  45.81042224  015.11250158
112  45.81053449  015.11265513  45.81051883  015.11277498
112  45.81063631  015.11296224  45.81060759  015.11306710
112  45.81058148  015.11339668  45.81059193  015.11349406
112  45.81070679  015.11375247  45.81077989  015.11377495
112  45.81095480  015.11375247  45.81102529  015.11374873
112  45.81112449  015.11365884  45.81116887  015.11360641
112  45.81149780  015.11315324  45.81152652  015.11312328
114  45.81154218  015.11298096  45.81154741  015.11289108
110 5 0.00 153.0000 Grass N
112  45.81172693  015.11324757  45.81176863  015.11322937
111  45.81177951  015.11320856
111  45.81168901  015.11306399
112  45.81168901  015.11306399  45.81165564  015.11311833
112  45.81160837  015.11328364  45.81155398  015.11333670
111  45.81160837  015.11328364
112  45.81160837  015.11328364  45.81155942  015.11333566
112  45.81120807  015.11379062  45.81111380  015.11393627
112  45.81101289  015.11416127  45.81098569  015.11423409
111  45.81094013  015.11427232
111  45.81103051  015.11431207
112  45.81102352  015.11420470  45.81105434  015.11412927
112  45.81122838  015.11380416  45.81130271  015.11369753
114  45.81162904  015.11331259  45.81167255  015.11326058
110 3 0.00 153.0000 Grass N
112  45.81155652  015.11365851  45.81161272  015.11360389
112  45.81164898  015.11351286  45.81168705  015.11349466
112  45.81173237  015.11342183  45.81175594  015.11337762
112  45.81172693  015.11324757  45.81168524  015.11326578
112  45.81162904  015.11331259  45.81158553  015.11336461
112  45.81122838  015.11380416  45.81115405  015.11391080
112  45.81102352  015.11420470  45.81099270  015.11428013
111  45.81103051  015.11431207
111  45.81121886  015.11439393
112  45.81121886  015.11439393  45.81125033  015.11440838
112  45.81126544  015.11448063  45.81131454  015.11450591
111  45.81126544  015.11448063
111  45.81137875  015.11452939
112  45.81163432  015.11456552  45.81172245  015.11453843
111  45.81174007  015.11445353
111  45.81170371  015.11441052
112  45.81159822  015.11444398  45.81154020  015.11437636
111  45.81125014  015.11404605
111  45.81133353  015.11391860
111  45.81138248  015.11397842
112  45.81141693  015.11392380  45.81138067  015.11385618
112  45.81141330  015.11378596  45.81144231  015.11375475
114  45.81149488  015.11368192  45.81151482  015.11366631
110 3 0.00 153.0000 Grass NW
112  45.80724205  015.11235705  45.80720630  015.11233442
112  45.80696637  015.11237952  45.80692956  015.11239020
111  45.80691152  015.11232547
112  45.80691152  015.11232547  45.80685612  015.11245008
111  45.80679055  015.11234840
111  45.80673819  015.11235833
112  45.80673819  015.11235833  45.80670373  015.11243023
111  45.80672812  015.11247572
111  45.80710832  015.11265271
112  45.80710832  015.11265271  45.80713854  015.11266355
112  45.80717001  015.11263827  45.80720275  015.11265091
111  45.80717001  015.11263827
111  45.81093812  015.11427193
112  45.81101289  015.11416127  45.81104421  015.11406689
112  45.81120807  015.11379062  45.81128013  015.11368725
112  45.81160837  015.11328364  45.81166275  015.11323058
112  45.81168901  015.11306399  45.81172239  015.11300965
111  45.81168901  015.11306399
111  45.81171932  015.11302147
111  45.81171046  015.11301339
111  45.81173019  015.11298725
111  45.81162915  015.11283281
112  45.81158661  015.11288102  45.81157138  015.11291223
112  45.81157138  015.11296217  45.81157356  015.11298090
112  45.81156486  015.11312134  45.81156050  015.11317752
112  45.81149742  015.11327428  45.81146913  015.11330861
112  45.81099923  015.11391097  45.81098182  015.11392970
114  45.81092308  015.11391721  45.81086434  015.11390785
110 3 0.00 153.0000 Grass NE
111  45.80715069  015.11275668
112  45.80715069  015.11275668  45.80712240  015.11274253
112  45.80710033  015.11270639  45.80708019  015.11269736
111  45.80710033  015.11270639
111  45.80680541  015.11257543
112  45.80683853  015.11270973  45.80687769  015.11278151
112  45.80729539  015.11385819  45.80731279  015.11389876
112  45.80739981  015.11404232  45.80744114  015.11407353
112  45.80759778  015.11399863  45.80763041  015.11395806
112  45.80760213  015.11382386  45.80754339  015.11372712
112  45.80722795  015.11302493  45.80721924  015.11299372
112  45.80733672  015.11301869  45.80743679  015.11306550
112  45.81087831  015.11456496  45.81090224  015.11458369
112  45.81090224  015.11463675  45.81093052  015.11465547
112  45.81119158  015.11477407  45.81133734  015.11481777
112  45.81155272  015.11477095  45.81160275  015.11475847
112  45.81187324  015.11471737  45.81189499  015.11471217
112  45.81194394  015.11464975  45.81192400  015.11458993
112  45.81198927  015.11449629  45.81202734  015.11449889
112  45.81208173  015.11457692  45.81209985  015.11457692
112  45.81215605  015.11451970  45.81218687  015.11445728
112  45.81218869  015.11433764  45.81219594  015.11421800
112  45.81223945  015.11410356  45.81224670  015.11409315
112  45.81223764  015.11406454  45.81222313  015.11405154
111  45.81215840  015.11396440
111  45.81210967  015.11390973
111  45.81195780  015.11418163
112  45.81196653  015.11423487  45.81198541  015.11426498
111  45.81196653  015.11423487
111  45.81211236  015.11440947
111  45.81207266  015.11447809
111  45.81192344  015.11430548
112  45.81192344  015.11430548  45.81190246  015.11428290
111  45.81187740  015.11430827
111  45.81177866  015.11449443
112  45.81146518  015.11460280  45.81127507  015.11452152
111  45.81146518  015.11460280
111  45.81125241  015.11451249
112  45.81125241  015.11451249  45.81120079  015.11448540
112  45.81116932  015.11449443  45.81114288  015.11448179
113  45.81116932  015.11449443
110 3 0.00 153.0000 Grass rwy
112  45.80487064  015.11073944  45.80494461  015.11087363
112  45.80499899  015.11161012  45.80517739  015.11193156
112  45.80558420  015.11252762  45.80561974  015.11258327
112  45.80601930  015.11245272  45.80620640  015.11245272
112  45.80640219  015.11246208  45.80644141  015.11247075
111  45.80643685  015.11241178
112  45.80643685  015.11241178  45.80615233  015.11242442
111  45.80604783  015.11228355
111  45.80591186  015.11211559
111  45.80596474  015.11205238
111  45.80604657  015.11216254
112  45.80653002  015.11231245  45.80688756  015.11224382
111  45.80653002  015.11231245
112  45.80648921  015.11228420  45.80645223  015.11229668
112  45.80614113  015.11203766  45.80598885  015.11174431
111  45.80614113  015.11203766
112  45.80614113  015.11203766  45.80610518  015.11197620
112  45.80612155  015.11188787  45.80609436  015.11183733
112  45.79781217  015.09748214  45.79775995  015.09739602
112  45.79764509  015.09632888  45.79732659  015.09583463
112  45.79691673  015.09593199  45.79678620  015.09571482
112  45.79587510  015.09413475  45.79582289  015.09403741
112  45.79577439  015.09382284  45.79573785  015.09376668
111  45.79577439  015.09382284
111  45.79544247  015.09421793
112  45.79545218  015.09455785  45.79554617  015.09472634
112  45.79667133  015.09665088  45.79671310  015.09673325
114  45.79686974  015.09688302  45.79697155  015.09704777
110 3 0.00 153.0000 Grass S
112  45.79434971  015.09274949  45.79439931  015.09282811
111  45.79437674  015.09305855
111  45.79441662  015.09312095
112  45.79452723  015.09307522  45.79459250  015.09317631
111  45.79527238  015.09433984
111  45.79575774  015.09377104
112  45.79575774  015.09377104  45.79570814  015.09366995
112  45.79568634  015.09348334  45.79562630  015.09337102
112  45.79475436  015.09171984  45.79470214  015.09161500
112  45.79289039  015.08851116  45.79281729  015.08842504
112  45.79268937  015.08879570  45.79266849  015.08895669
112  45.79262672  015.08962687  45.79263455  015.08986275
114  45.79280163  015.09024838  45.79293216  015.09045805
130 Airport Boundary by Major Tom
111  45.80667465  015.11217217
111  45.80626113  015.11098579
111  45.80532883  015.10967001
111  45.80448300  015.10830032
111  45.80417098  015.10766402
111  45.80308079  015.10595465
111  45.80251314  015.10496786
111  45.80166731  015.10337716
111  45.79992301  015.10036296
111  45.79979144  015.10029286
111  45.79793812  015.09711165
111  45.79786669  015.09644306
111  45.79769377  015.09607642
111  45.79747949  015.09588232
111  45.79709605  015.09568822
111  45.79263756  015.08796761
111  45.79246839  015.08799996
111  45.79241952  015.08999474
111  45.79257365  015.09003248
111  45.79282552  015.09045301
111  45.79433706  015.09303266
111  45.79424467  015.09323043
111  45.79412758  015.09308711
111  45.79396122  015.09304779
111  45.79387952  015.09312870
111  45.79378491  015.09334415
111  45.79385643  015.09343579
111  45.79408040  015.09363404
111  45.79394841  015.09398695
111  45.79292255  015.09346799
111  45.79295990  015.09309403
111  45.79266312  015.09296470
111  45.79267521  015.09283972
111  45.79213337  015.09279568
111  45.79203444  015.09440308
111  45.79201816  015.09483931
111  45.79210522  015.09525171
111  45.79225953  015.09565985
111  45.79208988  015.09588628
111  45.79276673  015.09696335
111  45.79292419  015.09698311
111  45.79311766  015.09690175
111  45.79343282  015.09686070
111  45.79403112  015.09704230
111  45.79437550  015.09508494
111  45.79446217  015.09508505
111  45.79456460  015.09506728
111  45.79449294  015.09561235
111  45.79464482  015.09588519
111  45.79466428  015.09600036
111  45.79473323  015.09607427
111  45.79521590  015.09618147
111  45.79503181  015.09730973
111  45.79529871  015.09696407
111  45.79550207  015.09682887
111  45.79581268  015.09596416
111  45.79572448  015.09581028
111  45.79580470  015.09557554
111  45.79841555  015.10008775
111  45.80200188  015.10629941
111  45.80215225  015.10666069
111  45.80231014  015.10681706
111  45.80237405  015.10703815
111  45.80255074  015.10729697
111  45.80288907  015.10786855
111  45.80305072  015.10823523
111  45.80324244  015.10870435
111  45.80338905  015.10896857
111  45.80389279  015.10983677
111  45.80420481  015.11052700
111  45.80515215  015.11208004
111  45.80531379  015.11231191
111  45.80543033  015.11254379
111  45.80552807  015.11264624
111  45.80600174  015.11325565
111  45.80694156  015.11491662
111  45.80704904  015.11513006
111  45.80763909  015.11528537
111  45.80826162  015.11443894
111  45.80847274  015.11423704
111  45.80876506  015.11411279
111  45.80916565  015.11407396
111  45.80929557  015.11416715
111  45.80937677  015.11408173
111  45.81118483  015.11483498
111  45.81137429  015.11486970
111  45.81206976  015.11472948
111  45.81218253  015.11463240
111  45.81227652  015.11441128
111  45.81306220  015.11242121
111  45.81269755  015.11164999
111  45.81258478  015.11115382
111  45.81186676  015.10982173
111  45.81100213  015.10976782
111  45.81016757  015.10961142
111  45.80924054  015.10913224
111  45.80840688  015.10992432
111  45.80816328  015.11048343
111  45.80803877  015.11099595
111  45.80757323  015.11158613
113  45.80739459  015.11201323
1300  45.79497771  015.09514720 323.40 tie_down turboprops|props Pad S1
1301 A general_aviation 
1300  45.79395519  015.09520651  20.20 tie_down turboprops|props Pad S2
1301 A general_aviation 
1300  45.79398526  015.09330333 125.81 tie_down turboprops|props Pad S3
1301 A general_aviation 
1300  45.79320334  015.09422526 105.97 tie_down turboprops|props Pad S4
1301 A general_aviation 
1300  45.79235750  015.09485067  20.12 tie_down turboprops|props Pad S5
1301 A general_aviation 
1300  45.79268080  015.09552460 133.00 tie_down turboprops|props Pad S6
1301 A general_aviation 
1300  45.79345897  015.09602601 306.27 tie_down turboprops|props Pad S7
1301 A general_aviation 
1300  45.79284621  015.09666759 240.28 tie_down turboprops|props Pad S8
1301 A general_aviation 
1300  45.81145872  015.11256998 288.74 tie_down turboprops|props Grass 1
1301 A general_aviation 
1300  45.81125572  015.11244702 288.74 tie_down turboprops|props Grass 2
1301 A general_aviation 
1300  45.81100761  015.11235642 288.74 tie_down turboprops|props Grass 3
1301 A general_aviation 
1300  45.81078657  015.11221404 288.74 tie_down turboprops|props Grass 4
1301 A general_aviation 
1300  45.81164368  015.11137275 195.67 tie_down turboprops|props Pad N6
1301 A general_aviation 
1300  45.81052943  015.11121743 168.97 tie_down turboprops|props Pad N5
1301 A general_aviation 
1300  45.80969036  015.11202636 257.28 tie_down turboprops|props Pad N4
1301 A general_aviation 
1300  45.81199098  015.11432553 220.77 tie_down turboprops|props Asph N
1301 A general_aviation 
1300  45.81208887  015.11410705 220.77 tie_down turboprops|props Grass N
1301 A general_aviation 
54 12350 Novo Mesto Aerodrome
99
