A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      754 0 0 EDFL Giessen Luetzelinden
100   15.85   1   0 0.00 1 2 1 07   50.54336200  008.58669551    0.00    0.00 3  7 1 1 25   50.54548599  008.59587849    0.00    0.00 3  7 0 1
110   2 0.00 255.00 xxx
115  50.54351336  008.58767773 
120 xxx
111  50.54282187  008.59144067   3 102 
115  50.54274035  008.59096262 
120 xxx
111  50.54299999  008.59016621   3 102 
111  50.54322757  008.59150394   3 102 
111  50.54313436  008.59174997   3 102 
111  50.54296259  008.59184369   3 102 
111  50.54288256  008.59179779   3 102 
115  50.54285362  008.59162507 
120 xxx
111  50.54259835  008.59036125   3 102 
111  50.54258315  008.59027116   3 102 
111  50.54293428  008.59012255   3 102 
115  50.54299996  008.59016651 
18   50.54489327  008.59101806 1 BCN
19   50.54509500  008.59587700 1 WS
19   50.54367800  008.58667100 1 WS
20   50.54499931  008.59491490 339.60  0 3 {@R}07-25
20   50.54496652  008.59477313 339.92  0 3 {@R}07-25
20   50.54416645  008.59131348 340.13  0 3 {@R}07-25
20   50.54413943  008.59119679 340.02  0 3 {@R}07-25
20   50.54330567  008.58759121 340.14  0 3 {@R}07-25
20   50.54326749  008.58742593 340.25  0 3 {@R}07-25
20   50.54343652  008.59182485  22.92  0 3 {@Y}{^l}07-25{^r}
20   50.54339809  008.59150151 305.22  0 3 {@Y}{^l}07-25{^r}
20   50.54277708  008.58815755   9.57  0 3 {@Y}{^l}07-25{^r}
20   50.54308775  008.58999301 344.67  0 3 {@Y}{^l}07-25{^r}
20   50.54445558  008.59108221 340.50  0 3 {@Y}{^l}07-25{^r}
20   50.54528632  008.59467341 339.50  0 3 {@Y}{^l}25
20   50.54358909  008.58733555 339.59  0 3 {@Y}07{^r}


130 Airport Boundary
111  050.54071426  008.58743858
111  050.54354477  008.58584404
111  050.54582977  008.59605026
113  050.54299927  008.59764481
99
