A
1050 Generated by WorldEditor 1.6.0b1

1     18 1 0 KOQU QUONSET STATE
111  41.58942609 -071.41569845
111  41.58946628 -071.41562055
111  41.58992673 -071.41606378
111  41.58989306 -071.41612566
111  41.58992107 -071.41615282
113  41.58965513 -071.41667893
110 2 0.00 0.0000 New Taxiway 139
111  41.58946508 -071.41379620
111  41.59026032 -071.41307786
111  41.59029664 -071.41311303
112  41.59030541 -071.41316159  41.59030415 -071.41321015
111  41.59028036 -071.41322856
111  41.58974686 -071.41370746
114  41.58957904 -071.41379285  41.58952895 -071.41380290
110 2 0.00 0.0000 New Taxiway 93
111  41.60232002 -071.41106525
111  41.60224622 -071.41106522
111  41.60224477 -071.41086072
113  41.60232132 -071.41086036
110 2 0.00 0.0000 New Taxiway 92
111  41.60209595 -071.41023165
111  41.60209720 -071.41008428
111  41.60212100 -071.41008428
113  41.60212225 -071.41023333
110 2 0.00 0.0000 New Taxiway 89
111  41.58822702 -071.41243318
111  41.58808501 -071.41216680
111  41.58831224 -071.41195559
113  41.58845005 -071.41222971
110 2 0.00 0.0000 New Taxiway 58
111  41.58956639 -071.40526533
111  41.58953324 -071.40523553
111  41.58930350 -071.40502906
111  41.58950106 -071.40464179
111  41.58952115 -071.40465970
111  41.58955129 -071.40459702
111  41.58957473 -071.40461269
111  41.58982252 -071.40441570
111  41.58994306 -071.40454777
111  41.58993389 -071.40456526
111  41.58987566 -071.40467830
111  41.58963088 -071.40514307
113  41.58958713 -071.40522601
110 2 0.00 0.0000 New Taxiway 69
111  41.59060803 -071.41218763
111  41.59059269 -071.41215417
111  41.59061934 -071.41213258
113  41.59063306 -071.41216604
110 2 0.00 0.0000 New Taxiway 68
111  41.59064887 -071.41206206
111  41.59060228 -071.41210771
111  41.59058385 -071.41207029
111  41.59056124 -071.41208972
111  41.59054767 -071.41206143
111  41.59056802 -071.41204718
111  41.59054186 -071.41199407
111  41.59052054 -071.41201221
111  41.59049826 -071.41197075
111  41.59051958 -071.41195391
111  41.59048857 -071.41189173
111  41.59047016 -071.41190857
111  41.59045563 -071.41188136
111  41.59048470 -071.41185286
111  41.59058623 -071.41204189
113  41.59062325 -071.41200962
110 1 0.00 0.0000 New Taxiway 44
111  41.59241368 -071.41239006
111  41.59203016 -071.41203812
111  41.59209233 -071.41191720
113  41.59247585 -071.41227671
110 1 0.00 0.0000 New Taxiway 43
111  41.59250734 -071.41253905
111  41.59239995 -071.41245052
111  41.59248070 -071.41229830
113  41.59258808 -071.41239438
110 1 0.00 0.0000 New Taxiway 42
111  41.59263168 -071.41266320
111  41.59252107 -071.41255632
111  41.59260504 -071.41240626
113  41.59271162 -071.41250990
110 1 0.00 0.0000 New Taxiway 41
111  41.59240862 -071.41289548
111  41.59243792 -071.41285257
111  41.59237932 -071.41279847
111  41.59235002 -071.41284884
111  41.59209191 -071.41260446
111  41.59211702 -071.41255968
111  41.59206679 -071.41250931
111  41.59203889 -071.41255968
111  41.59200540 -071.41252237
111  41.59203052 -071.41247573
111  41.59197890 -071.41242723
111  41.59198727 -071.41241223
111  41.59196316 -071.41239074
111  41.59193810 -071.41243619
111  41.59188882 -071.41239343
111  41.59191494 -071.41234239
111  41.59188986 -071.41232195
111  41.59192253 -071.41226516
111  41.59202299 -071.41235470
111  41.59200792 -071.41237932
111  41.59214409 -071.41251028
111  41.59215526 -071.41249163
111  41.59252778 -071.41286287
111  41.59249848 -071.41291510
111  41.59247057 -071.41288339
113  41.59244267 -071.41293003
110 1 0.00 0.0000 New Taxiway 38
111  41.59760677 -071.41972132
111  41.59741256 -071.41953997
111  41.59748120 -071.41942132
111  41.59742093 -071.41935863
111  41.59743168 -071.41933942
111  41.59740921 -071.41931833
111  41.59751288 -071.41912658
111  41.59759718 -071.41920950
111  41.59750513 -071.41938700
113  41.59769407 -071.41955931
110 1 0.00 0.0000 New Taxiway 37
111  41.59828836 -071.41915856
111  41.59818590 -071.41906453
111  41.59815978 -071.41911558
111  41.59810754 -071.41906722
111  41.59790792 -071.41944412
111  41.59791768 -071.41945345
111  41.59785490 -071.41957658
111  41.59762469 -071.41936576
111  41.59768747 -071.41924635
111  41.59776421 -071.41931352
111  41.59798744 -071.41889374
111  41.59791210 -071.41881725
111  41.59800000 -071.41864374
113  41.59837531 -071.41899449
110 1 0.00 0.0000 New Taxiway 29
111  41.59859642 -071.42011254
111  41.59889444 -071.41955730
111  41.59904010 -071.41970059
111  41.59905014 -071.41967596
111  41.59920040 -071.41981340
111  41.59925651 -071.41986472
111  41.59931297 -071.41991636
111  41.59946871 -071.42005881
111  41.59945866 -071.42007672
111  41.59958182 -071.42020809
113  41.59929974 -071.42074649
110 1 0.00 0.0000 New Taxiway 30
111  41.59786858 -071.41858930
111  41.59780328 -071.41852437
111  41.59764758 -071.41882661
111  41.59750024 -071.41868781
111  41.59745002 -071.41878631
111  41.59721897 -071.41856467
111  41.59733646 -071.41834115
111  41.59726478 -071.41827484
111  41.59732202 -071.41816977
111  41.59739280 -071.41823395
111  41.59742490 -071.41817288
111  41.59736463 -071.41811020
111  41.59738137 -071.41808109
111  41.59756783 -071.41825506
111  41.59763440 -071.41831717
111  41.59769192 -071.41837083
113  41.59788961 -071.41855527
110 1 0.00 0.0000 New Taxiway 35
111  41.59462909 -071.41362445
111  41.59445276 -071.41396481
111  41.59443339 -071.41400220
111  41.59397436 -071.41357125
111  41.59417692 -071.41319521
111  41.59425947 -071.41327139
111  41.59425482 -071.41328382
113  41.59444553 -071.41345739
110 2 0.00 0.0000 New Taxiway 34
111  41.59660260 -071.41563436
111  41.59645159 -071.41549574
111  41.59662004 -071.41517961
113  41.59676925 -071.41531824
110 1 0.00 0.0000 New Taxiway 33
111  41.59575742 -071.41558591
111  41.59570079 -071.41553406
111  41.59564638 -071.41563853
111  41.59568684 -071.41567771
111  41.59555290 -071.41593516
111  41.59502412 -071.41544824
111  41.59501435 -071.41546876
111  41.59494598 -071.41540533
111  41.59495575 -071.41538481
111  41.59467810 -071.41513295
111  41.59481902 -071.41488483
111  41.59489994 -071.41495012
111  41.59495435 -071.41484192
111  41.59471838 -071.41461555
111  41.59509676 -071.41387901
111  41.59546510 -071.41421258
111  41.59508002 -071.41495360
111  41.59506161 -071.41493345
111  41.59500301 -071.41503867
111  41.59540818 -071.41540806
111  41.59546343 -071.41531404
111  41.59539813 -071.41525359
111  41.59581837 -071.41445660
113  41.59617666 -071.41478793
110 1 0.00 0.0000 New Taxiway 32
111  41.59620469 -071.41636170
111  41.59593611 -071.41611139
111  41.59599308 -071.41599790
113  41.59626398 -071.41625287
110 1 0.00 0.0000 New Taxiway 31
111  41.59639842 -071.41666213
111  41.59631280 -071.41658556
111  41.59646627 -071.41627462
111  41.59650115 -071.41630105
111  41.59654068 -071.41621865
113  41.59660356 -071.41627217
110 1 0.00 0.0000 New Taxiway 36
111  41.59375615 -071.41266953
111  41.59365572 -071.41257844
111  41.59368130 -071.41252558
111  41.59351968 -071.41237944
111  41.59343016 -071.41255823
111  41.59324064 -071.41238100
111  41.59335458 -071.41216802
111  41.59336505 -071.41217579
111  41.59344411 -071.41201722
111  41.59355805 -071.41212759
111  41.59352550 -071.41219444
113  41.59383847 -071.41250350
110 1 0.00 0.0000 New Taxiway 40
111  41.59706276 -071.41602609
111  41.59688864 -071.41587385
111  41.59683507 -071.41597460
111  41.59668941 -071.41584251
111  41.59673126 -071.41576639
111  41.59680660 -071.41584027
111  41.59682335 -071.41581341
111  41.59678316 -071.41577087
111  41.59689032 -071.41557834
113  41.59716489 -071.41583356
110 2 0.00 0.0000 New Taxiway 28
111  41.59290756 -071.41104260
111  41.59308985 -071.41087377
111  41.59330070 -071.41067849
111  41.59333496 -071.41072431
111  41.59359104 -071.41065438
112  41.59364334 -071.41064232  41.59365957 -071.41064715
111  41.59369564 -071.41066885
111  41.59378941 -071.41070984
112  41.59382187 -071.41072190  41.59383810 -071.41072190
111  41.59387057 -071.41071466
111  41.59461536 -071.41140672
111  41.59460274 -071.41142842
111  41.59725406 -071.41390081
111  41.59719094 -071.41401897
111  41.59996276 -071.41661690
111  41.60010781 -071.41675285
111  41.59969526 -071.41754484
111  41.60048600 -071.41828271
111  41.60077672 -071.41855399
111  41.60065652 -071.41878598
111  41.59999471 -071.42006339
111  41.59955161 -071.41964740
112  41.59946925 -071.41964045  41.59943437 -071.41967217
111  41.59942600 -071.41968709
111  41.59931297 -071.41991636
111  41.59925651 -071.41986472
111  41.59920040 -071.41981340
111  41.59931160 -071.41959567
112  41.59933392 -071.41948746  41.59932973 -071.41942963
111  41.59928927 -071.41940351
111  41.59863383 -071.41879102
111  41.59892695 -071.41822912
111  41.59818190 -071.41753508
112  41.59814284 -071.41752948  41.59812470 -071.41753694
111  41.59810796 -071.41756493
111  41.59769192 -071.41837083
111  41.59763440 -071.41831717
111  41.59756783 -071.41825506
111  41.59799321 -071.41746255
112  41.59800996 -071.41739091  41.59799656 -071.41736404
111  41.59798149 -071.41734389
111  41.59780570 -071.41718494
111  41.59780235 -071.41719613
111  41.59753614 -071.41696106
111  41.59754619 -071.41694539
111  41.59750433 -071.41690061
111  41.59784253 -071.41626479
111  41.59731012 -071.41577449
111  41.59697236 -071.41642063
111  41.59681163 -071.41663779
111  41.59663081 -071.41698928
111  41.59636293 -071.41672958
111  41.59639842 -071.41666213
111  41.59660356 -071.41627217
111  41.59667267 -071.41614079
111  41.59649687 -071.41598631
111  41.59665559 -071.41568328
111  41.59664387 -071.41566761
111  41.59669410 -071.41557358
111  41.59670582 -071.41558030
111  41.59693687 -071.41514822
111  41.59686488 -071.41508777
111  41.59685316 -071.41511240
111  41.59683083 -071.41509075
111  41.59682386 -071.41510319
111  41.59675410 -071.41503789
111  41.59675875 -071.41503167
111  41.59673666 -071.41501146
111  41.59673200 -071.41501768
111  41.59646110 -071.41476893
111  41.59647040 -071.41475183
111  41.59644831 -071.41473162
111  41.59643901 -071.41474561
111  41.59634367 -071.41465855
111  41.59582734 -071.41564717
111  41.59575742 -071.41558591
111  41.59617666 -071.41478793
111  41.59581837 -071.41445660
111  41.59539813 -071.41525359
111  41.59546343 -071.41531404
111  41.59540818 -071.41540806
111  41.59500301 -071.41503867
111  41.59506161 -071.41493345
111  41.59508002 -071.41495360
111  41.59546510 -071.41421258
111  41.59509676 -071.41387901
111  41.59471838 -071.41461555
111  41.59465309 -071.41455734
111  41.59476191 -071.41436257
111  41.59466481 -071.41427079
111  41.59462295 -071.41435362
111  41.59450910 -071.41424616
111  41.59454884 -071.41416498
111  41.59449934 -071.41411697
111  41.59453143 -071.41403861
111  41.59445276 -071.41396481
111  41.59462909 -071.41362445
111  41.59444553 -071.41345739
111  41.59425482 -071.41328382
111  41.59425947 -071.41327139
111  41.59417692 -071.41319521
111  41.59420715 -071.41314080
111  41.59418390 -071.41312059
111  41.59417634 -071.41313561
111  41.59415367 -071.41311359
111  41.59414437 -071.41313147
111  41.59395834 -071.41296616
111  41.59371805 -071.41342529
111  41.59361105 -071.41332994
111  41.59389427 -071.41278893
111  41.59375615 -071.41266953
111  41.59383847 -071.41250350
111  41.59395566 -071.41259491
112  41.59400171 -071.41260439  41.59401678 -071.41259544
111  41.59403687 -071.41255962
111  41.59411372 -071.41241572
111  41.59415176 -071.41234451
111  41.59417720 -071.41229686
113  41.59420058 -071.41225309 20
111  41.59716489 -071.41583356
111  41.59689032 -071.41557834
111  41.59678316 -071.41577087
111  41.59682335 -071.41581341
111  41.59680660 -071.41584027
111  41.59673126 -071.41576639
111  41.59668941 -071.41584251
111  41.59683507 -071.41597460
111  41.59688864 -071.41587385
113  41.59706276 -071.41602609
110 2 0.00 0.0000 New Taxiway 24
111  41.59274158 -071.41119584
112  41.59280294 -071.41119082  41.59283050 -071.41120421
111  41.59284803 -071.41122766
111  41.59327884 -071.41162954
111  41.59315462 -071.41186793
111  41.59312532 -071.41184181
111  41.59251662 -071.41299532
111  41.59244267 -071.41293003
111  41.59247057 -071.41288339
111  41.59249848 -071.41291510
111  41.59252778 -071.41286287
111  41.59215526 -071.41249163
111  41.59214409 -071.41251028
111  41.59200792 -071.41237932
111  41.59202299 -071.41235470
111  41.59192253 -071.41226516
111  41.59188986 -071.41232195
111  41.59185556 -071.41238156
113  41.59165261 -071.41218456
111  41.59271162 -071.41250990
111  41.59260504 -071.41240626
111  41.59252107 -071.41255632
113  41.59263168 -071.41266320
111  41.59250734 -071.41253905
111  41.59258808 -071.41239438
111  41.59248070 -071.41229830
113  41.59239995 -071.41245052
111  41.59241368 -071.41239006
111  41.59247585 -071.41227671
111  41.59209233 -071.41191720
113  41.59203016 -071.41203812
110 2 0.00 0.0000 New Taxiway 23
111  41.58857703 -071.41642738
111  41.58865011 -071.41618386
111  41.58884747 -071.41625180
111  41.58916860 -071.41519837
111  41.58921075 -071.41506010
111  41.58927752 -071.41484106
112  41.58932862 -071.41469588  41.58934954 -071.41463526
111  41.58942658 -071.41456476
111  41.58999266 -071.41403835
111  41.59027996 -071.41391478
111  41.59021732 -071.41384146
111  41.59064108 -071.41343899
111  41.59110977 -071.41387669
111  41.59015339 -071.41570651
111  41.59013129 -071.41568502
111  41.58992673 -071.41606378
111  41.58946628 -071.41562055
111  41.58942609 -071.41569845
111  41.58940199 -071.41567159
111  41.58930555 -071.41583814
111  41.58933769 -071.41586500
111  41.58914281 -071.41621958
111  41.58965513 -071.41667893
111  41.58944217 -071.41707649
111  41.58876510 -071.41652313
113  41.58860747 -071.41645741
110 2 0.00 0.0000 New Taxiway 2
111  41.59663905 -071.40694396
111  41.59679685 -071.40724740
111  41.59657960 -071.40745277
111  41.59642180 -071.40716473
111  41.59639174 -071.40719487
111  41.59637922 -071.40718818
111  41.59637700 -071.40718162
111  41.59639421 -071.40716355
111  41.59626315 -071.40708337
111  41.59619129 -071.40693870
111  41.59616304 -071.40696569
111  41.59614608 -071.40693438
111  41.59617595 -071.40690846
111  41.59608633 -071.40673356
111  41.59611136 -071.40671089
111  41.59612670 -071.40673680
111  41.59610652 -071.40675299
111  41.59614043 -071.40681669
111  41.59615658 -071.40680158
111  41.59617111 -071.40682749
111  41.59615173 -071.40684261
111  41.59618403 -071.40690631
111  41.59620341 -071.40689011
111  41.59621794 -071.40692034
111  41.59620018 -071.40693330
111  41.59623167 -071.40699268
111  41.59625024 -071.40697432
111  41.59626719 -071.40700671
111  41.59624620 -071.40702723
111  41.59626800 -071.40707473
111  41.59639880 -071.40715786
111  41.59640305 -071.40715216
111  41.59641495 -071.40715247
113  41.59642180 -071.40716473
110 2 0.00 0.0000 New Taxiway 13
111  41.59872060 -071.41049304
111  41.59870191 -071.41053851
112  41.59845309 -071.41051986  41.59831357 -071.41038459
111  41.59839728 -071.41014205
112  41.59868330 -071.41002700  41.59885305 -071.41013739
111  41.59868330 -071.41002700
112  41.59868330 -071.41002700  41.59880771 -071.41010318
111  41.59880887 -071.41029286
111  41.59878573 -071.41033897
111  41.59875935 -071.41031624
112  41.59866362 -071.41007891  41.59853301 -071.40998968
111  41.59843828 -071.41017282
112  41.59848846 -071.41047750  41.59861272 -071.41060884
111  41.59848846 -071.41047750
112  41.59848846 -071.41047750  41.59860225 -071.41058086
113  41.59869019 -071.41046985
110 2 0.00 0.0000 New Taxiway 7
111  41.59815441 -071.40646442
111  41.59807628 -071.40611367
111  41.59826743 -071.40603718
113  41.59834587 -071.40638740
110 2 0.00 0.0000 New Taxiway 11
111  41.59889495 -071.41127089
112  41.59919497 -071.41129781  41.59939612 -071.41153880
111  41.59919497 -071.41129781
112  41.59919497 -071.41129781  41.59930078 -071.41149060
111  41.59918567 -071.41166940
112  41.59893686 -071.41174869  41.59881013 -071.41168028
111  41.59879967 -071.41147972
111  41.59883084 -071.41142225
112  41.59885276 -071.41145155  41.59886006 -071.41146691
111  41.59885797 -071.41148644
112  41.59896442 -071.41168182  41.59907192 -071.41173625
111  41.59914184 -071.41162461
112  41.59914706 -071.41134270  41.59905626 -071.41120594
111  41.59895294 -071.41128130
114  41.59892790 -071.41129246  41.59891642 -071.41129246
110 1 0.00 0.0000 New Taxiway 179
111  41.60199384 -071.41439810
112  41.60215706 -071.41458042  41.60221657 -071.41461370
111  41.60231720 -071.41467303
112  41.60254755 -071.41484636  41.60264363 -071.41493839
111  41.60275400 -071.41503389
112  41.60314978 -071.41543400  41.60321600 -071.41549478
111  41.60343283 -071.41565800
112  41.60414858 -071.41625719  41.60431997 -071.41641347
111  41.60446020 -071.41654058
111  41.60531859 -071.41730464
112  41.60607695 -071.41766471  41.60640902 -071.41764970
111  41.60665133 -071.41753568
112  41.60700134 -071.41748467  41.60718981 -071.41750268
111  41.60731546 -071.41759570
111  41.60778887 -071.41784175
112  41.60804689 -071.41799478  41.60817029 -071.41806680
111  41.60826677 -071.41814782
112  41.60879628 -071.41857992  41.60895109 -071.41874796
111  41.60907000 -071.41890400
112  41.60926072 -071.41910205  41.60936617 -071.41918307
111  41.60948733 -071.41928810
111  41.61032392 -071.41999610
112  41.61066826 -071.42044206  41.61080382 -071.42071296
111  41.61079135 -071.42112350
112  41.61075863 -071.42165698  41.61072903 -071.42186120
111  41.61056387 -071.42236342
112  41.61042908 -071.42276148  41.61038546 -071.42286984
112  41.61005466 -071.42355916  41.61000082 -071.42368159
111  41.60954408 -071.42454738
112  41.60891719 -071.42515717  41.60853353 -071.42535822
111  41.60891719 -071.42515717
112  41.60891719 -071.42515717  41.60847968 -071.42535822
111  41.60816332 -071.42505815
112  41.60744923 -071.42431431  41.60732646 -071.42419765
111  41.60671582 -071.42361000
111  41.60164363 -071.41894519
111  41.60114018 -071.41885399
111  41.60110343 -071.41878269
111  41.60165741 -071.41877860
111  41.60169263 -071.41885906
111  41.60653626 -071.42337781
112  41.60654920 -071.42330099  41.60654920 -071.42326098
111  41.60654920 -071.42318347
112  41.60685583 -071.42322348  41.60702598 -071.42315596
111  41.60710451 -071.42301593
111  41.60740366 -071.42244581
111  41.60743919 -071.42248331
111  41.60743358 -071.42249582
111  41.60749902 -071.42256333
111  41.60719799 -071.42313346
112  41.60699793 -071.42338601  41.60688014 -071.42344853
111  41.60682966 -071.42344103
111  41.60677731 -071.42353605
112  41.60685022 -071.42365107  41.60688575 -071.42369858
111  41.60697924 -071.42377860
111  41.60814738 -071.42496732
112  41.60875628 -071.42513278  41.60907974 -071.42501025
111  41.60875628 -071.42513278
112  41.60875628 -071.42513278  41.60926859 -071.42499524
111  41.60958270 -071.42433008
112  41.61002336 -071.42351447  41.61009605 -071.42334163
111  41.61038952 -071.42272947
112  41.61072607 -071.42164559  41.61076107 -071.42137191
111  41.61075030 -071.42101182
112  41.61061299 -071.42043207  41.61048914 -071.42022321
111  41.61026567 -071.42002516
111  41.60986720 -071.41969987
112  41.60961366 -071.41944781  41.60954411 -071.41939079
111  41.60927711 -071.41922275
112  41.60908191 -071.41902770  41.60903255 -071.41895569
111  41.60879697 -071.41868262
112  41.60855016 -071.41844856  41.60848061 -071.41839154
111  41.60808572 -071.41808247
112  41.60782322 -071.41791743  41.60772225 -071.41785742
111  41.60722864 -071.41762637
112  41.60664305 -071.41760237  41.60631996 -071.41775540
111  41.60664305 -071.41760237
112  41.60664305 -071.41760237  41.60585328 -071.41797744
111  41.60527665 -071.41735332
111  41.60326184 -071.41564601
112  41.60262464 -071.41499491  41.60252143 -071.41485689
111  41.60227238 -071.41472187
112  41.60212879 -071.41464686  41.60208616 -071.41461686
113  41.60199365 -071.41456993
110 1 0.00 0.0000 New Taxiway 22
111  41.60364270 -071.41673595
111  41.60349843 -071.41703982
111  41.60531083 -071.41874010
112  41.60536493 -071.41874010  41.60538657 -071.41873286
111  41.60539378 -071.41870633
111  41.60553084 -071.41843380
111  41.60552723 -071.41837592
111  41.60559937 -071.41846274
111  41.60555428 -071.41846757
111  41.60543887 -071.41869910
112  41.60541362 -071.41875939  41.60540641 -071.41879316
111  41.60540641 -071.41882210
111  41.60799239 -071.42123061
111  41.60806813 -071.42107721
111  41.60840573 -071.42140136
111  41.60826320 -071.42166690
111  41.60815037 -071.42188181
111  41.60995087 -071.42356628
111  41.60983833 -071.42378045
111  41.60803351 -071.42210178
111  41.60791293 -071.42233004
111  41.60777743 -071.42258656
111  41.60743839 -071.42228026
111  41.60736036 -071.42242865 102
111  41.60707805 -071.42296547 102
112  41.60681403 -071.42318254  41.60662360 -071.42322885 102
111  41.60649521 -071.42306885 102
111  41.60644437 -071.42302139 102
111  41.60195274 -071.41882856
111  41.60189638 -071.41892068
111  41.60187259 -071.41889555
