A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1       17 1 0 SABE Aeroparque Jorge Newbery
100   39.93   2   2 0.00 0 2 0 13  -34.55415947 -058.42525655    0.00  241.10 1  1 0 2 31  -34.56466919 -058.40624215  302.06    0.00 1  0 0 0
21  -34.55521261 -058.42221402  2 123.90   3.00 xxx PAPI-4L
21  -34.56289712 -058.41028768  2 303.90   3.00 xxx PAPI-4L
110   2 0.00   0.00 Plataforma Comercial
111 -34.55389081 -058.42518849 
111 -34.55430790 -058.42441263 
112 -34.56386963 -058.40654723 -34.56396299 -058.40654389 102 
111 -34.56397778 -058.40657672 102 
112 -34.56404157 -058.40663631 -34.56407727 -058.40670634 102 
113 -34.56405269 -058.40675216 
110   2 0.00   0.00 Plataforma Sur
112 -34.56218603 -058.41628956 -34.56224287 -058.41628956 102 
111 -34.56232267 -058.41614937 
111 -34.56241757 -058.41599347 
111 -34.56303280 -058.41509445 
111 -34.56353333 -058.41429673 
111 -34.56417985 -058.41309382 
111 -34.56482637 -058.41172631 
111 -34.56544160 -058.41046009 
111 -34.56639053 -058.40857342 
111 -34.56674268 -058.40795595 102 
112 -34.56674165 -058.40771594 -34.56668887 -058.40758775 102 
111 -34.56653429 -058.40741495 102 
112 -34.56634364 -058.40705827 -34.56628681 -058.40692023 102 
111 -34.56627526 -058.40676558 102 
112 -34.56615069 -058.40663605 -34.56607355 -058.40663605 102 
111 -34.56600231 -058.40680995 102 
111 -34.56541032 -058.40788967 102 
112 -34.56532690 -058.40796564 -34.56523758 -058.40797057 102 
111 -34.56521220 -058.40785168 102 
111 -34.56473316 -058.40665826 
111 -34.56068645 -058.41400533 102 
111 -34.56126322 -058.41446418 102 
112 -34.56135546 -058.41464524 -34.56138248 -058.41478959 102 
111 -34.56130930 -058.41485941 
111 -34.56117667 -058.41512606 102 
112 -34.56106566 -058.41537960 -34.56107647 -058.41548458 102 
111 -34.56117620 -058.41552158 102 
113 -34.56202123 -058.41618963 102 
111 -34.56231988 -058.41107857 102 
111 -34.56285804 -058.41151502 102 
112 -34.56300304 -058.41170172 -34.56301968 -058.41178589 102 
111 -34.56293885 -058.41196105 102 
111 -34.56167910 -058.41418362 102 
112 -34.56153527 -058.41428272 -34.56144099 -058.41429282 102 
111 -34.56133795 -058.41418939 102 
113 -34.56083708 -058.41376267 
111 -34.56455375 -058.40704051 102 
112 -34.56463732 -058.40715842 -34.56468037 -058.40722533 102 
111 -34.56469136 -058.40729353 102 
111 -34.56493941 -058.40797351 102 
112 -34.56499517 -058.40821445 -34.56499517 -058.40829599 102 
111 -34.56491976 -058.40846861 102 
111 -34.56331372 -058.41125870 102 
112 -34.56318078 -058.41135574 -34.56311536 -058.41137037 102 
111 -34.56303660 -058.41130470 102 
113 -34.56244712 -058.41084956 
130 Airport Boundary 1
111 -34.55306720 -058.43002841 
111 -34.55427759 -058.42780076 
111 -34.55496924 -058.42662277 
111 -34.55627569 -058.42458170 
111 -34.55768781 -058.42243560 
111 -34.55871568 -058.42084934 
111 -34.55998371 -058.41899480 
111 -34.56070418 -058.41800335 
111 -34.56142464 -058.41726851 
111 -34.56213551 -058.41646369 
111 -34.56281755 -058.41555387 
111 -34.56363408 -058.41416581 
111 -34.56424888 -058.41301100 
111 -34.56515187 -058.41109800 
111 -34.56579549 -058.40979151 
111 -34.56630462 -058.40879999 
112 -34.56666820 -058.40814817 -34.56675783 -058.40804922 
112 -34.56706673 -058.40762783 -34.56705451 -058.40749920 
112 -34.56669304 -058.40714640 -34.56661156 -058.40701777 
112 -34.56642397 -058.40640040 -34.56644842 -058.40609367 
112 -34.56667927 -058.40548710 -34.56677297 -058.40528426 
112 -34.56709234 -058.40471723 -34.56720641 -058.40450449 
112 -34.56742855 -058.40398235 -34.56748559 -058.40367562 
112 -34.56743816 -058.40327080 -34.56732409 -058.40308775 
112 -34.56689060 -058.40302584 -34.56671542 -058.40306047 
112 -34.56599722 -058.40370240 -34.56580574 -058.40385576 
111 -34.56463313 -058.40471723 
111 -34.56293283 -058.40604701 
111 -34.56163598 -058.40715511 
111 -34.56039677 -058.40830988 
111 -34.55918639 -058.40958129 
111 -34.55804324 -058.41098097 
111 -34.55731317 -058.41200741 
111 -34.55653506 -058.41324378 
111 -34.55563207 -058.41512166 
111 -34.55514215 -058.41648630 
111 -34.55458499 -058.41860906 
111 -34.55417192 -058.42035859 
111 -34.55382610 -058.42183983 
111 -34.55345145 -058.42353100 
111 -34.55303838 -058.42498891 
111 -34.55265413 -058.42614357 
111 -34.55230831 -058.42704164 
112 -34.55186642 -058.42807967 -34.55164990 -058.42853533 
111 -34.55149786 -058.42891053 
112 -34.55132065 -058.42958201 -34.55127013 -058.43003766 
112 -34.55134330 -058.43044962 -34.55137939 -058.43078261 
112 -34.55142869 -058.43129338 -34.55145034 -058.43141606 
112 -34.55183048 -058.43185936 -34.55213680 -058.43192134 
113 -34.55228386 -058.43154877 
120 Taxiway Com Central
111 -34.55790115 -058.41601152   1 
112 -34.55730115 -058.41543320 -34.55727803 -058.41540008   1 
112 -34.55725190 -058.41531362 -34.55723864 -058.41525243   1 
112 -34.55724054 -058.41517334 -34.55724736 -058.41514160   1 
111 -34.55728410 -058.41506066   1 
111 -34.55753789 -058.41447884   1 
112 -34.55781630 -058.41383723 -34.55788496 -058.41369468   1 
112 -34.55820076 -058.41313352 -34.55825909 -058.41302593   1 
112 -34.55850444 -058.41254791 -34.55855686 -058.41245108   1 
112 -34.55893315 -058.41178333 -34.55898410 -058.41170354   1 
112 -34.55975682 -058.41056262 -34.55985257 -058.41044846   1 
112 -34.56002245 -058.41037174 -34.56010254 -058.41037386   1 
112 -34.56015231 -058.41041684 -34.56018365 -058.41044433   1 
115 -34.56051547 -058.41073698 
120 Taxiway Aa
111 -34.56075473 -058.41065967   1 
112 -34.56061691 -058.41077258 -34.56056330 -058.41078017   1 
115 -34.56051549 -058.41073706 
120 Taxiway Ab
111 -34.56053018 -058.41102716   1 
112 -34.56056568 -058.41086360 -34.56055853 -058.41079960   1 
115 -34.56051546 -058.41073704 
120 Taxiway Ca
111 -34.55930219 -058.41302277   1 
112 -34.55918387 -058.41310566 -34.55909748 -058.41310984   1 
115 -34.55901517 -058.41305904 
120 Taxiway Cb
111 -34.55910139 -058.41352074   1 
112 -34.55913200 -058.41324277 -34.55911206 -058.41312353   1 
111 -34.55901512 -058.41305911   1 
111 -34.55863242 -058.41277806   1 
112 -34.55848346 -058.41276137 -34.55837917 -058.41278090   1 
115 -34.55834435 -058.41285735 
120 Taxiway Cc
111 -34.55863851 -058.41278244   1 
112 -34.55853721 -058.41261312 -34.55852201 -058.41251052   1 
115 -34.55856770 -058.41243275 
120 Taxiway Ea
111 -34.55791710 -058.41634763   1 
112 -34.55794269 -058.41615419 -34.55794300 -058.41604922   1 
115 -34.55790122 -058.41601152 
120 Taxiway Eb
111 -34.55808973 -058.41592831   1 
112 -34.55798242 -058.41602997 -34.55793917 -058.41603952   1 
115 -34.55790115 -058.41601154 
120 Taxiway 1a
111 -34.55731630 -058.41610931   1 
111 -34.55753468 -058.41574146   1 
112 -34.55757093 -058.41572028 -34.55759590 -058.41571740   1 
115 -34.55760905 -058.41573422 
120 Taxiway 1b
111 -34.55751973 -058.41564855   1 
112 -34.55754374 -058.41568969 -34.55754713 -058.41571054   1 
115 -34.55753457 -058.41574171 
120 Taxiway Com 2
111 -34.55713182 -058.41598090   1 
111 -34.55736294 -058.41556923   1 
112 -34.55739414 -058.41554492 -34.55741071 -058.41554240   1 
115 -34.55743213 -058.41556434 
120 Taxiway Com 2b
111 -34.55734923 -058.41548371   1 
112 -34.55736920 -058.41552012 -34.55737308 -058.41554620   1 
115 -34.55736286 -058.41556926 
120 Taxiway Com 3
111 -34.55696592 -058.41583795   1 
111 -34.55719512 -058.41543188   1 
112 -34.55723638 -058.41532346 -34.55724096 -058.41527894   1 
116 -34.55724081 -058.41525160 -34.55723993 -058.41524539 
120 Taxiway Com 4
111 -34.55672161 -058.41564937   1 
112 -34.55706621 -058.41543592 -34.55708319 -058.41542158   1 
112 -34.55716897 -058.41532802 -34.55718743 -058.41530113   1 
115 -34.55724841 -058.41514741 
120 Taxiway Com 5
111 -34.55653979 -058.41517334   1 
112 -34.55707382 -058.41518993 -34.55711442 -058.41518904   1 
112 -34.55720977 -058.41515397 -34.55725791 -058.41512223   1 
115 -34.55729912 -058.41502623 
120 Taxiway Com 6 / 35
111 -34.55687325 -058.41475288   1 
115 -34.55779608 -058.41531460 
120 Taxiway Com 7 / 34
111 -34.55704760 -058.41431893   1 
115 -34.55796301 -058.41496135 
120 Taxiway Com 8 / 33
111 -34.55722580 -058.41392523   1 
115 -34.55813776 -058.41458028 
120 Taxiway Com 9 / 32
111 -34.55742409 -058.41351732   1 
115 -34.55829550 -058.41419877 
120 Taxiway Com 10 / 31
111 -34.55765074 -058.41307108   1 
115 -34.55847283 -058.41379066 
120 Taxiway Com 11 / 30
111 -34.55781906 -058.41270543   1 
115 -34.55867377 -058.41341410 
120 Taxiway Com 12
111 -34.55794178 -058.41246585   1 
111 -34.55829099 -058.41276917   1 
115 -34.55845922 -058.41276917 
120 Taxiway Com 13
111 -34.55808707 -058.41223062   1 
111 -34.55840824 -058.41252465   1 
115 -34.55850001 -058.41255561 
120 Taxiway Com 14 / 29
111 -34.55827330 -058.41197200   1 
111 -34.55835148 -058.41197184   1 
111 -34.55901741 -058.41258046   1 
111 -34.55902200 -058.41261942   1 
111 -34.55900137 -058.41265560   1 
115 -34.55900825 -058.41272238 
120 Taxiway Com 15 / 28
111 -34.55852064 -058.41162776   1 
111 -34.55916866 -058.41226881   1 
111 -34.55917096 -058.41230776   1 
111 -34.55915950 -058.41234116   1 
115 -34.55916408 -058.41239124 
120 Taxiway Com 16 / 27
111 -34.55872112 -058.41132431   1 
111 -34.55877091 -058.41133144   1 
111 -34.55937262 -058.41196271   1 
111 -34.55937491 -058.41201002   1 
111 -34.55935658 -058.41204341   1 
115 -34.55935658 -058.41209628 
120 Taxiway Com 17 / 26
111 -34.55892327 -058.41103989   1 
111 -34.55897647 -058.41103811   1 
111 -34.55956054 -058.41160931   1 
111 -34.55956741 -058.41165940   1 
111 -34.55953762 -058.41170393   1 
115 -34.55953991 -058.41177627 
120 Taxiway Com 18 / 25
111 -34.55910890 -058.41075018   1 
111 -34.55914964 -058.41074550   1 
111 -34.55975074 -058.41133940   1 
111 -34.55975074 -058.41135887   1 
111 -34.55971866 -058.41140340   1 
115 -34.55973929 -058.41148688 
120 Taxiway Com 19 / 24
111 -34.55930003 -058.41046679   1 
111 -34.55933678 -058.41046434   1 
111 -34.55993178 -058.41105278   1 
111 -34.55992720 -058.41107504   1 
111 -34.55989512 -058.41111678   1 
111 -34.55990887 -058.41121139   1 
111 -34.55990887 -058.41121139   1 
111 -34.55990887 -058.41121139   1 
115 -34.55990887 -058.41121139 
120 Taxiway Com 20
111 -34.55952616 -058.41014841   1 
112 -34.55968212 -058.41030048 -34.55972858 -058.41033519   1 
112 -34.55984580 -058.41036233 -34.55993023 -058.41037388   1 
115 -34.56001836 -058.41037177 
120 Taxiway Com 21
111 -34.55973470 -058.40986179   1 
111 -34.56030395 -058.41041306   1 
112 -34.56033136 -058.41044487 -34.56034333 -058.41046149   1 
115 -34.56034991 -058.41048390 
120 Taxiway Com 22
111 -34.56004637 -058.40938595   1 
111 -34.56036720 -058.41054633   1 
112 -34.56039011 -058.41060755 -34.56040045 -058.41062595   1 
115 -34.56043483 -058.41066590 
120 Taxiway 3a
111 -34.55964719 -058.41300486   1 
112 -34.55957048 -058.41292545 -34.55954773 -058.41289379   1 
112 -34.55951470 -058.41273631 -34.55951803 -058.41263595   1 
115 -34.55958194 -058.41251648 
120 Taxiway 3b
111 -34.56078657 -058.41327337   1 
111 -34.56070407 -058.41341529   1 
112 -34.56056628 -058.41359142 -34.56049748 -058.41363139   1 
112 -34.56039778 -058.41360566 -34.56035260 -058.41359272   1 
115 -34.56029022 -058.41354980 
120 Taxiway 3c
111 -34.55928583 -058.41305878   1 
112 -34.55933859 -058.41297672 -34.55936718 -058.41295285   1 
112 -34.55945892 -058.41294681 -34.55953933 -058.41295007   1 
112 -34.55964533 -058.41300346 -34.55965465 -058.41301009   1 
111 -34.55993178 -058.41322885   1 
111 -34.56012428 -058.41339860   1 
111 -34.56030074 -058.41355999   1 
112 -34.56036523 -058.41366176 -34.56037899 -058.41370591   1 
112 -34.56037898 -058.41387049 -34.56037701 -058.41402563   1 
111 -34.56027488 -058.41418650   1 
115 -34.56019532 -058.41432802 
120 Taxiway 4a
111 -34.55830304 -058.41775819   1 
112 -34.55818940 -058.41796056 -34.55813826 -058.41804565   1 
112 -34.55802463 -058.41809164 -34.55794887 -058.41812614   1 
112 -34.55773486 -058.41813074 -34.55759849 -058.41812384   1 
115 -34.55748107 -058.41810774 
120 Taxiway 4b
111 -34.55723413 -058.41970215   1 
111 -34.55743165 -058.41934045   1 
112 -34.55755443 -058.41879727 -34.55756201 -058.41857650   1 
112 -34.55754596 -058.41835571 -34.55752134 -058.41815564   1 
111 -34.55748079 -058.41810456   1 
112 -34.55738534 -058.41798381 -34.55736072 -058.41792861   1 
112 -34.55736034 -058.41780607 -34.55737170 -058.41768418   1 
112 -34.55740937 -058.41757255 -34.55743589 -058.41748056   1 
115 -34.55748665 -058.41736667 
120 Taxiway 5-1
111 -34.55478799 -058.42412088   1 
111 -34.55440574 -058.42481390   1 
112 -34.55421044 -058.42501183 -34.55410273 -058.42502296   1 
112 -34.55396088 -058.42487246 -34.55388525 -058.42477229   1 
112 -34.55388079 -058.42447663 -34.55387391 -058.42430411   1 
112 -34.55388787 -058.42380548 -34.55390162 -058.42371644   1 
112 -34.55393318 -058.42364045 -34.55396526 -058.42355141   1 
112 -34.55418243 -058.42321514 -34.55429472 -058.42303985   1 
112 -34.55493610 -058.42198273 -34.55508964 -058.42172396   1 
112 -34.55531356 -058.42135192 -34.55542586 -058.42117105   1 
112 -34.55573134 -058.42066065 -34.55584363 -058.42048535   1 
112 -34.55626212 -058.41971353 -34.55636753 -058.41953544   1 
112 -34.55692653 -058.41845820 -34.55706632 -058.41820220   1 
112 -34.55733430 -058.41769167 -34.55741909 -058.41753027   1 
112 -34.55768166 -058.41691779 -34.55781458 -058.41661171   1 
112 -34.55814690 -058.41579266 -34.55820419 -058.41566466   1 
112 -34.55839982 -058.41517300 -34.55846857 -058.41501160   1 
112 -34.55866666 -058.41456697 -34.55874000 -058.41440279   1 
112 -34.55897143 -058.41385161 -34.55904706 -058.41367909   1 
112 -34.55931186 -058.41300323 -34.55940337 -058.41282141   1 
111 -34.55967522 -058.41235518   1 
111 -34.56011924 -058.41164364   1 
111 -34.56037296 -058.41128419   1 
111 -34.56102540 -058.41021687   1 
111 -34.56130027 -058.40977673   1 
111 -34.56174731 -058.40903216   1 
111 -34.56254775 -058.40804918   1 
111 -34.56309144 -058.40727526   1 
111 -34.56352942 -058.40666272   1 
111 -34.56368951 -058.40646465   1 
111 -34.56380731 -058.40641696   1 
111 -34.56400667 -058.40639496   1 
111 -34.56411843 -058.40640963   1 
111 -34.56419696 -058.40642430   1 
111 -34.56422415 -058.40646098   1 
111 -34.56430872 -058.40657835   1 
111 -34.56434497 -058.40667005   1 
111 -34.56434799 -058.40676542   1 
111 -34.56434497 -058.40683144   1 
115 -34.56415769 -058.40716889 
14  -34.55627177 -058.41599448   80 0 Tower Viewpoint
15  -34.55712673 -058.41598128 300.00 Comercial 02
15  -34.55696729 -058.41583607 300.00 Comercial 03
15  -34.55671877 -058.41565248 340.00 Comercial 04
15  -34.55654077 -058.41516848   0.00 Comercial 05
15  -34.55686896 -058.41475315 357.31 Comercial 06
15  -34.55705729 -058.41429304  10.00 Comercial 07
15  -34.55724139 -058.41391373  10.00 Comercial 08
15  -34.55745507 -058.41346593  30.00 Comercial 09
15  -34.55764134 -058.41305948  30.00 Comercial 10
15  -34.55778028 -058.41275351   0.00 Comercial 11
15  -34.55791077 -058.41247448   0.00 Comercial 12
15  -34.55807977 -058.41221848   0.00 Comercial 13
15  -34.55825477 -058.41197148   0.00 Comercial 14
15  -34.55850477 -058.41161848   0.00 Comercial 15
15  -34.55870777 -058.41132448   0.00 Comercial 16
15  -34.55890777 -058.41103548   0.00 Comercial 17
15  -34.55909677 -058.41075248   0.00 Comercial 18
15  -34.55929077 -058.41046348   0.00 Comercial 19
15  -34.55952177 -058.41013548  30.00 Comercial 20
15  -34.55968577 -058.40987748  30.00 Comercial 21
15  -34.55999677 -058.40941548  70.00 Comercial 22
15  -34.56045477 -058.40968248  90.00 Comercial 23
15  -34.55989077 -058.41105448 266.37 Comercial 24
15  -34.55971377 -058.41134648 270.00 Comercial 25
15  -34.55952977 -058.41164348 270.00 Comercial 26
15  -34.55932477 -058.41199948 270.00 Comercial 27
15  -34.55913277 -058.41229048 260.00 Comercial 28
15  -34.55896577 -058.41259348 250.00 Comercial 29
15  -34.55856377 -058.41353548 250.00 Comercial 30
15  -34.55838877 -058.41392748 246.49 Comercial 31
15  -34.55827477 -058.41422748 230.00 Comercial 32
15  -34.55811877 -058.41461348 230.00 Comercial 33
15  -34.55793583 -058.41499298 230.00 Comercial 34
15  -34.55777709 -058.41535139 240.00 Comercial 35
15  -34.56151677 -058.41510948 300.00 Industrial 39
15  -34.56216877 -058.41370148 210.00 Industrial 40
15  -34.56243977 -058.41330848 210.00 Industrial 41
15  -34.56266077 -058.41292748 210.00 Industrial 42
15  -34.56284777 -058.41260648 210.00 Industrial 43
15  -34.56311477 -058.41229448 210.00 Industrial 44
15  -34.56333977 -058.41191248 210.00 Industrial 45
15  -34.56400377 -058.41089048 210.00 Industrial 46
15  -34.56427077 -058.41052048 210.00 Industrial 47
15  -34.56448077 -058.41010448 210.00 Industrial 48
15  -34.56469477 -058.40974948 210.00 Industrial 49
15  -34.56488877 -058.40944848 210.00 Industrial 50
15  -34.56506477 -058.40912748 210.00 Industrial 51
15  -34.56185977 -058.41534548 300.00 Industrial 72
15  -34.55731077 -058.41611048 300.00 Posicion 01
18  -34.55627177 -058.41599448 1 Rotating Beacon
19  -34.55610747 -058.42329566 1 Windsock
19  -34.56047772 -058.41662180 1 Windsock
50 12760 AEROPARQUE ATIS
52 12930 AEROPARQUE CLNC DEL
53 12190 AEROPARQUE GND
54 11885 AEROPARQUE TWR
55 11885 AEROPARQUE APP

99
