I
1050 Generated by WorldEditor 2.1.0r1

1    275 0 0 EPKS Baza Lotnicza
1302 city Kresiny
111  52.32660706  016.95214956 102
111  52.32633531  016.96210604 102
111  52.32632212  016.96258925
111  52.32629850  016.96267022
111  52.32626749  016.96277652
111  52.32650453  016.96374878
111  52.32671820  016.96462516
111  52.32680836  016.96499498
111  52.32718702  016.96654811
111  52.32741464  016.96748174
111  52.32740164  016.96747749
111  52.32731461  016.96774656
111  52.32617136  016.97128141
111  52.32614074  016.97137608
111  52.32505012  016.97474815
111  52.32485935  016.97458338
111  52.32448152  016.97425704
111  52.32444403  016.97422467
111  52.32446354  016.97416082
111  52.32442712  016.97412252
111  52.32446716  016.97399831
111  52.32548558  016.97083891
111  52.32554663  016.97064950
111  52.32560301  016.97060748
111  52.32568271  016.97038045
111  52.32587469  016.97054133
111  52.32591522  016.97042587
111  52.32572325  016.97026499
111  52.32569705  016.97018288
111  52.32579148  016.96988991
111  52.32558381  016.96971539
111  52.32507484  016.96928768
111  52.32518019  016.96894932
111  52.32517759  016.96887910
111  52.32499940  016.96872162
111  52.32499290  016.96873865
111  52.32493697  016.96868970
111  52.32491835  016.96874290
111  52.32485633  016.96868758
111  52.32455459  016.96961540
111  52.32465343  016.96969839
111  52.32476269  016.96935791
111  52.32482512  016.96941111
111  52.32483032  016.96944729
111  52.32482368  016.96947551
111  52.32486544  016.96950900
111  52.32489254  016.96947024
111  52.32494306  016.96944728
111  52.32499030  016.96945154
111  52.32537528  016.96978351
111  52.32537008  016.96979841
111  52.32545332  016.96998567
111  52.32547413  016.97008356
111  52.32548453  016.97023465
111  52.32547933  016.97037510
111  52.32538717  016.97066307
111  52.32534696  016.97067629
111  52.32522078  016.97057173
111  52.32508775  016.97098449
111  52.32522421  016.97109149
111  52.32523724  016.97113154
111  52.32506143  016.97168091
111  52.32497314  016.97195677
111  52.32493554  016.97207427
111  52.32477309  016.97258186
111  52.32468296  016.97250813
111  52.32464043  016.97247334
111  52.32458492  016.97264663
111  52.32436584  016.97246643
111  52.32427440  016.97275188
111  52.32449349  016.97293208
111  52.32432560  016.97345622
111  52.32429821  016.97354173
111  52.32423522  016.97373836
111  52.32403410  016.97356600
111  52.32378843  016.97433296
111  52.32398956  016.97450533
111  52.32379330  016.97511803
111  52.32382322  016.97514356
111  52.32379138  016.97524294
111  52.32381349  016.97526210
111  52.32360596  016.97591001
111  52.32358385  016.97589086
111  52.32357712  016.97591185
111  52.32322516  016.97562197
111  52.32282003  016.97688674
111  52.32317200  016.97717662
111  52.32315511  016.97722935
111  52.32332680  016.97736979
111  52.32335931  016.97726978
111  52.32359993  016.97748045
111  52.32413891  016.97582670
111  52.32408875  016.97578405
111  52.32440070  016.97480902
111  52.32441240  016.97481540
112  52.32441240  016.97481540  52.32448004  016.97463878
111  52.32462571  016.97472390
111  52.32463091  016.97470900
111  52.32476516  016.97482359
111  52.32500585  016.97502904
111  52.32519239  016.97519314
111  52.32523310  016.97522823
111  52.32522789  016.97524100
111  52.32525817  016.97540432
111  52.32535926  016.97594964
111  52.32534625  016.97600497
111  52.32531894  016.97604327
111  52.32527602  016.97606029
111  52.32520578  016.97605817
111  52.32512593  016.97598789
111  52.32505101  016.97592197
111  52.32410285  016.97885861
111  52.32411854  016.97887188 102
111  52.32425633  016.97898842 102
111  52.32429275  016.97905864 102
111  52.32431616  016.97913738 102
111  52.32432526  016.97921824 102
111  52.32431746  016.97929059
111  52.32433957  016.97930974 102
111  52.32380111  016.98099510 102
111  52.32529423  016.98228894 102
111  52.32531100  016.98223612 102
111  52.32536316  016.98207188 102
111  52.32579233  016.98212541 102
111  52.32592633  016.98214212 102
111  52.32596497  016.98217659 102
111  52.32641992  016.98258245
113  52.32691871  016.98302741
111  52.33459608  016.95744709
111  52.33458130  016.95743903 102
111  52.33425505  016.95754783
111  52.33425259  016.95753171 102
111  52.33421935  016.95755387 102
111  52.33407213  016.95748245 102
111  52.33390417  016.95740277
111  52.33389555  016.95741284 102
111  52.33295365  016.95499450 102
111  52.33269027  016.95431825
111  52.33269642  016.95431422 102
111  52.33266934  016.95418528 102
111  52.33266564  016.95407044 102
111  52.33432522  016.94895104
111  52.33435354  016.94893693 102
111  52.33443110  016.94880396 102
111  52.33450004  016.94873949 102
111  52.33457638  016.94869315
111  52.33456530  016.94865487 102
111  52.33463547  016.94862062 102
111  52.33487431  016.94867300
111  52.33488170  016.94865688 102
111  52.33560763  016.94927946 102
111  52.33637220  016.94993518 102
111  52.33640407  016.94996251 102
111  52.33654497  016.95008335
111  52.33653882  016.95010350
111  52.33668779  016.95092153 102
113  52.33670133  016.95093160
111  52.33432269  016.94834932 102
111  52.33435962  016.94838155 102
111  52.33255231  016.95395428 102
111  52.33254369  016.95395428 102
111  52.33253259  016.95392610 102
111  52.33241491  016.95362708 102
111  52.33120051  016.95054142 102
111  52.33120913  016.95053135 102
111  52.33141350  016.94966506 102
111  52.33143275  016.94965666 102
111  52.33344374  016.94877936 102
113  52.33351768  016.94870701 102
111  52.33235312  016.95388111
111  52.33234697  016.95389454 102
111  52.33239724  016.95416820 102
111  52.33237569  016.95446032
111  52.33238288  016.95447040 102
111  52.33046563  016.96040634
111  52.33010365  016.96152707 102
111  52.32985390  016.96229549 102
111  52.32981579  016.96229983 102
111  52.32951628  016.96233400 102
111  52.32695026  016.96262670 102
111  52.32680785  016.96264295 102
111  52.32656470  016.96224510
111  52.32725209  016.96180864
111  52.32724400  016.96177540
111  52.32703881  016.96191138
111  52.32702318  016.96184715
111  52.32722837  016.96171117
111  52.32716179  016.96143752
111  52.32695763  016.96157517
111  52.32693776  016.96149351
111  52.32714192  016.96135586
111  52.32707973  016.96110024
111  52.32672610  016.96133289
111  52.32648775  016.96148969 102
111  52.32653780  016.95970587
111  52.32655009  016.95926771 102
111  52.32659753  016.95757669 102
111  52.32661908  016.95751458 102
111  52.32666627  016.95743736 102
111  52.32671244  016.95738700 102
111  52.32753935  016.95743400 102
111  52.32769838  016.95170456 102
111  52.32771274  016.95163070 102
111  52.32773634  016.95151487 102
111  52.32778148  016.95138560 102
111  52.32794358  016.95118248 102
111  52.32806818  016.95112777
111  52.32916698  016.95064530 102
111  52.33054545  016.95004003 102
111  52.33088584  016.95028081 102
111  52.33093548  016.95025180 102
111  52.33109349  016.95065632 102
113  52.33229900  016.95374254 102
111  52.32983076  016.95991236
111  52.32844453  016.95146599
111  52.32829902  016.95134485
111  52.32903425  016.95101903
111  52.32895001  016.95125713
113  52.33032857  016.95971607
111  52.32754907  016.95208187 102
111  52.32753553  016.95246662 102
111  52.32742719  016.95264389 102
111  52.32727418  016.95263320
111  52.32727319  016.95266915
111  52.32703453  016.95265247
111  52.32703552  016.95261651 102
111  52.32685102  016.95260361 102
111  52.32674267  016.95242432 102
111  52.32674637  016.95214230 102
111  52.32701352  016.95159639 102
111  52.32713295  016.95153999 102
113  52.32741611  016.95165682 102
111  52.32714461  016.95734529
111  52.32714378  016.95737555
111  52.32690512  016.95735887
113  52.32690595  016.95732861
111  52.32715242  016.95706141
111  52.32715071  016.95712351
111  52.32691205  016.95710682
113  52.32691375  016.95704472
111  52.32716059  016.95676436
111  52.32715888  016.95682645
111  52.32692022  016.95680976
113  52.32692192  016.95674767
111  52.32716858  016.95647385
111  52.32716687  016.95653594
111  52.32692820  016.95651925
113  52.32692991  016.95645716
111  52.32717674  016.95617680
111  52.32717504  016.95623889
111  52.32693637  016.95622220
113  52.32693808  016.95616011
111  52.32718505  016.95587486
111  52.32718334  016.95593695
111  52.32694467  016.95592027
113  52.32694638  016.95585817
111  52.32719308  016.95558261
111  52.32719137  016.95564470
111  52.32695271  016.95562801
113  52.32695442  016.95556592
111  52.32720129  016.95528410
111  52.32719958  016.95534619
111  52.32696092  016.95532950
113  52.32696263  016.95526741
111  52.32720969  016.95497844
111  52.32720799  016.95504053
111  52.32696932  016.95502384
113  52.32697103  016.95496175
111  52.32721768  016.95468801
111  52.32721597  016.95475010
111  52.32697731  016.95473341
113  52.32697902  016.95467132
111  52.32722595  016.95438745
111  52.32722424  016.95444954
111  52.32698557  016.95443286
113  52.32698728  016.95437076
111  52.32723444  016.95407844
111  52.32723273  016.95414053
111  52.32699407  016.95412385
113  52.32699578  016.95406175
111  52.32724233  016.95379151
111  52.32724062  016.95385360
111  52.32700196  016.95383692
113  52.32700367  016.95377482
111  52.32725050  016.95349438
111  52.32724879  016.95355647
111  52.32701013  016.95353978
113  52.32701184  016.95347769
111  52.32725881  016.95319215
111  52.32725710  016.95325424
111  52.32701844  016.95323755
113  52.32702015  016.95317546
111  52.32726689  016.95289844
111  52.32726518  016.95296053
111  52.32702652  016.95294384
113  52.32702822  016.95288175
111  52.32742138  016.95947882
111  52.32747877  016.95939247
111  52.32758088  016.95939247
111  52.32763407  016.95949342
111  52.32763267  016.95962558
111  52.32758588  016.95972316
111  52.32746883  016.95972194
111  52.32741563  016.95958762
111  52.32668264  016.95953674
113  52.32668459  016.95942892
111  52.32688865  016.96340159
111  52.32671937  016.96384224
111  52.32670398  016.96384924
111  52.32669800  016.96382266
111  52.32666465  016.96384364
111  52.32662276  016.96367158
111  52.32664328  016.96365899
111  52.32678520  016.96329527
113  52.32684717  016.96335896
111  52.32703741  016.96354568
111  52.32705024  016.96363800
111  52.32694422  016.96390799
111  52.32691943  016.96392058
111  52.32686044  016.96397794
111  52.32680657  016.96398493
111  52.32677494  016.96395975
111  52.32676041  016.96393737
111  52.32674673  016.96394017
111  52.32673732  016.96389820
111  52.32691858  016.96343376
113  52.32701656  016.96352603
111  52.32937563  016.96257090 102
111  52.32963827  016.96254404
112  52.32963827  016.96254404  52.32965571  016.96254236 102
111  52.32967521  016.96256922 102
112  52.32970701  016.96265483  52.32971419  016.96271023 102
111  52.32970496  016.96274717 102
111  52.32955825  016.96319373 102
112  52.32951619  016.96324173  52.32949411  016.96325347 102
111  52.32946899  016.96324745 102
111  52.32925662  016.96306782
112  52.32925662  016.96306782  52.32920635  016.96302417 102
111  52.32923405  016.96292848 102
113  52.32933254  016.96261790 102
111  52.32907227  016.96260613 102
112  52.32911758  016.96263690  52.32913382  016.96265649
111  52.32911758  016.96263690
112  52.32911758  016.96263690  52.32917315  016.96271525 102
111  52.32915092  016.96280618
111  52.32858409  016.96455770 102
112  52.32863624  016.96478014  52.32872686  016.96486687
111  52.32863624  016.96478014 102
111  52.32888418  016.96498858 102
112  52.32892179  016.96507532  52.32893034  016.96511869 102
111  52.32892008  016.96517604 102
111  52.32872686  016.96577340 102
112  52.32867556  016.96584615  52.32864564  016.96587553
111  52.32867556  016.96584615
112  52.32867556  016.96584615  52.32862854  016.96588812 102
111  52.32858323  016.96587972 102
111  52.32817793  016.96554736 102
111  52.32784967  016.96527817 102
111  52.32762140  016.96539988 102
111  52.32749401  016.96578878 102
112  52.32719306  016.96584054  52.32701267  016.96565728
111  52.32719306  016.96584054
112  52.32719306  016.96584054  52.32715117  016.96579577 102
111  52.32711697  016.96568945 102
111  52.32683398  016.96453255
111  52.32686818  016.96450597
111  52.32686989  016.96444722
111  52.32688613  016.96434649
111  52.32714861  016.96366942
111  52.32719306  016.96370859
111  52.32727600  016.96350015
111  52.32687160  016.96308048 102
113  52.32696223  016.96284266 102
111  52.32783479  016.96781469 102
111  52.32757748  016.96758102 102
111  52.32742236  016.96695049 102
112  52.32744575  016.96674098  52.32749130  016.96660803 102
111  52.32759964  016.96667048 102
111  52.32777252  016.96681601 102
111  52.32815243  016.96713582 102
112  52.32818444  016.96721640  52.32820906  016.96729295 102
111  52.32819552  016.96739770 102
111  52.32810072  016.96768980
113  52.32808348  016.96767570 102
111  52.32686308  016.98130394
111  52.32685493  016.98129822
111  52.32674302  016.98137450
111  52.32663229  016.98155378
111  52.32661762  016.98160042
111  52.32657168  016.98174641
111  52.32654953  016.98173687 102
111  52.32631874  016.98182270 102
111  52.32609157  016.98179309 102
111  52.32591098  016.98176955 102
111  52.32579187  016.98175403 102
111  52.32566132  016.98169109
111  52.32565666  016.98170635 102
111  52.32522903  016.98133090 102
111  52.32472994  016.98089270
111  52.32463857  016.98081249 102
111  52.32439894  016.98060210
111  52.32440594  016.98058875 102
111  52.32430919  016.98010053 102
111  52.32431502  016.97993270 102
111  52.32432551  016.97986977
111  52.32431502  016.97985832 102
111  52.32434699  016.97975970 102
111  52.32446459  016.97939691 102
111  52.32449690  016.97929725 102
111  52.32552611  016.97612224
111  52.32553776  016.97613178 102
111  52.32599236  016.97590101
111  52.32599586  016.97588766 102
111  52.32735809  016.97707108 102
111  52.32756472  016.97724943 102
111  52.32768152  016.97735081 102
111  52.32771633  016.97738102
111  52.32771283  016.97739437 102
111  52.32786203  016.97818207
113  52.32787135  016.97818970
111  52.32827480  016.97694646
111  52.32824799  016.97692738 102
111  52.32780039  016.97715626
111  52.32779106  016.97718677 102
111  52.32762726  016.97704556 102
111  52.32742441  016.97687068 102
111  52.32606304  016.97569705 102
111  52.32603446  016.97567241
111  52.32603912  016.97565334 102
111  52.32590741  016.97497820
111  52.32589342  016.97496675 102
111  52.32770248  016.96939387
111  52.32771646  016.96940340 102
111  52.32809179  016.96919170
111  52.32809879  016.96917644 102
111  52.32971942  016.97057547 102
111  52.32985306  016.97069084
111  52.32984840  016.97070037 102
111  52.32986880  016.97081594 102
111  52.32997006  016.97138947 102
111  52.32999993  016.97155868
113  52.33001625  016.97157203
111  52.32706689  016.97223205
111  52.32699835  016.97244718
111  52.32687164  016.97234852
111  52.32679553  016.97228926
111  52.32686687  016.97206497
113  52.32692954  016.97211732
111  52.33045148  016.97021787
111  52.33043805  016.97020963 102
111  52.32992611  016.97047330
111  52.32991604  016.97049253 102
111  52.32978596  016.97038088 102
111  52.32816120  016.96898641 102
111  52.32810157  016.96893524
111  52.32810829  016.96891876 102
111  52.32803779  016.96875397 102
111  52.32800758  016.96863038
111  52.32803275  016.96861390
111  52.32801933  016.96853151
111  52.32802940  016.96841891
111  52.32801933  016.96841067 102
111  52.32863922  016.96649544 102
111  52.32992281  016.96252963
111  52.33049192  016.96077128 102
111  52.33232637  016.95510351
111  52.33234148  016.95510351 102
111  52.33235827  016.95507055 102
111  52.33243716  016.95501287 102
111  52.33251437  016.95497990 102
111  52.33261843  016.95499089 102
111  52.33269061  016.95501836 102
111  52.33281650  016.95513647
111  52.33284167  016.95511175 102
111  52.33385426  016.95770625 102
111  52.33406698  016.95825129 102
111  52.33411734  016.95886108
113  52.33413077  016.95887207
111  52.33280731  016.96196490
111  52.33255755  016.96261752
111  52.33231987  016.96226813
111  52.33120803  016.96239337
111  52.33097237  016.96270649
111  52.33088374  016.96315144
111  52.33122213  016.96518504
111  52.33072663  016.96538939
111  52.33032782  016.96296688
111  52.33031170  016.96291744
111  52.33028394  016.96288380
111  52.33029760  016.96285152
111  52.33032983  016.96289107
111  52.33037012  016.96287789
113  52.33100661  016.96216596
111  52.33568462  016.94910961 102
111  52.33567170  016.94908847 102
111  52.33566131  016.94907146 102
111  52.33551560  016.94829697 102
111  52.33551094  016.94821495 102
111  52.33551677  016.94816344
111  52.33550861  016.94815200 102
111  52.33695421  016.94368381 102
112  52.34009249  016.94199197  52.34224235  016.94336117
111  52.34009249  016.94199197 102
111  52.34238419  016.94371157
111  52.34238128  016.94372906
111  52.34239002  016.94375450 102
111  52.34247162  016.94381014 102
112  52.34271446  016.94498191  52.34256611  016.94574593
111  52.34271446  016.94498191 102
111  52.34226219  016.94704979 102
111  52.34204600  016.94788279 102
111  52.34169000  016.94898268
111  52.34166068  016.94900095
111  52.34141817  016.94878481
111  52.34142091  016.94868510
111  52.34139841  016.94863165
111  52.34134480  016.94879421
111  52.34113895  016.94861259
111  52.34104918  016.94888477
111  52.34125503  016.94906640
111  52.34120184  016.94922771
111  52.34124197  016.94923055
111  52.34129075  016.94917339
111  52.34153501  016.94938922
111  52.34154173  016.94944075 102
111  52.34132192  016.95011990
111  52.34129332  016.95012343
111  52.34105488  016.94991511
111  52.34105705  016.94981417
111  52.34103465  016.94975958
111  52.34098006  016.94992436
111  52.34077497  016.94974151
111  52.34068485  016.95001349
111  52.34088994  016.95019634
111  52.34083638  016.95035800
111  52.34087568  016.95036087
111  52.34092712  016.95030436
111  52.34116555  016.95051268
111  52.34117768  016.95056554 102
111  52.34087740  016.95149329
111  52.34085351  016.95156710 102
111  52.34064820  016.95220142
111  52.34063946  016.95219506 102
111  52.34059866  016.95232861 102
112  52.34038732  016.95263059  52.34024825  016.95275505
111  52.34038732  016.95263059
112  52.34038732  016.95263059  52.34014754  016.95284204 102
111  52.33990317  016.95269745 102
111  52.33979826  016.95260365
111  52.33979146  016.95259252
111  52.33976523  016.95259093
111  52.33975941  016.95260365 102
111  52.33790948  016.95100208 102
111  52.33773052  016.95085185 102
111  52.33757128  016.95071818 102
111  52.33744561  016.95061269
111  52.33692149  016.95016327 102
111  52.33646232  016.94977922 102
113  52.33643260  016.94975099 102
111  52.34336243  016.95208023 102
112  52.34288965  016.95273044  52.34251478  016.95283118
111  52.34288965  016.95273044 102
111  52.34162657  016.95298456
111  52.34162377  016.95296624
111  52.34161118  016.95295479 102
111  52.34152586  016.95297540
112  52.34152586  016.95297540  52.34103909  016.95296624 102
112  52.34096076  016.95167731  52.34106287  016.95118966
111  52.34096076  016.95167731 102
111  52.34100528  016.95154183
111  52.34108010  016.95149861
111  52.34108791  016.95150332
111  52.34106682  016.95156700
111  52.34126549  016.95174731
111  52.34126349  016.95184741
111  52.34128678  016.95190130
111  52.34134044  016.95174064
111  52.34162760  016.95199687
111  52.34171841  016.95172495
