I
1050 Generated by WorldEditor 2.0.0r4

1    645 1 0 KPWK Chicago Executive
110 1 0.00 0.0000 New Taxiway 26
111  42.11263279 -087.89476371
111  42.11265441 -087.89475250
111  42.11272948 -087.89453048
111  42.11272661 -087.89449009
111  42.11279750 -087.89453439
111  42.11276315 -087.89455869
111  42.11269012 -087.89477472
113  42.11269814 -087.89480490
110 1 0.00 0.0000 New Taxiway 26
111  42.11251652 -087.89469044
111  42.11253713 -087.89467919
111  42.11261220 -087.89445717
111  42.11261262 -087.89441886
111  42.11267283 -087.89445648
111  42.11264587 -087.89448538
111  42.11257284 -087.89470141
113  42.11257602 -087.89472794
110 1 0.00 0.0000 New Taxiway 26
111  42.11240186 -087.89461818
111  42.11242182 -087.89460677
111  42.11249689 -087.89438475
111  42.11249352 -087.89434443
111  42.11255911 -087.89438542
111  42.11253056 -087.89441297
111  42.11245753 -087.89462899
113  42.11246192 -087.89465603
110 1 0.00 0.0000 New Taxiway 26
111  42.11228945 -087.89454734
111  42.11230782 -087.89453259
111  42.11238289 -087.89431057
111  42.11237754 -087.89427196
111  42.11243926 -087.89431053
111  42.11241656 -087.89433878
111  42.11234353 -087.89455481
113  42.11234621 -087.89458312
110 1 0.00 0.0000 New Taxiway 26
111  42.11217695 -087.89447644
111  42.11219382 -087.89446193
111  42.11226889 -087.89423991
111  42.11226799 -087.89420350
111  42.11232697 -087.89424036
111  42.11230256 -087.89426812
111  42.11222953 -087.89448415
113  42.11223211 -087.89451121
110 1 0.00 0.0000 New Taxiway 26
111  42.11205956 -087.89440246
111  42.11207851 -087.89439128
111  42.11215358 -087.89416926
111  42.11214974 -087.89412961
111  42.11221516 -087.89417049
111  42.11218725 -087.89419747
111  42.11211422 -087.89441350
113  42.11211793 -087.89443925
110 1 0.00 0.0000 New Taxiway 26
111  42.11195243 -087.89433495
111  42.11196517 -087.89432063
111  42.11204024 -087.89409860
111  42.11204189 -087.89406222
111  42.11209710 -087.89409671
111  42.11207391 -087.89412682
111  42.11200087 -087.89434284
113  42.11200062 -087.89436532
110 1 0.00 0.0000 New Taxiway 25
111  42.11183874 -087.89426330
111  42.11186005 -087.89423226
111  42.11186052 -087.89423080
111  42.11192393 -087.89403355
111  42.11192295 -087.89402184
111  42.11191995 -087.89398602
111  42.11199325 -087.89403182
111  42.11197138 -087.89405058
111  42.11196379 -087.89405710
111  42.11190045 -087.89425508
113  42.11191237 -087.89430971
110 1 0.00 0.0000 New Taxiway 27
111  42.12197894 -087.90475175 53 102
112  42.12216284 -087.90464517  42.12221788 -087.90449359
111  42.12216284 -087.90464517 53 102
111  42.12218509 -087.90456855 53 102
111  42.12247518 -087.90356973
112  42.12247518 -087.90356973  42.12253415 -087.90330685 53 102
112  42.12235377 -087.90320803  42.12226965 -087.90320485
111  42.12235377 -087.90320803 53 102
111  42.12188035 -087.90320686
112  42.12188035 -087.90320686  42.12180299 -087.90321831 53 102
112  42.12174731 -087.90334996  42.12174266 -087.90339747
111  42.12174731 -087.90334996
112  42.12174731 -087.90334996  42.12174070 -087.90354457 53 102
111  42.12169091 -087.90372862 53 102
111  42.12153934 -087.90424262 53 102
111  42.12152154 -087.90430298
112  42.12152154 -087.90430298  42.12148569 -087.90448360
111  42.12160248 -087.90452948
111  42.12159708 -087.90455048
111  42.12129272 -087.90439006
111  42.12129731 -087.90437443
112  42.12143928 -087.90426267  42.12148569 -087.90412220
111  42.12143928 -087.90426267 53 102
111  42.12145727 -087.90420044 53 102
111  42.12159589 -087.90372082 53 102
112  42.12163560 -087.90353925  42.12164346 -087.90347035
111  42.12163560 -087.90353925
111  42.12158253 -087.90343855
112  42.12152815 -087.90337566  42.12150456 -087.90336506
112  42.12144494 -087.90323274  42.12143000 -087.90317126
111  42.12144494 -087.90323274
111  42.12149342 -087.90313911
111  42.12144167 -087.90303400
111  42.12144232 -087.90287412
111  42.12148884 -087.90277077 53 102
111  42.12160939 -087.90277519 53 102
112  42.12165394 -087.90270364  42.12165630 -087.90264110
111  42.12165394 -087.90270364 53 102
111  42.12164153 -087.89996636
111  42.12256952 -087.89995684 53 102
111  42.12258382 -087.90339876
112  42.12258382 -087.90339876  42.12257989 -087.90356305 53 102
111  42.12254126 -087.90367432 53 102
111  42.12226964 -087.90461217 53 102
111  42.12224295 -087.90470434
112  42.12224295 -087.90470434  42.12221858 -087.90483472 53 102
113  42.12231828 -087.90493061
112  42.12248023 -087.90039580  42.12248497 -087.90037152
111  42.12248023 -087.90039580
111  42.12247914 -087.90024785
112  42.12245293 -087.90022724  42.12243366 -087.90022553
111  42.12245293 -087.90022724
111  42.12240839 -087.90022747
111  42.12228958 -087.90022811
111  42.12217419 -087.90022873
111  42.12205994 -087.90022934
111  42.12194512 -087.90022995
111  42.12189000 -087.90023025
111  42.12176500 -087.90023092
111  42.12173934 -087.90024490
111  42.12173934 -087.90040022
111  42.12176118 -087.90042377
111  42.12189000 -087.90042350
111  42.12200426 -087.90042326
111  42.12211908 -087.90042302
111  42.12223326 -087.90042278
111  42.12234872 -087.90042254
111  42.12240903 -087.90042241
113  42.12244748 -087.90042233
112  42.12248050 -087.90090976  42.12248524 -087.90088548
111  42.12248050 -087.90090976
111  42.12247941 -087.90076180
112  42.12245320 -087.90074119  42.12243393 -087.90073949
111  42.12245320 -087.90074119
111  42.12240951 -087.90074143
111  42.12229254 -087.90074205
111  42.12217716 -087.90074267
111  42.12206410 -087.90074327
111  42.12194808 -087.90074390
111  42.12189102 -087.90074420
111  42.12176527 -087.90074487
111  42.12173961 -087.90075886
111  42.12173961 -087.90091417
111  42.12176145 -087.90093773
111  42.12189102 -087.90093746
111  42.12200755 -087.90093721
111  42.12212357 -087.90093697
111  42.12223683 -087.90093673
111  42.12235195 -087.90093649
111  42.12240951 -087.90093636
113  42.12244776 -087.90093628
112  42.12248488 -087.90142180  42.12248962 -087.90139752
111  42.12248488 -087.90142180
111  42.12248379 -087.90127385
112  42.12245758 -087.90125323  42.12243831 -087.90125153
111  42.12245758 -087.90125323
111  42.12241374 -087.90125347
111  42.12229366 -087.90125411
111  42.12217814 -087.90125473
111  42.12206523 -087.90125534
111  42.12194914 -087.90125596
111  42.12189582 -087.90125624
111  42.12176965 -087.90125692
111  42.12174399 -087.90127090
111  42.12174399 -087.90142622
111  42.12176583 -087.90144977
111  42.12189582 -087.90144950
111  42.12200866 -087.90144926
111  42.12212450 -087.90144902
111  42.12223769 -087.90144878
111  42.12235286 -087.90144854
111  42.12241476 -087.90144840
113  42.12245213 -087.90144833
112  42.12248340 -087.90193356  42.12248814 -087.90190928
111  42.12248340 -087.90193356
111  42.12248231 -087.90178560
112  42.12245610 -087.90176499  42.12243683 -087.90176329
111  42.12245610 -087.90176499
111  42.12241314 -087.90176522
111  42.12229748 -087.90176584
111  42.12218212 -087.90176646
111  42.12206907 -087.90176706
111  42.12195305 -087.90176768
111  42.12189647 -087.90176799
111  42.12176817 -087.90176867
111  42.12174251 -087.90178266
111  42.12174251 -087.90193797
111  42.12176435 -087.90196153
111  42.12189647 -087.90196125
111  42.12201074 -087.90196101
111  42.12212666 -087.90196076
111  42.12223960 -087.90196053
111  42.12235517 -087.90196028
111  42.12241401 -087.90196016
113  42.12245065 -087.90196008
112  42.12248655 -087.90244748  42.12249129 -087.90242319
111  42.12248655 -087.90244748
111  42.12248546 -087.90229952
112  42.12245925 -087.90227891  42.12243998 -087.90227720
111  42.12245925 -087.90227891
111  42.12241667 -087.90227914
111  42.12229850 -087.90227977
111  42.12218325 -087.90228038
111  42.12207018 -087.90228099
111  42.12195405 -087.90228161
111  42.12189823 -087.90228191
111  42.12177132 -087.90228259
111  42.12174566 -087.90229657
111  42.12174566 -087.90245189
111  42.12176750 -087.90247544
111  42.12189735 -087.90247517
111  42.12201251 -087.90247493
111  42.12212856 -087.90247468
111  42.12224160 -087.90247445
111  42.12235708 -087.90247420
111  42.12241666 -087.90247408
113  42.12245380 -087.90247400
112  42.12249126 -087.90295883  42.12249600 -087.90293455
111  42.12249126 -087.90295883
111  42.12249017 -087.90281087
112  42.12246396 -087.90279026  42.12244469 -087.90278856
111  42.12246396 -087.90279026
111  42.12241842 -087.90279050
111  42.12229747 -087.90279115
111  42.12218211 -087.90279177
111  42.12206904 -087.90279237
111  42.12195316 -087.90279299
111  42.12190071 -087.90279327
111  42.12177603 -087.90279394
111  42.12175037 -087.90280793
111  42.12175037 -087.90296324
111  42.12177221 -087.90298680
111  42.12190011 -087.90298653
111  42.12201244 -087.90298629
111  42.12212864 -087.90298605
111  42.12224169 -087.90298581
111  42.12235708 -087.90298556
111  42.12241736 -087.90298544
113  42.12245851 -087.90298535
110 1 0.00 0.0000 New Taxiway 11
111  42.11080138 -087.89315223
111  42.11078945 -087.89312153
111  42.11058207 -087.89258776
111  42.11050847 -087.89239834
111  42.11062696 -087.89232262
111  42.11069797 -087.89248977
111  42.11073188 -087.89245834
111  42.11083574 -087.89240834
112  42.11088767 -087.89243262  42.11090681 -087.89247925
111  42.11088767 -087.89243262
112  42.11088767 -087.89243262  42.11091343 -087.89257945
111  42.11081869 -087.89280607
111  42.11087594 -087.89295764
113  42.11099349 -087.89301964 53
110 2 0.00 0.0000 New Taxiway 12
111  42.11050847 -087.89239834
111  42.11045238 -087.89225861
111  42.11045808 -087.89224072
111  42.11048061 -087.89217014
111  42.11050267 -087.89210096
111  42.11052563 -087.89202901
111  42.11128888 -087.89246267
112  42.11128888 -087.89246267  42.11135228 -087.89249777
111  42.11139077 -087.89264834
111  42.11151154 -087.89313670
111  42.11148701 -087.89330203 53
111  42.11099349 -087.89301964
111  42.11087594 -087.89295764
111  42.11081869 -087.89280607
112  42.11088767 -087.89243262  42.11086191 -087.89228580
111  42.11088767 -087.89243262
112  42.11088767 -087.89243262  42.11086854 -087.89238600
111  42.11083574 -087.89240834
111  42.11073188 -087.89245834
111  42.11069797 -087.89248977
113  42.11062696 -087.89232262
110 2 0.00 0.0000 New Taxiway 10
111  42.11123605 -087.89519059 53 102
112  42.11125295 -087.89499308  42.11123970 -087.89492264
111  42.11125295 -087.89499308 53 102
111  42.11119407 -087.89478673 53 102
111  42.11041415 -087.89281711
112  42.11041415 -087.89281711  42.11034644 -087.89269680 53 102
112  42.11023708 -087.89261362  42.11017080 -087.89260746
111  42.11023708 -087.89261362
112  42.11023708 -087.89261362  42.11022649 -087.89261263 53 102
112  42.11020335 -087.89261620  42.11019138 -087.89261895
111  42.11020335 -087.89261620 53
111  42.11019615 -087.89260679 53 102
111  42.11004749 -087.89271294
112  42.11004749 -087.89271294  42.10989614 -087.89289466 53 102
111  42.10995859 -087.89312399
111  42.10979747 -087.89271780 53 102
111  42.11017651 -087.89245181 53 102
111  42.11033452 -087.89234092 53 102
111  42.11045227 -087.89264449
112  42.11045227 -087.89264449  42.11047214 -087.89268814 53
112  42.11058207 -087.89258776  42.11058869 -087.89245979
111  42.11058207 -087.89258776
111  42.11080138 -087.89315223 53
111  42.11078813 -087.89312247
112  42.11078813 -087.89312247  42.11073441 -087.89307584 53 102
112  42.11069540 -087.89320878  42.11070938 -087.89326136
111  42.11069540 -087.89320878 53 102
111  42.11077365 -087.89346656 53 102
111  42.11112755 -087.89435075 53 102
111  42.11121764 -087.89451789
112  42.11121764 -087.89451789  42.11123972 -087.89455361 53 102
112  42.11152596 -087.89432786  42.11167099 -087.89390492
113  42.11152596 -087.89432786
110 2 0.00 0.0000 New Taxiway 13
111  42.11075090 -087.89700477
112  42.11075090 -087.89700477  42.11070584 -087.89718613 53 102
112  42.11075673 -087.89742271  42.11077676 -087.89749724
111  42.11075673 -087.89742271
112  42.11075673 -087.89742271  42.11076418 -087.89745043 53 102
111  42.11077014 -087.89746605 53 102
111  42.11121862 -087.89864268 53 102
111  42.11117627 -087.89877846 53 102
111  42.11116416 -087.89881728
111  42.11117225 -087.89882026
112  42.11117225 -087.89882026  42.11112998 -087.89899583
111  42.11123997 -087.89907126
111  42.11130029 -087.89910561
111  42.11129851 -087.89911279 53 102
111  42.11204185 -087.89950610 53 102
111  42.11210360 -087.89953878
111  42.11210745 -087.89952841
112  42.11210745 -087.89952841  42.11218104 -087.89955983
112  42.11223915 -087.89946722  42.11226798 -087.89940604
111  42.11223915 -087.89946722
111  42.11241195 -087.89990112 53 102
111  42.11199198 -087.89967728 53 102
111  42.11144148 -087.89938387
112  42.11144148 -087.89938387  42.11132267 -087.89934165 53 102
112  42.11118959 -087.89964833  42.11120075 -087.89983912
111  42.11118959 -087.89964833
112  42.11118959 -087.89964833  42.11119157 -087.89968219 53 102
112  42.11121122 -087.89975651  42.11122399 -087.89979461
111  42.11121122 -087.89975651 53
111  42.11120522 -087.89976081
111  42.11106887 -087.89940524
112  42.11106360 -087.89915123  42.11108941 -087.89903036
111  42.11106360 -087.89915123
111  42.11113858 -087.89889810
111  42.11098107 -087.89881606
113  42.11054090 -087.89764952
110 1 0.00 0.0000 New Taxiway 1
111  42.12391995 -087.90784690
111  42.12394848 -087.90774982
111  42.12325964 -087.90738912 53 102
111  42.12310409 -087.90791176
111  42.12298408 -087.90784719
112  42.12298408 -087.90784719  42.12301125 -087.90774187 53 102
112  42.12289503 -087.90725811  42.12274105 -087.90707494
111  42.12289503 -087.90725811 53 102
111  42.12274558 -087.90711310
111  42.12266973 -087.90707494 53 102
111  42.12256218 -087.90727032 53 102
111  42.12247953 -087.90753285 53 102
111  42.12244330 -087.90767023 53
111  42.12244058 -087.90768161 53
111  42.12243198 -087.90771754
111  42.12227009 -087.90763207 53 102
111  42.12228134 -087.90759942 53 102
111  42.12234481 -087.90741532 53 102
111  42.12240594 -087.90716042 53 102
111  42.12242179 -087.90694825
111  42.11968910 -087.90551061 53 102
112  42.11950324 -087.90561363  42.11945512 -087.90575609
111  42.11950324 -087.90561363 53 102
111  42.11937021 -087.90607025
111  42.11924945 -087.90600538 53 102
111  42.11937493 -087.90557675
112  42.11937493 -087.90557675  42.11939663 -087.90540377 53 102
111  42.11925700 -087.90527912
111  42.11674841 -087.90395489
112  42.11674841 -087.90395489  42.11659525 -087.90392373 53 102
112  42.11647764 -087.90414694  42.11641613 -087.90430669
111  42.11647764 -087.90414694 53 102
111  42.11644178 -087.90427794
111  42.11632102 -087.90421308 53 102
111  42.11636159 -087.90406554 53 102
111  42.11637291 -087.90389511
112  42.11637291 -087.90389511  42.11634775 -087.90377853 53 102
111  42.11624555 -087.90369162
111  42.11184524 -087.90137737 53 102
112  42.11167935 -087.90145791  42.11162180 -087.90158636
111  42.11167935 -087.90145791 53 102
111  42.11157086 -087.90174936
111  42.11145589 -087.90167240 53 102
111  42.11155325 -087.90141144
112  42.11155325 -087.90141144  42.11158250 -087.90129571 53 102
111  42.11150683 -087.90119931
111  42.11097145 -087.90091186
112  42.11097145 -087.90091186  42.11083220 -087.90085539 53 102
112  42.11048778 -087.90116219  42.11035532 -087.90144604
111  42.11048778 -087.90116219
111  42.11035853 -087.90109351 53 102
111  42.11045664 -087.90075141
111  42.10971518 -087.90036041
111  42.10978594 -087.90010924
111  42.10973798 -087.90008381
111  42.10982604 -087.89978177
111  42.10984727 -087.89979237
111  42.10987164 -087.89970653
111  42.10986378 -087.89956240
112  42.10986378 -087.89956240  42.10986332 -087.89949065
112  42.10988658 -087.89939814  42.10990114 -087.89934846
111  42.10988658 -087.89939814
111  42.11009256 -087.89877923
112  42.11007055 -087.89871988  42.11004325 -087.89870394
111  42.11007055 -087.89871988
111  42.10992510 -087.89864782
111  42.10991095 -087.89864358
111  42.10990702 -087.89879195
111  42.10977493 -087.89878453
111  42.10977729 -087.89858741
111  42.10990623 -087.89859165
111  42.11008391 -087.89868385
112  42.11013030 -087.89866795  42.11014440 -087.89863729
111  42.11013030 -087.89866795
111  42.11037279 -087.89792211
112  42.11037089 -087.89784749  42.11036179 -087.89781989
111  42.11037089 -087.89784749
111  42.10978669 -087.89631572
112  42.10964518 -087.89561983  42.10963023 -087.89531401
111  42.10964518 -087.89561983
111  42.10964065 -087.89544586
111  42.10972058 -087.89544493
111  42.10972556 -087.89565341
112  42.10972556 -087.89565341  42.10975137 -087.89589696
111  42.10985349 -087.89618600
111  42.11035276 -087.89750911
112  42.11047730 -087.89749843  42.11054085 -087.89738362
111  42.11047730 -087.89749843 53 102
111  42.11067843 -087.89688231 53 102
111  42.11086788 -087.89630198 53 102
112  42.11086675 -087.89600439  42.11083090 -087.89587722
111  42.11086675 -087.89600439
111  42.11085090 -087.89589909
111  42.10966172 -087.89284955
111  42.10959410 -087.89267044
111  42.10958657 -087.89218809
111  42.10959886 -087.89216908
111  42.10959886 -087.89201944
111  42.10977812 -087.89246714
112  42.10977812 -087.89246714  42.10982529 -087.89257142
111  42.10990097 -087.89253460
111  42.11030135 -087.89225739
111  42.11033452 -087.89234092
111  42.11017651 -087.89245181
111  42.10979747 -087.89271780
111  42.10995859 -087.89312399
111  42.11090090 -087.89550593
112  42.11090090 -087.89550593  42.11095090 -087.89559623 53 102
112  42.11114737 -087.89548182  42.11121529 -087.89532031
111  42.11114737 -087.89548182 53 102
111  42.11120869 -087.89529233 53 102
111  42.11123605 -087.89519059
111  42.11152596 -087.89432786 53 102
111  42.11165871 -087.89393282 53 102
111  42.11159626 -087.89357007 53 102
111  42.11158229 -087.89348898 53 102
111  42.11150776 -087.89344319 53
111  42.11148701 -087.89330203
111  42.11151154 -087.89313670
111  42.11139077 -087.89264834
112  42.11128888 -087.89246267  42.11122548 -087.89242757
111  42.11128888 -087.89246267
111  42.11052563 -087.89202901
111  42.11055677 -087.89193108
111  42.11047186 -087.89172124
111  42.11035298 -087.89164748
111  42.11038317 -087.89155719
111  42.11043589 -087.89159387
111  42.11050925 -087.89158654
111  42.11049159 -087.89149864
111  42.11054865 -087.89133016
111  42.11153633 -087.89194731
111  42.11147519 -087.89212678
111  42.11185559 -087.89238316
111  42.11184472 -087.89241430
111  42.11192349 -087.89246715
111  42.11175506 -087.89294172
111  42.11168919 -087.89289954
111  42.11152003 -087.89341604
111  42.11195492 -087.89368943 53
111  42.11194157 -087.89373446
112  42.11194157 -087.89373446  42.11199346 -087.89390509 53 102
111  42.11218798 -087.89404176 53 102
111  42.11231223 -087.89411935 20
112  42.11239046 -087.89405233  42.11241011 -087.89399669
111  42.11239046 -087.89405233 20
111  42.11239299 -087.89396481
111  42.11246562 -087.89401046 20
111  42.11244525 -087.89407356
112  42.11244525 -087.89407356  42.11242429 -087.89414775 20
111  42.11246695 -087.89421728 53 102
111  42.11301321 -087.89455939
111  42.11310661 -087.89427450
111  42.11325001 -087.89436226
111  42.11319538 -087.89453995
111  42.11317454 -087.89460772
112  42.11317454 -087.89460772  42.11316453 -087.89464084
111  42.11317818 -087.89466537 53
111  42.11390247 -087.89511545 53 102
111  42.11401799 -087.89518724
112  42.11401799 -087.89518724  42.11408371 -087.89521296 53 102
112  42.11418048 -087.89516340  42.11423866 -087.89511464
111  42.11418048 -087.89516340 53 102
111  42.11434850 -087.89498419 53 102
111  42.11477833 -087.89452572
112  42.11477833 -087.89452572  42.11489627 -087.89438588 53 102
112  42.11486351 -087.89426164  42.11489408 -087.89417553
111  42.11486351 -087.89426164
112  42.11486351 -087.89426164  42.11488470 -087.89420848 53 102
112  42.11497852 -087.89419529  42.11502307 -087.89420605
111  42.11497852 -087.89419529
112  42.11497852 -087.89419529  42.11502464 -087.89420643 53
112  42.11506530 -087.89434643  42.11506490 -087.89443808
111  42.11506530 -087.89434643
111  42.11484482 -087.89493669
112  42.11484482 -087.89493669  42.11480158 -087.89516986 53 102
111  42.11493009 -087.89526617 53 102
111  42.11503307 -087.89533497 53 102
111  42.11523857 -087.89547226
111  42.11512501 -087.89578801
112  42.11512501 -087.89578801  42.11516353 -087.89557603 53 102
111  42.11503274 -087.89547447 53 102
111  42.11498980 -087.89544528 53 102
111  42.11490170 -087.89538541
112  42.11490170 -087.89538541  42.11473415 -087.89529384 53 102
111  42.11463510 -087.89549926
111  42.11482032 -087.89464114
112  42.11480695 -087.89460829  42.11477474 -087.89463552
111  42.11480695 -087.89460829 53 102
111  42.11453932 -087.89489910
112  42.11453932 -087.89489910  42.11451289 -087.89495723 53 102
112  42.11456821 -087.89502959  42.11460636 -087.89504799
111  42.11456821 -087.89502959
112  42.11456821 -087.89502959  42.11460193 -087.89504585 53 102
112  42.11469394 -087.89498301  42.11473514 -087.89492715
111  42.11469394 -087.89498301
111  42.11456681 -087.89531594 53
112  42.11454260 -087.89514198  42.11449149 -087.89510383
111  42.11454260 -087.89514198 53
111  42.11445305 -087.89508228
112  42.11445305 -087.89508228  42.11443481 -087.89507200 53
112  42.11440001 -087.89507468  42.11438376 -087.89507813
111  42.11440001 -087.89507468
112  42.11440001 -087.89507468  42.11437775 -087.89507941 53
112  42.11435304 -087.89509881  42.11434625 -087.89510561
111  42.11435304 -087.89509881 53
111  42.11388006 -087.89560656
112  42.11388006 -087.89560656  42.11383585 -087.89565609 53 102
111  42.11380602 -087.89570724 53 102
111  42.11282018 -087.89835310
112  42.11282018 -087.89835310  42.11278787 -087.89846902 53 102
112  42.11281735 -087.89863162  42.11283099 -087.89867087
111  42.11281735 -087.89863162 53 102
111  42.11294951 -087.89896091
112  42.11294951 -087.89896091  42.11303861 -087.89916757 53 102
112  42.11320038 -087.89900044  42.11322331 -087.89895098
111  42.11320038 -087.89900044
111  42.11298716 -087.89956639 53 102
112  42.11298716 -087.89932475  42.11296358 -087.89923466
111  42.11298716 -087.89932475 53 102
111  42.11283338 -087.89892413
112  42.11283338 -087.89892413  42.11278883 -087.89881904 53 102
112  42.11260790 -087.89891269  42.11255680 -087.89900101
111  42.11260790 -087.89891269 53 102
111  42.11250884 -087.89918485
112  42.11250884 -087.89918485  42.11245577 -087.89940830 53 102
111  42.11251355 -087.89960199
111  42.11258731 -087.89978756
111  42.11287188 -087.90050350
111  42.11320772 -087.90134847
112  42.11320772 -087.90134847  42.11328791 -087.90152143
111  42.11338789 -087.90161431
