A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      393 0 0 LFNH Carpentras
100   29.87   1   0 0.00 0 0 1 13   44.03171606  005.07828477    0.00    0.00 2  0 0 0 31   44.02447557  005.08948424    0.00    0.00 2  0 0 0
100   55.47   3   0 0.00 0 0 0 13R  44.02901046  005.08139737    0.00    0.00 2  0 0 0 31L  44.02393326  005.08920514    0.00    0.00 2  0 0 0
110   2 0.00   0.00 Apron
111  44.02406282  005.08777114 
111  44.02404098  005.08779953 
111  44.02403818  005.08779531 
111  44.02404729  005.08778339 
111  44.02402608  005.08775162 
111  44.02402949  005.08774702 
111  44.02405070  005.08777871 
113  44.02405994  005.08776691 
112  44.02401418  005.08781505  44.02400459  005.08780052 
111  44.02401418  005.08781505 
112  44.02401418  005.08781505  44.02400952  005.08780666 
112  44.02401286  005.08779971  44.02401311  005.08779791 
111  44.02401286  005.08779971 
112  44.02401286  005.08779971  44.02400974  005.08780458 
111  44.02399379  005.08779343 
112  44.02399786  005.08778886  44.02399877  005.08778741 
111  44.02399786  005.08778886 
112  44.02399786  005.08778886  44.02401057  005.08779625 
112  44.02402042  005.08778781  44.02402716  005.08777699 
111  44.02402042  005.08778781 
112  44.02402042  005.08778781  44.02401964  005.08778583 
111  44.02401024  005.08777262 
111  44.02401383  005.08776806 
113  44.02403737  005.08780332 
111  44.02400848  005.08784192 
111  44.02400444  005.08784734 
111  44.02397044  005.08782387 
111  44.02397454  005.08781915 
111  44.02398281  005.08782496 
111  44.02399412  005.08781053 
111  44.02399014  005.08779824 
113  44.02399378  005.08779417 
112  44.02397166  005.08787840  44.02397024  005.08787642 
111  44.02397166  005.08787840 
112  44.02397166  005.08787840  44.02397387  005.08787840 
112  44.02398229  005.08785827  44.02397504  005.08784893 
111  44.02398229  005.08785827 
112  44.02398229  005.08785827  44.02397478  005.08784984 
112  44.02395656  005.08785995  44.02394565  005.08784551 
111  44.02395656  005.08785995 
112  44.02395656  005.08785995  44.02394655  005.08784623 
112  44.02396897  005.08782924  44.02397234  005.08782870 
111  44.02396897  005.08782924 
112  44.02396897  005.08782924  44.02397091  005.08783159 
112  44.02397239  005.08783360  44.02397355  005.08783540 
111  44.02397239  005.08783360 
112  44.02397239  005.08783360  44.02396876  005.08783432 
112  44.02396075  005.08785551  44.02396899  005.08786565 
111  44.02396075  005.08785551 
112  44.02396075  005.08785551  44.02396886  005.08786493 
112  44.02398583  005.08785345  44.02399786  005.08786731 
111  44.02398583  005.08785345 
112  44.02398583  005.08785345  44.02399579  005.08786893 
113  44.02397482  005.08788318 
110   2 0.00   0.00 Apron
111  44.02415677  005.08760575 
111  44.02414782  005.08761765 
113  44.02416403  005.08762920 
110   2 0.00   0.00 Apron
111  44.02399557  005.08781574 
111  44.02398675  005.08782783 
113  44.02400296  005.08783937 
110   1 0.00  45.00 Taxiway
111  44.02260270  005.08972502 
112  44.02266741  005.08973885  44.02267765  005.08975667 
112  44.02266911  005.08981487  44.02265716  005.08984932 
112  44.02257345  005.08999542  44.02250851  005.09009472 
112  44.02247779  005.09017121  44.02245797  005.09022979 
112  44.02248114  005.09039262  44.02249284  005.09043418 
111  44.02261701  005.09092428 
112  44.02272805  005.09113214  44.02282200  005.09123192 
111  44.02321916  005.09171892 
111  44.02348393  005.09204201 
112  44.02355982  005.09207548  44.02359312  005.09207379 
112  44.02363767  005.09201350  44.02364624  005.09200094 
111  44.02384522  005.09168329 
111  44.02410914  005.09127705 
111  44.02483842  005.09015574 
112  44.02489336  005.09002293  44.02490840  005.08995909 
112  44.02490058  005.08983857  44.02489298  005.08977810 
112  44.02485931  005.08972530  44.02485484  005.08971639 
112  44.02475399  005.08959270  44.02474323  005.08957729 
112  44.02470690  005.08950013  44.02469584  005.08946001 
111  44.02469751  005.08941950 
112  44.02458528  005.08959180  44.02458382  005.08959514 
112  44.02465407  005.08961124  44.02468207  005.08963414 
112  44.02471214  005.08967348  44.02471920  005.08968125 
112  44.02480400  005.08979838  44.02480971  005.08981013 
112  44.02481976  005.09000013  44.02478897  005.09010393 
111  44.02481976  005.09000013 
112  44.02481976  005.09000013  44.02481502  005.09004370 
112  44.02461478  005.09034460  44.02461050  005.09034935 
111  44.02384437  005.09153956 
112  44.02369121  005.09166219  44.02363441  005.09165638 
112  44.02357874  005.09161439  44.02353518  005.09157638 
112  44.02331653  005.09130081  44.02329945  005.09127586 
112  44.02265374  005.09050617  44.02260591  005.09043965 
112  44.02255342  005.09024645  44.02256408  005.09012014 
112  44.02280492  005.08978517  44.02280919  005.08977805 
112  44.02282375  005.08975079  44.02282290  005.08974960 
113  44.02270734  005.08968896 
112  44.02261027  005.09057462  44.02263848  005.09060756 
111  44.02289828  005.09092840 
111  44.02341563  005.09154646 
112  44.02354114  005.09170032  44.02358956  005.09175715 
112  44.02328346  005.09165444  44.02324434  005.09162396 
111  44.02308414  005.09143732 
112  44.02288157  005.09119252  44.02286915  005.09117634 
114  44.02270288  005.09095528  44.02266640  005.09086994 
110   4 0.00   0.00 Taxiway
111  44.02487601  005.09007648 
111  44.02597885  005.08835453 
112  44.02872605  005.08404487  44.02877136  005.08388698 
111  44.02872605  005.08404487 
112  44.02872605  005.08404487  44.02875694  005.08398236 
112  44.02873729  005.08384052  44.02872445  005.08380799 
111  44.02873729  005.08384052 
112  44.02873729  005.08384052  44.02873770  005.08382393 
112  44.02861109  005.08358208  44.02860945  005.08357926 
111  44.02856695  005.08364501 
112  44.02870679  005.08387427  44.02871828  005.08395508 
112  44.02867827  005.08404020  44.02864961  005.08409837 
112  44.02855656  005.08424692  44.02853196  005.08428661 
112  44.02496596  005.08981612  44.02493968  005.08985374 
112  44.02492014  005.08983224  44.02490944  005.08982391 
114  44.02486757  005.08974309  44.02486955  005.08975225 
110   1 0.00   0.00 Apron
112  44.03134364  005.07914116  44.03135024  005.07913169 
111  44.03134364  005.07914116 
112  44.03134364  005.07914116  44.03135266  005.07913192 
112  44.03162789  005.07894860  44.03170808  005.07891139 
112  44.03186033  005.07872506  44.03191845  005.07856661 
113  44.03181619  005.07841014 
110   1 0.00   0.00 Apron
112  44.02843616  005.08360610  44.02843800  005.08360440 
112  44.02850991  005.08360367  44.02854553  005.08361136 
111  44.02856708  005.08364508 
112  44.02861090  005.08358190  44.02861002  005.08358102 
112  44.02857171  005.08348586  44.02855881  005.08342692 
113  44.02856349  005.08341042 
110   1 0.00   0.00 Apron
112  44.03068784  005.08015431  44.03067835  005.08016539 
111  44.03068784  005.08015431 
112  44.03068784  005.08015431  44.03073167  005.08012508 
111  44.03079362  005.08017931 
111  44.03097672  005.07989329 
112  44.03094309  005.07976054  44.03095676  005.07970887 
111  44.03094309  005.07976054 
114  44.03094309  005.07976054  44.03092967  005.07978092 
110   1 0.00 310.00 Apron
112  44.02333989  005.08754426  44.02333849  005.08754726 
112  44.02334275  005.08755418  44.02334715  005.08755708 
112  44.02337272  005.08757205  44.02337920  005.08757688 
112  44.02340084  005.08760392  44.02340501  005.08760971 
112  44.02342268  005.08765344  44.02342539  005.08766947 
112  44.02341919  005.08769446  44.02341851  005.08769917 
112  44.02341840  005.08773881  44.02342059  005.08775019 
112  44.02343125  005.08776065  44.02343704  005.08776572 
112  44.02345124  005.08776859  44.02345937  005.08777330 
112  44.02347748  005.08779198  44.02348256  005.08779858 
112  44.02349120  005.08783013  44.02348747  005.08784521 
112  44.02346551  005.08788373  44.02346110  005.08789221 
112  44.02342982  005.08794328  44.02342575  005.08794894 
112  44.02339128  005.08798498  44.02338586  005.08798639 
112  44.02336416  005.08797306  44.02335196  005.08795703 
111  44.02328707  005.08783211 
112  44.02325281  005.08776065  44.02324874  005.08775169 
112  44.02322141  005.08771697  44.02320819  005.08771084 
112  44.02316859  005.08771896  44.02315266  005.08772744 
112  44.02314289  005.08774675  44.02313442  005.08776042 
111  44.02294304  005.08829864 
112  44.02286596  005.08850510  44.02286643  005.08851006 
111  44.02288023  005.08852297 
111  44.02274748  005.08886045 
112  44.02246911  005.08958307  44.02246977  005.08959627 
111  44.02246911  005.08958307 
112  44.02246911  005.08958307  44.02247460  005.08959476 
112  44.02258897  005.08967368  44.02259522  005.08968659 
111  44.02260270  005.08972502 
111  44.02270751  005.08968947 
111  44.02282307  005.08975289 
112  44.02300798  005.08947717  44.02301691  005.08946405 
112  44.02307318  005.08933764  44.02308360  005.08931349 
112  44.02311135  005.08923934  44.02311582  005.08922623 
112  44.02316625  005.08907803  44.02317715  005.08904671 
112  44.02330091  005.08869861  44.02330818  005.08867740 
112  44.02338354  005.08846064  44.02339092  005.08844353 
112  44.02342953  005.08834830  44.02343326  005.08833652 
112  44.02342487  005.08831444  44.02341919  005.08830419 
111  44.02335295  005.08820556 
111  44.02340744  005.08812903 
112  44.02347394  005.08802598  44.02347801  005.08802032 
112  44.02355375  005.08795992  44.02356906  005.08795630 
112  44.02361265  005.08795992  44.02363968  005.08796646 
111  44.02365825  005.08798634 
111  44.02357275  005.08813695 
111  44.02367725  005.08826379 
111  44.02377287  005.08810440 
111  44.02407460  005.08847212 
111  44.02446046  005.08787880 
111  44.02532207  005.08655442 
111  44.02568342  005.08599620 
111  44.02589487  005.08567369 
111  44.02583138  005.08559279 
111  44.02542312  005.08621969 
111  44.02517445  005.08660196 
111  44.02481857  005.08714996 
111  44.02449347  005.08764906 
112  44.02436954  005.08783031  44.02436309  005.08783296 
111  44.02436954  005.08783031 
112  44.02436954  005.08783031  44.02436141  005.08782959 
111  44.02429939  005.08782642 
111  44.02419267  005.08782685 
112  44.02409579  005.08784368  44.02408358  005.08785358 
111  44.02402789  005.08795233 
111  44.02393673  005.08810103 
112  44.02391148  005.08811134  44.02390018  005.08809803 
111  44.02383793  005.08802176 
112  44.02368933  005.08783415  44.02367516  005.08781744 
112  44.02364543  005.08777793  44.02363619  005.08776550 
111  44.02362323  005.08774167 
111  44.02370303  005.08765976 
111  44.02381133  005.08756728 
112  44.02385313  005.08752236  44.02386469  005.08750525 
112  44.02386792  005.08745910  44.02386382  005.08743784 
112  44.02382083  005.08738496  44.02381458  005.08737916 
112  44.02378473  005.08735061  44.02378271  005.08734455 
111  44.02378473  005.08735061 
112  44.02378473  005.08735061  44.02378589  005.08734343 
112  44.02384553  005.08726341  44.02385085  005.08725568 
112  44.02389303  005.08717357  44.02389126  005.08716347 
111  44.02389303  005.08717357 
112  44.02389303  005.08717357  44.02388916  005.08716727 
112  44.02370873  005.08696747  44.02370495  005.08696472 
111  44.02370873  005.08696747 
114  44.02370873  005.08696747  44.02370473  005.08696852 
120 Borderline for Runway
111  44.02886042  005.08119451  20 
111  44.02881869  005.08114507  20 
115  44.02879242  005.08118591 
120 Borderline for Runway
111  44.02918190  005.08166312  20 
111  44.02920353  005.08162872  20 
115  44.02917571  005.08159648 
120 Borderline for Runway
111  44.02376115  005.08901034  20 
111  44.02373586  005.08897908  20 
115  44.02375834  005.08893609 
120 Borderline for Runway
111  44.02414473  005.08942264  20 
111  44.02412225  005.08945585  20 
115  44.02409836  005.08943436 
120 Centreline for Taxi join
112  44.02369372  005.09172376  44.02371405  005.09172658   1 
116  44.02370963  005.09178986  44.02367623  005.09184020 
120 Centreline for Taxi join
112  44.02260553  005.09051086  44.02255903  005.09046343   1 
116  44.02255919  005.09054582  44.02258463  005.09066779 
120 Centreline for Runway
111  44.02404217  005.08843122  22 
115  44.02586274  005.08563271 
120 Centreline for Taxi
111  44.02337721  005.08807572   1 
112  44.02352617  005.08790863  44.02358476  005.08788283   1 
112  44.02378935  005.08804106  44.02392534  005.08822663 
111  44.02378935  005.08804106 
112  44.02378935  005.08804106  44.02397464  005.08827769   1 
116  44.02410141  005.08834061  44.02414291  005.08827709 
120 Centreline for Taxi
111  44.02251481  005.09035570   1 
111  44.02262181  005.09081271   1 
112  44.02269514  005.09102118  44.02272505  005.09106973   1 
111  44.02290056  005.09127417   1 
111  44.02323583  005.09167612   1 
112  44.02346072  005.09188210  44.02356081  005.09195072 
111  44.02346072  005.09188210 
112  44.02346072  005.09188210  44.02357756  005.09196080   1 
112  44.02363990  005.09187902  44.02365561  005.09186206   1 
115  44.02381300  005.09165383 
120 Centreline for Taxi
111  44.02278802  005.08973474   1 
112  44.02251901  005.09016602  44.02250316  005.09021232   1 
112  44.02251486  005.09035586  44.02252660  005.09040548   1 
112  44.02255937  005.09045436  44.02256571  005.09046478   1 
111  44.02352153  005.09161122   1 
112  44.02364219  005.09171139  44.02370367  005.09173331   1 
112  44.02375727  005.09171334  44.02377413  005.09170377   1 
112  44.02382991  005.09162848  44.02385411  005.09159003   1 
111  44.02477174  005.09017892   1 
112  44.02483391  005.09007119  44.02484919  005.09003620   1 
112  44.02486599  005.08989390  44.02485898  005.08980491   1 
112  44.02480325  005.08972401  44.02478282  005.08969469   1 
112  44.02472756  005.08962742  44.02472360  005.08962100   1 
112  44.02460436  005.08946535  44.02455524  005.08939723   1 
115  44.02457359  005.08932775 
120 Borderline for Taxi
111  44.02472310  005.08968364  20 
112  44.02465956  005.08961221  44.02464448  005.08960119 
111  44.02465956  005.08961221 
112  44.02465956  005.08961221  44.02464061  005.08959761  20 
116  44.02458571  005.08959019  44.02454485  005.08958942 
120 Borderline for Taxi
111  44.02469511  005.08941914  20 
112  44.02471846  005.08953680  44.02474424  005.08958661 
111  44.02471846  005.08953680 
112  44.02471846  005.08953680  44.02473391  005.08956604  20 
116  44.02476782  005.08961426  44.02479661  005.08965200 
120 Borderline for Apron
111  44.03079711  005.08017314  20 
116  44.03068341  005.08015022  44.03064926  005.08019058 
120 Borderline for Apron
111  44.03097346  005.07989726  20 
116  44.03093844  005.07975584  44.03095357  005.07969545 
120 Borderline for Apron
112  44.02856870  005.08364174  44.02854268  005.08361061  20 
116  44.02845596  005.08359913  44.02839404  005.08360633 
120 Borderline for Apron
111  44.02860966  005.08358349  20 
116  44.02856179  005.08343545  44.02855567  005.08334372 
120 Borderline for Apron
111  44.03134001  005.07913660  20 
112  44.03163211  005.07893820  44.03173441  005.07889063  20 
112  44.03185455  005.07872767  44.03191449  005.07859145 
111  44.03185455  005.07872767 
112  44.03185455  005.07872767  44.03190469  005.07859223  20 
116  44.03181228  005.07841349  44.03178728  005.07837521 
120 Holding point
111  44.02354682  005.09171360   3 
115  44.02350508  005.09205681 
120 Holding point
111  44.02472168  005.08968515   5 
115  44.02476892  005.08961170 
14   44.02257844  005.08922979   82 0 Tower
15   44.02318736  005.08791268  27.00 Ramp Start 1
15   44.02291638  005.08870465  27.00 Ramp Start 2
15   44.02311308  005.08813650  27.00 Ramp Start 3
15   44.02304155  005.08834692  27.00 Ramp Start 4
15   44.02297277  005.08856500  27.00 Ramp Start 5
15   44.02285173  005.08887681  27.00 Ramp Start 6
15   44.02257386  005.08954635 310.00 Ramp Start 7
15   44.02265640  005.08930532 310.00 Ramp Start 8
19   44.02349983  005.08813156 0 Windsock
20   44.02376398  005.09151340 146.31  0 2 {@Y}{P}{^r}
51 11817 Frequency


130 Airport Boundary
111  044.02246857  005.08958292
111  044.02314377  005.08774662
111  044.02370834  005.08696747
111  044.02882004  005.08114481
111  044.03171539  005.07828474
111  044.03181458  005.07841015
111  044.03186035  005.07872486
111  044.02872467  005.08404493
111  044.02483749  005.09015560
111  044.02363586  005.09201336
111  044.02355957  005.09207535
111  044.02350616  005.09205675
111  044.02348328  005.09204197
111  044.02272797  005.09113216
111  044.02261734  005.09092426
111  044.02248001  005.09039259
113  044.02247620  005.09017134
99
