I
1050 Generated by WorldEditor

1    115 1 0 LGIR Iraklion  - Nikos Kazantzakis
111  35.33840368  025.18370189
111  35.33861760  025.18370651
111  35.33860419  025.18390232
111  35.33827662  025.18868565
111  35.33826871  025.18880112
113  35.33826871  025.18912860
110 2 0.00 0.0000 New Taxiway 174
111  35.33597066  025.18225602
111  35.33587643  025.18245618
111  35.33603650  025.18256587
113  35.33612938  025.18236987
110 2 0.00 0.0000 New Taxiway 173
111  35.33644911  025.18268060
111  35.33649583  025.18271907
111  35.33657467  025.18257679
113  35.33652868  025.18253831
110 2 0.00 0.0000 New Taxiway 176
111  35.33799351  025.17043833
111  35.33798389  025.17064010
111  35.33812070  025.17064796
113  35.33813032  025.17044488
110 1 0.00 275.0000 New Taxiway 2
111  35.33949387  025.17964640
111  35.33906611  025.17953059
111  35.33904453  025.17892571
111  35.33957493  025.17115189
112  35.33968359  025.17105763  35.33976215  025.17109072
112  35.33998636  025.17250979  35.33994988  025.17302729
111  35.33998636  025.17250979
111  35.34010979  025.17076780
112  35.34003541  025.17078332  35.33999120  025.17067250
111  35.34003541  025.17078332
111  35.33980438  025.17015674
112  35.33980438  025.17015674  35.33973928  025.16989351
111  35.33984054  025.16972466
111  35.33985325  025.16973315
112  35.33985325  025.16973315  35.33979592  025.17000115
111  35.33984365  025.17013179
112  35.33984365  025.17013179  35.33991631  025.17009287
112  35.34013754  025.17029445  35.34020466  025.17054312
111  35.34013754  025.17029445
111  35.34030314  025.16779673
112  35.34021570  025.16812253  35.34018087  025.16821232
111  35.34014039  025.16826618
111  35.33995275  025.16850090
112  35.33995275  025.16850090  35.33985628  025.16860602
112  35.33980914  025.16826852  35.33980825  025.16813603
112  35.33995275  025.16752210  35.34005719  025.16732036
111  35.33995275  025.16752210
111  35.34020549  025.16714889
112  35.34037016  025.16721696  35.34040258  025.16735741
111  35.34037016  025.16721696
111  35.34049079  025.16523824
112  35.33982637  025.16689539  35.33926919  025.16760660
111  35.33982637  025.16689539
112  35.33967894  025.16700336  35.33964077  025.16702526
111  35.33967894  025.16700336
111  35.33966745  025.16697050
111  35.33989148  025.16663954
112  35.33989148  025.16663954  35.34016340  025.16619622
111  35.34024187  025.16487676
111  35.34029548  025.16394960
112  35.34029548  025.16394960  35.34030778  025.16376113
112  35.34046747  025.16224725  35.34049774  025.16148125
111  35.34046747  025.16224725
112  35.34046747  025.16224725  35.34050398  025.16132324
112  35.34044100  025.16037474  35.34045796  025.15987990
111  35.34044100  025.16037474
112  35.34055972  025.16025973  35.34066890  025.16021123
111  35.34055972  025.16025973
111  35.34068035  025.16021278
111  35.34066778  025.16162471
112  35.34072820  025.16182576  35.34077611  025.16188947
111  35.34072820  025.16182576
111  35.34076848  025.16112740
111  35.34125632  025.16117440
111  35.34120165  025.16198915
112  35.34120165  025.16198915  35.34150839  025.16175013
111  35.34136853  025.16137368
111  35.34143614  025.16137015
112  35.34149940  025.16309750  35.34154152  025.16336861
111  35.34166789  025.16367587
111  35.34175080  025.16387472
111  35.34178781  025.16383633
111  35.34170580  025.16363456
112  35.34154152  025.16308717  35.34149518  025.16281606
111  35.34154152  025.16308717
112  35.34154152  025.16308717  35.34151414  025.16284188
111  35.34148044  025.16107321
111  35.34149729  025.16010495
112  35.34149729  025.16010495  35.34144406  025.15992860
111  35.34128667  025.15996811
111  35.34059968  025.16017885
111  35.34042574  025.16020290
111  35.34024788  025.16024458
111  35.34024539  025.16028119
111  35.34009357  025.16232776
111  35.34001241  025.16358140
111  35.34011124  025.16361122
111  35.34013145  025.16361732
111  35.33957628  025.16598364
111  35.33950866  025.16660615
111  35.33958059  025.16697825
112  35.33958059  025.16697825  35.33950622  025.16712568
111  35.33929000  025.16715107
111  35.33913204  025.16712424
111  35.33905120  025.16711051
111  35.33881240  025.16711404
111  35.33865490  025.16960476
112  35.33875400  025.16978182  35.33882251  025.16984655
111  35.33875400  025.16978182
112  35.33870348  025.16982884  35.33866484  025.16983726
111  35.33870348  025.16982884
112  35.33870348  025.16982884  35.33869522  025.16983064
112  35.33867488  025.16982943  35.33866403  025.16982780
111  35.33867488  025.16982943
112  35.33867488  025.16982943  35.33863140  025.16982180
111  35.33862310  025.16972891
111  35.33853351  025.16971777
111  35.33852346  025.16988021
111  35.33852024  025.16993223
111  35.33851698  025.16998501
111  35.33851388  025.17003511
111  35.33850648  025.17015466
111  35.33850422  025.17019125
111  35.33837928  025.17018466
111  35.33788193  025.17015839
111  35.33794703  025.17076631
111  35.33812893  025.17074657
112  35.33820169  025.17085316  35.33822428  025.17096683
111  35.33820169  025.17085316
111  35.33827636  025.17172631
111  35.33798750  025.17175245
112  35.33798750  025.17175245  35.33799107  025.17190256
111  35.33777853  025.17200796
111  35.33772492  025.17212767
111  35.33762153  025.17207369
111  35.33764642  025.17190704
111  35.33682691  025.17237647
111  35.33689716  025.17256813
111  35.33755680  025.17265224
111  35.33755362  025.17270104
111  35.33753009  025.17269827
111  35.33749287  025.17323382
111  35.33752732  025.17323700
111  35.33752186  025.17333528
111  35.33737169  025.17332327
111  35.33735582  025.17356191
111  35.33752282  025.17357507
111  35.33751806  025.17364665
111  35.33735107  025.17363325
111  35.33734011  025.17379815
111  35.33742251  025.17380506
111  35.33740832  025.17405243
111  35.33732364  025.17404456
111  35.33731579  025.17416384
111  35.33739174  025.17416902
111  35.33737568  025.17440844
111  35.33729990  025.17440283
111  35.33727848  025.17472492
111  35.33734373  025.17473074
111  35.33732534  025.17497969
111  35.33726201  025.17497269
111  35.33723005  025.17545330
111  35.33716587  025.17544651
111  35.33718488  025.17515451
111  35.33711040  025.17514971
111  35.33709632  025.17542670
111  35.33711144  025.17548355
111  35.33709279  025.17551676
111  35.33705823  025.17553282
111  35.33702771  025.17550257
111  35.33701787  025.17546497
111  35.33704276  025.17542408
111  35.33693246  025.17541673
111  35.33692120  025.17563668
111  35.33714474  025.17564747
111  35.33738918  025.17566526
111  35.33738699  025.17570054
111  35.33734451  025.17638568
111  35.33728121  025.17655056
111  35.33766416  025.17683377
111  35.33777335  025.17740019
111  35.33777968  025.17770474
112  35.33777968  025.17770474  35.33776100  025.17781623
112  35.33771005  025.17771444  35.33773288  025.17760360
111  35.33771005  025.17771444
112  35.33771005  025.17771444  35.33778658  025.17722339
111  35.33751817  025.17694356
111  35.33642828  025.17607144
112  35.33642828  025.17607144  35.33613585  025.17578978
111  35.33599989  025.17550546
111  35.33593937  025.17555450
112  35.33638081  025.17614321  35.33670632  025.17648034
111  35.33638081  025.17614321
111  35.33739198  025.17696374
112  35.33758124  025.17783083  35.33742949  025.17843877
111  35.33758124  025.17783083
111  35.33756405  025.17789332
111  35.33752818  025.17802679
111  35.33758925  025.17804240
111  35.33784250  025.17810713
112  35.33796324  025.17822655  35.33796176  025.17831162
111  35.33796324  025.17822655
111  35.33788095  025.17924689
112  35.33779392  025.17950101  35.33772746  025.17962321
111  35.33779392  025.17950101
111  35.33681123  025.18113044
111  35.33672262  025.18135933
111  35.33644411  025.18186367
111  35.33647101  025.18188501
111  35.33646468  025.18189277
111  35.33637132  025.18188501
111  35.33619092  025.18178608
111  35.33612129  025.18178608
111  35.33575417  025.18259303
111  35.33575892  025.18262019
111  35.33591558  025.18271717
111  35.33592191  025.18282774
111  35.33596305  025.18280640
112  35.33596305  025.18280640  35.33595087  025.18285121
112  35.33624472  025.18295189  35.33641357  025.18277265
111  35.33624472  025.18295189
111  35.33633809  025.18282386
111  35.33648684  025.18294413
112  35.33666565  025.18290727  35.33675964  025.18279632
111  35.33666565  025.18290727
112  35.33666565  025.18290727  35.33675964  025.18279632
111  35.33679414  025.18267508
112  35.33679414  025.18267508  35.33676977  025.18250225
111  35.33662735  025.18241399
112  35.33662735  025.18241399  35.33634885  025.18218781
111  35.33652956  025.18193156
111  35.33660786  025.18200266
111  35.33680452  025.18218123 102
111  35.33740737  025.18272863 102
111  35.33768315  025.18297905
112  35.33772113  025.18315945  35.33768783  025.18327293
111  35.33772113  025.18315945
111  35.33800913  025.18268807
112  35.33800913  025.18268807  35.33796528  025.18273685
111  35.33789678  025.18270359
111  35.33758728  025.18242777
111  35.33734609  025.18221282
112  35.33734609  025.18221282  35.33726179  025.18205251 102
111  35.33735875  025.18188888 102
111  35.33846961  025.18003054
112  35.33846961  025.18003054  35.33853864  025.17994632 102
111  35.33856592  025.17997237
111  35.33842576  025.18199377
111  35.33888070  025.18125277
111  35.33895975  025.18013579
111  35.33907663  025.18019751
111  35.33910152  025.18013649
112  35.33931023  025.18053551  35.33921641  025.18083361
111  35.33931023  025.18053551
113  35.33944426  025.18031722
111  35.33823145  025.17068779
111  35.33823922  025.17041504
112  35.33828586  025.17030546  35.33832958  025.17029355
111  35.33828586  025.17030546
112  35.33842286  025.17047340  35.33843841  025.17065801
111  35.33842286  025.17047340
111  35.33841120  025.17074377
114  35.33841120  025.17074377  35.33823728  025.17076640
111  35.33597066  025.18225602
111  35.33612938  025.18236987
111  35.33603650  025.18256587
113  35.33587643  025.18245618
111  35.33613743  025.18258360
111  35.33617152  025.18261098
112  35.33617152  025.18261098  35.33626087  025.18255334
112  35.33618916  025.18284301  35.33602457  025.18289489
111  35.33618916  025.18284301
111  35.33610686  025.18294533
112  35.33610686  025.18294533  35.33598930  025.18286751
113  35.33604455  025.18274213
111  35.33652868  025.18253831
111  35.33657467  025.18257679
111  35.33649583  025.18271907
113  35.33644911  025.18268060
111  35.33812070  025.17064796
111  35.33798389  025.17064010
111  35.33799351  025.17043833
113  35.33813032  025.17044488
110 2 0.00 5.0000 New Taxiway 1
111  35.33884036  025.19017041
111  35.33826871  025.18912860
111  35.33826871  025.18880112
111  35.33827662  025.18868565
111  35.33860419  025.18390232
111  35.33861760  025.18370651
111  35.33840368  025.18370189
111  35.33839139  025.18388475
111  35.33827890  025.18555756
111  35.33818003  025.18556395
111  35.33810838  025.18556859
111  35.33761355  025.18637488
111  35.33721617  025.18645700
111  35.33645489  025.18771681
111  35.33643491  025.18782908
111  35.33768225  025.18875691
111  35.33795004  025.18895611
111  35.33795765  025.18888705
111  35.33805053  025.18888705
111  35.33802617  025.18929020
111  35.33867934  025.19047164
112  35.33878439  025.19096811  35.33897776  025.19120888
113  35.33878439  025.19096811
110 1 0.00 0.0000 New Taxiway 6
111  35.34108930  025.16492022
111  35.34107048  025.16509617
111  35.34134651  025.16482057
113  35.34128104  025.16472983
110 2 0.00 0.0000 New Taxiway 5
111  35.34178781  025.16383633
111  35.34175080  025.16387472
111  35.34152019  025.16411904
112  35.34146610  025.16421676  35.34146039  025.16429006
111  35.34150311  025.16432845
112  35.34153726  025.16443665  35.34153726  025.16447853
111  35.34146610  025.16454484
111  35.34128104  025.16472983
111  35.34134651  025.16482057
111  35.34191798  025.16424537
111  35.34197287  025.16419931
111  35.34210667  025.16405621
113  35.34188460  025.16374209
110 1 0.00 0.0000 New Taxiway 4
111  35.33628641  025.18104411 20
112  35.33516512  025.18359533  35.33513497  025.18384277
111  35.33516512  025.18359533
112  35.33516512  025.18359533  35.33515316  025.18375871 20
112  35.33515998  025.18384757  35.33515750  025.18395087 20
112  35.33512306  025.18432924  35.33511996  025.18439608 20
112  35.33512458  025.18533712  35.33511928  025.18545197 20
112  35.33509869  025.18562266  35.33508102  025.18573318 20
112  35.33489941  025.18699643  35.33489057  025.18706794 20
112  35.33487870  025.18745963  35.33489638  025.18765466 20
112  35.33501588  025.18784035  35.33508129  025.18795304 20
112  35.33533669  025.18818749  35.33548696  025.18831101 20
112  35.33605893  025.18866208  35.33616146  025.18872492 20
112  35.33710035  025.18928176  35.33724355  025.18939445 20
112  35.33738151  025.18959486  35.33743278  025.18966637 20
111  35.33757304  025.18990261 20
112  35.33842268  025.19142524  35.33848278  025.19151409 20
112  35.33866038  025.19169917  35.33873639  025.19175985 20
112  35.33890341  025.19186975  35.33897235  025.19190225 20
112  35.33934327  025.19201872  35.33945818  025.19203389 20
112  35.33965140  025.19199984  35.33972212  025.19197166 20
112  35.33983844  025.19182533  35.33987380  025.19175815 20
112  35.33993586  025.19153444  35.33995177  025.19141958 20
112  35.33996975  025.19120028  35.33998036  025.19108759 20
112  35.34002929  025.19090837  35.34004166  025.19080435 20
112  35.34005517  025.19038485  35.34003571  025.19026566 20
112  35.33991799  025.18999459  35.33986705  025.18989402 20
112  35.33978720  025.18961787  35.33978478  025.18951425 20
112  35.33983792  025.18897128  35.33986845  025.18886490 20
111  35.33994388  025.18875717 20
111  35.34081093  025.18754195 20
112  35.34090411  025.18744042  35.34094911  025.18740496 20
111  35.34097398  025.18739600 20
111  35.34187729  025.18691689 20
112  35.34206364  025.18678997  35.34221631  025.18668753 20
111  35.34235351  025.18644729 20
112  35.34318665  025.18487273  35.34322362  025.18474270 20
111  35.34330858  025.18402314 20
112  35.34354151  025.18164656  35.34355704  025.18151012 20
112  35.34353634  025.18109763  35.34351563  025.18092946 20
112  35.34344213  025.18070250  35.34345367  025.18064458 20
111  35.34348716  025.18063120 20
112  35.34404623  025.18023775  35.34414889  025.18012761 20
112  35.34422705  025.17997976  35.34429764  025.17983554 20
112  35.34437492  025.17942863  35.34438348  025.17928964 20
112  35.34430415  025.17889170  35.34426814  025.17880664 20
112  35.34411396  025.17856018  35.34409899  025.17852085 20
112  35.34406952  025.17836883  35.34407807  025.17829278 20
111  35.34418082  025.17787066 20
112  35.34414458  025.17766759  35.34409752  025.17758367 20
111  35.34399964  025.17758826 20
111  35.34381587  025.17759461 20
112  35.34374081  025.17754701  35.34369375  025.17749456 20
111  35.34370457  025.17731221 20
112  35.34378999  025.17639825  35.34378999  025.17633007 20
112  35.34369423  025.17583993  35.34368781  025.17575602 20
112  35.34369423  025.17520533  35.34372203  025.17516599 20
111  35.34448622  025.17319363 20
112  35.34453799  025.17292392  35.34453158  025.17284263 20
112  35.34443704  025.17267325  35.34441993  025.17265490 20
112  35.34367351  025.17178798  35.34363287  025.17175389 20
111  35.34197305  025.17015705 20
112  35.34176599  025.16984927  35.34170905  025.16968872 20
111  35.34177375  025.16930670 20
112  35.34188582  025.16877238  35.34190290  025.16861183 20
112  35.34203516  025.16458536  35.34202947  025.16452603 20
111  35.34200411  025.16433153 20
111  35.34197287  025.16419931 20
111  35.34191798  025.16424537 20
112  35.34196010  025.16436326  35.34197149  025.16442259 20
112  35.34198573  025.16462344  35.34198858  025.16471069 20
111  35.34186330  025.16774212 20
112  35.34182551  025.16876730  35.34180558  025.16895926
111  35.34182551  025.16876730
112  35.34182551  025.16876730  35.34180558  025.16892785 20
111  35.34171422  025.16930352 20
112  35.34170491  025.16987275  35.34177608  025.17005424 20
111  35.34193681  025.17020147 20
111  35.34294363  025.17117239 20
112  35.34363289  025.17184452  35.34368851  025.17191007 20
111  35.34413681  025.17240669 20
111  35.34441175  025.17273723 20
112  35.34448851  025.17293011  35.34449279  025.17301402 20
111  35.34443472  025.17319451 20
111  35.34365159  025.17516235 20
112  35.34363037  025.17526421  35.34362823  025.17530879 20
112  35.34364275  025.17586886  35.34364916  025.17595802 20
111  35.34369401  025.17613543 20
112  35.34373291  025.17640849  35.34373077  025.17648716 20
111  35.34371701  025.17658621 20
112  35.34364564  025.17745708  35.34364992  025.17752788 20
112  35.34369710  025.17761552  35.34372277  025.17764961 20
112  35.34380464  025.17767495  35.34386668  025.17767495 20
111  35.34400162  025.17765681 20
112  35.34407763  025.17769582  35.34411614  025.17773515 20
112  35.34411867  025.17784991  35.34411225  025.17788138 20
112  35.34407949  025.17801360  35.34406451  025.17806605 20
112  35.34400906  025.17837314  35.34400692  025.17844657 20
112  35.34407168  025.17862751  35.34411874  025.17872191 20
112  35.34425617  025.17895931  35.34427542  025.17902487 20
112  35.34430922  025.17945127  35.34430066  025.17958239 20
112  35.34415542  025.17997141  35.34411264  025.18004483 20
112  35.34400868  025.18016646  35.34393809  025.18024251 20
111  35.34368695  025.18040052 20
112  35.34340946  025.18060368  35.34339449  025.18063793 20
112  35.34338892  025.18071662  35.34338892  025.18078642 20
111  35.34340494  025.18081664 20
112  35.34346984  025.18110285  35.34349830  025.18126784 20
112  35.34347269  025.18162988  35.34345716  025.18187103 20
111  35.34324492  025.18399980 20
112  35.34312818  025.18485143  35.34309122  025.18495388 20
111  35.34298584  025.18512716 20
111  35.34248476  025.18604161 20
111  35.34227691  025.18641507 20
112  35.34201784  025.18671873  35.34187801  025.18681526 20
111  35.34182992  025.18684437 20
111  35.34111765  025.18721085 20
112  35.34088756  025.18735046  35.34082970  025.18739774 20
112  35.34073096  025.18751101  35.34067793  025.18757406 20
111  35.33988823  025.18871861 20
112  35.33977312  025.18893500  35.33974901  025.18903350 20
112  35.33972056  025.18961389  35.33972410  025.18975041
111  35.33972056  025.18961389
112  35.33972056  025.18961389  35.33971856  025.18968027 20
112  35.33980774  025.18993847  35.33985724  025.19005766 20
112  35.33999643  025.19041482  35.34001378  025.19052376 20
112  35.33996648  025.19089874  35.33995941  025.19098542 20
112  35.33991131  025.19119385  35.33990423  025.19129137 20
112  35.33987399  025.19154562  35.33985808  025.19161714 20
112  35.33977720  025.19179342  35.33974185  025.19184110 20
112  35.33962915  025.19193652  35.33957435  025.19196469 20
112  35.33934445  025.19193652  35.33925076  025.19192135 20
112  35.33891170  025.19179691  35.33884451  025.19176007 20
112  35.33868894  025.19164419  35.33863059  025.19159218 20
112  35.33846471  025.19138508  35.33841874  025.19129840 20
111  35.33813445  025.19079875 20
112  35.33763905  025.18987388  35.33760547  025.18979803 20
112  35.33742622  025.18952403  35.33739263  025.18946985 20
112  35.33729240  025.18935301  35.33724644  025.18929667 20
112  35.33714366  025.18921774  35.33710301  025.18918741 20
111  35.33702125  025.18913398 20
111  35.33674224  025.18896995 20
111  35.33667960  025.18893505 20
112  35.33609625  025.18859519  35.33603261  025.18855402 20
111  35.33593406  025.18849002 20
111  35.33587388  025.18844644 20
112  35.33531585  025.18805208  35.33524691  025.18798274 20
112  35.33508240  025.18779382  35.33501876  025.18770498 20
112  35.33494005  025.18747973  35.33493652  025.18743856 20
112  35.33493721  025.18721449  35.33494604  025.18715382 20
111  35.33514543  025.18572046 20
112  35.33518096  025.18542236  35.33518627  025.18531401 20
111  35.33519058  025.18520080 20
111  35.33518909  025.18432691 20
112  35.33522130  025.18389020  35.33522440  025.18382260 20
112  35.33522450  025.18360855  35.33523630  025.18355629 20
112  35.33534433  025.18333368  35.33539945  025.18321122 20
113  35.33636220  025.18109900
110 1 0.00 0.0000 New Taxiway 3
111  35.33752818  025.17802679 20
112  35.33708112  025.17928484  35.33699097  025.17951671 20
111  35.33636507  025.18087694
111  35.33644542  025.18092355 20
112  35.33715181  025.17932900  35.33725611  025.17906679 20
113  35.33758925  025.17804240
110 1 0.00 0.0000 New Taxiway 59
111  35.34173440  025.17976135
111  35.34186901  025.17989146
111  35.34205308  025.17959246
113  35.34191705  025.17945906
110 1 0.00 0.0000 New Taxiway 58
111  35.34249033  025.18066029
111  35.34255843  025.18081180
111  35.34284546  025.18063471
113  35.34277065  025.18048045
110 1 0.00 0.0000 New Taxiway 57
111  35.34301496  025.18197442
111  35.34282327  025.18197133
111  35.34282375  025.18237524
113  35.34301070  025.18237107
110 1 0.00 0.0000 New Taxiway 56
111  35.34183017  025.18068958
111  35.34171110  025.18055471
111  35.34152255  025.18082649
113  35.34165573  025.18094784
110 1 0.00 0.0000 New Taxiway 55
111  35.34193763  025.18158515
111  35.34196614  025.18176025
111  35.34224435  025.18168605
113  35.34222106  025.18151151
110 1 0.00 0.0000 New Taxiway 54
111  35.34193064  025.18253174
111  35.34191364  025.18271912
111  35.34220811  025.18274123
113  35.34222365  025.18255717
110 2 0.00 0.0000 Terminal
111  35.33657340  025.17560753
111  35.33692120  025.17563668
111  35.33693246  025.17541673
111  35.33704276  025.17542408
111  35.33701787  025.17546497
111  35.33702771  025.17550257
111  35.33705823  025.17553282
111  35.33709279  025.17551676
111  35.33711144  025.17548355
111  35.33709632  025.17542670
111  35.33711040  025.17514971
111  35.33718488  025.17515451
111  35.33716587  025.17544651
111  35.33723005  025.17545330
111  35.33726201  025.17497269
111  35.33732534  025.17497969
111  35.33734373  025.17473074
111  35.33727848  025.17472492
111  35.33729990  025.17440283
111  35.33737568  025.17440844
111  35.33739174  025.17416902
111  35.33731579  025.17416384
111  35.33732364  025.17404456
111  35.33740832  025.17405243
111  35.33742251  025.17380506
111  35.33734011  025.17379815
111  35.33735107  025.17363325
111  35.33751806  025.17364665
111  35.33752282  025.17357507
111  35.33735582  025.17356191
111  35.33737169  025.17332327
111  35.33752186  025.17333528
111  35.33752732  025.17323700
111  35.33749287  025.17323382
111  35.33753009  025.17269827
111  35.33755362  025.17270104
111  35.33755680  025.17265224
111  35.33689716  025.17256813
113  35.33677421  025.17255246
110 2 0.00 0.0000 New Taxiway 63
112  35.33343826  025.17717625  35.33335526  025.17730679
111  35.33343826  025.17717625
112  35.33343826  025.17717625  35.33346668  025.17718322
112  35.33359333  025.17719134  35.33363692  025.17718670
111  35.33359333  025.17719134
112  35.33359333  025.17719134  35.33363692  025.17719599
111  35.33374762  025.17719639
111  35.33388614  025.17710876
111  35.33374492  025.17689169
112  35.33374094  025.17685686  35.33374674  025.17683467
111  35.33374094  025.17685686
114  35.33374094  025.17685686  35.33361721  025.17694325
110 2 0.00 0.0000 New Taxiway 62
112  35.33410781  025.17654207  35.33418286  025.17651652
111  35.33410781  025.17654207
111  35.33412773  025.17647357
111  35.33404814  025.17645963
111  35.33394958  025.17629935
111  35.33393976  025.17629265
111  35.33380571  025.17639672
111  35.33372409  025.17659436
112  35.33370884  025.17671455  35.33371153  025.17673434
111  35.33370884  025.17671455
114  35.33370884  025.17671455  35.33388602  025.17663278
110 2 0.00 0.0000 New Taxiway 61
112  35.33473150  025.17655612  35.33484615  025.17658933
111  35.33473150  025.17655612
111  35.33475119  025.17651306
111  35.33472466  025.17645034
111  35.33469434  025.17644105
111  35.33472441  025.17627640
111  35.33459214  025.17625431
111  35.33449536  025.17629935
111  35.33450672  025.17632722
111  35.33443092  025.17646428
111  35.33437976  025.17646195
112  35.33435316  025.17650553  35.33433608  025.17652105
111  35.33435316  025.17650553
114  35.33435316  025.17650553  35.33439940  025.17650042
110 2 0.00 0.0000 New Taxiway 60
112  35.33478523  025.17672180  35.33472259  025.17669108
111  35.33478523  025.17672180
112  35.33478523  025.17672180  35.33480954  025.17673669
111  35.33482319  025.17681271
111  35.33483457  025.17691260
111  35.33492726  025.17705949
111  35.33507024  025.17714165
111  35.33514345  025.17696835
111  35.33516050  025.17697067
113  35.33514652  025.17688777
110 2 0.00 0.0000 New Taxiway 59
111  35.33549239  025.17705360
112  35.33557362  025.17718438  35.33558246  025.17723315
112  35.33555656  025.17730053  35.33555126  025.17731245
112  35.33541164  025.17746849  35.33535681  025.17755872
112  35.33542012  025.17767452  35.33543579  025.17770908
111  35.33555088  025.17774421
111  35.33555365  025.17778992
111  35.33567283  025.17780615
111  35.33568543  025.17727962
112  35.33571765  025.17722155  35.33573709  025.17720313
113  35.33577939  025.17719976
110 1 0.00 0.0000 New Taxiway 58
111  35.33380571  025.17639672
111  35.33393976  025.17629265
111  35.33376549  025.17599141
113  35.33363591  025.17610643
110 1 0.00 0.0000 New Taxiway 57
111  35.33388614  025.17710876
111  35.33374762  025.17719639
111  35.33390401  025.17748121
113  35.33403360  025.17738810
110 1 0.00 0.0000 New Taxiway 56
111  35.33476194  025.17593663
111  35.33462342  025.17591473
111  35.33459214  025.17625431
113  35.33472441  025.17627640
110 1 0.00 0.0000 New Taxiway 55
111  35.33507024  025.17714165
111  35.33492726  025.17705949
111  35.33482002  025.17738265
113  35.33495407  025.17745386
110 1 0.00 0.0000 New Taxiway 54
111  35.33567283  025.17780615
111  35.33555365  025.17778992
111  35.33553085  025.17814075
113  35.33565090  025.17815881
110 1 0.00 0.0000 New Taxiway 53
111  35.33680296  025.17797408
111  35.33660672  025.17823759
111  35.33673828  025.17837966
113  35.33693752  025.17810881
