I
1050 Generated by WorldEditor 1.6.0r1

1   2090 1 0 UCFM Manas International
1302 city Bishkek
111  43.05795516  074.47281257
111  43.05843875  074.47326288
113  43.05850315  074.47322281
111  43.05805145  074.47189717
112  43.05805145  074.47189717  43.05811486  074.47189861
111  43.05814446  074.47198395
111  43.05838966  074.47304567
111  43.05837592  074.47305869
111  43.05802397  074.47271877
111  43.05798698  074.47262475
113  43.05789503  074.47190874
110 1 0.00 271.0000 New Taxiway 22
111  43.05712812  074.47100623
111  43.05705218  074.47041674
111  43.05688093  074.47045795
111  43.05696246  074.47109256
112  43.05732657  074.47148508  43.05758997  074.47141470
111  43.05732657  074.47148508
111  43.05799069  074.47121971
112  43.05799069  074.47121971  43.05809055  074.47116531
111  43.05810897  074.47101272
113  43.05810219  074.47077122
110 1 0.00 271.0000 New Taxiway 21
111  43.05692183  074.46940783
111  43.05675075  074.46944844
111  43.05686867  074.47036470
113  43.05704001  074.47032347
110 1 0.00 271.0000 New Taxiway 20
111  43.05680223  074.46848553
111  43.05663104  074.46852689
111  43.05673827  074.46935519
113  43.05690913  074.46931369
110 1 0.00 271.0000 New Taxiway 19
111  43.05649878  074.46750342
111  43.05661907  074.46843268
111  43.05678951  074.46839178
113  43.05667023  074.46746189
110 1 0.00 271.0000 New Taxiway 18
111  43.05648690  074.46740954
111  43.05665807  074.46736838
111  43.05653986  074.46645457
113  43.05636891  074.46649633
110 1 0.00 271.0000 New Taxiway 17
111  43.05646758  074.46523555
112  43.05646758  074.46523555  43.05628116  074.46537779
111  43.05628240  074.46565749
111  43.05626980  074.46566280
111  43.05635638  074.46640246
111  43.05652788  074.46636070
111  43.05645995  074.46583462
111  43.05744296  074.46559603
111  43.05737117  074.46528597
112  43.05719666  074.46514930  43.05706717  074.46513810
111  43.05719666  074.46514930
113  43.05655592  074.46522510
110 1 0.00 271.0000 New Taxiway 15
111  43.05714922  074.46278262
111  43.05707475  074.46282877
111  43.05676422  074.46343451
112  43.05676422  074.46343451  43.05673331  074.46351528
111  43.05672769  074.46363643
111  43.05686539  074.46470177
111  43.05709442  074.46460946
112  43.05709442  074.46460946  43.05724898  074.46454024
111  43.05723914  074.46432871
113  43.05719840  074.46327106
111  43.05680887  074.46367225
112  43.05682410  074.46354405  43.05684166  074.46349758
111  43.05682410  074.46354405
111  43.05690020  074.46336778
111  43.05708053  074.46301363
111  43.05711097  074.46332612
111  43.05714961  074.46431325
112  43.05706062  074.46449754  43.05698217  074.46452799
111  43.05706062  074.46449754
113  43.05692596  074.46454401
110 1 0.00 271.0000 New Taxiway 13
111  43.05714983  074.45268674
111  43.05714765  074.45266830
111  43.05678872  074.45275021
112  43.05678872  074.45275021  43.05606369  074.45308481
111  43.05626181  074.45411744
111  43.05628489  074.45447730
111  43.05752640  074.46414584
112  43.05803645  074.46452660  43.05836102  074.46444775
111  43.05803645  074.46452660
111  43.05873060  074.46436298
111  43.05883595  074.46433814
111  43.05883735  074.46432084
112  43.05883735  074.46432084  43.05922375  074.46409200
111  43.05917458  074.46365547
111  43.05918301  074.46365162
111  43.05784473  074.45320469
111  43.05783930  074.45320633
112  43.05723777  074.45269971  43.05682889  074.45258240
111  43.05723777  074.45269971
114  43.05723777  074.45269971  43.05719140  074.45268625
112  43.05879209  074.46421220  43.05842817  074.46437374
111  43.05879209  074.46421220
111  43.05801366  074.46440834
112  43.05801366  074.46440834  43.05773967  074.46445642
111  43.05762789  074.46406811
111  43.05639228  074.45453758
111  43.05636278  074.45410096
111  43.05634441  074.45390880
112  43.05677577  074.45289154  43.05729425  074.45259732
111  43.05677577  074.45289154
111  43.05711159  074.45281270
112  43.05711159  074.45281270  43.05756263  074.45285500
111  43.05784646  074.45341074
111  43.05913634  074.46347584
113  43.05907873  074.46350084
110 2 0.00 271.0000 A17A18 concret
111  43.06041398  074.48878855 3
111  43.06073569  074.48871102 3
111  43.06033102  074.48555131
113  43.05999920  074.48563716 3
110 1 0.00 0.0000 Asphalt
111  43.05762504  074.47219818
111  43.05762504  074.47217908
111  43.05756082  074.47203577
111  43.05728998  074.47182560
111  43.05716379  074.47185496
111  43.05659192  074.47198801
111  43.05659751  074.47200902
112  43.05659751  074.47200902  43.05624569  074.47208736
111  43.05627221  074.47254974
111  43.05626384  074.47255356
111  43.05686272  074.47711075
111  43.05689764  074.47714359
111  43.05696694  074.47713456
111  43.05698106  074.47724326
111  43.05693283  074.47725999
111  43.05689798  074.47730585
111  43.05689814  074.47738027
111  43.05715674  074.47934811
111  43.05716512  074.47934581
112  43.05736057  074.47967560  43.05752029  074.47978985
111  43.05736057  074.47967560
111  43.05686356  074.47980667
111  43.05686356  074.47978145
112  43.05686356  074.47978145  43.05695961  074.47955904
111  43.05694965  074.47935427
111  43.05679471  074.47817728
111  43.05669708  074.47820116
111  43.05673833  074.47850100
111  43.05641997  074.47858306
111  43.05637803  074.47827826
111  43.05623912  074.47831038
111  43.05620446  074.47837665
111  43.05621852  074.47853840
111  43.05620245  074.47857579
111  43.05590183  074.47833924
111  43.05579260  074.47749264
111  43.05591306  074.47746448
111  43.05597836  074.47797040
111  43.05643815  074.47786293
111  43.05637286  074.47735701
111  43.05644896  074.47733922
111  43.05646002  074.47742179
111  43.05650151  074.47741178
111  43.05649057  074.47732950
111  43.05656668  074.47731171
111  43.05657785  074.47739335
111  43.05661599  074.47738415
111  43.05660499  074.47730275
111  43.05667813  074.47728566
111  43.05608621  074.47275863
112  43.05608621  074.47275863  43.05604014  074.47219193
111  43.05565565  074.47220836
111  43.05517650  074.47231841
111  43.05487239  074.46983392
111  43.05457501  074.46989315
111  43.05453453  074.46956244
111  43.05483191  074.46950322
111  43.05476131  074.46892648
111  43.05446254  074.46899717
111  43.05438740  074.46838332
111  43.05468617  074.46831263
111  43.05433021  074.46540466
111  43.05426457  074.46542083
111  43.05422382  074.46538045
111  43.05413952  074.46557274
111  43.05409596  074.46559582
111  43.05376261  074.46567065
111  43.05377374  074.46575242
111  43.05393859  074.46571504
111  43.05401727  074.46580541
111  43.05421820  074.46735718
112  43.05413952  074.46745141  43.05408050  074.46746871
111  43.05398214  074.46748410
111  43.05399479  074.46755909
111  43.05425192  074.46751294
111  43.05430580  074.46788292
111  43.05426211  074.46789478
111  43.05466043  074.47098766
111  43.05414637  074.47111164
111  43.05408367  074.47112845
111  43.05408935  074.47117468
111  43.05406153  074.47118200
111  43.05406596  074.47122225
111  43.05407554  074.47130923
111  43.05408013  074.47135087
111  43.05489981  074.47115726
111  43.05500506  074.47209329
112  43.05500506  074.47209329  43.05500886  074.47211933
111  43.05497695  074.47214136
111  43.05411844  074.47232788
111  43.05413112  074.47242336
111  43.05437792  074.47237091
112  43.05445114  074.47246720  43.05446397  074.47254988
111  43.05445114  074.47246720
111  43.05447066  074.47262747
111  43.05459096  074.47259828
111  43.05458352  074.47254132
111  43.05481115  074.47248172
111  43.05478654  074.47229501
111  43.05497184  074.47224830
112  43.05502392  074.47226581  43.05503134  074.47229696
111  43.05502392  074.47226581
111  43.05507744  074.47267153
112  43.05507744  074.47267153  43.05508378  074.47271492
111  43.05503284  074.47273199
111  43.05496231  074.47274911
111  43.05494593  074.47262239
111  43.05486096  074.47264297
111  43.05486598  074.47268184
111  43.05448948  074.47277316
111  43.05450724  074.47292188
111  43.05505423  074.47278362
112  43.05512457  074.47285432  43.05514003  074.47293316
111  43.05512457  074.47285432
111  43.05516110  074.47312545
112  43.05516110  074.47312545  43.05516713  074.47318632
111  43.05511311  074.47322261
111  43.05488701  074.47327829
111  43.05489500  074.47334001
111  43.05511602  074.47328513
112  43.05518672  074.47333019  43.05519235  074.47338595
111  43.05518672  074.47333019
111  43.05525417  074.47386476
112  43.05525417  074.47386476  43.05525797  074.47392095
111  43.05522130  074.47395281
111  43.05504806  074.47399565
111  43.05487551  074.47403831
112  43.05488000  074.47408929  43.05493199  074.47407775
111  43.05487860  074.47412583
111  43.05523830  074.47404314
112  43.05528748  074.47409121  43.05529409  074.47414295
111  43.05525732  074.47416100
112  43.05513473  074.47414575  43.05511698  074.47410236
111  43.05513473  074.47414575
111  43.05505369  074.47416354
111  43.05500392  074.47417062
111  43.05500787  074.47420082
111  43.05488281  074.47422390
111  43.05489546  074.47433158
111  43.05501884  074.47430846
112  43.05507020  074.47423217  43.05513488  074.47421481
111  43.05513151  074.47428735
111  43.05511136  074.47432846
111  43.05516049  074.47470849
111  43.05528444  074.47467843
111  43.05531299  074.47489922
111  43.05490287  074.47499873
111  43.05483972  074.47501463
111  43.05485471  074.47512959
111  43.05539440  074.47500172
111  43.05541394  074.47515459
111  43.05541956  074.47520266
111  43.05543832  074.47527721
111  43.05562718  074.47672462
111  43.05563842  074.47681885
111  43.05579653  074.47804506
112  43.05579653  074.47804506  43.05580496  074.47810006
111  43.05576184  074.47812054
111  43.05568428  074.47813878
111  43.05569797  074.47824724
111  43.05561167  074.47826789
111  43.05565944  074.47863622
111  43.05586574  074.47858667
111  43.05592147  074.47901378
111  43.05452588  074.47935198
112  43.05443459  074.47930045  43.05440583  074.47923416
111  43.05443459  074.47930045
111  43.05430163  074.47842223
112  43.05428314  074.47843488  43.05428595  074.47848295
111  43.05425792  074.47841241
111  43.05428321  074.47858355
112  43.05423536  074.47864832  43.05418552  074.47866148
111  43.05423536  074.47864832
111  43.05321283  074.47893289
111  43.05322229  074.47899057
111  43.05276423  074.47911556
111  43.05275831  074.47907777
111  43.05273252  074.47908537
111  43.05274902  074.47919302
111  43.05275458  074.47922930
111  43.05277936  074.47922105
111  43.05285282  074.47971387
111  43.05244245  074.47981318
111  43.05244949  074.47988278
111  43.05256393  074.47985847
111  43.05261907  074.47984547
111  43.05267021  074.48024107
111  43.05260518  074.48025581
111  43.05260124  074.48022312
111  43.05251103  074.48024118
111  43.05249164  074.48005584
111  43.05247308  074.48005966
111  43.05249726  074.48034042
111  43.05268335  074.48033794
111  43.05288156  074.48187016
111  43.05428871  074.48153174
111  43.05439981  074.48240454
112  43.05431265  074.48257289  43.05421148  074.48259597
111  43.05431265  074.48257289
111  43.05432372  074.48265342
111  43.05626433  074.48221139
112  43.05628540  074.48223832  43.05628979  074.48226593
111  43.05628540  074.48223832
111  43.05629726  074.48232593
111  43.05635144  074.48231331
111  43.05633880  074.48221524
112  43.05633880  074.48221524  43.05633599  074.48219217
111  43.05635144  074.48218447
111  43.05819071  074.48175951
112  43.05841693  074.48177489  43.05852934  074.48179412
111  43.05863894  074.48177874
111  43.05922627  074.48164221
112  43.05922627  074.48164221  43.05927826  074.48163067
111  43.05931339  074.48174028
111  43.05934750  074.48192588
111  43.05940230  074.48191050
111  43.05933626  074.48144512
111  43.05939809  074.48143935
112  43.05945288  074.48166627  43.05947239  074.48183811
111  43.05945288  074.48166627
111  43.05948801  074.48167204
111  43.05999920  074.48563716
111  43.06033102  074.48555131
111  43.06073569  074.48871102
111  43.06041398  074.48878855
111  43.05999920  074.48563716
111  43.05995029  074.48565088
111  43.06037322  074.48879514
112  43.06037322  074.48879514  43.06038868  074.48887014
111  43.06046737  074.48885860
111  43.06082125  074.48876941
111  43.06048340  074.48613165
111  43.06043856  074.48580802
112  43.06044826  074.48564211  43.06047438  074.48562044
111  43.06044826  074.48564211
112  43.06044826  074.48564211  43.06047861  074.48563103
111  43.06049884  074.48568365
111  43.06115036  074.48673320
111  43.06120296  074.48682182
111  43.06166024  074.48759445
112  43.06227736  074.48887941  43.06246528  074.48945975
111  43.06253432  074.49016992
111  43.06259300  074.49016438
111  43.06404980  074.50129168
111  43.06364918  074.50239390
111  43.06377463  074.50326350
111  43.06432341  074.50312156
111  43.06429563  074.50300827
111  43.06419092  074.50303311
111  43.06418953  074.50302165
111  43.06384544  074.50310010
111  43.06374975  074.50238722
111  43.06408482  074.50150821
111  43.06409599  074.50150248
111  43.06021063  074.47158651
111  43.06016176  074.47151581
111  43.06003611  074.47135913
111  43.05982949  074.47121582
111  43.05876642  074.47146610
111  43.05876805  074.47148924
111  43.05870144  074.47156357
111  43.05855345  074.47193999
111  43.05955306  074.47980843
111  43.05930176  074.47987149
112  43.05930176  074.47987149  43.05933108  074.47991735
111  43.05934504  074.47997467
111  43.05936598  074.47996894
111  43.05958238  074.48161601
111  43.05956982  074.48162174
111  43.05955585  074.48152620
112  43.05955585  074.48152620  43.05945673  074.48098546
111  43.05904936  074.48112728
111  43.05904654  074.48111878
111  43.05676504  074.48166375
111  43.05677621  074.48174591
111  43.05451871  074.48228470
111  43.05437799  074.48115349
111  43.05436684  074.48106389
111  43.05425934  074.48108682
111  43.05423109  074.48085967
111  43.05433859  074.48083675
111  43.05433023  074.48076959
111  43.05466251  074.48069316
111  43.05480212  074.48178221
111  43.05625267  074.48143640
111  43.05611262  074.48033387
111  43.05902325  074.47962618
111  43.05899183  074.47937672
111  43.05895134  074.47938246
111  43.05894994  074.47936335
112  43.05919566  074.47908247  43.05927244  074.47886465
111  43.05919566  074.47908247
112  43.05919566  074.47908247  43.05906861  074.47889713
111  43.05891408  074.47892572
111  43.05880614  074.47895445
111  43.05880196  074.47893916
111  43.05842780  074.47903088
111  43.05842501  074.47904425
112  43.05842501  074.47904425  43.05814020  074.47911113
112  43.05840686  074.47949327  43.05856043  074.47948754
111  43.05840686  074.47949327
111  43.05848061  074.47947608
111  43.05848504  074.47949901
111  43.05790771  074.47963594
111  43.05786090  074.47928084
111  43.05748962  074.47641895
111  43.05846131  074.47618394
111  43.05845712  074.47617057
112  43.05845712  074.47617057  43.05889709  074.47606987
111  43.05878363  074.47553792
111  43.05879637  074.47553047
111  43.05859533  074.47392164
111  43.05858416  074.47392164
112  43.05835852  074.47352498  43.05818776  074.47334069
111  43.05835852  074.47352498
111  43.05835852  074.47352498
111  43.05776744  074.47296055
111  43.05773254  074.47294145
111  43.05772290  074.47286093
113  43.05764877  074.47224213
112  43.06015554  074.47184049  43.06019877  074.47220304
111  43.06015554  074.47184049
111  43.06021961  074.47183125
111  43.06150275  074.48167368
111  43.06142856  074.48327063
112  43.06120262  074.48422835  43.06098848  074.48492528
111  43.06120262  074.48422835
111  43.06097499  074.48462758
112  43.06097499  074.48462758  43.06040846  074.48510066
111  43.06023300  074.48421274
111  43.05864646  074.47195375
111  43.05876112  074.47166299
111  43.05885048  074.47157991
113  43.05980988  074.47135145
111  43.06210624  074.48634910
112  43.06169955  074.48662049  43.06136570  074.48641279
111  43.06169955  074.48662049
111  43.06122609  074.48602509
111  43.06078095  074.48529123
112  43.06125442  074.48496446  43.06147698  074.48470415
111  43.06125442  074.48496446
111  43.06154173  074.48446876
112  43.06154173  074.48446876  43.06168741  074.48414198
111  43.06174811  074.48375982
113  43.06176834  074.48374321
112  43.05818545  074.48167459  43.05803908  074.48170664
111  43.05818545  074.48167459
111  43.05741030  074.48184766
111  43.05738923  074.48183805
111  43.05736021  074.48159944
111  43.05756018  074.48155351
111  43.05757423  074.48165376
111  43.05841326  074.48144543
111  43.05844188  074.48166337
111  43.05927228  074.48145978
111  43.05927462  074.48147581
112  43.05923927  074.48155280  43.05919946  074.48158966
111  43.05923927  074.48155280
111  43.05862571  074.48169382
114  43.05862571  074.48169382  43.05843368  074.48173549
111  43.05455210  074.48251746
112  43.05455210  074.48251746  43.05447131  074.48250784
111  43.05446545  074.48238926
111  43.05678738  074.48182681
113  43.05681079  074.48199187
111  43.05315128  074.47917716
111  43.05315641  074.47921679
111  43.05354806  074.47912178
111  43.05352425  074.47897766
111  43.05361910  074.47895042
112  43.05369989  074.47885908  43.05377483  074.47883024
111  43.05369989  074.47885908
111  43.05424319  074.47870365
112  43.05424319  074.47870365  43.05428535  074.47871807
111  43.05429706  074.47876935
111  43.05437902  074.47931417
112  43.05435677  074.47939749  43.05432399  074.47940711
111  43.05431696  074.47937025
111  43.05430755  074.47929702
111  43.05410191  074.47934703
111  43.05409538  074.47929639
111  43.05386932  074.47935122
111  43.05386215  074.47929572
111  43.05367543  074.47934101
112  43.05361207  074.47960420  43.05344931  074.47964426
111  43.05347800  074.47938890
111  43.05323109  074.47944880
111  43.05323827  074.47950431
111  43.05307512  074.47954389
111  43.05306795  074.47948838
111  43.05297043  074.47951204
113  43.05293396  074.47922987
111  43.05547297  074.47922715
111  43.05549195  074.47938244
111  43.05546099  074.47939029
111  43.05546737  074.47943938
111  43.05553484  074.47995886
111  43.05535053  074.48000325
111  43.05528369  074.47948372
111  43.05511926  074.47952159
111  43.05518615  074.48004329
111  43.05501511  074.48008522
111  43.05494502  074.47956432
111  43.05485974  074.47958640
111  43.05492629  074.48010672
111  43.05475455  074.48014693
111  43.05471321  074.47982217
111  43.05455185  074.47985890
111  43.05448534  074.47973548
113  43.05444824  074.47947441
111  43.05619603  074.47904918
111  43.05620855  074.47915038
111  43.05605425  074.47919786 3
111  43.05583678  074.47926478 3
111  43.05588313  074.47973549
111  43.05585278  074.47974241
111  43.05579400  074.47929145
111  43.05558637  074.47934321
113  43.05556831  074.47920311
111  43.05575347  074.47936830
111  43.05582077  074.47988902
111  43.05564760  074.47993127
113  43.05558075  074.47941039
112  43.05745315  074.47210899  43.05749141  074.47219730
111  43.05745315  074.47210899
111  43.05753770  074.47230715
111  43.05761282  074.47261514
111  43.05764339  074.47293202
112  43.05767193  074.47301303  43.05769518  074.47304485
111  43.05767193  074.47301303
111  43.05833460  074.47360029
112  43.05833460  074.47360029  43.05843395  074.47369720
111  43.05848891  074.47387367
111  43.05870346  074.47555593
112  43.05869078  074.47589875  43.05865197  074.47608454
111  43.05869078  074.47589875
111  43.05855328  074.47599593
111  43.05850899  074.47601736
111  43.05761122  074.47623131
111  43.05760852  074.47621263
112  43.05760852  074.47621263  43.05752925  074.47623143
111  43.05749543  074.47612150
111  43.05746901  074.47593346
111  43.05745632  074.47592478
111  43.05730890  074.47469966
111  43.05754091  074.47461856
111  43.05722861  074.47224657
111  43.05726148  074.47197162
113  43.05736323  074.47199905
111  43.05742664  074.47603244
112  43.05738330  074.47622193  43.05734420  074.47626677
111  43.05736217  074.47638972
111  43.05776696  074.47955167
111  43.05763696  074.47960085
112  43.05740444  074.47960085  43.05731143  074.47955457
111  43.05723322  074.47932458
111  43.05721209  074.47915824
111  43.05733431  074.47910431
111  43.05731201  074.47893115
111  43.05718249  074.47894416
111  43.05706020  074.47803888
111  43.05698480  074.47747325
111  43.05728585  074.47739819
111  43.05733759  074.47738534
111  43.05717615  074.47615394
111  43.05740444  074.47607294
111  43.05723851  074.47476968
111  43.05724379  074.47471761
111  43.05725648  074.47471761
113  43.05726704  074.47474509
111  43.05517435  074.47247300
111  43.05535299  074.47385990
111  43.05532255  074.47386849
113  43.05514391  074.47247994
111  43.05537175  074.47400762
111  43.05538146  074.47408507
111  43.05606193  074.47391808
111  43.05613208  074.47400010
111  43.05614230  074.47406586
111  43.05611551  074.47411971
111  43.05537925  074.47430068
113  43.05534215  074.47401541
111  43.05549022  074.47435962
111  43.05554326  074.47440746
111  43.05555653  074.47450315
111  43.05558666  074.47449820
111  43.05565296  074.47455429
111  43.05566865  074.47465327
111  43.05564452  074.47474565
111  43.05558907  074.47475720
111  43.05560113  074.47484629
111  43.05552036  074.47486278
111  43.05556979  074.47524552
111  43.05587597  074.47517623
111  43.05593986  074.47566055
111  43.05592419  074.47566455
111  43.05586512  074.47522242
111  43.05551916  074.47530161
111  43.05550590  074.47529336
113  43.05539017  074.47438272
111  43.05555894  074.47539069
111  43.05561921  074.47545833
111  43.05565658  074.47572723
111  43.05560474  074.47581302
111  43.05557549  074.47582101
113  43.05552125  074.47540033
111  43.05594241  074.47581282
111  43.05593404  074.47575172
111  43.05596683  074.47574313
111  43.05601008  074.47574790
111  43.05601705  074.47580041
111  43.05600450  074.47583096
111  43.05571875  074.47590228
111  43.05574185  074.47607055
111  43.05571082  074.47610667
111  43.05561527  074.47612646
113  43.05558596  074.47589976
111  43.05576532  074.47628192
111  43.05574242  074.47632812
111  43.05581113  074.47683623
111  43.05595217  074.47679829
111  43.05598833  074.47706884
111  43.05582680  074.47710843
111  43.05580751  074.47721731
111  43.05583162  074.47739713
111  43.05578099  074.47741033
111  43.05562429  074.47618954
111  43.05571952  074.47616809
113  43.05575447  074.47619944
111  43.05642699  074.47874950
111  43.05650510  074.47873049
111  43.05660057  074.47875900
111  43.05663702  074.47880651
111  43.05669257  074.47878988
111  43.05669083  074.47864259
111  43.05678110  074.47861646
111  43.05684706  074.47910584
111  43.05680714  074.47911534
111  43.05674985  074.47906545
111  43.05674465  074.47899418
111  43.05668563  074.47893004
111  43.05661967  074.47894667
113  43.05641484  074.47878275
111  43.05633499  074.47748805
111  43.05637144  074.47778500
111  43.05598782  074.47787052
113  43.05594963  074.47758545
111  43.05574250  074.47484124
111  43.05568588  074.47440525
111  43.05586312  074.47436177
113  43.05592020  074.47479839
111  43.05570857  074.47490779
111  43.05573681  074.47512583
111  43.05561213  074.47515646
113  43.05558416  074.47493769
111  43.05595635  074.47643755
111  43.05598811  074.47668011
111  43.05582836  074.47671918
113  43.05579706  074.47647661
111  43.05635362  074.47678483
111  43.05649495  074.47675080
111  43.05655204  074.47718680
113  43.05640978  074.47722208
111  43.05639317  074.47610675
111  43.05643825  074.47644606
111  43.05636532  074.47651411
111  43.05627715  074.47648689
111  43.05623274  074.47614757
113  43.05630698  074.47607681
111  43.05619987  074.47526692
111  43.05627411  074.47519797
111  43.05636029  074.47522609
111  43.05640405  074.47556722
