I
1050 Generated by WorldEditor 2.1.0r1

1    177 0 0 XLLJ Gromovo
1302 city Gromovo
111  60.70631986  030.12316579
111  60.70633622  030.12308353
111  60.70633216  030.12304218
111  60.70636003  030.12292790
111  60.70656794  030.12288381
111  60.70659473  030.12274968
111  60.70738013  030.12262926
111  60.70737696  030.12254131
111  60.70753503  030.12214087
111  60.70752479  030.12210780
113  60.70754438  030.12205057
110 1 0.00 0.0000 New Taxiway 14
111  60.70761728  030.12156678
111  60.70759664  030.12144133
111  60.70754524  030.12138481
112  60.70760006  030.12165320  60.70759068  030.12172467
111  60.70760006  030.12165320
111  60.70763725  030.12171055
111  60.70753554  030.12203103
111  60.70754438  030.12205057
111  60.70752479  030.12210780
111  60.70753503  030.12214087
111  60.70737696  030.12254131
111  60.70738013  030.12262926
112  60.70738013  030.12262926  60.70748846  030.12268198
111  60.70749267  030.12306163
111  60.70760611  030.12265306
111  60.70747115  030.12247889
111  60.70767725  030.12175498
111  60.70764801  030.12171102
111  60.70764298  030.12165459
113  60.70761105  030.12161068
110 2 0.00 0.0000 New Taxiway 13
111  60.70786416  030.12072634
111  60.70791549  030.12073376
111  60.70816982  030.11987203
113  60.70815060  030.11975883
110 1 0.00 0.0000 New Taxiway 12
111  60.70795468  030.12081606
111  60.70822283  030.11988741
111  60.70818309  030.11983038
111  60.70819896  030.11976647
111  60.70816593  030.11972689
111  60.70817850  030.11968497
111  60.70813783  030.11963254
111  60.70814496  030.11960362
111  60.70811708  030.11956100
111  60.70812490  030.11952661
111  60.70809469  030.11948391
111  60.70810437  030.11943414
111  60.70804679  030.11936747
111  60.70815060  030.11975883
111  60.70816982  030.11987203
111  60.70791549  030.12073376
111  60.70786416  030.12072634
111  60.70784358  030.12075936
111  60.70789022  030.12081788
113  60.70790836  030.12075861
110 1 0.00 0.0000 New Taxiway 11
111  60.70852555  030.11885131
111  60.70854430  030.11878880
111  60.70841193  030.11862475
111  60.70834492  030.11881325
111  60.70839376  030.11887209
111  60.70841320  030.11880329
111  60.70846213  030.11886167
113  60.70847975  030.11879867
110 2 0.00 0.0000 New Taxiway 10
111  60.70887808  030.11894489
111  60.70886481  030.11894527
111  60.70879969  030.11919892
111  60.70878851  030.11918393
111  60.70876741  030.11922219
111  60.70804468  030.12167259
111  60.70807176  030.12170469
111  60.70801385  030.12188199
111  60.70801743  030.12198514
111  60.70812623  030.12230379
111  60.70845986  030.12116995
111  60.70856418  030.12107559
111  60.70900082  030.12111922
111  60.70900276  030.12096570
111  60.70862811  030.12089556
111  60.70858202  030.12073118
111  60.70868625  030.12035680
111  60.70865149  030.12014877
111  60.70997602  030.11559447
113  60.70988521  030.11547831
110 2 0.00 0.0000 New Taxiway 9
111  60.70968023  030.11464245
111  60.70975141  030.11441075
111  60.70970940  030.11441534
111  60.70970859  030.11438167
111  60.70968239  030.11434799
111  60.70943625  030.11403238
111  60.70970153  030.11306063
111  60.70958298  030.11292033
112  60.70958298  030.11292033  60.70953876  030.11285104
112  60.70962889  030.11271094  60.70967974  030.11274709
111  60.70962889  030.11271094
111  60.70965836  030.11273731
111  60.70971113  030.11251091
111  60.70937366  030.11209220
111  60.70945727  030.11179849
111  60.70943586  030.11177137
111  60.70941945  030.11182558
111  60.70938145  030.11178644
111  60.70944620  030.11154092
111  60.70942394  030.11151607
111  60.70907658  030.11275280
111  60.70908121  030.11285886
111  60.70913703  030.11295322
111  60.70897092  030.11348156
111  60.70852901  030.11294016
111  60.70840607  030.11228180
111  60.70816647  030.11234126
111  60.70812745  030.11228140
111  60.70802512  030.11236316
111  60.70799002  030.11235015
111  60.70797266  030.11248870
111  60.70799799  030.11254002
111  60.70797036  030.11263775
111  60.70831491  030.11303225
111  60.70814475  030.11371682
111  60.70829341  030.11388137
111  60.70840477  030.11349290
111  60.70859081  030.11324323
113  60.70966498  030.11453659
110 1 0.00 0.0000 New Taxiway 8
111  60.70953225  030.11537884
111  60.70989011  030.11414471
111  60.70984721  030.11408252
111  60.70975772  030.11435127
112  60.70975772  030.11435127  60.70974535  030.11437393
111  60.70973020  030.11436954
111  60.70968239  030.11434799
111  60.70970859  030.11438167
111  60.70970940  030.11441534
111  60.70975141  030.11441075
111  60.70968023  030.11464245
111  60.70967592  030.11473284
111  60.70951578  030.11529774
113  60.70947635  030.11530788
110 1 0.00 0.0000 New Taxiway 7
111  60.71129580  030.10907120
111  60.71173131  030.10755058
111  60.71172528  030.10754143
111  60.71167592  030.10770578
112  60.71167592  030.10770578  60.71164091  030.10775850
111  60.71158394  030.10773075
111  60.71156134  030.10780851
112  60.71156134  030.10780851  60.71159880  030.10788885
111  60.71158606  030.10799168
111  60.71129933  030.10900413
111  60.71126628  030.10901413
111  60.71095221  030.10866074
111  60.71097984  030.10855027
111  60.71095993  030.10852645
111  60.71093405  030.10862788
112  60.71093405  030.10862788  60.71091563  030.10864671
111  60.71086964  030.10862185
111  60.71089550  030.10872564
111  60.71084787  030.10876823
111  60.71084802  030.10890035
111  60.71055768  030.10992258
111  60.71076189  030.11015760
111  60.71058574  030.11079563
111  60.71072131  030.11095733
112  60.71072131  030.11095733  60.71074127  030.11100232
112  60.71067703  030.11110159  60.71064888  030.11107753
111  60.71067703  030.11110159
111  60.71034119  030.11071696
111  60.71028374  030.11092441
111  60.71063056  030.11132960
111  60.71027655  030.11257235
112  60.71027655  030.11257235  60.71026411  030.11260867
111  60.71024540  030.11259503
111  60.70976084  030.11198829
111  60.70975102  030.11202329
111  60.71020928  030.11260238
111  60.71019035  030.11267204
111  60.71024236  030.11272549
111  60.71074894  030.11096938
111  60.71059731  030.11078636
113  60.71114199  030.10889672
110 1 0.00 0.0000 New Taxiway 6
111  60.71181468  030.10606043
111  60.71170284  030.10644321
111  60.71195222  030.10675102
111  60.71175112  030.10745172
111  60.71175844  030.10745792
111  60.71199548  030.10664128
111  60.71207510  030.10655571
111  60.71215968  030.10666256
111  60.71218642  030.10656863
111  60.71221720  030.10660505
111  60.71224220  030.10650960
111  60.71225957  030.10652916
111  60.71228507  030.10643580
112  60.71228507  030.10643580  60.71222776  030.10652908
113  60.71219458  030.10650077
110 1 0.00 0.0000 New Taxiway 5
111  60.71351925  030.10227016
111  60.71354368  030.10218609
111  60.71352931  030.10216946
111  60.71355591  030.10207835
111  60.71352211  030.10204086
111  60.71355266  030.10194448
111  60.71351960  030.10190524
111  60.71353849  030.10184459
111  60.71349182  030.10178800
114  60.71349182  030.10178800  60.71352164  030.10198130
110 1 0.00 0.0000 New Taxiway 4
111  60.71459950  030.09818985
111  60.71461681  030.09812275
111  60.71464863  030.09816061
111  60.71467398  030.09807244
111  60.71470816  030.09810899
111  60.71473278  030.09801388
111  60.71475166  030.09803098
111  60.71477153  030.09796138
113  60.71455305  030.09812683
110 1 0.00 0.0000 New Taxiway 3
111  60.71361357  030.10253503
111  60.71369199  030.10226626
112  60.71369199  030.10226626  60.71368585  030.10217524
111  60.71369445  030.10208752
113  60.71355367  030.10257473
110 2 0.00 0.0000 New Taxiway 2
111  60.71415187  030.10061612
111  60.71424550  030.10073154
111  60.71452071  030.09977493
113  60.71443670  030.09965924
110 1 0.00 0.0000 New Taxiway 1
111  60.71411639  030.10062724
111  60.71415187  030.10061612
111  60.71443670  030.09965924
113  60.71443346  030.09953838
110 1 0.00 0.0000 New Taxiway 157
111  60.71553108  030.09573942
111  60.71557102  030.09568171
113  60.71555223  030.09566622
110 1 0.00 0.0000 New Taxiway 156
111  60.71557102  030.09568171
112  60.71557102  030.09568171  60.71573704  030.09543428
111  60.71601423  030.09549630
111  60.71611593  030.09544942
111  60.71601618  030.09542745
111  60.71601780  030.09532174
111  60.71603964  030.09532009
111  60.71604314  030.09521746
111  60.71607723  030.09521922
111  60.71608280  030.09507431
111  60.71604277  030.09518494
111  60.71599197  030.09537724
111  60.71600449  030.09539327
111  60.71598498  030.09547666
111  60.71596736  030.09546266
111  60.71595970  030.09548037
111  60.71591430  030.09542512
111  60.71590647  030.09545606
111  60.71587483  030.09541997
111  60.71585639  030.09548263
111  60.71581151  030.09542496
111  60.71579391  030.09548928
111  60.71574403  030.09543258
111  60.71572844  030.09549234
111  60.71569562  030.09545543
111  60.71567227  030.09554708
111  60.71563929  030.09551074
111  60.71561199  030.09560506
113  60.71559424  030.09558950
110 2 0.00 0.0000 New Taxiway 154
111  60.71544523  030.09542195
111  60.71559667  030.09490212
112  60.71559667  030.09490212  60.71550942  030.09495054
111  60.71536421  030.09490849
111  60.71535233  030.09504498
114  60.71535233  030.09504498  60.71540405  030.09521315
110 1 0.00 0.0000 New Taxiway 153
111  60.71544523  030.09542195
112  60.71544523  030.09542195  60.71545644  030.09549839
111  60.71545637  030.09556253
111  60.71566461  030.09484296
113  60.71559667  030.09490212
110 2 0.00 0.0000 New Taxiway 152
111  60.71869133  030.09620366
111  60.71881023  030.09577852
111  60.71806447  030.09487909
111  60.71799578  030.09448014
111  60.71620488  030.09407454
111  60.71618184  030.09425321
111  60.71604651  030.09422598
111  60.71604478  030.09425205
111  60.71600831  030.09426328
111  60.71599208  030.09436253
111  60.71595671  030.09432822
111  60.71597674  030.09426054
111  60.71586974  030.09413415
111  60.71566461  030.09484296
111  60.71545637  030.09556253
111  60.71477153  030.09796138
111  60.71475166  030.09803098
111  60.71473278  030.09801388
111  60.71470816  030.09810899
111  60.71467398  030.09807244
111  60.71464863  030.09816061
111  60.71461681  030.09812275
111  60.71459950  030.09818985
111  60.71455305  030.09812683
111  60.71454179  030.09816254
111  60.71444248  030.09804637
111  60.71436665  030.09815808
111  60.71434007  030.09813442
111  60.71334397  030.10156924
111  60.71349967  030.10175124
111  60.71349182  030.10178800
111  60.71353849  030.10184459
111  60.71351960  030.10190524
111  60.71355266  030.10194448
111  60.71352211  030.10204086
111  60.71355591  030.10207835
111  60.71352931  030.10216946
111  60.71354368  030.10218609
111  60.71351925  030.10227016
111  60.71230313  030.10645549
111  60.71228507  030.10643580
111  60.71225957  030.10652916
111  60.71224220  030.10650960
111  60.71221720  030.10660505
111  60.71218642  030.10656863
111  60.71215968  030.10666256
111  60.71207510  030.10655571
111  60.71199548  030.10664128
111  60.71175844  030.10745792
111  60.71175112  030.10745172
111  60.71174337  030.10744515
111  60.71171774  030.10752999
111  60.71172528  030.10754143
111  60.71173131  030.10755058
111  60.71129580  030.10907120
111  60.71114199  030.10889672
111  60.71059731  030.11078636
111  60.71074894  030.11096938
111  60.71024236  030.11272549
111  60.71019035  030.11267204
111  60.71020928  030.11260238
111  60.70975102  030.11202329
111  60.70964639  030.11237006
111  60.71011561  030.11293309
111  60.71010118  030.11298581
111  60.71014546  030.11304279
111  60.70984721  030.11408252
111  60.70989011  030.11414471
111  60.70953225  030.11537884
111  60.70947635  030.11530788
111  60.70943424  030.11525444
111  60.70939394  030.11524104
111  60.70841193  030.11862475
111  60.70854430  030.11878880
111  60.70852555  030.11885131
111  60.70847975  030.11879867
111  60.70846213  030.11886167
111  60.70841320  030.11880329
111  60.70839376  030.11887209
111  60.70834492  030.11881325
111  60.70779475  030.11815039
111  60.70762076  030.11878773
111  60.70804416  030.11932853
111  60.70804679  030.11936747
111  60.70810437  030.11943414
111  60.70809469  030.11948391
111  60.70812490  030.11952661
111  60.70811708  030.11956100
111  60.70814496  030.11960362
111  60.70813783  030.11963254
111  60.70817850  030.11968497
111  60.70816593  030.11972689
111  60.70819896  030.11976647
111  60.70818309  030.11983038
111  60.70822283  030.11988741
111  60.70795468  030.12081606
111  60.70790836  030.12075861
111  60.70789022  030.12081788
111  60.70784358  030.12075936
111  60.70782653  030.12082730
111  60.70722029  030.12010195
111  60.70703354  030.12074928
111  60.70754634  030.12135248
111  60.70754524  030.12138481
111  60.70759664  030.12144133
111  60.70761728  030.12156678
111  60.70761105  030.12161068
111  60.70764298  030.12165459
111  60.70764801  030.12171102
111  60.70767725  030.12175498
111  60.70747115  030.12247889
111  60.70760611  030.12265306
111  60.70749267  030.12306163
111  60.70710209  030.12446836
111  60.70713589  030.12451746
111  60.70709381  030.12451306
111  60.70708712  030.12462070
111  60.70712940  030.12463958
111  60.70708487  030.12467870
111  60.70709514  030.12475200
111  60.70718923  030.12545913
111  60.70727684  030.12607997
111  60.70736420  030.12669905
111  60.70742775  030.12714940
111  60.70750729  030.12771303
111  60.70784304  030.13009237
112  60.70784304  030.13009237  60.70790671  030.13046976
111  60.70807921  030.13071890
111  60.70815209  030.13080574
111  60.70854585  030.13127484
111  60.70859366  030.13133179
111  60.70867422  030.13142192
111  60.70883110  030.13085177
111  60.70878738  030.13079535
111  60.70879663  030.13076466
111  60.70875305  030.13071478
111  60.70871660  030.13083277
111  60.70868588  030.13080382
111  60.70866115  030.13086536
111  60.70861789  030.13081148
111  60.70860046  030.13087053
111  60.70855482  030.13081875
111  60.70853466  030.13087834
111  60.70848907  030.13082677
111  60.70846885  030.13088616
111  60.70842377  030.13083123
111  60.70841269  030.13086511
111  60.70825836  030.13067715
111  60.70820688  030.13061000
111  60.70809870  030.13046887
112  60.70809870  030.13046887  60.70798668  030.13027457
111  60.70793484  030.12998111
111  60.70747506  030.12666587
111  60.70737232  030.12592508
111  60.70721490  030.12482002
111  60.70723252  030.12480799
111  60.70722752  030.12474128
111  60.70724239  030.12472768
111  60.70722508  030.12461821
111  60.70724709  030.12454046
111  60.70723283  030.12451433
111  60.70726027  030.12441399
111  60.70724605  030.12439339
111  60.70746251  030.12361954
111  60.70776111  030.12254926
111  60.70984869  030.11536743
111  60.70987688  030.11540137
111  60.70990262  030.11531075
111  60.70993706  030.11535062
111  60.70996305  030.11525691
111  60.70999526  030.11529612
111  60.71002455  030.11520125
111  60.71019642  030.11541392
111  60.71254957  030.10726671
111  60.71239495  030.10707875
111  60.71242058  030.10698504
111  60.71237631  030.10692425
111  60.71240009  030.10683105
111  60.71237134  030.10679540
111  60.71239705  030.10670205
111  60.71238212  030.10668144
111  60.71240907  030.10658408
111  60.71239448  030.10656712
111  60.71355367  030.10257473
111  60.71369445  030.10208752
111  60.71411639  030.10062724
111  60.71443346  030.09953838
111  60.71553108  030.09573942
111  60.71555223  030.09566622
111  60.71557102  030.09568171
111  60.71559424  030.09558950
111  60.71561199  030.09560506
111  60.71563929  030.09551074
111  60.71567227  030.09554708
111  60.71569562  030.09545543
111  60.71572844  030.09549234
111  60.71574403  030.09543258
111  60.71579391  030.09548928
111  60.71581151  030.09542496
111  60.71585639  030.09548263
111  60.71587483  030.09541997
111  60.71590647  030.09545606
111  60.71591430  030.09542512
111  60.71595970  030.09548037
111  60.71596736  030.09546266
111  60.71598498  030.09547666
111  60.71600449  030.09539327
111  60.71599197  030.09537724
111  60.71604277  030.09518494
111  60.71608280  030.09507431
111  60.71609202  030.09503045
111  60.71604637  030.09497927
111  60.71607678  030.09485382
111  60.71603479  030.09479980
111  60.71605089  030.09473184
111  60.71603534  030.09471888
111  60.71604312  030.09468289
111  60.71599726  030.09463307
111  60.71602325  030.09452902
111  60.71597777  030.09448151
111  60.71599293  030.09440560
111  60.71602789  030.09435507
111  60.71613229  030.09495103
112  60.71626252  030.09510722  60.71634598  030.09515860
111  60.71626252  030.09510722
111  60.71708494  030.09529218
111  60.71709166  030.09536062
111  60.71716285  030.09537286
111  60.71716880  030.09530355
111  60.71809127  030.09550864
111  60.71809275  030.09556031
111  60.71813033  030.09560090
111  60.71814529  030.09555049
111  60.71831014  030.09575928
111  60.71831280  030.09578720
111  60.71835686  030.09583906
111  60.71836802  030.09582761
113  60.71864831  030.09622352
110 1 0.00 0.0000 New Taxiway 151
111  60.71140984  030.11647874
111  60.71163638  030.11568861
111  60.71122413  030.11518671
111  60.71105246  030.11579141
112  60.71105246  030.11579141  60.71100853  030.11589443
113  60.71091223  030.11587811
110 2 0.00 0.0000 New Taxiway 149
111  60.70939918  030.12585052
111  60.70974104  030.12625465
111  60.70975618  030.12625068
111  60.70980264  030.12605289
111  60.70966321  030.12599896
111  60.70967688  030.12588365
111  60.70975559  030.12583188
111  60.71007748  030.12589809
112  60.71007748  030.12589809  60.71009154  030.12590325
111  60.71009553  030.12591975
111  60.71014265  030.12596247
111  60.71250330  030.11785198
111  60.71845730  030.09730838
111  60.71841246  030.09725680
111  60.71841510  030.09723772
111  60.71821527  030.09662135
111  60.71822721  030.09657694
112  60.71822721  030.09657694  60.71821119  030.09636281
111  60.71826766  030.09642530
111  60.71845079  030.09698452
111  60.71847989  030.09696745
111  60.71848468  030.09678929
111  60.71838754  030.09641603
111  60.71819604  030.09619453
111  60.71813846  030.09604685
111  60.71807618  030.09598584
111  60.71808051  030.09596439
111  60.71811619  030.09596368
111  60.71831582  030.09620555
111  60.71842895  030.09634262
111  60.71842126  030.09637072
111  60.71846823  030.09642464
111  60.71844999  030.09648848
111  60.71849653  030.09654333
111  60.71847687  030.09661071
111  60.71852202  030.09666454
111  60.71850326  030.09672914
111  60.71853503  030.09676771
111  60.71850847  030.09686309
111  60.71852557  030.09688023
111  60.71851567  030.09691648
111  60.71854536  030.09694958
111  60.71852060  030.09704963
111  60.71853520  030.09706401
111  60.71852521  030.09710066
111  60.71855595  030.09713727
111  60.71853034  030.09722641
111  60.71855475  030.09725531
111  60.71878034  030.09647205
111  60.71867667  030.09634534
111  60.71838079  030.09598371
111  60.71807852  030.09561427
111  60.71624149  030.09522219
111  60.71624279  030.09518189
111  60.71619329  030.09517184
111  60.71619376  030.09513289
111  60.71613775  030.09512502
111  60.71613924  030.09508204
111  60.71608280  030.09507431
111  60.71607723  030.09521922
111  60.71604314  030.09521746
111  60.71603964  030.09532009
111  60.71601780  030.09532174
111  60.71601618  030.09542745
111  60.71611593  030.09544942
111  60.71773603  030.09580638
111  60.71813360  030.09627906
112  60.71813360  030.09627906  60.71815481  030.09634011
111  60.71815175  030.09639811
111  60.71732457  030.09926579
112  60.71732457  030.09926579  60.71730594  030.09935427
111  60.71733163  030.09947254
111  60.71754212  030.10012318
111  60.71754291  030.10028359
111  60.71614105  030.10512531
111  60.71601260  030.10519823
111  60.71371329  030.10241653
111  60.71369199  030.10226626
111  60.71361357  030.10253503
111  60.71368399  030.10251220
111  60.71598329  030.10529914
111  60.71601303  030.10557168
111  60.71251336  030.11761304
112  60.71251336  030.11761304  60.71244668  030.11767292
111  60.71239185  030.11766406
111  60.71140984  030.11647874
111  60.71091223  030.11587811
111  60.71029230  030.11512983
111  60.71025688  030.11525499
111  60.71235745  030.11778954
112  60.71235745  030.11778954  60.71239733  030.11790292
111  60.71239064  030.11803601
111  60.71099160  030.12285810
112  60.71099160  030.12285810  60.71095483  030.12292180
111  60.71091624  030.12293758
111  60.71053096  030.12287339
112  60.71053096  030.12287339  60.71046864  030.12287339
111  60.71043404  030.12297178
111  60.70960884  030.12582688
111  60.70959839  030.12582098
111  60.70955389  030.12584916
111  60.70944149  030.12571615
111  60.70942557  030.12574734
111  60.70939835  030.12571852
111  60.70940466  030.12567077
111  60.70917737  030.12538224
111  60.70928122  030.12568638
111  60.70937920  030.12581252
111  60.70939453  030.12576206
113  60.70941458  030.12577810
111  60.71831961  030.09752670
111  60.71812976  030.09695208
112  60.71812976  030.09695208  60.71809756  030.09680343
112  60.71817720  030.09673021  60.71819693  030.09676737
111  60.71817720  030.09673021
111  60.71836000  030.09729272
114  60.71836000  030.09729272  60.71838389  030.09757516
111  60.71803712  030.09728439
112  60.71803712  030.09728439  60.71801718  030.09712894
112  60.71808274  030.09704256  60.71811016  030.09708078
111  60.71808274  030.09704256
111  60.71825263  030.09756115
111  60.71826215  030.09754182
112  60.71826215  030.09754182  60.71828209  030.09767561
112  60.71823192  030.09785064  60.71819328  030.09780732
113  60.71823192  030.09785064
111  60.71813913  030.09816398
111  60.71795478  030.09760870
112  60.71795478  030.09760870  60.71792985  030.09733730
111  60.71798502  030.09734776
111  60.71817889  030.09791959
114  60.71817889  030.09791959  60.71820008  030.09815149
112  60.71804543  030.09847152  60.71801926  030.09843712
111  60.71804543  030.09847152
111  60.71784987  030.09788056
112  60.71784987  030.09788056  60.71783740  030.09761043
111  60.71789001  030.09763196
111  60.71808519  030.09823733
114  60.71808519  030.09823733  60.71810264  030.09838895
112  60.71795773  030.09878332  60.71792408  030.09874255
111  60.71795773  030.09878332
111  60.71776229  030.09823897
112  60.71776229  030.09823897  60.71773300  030.09810390
112  60.71781016  030.09798213  60.71784194  030.09803182
111  60.71781016  030.09798213
111  60.71799687  030.09855295
114  60.71799687  030.09855295  60.71801058  030.09863450
112  60.71785695  030.09908670  60.71781748  030.09901981
111  60.71785695  030.09908670
111  60.71768268  030.09856094
112  60.71768268  030.09856094  60.71764632  030.09838893
112  60.71771988  030.09830717  60.71776662  030.09837194
111  60.71771988  030.09830717
111  60.71790201  030.09885697
114  60.71790201  030.09885697  60.71791863  030.09901093
112  60.71777325  030.09940172  60.71775040  030.09936668
111  60.71777325  030.09940172
111  60.71758301  030.09886178
112  60.71758301  030.09886178  60.71755445  030.09868977
112  60.71763533  030.09860201  60.71766441  030.09866466
111  60.71763533  030.09860201
111  60.71780636  030.09914756
114  60.71780636  030.09914756  60.71783908  030.09928560
112  60.71767606  030.09969758  60.71764905  030.09963387
111  60.71767606  030.09969758
111  60.71750335  030.09919411
112  60.71750335  030.09919411  60.71746595  030.09904227
112  60.71753545  030.09892496  60.71757024  030.09898017
111  60.71753545  030.09892496
111  60.71771956  030.09948802
114  60.71771956  030.09948802  60.71773826  030.09966215
111  60.71758550  030.10002199
111  60.71741504  030.09952090
112  60.71741504  030.09952090  60.71737245  030.09933190
112  60.71744045  030.09922619  60.71747473  030.09929945
111  60.71744045  030.09922619
111  60.71763679  030.09982729
111  60.71763374  030.09995970
114  60.71763374  030.09995970  60.71762440  030.10006588
111  60.71048999  030.12320004
112  60.71048999  030.12320004  60.71044698  030.12310450
111  60.71057175  030.12301176
111  60.71090035  030.12308137
112  60.71090035  030.12308137  60.71092777  030.12311322
112  60.71081830  030.12326399  60.71075535  030.12329456
113  60.71081830  030.12326399
111  60.71041256  030.12351991
112  60.71041256  030.12351991  60.71036395  030.12349825
112  60.71047501  030.12333545  60.71055104  030.12332399
111  60.71047501  030.12333545
111  60.71080702  030.12338695
112  60.71080702  030.12338695  60.71084940  030.12341752
112  60.71072155  030.12357367  60.71065674  030.12358895
113  60.71072155  030.12357367
111  60.71030635  030.12382970
112  60.71030635  030.12382970  60.71026771  030.12380550
