I
1050 Generated by WorldEditor 2.0.0r4

1   4292 1 0 KCVS Cannon AFB
111  34.37580975 -103.31687031 3 102
111  34.37561381 -103.31663392 3 102
111  34.37542153 -103.31640195 3 102
111  34.37522762 -103.31616800 3 102
111  34.37503414 -103.31593459 3 102
111  34.37483498 -103.31569430 3 102
111  34.37469779 -103.31552880 3 102
111  34.37449660 -103.31528608 3 102
111  34.37430674 -103.31505701 3 102
111  34.37411567 -103.31482650 3 102
111  34.37391935 -103.31458965 3 102
111  34.37372588 -103.31435624 3 102
111  34.37353399 -103.31412473 3 102
111  34.37334172 -103.31389277 3 102
111  34.37314945 -103.31366081 3 102
111  34.37295193 -103.31342251 3 102
111  34.37277313 -103.31320679
111  34.37276298 -103.31321253
112  34.37264399 -103.31314208  34.37258179 -103.31312406
111  34.37264399 -103.31314208
111  34.37264805 -103.31369254
111  34.37262371 -103.31369090
111  34.37261019 -103.31231149
111  34.37263723 -103.31231067
111  34.37264320 -103.31278893
111  34.37264331 -103.31279805
111  34.37265819 -103.31279805
111  34.37273526 -103.31289389
111  34.37277651 -103.31284474
111  34.37417332 -103.31452886
111  34.37421321 -103.31448135 102
111  34.37498941 -103.31541759 102
111  34.37572979 -103.31452397 102
111  34.37646699 -103.31541654 102
111  34.37743880 -103.31424384 3 102
111  34.37725449 -103.31402216 3 102
111  34.37707601 -103.31380748 3 102
111  34.37689492 -103.31358966 3 102
111  34.37671312 -103.31337099 3 102
111  34.37653153 -103.31315259 3 102
111  34.37634876 -103.31293275 3 102
111  34.37616842 -103.31271584 3 102
111  34.37598755 -103.31249829 3 102
111  34.37592487 -103.31242290 3 102
111  34.37580619 -103.31228016 3 102
111  34.37570224 -103.31215513 102
111  34.37564913 -103.31209125
111  34.37603709 -103.31161981
111  34.37599585 -103.31157393
111  34.37642720 -103.31106359
111  34.37674122 -103.31144281
111  34.37781932 -103.31274477
111  34.37782913 -103.31273288
112  34.37801551 -103.31274482  34.37810383 -103.31264970
111  34.37801551 -103.31274482
111  34.37811800 -103.31262068
111  34.37787967 -103.31232851
111  34.37792590 -103.31227250
111  34.37816423 -103.31256467
111  34.37849673 -103.31216190
111  34.37907365 -103.31285505
111  34.37874486 -103.31325334
111  34.37885707 -103.31339141
112  34.37892171 -103.31338488  34.37894391 -103.31335798
111  34.37892171 -103.31338488
111  34.37939253 -103.31281299
111  34.37943041 -103.31286151
111  34.37887720 -103.31353463
111  34.37869635 -103.31331210
111  34.37859243 -103.31343798
112  34.37859243 -103.31343798  34.37851533 -103.31357217
111  34.37860289 -103.31366731
111  34.37859307 -103.31367920
111  34.37938194 -103.31463188
111  34.37939036 -103.31462168
112  34.37957713 -103.31462753  34.37967994 -103.31453127
111  34.37957713 -103.31462753
111  34.37958385 -103.31463558
111  34.37961098 -103.31460296
111  34.37963372 -103.31457562
111  34.37965929 -103.31454488
111  34.37969380 -103.31450338
111  34.38003832 -103.31408916
111  34.38034864 -103.31446086
111  34.37989417 -103.31500727
111  34.37990241 -103.31501713
112  34.37990241 -103.31501713  34.37978674 -103.31516577
112  34.38009392 -103.31524653  34.38022360 -103.31510497
111  34.38009392 -103.31524653
111  34.38009933 -103.31525299
111  34.38053860 -103.31473206
111  34.38084732 -103.31510183
111  34.38040804 -103.31562276
111  34.38041407 -103.31562999
112  34.38041407 -103.31562999  34.38034280 -103.31574040
111  34.38040129 -103.31583200
111  34.38043152 -103.31587904
111  34.38044561 -103.31586518
112  34.38057403 -103.31582816  34.38063244 -103.31576588
111  34.38057403 -103.31582816
111  34.38057980 -103.31583508
111  34.38072808 -103.31565441
111  34.38078659 -103.31558310
111  34.38080585 -103.31560617
111  34.38103249 -103.31533721
111  34.38134679 -103.31571374
111  34.38112014 -103.31598270
111  34.38113852 -103.31600472
111  34.38100245 -103.31617053
111  34.38098009 -103.31619777
111  34.38095661 -103.31622639
111  34.38093173 -103.31625670
111  34.38093722 -103.31626327
112  34.38093722 -103.31626327  34.38085310 -103.31638642
111  34.38093358 -103.31648535
111  34.38092516 -103.31649554 3
111  34.38092987 -103.31650122 3
111  34.38105820 -103.31665619 3
111  34.38118485 -103.31680915
111  34.38119264 -103.31679736
112  34.38136183 -103.31681088  34.38145822 -103.31672595
111  34.38136183 -103.31681088
111  34.38160133 -103.31651950
111  34.38145267 -103.31634263
111  34.38185076 -103.31585423
111  34.38220390 -103.31627615
111  34.38180148 -103.31675778
111  34.38165011 -103.31657841
111  34.38141061 -103.31686978
112  34.38141061 -103.31686978  34.38134927 -103.31698775
111  34.38142134 -103.31707354
111  34.38141355 -103.31708534 3
111  34.38142563 -103.31709993 3
111  34.38157677 -103.31728246 3 102
111  34.38159199 -103.31730083
111  34.38160044 -103.31728581
111  34.38164777 -103.31732609
111  34.38167155 -103.31735480 3 102
111  34.38175246 -103.31745251 3 102
111  34.38194267 -103.31768220 3 102
111  34.38213456 -103.31791392 3 102
111  34.38232786 -103.31814733 3 102
111  34.38252260 -103.31838249 3 102
111  34.38271449 -103.31861420 3 102
111  34.38290976 -103.31885000 3 102
111  34.38310112 -103.31908107 3 102
111  34.38329696 -103.31931756 3 102
111  34.38349364 -103.31955506 3 102
111  34.38368834 -103.31979017 3 102
111  34.38388220 -103.32002427 3 102
111  34.38407497 -103.32025704 3 102
111  34.38426941 -103.32049183 3 102
111  34.38446270 -103.32072525 3 102
111  34.38459171 -103.32088103
111  34.38460922 -103.32090228 3 102
111  34.38463537 -103.32093401 3 102
111  34.38480568 -103.32114071 3 102
111  34.38484320 -103.32118625
111  34.38485306 -103.32117544
112  34.38485306 -103.32117544  34.38507346 -103.32142324
111  34.38530145 -103.32119876
111  34.38530755 -103.32120559
111  34.39600684 -103.30829171
111  34.39629817 -103.30864145
111  34.39628831 -103.30865397 3 102
111  34.39648770 -103.30889214 3 102
111  34.39656951 -103.30898986
111  34.39659696 -103.30902266 3 102
111  34.39668142 -103.30912354 3 102
111  34.39673070 -103.30918242 3 102
112  34.39685240 -103.30925698  34.39693015 -103.30926845 3 102
111  34.39698356 -103.30923322 3 102
111  34.39727361 -103.30908409 3 102
111  34.39741795 -103.30925791
111  34.39743990 -103.30928435 3 102
111  34.39817259 -103.31016667 3 102
111  34.39794059 -103.31082178 3 102
112  34.39792436 -103.31090208  34.39792098 -103.31094223
111  34.39792436 -103.31090208
112  34.39792436 -103.31090208  34.39793169 -103.31095048 3 102
111  34.39793450 -103.31101187 3 102
111  34.39793796 -103.31122332
111  34.39793815 -103.31140180
111  34.39793835 -103.31158233
111  34.39794033 -103.31337383
111  34.39797414 -103.31341480 3
111  34.39830216 -103.31301096 3
111  34.39869549 -103.31240566 3
111  34.39972635 -103.31201865 3
111  34.39981122 -103.31198679 3
111  34.39983292 -103.31207378 3
111  34.40015294 -103.31335669 3
111  34.39988472 -103.31345701 3
111  34.39973696 -103.31351228 3
111  34.39964907 -103.31354515
111  34.39962383 -103.31344760
111  34.39908536 -103.31364711
111  34.39911060 -103.31374466 3
111  34.39869145 -103.31403954
111  34.39868074 -103.31412332
111  34.39859117 -103.31423541
111  34.39854931 -103.31419883
111  34.39863790 -103.31408320
111  34.39859637 -103.31403393
111  34.39839591 -103.31427892
111  34.39801425 -103.31382614
111  34.39821471 -103.31358114
111  34.39817642 -103.31353572 3
111  34.39783470 -103.31393217 3
111  34.39784353 -103.31394300
111  34.39807906 -103.31423186
111  34.39805255 -103.31426328
111  34.39803828 -103.31424845
111  34.39798201 -103.31431722
111  34.39822052 -103.31460874
111  34.39802357 -103.31483757
111  34.39778506 -103.31454605
111  34.39774284 -103.31459842
111  34.39775710 -103.31461324
111  34.39769650 -103.31468385
111  34.39790443 -103.31493584
111  34.39775183 -103.31512213
111  34.39754389 -103.31487013
111  34.39743705 -103.31498629
111  34.39764391 -103.31523753
111  34.39748989 -103.31542560
111  34.39728304 -103.31517436 3
111  34.39720898 -103.31526348 3
111  34.39716279 -103.31531907
111  34.39652953 -103.31608120
111  34.39670791 -103.31630149
111  34.39655527 -103.31648352
111  34.39637690 -103.31626324
111  34.39630774 -103.31634664
111  34.39648611 -103.31656693
111  34.39633210 -103.31675269
111  34.39615372 -103.31653241
111  34.39612860 -103.31656360
111  34.39603957 -103.31667414
111  34.39600473 -103.31663058
111  34.39598838 -103.31661013
111  34.39592842 -103.31668329
111  34.39611104 -103.31690632
111  34.39593312 -103.31712341
111  34.39575050 -103.31690038
111  34.39569974 -103.31696231
111  34.39588095 -103.31718191
111  34.39570245 -103.31739970
111  34.39552125 -103.31718010
111  34.39531879 -103.31742713
111  34.39550000 -103.31764330
111  34.39532037 -103.31786247
111  34.39513916 -103.31764630
111  34.39508729 -103.31770959
111  34.39526708 -103.31792233
111  34.39508832 -103.31814045
111  34.39490853 -103.31792771
111  34.39471028 -103.31816961
111  34.39488582 -103.31838235
111  34.39470733 -103.31860013
111  34.39453179 -103.31838740
111  34.39447794 -103.31845310
111  34.39464923 -103.31866240
111  34.39446933 -103.31888191
111  34.39429804 -103.31867261
111  34.39424644 -103.31873556
111  34.39441774 -103.31894143
111  34.39423925 -103.31915922
111  34.39406795 -103.31895335
111  34.39401353 -103.31901975
111  34.39418341 -103.31922390
111  34.39400520 -103.31944135
111  34.39383532 -103.31923720
111  34.39378699 -103.31929617
111  34.39294147 -103.32031762
111  34.39289519 -103.32026658
111  34.39284888 -103.32032294
111  34.39311078 -103.32063860
111  34.39280637 -103.32100914
111  34.39254447 -103.32069348
111  34.39257527 -103.32065600 3
111  34.39250024 -103.32055650 3
111  34.39249743 -103.32037651 3
111  34.39210168 -103.32085375 3
111  34.39225428 -103.32085588 3
111  34.39232931 -103.32095538
111  34.39236516 -103.32091175
111  34.39261998 -103.32122055
111  34.39231754 -103.32158868
111  34.39206272 -103.32127988
111  34.39202575 -103.32132490
111  34.39187407 -103.32113314 3
111  34.39183653 -103.32117913 3
111  34.39177860 -103.32125011 3
111  34.39159754 -103.32146694
112  34.39160181 -103.32162872  34.39164781 -103.32170878
111  34.39160181 -103.32162872
111  34.39184314 -103.32191542
111  34.39180260 -103.32196253
111  34.39176564 -103.32192791
111  34.39170732 -103.32200139
111  34.39161744 -103.32189286
111  34.39123309 -103.32235863
111  34.39119040 -103.32230595
111  34.39102961 -103.32249747
111  34.39102832 -103.32251598
111  34.39098361 -103.32257134
111  34.39096517 -103.32256912
111  34.39089977 -103.32265329
111  34.39089988 -103.32266534
111  34.39091581 -103.32268464
111  34.39090486 -103.32269873
111  34.39088893 -103.32267943
111  34.39087038 -103.32265877
111  34.39095288 -103.32255260
111  34.39095115 -103.32253424
111  34.39097804 -103.32250128
111  34.39085712 -103.32236070 3
111  34.39028994 -103.32304534
111  34.39043150 -103.32321346
111  34.39023600 -103.32344945
111  34.39009443 -103.32328133 3
111  34.38901385 -103.32458571
112  34.38904861 -103.32486427  34.38915903 -103.32499807
111  34.38904861 -103.32486427
111  34.38873595 -103.32524168
112  34.38873595 -103.32524168  34.38861703 -103.32510375
111  34.38850027 -103.32520565 3
111  34.38803245 -103.32577035 3
112  34.38804919 -103.32606536  34.38814586 -103.32618052
111  34.38804919 -103.32606536 3
111  34.38810736 -103.32613386
111  34.38828513 -103.32635028
111  34.38799698 -103.32670750
111  34.38781920 -103.32649108 3
111  34.38776104 -103.32642258
111  34.38773020 -103.32646081
112  34.38773020 -103.32646081  34.38763271 -103.32634466
111  34.38752883 -103.32639566 3
111  34.38751957 -103.32638945 3
111  34.38744468 -103.32647985 3
112  34.38744903 -103.32677009  34.38753987 -103.32691019
111  34.38744903 -103.32677009 3
111  34.38751155 -103.32684586
111  34.38768733 -103.32705457
111  34.38740157 -103.32742140
111  34.38722579 -103.32721269 3
111  34.38716326 -103.32713693
111  34.38709810 -103.32722057
112  34.38709810 -103.32722057  34.38698485 -103.32708620
111  34.38686436 -103.32718036 3
111  34.38628964 -103.32787409
112  34.38628964 -103.32787409  34.38622188 -103.32803973 3
112  34.38652177 -103.32808710  34.38665262 -103.32794412
111  34.38652177 -103.32808710
111  34.38650153 -103.32806313
111  34.38667275 -103.32785465
111  34.38685317 -103.32806895
111  34.38668195 -103.32827742
111  34.38668195 -103.32827742
111  34.38673395 -103.32833921
111  34.38690435 -103.32813173
111  34.38708409 -103.32834529
111  34.38691368 -103.32855277
111  34.38696375 -103.32861225
111  34.38713251 -103.32840477
111  34.38731352 -103.32861985
111  34.38714476 -103.32882733
111  34.38719535 -103.32888745
111  34.38736248 -103.32867897
111  34.38754364 -103.32889422
111  34.38737651 -103.32910270
111  34.38746581 -103.32920880
111  34.38752872 -103.32928355
111  34.38772928 -103.32903052
111  34.38806359 -103.32942775
111  34.38786304 -103.32968078
111  34.38791149 -103.32973836
111  34.38795822 -103.32979534
111  34.38791053 -103.32984937
111  34.38796808 -103.32986151
111  34.38793034 -103.32991005
111  34.38790997 -103.32990401
111  34.38786210 -103.32993366
111  34.38784082 -103.32993182
111  34.38779489 -103.32998522
111  34.38774619 -103.33004184
111  34.38772197 -103.33007000
111  34.38770101 -103.33004542
111  34.38769604 -103.33005144
112  34.38769604 -103.33005144  34.38751730 -103.32985614 3
112  34.38730220 -103.33025471  34.38730742 -103.33047206
111  34.38730220 -103.33025471
112  34.38730220 -103.33025471  34.38730372 -103.33031805
112  34.38737084 -103.33044551  34.38741728 -103.33050656
111  34.38737084 -103.33044551
111  34.38736431 -103.33045342 3 102
111  34.38737964 -103.33047185 3 102
111  34.38757562 -103.33070754 3 102
111  34.38773392 -103.33089792
111  34.38789016 -103.33071058
111  34.38811597 -103.33043982
111  34.38799816 -103.33029825
112  34.38816072 -103.33029594  34.38824250 -103.33026055
111  34.38816072 -103.33029594
111  34.38856831 -103.33078527
111  34.38848508 -103.33088507
111  34.38843932 -103.33083080
111  34.38821179 -103.33110362
111  34.38805815 -103.33128785 3 102
111  34.38808812 -103.33132390 3 102
112  34.38811720 -103.33136650  34.38813140 -103.33139026 3 102
111  34.38814559 -103.33143778 3 102
112  34.38816655 -103.33151643  34.38817467 -103.33155493 3 102
111  34.38817804 -103.33159508 3 102
112  34.38817872 -103.33168029  34.38817602 -103.33172125 3 102
111  34.38816655 -103.33176058 3 102
112  34.38814356 -103.33183841  34.38813004 -103.33187364 3 102
111  34.38810773 -103.33191132 3 102
111  34.38809544 -103.33192621 3 102
111  34.38810882 -103.33194325 3 102
111  34.38810879 -103.33195819 3 102
111  34.38810821 -103.33220004 3 102
111  34.38810762 -103.33244976 3 102
111  34.38810760 -103.33245686 3 102
111  34.38810191 -103.33246369 3 102
111  34.38791392 -103.33268933 3 102
111  34.38771922 -103.33292303 3 102
111  34.38753205 -103.33314769 3 102
111  34.38752694 -103.33315382 3 102
111  34.38751918 -103.33315384 3 102
111  34.38738775 -103.33315420
111  34.38735772 -103.33315428 3 102
111  34.38731230 -103.33315441 3 102
111  34.38715003 -103.33315485 3 102
111  34.38711838 -103.33315494 3 102
111  34.38709566 -103.33316182 3 102
111  34.38708552 -103.33314871 3 102
111  34.38703478 -103.33321013 3 102
111  34.38684102 -103.33344467 3 102
111  34.38669219 -103.33362483
111  34.38667621 -103.33364418 3 102
111  34.38664794 -103.33367840 3 102
111  34.38645418 -103.33391294 3 102
111  34.38640122 -103.33397705
111  34.38610779 -103.33433225
111  34.38377743 -103.33152037
111  34.38406295 -103.33117241
111  34.38596990 -103.33347127
111  34.38597774 -103.33346366 102
112  34.38652893 -103.33344924  34.38680964 -103.33324279
111  34.38652893 -103.33344924
111  34.38653718 -103.33345928
111  34.38654743 -103.33344699 3 102
111  34.38669450 -103.33327063 3 102
111  34.38688881 -103.33303762 3 102
111  34.38707186 -103.33281812
111  34.38709320 -103.33279253 3 102
111  34.38710149 -103.33278259 3 102
111  34.38728600 -103.33256133 3 102
111  34.38747867 -103.33233028 3 102
111  34.38767354 -103.33209661 3 102
111  34.38786430 -103.33186786 3 102
111  34.38791424 -103.33180797 3 102
111  34.38792848 -103.33179090 3 102
112  34.38796839 -103.33171068  34.38797794 -103.33167568 3 102
111  34.38797918 -103.33163501 3 102
112  34.38796275 -103.33154113  34.38795049 -103.33150434 3 102
111  34.38793176 -103.33148253 3 102
111  34.38773798 -103.33124881 3 102
111  34.38754606 -103.33101735 3 102
111  34.38735275 -103.33078420 3 102
111  34.38715758 -103.33054881 3 102
111  34.38709501 -103.33047334 3 102
111  34.38707081 -103.33044416
111  34.38704652 -103.33041486
111  34.38702691 -103.33043452
112  34.38702691 -103.33043452  34.38698183 -103.33039621
111  34.38689642 -103.33041076 3 102
111  34.38667457 -103.33048344 3 102
111  34.38645628 -103.33055495 3 102
112  34.38629266 -103.33056643  34.38621559 -103.33055250 3 102
111  34.38614798 -103.33050826 3 102
112  34.38609322 -103.33046156  34.38606685 -103.33043452
111  34.38609322 -103.33046156 3 102
111  34.38604184 -103.33039978 3 102
111  34.38585072 -103.33016998 3 102
111  34.38565824 -103.32993852 3 102
111  34.38546477 -103.32970588 3 102
111  34.38527130 -103.32947325 3 102
111  34.38507725 -103.32923992 3 102
111  34.38488262 -103.32900589 3 102
111  34.38469129 -103.32877583 3 102
111  34.38449862 -103.32854415 3 102
111  34.38430418 -103.32831035 3 102
111  34.38425567 -103.32825202 3 102
111  34.38424206 -103.32823565 3 102
112  34.38420149 -103.32819715  34.38417715 -103.32817994 3 102
111  34.38413050 -103.32816601 3 102
112  34.38403179 -103.32817257  34.38398865 -103.32818763
111  34.38403179 -103.32817257
112  34.38403179 -103.32817257  34.38399921 -103.32818589 3 102
111  34.38397297 -103.32820288 3 102
111  34.38391659 -103.32827112 3 102
111  34.38372192 -103.32850673 3 102
111  34.38353426 -103.32873386 3 102
111  34.38334176 -103.32896685 3 102
111  34.38315023 -103.32919867 3 102
111  34.38309488 -103.32926566
111  34.38306918 -103.32929676 3 102
111  34.38305067 -103.32931916
111  34.38278912 -103.32963572
111  34.38264376 -103.32945959
111  34.38291024 -103.32913804 3 102
111  34.38292817 -103.32911640
111  34.38295492 -103.32908412 3 102
111  34.38300311 -103.32902598 3 102
111  34.38319539 -103.32879397 3 102
111  34.38338845 -103.32856101 3 102
111  34.38357545 -103.32833537 3 102
111  34.38376891 -103.32810193 3 102
111  34.38396197 -103.32786896 3 102
111  34.38415522 -103.32763578 3 102
111  34.38434808 -103.32740307 3 102
111  34.38453919 -103.32717246 3 102
111  34.38473479 -103.32693645 3 102
111  34.38492844 -103.32670278 3 102
111  34.38512053 -103.32647099 3 102
111  34.38531436 -103.32623711 3 102
111  34.38550996 -103.32600109 3 102
111  34.38570183 -103.32576955 3 102
111  34.38589393 -103.32553777 3 102
111  34.38608681 -103.32530502 3 102
111  34.38628025 -103.32507161 3 102
111  34.38647216 -103.32484004 3 102
111  34.38666520 -103.32460711 3 102
111  34.38671440 -103.32454775 3 102
111  34.38676359 -103.32448838
111  34.38761118 -103.32346564 3 102
111  34.38777869 -103.32326351 3 102
111  34.38797076 -103.32303176 3 102
111  34.38816599 -103.32279617 3 102
111  34.38835983 -103.32256228 3 102
111  34.38855153 -103.32233097 3 102
111  34.38874441 -103.32209822 3 102
111  34.38893785 -103.32186481 3 102
111  34.38913209 -103.32163044 3 102
111  34.38932321 -103.32139982 3 102
111  34.38951863 -103.32116401 3 102
111  34.38971091 -103.32093200 3 102
111  34.38990190 -103.32070154 3 102
112  34.38995035 -103.32060732  34.38996500 -103.32056362 3 102
111  34.38996726 -103.32051788 3 102
112  34.38995430 -103.32042776  34.38994247 -103.32039225 3 102
111  34.38991767 -103.32035538 3 102
111  34.38986701 -103.32029415 3 102
111  34.38981648 -103.32023308 3 102
111  34.38962146 -103.31999738 3 102
111  34.38942586 -103.31976097 3 102
111  34.38923298 -103.31952785 3 102
111  34.38903835 -103.31929262 3 102
111  34.38884742 -103.31906186 3 102
111  34.38865532 -103.31882969 3 102
111  34.38851354 -103.31865833
111  34.38849306 -103.31863358 3 102
111  34.38846811 -103.31860341 3 102
111  34.38841279 -103.31853656 3 102
112  34.38834631 -103.31849082  34.38829504 -103.31847170 3 102
111  34.38827137 -103.31847511 3 102
112  34.38819531 -103.31849287  34.38814573 -103.31851540 3 102
111  34.38812883 -103.31854612
111  34.38806009 -103.31863351
111  34.38803868 -103.31860757
111  34.38568504 -103.32144734
111  34.38569205 -103.32145301 3 102
111  34.38565183 -103.32150359 3 102
112  34.38561113 -103.32199059  34.38571277 -103.32229212
111  34.38561113 -103.32199059 3 102
111  34.38564834 -103.32207266 3 102
111  34.38568763 -103.32211738
111  34.38570936 -103.32214210 3 102
111  34.38574808 -103.32218616
111  34.38560970 -103.32235854 3 102
111  34.38557278 -103.32231980
111  34.38554894 -103.32229478 3 102
111  34.38551071 -103.32225466 3 102
111  34.38548985 -103.32223277 3 102
111  34.38543691 -103.32220387
112  34.38543691 -103.32220387  34.38519274 -103.32207929 3 102
111  34.38503319 -103.32224675 3 102
111  34.38498669 -103.32230548
111  34.38497968 -103.32229981
111  34.37720348 -103.33168075
111  34.37723755 -103.33172203 3 102
112  34.37719179 -103.33188254  34.37718119 -103.33196773 3 102
111  34.37720495 -103.33204346 3 102
112  34.37730181 -103.33216053  34.37737552 -103.33219887
111  34.37730181 -103.33216053
112  34.37730181 -103.33216053  34.37733045 -103.33217668 3 102
111  34.37736491 -103.33217680
112  34.37740660 -103.33217133  34.37742106 -103.33216735 3 102
111  34.37743637 -103.33216201 3 102
111  34.37746125 -103.33215222
111  34.37747872 -103.33217270
111  34.37752541 -103.33211715 3 102
111  34.37755605 -103.33208071 3 102
111  34.37783975 -103.33174322 3 102
111  34.37803933 -103.33198603 3 102
111  34.37804420 -103.33233303 3 102
111  34.37784169 -103.33257898
111  34.37770183 -103.33274885
111  34.37784624 -103.33291006
111  34.37789898 -103.33294742 3 102
111  34.37808229 -103.33304639 3 102
111  34.37833088 -103.33318060 3 102
111  34.37858218 -103.33331628 3 102
111  34.37883348 -103.33345196 3 102
111  34.37890068 -103.33348824 3 102
112  34.37897303 -103.33351036  34.37900210 -103.33351609 3 102
111  34.37903996 -103.33351773 3 102
112  34.37911230 -103.33351773  34.37914160 -103.33351418 3 102
111  34.37917991 -103.33350381 3 102
112  34.37924617 -103.33348005  34.37927862 -103.33346530 3 102
111  34.37930972 -103.33344564 3 102
112  34.37936922 -103.33340223  34.37940302 -103.33337437 3 102
111  34.37942128 -103.33335062 3 102
111  34.37945812 -103.33330613 3 102
111  34.37969831 -103.33301608 3 102
111  34.37989147 -103.33278283 3 102
111  34.38008639 -103.33254745 3 102
111  34.38028110 -103.33231232 3 102
111  34.38047545 -103.33207763 3 102
111  34.38066958 -103.33184320 3 102
111  34.38086295 -103.33160970 3 102
111  34.38105785 -103.33137435 3 102
