I
1000 Generated by WorldEditor

1     22 1 0 KNRS IMPERIAL BEACH
113  32.56827405 -117.12012420
111  32.56692435 -117.11423289
111  32.56761940 -117.11726054
112  32.56768888 -117.11732328  32.56772740 -117.11734092
111  32.56776610 -117.11733089
111  32.56807845 -117.11721808
112  32.56813577 -117.11714296  32.56815523 -117.11709447
111  32.56815031 -117.11705059
111  32.56752256 -117.11428708
111  32.56753605 -117.11427641
113  32.56748791 -117.11404980
110 1 0.00 0.0000 New Taxiway 30
111  32.56706320 -117.11100722
111  32.56720108 -117.11096240
111  32.56728985 -117.11133890
113  32.56714064 -117.11138596
110 4 0.25 105.0000 New Taxiway 11
111  32.56480997 -117.11119229
111  32.56393948 -117.11146941
111  32.56456161 -117.11411722
112  32.56456161 -117.11411722  32.56459952 -117.11424688
111  32.56472624 -117.11416692
111  32.56519541 -117.11343608
112  32.56519541 -117.11343608  32.56524449 -117.11336880
111  32.56525105 -117.11319221
111  32.56538691 -117.11375784
112  32.56521742 -117.11366717  32.56516157 -117.11375251
111  32.56521742 -117.11366717
111  32.56370791 -117.11600824
112  32.56370791 -117.11600824  32.56367376 -117.11606123
111  32.56371584 -117.11615924
111  32.56354172 -117.11599263
111  32.56420114 -117.11497797
111  32.56417664 -117.11495218
111  32.56416982 -117.11490470
111  32.56337976 -117.11147875
111  32.56373002 -117.11137281
111  32.56371231 -117.11129192
111  32.56371886 -117.11128091
111  32.56390992 -117.11131517
113  32.56477355 -117.11102757
110 1 0.25 60.0000 New Taxiway 10
111  32.56563494 -117.11463788
111  32.56595275 -117.11612663
113  32.56453157 -117.11660269
110 1 0.25 60.0000 New Taxiway 9
111  32.56510036 -117.11742241
111  32.56586665 -117.11716970
113  32.56550537 -117.11778970
110 1 0.00 60.0000 New Taxiway 8
111  32.56254982 -117.12012886
111  32.56364135 -117.11816763
111  32.56475508 -117.11916162
111  32.56420861 -117.12010206
113  32.56420546 -117.12014153
110 1 0.25 0.0000 New Taxiway 4
111  32.56684313 -117.12008436
111  32.56728797 -117.12174631
111  32.56322820 -117.12175160
111  32.56073447 -117.12175521
111  32.56074345 -117.12014446
111  32.56193017 -117.11842027
111  32.56214925 -117.11835085
111  32.56108313 -117.11990230
112  32.56109231 -117.12005088  32.56111960 -117.12011341
111  32.56120840 -117.12013328
111  32.56254982 -117.12012886
111  32.56420546 -117.12014153
113  32.56583199 -117.12013029
110 1 0.25 142.0000 New Taxiway 3
111  32.56279622 -117.11714586
111  32.56354172 -117.11599263
111  32.56371584 -117.11615924
113  32.56428192 -117.11667854
110 1 0.25 142.0000 New Taxiway 2
111  32.56684313 -117.12008436
111  32.56583199 -117.12013029
111  32.56475508 -117.11916162
111  32.56364135 -117.11816763
111  32.56340925 -117.11794863
111  32.56510036 -117.11742241
113  32.56653139 -117.11872348
110 1 0.00 15.0000 New Taxiway 1
111  32.56615254 -117.11708224
111  32.56586665 -117.11716970
111  32.56510036 -117.11742241
111  32.56340925 -117.11794863
111  32.56214925 -117.11835085
111  32.56193017 -117.11842027
111  32.56083912 -117.11876602
111  32.56062201 -117.11784790
111  32.56279622 -117.11714586
111  32.56428192 -117.11667854
111  32.56453157 -117.11660269
113  32.56595275 -117.11612663
110 1 0.00 0.0000 New Taxiway 8
111  32.56653284 -117.10467954
111  32.56652906 -117.10444647
111  32.56682181 -117.10443975
111  32.56681992 -117.10458542
111  32.56676515 -117.10458542
113  32.56676515 -117.10468178
110 1 0.00 0.0000 New Taxiway 11
111  32.56642181 -117.10467117
111  32.56631192 -117.10467117
111  32.56631020 -117.10434112
113  32.56642181 -117.10434316
110 1 0.00 0.0000 New Taxiway 13
111  32.56598693 -117.10444690
111  32.56544221 -117.10444690
111  32.56543485 -117.10424164
113  32.56598325 -117.10423291
110 1 0.00 0.0000 New Taxiway 15
111  32.56672835 -117.10249067
111  32.56648410 -117.10249067
111  32.56647740 -117.10204602
111  32.56665572 -117.10204030
111  32.56672500 -117.10203808
113  32.56672742 -117.10236467
110 1 0.00 0.0000 New Taxiway 26
111  32.56740317 -117.11070468
111  32.56713875 -117.11078984
111  32.56709720 -117.11060831
113  32.56735784 -117.11052091
110 1 0.00 0.0000 New Taxiway 24
111  32.56787729 -117.11030750
111  32.56761477 -117.11039168
111  32.56752474 -117.10997972
113  32.56779152 -117.10990227
110 1 0.00 0.0000 New Taxiway 32
111  32.56789989 -117.11088397
111  32.56808121 -117.11082794
111  32.56816620 -117.11116186
113  32.56798111 -117.11122237
110 1 0.00 0.0000 New Taxiway 31
111  32.56764303 -117.11102739
111  32.56783190 -117.11096913
111  32.56792067 -117.11129856
113  32.56772613 -117.11136131
110 1 0.00 0.0000 New Taxiway 25
111  32.56781490 -117.11087724
111  32.56757290 -117.11094866
111  32.56753726 -117.11079208
113  32.56777524 -117.11070916
110 2 0.25 105.0000 New Taxiway 5
111  32.56498644 -117.10613336
111  32.56497607 -117.10468536
111  32.56631192 -117.10467117
111  32.56631550 -117.10499359
111  32.56636284 -117.10517520
111  32.56668283 -117.10657287
111  32.56701280 -117.10647491
111  32.56723441 -117.10753225
111  32.56692134 -117.10762553
111  32.56757437 -117.11045098
111  32.56797473 -117.11032277
111  32.56797044 -117.11029708
111  32.56814935 -117.11024895
111  32.56810970 -117.11008038
111  32.56818856 -117.11005604
111  32.56845842 -117.11122033
111  32.56849843 -117.11120633
111  32.56856790 -117.11151301
111  32.56856556 -117.11181543
111  32.56834134 -117.11189447
111  32.56834619 -117.11193694
111  32.56828334 -117.11195742
111  32.56831030 -117.11209492
111  32.56830650 -117.11219301
111  32.56800586 -117.11229265
111  32.56823551 -117.11329610
111  32.56813798 -117.11332695
111  32.56786217 -117.11341418
111  32.56787521 -117.11348791
111  32.56761584 -117.11358395
111  32.56682978 -117.11384154
113  32.56515423 -117.10684563
111  32.56826282 -117.11758753
112  32.56817421 -117.11753171  32.56811048 -117.11755061
111  32.56817421 -117.11753171
111  32.56776647 -117.11765867
112  32.56773175 -117.11775300  32.56774769 -117.11783492
113  32.56773175 -117.11775300
111  32.56759926 -117.11724060
112  32.56759926 -117.11724060  32.56762817 -117.11735498
111  32.56769339 -117.11731415
111  32.56807861 -117.11719212
112  32.56807861 -117.11719212  32.56815251 -117.11716543
111  32.56813483 -117.11708477
111  32.56743206 -117.11403145
113  32.56689169 -117.11420877
111  32.56676515 -117.10468178
111  32.56676515 -117.10458542
111  32.56681992 -117.10458542
111  32.56682181 -117.10443975
111  32.56652906 -117.10444647
113  32.56653284 -117.10467954
111  32.56642181 -117.10434316
111  32.56631020 -117.10434112
111  32.56631192 -117.10467117
113  32.56642181 -117.10467321
111  32.56598325 -117.10423291
111  32.56543485 -117.10424164
111  32.56544221 -117.10444690
113  32.56598693 -117.10444690
111  32.56672500 -117.10203808
111  32.56665572 -117.10204030
111  32.56647740 -117.10204602
111  32.56648410 -117.10249067
111  32.56672835 -117.10249067
113  32.56672742 -117.10236467
111  32.56714947 -117.10888254
111  32.56710170 -117.10867375
111  32.56693328 -117.10873042
111  32.56698342 -117.10895598
113  32.56715450 -117.10889746
111  32.56740317 -117.11070468
111  32.56735784 -117.11052091
111  32.56709720 -117.11060831
113  32.56713875 -117.11078984
111  32.56720108 -117.11096240
111  32.56706320 -117.11100722
111  32.56714064 -117.11138596
113  32.56728985 -117.11133890
111  32.56777524 -117.11070916
111  32.56753726 -117.11079208
111  32.56757290 -117.11094866
113  32.56781490 -117.11087724
111  32.56783190 -117.11096913
111  32.56764303 -117.11102739
111  32.56772613 -117.11136131
113  32.56792067 -117.11129856
111  32.56808121 -117.11082794
111  32.56789989 -117.11088397
111  32.56798111 -117.11122237
113  32.56816620 -117.11116186
111  32.56787729 -117.11030750
111  32.56779215 -117.10990676
111  32.56752537 -117.10998421
113  32.56761477 -117.11039168
111  32.56699726 -117.10652101
111  32.56669147 -117.10661233
111  32.56692134 -117.10762553
113  32.56723441 -117.10753225
111  32.56784172 -117.11256586
111  32.56777238 -117.11226966
111  32.56735815 -117.11240026
113  32.56742875 -117.11269721
130 Airport Boundary 11
111  32.56644730 -117.10146996
111  32.56691812 -117.10194298
111  32.56690343 -117.10562615
111  32.56736261 -117.10703862
111  32.56733432 -117.10794755
111  32.56786342 -117.10978743
111  32.56908126 -117.10966090
111  32.56921548 -117.12309698
111  32.55908693 -117.12308007
111  32.55906534 -117.12303099
111  32.55925530 -117.11956436
111  32.55884233 -117.11930494
111  32.55931529 -117.11815892
111  32.55958505 -117.11718397
111  32.56000941 -117.11722853
111  32.56185083 -117.11230166
111  32.56202251 -117.11143839
111  32.56386321 -117.10784848
112  32.56382971 -117.10750794  32.56379732 -117.10739267
111  32.56386433 -117.10710911
111  32.56381526 -117.10698556
111  32.56363435 -117.10655095
111  32.56429880 -117.10456984
111  32.56447413 -117.10456719
111  32.56436804 -117.10308049
111  32.56436310 -117.10217518
111  32.56439540 -117.10217190
113  32.56436175 -117.10149161
120 Linear Feature 10
112  32.56786295 -117.11746036  32.56786714 -117.11745638 1
111  32.56817506 -117.11736479 1
112  32.56825930 -117.11738925  32.56829691 -117.11741903 1
111  32.56831596 -117.11747376 1
115  32.56887752 -117.11994805
120 Linear Feature 3
111  32.56672007 -117.10942753 51
115  32.56668291 -117.10945327
120 Linear Feature 2
112  32.56637615 -117.10792523  32.56636515 -117.10791372 51
111  32.56633703 -117.10790455 51
116  32.56636274 -117.10786647  32.56637018 -117.10784919
120 Linear Feature 1
111  32.56600675 -117.10727312 54
111  32.56603897 -117.10742009
111  32.56614753 -117.10788494 54
111  32.56618462 -117.10803433
111  32.56643063 -117.10911642 54
111  32.56646284 -117.10926096
111  32.56650320 -117.10944151 54
111  32.56653477 -117.10958112
111  32.56666990 -117.11015103 54
115  32.56670217 -117.11030232
120 Linear Feature 8
111  32.56770939 -117.11469589 1
115  32.56764127 -117.11465059
120 Linear Feature 8
111  32.56846423 -117.12033743 1
115  32.56840071 -117.12025917
120 Linear Feature 8
111  32.56885231 -117.12245935 1
115  32.56878681 -117.12240890
120 Linear Feature 8
111  32.56892290 -117.12000397 1
115  32.56885478 -117.11995867
120 Linear Feature 8
111  32.56839148 -117.11766379 1
115  32.56832337 -117.11761849
120 Linear Feature 8
111  32.56821133 -117.11687595 1
115  32.56814321 -117.11683065
120 Linear Feature 8
111  32.56783199 -117.11751343 1
115  32.56774243 -117.11745717
120 Linear Feature 7
111  32.56765420 -117.11471332 1
115  32.56769436 -117.11463210
120 Linear Feature 7
111  32.56840136 -117.12033959 1
115  32.56846930 -117.12026218
120 Linear Feature 7
111  32.56879629 -117.12247250 1
115  32.56884080 -117.12239454
120 Linear Feature 7
111  32.56886771 -117.12002141 1
115  32.56890786 -117.11994019
120 Linear Feature 7
111  32.56833630 -117.11768123 1
115  32.56837645 -117.11760001
120 Linear Feature 7
111  32.56815615 -117.11689339 1
115  32.56819630 -117.11681217
120 Linear Feature 7
111  32.56776395 -117.11753791 1
115  32.56781399 -117.11743321
120 Linear Feature 6
111  32.56125780 -117.12103628 1
115  32.56111158 -117.12086409
120 Linear Feature 5
111  32.56125852 -117.12086538 1
115  32.56111630 -117.12103757
120 Linear Feature 2
111  32.56616352 -117.12103192 1
115  32.56604900 -117.12088979
120 Linear Feature 1
111  32.56616820 -117.12089326 1
115  32.56604608 -117.12102984
120 Linear Feature 4
111  32.56233386 -117.12103211 1
115  32.56219119 -117.12086387
120 Linear Feature 3
111  32.56233664 -117.12086426 1
115  32.56219120 -117.12103312
120 Linear Feature 14
112  32.56687577 -117.11010985  32.56688404 -117.11015772 51
111  32.56685318 -117.11017513 51
115  32.56638345 -117.11032603
120 Linear Feature 13
111  32.56624215 -117.10733799 51
111  32.56636274 -117.10786647 51
111  32.56637615 -117.10792523 51
111  32.56664384 -117.10909834 51
111  32.56665623 -117.10915374 51
111  32.56671229 -117.10937661 51
111  32.56672007 -117.10942753 51
111  32.56678430 -117.10970816 51
111  32.56679764 -117.10977587 51
115  32.56687577 -117.11010985
120 Linear Feature 16
111  32.56682441 -117.10973216 51
116  32.56678430 -117.10970816  32.56677200 -117.10968659
120 Linear Feature 17
112  32.56671229 -117.10937661  32.56672035 -117.10943343 51
111  32.56668291 -117.10945327 51
115  32.56622422 -117.10960342
120 Linear Feature 15
111  32.56715278 -117.10962650 51
111  32.56682441 -117.10973216 51
116  32.56679764 -117.10977587  32.56678801 -117.10979808
120 Linear Feature 35
111  32.56222640 -117.11749397 1
111  32.56220175 -117.11751134 1
111  32.56217743 -117.11753626 1
111  32.56215643 -117.11756905 1
111  32.56214316 -117.11761234 1
111  32.56213653 -117.11765563 1
115  32.56213874 -117.11767793
120 Linear Feature 36
111  32.56329367 -117.11715353 1
111  32.56326404 -117.11716995 1
111  32.56323972 -117.11719487 1
111  32.56321871 -117.11723029 1
111  32.56320545 -117.11725783 1
111  32.56319660 -117.11729719 1
115  32.56319992 -117.11733523
120 Linear Feature 37
111  32.56435424 -117.11681524 1
111  32.56432490 -117.11683837 1
111  32.56430205 -117.11686223 1
111  32.56428378 -117.11688608 1
111  32.56427099 -117.11692727 1
111  32.56426642 -117.11696955 1
111  32.56426916 -117.11700966 1
115  32.56427282 -117.11701725
120 Linear Feature 38
111  32.56541979 -117.11647535
111  32.56539208 -117.11649574
112  32.56536800 -117.11652038  32.56536717 -117.11652235
111  32.56534557 -117.11655290
112  32.56533311 -117.11658345  32.56533228 -117.11658641
112  32.56532397 -117.11661302  32.56532397 -117.11661499
111  32.56532564 -117.11664653
115  32.56533062 -117.11667610
120 Linear Feature 34
111  32.56597045 -117.11629970 1
111  32.56541979 -117.11647535 1
111  32.56435424 -117.11681524 1
111  32.56329367 -117.11715353 1
111  32.56222640 -117.11749397 1
111  32.56118758 -117.11782533 1
111  32.56115110 -117.11783832 1
111  32.56112556 -117.11786285 1
111  32.56110367 -117.11789748 1
111  32.56109029 -117.11792633 1
112  32.56108178 -117.11796385  32.56108178 -117.11796674 1
111  32.56107692 -117.11799271 1
115  32.56108300 -117.11801868
120 Linear Feature 28
111  32.56615404 -117.10928728 51
111  32.56599627 -117.10933874 51
112  32.56595879 -117.10933571  32.56594472 -117.10932830 51
111  32.56593748 -117.10931345 51
115  32.56593294 -117.10928914
120 Linear Feature 19
111  32.56675311 -117.10940101 51
112  32.56672910 -117.10939283  32.56672010 -117.10938680 51
115  32.56671229 -117.10937661
120 Linear Feature 18
111  32.56708433 -117.10929868 51
111  32.56675311 -117.10940101 51
115  32.56672007 -117.10942753
120 Linear Feature 30
111  32.56238293 -117.11810994 1
111  32.56233971 -117.11812115 1
111  32.56230440 -117.11811068 1
112  32.56226908 -117.11808623  32.56226614 -117.11808449 1
112  32.56224554 -117.11806354  32.56224113 -117.11805481 1
111  32.56222788 -117.11802687 1
115  32.56221317 -117.11799545
120 Linear Feature 31
111  32.56343383 -117.11777617 1
111  32.56339680 -117.11777888 1
111  32.56335707 -117.11777015 1
111  32.56332175 -117.11774920 1
112  32.56329821 -117.11772476  32.56329821 -117.11772301 1
111  32.56328350 -117.11770381 1
115  32.56327172 -117.11765492
120 Linear Feature 32
111  32.56449739 -117.11743839 1
111  32.56444815 -117.11744393 1
111  32.56441604 -117.11743282 1
111  32.56438929 -117.11741060 1
111  32.56435585 -117.11737251 1
115  32.56434381 -117.11733283
120 Linear Feature 33
111  32.56554971 -117.11710417 1
111  32.56550582 -117.11709862 1
111  32.56546836 -117.11708433 1
112  32.56543091 -117.11705576  32.56542823 -117.11705100 1
112  32.56540817 -117.11701767  32.56540817 -117.11701608 1
115  32.56540281 -117.11699386
120 Linear Feature 29
111  32.56611689 -117.11692357 1
111  32.56554971 -117.11710417 1
111  32.56449739 -117.11743839 1
111  32.56343383 -117.11777617 1
111  32.56238293 -117.11810994 1
111  32.56134061 -117.11844098 1
111  32.56130614 -117.11845120 1
111  32.56125228 -117.11845376 1
111  32.56121350 -117.11843075 1
111  32.56118765 -117.11840263 1
111  32.56117472 -117.11837196 1
115  32.56116610 -117.11833873
120 Linear Feature 27
112  32.56624215 -117.10733799  32.56623173 -117.10727989 51
112  32.56617988 -117.10729359  32.56617849 -117.10729359 51
115  32.56572074 -117.10744128
120 Linear Feature 24
111  32.56633703 -117.10790455 51
115  32.56587112 -117.10805650
120 Linear Feature 23
111  32.56663125 -117.10913037 51
116  32.56664384 -117.10909834  32.56664434 -117.10908967
120 Linear Feature 22
111  32.56663125 -117.10913037 51
116  32.56665623 -117.10915374  32.56665922 -117.10916162
120 Linear Feature 20
111  32.56663125 -117.10913037 51
115  32.56615404 -117.10928728
14  32.56698422 -117.10881148  82.02 0 New Tower Viewpoint 2
1300  32.56722622 -117.10993579 196.57 misc heavy|jets|turboprops|props RAMP E03
1300  32.56715278 -117.10962650 191.62 misc jets|turboprops|props|helos RAMP E02
1300  32.56708433 -117.10929868 194.59 misc heavy|jets|turboprops|props RAMP E01
18  32.56698422 -117.10881148 1 New Airport Beacon 10
19  32.56179878 -117.11932281 0 New Windsock 12
53 28558 GND
50 27620 ATIS
54 12065 TWR
55 12515 APP
99
