I
1100 Generated by WorldEditor 1.6.1r1

1     13 1 0 EGCK Caernarfon
110 2 0.00 143.0000 New Taxiway 25
111  53.10055063 -004.33976922
111  53.10063880 -004.33987063
111  53.10060243 -004.33996527
113  53.10051492 -004.33986117
110 2 0.00 159.0000 New Taxiway 24
111  53.10072039 -004.33912048
111  53.10082356 -004.33918449
111  53.10080135 -004.33928944
113  53.10069754 -004.33922221
110 2 0.00 159.0000 New Taxiway 23
111  53.10086692 -004.33842546
111  53.10096974 -004.33848928
111  53.10094534 -004.33859611
113  53.10084436 -004.33853185
110 2 0.00 159.0000 New Taxiway 22
111  53.10101317 -004.33773917
111  53.10110719 -004.33779710
111  53.10108632 -004.33789392
113  53.10099140 -004.33783519
110 2 0.00 160.0000 New Taxiway 21
111  53.10128207 -004.33645425
111  53.10141627 -004.33653164
111  53.10139492 -004.33663870
113  53.10125924 -004.33656603
110 2 0.00 160.0000 New Taxiway 20
111  53.10150801 -004.33592828
111  53.10140625 -004.33586893
111  53.10142771 -004.33576762
113  53.10152763 -004.33582838
110 2 0.00 175.0000 New Taxiway 19
111  53.10154998 -004.33508336
111  53.10165136 -004.33509654
111  53.10164732 -004.33519519
113  53.10154373 -004.33517910
110 2 0.00 197.0000 New Taxiway 18
111  53.10144952 -004.33437703
111  53.10157508 -004.33431463
111  53.10159208 -004.33440752
113  53.10147150 -004.33447576
130 Airport Boundary 9
111  53.09938883 -004.34357056
111  53.09891141 -004.34367031
111  53.09888844 -004.34339721
111  53.10104934 -004.33220648
111  53.10133599 -004.33109075
111  53.10155933 -004.33039626
111  53.10181271 -004.32976574
111  53.10419498 -004.32970305
111  53.10565825 -004.32967840
111  53.10961103 -004.33086742
111  53.11359280 -004.33652385
111  53.11418739 -004.33788601
111  53.11252361 -004.34223602
111  53.11187547 -004.34237794
111  53.11098594 -004.34383181
111  53.10884703 -004.34575118
111  53.10568899 -004.34622582
111  53.10165101 -004.34464142
113  53.10086921 -004.34435470
120 Hold 26
111  53.10283932 -004.33045965 4
115  53.10288335 -004.33024474
120 Hold 02
111  53.09966620 -004.34152437 4
115  53.09953891 -004.34150157
120 Taxiline 1
111  53.09964255 -004.34196089 1
112  53.09959551 -004.34162428  53.09960289 -004.34149104 1
112  53.09977832 -004.34095474  53.09994018 -004.34066755 1
111  53.10015320 -004.34035362 1
112  53.10047652 -004.33971512  53.10059602 -004.33942036 1
111  53.10066976 -004.33899095 1
111  53.10145661 -004.33529247 1
112  53.10148456 -004.33494203  53.10147081 -004.33476713 1
111  53.10142501 -004.33458327 1
111  53.10126602 -004.33385215 1
112  53.10125161 -004.33357252  53.10126411 -004.33345592 1
111  53.10129721 -004.33331371 1
111  53.10181824 -004.33075243 1
112  53.10211189 -004.33021538  53.10231610 -004.33008437 1
111  53.10250181 -004.33018091 1
111  53.10301200 -004.33047537 1
112  53.10315993 -004.33058600  53.10324285 -004.33065041 1
115  53.10323145 -004.33084814
14  53.10076426 -004.33693593  82.00 0 Tower Viewpoint 1
1300  53.10081782 -004.33752468  71.63 tie_down props APRON
1301 A general_aviation 
1300  53.10158349 -004.33513915 174.75 tie_down props GA Ramp 5
1301 A general_aviation 
1300  53.10132277 -004.33652980 161.47 tie_down props GA Ramp 4
1301 A general_aviation 
1300  53.10089703 -004.33850859 157.82 tie_down props GA Ramp 3
1301 A general_aviation 
1300  53.10055710 -004.33983875 144.73 tie_down props GA Ramp 2
1301 A general_aviation 
1300  53.10026298 -004.34039859 134.18 tie_down props GA Ramp 1
1301 A general_aviation 
18  53.10055298 -004.33812809 1 New Airport Beacon 11
19  53.10139288 -004.33785578 0 Windsock
54 12225 Caernarfon Radio
99
