I
1050 Generated by WorldEditor 2.0.0r4

1     19 1 0 EVVA Ventspils International
1302 city Ventspils
111  57.36043459  021.54721242
111  57.35350585  021.53807709
111  57.35315850  021.53761897
111  57.35315245  021.53761099
113  57.35294294  021.53815766
110 1 0.00 185.0000 Apron asphalt
111  57.36132763  021.54425359
111  57.36132091  021.54427849
112  57.36128331  021.54433078  57.36128734  021.54437062
111  57.36128331  021.54433078
112  57.36128331  021.54433078  57.36136255  021.54444034
111  57.36133829  021.54457623
111  57.36127322  021.54474635
111  57.36125997  021.54474888
111  57.36111274  021.54511942
111  57.36111145  021.54517323
112  57.36121956  021.54599034  57.36110406  021.54664521
111  57.36121956  021.54599034
111  57.36131889  021.54612097
112  57.36131889  021.54612097  57.36150019  021.54580972
111  57.36172240  021.54595229
111  57.36179896  021.54602894
111  57.36238655  021.54679392
111  57.36247413  021.54690795
111  57.36247985  021.54691539
111  57.36265714  021.54647801
111  57.36268678  021.54651411
111  57.36270816  021.54646293
111  57.36276185  021.54646009
111  57.36303569  021.54653831
111  57.36412545  021.54797971
111  57.36414770  021.54791162
111  57.36269350  021.54597014
111  57.36271201  021.54592305
111  57.36264211  021.54582976
111  57.36264280  021.54580499
111  57.36278162  021.54543922
111  57.36275639  021.54541547
111  57.36260732  021.54579396
112  57.36260732  021.54579396  57.36259523  021.54582384
111  57.36257140  021.54580584
111  57.36252450  021.54574339
111  57.36258226  021.54558585
111  57.36248415  021.54545695
111  57.36243055  021.54558953
111  57.36234898  021.54548909
111  57.36233640  021.54549296
111  57.36221929  021.54533703
111  57.36220768  021.54526673
111  57.36163416  021.54457490
111  57.36160813  021.54463405
111  57.36170681  021.54476317
112  57.36170681  021.54476317  57.36172829  021.54479554
111  57.36171342  021.54485091
111  57.36143395  021.54448954
111  57.36143498  021.54446114
111  57.36139128  021.54440025
113  57.36140266  021.54432593
111  57.36174526  021.54489208
112  57.36179230  021.54486609  57.36181244  021.54489348
111  57.36179230  021.54486609
111  57.36210521  021.54527197
112  57.36210521  021.54527197  57.36214013  021.54531430
111  57.36210924  021.54536908
113  57.36207383  021.54531693
111  57.36218310  021.54548113
112  57.36222608  021.54545125  57.36224354  021.54547366
111  57.36222608  021.54545125
111  57.36238052  021.54565544
112  57.36238052  021.54565544  57.36240201  021.54568532
113  57.36237246  021.54573014
111  57.36247453  021.54585713
112  57.36251213  021.54583970  57.36252959  021.54586460
111  57.36251213  021.54583970
111  57.36295934  021.54643234
111  57.36292040  021.54644977
111  57.36275655  021.54637009
111  57.36271895  021.54638005
111  57.36271224  021.54634519
111  57.36273910  021.54624559
113  57.36272835  021.54620574
130 Airport Boundary
111  57.36105333  021.54387489
111  57.35984165  021.54489234
111  57.35485996  021.53823859
111  57.35097409  021.53309854
111  57.34962795  021.53518618
111  57.35265973  021.53938590
111  57.36454340  021.55506314
111  57.36585337  021.55158719
111  57.36412467  021.54805417
111  57.36417517  021.54785545
111  57.36362291  021.54711408
111  57.36362826  021.54706991
111  57.36268240  021.54580485
111  57.36297604  021.54504124
111  57.36268793  021.54464238
111  57.36237437  021.54538624
111  57.36167992  021.54446016
111  57.36170971  021.54437086
111  57.36172489  021.54428071
111  57.36173622  021.54400503
111  57.36180839  021.54377893
111  57.36175411  021.54364402
111  57.36171841  021.54367817
111  57.36162755  021.54371793
111  57.36142258  021.54364526
111  57.36131476  021.54375147
113  57.36107460  021.54393075
120 hold
111  57.36102800  021.54689621 4
115  57.36092880  021.54676731
120 Linear Feature 16
111  57.36188230  021.54543253 1
115  57.36187070  021.54546143
120 Linear Feature 16
111  57.36170948  021.54520277 1
115  57.36169788  021.54523167
120 Linear Feature 16
111  57.36155974  021.54500679 1
115  57.36154814  021.54503569
120 Linear Feature 16
111  57.36141613  021.54481716 1
115  57.36140453  021.54484606
120 Linear Feature 16
111  57.36190109  021.54538570 1
115  57.36188949  021.54541460
120 Linear Feature 16
111  57.36172827  021.54515594 1
115  57.36171667  021.54518484
120 Linear Feature 16
111  57.36157854  021.54495996 1
115  57.36156694  021.54498886
120 Linear Feature 16
111  57.36143492  021.54477033 1
115  57.36142332  021.54479923
120 Linear Feature 13
111  57.36072781  021.54748334 1
111  57.36130519  021.54596901 1
115  57.36158899  021.54522467
120 Linear Feature 12
112  57.36158899  021.54522467  57.36152856  021.54531929
111  57.36158899  021.54522467
112  57.36158899  021.54522467  57.36162257  021.54509021 1
111  57.36157825  021.54501800 1
111  57.36156351  021.54499851 1
111  57.36141967  021.54480832 1
111  57.36140501  021.54478892 1
112  57.36129354  021.54486611  57.36123176  021.54499310
111  57.36129354  021.54486611 1
111  57.36123042  021.54503792
112  57.36123042  021.54503792  57.36120356  021.54514001 1
111  57.36124922  021.54525455 1
111  57.36131771  021.54546371 1
112  57.36130519  021.54596901  57.36122730  021.54626035
111  57.36130519  021.54596901
112  57.36130519  021.54596901  57.36142203  021.54571254 1
111  57.36157959  021.54578492 1
111  57.36172732  021.54584219 1
112  57.36185356  021.54580235  57.36188713  021.54571769
111  57.36185356  021.54580235 1
111  57.36191399  021.54563303
112  57.36191399  021.54563303  57.36193682  021.54552596 1
111  57.36190459  021.54544877 1
111  57.36188585  021.54542366 1
111  57.36171310  021.54519373 1
113  57.36169518  021.54516989 1
120 Linear Feature 11
111  57.35993579  021.54696768 1
111  57.36040343  021.54758496 1
112  57.36072781  021.54748334  57.36089837  021.54721443
111  57.36072781  021.54748334
112  57.36072781  021.54748334  57.36063783  021.54785683 1
111  57.36078967  021.54809479 1
115  57.36125056  021.54870316
120 Linear Feature 10
111  57.35347301  021.53843444 1
111  57.35345053  021.53840123 1
112  57.35344227  021.53812105  57.35347391  021.53792060
111  57.35344227  021.53812105
112  57.35344227  021.53812105  57.35349163  021.53784972 1
112  57.35314738  021.53784599  57.35302521  021.53811568 1
112  57.35328418  021.53837624  57.35336002  021.53832410 1
111  57.35343372  021.53842191 1
115  57.35355182  021.53857666
120 Linear Feature 10
111  57.36209249  021.54983911 1
111  57.36215217  021.54991866 1
112  57.36220533  021.55011233  57.36221515  021.55024333
111  57.36220533  021.55011233
112  57.36220533  021.55011233  57.36222186  021.55038527 1
112  57.36251802  021.55020522  57.36261699  021.54990129 1
112  57.36227155  021.54979242  57.36211621  021.54996576
111  57.36227155  021.54979242
112  57.36227155  021.54979242  57.36218202  021.54991347 1
111  57.36210461  021.54982701 1
115  57.36207943  021.54979415
120 white
111  57.36149633  021.54566540 20
115  57.36139292  021.54552845
14  57.36145992  021.54403937  82.02 0 Tower Viewpoint
1300  57.36241330  021.54689614 305.42 tie_down jets|turboprops|props|fighters GA Concrete Stand
1301 B general_aviation 
1300  57.36211742  021.54573081 167.98 tie_down jets|turboprops|props|fighters GA Ramp 1
1301 B general_aviation 
1300  57.36241911  021.54612881 167.98 tie_down jets|turboprops|props|fighters GA Ramp 2
1301 B general_aviation 
1300  57.36247519  021.54566985 125.54 tie_down turboprops|props Hangar Apron
1301 A general_aviation 
1300  57.36141967  021.54480832 213.80 gate jets|turboprops|props|helos|fighters Stand No. 1
1301 B airline 
1300  57.36188585  021.54542366  35.84 gate jets|turboprops|props|helos|fighters Stand No. 2
1301 B airline 
19  57.36099234  021.54489298 1 WS
50 12680 Ventspils MET
99
