I
1050 Generated by WorldEditor 2.1.0r1

1   1843 1 0 SCBQ El Bosque
1302 city Santiago
111 -33.56740777 -070.69580976
111 -33.56773261 -070.69588098
111 -33.56772220 -070.69594346
111 -33.56774615 -070.69594970
111 -33.56775552 -070.69592596
111 -33.56776801 -070.69590972
111 -33.56778779 -070.69589847
111 -33.56780445 -070.69589722
111 -33.56810549 -070.69595215
111 -33.56815172 -070.69600013
111 -33.56816796 -070.69600463
111 -33.56819545 -070.69583519
111 -33.56826166 -070.69585169
111 -33.56827166 -070.69577372
111 -33.56797305 -070.69572274
111 -33.56793557 -070.69569424
111 -33.56792683 -070.69565376
111 -33.56796431 -070.69543334
111 -33.56851215 -070.69424934
111 -33.56854465 -070.69417911
111 -33.56861967 -070.69401696
111 -33.56867179 -070.69390433
111 -33.56868553 -070.69391333
111 -33.56875299 -070.69376753
111 -33.56873925 -070.69375854
111 -33.56879431 -070.69363954
111 -33.56894612 -070.69331145
111 -33.56916037 -070.69284840
111 -33.56938339 -070.69236642
111 -33.56956978 -070.69196359
111 -33.56959955 -070.69187737
111 -33.56962558 -070.69177532
111 -33.56963860 -070.69168057
111 -33.56963773 -070.69157123
111 -33.56962558 -070.69146085
111 -33.56961257 -070.69140358
111 -33.56959522 -070.69134631
111 -33.56957786 -070.69129945
111 -33.56955357 -070.69124322
111 -33.56949717 -070.69115054
111 -33.56946420 -070.69110785
111 -33.56942776 -070.69106828
111 -33.56938351 -070.69103079
111 -33.56934881 -070.69100476
111 -33.56746286 -070.68976124
111 -33.56732401 -070.68966968
111 -33.56635521 -070.68903088
111 -33.56635702 -070.68902293
111 -33.56633532 -070.68900196
111 -33.56631424 -070.68897159
111 -33.56630098 -070.68893688
111 -33.56629074 -070.68890507
111 -33.56628953 -070.68886746
111 -33.56629435 -070.68882625
111 -33.56630821 -070.68878286
111 -33.56630399 -070.68877997
111 -33.56640281 -070.68860136
111 -33.56640943 -070.68860498
111 -33.56642269 -070.68858473
111 -33.56644559 -070.68856014
111 -33.56646908 -070.68854496
111 -33.56649017 -070.68853194
111 -33.56651789 -070.68852616
111 -33.56654621 -070.68852544
111 -33.56657814 -070.68853267
111 -33.56659802 -070.68854424
111 -33.56661731 -070.68855725
111 -33.56661972 -070.68855291
111 -33.56716500 -070.68897955
111 -33.56730919 -070.68872440
111 -33.56736273 -070.68862966
111 -33.56742408 -070.68852110
111 -33.56739884 -070.68850105
111 -33.56764556 -070.68804378
111 -33.56701727 -070.68754473
111 -33.56677055 -070.68800200
111 -33.56675022 -070.68798585
111 -33.56670219 -070.68807266
111 -33.56666783 -070.68811514
111 -33.56664076 -070.68813888
111 -33.56660953 -070.68815638
111 -33.56658141 -070.68816262
111 -33.56655434 -070.68816262
111 -33.56651790 -070.68815263
111 -33.56630849 -070.68800099
111 -33.56627667 -070.68795673
111 -33.56626438 -070.68792202
111 -33.56625137 -070.68788211
111 -33.56624920 -070.68783525
111 -33.56625281 -070.68778666
111 -33.56626872 -070.68774588
111 -33.56634102 -070.68755758
111 -33.56631355 -070.68753762
111 -33.56630921 -070.68751333
111 -33.56637284 -070.68739011
111 -33.56642417 -070.68736306
111 -33.56673652 -070.68759297
111 -33.56690102 -070.68729309
111 -33.56683543 -070.68724185
111 -33.56690310 -070.68711441
111 -33.56721649 -070.68735306
111 -33.56729666 -070.68734807
111 -33.56744659 -070.68746302
111 -33.56746012 -070.68743928
111 -33.56729666 -070.68731433
111 -33.56733935 -070.68722811
111 -33.56706136 -070.68701944
111 -33.56699056 -070.68706942
111 -33.56694579 -070.68703319
111 -33.56698327 -070.68694947
111 -33.56690623 -070.68689449
111 -33.56698015 -070.68675079
111 -33.56697286 -070.68674580
111 -33.56703013 -070.68660960
111 -33.56704991 -070.68657086
111 -33.56744659 -070.68660585
111 -33.56742681 -070.68652213
111 -33.56709884 -070.68651213
111 -33.56706136 -070.68646840
111 -33.56699368 -070.68641842
111 -33.56690415 -070.68657961
111 -33.56679170 -070.68649589
111 -33.56674589 -070.68656336
111 -33.56688645 -070.68666957
111 -33.56672298 -070.68695821
111 -33.56650850 -070.68678828
111 -33.56646582 -070.68685325
111 -33.56633567 -070.68674330
111 -33.56631797 -070.68676329
111 -33.56628986 -070.68676704
111 -33.56613160 -070.68661834
111 -33.56618470 -070.68650964
111 -33.56604727 -070.68639843
111 -33.56619616 -070.68612354
111 -33.56595641 -070.68593818
111 -33.56614692 -070.68559836
111 -33.56570687 -070.68525815
111 -33.56551636 -070.68559797
111 -33.56548504 -070.68557375
111 -33.56542882 -070.68567371
111 -33.56541320 -070.68567746
111 -33.56538197 -070.68568121
111 -33.56518935 -070.68551503
111 -33.56514771 -070.68545755
111 -33.56512584 -070.68539632
111 -33.56511751 -070.68534884
111 -33.56504081 -070.68535565
111 -33.56498731 -070.68538688
111 -33.56497863 -070.68540077
111 -33.56507913 -070.68548060
111 -33.56463375 -070.68627802
111 -33.56461133 -070.68628149
111 -33.56458561 -070.68626273
111 -33.56457910 -070.68623843
111 -33.56459140 -070.68620633
111 -33.56455235 -070.68617595
111 -33.56453717 -070.68620546
111 -33.56451548 -070.68621066
111 -33.56447137 -070.68617682
111 -33.56444535 -070.68622541
111 -33.56455452 -070.68630698
111 -33.56457477 -070.68633127
111 -33.56458489 -070.68636945
111 -33.56443233 -070.68664104
111 -33.56442076 -070.68665232
111 -33.56439835 -070.68666013
111 -33.56436147 -070.68660113
111 -33.56435714 -070.68658204
111 -33.56435930 -070.68656295
111 -33.56448871 -070.68634084
111 -33.56438953 -070.68626244
111 -33.56428543 -070.68644550
111 -33.56427024 -070.68643350
111 -33.56419940 -070.68656364
111 -33.56414532 -070.68652090
111 -33.56421617 -070.68639076
111 -33.56420614 -070.68638283
111 -33.56430663 -070.68619717
111 -33.56420601 -070.68611871
111 -33.56410238 -070.68630118
111 -33.56411034 -070.68630638
111 -33.56403756 -070.68643453
111 -33.56317626 -070.68574164
111 -33.56290321 -070.68552197
111 -33.56230503 -070.68504075
111 -33.56229045 -070.68502076
111 -33.56229149 -070.68499827
111 -33.56229878 -070.68497078
111 -33.56241432 -070.68478419
111 -33.56245557 -070.68482027
111 -33.56244714 -070.68483329
111 -33.56247698 -070.68485939
111 -33.56249908 -070.68482636
111 -33.56246927 -070.68480028
111 -33.56246083 -070.68481185
111 -33.56241955 -070.68477574
111 -33.56246051 -070.68470926
111 -33.56247931 -070.68469278
111 -33.56242797 -070.68464332
111 -33.56246412 -070.68458432
111 -33.56250317 -070.68457217
111 -33.56269838 -070.68424158
111 -33.56262174 -070.68418518
111 -33.56258776 -070.68424332
112 -33.56259788 -070.68426935 -33.56259788 -070.68427108
111 -33.56260367 -070.68430058
111 -33.56260367 -070.68432922
111 -33.56260077 -070.68435004
111 -33.56251329 -070.68449148
111 -33.56245255 -070.68445243
111 -33.56237808 -070.68457564
111 -33.56236073 -070.68451317
111 -33.56235133 -070.68450189
111 -33.56232096 -070.68443855
111 -33.56232096 -070.68442466
111 -33.56231301 -070.68441425
111 -33.56227830 -070.68432661
111 -33.56177364 -070.68393184
111 -33.56125450 -070.68352575
111 -33.56124099 -070.68354484
111 -33.56127908 -070.68357347
111 -33.56121375 -070.68368144
111 -33.56087382 -070.68341252
111 -33.56088944 -070.68338129
111 -33.56086768 -070.68336436
111 -33.56092480 -070.68326285
111 -33.56091612 -070.68325677
111 -33.56089877 -070.68328454
111 -33.56077079 -070.68318649
111 -33.56077730 -070.68316914
111 -33.56064946 -070.68306594
111 -33.56067653 -070.68302346
111 -33.56065790 -070.68300842
111 -33.56064645 -070.68302841
111 -33.56055054 -070.68295099
111 -33.56056200 -070.68293100
111 -33.56054336 -070.68291596
111 -33.56051630 -070.68295843
111 -33.56037963 -070.68284810
111 -33.56038542 -070.68283942
111 -33.56011139 -070.68261644
111 -33.56002246 -070.68276567
111 -33.55956919 -070.68239220
111 -33.55942402 -070.68227259
111 -33.55940551 -070.68225733
111 -33.55930955 -070.68217827
111 -33.55931606 -070.68216179
111 -33.55921194 -070.68207762
111 -33.55923580 -070.68203250
111 -33.55919134 -070.68199730
111 -33.55929648 -070.68179617
111 -33.55916674 -070.68169344
111 -33.55906159 -070.68189457
111 -33.55903267 -070.68187167
111 -33.55913886 -070.68167553
111 -33.55900969 -070.68157326
111 -33.55890351 -070.68176939
111 -33.55886780 -070.68174112
111 -33.55897294 -070.68154374
111 -33.55884678 -070.68144385
111 -33.55874164 -070.68164123
111 -33.55867256 -070.68158653
111 -33.55869931 -070.68153014
111 -33.55868775 -070.68151799
111 -33.55871450 -070.68136876
111 -33.55867690 -070.68136268
111 -33.55865160 -070.68152059
111 -33.55858508 -070.68146680
111 -33.55856627 -070.68149991
111 -33.55840595 -070.68137749
111 -33.55833763 -070.68149777
111 -33.55849794 -070.68162019
111 -33.55849189 -070.68163082
111 -33.55856789 -070.68169203
111 -33.55854376 -070.68173441
111 -33.55846777 -070.68167319
111 -33.55845765 -070.68169097
111 -33.55855615 -070.68176700
111 -33.55847821 -070.68192335
111 -33.55840453 -070.68187124
111 -33.55753546 -070.68118267
111 -33.55738645 -070.68105955
111 -33.55694391 -070.68070174
111 -33.55685973 -070.68063368
111 -33.55684474 -070.68055872
111 -33.55692834 -070.68040548
111 -33.55723080 -070.67985107
111 -33.55729952 -070.67981659
111 -33.55718957 -070.67972963
111 -33.55719332 -070.67981809
111 -33.55702487 -070.68012030
111 -33.55695153 -070.68025187
111 -33.55681226 -070.68050175
111 -33.55677956 -070.68051412
111 -33.55672404 -070.68052765
111 -33.55662079 -070.68047143
111 -33.55653489 -070.68042354
111 -33.55644205 -070.68039022
111 -33.55638306 -070.68037981
111 -33.55628935 -070.68036940
111 -33.55619738 -070.68036836
111 -33.55610281 -070.68037877
111 -33.55601084 -070.68039751
111 -33.55591887 -070.68042562
111 -33.55582951 -070.68047143
111 -33.55575142 -070.68052349
111 -33.55566899 -070.68058387
111 -33.55559438 -070.68065883
111 -33.55553017 -070.68073588
111 -33.55546944 -070.68081917
111 -33.55541825 -070.68090142
111 -33.55537053 -070.68100449
111 -33.55532975 -070.68111485
111 -33.55520913 -070.68152774
113 -33.55518435 -070.68161258
111 -33.56351878 -070.68918892
111 -33.56349796 -070.68916393
111 -33.56347818 -070.68912145
111 -33.56347193 -070.68909396
111 -33.56346776 -070.68905773
111 -33.56347193 -070.68903024
111 -33.56347818 -070.68899525
111 -33.56366498 -070.68859424
111 -33.56401542 -070.68784198
111 -33.56403520 -070.68782699
111 -33.56404353 -070.68780824
111 -33.56406643 -070.68778825
111 -33.56410704 -070.68776951
111 -33.56414244 -070.68776701
111 -33.56417576 -070.68777451
111 -33.56420491 -070.68779200
111 -33.56421948 -070.68779325
111 -33.56927224 -070.69112946
111 -33.56930451 -070.69115446
111 -33.56933783 -070.69118445
111 -33.56937010 -070.69121443
111 -33.56939717 -070.69124942
111 -33.56943778 -070.69131815
111 -33.56945965 -070.69135938
111 -33.56947422 -070.69140062
111 -33.56948776 -070.69144435
111 -33.56949504 -070.69148934
111 -33.56950754 -070.69158180
111 -33.56950858 -070.69166802
111 -33.56950025 -070.69174425
111 -33.56948463 -070.69180923
111 -33.56944715 -070.69189420
111 -33.56926448 -070.69229043
111 -33.56913897 -070.69256271
112 -33.56910044 -070.69260769 -33.56909940 -070.69260769
111 -33.56906400 -070.69263768
111 -33.56902652 -070.69266017
111 -33.56896405 -070.69268517
111 -33.56892137 -070.69269391
111 -33.56886722 -070.69268891
113 -33.56881517 -070.69267767
111 -33.56116714 -070.68763540
111 -33.56116589 -070.68762341
111 -33.56114590 -070.68760092
111 -33.56112591 -070.68756793
111 -33.56109592 -070.68750796
111 -33.56107968 -070.68743899
111 -33.56107593 -070.68736852
111 -33.56108218 -070.68731005
111 -33.56108843 -070.68727257
111 -33.56110342 -070.68723058
111 -33.56121556 -070.68698175
111 -33.56154196 -070.68625752
111 -33.56157194 -070.68622003
111 -33.56161192 -070.68618555
111 -33.56165940 -070.68616756
111 -33.56169938 -070.68616756
111 -33.56176310 -070.68617505
111 -33.56385208 -070.68755145
111 -33.56389706 -070.68761293
111 -33.56390956 -070.68766091
111 -33.56391080 -070.68771788
111 -33.56390956 -070.68775987
111 -33.56355250 -070.68852132
111 -33.56336607 -070.68891888
111 -33.56335482 -070.68892937
111 -33.56331110 -070.68897286
111 -33.56328111 -070.68898035
111 -33.56325237 -070.68898485
113 -33.56321864 -070.68898335
111 -33.55510086 -070.68362874
111 -33.55507837 -070.68361225
111 -33.55502715 -070.68354779
111 -33.55498842 -070.68347132
111 -33.55497467 -070.68341286
111 -33.55497218 -070.68336638
111 -33.55497967 -070.68330041
111 -33.55499092 -070.68323745
111 -33.55532825 -070.68210104
111 -33.55534449 -070.68208455
111 -33.55536324 -070.68206056
111 -33.55539697 -070.68203357
111 -33.55542446 -070.68203357
111 -33.55551191 -070.68205156
111 -33.56137906 -070.68591969
111 -33.56138781 -070.68594069
111 -33.56142029 -070.68597667
111 -33.56143778 -070.68601115
111 -33.56145153 -070.68606063
111 -33.56144778 -070.68611611
111 -33.56144153 -070.68616259
111 -33.56110041 -070.68690228
111 -33.56097551 -070.68717313
111 -33.56095052 -070.68721212
111 -33.56091679 -070.68724510
111 -33.56087806 -070.68727509
111 -33.56082183 -070.68729908
111 -33.56080184 -070.68730208
111 -33.56075686 -070.68730657
111 -33.56071064 -070.68730807
113 -33.56065566 -070.68729608
111 -33.56427544 -070.68766023
111 -33.56426315 -070.68763941
111 -33.56423784 -070.68760297
111 -33.56422121 -070.68755524
111 -33.56421254 -070.68750839
111 -33.56421182 -070.68745546
111 -33.56421905 -070.68739819
111 -33.56430074 -070.68722495
111 -33.56439908 -070.68701640
112 -33.56444535 -070.68697475 -33.56444680 -070.68697475
111 -33.56450464 -070.68693918
111 -33.56456321 -070.68694004
111 -33.56462539 -070.68695740
111 -33.56465503 -070.68697302
111 -33.56468819 -070.68700845
111 -33.56620882 -070.68822495
111 -33.56620882 -070.68823207
111 -33.56622111 -070.68824421
111 -33.56626232 -070.68832144
111 -33.56626522 -070.68834921
111 -33.56626522 -070.68838826
111 -33.56626305 -070.68842123
111 -33.56625437 -070.68844986
111 -33.56624425 -070.68847589
111 -33.56624280 -070.68848891
111 -33.56612350 -070.68870324
111 -33.56611916 -070.68870063
111 -33.56610904 -070.68871538
111 -33.56609530 -070.68873448
111 -33.56607361 -070.68875530
111 -33.56604686 -070.68877005
111 -33.56602517 -070.68877526
111 -33.56600203 -070.68877873
111 -33.56600131 -070.68877352
111 -33.56597673 -070.68877005
111 -33.56594925 -070.68875356
113 -33.56594275 -070.68875964
111 -33.56182293 -070.68604197
111 -33.56180485 -070.68601854
111 -33.56177738 -070.68598644
111 -33.56176509 -070.68595607
111 -33.56175352 -070.68592744
111 -33.56174990 -070.68587971
111 -33.56174701 -070.68584588
111 -33.56175569 -070.68581724
111 -33.56175207 -070.68579902
111 -33.56178362 -070.68573019
111 -33.56186700 -070.68554826
111 -33.56191763 -070.68543779
111 -33.56205430 -070.68513959
111 -33.56208539 -070.68510662
111 -33.56212443 -070.68508145
111 -33.56217288 -070.68506063
111 -33.56220324 -070.68506063
111 -33.56224807 -070.68507191
111 -33.56225313 -070.68506584
111 -33.56238395 -070.68517046
111 -33.56309003 -070.68573516
111 -33.56426026 -070.68667106
111 -33.56429424 -070.68673093
111 -33.56430726 -070.68678560
111 -33.56431232 -070.68684980
111 -33.56430509 -070.68689579
111 -33.56418815 -070.68714067
111 -33.56409251 -070.68734092
111 -33.56408456 -070.68735047
112 -33.56405275 -070.68737823 -33.56405058 -070.68737823
111 -33.56403250 -070.68739472
111 -33.56399346 -070.68740947
111 -33.56396815 -070.68741554
111 -33.56392694 -070.68741121
111 -33.56389730 -070.68740166
113 -33.56387199 -070.68739385
111 -33.55878043 -070.68403591
111 -33.55876163 -070.68401422
111 -33.55875440 -070.68398558
111 -33.55874789 -070.68395348
111 -33.55875078 -070.68391964
111 -33.55899855 -070.68338074
111 -33.55903082 -070.68339948
111 -33.55908718 -070.68327525
111 -33.55905491 -070.68325651
111 -33.55913037 -070.68309017
111 -33.56184968 -070.68526106
111 -33.56180779 -070.68535332
111 -33.56175371 -070.68547242
111 -33.56167215 -070.68565202
111 -33.56164362 -070.68571486
111 -33.56163494 -070.68571486
111 -33.56162193 -070.68573915
112 -33.56160024 -070.68576778 -33.56160024 -070.68576952
111 -33.56157059 -070.68578861
111 -33.56153372 -070.68580162
111 -33.56149684 -070.68579989
111 -33.56146937 -070.68579468
111 -33.56144117 -070.68578167
111 -33.56143177 -070.68578601
113 -33.55938997 -070.68443826
111 -33.55525350 -070.68170712
111 -33.55529684 -070.68154269
111 -33.55540099 -070.68114752
111 -33.55543859 -070.68104601
111 -33.55548342 -070.68094883
111 -33.55552463 -070.68087682
111 -33.55558754 -070.68079613
111 -33.55564899 -070.68072152
111 -33.55571696 -070.68065385
111 -33.55578854 -070.68059311
111 -33.55586373 -070.68054626
111 -33.55594399 -070.68051156
111 -33.55602786 -070.68048987
111 -33.55611824 -070.68046991
111 -33.55620572 -070.68045863
111 -33.55628670 -070.68046210
111 -33.55637347 -070.68047338
111 -33.55642625 -070.68048813
111 -33.55651157 -070.68052197
111 -33.55659327 -070.68055928
111 -33.55668871 -070.68061481
111 -33.55693328 -070.68081119
111 -33.55700685 -070.68087026
111 -33.55902698 -070.68249237
111 -33.55904216 -070.68253054
111 -33.55904867 -070.68256438
111 -33.55905084 -070.68260082
111 -33.55902912 -070.68264828
111 -33.55899782 -070.68271668
111 -33.55851797 -070.68376520
111 -33.55848109 -070.68379644
111 -33.55845796 -070.68379904
113 -33.55842470 -070.68379817
111 -33.56585394 -070.68711049
111 -33.56580984 -070.68718597
111 -33.56571367 -070.68710968
111 -33.56570210 -070.68713050
111 -33.56560243 -070.68705143
111 -33.56558219 -070.68708267
111 -33.56553168 -070.68704260
111 -33.56556349 -070.68699054
111 -33.56504208 -070.68657691
113 -33.56508907 -070.68649883
111 -33.56607660 -070.68672527
111 -33.56603250 -070.68680075
111 -33.56526475 -070.68619170
113 -33.56531174 -070.68611361
111 -33.56570719 -070.68718433
111 -33.56572987 -070.68714433
111 -33.56577838 -070.68718196
113 -33.56575570 -070.68722196
111 -33.56536090 -070.68691711
111 -33.56538358 -070.68687711
111 -33.56543210 -070.68691474
113 -33.56540942 -070.68695474
111 -33.56734803 -070.69504235
111 -33.56734491 -070.69502611
111 -33.56776652 -070.69490367
113 -33.56776964 -070.69491991
111 -33.56708937 -070.69685394
111 -33.56720180 -070.69610132
111 -33.56774522 -070.69621976
113 -33.56763529 -070.69697538
111 -33.56599379 -070.69662906
111 -33.56610748 -070.69588694
111 -33.56627987 -070.69592142
113 -33.56616619 -070.69666804
111 -33.56625613 -070.69668603
111 -33.56636981 -070.69594391
111 -33.56654221 -070.69597839
113 -33.56642853 -070.69672501
111 -33.56652222 -070.69674450
111 -33.56663590 -070.69600238
111 -33.56680829 -070.69603686
113 -33.56669461 -070.69678348
111 -33.56502211 -070.69642791
111 -33.56513417 -070.69566009
111 -33.56514718 -070.69564708
111 -33.56558094 -070.69574338
111 -33.56559540 -070.69574945
111 -33.56560841 -070.69576333
111 -33.56561853 -070.69578936
111 -33.56562359 -070.69582493
111 -33.56556938 -070.69621188
111 -33.56556927 -070.69623099
111 -33.56557371 -070.69624746
111 -33.56558094 -070.69626134
111 -33.56556142 -070.69639928
111 -33.56547973 -070.69638106
111 -33.56546961 -070.69645915
111 -33.56539153 -070.69644527
113 -33.56538286 -070.69650513
111 -33.56567348 -070.69580237
111 -33.56568432 -070.69578762
111 -33.56570312 -070.69577461
111 -33.56572264 -070.69577374
111 -33.56593518 -070.69581626
111 -33.56594602 -070.69582233
111 -33.56596337 -070.69583881
111 -33.56597639 -070.69585790
111 -33.56597856 -070.69588653
111 -33.56594024 -070.69615983
111 -33.56593446 -070.69616850
111 -33.56592289 -070.69617718
111 -33.56590698 -070.69618325
111 -33.56579638 -070.69616416
111 -33.56578770 -070.69622056
111 -33.56577541 -070.69623357
111 -33.56575589 -070.69624138
111 -33.56563661 -070.69622056
111 -33.56562721 -070.69621275
111 -33.56562070 -070.69619887
111 -33.56561637 -070.69617891
113 -33.56566553 -070.69583274
111 -33.56597337 -070.69547393
111 -33.56598552 -070.69545519
111 -33.56621281 -070.69550517
111 -33.56622929 -070.69552287
111 -33.56623796 -070.69554056
111 -33.56624317 -070.69556972
111 -33.56621888 -070.69571235
111 -33.56621020 -070.69573734
111 -33.56619806 -070.69575400
111 -33.56617984 -070.69576232
111 -33.56615642 -070.69576441
111 -33.56598638 -070.69572901
111 -33.56596470 -070.69571756
111 -33.56595168 -070.69570194
111 -33.56594561 -070.69568632
111 -33.56594301 -070.69567383
113 -33.56594388 -070.69565821
111 -33.56534702 -070.69558846
111 -33.56533401 -070.69557180
111 -33.56532967 -070.69556347
111 -33.56532620 -070.69554994
111 -33.56559773 -070.69561657
111 -33.56559340 -070.69562906
111 -33.56558559 -070.69563947
113 -33.56557258 -070.69563947
111 -33.56534095 -070.69546977
111 -33.56560901 -070.69554473
111 -33.56560207 -070.69559158
113 -33.56532880 -070.69552807
110 1 0.00 32.0800 main ring
111 -33.56339296 -070.69329582
112 -33.56339296 -070.69329582 -33.56358963 -070.69342938
111 -33.56383518 -070.69337369
111 -33.56425916 -070.69327167
112 -33.56425916 -070.69327167 -33.56434383 -070.69325120
111 -33.56439742 -070.69325440
111 -33.56466366 -070.69328542
