A
1050 Generated by WorldEditor 2.0.0r4

1      8 1 0 KOAK Metro Oakland Intl
110 2 0.00 0.0000 New Taxiway 18
111  37.73307285 -122.22295415
111  37.73294322 -122.22289700
111  37.73301190 -122.22265035
113  37.73314357 -122.22270811
110 2 0.00 0.0000 New Taxiway 17
111  37.73359162 -122.22318551
111  37.73346471 -122.22312712
111  37.73353281 -122.22288219
113  37.73366144 -122.22294024
110 2 0.00 0.0000 New Taxiway 16
111  37.73410915 -122.22341149
111  37.73398200 -122.22335718
111  37.73405219 -122.22311092
113  37.73417935 -122.22316890
110 2 0.00 0.0000 New Taxiway 11
111  37.73675408 -122.22583942
112  37.73675408 -122.22583942  37.73681081 -122.22588725
112  37.73674974 -122.22607219  37.73668165 -122.22612480
111  37.73674974 -122.22607219
111  37.73674920 -122.22609500
111  37.73672380 -122.22609375
111  37.73671759 -122.22624838
111  37.73668746 -122.22628424
111  37.73666177 -122.22628312
111  37.73663695 -122.22624614
111  37.73664227 -122.22608927
111  37.73661303 -122.22608703
111  37.73661303 -122.22606462
112  37.73661303 -122.22606462  37.73654673 -122.22600491
112  37.73661874 -122.22583605  37.73668068 -122.22578739
111  37.73661874 -122.22583605
112  37.73652378 -122.22566822  37.73642426 -122.22559818
111  37.73652378 -122.22566822
112  37.73652378 -122.22566822  37.73588065 -122.22559293
111  37.73547650 -122.22497896
112  37.73547650 -122.22497896  37.73540389 -122.22491262
111  37.73531924 -122.22495907
111  37.73528855 -122.22499609
112  37.73528855 -122.22499609  37.73529017 -122.22510337
112  37.73513573 -122.22513097  37.73506170 -122.22508109
111  37.73513573 -122.22513097
111  37.73509625 -122.22513032
111  37.73501444 -122.22522426
111  37.73499583 -122.22519961
111  37.73507647 -122.22510213
111  37.73507724 -122.22505395
112  37.73507724 -122.22505395  37.73505234 -122.22496540
112  37.73519588 -122.22486921  37.73529237 -122.22487412
111  37.73519588 -122.22486921
111  37.73522800 -122.22482985
112  37.73522800 -122.22482985  37.73526196 -122.22472343
111  37.73521927 -122.22463514
111  37.73503606 -122.22439026
112  37.73503606 -122.22439026  37.73498327 -122.22430911
111  37.73488546 -122.22434015
111  37.73216504 -122.22512581
111  37.73120941 -122.22540180
111  37.73078777 -122.22548209
111  37.73069858 -122.22549907
111  37.73067977 -122.22532739
111  37.73076862 -122.22531152
111  37.73118663 -122.22523689 53
111  37.73213434 -122.22496362 53
111  37.73460853 -122.22425020
112  37.73461344 -122.22409366  37.73453394 -122.22400256
111  37.73461344 -122.22409366
111  37.73397079 -122.22380939
112  37.73397079 -122.22380939  37.73387435 -122.22380085
111  37.73382819 -122.22388877
111  37.73377059 -122.22408710
111  37.73374515 -122.22407615
111  37.73370585 -122.22422601
111  37.73366980 -122.22424710
111  37.73363284 -122.22437650
111  37.73360858 -122.22436432
111  37.73364629 -122.22422983
111  37.73363058 -122.22418799
111  37.73367038 -122.22404398
111  37.73364298 -122.22403219
111  37.73369704 -122.22384283
112  37.73362272 -122.22365543  37.73353518 -122.22359120
111  37.73362272 -122.22365543
111  37.73336938 -122.22354266 53
111  37.73308052 -122.22341407 53
111  37.73272213 -122.22325453 53
111  37.73242744 -122.22312335 53
111  37.73199236 -122.22293079
111  37.73203424 -122.22277140 53
111  37.73224875 -122.22286656 53
111  37.73259318 -122.22301936 53
111  37.73275479 -122.22309111 53
111  37.73310266 -122.22324555 53
111  37.73328363 -122.22332589 53
111  37.73363501 -122.22348190 53
111  37.73380099 -122.22355558 53
111  37.73416647 -122.22371601
111  37.73483166 -122.22401171 53
112  37.73493483 -122.22389616  37.73493272 -122.22374764
111  37.73493483 -122.22389616 53
111  37.73481471 -122.22326520 53
111  37.73472957 -122.22281797
111  37.73455989 -122.22192857
112  37.73455989 -122.22192857  37.73452907 -122.22177519
112  37.73442362 -122.22138427  37.73439088 -122.22126439
111  37.73442362 -122.22138427
112  37.73442362 -122.22138427  37.73441344 -122.22134701
111  37.73440714 -122.22132440
111  37.73452962 -122.22126678
112  37.73452962 -122.22126678  37.73453573 -122.22128458
112  37.73454796 -122.22132295  37.73455407 -122.22134254
111  37.73454796 -122.22132295
112  37.73454796 -122.22132295  37.73465508 -122.22166653
111  37.73475892 -122.22226248
111  37.73505723 -122.22381450
112  37.73518234 -122.22381604  37.73525315 -122.22372494
111  37.73518234 -122.22381604
111  37.73611870 -122.22194767
111  37.73625367 -122.22167836
111  37.73638770 -122.22172386
111  37.73622989 -122.22203800
111  37.73519809 -122.22409195
112  37.73517121 -122.22432867  37.73521743 -122.22441029
111  37.73517121 -122.22432867
111  37.73564844 -122.22496394
112  37.73595074 -122.22525057  37.73614481 -122.22539295
111  37.73595074 -122.22525057
112  37.73595074 -122.22525057  37.73604581 -122.22529329
111  37.73611304 -122.22519963
111  37.73619457 -122.22496657
111  37.73631509 -122.22503730
111  37.73624153 -122.22525902
112  37.73631786 -122.22544986  37.73640733 -122.22550924
111  37.73631786 -122.22544986
112  37.73631786 -122.22544986  37.73648016 -122.22550924
112  37.73687678 -122.22551874  37.73708559 -122.22549547
111  37.73687678 -122.22551874
111  37.73688487 -122.22567727
114  37.73688487 -122.22567727  37.73676549 -122.22571918
111  37.73510015 -122.22402601
111  37.73506649 -122.22403608
111  37.73509382 -122.22417406
113  37.73512675 -122.22416353
111  37.73475878 -122.22416078
111  37.73476942 -122.22411808
111  37.73466716 -122.22407339
111  37.73467748 -122.22403504
111  37.73452089 -122.22396488
113  37.73449986 -122.22403899
111  37.73395641 -122.22370010
111  37.73388780 -122.22366698
111  37.73385992 -122.22375635
113  37.73392995 -122.22378751
111  37.73310571 -122.22340687
111  37.73312786 -122.22333239
111  37.73307274 -122.22330985
113  37.73305167 -122.22338159
110 2 0.00 0.0000 New Taxiway 10
111  37.73728212 -122.22541612
112  37.73728212 -122.22541612  37.73735853 -122.22535387
111  37.73735869 -122.22526016
111  37.73750444 -122.22521619
112  37.73763162 -122.22530585  37.73773685 -122.22532220
113  37.73763162 -122.22530585
110 2 0.00 0.0000 New Taxiway 9
111  37.73888979 -122.22552289
111  37.73898726 -122.22547919
111  37.73903480 -122.22564682
111  37.73913074 -122.22598518
111  37.73925316 -122.22641695
111  37.73915060 -122.22645910
113  37.73907631 -122.22619243
110 2 0.00 0.0000 New Taxiway 8
111  37.73969024 -122.22629139
111  37.73959409 -122.22634768
111  37.73920236 -122.22536224
111  37.73929459 -122.22530699
111  37.73931907 -122.22536788
111  37.73946287 -122.22572569
111  37.73946859 -122.22573990
111  37.73947481 -122.22575539
111  37.73962477 -122.22612849
113  37.73963095 -122.22614388
110 2 0.00 0.0000 New Taxiway 7
111  37.73949640 -122.22515199
111  37.73957349 -122.22508924
111  37.73990477 -122.22571986
111  37.74002889 -122.22595613
111  37.73995090 -122.22601602
111  37.73987682 -122.22587519
111  37.73987104 -122.22586421
113  37.73986553 -122.22585374
110 2 0.00 0.0000 New Taxiway 6
111  37.73975777 -122.22490598
111  37.73983132 -122.22482642
111  37.74027402 -122.22547141
111  37.74036911 -122.22560995
111  37.74029834 -122.22568621
111  37.74005864 -122.22534024
113  37.73995100 -122.22518488
110 2 0.00 0.0000 New Taxiway 5
111  37.74057440 -122.22532276
111  37.74045378 -122.22527919
111  37.74055535 -122.22482489
111  37.74056324 -122.22478964
111  37.74058173 -122.22470691
111  37.74070136 -122.22475062
111  37.74065174 -122.22497421
113  37.74059539 -122.22522815
110 2 0.00 0.0000 New Taxiway 4
111  37.74020846 -122.22466605
111  37.74014169 -122.22459925
111  37.74021024 -122.22449080
113  37.74027790 -122.22455872
110 2 0.00 0.0000 New Taxiway 3
112  37.73992458 -122.22403292  37.73978124 -122.22428630
111  37.73992458 -122.22403292
111  37.73982216 -122.22393047
112  37.73982216 -122.22393047  37.73993077 -122.22373714
112  37.74005507 -122.22336380  37.74010206 -122.22320903
111  37.74005507 -122.22336380
112  37.74005507 -122.22336380  37.74005727 -122.22335655
112  37.74006148 -122.22334248  37.74006354 -122.22333552
111  37.74006148 -122.22334248
111  37.74018874 -122.22340305
112  37.74018214 -122.22342501  37.74017776 -122.22343922
111  37.74018214 -122.22342501
114  37.74018214 -122.22342501  37.74015793 -122.22350359
110 2 0.00 0.0000 New Taxiway 1
111  37.73820175 -122.21870890
111  37.73864482 -122.21907868
111  37.73847941 -122.21940177
111  37.73861662 -122.21951775
111  37.73864704 -122.21945780
111  37.73855536 -122.21938241
111  37.73871179 -122.21907903
111  37.73872963 -122.21909357
111  37.73880437 -122.21915447
111  37.73869398 -122.21936819
111  37.73961024 -122.22012605
111  37.73961937 -122.22013360
111  37.73978727 -122.21981808
111  37.73987674 -122.21988999
111  37.73995862 -122.21972863
111  37.74020107 -122.21992630
111  37.74029996 -122.21972997
111  37.74075324 -122.22010203
111  37.74061640 -122.22036541
111  37.74005872 -122.22143877
112  37.74005872 -122.22143877  37.74014495 -122.22149250
112  37.74025901 -122.22162930  37.74030797 -122.22170035
111  37.74025901 -122.22162930
112  37.74025901 -122.22162930  37.74035828 -122.22177336
112  37.74039883 -122.22207071  37.74040654 -122.22220222
111  37.74039883 -122.22207071
112  37.74039883 -122.22207071  37.74040008 -122.22209201
112  37.74040077 -122.22213167  37.74040088 -122.22215094
111  37.74040077 -122.22213167
112  37.74040077 -122.22213167  37.74040087 -122.22215036
112  37.74039987 -122.22218429  37.74039922 -122.22220061
111  37.74039987 -122.22218429
112  37.74039987 -122.22218429  37.74039691 -122.22225890
111  37.74038779 -122.22230659
111  37.74023487 -122.22224866 53
111  37.74023815 -122.22226261 53
111  37.74030577 -122.22255028
111  37.74021198 -122.22252881
112  37.74011985 -122.22312127  37.74010508 -122.22315768
111  37.74011985 -122.22312127
112  37.74011985 -122.22312127  37.74010291 -122.22302725
111  37.74005765 -122.22301252
111  37.73998140 -122.22298584
111  37.73963347 -122.22286410
111  37.73974554 -122.22236227
112  37.73998821 -122.22217080  37.74004994 -122.22192548
111  37.73998821 -122.22217080
112  37.73998821 -122.22217080  37.73998856 -122.22216822 53
112  37.73998916 -122.22216332  37.73998947 -122.22216078
111  37.73998916 -122.22216332
112  37.73998916 -122.22216332  37.74000197 -122.22205516 53
112  37.73992656 -122.22194158  37.73988754 -122.22189850
111  37.73992656 -122.22194158
111  37.74003377 -122.22191216
111  37.74005418 -122.22194653
111  37.74010022 -122.22191085
111  37.74009623 -122.22190049
111  37.74014238 -122.22186871
112  37.74014238 -122.22186871  37.74002462 -122.22161521
111  37.73979917 -122.22161762
111  37.73979745 -122.22185986 53
111  37.73976234 -122.22184344
112  37.73976234 -122.22184344  37.73965193 -122.22179762 53
111  37.73953337 -122.22171441 53
111  37.73936774 -122.22157928 53
111  37.73901377 -122.22128561
111  37.73902795 -122.22125087
111  37.73902248 -122.22124601
111  37.73907765 -122.22113378
111  37.73757976 -122.21990023 20
113  37.73813442 -122.21883786 20
111  37.73918407 -122.22122271
111  37.73922895 -122.22113678
111  37.73912980 -122.22105573
113  37.73908621 -122.22114111
110 1 0.00 0.0000 New Taxiway 50
111  37.73667428 -122.21884305
111  37.73660616 -122.21878644
111  37.73664265 -122.21871323
111  37.73660859 -122.21868554
111  37.73678103 -122.21835620
111  37.73681327 -122.21838100
111  37.73686040 -122.21834026
111  37.73691252 -122.21838240
113  37.73672592 -122.21874321
110 2 0.00 0.0000 New Taxiway 49
111  37.73724157 -122.21770057
111  37.73721059 -122.21776339
111  37.73725144 -122.21779788
111  37.73733786 -122.21763258
111  37.73767811 -122.21791310
111  37.73765354 -122.21796625
111  37.73777563 -122.21806577
111  37.73774547 -122.21812587
111  37.73817306 -122.21847905
111  37.73809745 -122.21862317
111  37.73808584 -122.21861328
111  37.73789729 -122.21897375
111  37.73794328 -122.21901552
111  37.73760570 -122.21966393
111  37.73763934 -122.21969163
111  37.73754622 -122.21987080
111  37.73656225 -122.21905774
111  37.73665547 -122.21888045
111  37.73635591 -122.21863184
111  37.73633007 -122.21861040
111  37.73639061 -122.21856149
111  37.73661415 -122.21813621
111  37.73686040 -122.21834026
111  37.73691252 -122.21838240
111  37.73697290 -122.21826284
111  37.73695732 -122.21824957
111  37.73698580 -122.21819240
111  37.73625112 -122.21758520
111  37.73636036 -122.21737186
111  37.73650518 -122.21709159
113  37.73651827 -122.21710099
110 2 0.00 0.0000 New Taxiway 47
111  37.73532508 -122.21800870
111  37.73594062 -122.21682101
111  37.73621809 -122.21705321
111  37.73588210 -122.21770005
111  37.73606411 -122.21785308
111  37.73605710 -122.21786726
111  37.73649747 -122.21823158
111  37.73642846 -122.21836511
111  37.73622908 -122.21875085 59
111  37.73547608 -122.21813266 59
113  37.73542220 -122.21808842 59
110 2 0.00 0.0000 New Taxiway 46
111  37.73538337 -122.21966479
111  37.73491045 -122.21927900
111  37.73492300 -122.21925440
111  37.73487541 -122.21921600
111  37.73514571 -122.21869573
111  37.73518938 -122.21873123
111  37.73521061 -122.21869013
111  37.73546129 -122.21889995
113  37.73568001 -122.21908302
110 2 0.00 0.0000 New Taxiway 45
111  37.73469371 -122.21723900
111  37.73479341 -122.21704099
111  37.73480756 -122.21705145
111  37.73482740 -122.21701135
111  37.73484009 -122.21702097
111  37.73485381 -122.21699332
111  37.73482986 -122.21697212
111  37.73484594 -122.21694114
111  37.73496916 -122.21670379
111  37.73521443 -122.21623131
111  37.73533639 -122.21599637
111  37.73587870 -122.21644082
111  37.73546276 -122.21724906
111  37.73559126 -122.21735460
111  37.73538175 -122.21775741
111  37.73533583 -122.21775113
111  37.73533583 -122.21772362
111  37.73526193 -122.21745412
111  37.73518085 -122.21738533
111  37.73511300 -122.21751546
111  37.73512511 -122.21752632
111  37.73511162 -122.21755270
112  37.73508386 -122.21751315  37.73507034 -122.21750247
111  37.73508386 -122.21751315
111  37.73498829 -122.21743881
111  37.73500544 -122.21740389
111  37.73486261 -122.21728662
111  37.73483897 -122.21733490
111  37.73481722 -122.21731741
113  37.73480867 -122.21733544
110 2 0.00 0.0000 New Taxiway 44
111  37.73439555 -122.21723818
111  37.73412112 -122.21701152
111  37.73483694 -122.21561947
113  37.73511189 -122.21584592
110 1 0.00 0.0000 New Taxiway 43
111  37.73392142 -122.21536347
111  37.73385166 -122.21530438
111  37.73401018 -122.21499284
111  37.73397651 -122.21496552
111  37.73399422 -122.21492737
111  37.73408395 -122.21500023
111  37.73407558 -122.21501720
113  37.73409173 -122.21502976
110 1 0.00 0.0000 New Taxiway 42
111  37.73369662 -122.21579465
111  37.73367210 -122.21577397
111  37.73382158 -122.21548382
113  37.73384552 -122.21550523
110 2 0.00 0.0000 New Taxiway 38
111  37.73056357 -122.21361943
111  37.73080865 -122.21341422
111  37.73098840 -122.21374948
111  37.73135591 -122.21341976
111  37.73157074 -122.21322701
111  37.73200313 -122.21358635
111  37.73198326 -122.21362788
111  37.73264437 -122.21414879
111  37.73332961 -122.21470063
111  37.73337097 -122.21461695
111  37.73340263 -122.21455287
111  37.73343192 -122.21449363
111  37.73349057 -122.21454291
111  37.73352275 -122.21447860
111  37.73358157 -122.21452619
111  37.73355012 -122.21458882
111  37.73360546 -122.21463375
111  37.73352187 -122.21480500
111  37.73366145 -122.21491663
111  37.73376739 -122.21470081
111  37.73431793 -122.21514552
111  37.73427677 -122.21523279
111  37.73445824 -122.21537431
111  37.73447655 -122.21533689
111  37.73463232 -122.21546560
111  37.73403334 -122.21660758
111  37.73369100 -122.21641902
111  37.73344707 -122.21625587
112  37.73344707 -122.21625587  37.73335235 -122.21618739
111  37.73324394 -122.21623999
111  37.73302226 -122.21605887
111  37.73299061 -122.21611965
111  37.73294111 -122.21607912
111  37.73292679 -122.21610663
111  37.73288732 -122.21607385
111  37.73286972 -122.21610594
111  37.73282942 -122.21607197
111  37.73303942 -122.21566416
112  37.73303942 -122.21566416  37.73304982 -122.21559210
111  37.73303817 -122.21547713
111  37.73279234 -122.21594865
111  37.73271305 -122.21588614
111  37.73266459 -122.21598050
111  37.73261611 -122.21594002
111  37.73258899 -122.21599583
111  37.73250640 -122.21593078
111  37.73258246 -122.21577764
111  37.73243136 -122.21565498
111  37.73235123 -122.21580532
111  37.73221933 -122.21568987
111  37.73229330 -122.21553940
111  37.73214652 -122.21541696
111  37.73210425 -122.21549624
111  37.73205501 -122.21545562
111  37.73207051 -122.21542267
111  37.73202983 -122.21538759
111  37.73205056 -122.21533727
111  37.73175720 -122.21507233
111  37.73180704 -122.21498093
111  37.73175724 -122.21493983
111  37.73176782 -122.21491917
111  37.73188655 -122.21468693
111  37.73190441 -122.21470049
111  37.73192454 -122.21465905
111  37.73159298 -122.21437272
111  37.73152959 -122.21449251
111  37.73141139 -122.21471586
112  37.73141139 -122.21471586  37.73133964 -122.21464201
112  37.73119866 -122.21448008  37.73112924 -122.21439812
111  37.73119866 -122.21448008
114  37.73119866 -122.21448008  37.73085479 -122.21407410
110 2 0.00 0.0000 New Taxiway 37
111  37.73087692 -122.21330742
112  37.73087692 -122.21330742  37.73079306 -122.21332635
111  37.73075708 -122.21327128
111  37.73046717 -122.21273632
111  37.73066871 -122.21256471
111  37.73077970 -122.21259023
111  37.73080562 -122.21256737
111  37.73092409 -122.21278268
111  37.73101770 -122.21295281
113  37.73110459 -122.21311073
110 2 0.00 0.0000 New Taxiway 36
111  37.73013525 -122.21257087
111  37.73010766 -122.21252158
111  37.73018882 -122.21244997
111  37.73019992 -122.21246990
111  37.73019369 -122.21247557
113  37.73021006 -122.21250458
110 2 0.00 0.0000 New Taxiway 35
111  37.73029703 -122.21242753
111  37.73027241 -122.21238195
111  37.73037042 -122.21229567
113  37.73039384 -122.21234175
110 2 0.00 0.0000 New Taxiway 34
111  37.73055681 -122.21178311
111  37.73007088 -122.21091772
111  37.73029561 -122.21072647
111  37.73035520 -122.21067576
113  37.73083390 -122.21153946
110 2 0.00 0.0000 New Taxiway 33
111  37.73087986 -122.21191113
111  37.73086355 -122.21188262
111  37.73099493 -122.21177085
111  37.73095559 -122.21170010
111  37.73091635 -122.21173528
111  37.73087703 -122.21166418
111  37.73095604 -122.21159522
113  37.73104601 -122.21176392
110 2 0.00 0.0000 New Taxiway 32
111  37.72930484 -122.21085049
111  37.72957532 -122.21061838
111  37.72985949 -122.21113230
111  37.73033047 -122.21198214
111  37.73035226 -122.21202145
111  37.73032093 -122.21204868
111  37.73030962 -122.21205852
111  37.73031915 -122.21207358
111  37.72977116 -122.21254954
111  37.72990131 -122.21277814
111  37.72980051 -122.21286593
111  37.72994937 -122.21314190
111  37.73005354 -122.21306031
111  37.73006734 -122.21308689
112  37.73006734 -122.21308689  37.73014378 -122.21323212
112  37.73118871 -122.21470096  37.73184166 -122.21545130
111  37.73118871 -122.21470096
112  37.73118871 -122.21470096  37.73143448 -122.21498338
112  37.73203401 -122.21553287  37.73235080 -122.21579543
111  37.73203401 -122.21553287
111  37.73304413 -122.21636089
112  37.73285816 -122.21630693  37.73278260 -122.21624998
111  37.73285816 -122.21630693
112  37.73285816 -122.21630693  37.73277243 -122.21620222
111  37.73248660 -122.21611876
111  37.73169942 -122.21587639
112  37.73169942 -122.21587639  37.73153112 -122.21583965
111  37.73143903 -122.21584308
111  37.73111726 -122.21570909
112  37.73099661 -122.21555219  37.73095625 -122.21543354
111  37.73099661 -122.21555219
112  37.73099661 -122.21555219  37.73098148 -122.21548075
111  37.73087696 -122.21528302
111  37.73058093 -122.21489158
112  37.73032480 -122.21451225  37.73025820 -122.21443698
111  37.73032480 -122.21451225
112  37.73001936 -122.21423536  37.72986802 -122.21413840
111  37.73001936 -122.21423536
112  37.73001936 -122.21423536  37.72990938 -122.21415882
111  37.72977565 -122.21395157
111  37.72967702 -122.21378623
112  37.72954483 -122.21359401  37.72949861 -122.21354992
111  37.72954483 -122.21359401
112  37.72954483 -122.21359401  37.72948928 -122.21354633
111  37.72943143 -122.21346049
111  37.72929711 -122.21326426
111  37.72924304 -122.21323061
111  37.72933726 -122.21312310
111  37.72929714 -122.21305713
111  37.72922770 -122.21294294
111  37.72916146 -122.21283401
111  37.72913963 -122.21285434
111  37.72897436 -122.21255738
111  37.72881818 -122.21227674
111  37.72861095 -122.21190438
111  37.72859160 -122.21186961
111  37.72857154 -122.21183355 20
111  37.72862030 -122.21179152
111  37.72846182 -122.21150988
111  37.72849063 -122.21148536
111  37.72841361 -122.21132212
111  37.72832994 -122.21102718
111  37.72829947 -122.21097522
111  37.72831748 -122.21096121
111  37.72830826 -122.21086909
111  37.72822038 -122.21071050
111  37.72826493 -122.21067098
111  37.72819844 -122.21054992
111  37.72823435 -122.21051882
111  37.72815522 -122.21033471
111  37.72815522 -122.21027418
111  37.72817396 -122.21025839
111  37.72815682 -122.21022945
111  37.72816559 -122.20994899
111  37.72814316 -122.20986307
111  37.72810881 -122.20989530
111  37.72804675 -122.20978741
111  37.72808110 -122.20975659
111  37.72807612 -122.20972996
111  37.72811213 -122.20969984
111  37.72808997 -122.20965710
111  37.72807833 -122.20959755
111  37.72810021 -122.20958030
111  37.72818140 -122.20951629
111  37.72857885 -122.21023824
111  37.72872625 -122.21011283
111  37.72874395 -122.21007245
113  37.72883086 -122.20999719
111  37.73177950 -122.21540658
111  37.73163774 -122.21528938
111  37.73153735 -122.21549376
113  37.73167272 -122.21560964
110 2 0.00 0.0000 New Taxiway 31
111  37.72979656 -122.21042853
111  37.72930852 -122.20955705
111  37.72958612 -122.20932696
111  37.72960017 -122.20931532
111  37.73007970 -122.21018444
113  37.73002185 -122.21023431
110 2 0.00 0.0000 New Taxiway 25
111  37.72614056 -122.20414175
111  37.72625608 -122.20434638
111  37.72632872 -122.20428208
111  37.72649746 -122.20459196
112  37.72656857 -122.20468947  37.72660736 -122.20473509
111  37.72656857 -122.20468947
112  37.72660514 -122.20472636  37.72662312 -122.20474179
111  37.72660514 -122.20472636
112  37.72660514 -122.20472636  37.72675459 -122.20481170
111  37.72668803 -122.20498006
111  37.72665458 -122.20500580
111  37.72669929 -122.20508790
111  37.72673231 -122.20505760
111  37.72673127 -122.20504025
111  37.72675229 -122.20502364
111  37.72678060 -122.20507492
111  37.72666063 -122.20518134
111  37.72675147 -122.20534407
111  37.72669586 -122.20539270
111  37.72679317 -122.20557023
111  37.72684898 -122.20552093
111  37.72690125 -122.20561480
111  37.72702110 -122.20551321
111  37.72705205 -122.20556994
111  37.72685741 -122.20573387
112  37.72685741 -122.20573387  37.72684572 -122.20576666
111  37.72687180 -122.20578653
111  37.72701721 -122.20565631
111  37.72702317 -122.20566703
111  37.72707833 -122.20561811
111  37.72714454 -122.20573947
111  37.72711843 -122.20576284
111  37.72742184 -122.20631068
111  37.72744986 -122.20628578
111  37.72749572 -122.20637223
111  37.72760485 -122.20627692
111  37.72755887 -122.20619377
111  37.72754461 -122.20620596
111  37.72723510 -122.20565293
111  37.72743795 -122.20546955
111  37.72775001 -122.20602965
111  37.72774404 -122.20603484
111  37.72769321 -122.20607902
111  37.72787139 -122.20640330
111  37.72792320 -122.20635872
111  37.72797884 -122.20631083
111  37.72828285 -122.20687408
111  37.72822141 -122.20692861
111  37.72802688 -122.20710157
111  37.72811637 -122.20726804
111  37.72819088 -122.20720427
111  37.72821188 -122.20724486
111  37.72833592 -122.20714006
111  37.72839402 -122.20724734
111  37.72805617 -122.20753762
111  37.72826377 -122.20791409
111  37.72823734 -122.20793656
111  37.72824650 -122.20795326
111  37.72827304 -122.20793073
111  37.72832823 -122.20803097
111  37.72844073 -122.20793320
111  37.72858851 -122.20819917 20
111  37.72848930 -122.20828994
111  37.72847468 -122.20826454
111  37.72841775 -122.20831721
111  37.72841257 -122.20832199
111  37.72844817 -122.20838615
111  37.72842242 -122.20840914
111  37.72862336 -122.20877081
111  37.72864898 -122.20874852
111  37.72861245 -122.20868211
111  37.72864989 -122.20864848
111  37.72877699 -122.20888021
111  37.72868537 -122.20895799
111  37.72872529 -122.20902864
111  37.72868162 -122.20906860
111  37.72872369 -122.20914025
111  37.72877107 -122.20910230
111  37.72878456 -122.20912709
111  37.72883796 -122.20908102
111  37.72882519 -122.20905741
111  37.72887465 -122.20901548
111  37.72898136 -122.20920977
111  37.72907810 -122.20912777
111  37.72875452 -122.20854215
111  37.72866811 -122.20861658
111  37.72864780 -122.20857982
111  37.72900751 -122.20826242
111  37.72935396 -122.20889210
111  37.72948887 -122.20914162
111  37.72925546 -122.20934031
111  37.72917735 -122.20940860
111  37.72927623 -122.20958394
111  37.72883181 -122.20995131
111  37.72875398 -122.20992660
111  37.72869902 -122.20982685
111  37.72860782 -122.20966136
111  37.72846392 -122.20978105
111  37.72827272 -122.20943232
111  37.72820229 -122.20940234
111  37.72818436 -122.20941703
111  37.72816093 -122.20937580
111  37.72791928 -122.20958712
111  37.72782567 -122.20941706
111  37.72787112 -122.20937685
111  37.72776614 -122.20919387
111  37.72774388 -122.20915508
111  37.72779023 -122.20911142
111  37.72773199 -122.20900637
111  37.72763289 -122.20882761
111  37.72767833 -122.20878548
111  37.72766420 -122.20876050
111  37.72755579 -122.20856876
111  37.72755110 -122.20856046
111  37.72759502 -122.20852025
111  37.72754189 -122.20842497
111  37.72749196 -122.20833544
111  37.72743749 -122.20823778
111  37.72748445 -122.20819756
111  37.72739299 -122.20803356
111  37.72735827 -122.20797129
111  37.72740493 -122.20793137
111  37.72733000 -122.20779765
111  37.72724665 -122.20764890
111  37.72729133 -122.20760773
111  37.72724201 -122.20751612
111  37.72716864 -122.20737984
111  37.72721332 -122.20733963
111  37.72708533 -122.20711365
111  37.72713077 -122.20707439
111  37.72703095 -122.20689496
111  37.72688127 -122.20662592
111  37.72687934 -122.20662245
111  37.72692629 -122.20658127
