I
1050 Generated by WorldEditor 2.1.0r1

1     44 1 0 ESSB Bromma
1302 city Stockholm
111  59.35659779  017.94506358
111  59.35662026  017.94519586
111  59.35661914  017.94529727
111  59.35668656  017.94573599
111  59.35666971  017.94582859
111  59.35669780  017.94601598
111  59.35662476  017.94606228
111  59.35666184  017.94632904
111  59.35677309  017.94625188
111  59.35690231  017.94608212
111  59.35703154  017.94626290
111  59.35687309  017.94693752
111  59.35700007  017.94712272
111  59.35709109  017.94721311
111  59.35717649  017.94721311
111  59.35729898  017.94661785
111  59.35741809  017.94646352
111  59.35761136  017.94657376
111  59.35775407  017.94582857
111  59.35776531  017.94582857
111  59.35789004  017.94591676
111  59.35780913  017.94635770
111  59.35794285  017.94645691
111  59.35793274  017.94652305
111  59.35808669  017.94664211
111  59.35813051  017.94644809
111  59.35834851  017.94572495
111  59.35832941  017.94569188
111  59.35835565  017.94562615
111  59.35833991  017.94560410
111  59.35842940  017.94537996
111  59.35844513  017.94540200
111  59.35848785  017.94529502
111  59.35861258  017.94550668
111  59.35868562  017.94535455
111  59.35861932  017.94521565
111  59.35873843  017.94497533
111  59.35886316  017.94476368
111  59.35900475  017.94456525
111  59.35896429  017.94445721
111  59.35896215  017.94442277
111  59.35903519  017.94432356
111  59.35906777  017.94430371
111  59.35913070  017.94451317
111  59.35919925  017.94443600
111  59.35913070  017.94420891
111  59.35925543  017.94406339
111  59.35929926  017.94420009
111  59.35931049  017.94427064
111  59.35927116  017.94436104
111  59.35929026  017.94444702
111  59.35948466  017.94427064
111  59.35947680  017.94423977
111  59.35951163  017.94421332
111  59.35948354  017.94412512
111  59.35941837  017.94418465
111  59.35941050  017.94415820
111  59.35942286  017.94410969
111  59.35940601  017.94405237
111  59.35938128  017.94407882
111  59.35934982  017.94395535
111  59.35937567  017.94382527
111  59.35938353  017.94381645
111  59.35941050  017.94389803
111  59.35966221  017.94364448
111  59.35971502  017.94383850
111  59.35968019  017.94387819
111  59.35971839  017.94402591
111  59.35973300  017.94406780
111  59.35975548  017.94403253
111  59.35976222  017.94395095
111  59.35974761  017.94383850
111  59.35973300  017.94374369
111  59.35975548  017.94373488
111  59.35977008  017.94381425
111  59.36021731  017.94352983
111  59.36039486  017.94342179
111  59.36058381  017.94335851
111  59.36054001  017.94262449
111  59.36053257  017.94184244
111  59.36038477  017.94184144
111  59.36023756  017.94184039
111  59.36024318  017.94159345
111  59.36016902  017.94159292
111  59.36016340  017.94183986
111  59.35978419  017.94183716
111  59.35977879  017.94181864
111  59.35983947  017.94159374
111  59.36000129  017.94135562
111  59.36002011  017.94097392
112  59.36002011  017.94097392  59.35989145  017.94101324
111  59.35984125  017.94127341
111  59.35978507  017.94131200 20
111  59.35979950  017.94034742
111  59.35992876  017.94020218
111  59.36022452  017.94024724
111  59.36028594  017.93977793
111  59.36022940  017.93975296
111  59.36019677  017.93989027
111  59.36000869  017.93981102
111  59.35986626  017.93996896
111  59.35980527  017.93996181 20
111  59.35980926  017.93969487 20
112  59.36008161  017.93926193  59.36025713  017.93929589
111  59.36008161  017.93926193 20
111  59.36032309  017.93936752
112  59.36034445  017.93927227  59.36025513  017.93920750
111  59.36035610  017.93916559 20
111  59.35997773  017.93897999
111  59.35985901  017.93892175
112  59.35985901  017.93892175  59.35980894  017.93889068
111  59.35982406  017.93882270
111  59.35983385  017.93881199
111  59.35987767  017.93882081
111  59.35989860  017.93841753
111  59.35991130  017.93840320
111  59.35995559  017.93841913
111  59.35996069  017.93837547
111  59.35991640  017.93835953
111  59.35990291  017.93833439
111  59.35990914  017.93821448 3
111  59.35998840  017.93825194
111  59.36010461  017.93830685
111  59.36045553  017.93847269
111  59.36049233  017.93849008
111  59.36059009  017.93772500
112  59.36052267  017.93754420  59.36044851  017.93749128
111  59.36052267  017.93754420
111  59.35994622  017.93726198
112  59.35993498  017.93716717  59.35994959  017.93711646
111  59.35993498  017.93716717
111  59.36003724  017.93704150
111  59.36017882  017.93701945
111  59.36022714  017.93702606
112  59.36020130  017.93658289  59.36021029  017.93636902
111  59.36018894  017.93615074
111  59.36017770  017.93601845
111  59.36002375  017.93522030
111  59.35984509  017.93487414
111  59.35975852  017.93482217
111  59.35968912  017.93465495
112  59.35968912  017.93465495  59.35964866  017.93456014
111  59.35959697  017.93463731
111  59.35913176  017.93521938
112  59.35913176  017.93521938  59.35906883  017.93528332
111  59.35901715  017.93520835
111  59.35894410  017.93509150
111  59.35883623  017.93539355
111  59.35883398  017.93543985
111  59.35879353  017.93559198
111  59.35876881  017.93562726
111  59.35883960  017.93583010
111  59.35891489  017.93585215
111  59.35893849  017.93582569
111  59.35913176  017.93639453
111  59.35912068  017.93640899
111  59.35868403  017.93697876
111  59.35866880  017.93699863
111  59.35850025  017.93650918
111  59.35848485  017.93652861 3
111  59.35833956  017.93671202
111  59.35817325  017.93723674
111  59.35837214  017.93743958
111  59.35836877  017.93752556 3
112  59.35818898  017.93769974  59.35809234  017.93768430
111  59.35803616  017.93754541
111  59.35796536  017.93767769
111  59.35792604  017.93789155
111  59.35789120  017.93795769
112  59.35785637  017.93818036  59.35781816  017.93830603
111  59.35785637  017.93818036
111  59.35773501  017.93856839
112  59.35766646  017.93858603  59.35763612  017.93854634
111  59.35766646  017.93858603
112  59.35766646  017.93858603  59.35762151  017.93853091
111  59.35763837  017.93834792
111  59.35777658  017.93789155
111  59.35857778  017.93564271
111  59.35856879  017.93561185
111  59.35862160  017.93544870
111  59.35863396  017.93543547
111  59.35993183  017.93182621
112  59.35998240  017.93182841  59.36000487  017.93183723
111  59.35998240  017.93182841
111  59.36010039  017.93188353
111  59.36026108  017.93211063
111  59.36023636  017.93188133
111  59.36001049  017.93155281
111  59.36000375  017.93150209
112  59.36001049  017.93087592  59.35996892  017.93055843
111  59.36001049  017.93087592
111  59.35972283  017.92866228
112  59.35972283  017.92866228  59.35969361  017.92836904
111  59.35971496  017.92806036
112  59.35963630  017.92697780  59.35943404  017.92675731
111  59.35963630  017.92697780
112  59.35963630  017.92697780  59.35939493  017.92669117
111  59.35914637  017.92710789
111  59.35913535  017.92706306
112  59.35914241  017.92678562  59.35917557  017.92661043
111  59.35914241  017.92678562
111  59.35932225  017.92595223
111  59.35929967  017.92593325
111  59.35911982  017.92676664
112  59.35911982  017.92676664  59.35907901  017.92697186
111  59.35911362  017.92710836
111  59.35911363  017.92716920
111  59.35871659  017.92858577
111  59.35845080  017.92932732
111  59.35839872  017.92926058
111  59.35838836  017.92928851
111  59.35844044  017.92935525
111  59.35352496  017.94305159
111  59.35346238  017.94322596
112  59.35303516  017.94305745  59.35287335  017.94286170
111  59.35303516  017.94305745
111  59.35288573  017.94286646
112  59.35288573  017.94286646  59.35255401  017.94244322
111  59.35243055  017.94207071
111  59.35250094  017.93981191
111  59.35254884  017.93851528
111  59.35246471  017.93850544
111  59.35246710  017.93837063
111  59.35222102  017.93833122
111  59.35218025  017.93935508
111  59.35231914  017.93938153
111  59.35230254  017.93993961
111  59.35223489  017.93994383
111  59.35222651  017.94061633
111  59.35235916  017.94062143
111  59.35234489  017.94131975
111  59.35237615  017.94146583
111  59.35235423  017.94272701
111  59.35241341  017.94277735
111  59.35242630  017.94215409
112  59.35286198  017.94293154  59.35319504  017.94336271
111  59.35286198  017.94293154
111  59.35300750  017.94312863
112  59.35300750  017.94312863  59.35328662  017.94338258
113  59.35342971  017.94331698
111  59.34938601  017.94651727
111  59.34923881  017.94564663
112  59.34923881  017.94564663  59.34921858  017.94551879
111  59.34929612  017.94543062
111  59.34975334  017.94512676
111  59.34977312  017.94511362
111  59.35018833  017.94483768
112  59.35026025  017.94496112  59.35028722  017.94509337
111  59.35026025  017.94496112
111  59.35038947  017.94588908
111  59.34956002  017.94640834
113  59.34950513  017.94644270
111  59.34807353  017.94733498
111  59.34791622  017.94683907
112  59.34804207  017.94633434  59.34819273  017.94617762
111  59.34804207  017.94633434
111  59.34851740  017.94593760
111  59.34922645  017.94547472
112  59.34920847  017.94568852  59.34923207  017.94584281
111  59.34920847  017.94568852
111  59.34920402  017.94571075
111  59.34921028  017.94575635
111  59.34915410  017.94579345
111  59.34916378  017.94584909
111  59.34921285  017.94582265
111  59.34923103  017.94582095
111  59.34926665  017.94603001
111  59.34925978  017.94606105
111  59.34920681  017.94609655
111  59.34921687  017.94615443
111  59.34926818  017.94611811
111  59.34928404  017.94613208
111  59.34935230  017.94653270
111  59.34913554  017.94666870
111  59.34911873  017.94663613
111  59.34908675  017.94643835
111  59.34909892  017.94641164
111  59.34915843  017.94637136
111  59.34914810  017.94630633
111  59.34909260  017.94633619
111  59.34906826  017.94632400
111  59.34903861  017.94614278
111  59.34905913  017.94610423
111  59.34910720  017.94607110
111  59.34909460  017.94599865
111  59.34903377  017.94603520
111  59.34901766  017.94601102
111  59.34899400  017.94586469
111  59.34899916  017.94583806
111  59.34905830  017.94578991
111  59.34904359  017.94570534
111  59.34895344  017.94577019
111  59.34896582  017.94587762
111  59.34897159  017.94591331
111  59.34889782  017.94596989
111  59.34890955  017.94603735
111  59.34897087  017.94599241
111  59.34898476  017.94599473
111  59.34901939  017.94620893
111  59.34901411  017.94623698
111  59.34895155  017.94627884
111  59.34896074  017.94633172
111  59.34901948  017.94629286
111  59.34903504  017.94630574
111  59.34909055  017.94664906
111  59.34909262  017.94669563
111  59.34888069  017.94682859
111  59.34886764  017.94679772
111  59.34884230  017.94664767
111  59.34885351  017.94658117
111  59.34890298  017.94654747
111  59.34888883  017.94646674
111  59.34884889  017.94649257
111  59.34881508  017.94648643
111  59.34878762  017.94632379
111  59.34879548  017.94629054
111  59.34885042  017.94624468
111  59.34883551  017.94615893
111  59.34879157  017.94618665
111  59.34876418  017.94618491
111  59.34874030  017.94604350
111  59.34874468  017.94599349
111  59.34879819  017.94594434
111  59.34878014  017.94584050
111  59.34869712  017.94590242
111  59.34869149  017.94595524
111  59.34870927  017.94606511
111  59.34870687  017.94608938
111  59.34863656  017.94613602
111  59.34865027  017.94621485
111  59.34871839  017.94617152
111  59.34872937  017.94618930
111  59.34876053  017.94636953
111  59.34874424  017.94639627
111  59.34868788  017.94643110
111  59.34870142  017.94650897
111  59.34875754  017.94647160
111  59.34878069  017.94648195
111  59.34883847  017.94682316
111  59.34883814  017.94685528
111  59.34862639  017.94698813
111  59.34861146  017.94695134
111  59.34858967  017.94682108
111  59.34858437  017.94675242
111  59.34864247  017.94671738
111  59.34863038  017.94664786
111  59.34857146  017.94667834
111  59.34853649  017.94647760
111  59.34854018  017.94645570
111  59.34859090  017.94642082
111  59.34857660  017.94633859
111  59.34851729  017.94636741
111  59.34848851  017.94620220
111  59.34848592  017.94615399
111  59.34853760  017.94611429
111  59.34852550  017.94604469
111  59.34846461  017.94609126
111  59.34845152  017.94614155
111  59.34845560  017.94622815
111  59.34858514  017.94697788
113  59.34858428  017.94701455
112  59.35293324  017.94979729  59.35294494  017.94997036
111  59.35293324  017.94979729
111  59.35290880  017.95024560
112  59.35274936  017.95077940  59.35260692  017.95090451
111  59.35274936  017.95077940
112  59.35274936  017.95077940  59.35265157  017.95082528
111  59.35250063  017.95062093
111  59.35267601  017.95013091
112  59.35267601  017.95013091  59.35271640  017.95002248
111  59.35273554  017.95001832
111  59.35279931  017.95018096
111  59.35281951  017.95018930
113  59.35284608  017.94969511
111  59.35201657  017.94995184
111  59.35188034  017.94972665
112  59.35188034  017.94972665  59.35184820  017.94966359
111  59.35186504  017.94960955
111  59.35211912  017.94889493
111  59.35213749  017.94887992
112  59.35228749  017.94882887  59.35234565  017.94892195
111  59.35228749  017.94882887
111  59.35270994  017.94993383
112  59.35265637  017.95004792  59.35263035  017.95011999
111  59.35265637  017.95004792
111  59.35248188  017.95053735
113  59.35244514  017.95054635
111  59.35220233  017.95366826 3
112  59.35219526  017.95319625  59.35228494  017.95283193
111  59.35219526  017.95319625
112  59.35219526  017.95319625  59.35230515  017.95279590 3
111  59.35247672  017.95246122
112  59.35247672  017.95246122  59.35256204  017.95230170 3
113  59.35265600  017.95239637 3
111  59.35148592  017.95456000 3
112  59.35126331  017.95486265  59.35112665  017.95490589
111  59.35126331  017.95486265
112  59.35126331  017.95486265  59.35113767  017.95439138
111  59.35127653  017.95405847
111  59.35236560  017.95100904
111  59.35246381  017.95117669
112  59.35251356  017.95155701  59.35247147  017.95179472
111  59.35251356  017.95155701
112  59.35251356  017.95155701  59.35249315  017.95166961
111  59.35235412  017.95205995
113  59.35237963  017.95209248 3
111  59.35124696  017.95399888
112  59.35124696  017.95399888  59.35107797  017.95442763
111  59.35121757  017.95488161 3
111  59.35114410  017.95491043
111  59.35073338  017.95497488
111  59.35064900  017.95499337
111  59.35016327  017.95513022
112  59.35016327  017.95513022  59.34999429  017.95500052
111  59.35005858  017.95461861
111  59.35028938  017.95397771
111  59.35035698  017.95406278
111  59.35036901  017.95402939
111  59.35030141  017.95394432
111  59.35165960  017.95017278
112  59.35170920  017.95014756  59.35173675  017.95016197
111  59.35170920  017.95014756
111  59.35183961  017.95028087
111  59.35233384  017.95095534
111  59.35177752  017.95251318
111  59.35170276  017.95260934
111  59.35145391  017.95330616
113  59.35144065  017.95345647
112  59.35182950  017.95118445  59.35186847  017.95121225
111  59.35182950  017.95118445
112  59.35182950  017.95118445  59.35187645  017.95121920
112  59.35180470  017.95131998  59.35176041  017.95128870
111  59.35180470  017.95131998
112  59.35180470  017.95131998  59.35176750  017.95129218
113  59.35177990  017.95122789
111  59.35321076  017.94582954
112  59.35349545  017.94567640  59.35366535  017.94578751
111  59.35349545  017.94567640
111  59.35359341  017.94576649
111  59.35367500  017.94588826
111  59.35380464  017.94608177
112  59.35380464  017.94608177  59.35385668  017.94615984
111  59.35381995  017.94631598
111  59.35307785  017.94839985
112  59.35307785  017.94839985  59.35296866  017.94871613
111  59.35296254  017.94902440
111  59.35294596  017.94946879
112  59.35288014  017.94954086  59.35282198  017.94953485
111  59.35278984  017.94945979
111  59.35240871  017.94846291
112  59.35240871  017.94846291  59.35235361  017.94831879
113  59.35239800  017.94810560
112  59.35489946  017.94194139  59.35504824  017.94209273
111  59.35501517  017.94230172
111  59.35405639  017.94501862
111  59.35371659  017.94456101
113  59.35458537  017.94209995
111  59.35557355  017.93921717
111  59.35559191  017.93923519
112  59.35585668  017.94012937  59.35601097  017.94047530
111  59.35585668  017.94012937
112  59.35585668  017.94012937  59.35594117  017.94029874
111  59.35600704  017.94046821
111  59.35622376  017.94102611
111  59.35622192  017.94106575
111  59.35587294  017.94126755
111  59.35580498  017.94125674
111  59.35551661  017.94139367
111  59.35536416  017.94145132
111  59.35509599  017.94114864
111  59.35523926  017.94071623
111  59.35526130  017.94062254
111  59.35523007  017.94034508
111  59.35524293  017.94026581
113  59.35527048  017.94006042
111  59.35683815  017.93568892
112  59.35692488  017.93562886  59.35692743  017.93562886
111  59.35702820  017.93565138
111  59.35765065  017.93651726
111  59.35764356  017.93654388
112  59.35764356  017.93654388  59.35781734  017.93685149
111  59.35775009  017.93713788
111  59.35747904  017.93794812
111  59.35648274  017.94071623
111  59.35641845  017.94085675
111  59.35630825  017.94099728
111  59.35627702  017.94102971
111  59.35626049  017.94099007
111  59.35604375  017.94043514
112  59.35588947  017.94007840  59.35581447  017.93991064
111  59.35588947  017.94007840
112  59.35588947  017.94007840  59.35574049  017.93975549
111  59.35561028  017.93915952
113  59.35561579  017.93909826
111  59.35809279  017.93615069
112  59.35778606  017.93616510  59.35757483  017.93591284
111  59.35778606  017.93616510
111  59.35776402  017.93621195
111  59.35766850  017.93607140
111  59.35767402  017.93605339
111  59.35825994  017.93564978
113  59.35828565  017.93568581
111  59.35913276  017.92927226
112  59.35913276  017.92927226  59.35936235  017.92868063
112  59.35960878  017.92980383  59.35946797  017.93033840
111  59.35960878  017.92980383
111  59.35931184  017.93062371
112  59.35924450  017.93110723  59.35926439  017.93136550
111  59.35924450  017.93110723
111  59.35925558  017.93123648
111  59.35923354  017.93131433
111  59.35919827  017.93150461
111  59.35931950  017.93242142
112  59.35874305  017.93401820  59.35867928  017.93420589
111  59.35877494  017.93441862 3
111  59.35841525  017.93542717
111  59.35839229  017.93539714
111  59.35837953  017.93542216
111  59.35758743  017.93596270
111  59.35733871  017.93562736
111  59.35733233  017.93563486 3
111  59.35719712  017.93544968
111  59.35720478  017.93541214
112  59.35712697  017.93530453  59.35705682  017.93518691
111  59.35710273  017.93493665
111  59.35730185  017.93438407
111  59.35759573  017.93477447
111  59.35767060  017.93456256
111  59.35737672  017.93417216
111  59.35888246  017.92997068
111  59.35892965  017.93003325
111  59.35894303  017.92999593
113  59.35889583  017.92993337
111  59.35814825  017.93325435
111  59.35809315  017.93341051
111  59.35783295  017.93305615
111  59.35784296  017.93303123
111  59.35786286  017.93305826
111  59.35789349  017.93298203
111  59.35787359  017.93295501
113  59.35789570  017.93289999
112  59.35769761  017.93488671  59.35765952  017.93488671
111  59.35766129  017.93480677
112  59.35770292  017.93473377  59.35773658  017.93474073
113  59.35773747  017.93481372
