I
1050 Generated by WorldEditor 2.1.0r1

1   1708 1 0 LQSA Sarajevo
1302 city Sarajevo
113  43.82606536  018.33517374
110 1 0.00 153.0000 main
111  43.81916844  018.34362439
111  43.81915307  018.34361664
111  43.81905667  018.34388773
111  43.81916145  018.34395163
111  43.81914638  018.34403102
111  43.81878592  018.34501466
112  43.81878592  018.34501466  43.81868336  018.34529598
112  43.81872555  018.34578723  43.81866827  018.34606218
111  43.81872555  018.34578723
111  43.81864871  018.34616481
112  43.81864871  018.34616481  43.81860820  018.34636424
111  43.81878842  018.34648817
111  43.81954391  018.34697714
112  43.81955439  018.34703532  43.81954461  018.34706437
111  43.81955439  018.34703532
111  43.81942865  018.34747874
111  43.81922048  018.34800735
112  43.81906208  018.34807917  43.81897686  018.34801334
111  43.81906208  018.34807917
111  43.81884972  018.34789329
112  43.81884972  018.34789329  43.81876031  018.34780616
111  43.81869514  018.34785835
111  43.81852749  018.34800164
111  43.81854477  018.34803110
111  43.81871243  018.34788782
112  43.81883436  018.34791955  43.81890002  018.34798151
111  43.81883436  018.34791955
111  43.81904672  018.34810349
112  43.81904672  018.34810349  43.81916967  018.34820031
111  43.81924206  018.34802131
111  43.81945023  018.34749270
111  43.81957597  018.34704929
112  43.81957597  018.34704929  43.81958994  018.34702412
111  43.81961723  018.34702459
111  43.82085867  018.34782808
112  43.82098609  018.34796944  43.82106013  018.34802056
111  43.82098609  018.34796944
111  43.82228121  018.34883306
112  43.82228121  018.34883306  43.82232592  018.34886210
111  43.82232313  018.34892794
111  43.82239438  018.34897248
111  43.82325671  018.34652639
112  43.82332727  018.34648809  43.82336499  018.34650940
111  43.82332727  018.34648809
111  43.82335343  018.34640622
112  43.82335343  018.34640622  43.82331291  018.34637911
111  43.82333666  018.34626557
111  43.82404437  018.34420112
111  43.82398709  018.34416045
112  43.82385995  018.34421273  43.82379569  018.34416626
111  43.82385995  018.34421273
111  43.82256064  018.34334909
112  43.82256064  018.34334909  43.82248100  018.34329487
112  43.82240695  018.34318062  43.82246284  018.34299666
111  43.82240695  018.34318062
111  43.82370627  018.33939103
112  43.82370627  018.33939103  43.82377305  018.33919971
111  43.82388231  018.33900761
111  43.82396055  018.33889530
112  43.82396055  018.33889530  43.82398849  018.33886044
112  43.82402062  018.33899599  43.82399547  018.33904828
111  43.82402062  018.33899599
111  43.82409746  018.33907151
112  43.82409746  018.33907151  43.82412680  018.33901729
111  43.82418408  018.33906958
111  43.82432100  018.33922256
112  43.82432100  018.33922256  43.82433777  018.33924502
111  43.82436571  018.33920126
111  43.82445792  018.33900374
111  43.82468146  018.33918190
111  43.82491994  018.33864173
111  43.82501257  018.33871134
111  43.82504471  018.33863000
111  43.82502138  018.33861274
111  43.82502818  018.33859477
111  43.82511646  018.33836808
111  43.82516034  018.33825137
111  43.82523746  018.33804625
111  43.82525387  018.33800724
111  43.82532964  018.33780223
111  43.82534479  018.33776212
111  43.82542300  018.33755509
111  43.82555648  018.33719775
111  43.82574606  018.33733448
111  43.82571369  018.33742088
111  43.82598636  018.33761915
111  43.82604085  018.33747585
112  43.82604085  018.33747585  43.82605665  018.33742814
111  43.82601442  018.33740452
111  43.82589501  018.33731781
111  43.82593327  018.33720861
111  43.82591930  018.33719549
111  43.82594274  018.33712739
111  43.82556723  018.33685617
111  43.82601012  018.33559742
111  43.82604206  018.33562276
111  43.82621755  018.33514578
111  43.82628814  018.33519656
111  43.82629373  018.33518494
111  43.82624483  018.33514815
111  43.82630211  018.33499710
111  43.82650180  018.33513632
111  43.82650853  018.33511814
111  43.82652056  018.33508567
111  43.82653044  018.33505900
111  43.82653543  018.33504551
111  43.82641528  018.33496224
111  43.82664580  018.33435998
111  43.82681485  018.33448198
112  43.82683302  018.33445874  43.82680088  018.33442969
111  43.82683860  018.33442388
111  43.82651028  018.33418762
112  43.82651028  018.33418762  43.82643117  018.33412903
112  43.82658220  018.33397797  43.82667440  018.33404381
111  43.82658220  018.33397797
111  43.82666955  018.33403851
111  43.82667354  018.33402858
111  43.82668174  018.33400812
111  43.82668947  018.33398731
111  43.82669235  018.33397990
111  43.82660948  018.33392038
112  43.82660948  018.33392038  43.82658352  018.33390041
111  43.82658992  018.33384486
111  43.82653124  018.33380613
111  43.82651867  018.33384292
111  43.82621529  018.33362568
111  43.82605622  018.33351178
111  43.82613166  018.33333749
111  43.82607857  018.33329876
111  43.82603666  018.33312834
111  43.82606600  018.33310898
111  43.82580055  018.33229177
111  43.82576841  018.33230338
111  43.82568179  018.33205357
112  43.82566223  018.33187439  43.82566121  018.33177910
111  43.82568738  018.33167789
112  43.82575863  018.33150167  43.82580753  018.33142034
111  43.82575863  018.33150167
111  43.82582709  018.33139129
111  43.82587320  018.33142421
111  43.82597519  018.33119183
111  43.82593548  018.33115758
111  43.82601063  018.33097983
111  43.82615718  018.33108970
111  43.82615998  018.33108300
111  43.82618096  018.33103264
111  43.82620305  018.33097963
111  43.82622667  018.33092296
111  43.82606041  018.33077935
111  43.82613585  018.33061281
111  43.82609813  018.33058763
112  43.82601431  018.33062443  43.82595445  018.33059283
111  43.82601431  018.33062443
111  43.82583687  018.33051405
112  43.82583687  018.33051405  43.82579077  018.33047725
111  43.82580937  018.33037686
111  43.82581907  018.33038246
111  43.82592481  018.33005488
111  43.82591511  018.33004928
111  43.82624204  018.32958451
111  43.82697847  018.32776873
112  43.82706397  018.32777105  43.82713774  018.32781714
111  43.82706397  018.32777105
111  43.82727522  018.32790816
112  43.82727522  018.32790816  43.82739760  018.32798950
111  43.82747305  018.32780591
111  43.82769938  018.32730163
112  43.82771279  018.32703206  43.82767088  018.32689960
111  43.82771279  018.32703206
111  43.82755352  018.32658588
112  43.82755352  018.32658588  43.82753173  018.32653010
111  43.82756694  018.32644644
111  43.82820737  018.32490569
112  43.82818222  018.32451063  43.82806319  018.32431542
111  43.82818222  018.32451063
111  43.82813361  018.32442929
112  43.82813361  018.32442929  43.82810036  018.32437971
111  43.82811684  018.32433866
111  43.82820905  018.32409929
111  43.82893834  018.32214254
112  43.82893834  018.32214254  43.82898193  018.32202867
112  43.82902189  018.32170564  43.82904872  018.32163592
111  43.82902189  018.32170564
111  43.82904397  018.32164986
112  43.82910600  018.32164754  43.82913646  018.32167117
111  43.82910600  018.32164754
111  43.82944131  018.32187761
111  43.82974644  018.32113859
111  43.82964081  018.32105261
111  43.82936251  018.32172655
111  43.82931724  018.32173353
111  43.82910264  018.32159641
112  43.82910264  018.32159641  43.82908392  018.32157860
111  43.82910264  018.32153134
111  43.82954106  018.32058820
111  43.82979888  018.31995205
111  43.82996439  018.31961794
112  43.82996439  018.31961794  43.83000937  018.31953892
111  43.83010438  018.31960206
111  43.83089990  018.32015787
112  43.83089990  018.32015787  43.83103234  018.32024735
111  43.83110862  018.32002812
111  43.83138861  018.31913646
112  43.83138861  018.31913646  43.83143052  018.31898307
112  43.83120391  018.31867165  43.83107342  018.31861665
111  43.83120391  018.31867165
111  43.83097031  018.31859613
112  43.83097031  018.31859613  43.83089850  018.31857327
111  43.83092169  018.31850316
111  43.83124554  018.31757472
111  43.83165967  018.31600835
112  43.83165967  018.31600835  43.83169387  018.31588007
111  43.83166771  018.31572668
112  43.83159450  018.31534739  43.83157467  018.31517836
111  43.83159450  018.31534739
111  43.83155427  018.31494580
112  43.83155427  018.31494580  43.83155181  018.31485741
111  43.83156511  018.31474500
111  43.83162345  018.31439918
112  43.83162345  018.31439918  43.83164357  018.31427090
111  43.83163150  018.31416771
111  43.83161943  018.31400317
112  43.83161943  018.31400317  43.83160920  018.31387612
111  43.83165162  018.31376333
111  43.83279262  018.31072980
111  43.83279960  018.31070268
111  43.83283034  018.31063296
111  43.83280100  018.31055936
111  43.83278842  018.31056324
111  43.83277306  018.31051482
111  43.83248944  018.31000352
112  43.83248944  018.31000352  43.83243076  018.30989894
112  43.83221281  018.31002870  43.83214715  018.31021269
111  43.83221281  018.31002870
111  43.83184833  018.31109538
111  43.83155477  018.31203707
112  43.83155477  018.31203707  43.83151146  018.31217458
111  43.83139131  018.31238181
111  43.83097078  018.31293183
112  43.83097078  018.31293183  43.83090791  018.31300736
111  43.83082967  018.31302091
111  43.83037141  018.31316035
112  43.83037141  018.31316035  43.83031413  018.31317585
111  43.83026104  018.31329011
111  43.83016883  018.31353994
112  43.83016883  018.31353994  43.83012133  018.31367357
111  43.83012971  018.31383044
111  43.83013111  018.31406284
111  43.83015486  018.31424682
112  43.83015486  018.31424682  43.83016324  018.31436108
111  43.83013670  018.31442112
111  43.82935600  018.31640242
111  43.82902054  018.31738476
111  43.82894363  018.31758896
111  43.82869404  018.31817454
111  43.82852253  018.31864720
111  43.82798451  018.31999922
111  43.82755427  018.32132104
111  43.82738259  018.32172144
111  43.82667647  018.32353191
111  43.82648073  018.32415982
111  43.82410006  018.33044971
112  43.82410006  018.33044971  43.82404697  018.33058719
112  43.82383405  018.33091550  43.82378654  018.33105686
111  43.82383405  018.33091550
111  43.82365712  018.33142214
112  43.82365712  018.33142214  43.82356631  018.33167775
112  43.82324404  018.33185994  43.82314903  018.33211943
111  43.82324404  018.33185994
111  43.82315041  018.33211124
111  43.82296906  018.33269611
111  43.82279992  018.33317050
111  43.82255822  018.33377223
111  43.82139975  018.33681017
112  43.82139475  018.33702650  43.82144226  018.33712719
111  43.82139475  018.33702650
111  43.82150207  018.33724800
112  43.82150207  018.33724800  43.82154678  018.33732352
113  43.82150515  018.33741852
111  43.81967169  018.34396597
111  43.81956093  018.34389650
111  43.81953020  018.34386064
111  43.81920437  018.34365446
111  43.81920841  018.34360516
111  43.82152724  018.33743641
112  43.82152077  018.33721790  43.82146670  018.33710086
111  43.82152077  018.33721790
111  43.82141970  018.33700723
112  43.82141970  018.33700723  43.82138439  018.33693165
111  43.82142456  018.33682345
111  43.82258397  018.33378774
111  43.82299712  018.33271195
111  43.82317742  018.33212362
111  43.82327040  018.33187820
112  43.82327040  018.33187820  43.82335206  018.33165072
112  43.82368274  018.33143780  43.82377763  018.33116328
111  43.82368274  018.33143780
111  43.82386142  018.33093351
112  43.82386142  018.33093351  43.82390589  018.33080239
111  43.82399160  018.33071947
113  43.82451309  018.33106014
111  43.82452950  018.33101703
111  43.82405448  018.33069751
112  43.82405448  018.33069751  43.82402421  018.33067653
111  43.82403235  018.33063942
112  43.82412433  018.33046514  43.82415693  018.33038122
111  43.82412433  018.33046514
111  43.82650292  018.32417797
111  43.82670317  018.32354698
111  43.82740406  018.32173792
111  43.82757986  018.32133608
111  43.82776508  018.32078558
112  43.82781763  018.32076429  43.82784836  018.32078446
111  43.82781763  018.32076429
111  43.82788636  018.32080576
111  43.82788312  018.32081360
113  43.82824867  018.32107068
111  43.82828112  018.32098518
111  43.82791670  018.32073342
111  43.82789691  018.32077538
111  43.82783404  018.32072697
112  43.82783404  018.32072697  43.82780610  018.32070276
111  43.82780726  018.32065919
111  43.82801101  018.32001205
111  43.82872005  018.31819326
111  43.82896571  018.31760905
111  43.82904604  018.31739925
111  43.82937902  018.31642125
111  43.83018314  018.31438079
112  43.83018935  018.31427535  43.83018023  018.31420918
111  43.83018935  018.31427535
111  43.83015908  018.31406500
111  43.83015791  018.31382615
112  43.83019633  018.31355179  43.83023126  018.31345496
111  43.83019633  018.31355179
111  43.83028986  018.31330352
112  43.83037505  018.31320292  43.83043074  018.31318705
111  43.83037505  018.31320292
111  43.83083435  018.31306117
112  43.83099036  018.31295949  43.83105672  018.31287719
111  43.83099036  018.31295949
111  43.83141532  018.31240270
112  43.83157599  018.31205248  43.83164584  018.31182491
111  43.83157599  018.31205248
111  43.83187171  018.31110833
111  43.83223496  018.31004636
112  43.83223496  018.31004636  43.83227241  018.30994468
112  43.83246082  018.31002699  43.83251652  018.31012464
111  43.83246082  018.31002699
111  43.83258074  018.31023197
112  43.83258540  018.31032558  43.83257027  018.31037077
111  43.83258540  018.31032558
111  43.83007693  018.31695599
111  43.82999932  018.31712007
111  43.82978587  018.31696810
111  43.82939478  018.31801503
111  43.82930630  018.31795532
111  43.82927695  018.31803388
113  43.82936544  018.31809359
111  43.83162676  018.31375185
112  43.83158989  018.31401412  43.83160231  018.31417040
111  43.83158989  018.31401412
111  43.83159959  018.31417147
112  43.83159765  018.31439608  43.83158213  018.31447973
111  43.83159765  018.31439608
111  43.83154720  018.31473097
112  43.83153459  018.31494750  43.83154138  018.31504622
111  43.83153459  018.31494750
111  43.83157146  018.31535233
111  43.83163258  018.31573564
112  43.83163161  018.31599117  43.83160599  018.31611114
111  43.83163161  018.31599117
111  43.83122121  018.31755264
111  43.83089133  018.31847930
112  43.83096507  018.31863934  43.83108111  018.31867673
111  43.83096507  018.31863934
111  43.83119210  018.31871197
112  43.83119210  018.31871197  43.83129339  018.31874936
112  43.83136092  018.31912486  43.83132948  018.31924133
111  43.83136092  018.31912486
111  43.83108926  018.32000579
112  43.83090686  018.32011742  43.83079392  018.32004372
111  43.83090686  018.32011742
111  43.83011225  018.31955794
112  43.82994246  018.31958484  43.82988618  018.31968571
111  43.82994246  018.31958484
111  43.82977849  018.31992645
111  43.82951556  018.32057065
111  43.82908284  018.32150131
112  43.82903142  018.32151745  43.82900814  018.32149997
111  43.82903142  018.32151745
111  43.82863751  018.32124445
111  43.82971945  018.31835922
111  43.82981259  018.31843024
111  43.82984275  018.31834980
111  43.82974961  018.31827879
111  43.83014504  018.31722431
111  43.83002201  018.31713313
111  43.83010060  018.31696905
111  43.83257854  018.31043402
112  43.83257854  018.31043402  43.83260765  018.31036812
111  43.83266392  018.31038695
111  43.83273960  018.31052548
112  43.83275512  018.31074740  43.83271534  018.31086172
113  43.83275512  018.31074740
111  43.82860382  018.32132970
111  43.82895589  018.32157371
111  43.82894891  018.32159889
111  43.82900759  018.32164537
111  43.82900060  018.32167829
112  43.82900060  018.32167829  43.82896567  018.32176157
112  43.82891398  018.32212565  43.82886369  018.32226315
111  43.82891398  018.32212565
111  43.82818608  018.32408162
111  43.82808689  018.32429464
112  43.82809946  018.32445344  43.82814417  018.32453284
111  43.82809946  018.32445344
111  43.82815255  018.32454640
112  43.82815255  018.32454640  43.82825594  018.32471875
111  43.82818329  018.32488336
111  43.82753084  018.32644812
112  43.82753503  018.32662822  43.82757275  018.32672892
111  43.82753503  018.32662822
111  43.82768871  018.32704265
112  43.82768871  018.32704265  43.82773062  018.32719176
111  43.82767893  018.32727697
111  43.82745539  018.32777660
112  43.82728914  018.32787343  43.82718715  018.32780759
111  43.82728914  018.32787343
111  43.82707398  018.32772432
112  43.82707398  018.32772432  43.82699295  018.32766235
111  43.82694964  018.32774175
111  43.82621196  018.32955435
111  43.82592555  018.32994940
111  43.82578724  018.33036575
112  43.82582775  018.33057296  43.82592415  018.33065623
111  43.82582775  018.33057296
111  43.82593813  018.33066591
111  43.82585011  018.33087312
112  43.82576628  018.33092928  43.82570341  018.33091185
111  43.82576628  018.33092928
111  43.82566988  018.33090023
111  43.82558885  018.33175423
112  43.82563495  018.33210668  43.82569642  018.33229065
111  43.82563495  018.33210668
111  43.82592136  018.33295100
112  43.82592136  018.33295100  43.82598283  018.33313884
111  43.82595070  018.33327827
111  43.82586967  018.33349516
111  43.82581378  018.33341770
111  43.82572995  018.33352034 3 102
111  43.82532441  018.33225444 3 102
111  43.82523873  018.33198701
112  43.82523873  018.33198701  43.82500401  018.33113534 3 102
113  43.82529713  018.33016516
111  43.82473965  018.33164567
112  43.82473965  018.33164567  43.82477385  018.33155365 3 102
112  43.82496699  018.33168192  43.82500923  018.33181019
111  43.82496699  018.33168192 3 102
111  43.82517917  018.33234365 3 102
111  43.82545787  018.33321282
112  43.82545787  018.33321282  43.82551622  018.33340245 3 102
111  43.82547196  018.33356976 3 102
111  43.82456081  018.33599169 3 102
112  43.82437550  018.33621049  43.82425077  018.33625510
111  43.82437550  018.33621049 3 102
111  43.82335187  018.33660658 3 102
111  43.82309999  018.33670405
112  43.82309999  018.33670405  43.82298733  018.33675145 3 102
112  43.82294709  018.33643636  43.82299336  018.33631367
113  43.82294709  018.33643636
111  43.82119240  018.34494533
111  43.82116734  018.34495660
111  43.82106290  018.34488607
111  43.82022097  018.34431752
111  43.82033203  018.34402642
112  43.82035617  018.34367844  43.82032961  018.34353122
111  43.82035617  018.34367844
111  43.82031513  018.34346096
111  43.82248068  018.33767569 3 102
112  43.82321943  018.33689271  43.82369503  018.33670198
111  43.82321943  018.33689271 3 102
111  43.82340012  018.33682347 3 102
111  43.82411028  018.33655139
112  43.82411028  018.33655139  43.82420443  018.33651458 3 102
112  43.82425822  018.33679601  43.82420994  018.33692651
113  43.82425822  018.33679601 3 102
111  43.82112908  018.34502563
111  43.82114873  018.34506141 3 102
111  43.82096813  018.34554146 3 102
112  43.82026580  018.34611526  43.81977491  018.34613199
111  43.82026580  018.34611526
112  43.82026580  018.34611526  43.82012296  018.34611248 3 102
111  43.82000993  018.34606651 3 102
111  43.81987087  018.34598192 3 102
112  43.81968184  018.34520564  43.81984737  018.34471166
111  43.81968184  018.34520564
111  43.82000244  018.34428952
113  43.82103379  018.34496337
111  43.81880138  018.34646049
112  43.81868067  018.34617051  43.81871085  018.34599206
111  43.81868067  018.34617051
111  43.81875310  018.34579689
112  43.81875310  018.34579689  43.81882351  018.34545393
112  43.81881345  018.34502176  43.81892008  018.34473457
111  43.81881345  018.34502176
111  43.81917156  018.34404587
111  43.81921180  018.34399011
111  43.81928221  018.34400963
111  43.81928624  018.34402914
111  43.81937677  018.34408491
111  43.81951760  018.34402914
111  43.81954375  018.34396780
111  43.81964435  018.34403193
111  43.81902872  018.34569094
111  43.81938737  018.34595230 3 102
111  43.81985157  018.34627928 3 102
112  43.82026510  018.34639723  43.82051456  018.34639166
111  43.82026510  018.34639723
112  43.82026510  018.34639723  43.82097125  018.34634983 3 102
111  43.82117536  018.34562682 3 102
111  43.82134486  018.34517536
111  43.82152542  018.34529501
112  43.82152542  018.34529501  43.82156767  018.34532568
111  43.82155962  018.34540375
111  43.82153585  018.34547272
111  43.82084743  018.34746990
112  43.82081323  018.34764557  43.82081323  018.34771527
111  43.82081323  018.34764557
112  43.82081323  018.34764557  43.82075287  018.34769576
113  43.82065832  018.34765951
111  43.82313261  018.34635899
112  43.82313261  018.34635899  43.82320247  018.34640933
111  43.82318989  018.34652746
111  43.82243533  018.34867300
112  43.82230552  018.34875239  43.82223147  018.34870398
111  43.82230552  018.34875239
111  43.82099642  018.34789069
112  43.82099642  018.34789069  43.82081340  018.34777257
111  43.82090281  018.34750342
111  43.82160010  018.34551417
111  43.82162093  018.34545474
112  43.82170755  018.34541795  43.82176344  018.34545474
111  43.82170755  018.34541795
111  43.82173261  018.34543449
111  43.82189239  018.34554001
113  43.82209117  018.34567127
111  43.82382550  018.34428105
112  43.82382550  018.34428105  43.82390765  018.34433682
111  43.82388083  018.34446695
111  43.82328063  018.34623065
112  43.82315991  018.34627713  43.82308112  018.34623065
111  43.82315991  018.34627713
111  43.82300986  018.34617837
111  43.82319494  018.34563742
111  43.82318408  018.34563027
111  43.82302462  018.34552532
111  43.82300650  018.34551340
111  43.82286300  018.34541896
111  43.82284163  018.34540490
111  43.82270582  018.34531553
111  43.82269801  018.34531038
111  43.82255114  018.34574816
112  43.82255114  018.34574816  43.82252436  018.34582885
111  43.82243549  018.34580038
111  43.82176168  018.34535694
112  43.82176168  018.34535694  43.82168456  018.34530582
111  43.82170636  018.34520358
111  43.82173495  018.34512353
111  43.82230656  018.34352356
112  43.82254966  018.34343759  43.82270725  018.34353983
113  43.82254966  018.34343759
111  43.82298205  018.34577497
112  43.82301814  018.34590084  43.82299602  018.34597346
111  43.82301814  018.34590084
111  43.82297740  018.34601864
112  43.82297740  018.34601864  43.82294247  018.34611708
111  43.82285864  018.34607351
111  43.82267818  018.34595087
112  43.82263045  018.34578950  43.82266421  018.34568622
111  43.82263045  018.34578950
111  43.82267003  018.34566686
112  43.82267003  018.34566686  43.82269448  018.34559747
113  43.82276550  018.34563458
111  43.82401748  018.33805688
112  43.82431925  018.33791746  43.82448132  018.33801234
111  43.82431925  018.33791746
111  43.82466714  018.33816339
112  43.82466714  018.33816339  43.82470486  018.33820018
111  43.82470459  018.33822897
111  43.82468399  018.33827889
111  43.82461404  018.33829507
111  43.82458191  018.33828732
112  43.82435278  018.33831831  43.82427874  018.33839577
111  43.82435278  018.33831831
111  43.82385960  018.33892442
112  43.82365981  018.33934851  43.82357319  018.33958282
111  43.82365981  018.33934851
111  43.82235491  018.34315940
112  43.82229763  018.34337434  43.82227946  018.34342469
111  43.82225292  018.34347503
111  43.82167233  018.34508382
111  43.82165029  018.34514489
112  43.82154970  018.34521654  43.82149242  018.34517781
113  43.82137517  018.34509464 3 102
111  43.82453520  018.33849607
112  43.82439969  018.33850188  43.82431446  018.33852512
111  43.82439969  018.33850188
112  43.82439969  018.33850188  43.82424600  018.33854254
111  43.82425159  018.33873813
112  43.82413703  018.33881946  43.82407695  018.33891822
111  43.82413703  018.33881946
112  43.82413703  018.33881946  43.82407974  018.33890273
112  43.82407276  018.33875362  43.82411328  018.33870908
111  43.82407276  018.33875362
111  43.82438152  018.33837794
112  43.82438152  018.33837794  43.82442064  018.33832953
111  43.82456035  018.33836245
113  43.82458550  018.33837794
110 3 0.00 153.0000 New Taxiway 20
111  43.82254966  018.34343759
112  43.82254966  018.34343759  43.82239206  018.34333534
111  43.82230656  018.34352356
111  43.82173495  018.34512353
111  43.82170636  018.34520358
112  43.82176168  018.34535694  43.82183880  018.34540807
111  43.82176168  018.34535694
111  43.82243549  018.34580038
112  43.82255114  018.34574816  43.82257792  018.34566748
111  43.82255114  018.34574816
111  43.82269801  018.34531038
111  43.82278009  018.34507615
111  43.82327703  018.34540319
111  43.82319494  018.34563742
111  43.82300986  018.34617837
111  43.82315991  018.34627713
112  43.82315991  018.34627713  43.82323871  018.34632360
111  43.82328063  018.34623065
111  43.82388083  018.34446695
112  43.82382550  018.34428105  43.82374335  018.34422528
113  43.82382550  018.34428105
112  43.82314979  018.34469346  43.82309909  018.34471354
112  43.82302908  018.34483400  43.82298562  018.34485073
112  43.82296389  018.34474700  43.82294216  018.34471354
112  43.82290836  018.34457635  43.82289388  018.34451947
112  43.82302183  018.34448601  43.82306770  018.34446258
112  43.82314013  018.34447597  43.82317151  018.34447597
112  43.82324394  018.34449270  43.82327050  018.34448601
112  43.82336948  018.34434547  43.82342742  018.34429528
112  43.82342742  018.34437224  43.82343225  018.34441574
112  43.82349019  018.34450608  43.82352640  018.34456966
112  43.82345639  018.34476039  43.82342259  018.34479050
114  43.82334051  018.34471354  43.82328015  018.34471019
112  43.82294941  018.34427185  43.82293733  018.34419489
112  43.82296872  018.34400751  43.82296872  018.34397740
112  43.82305080  018.34393724  43.82310874  018.34397739
112  43.82309426  018.34406440  43.82310874  018.34412462
112  43.82316668  018.34414805  43.82317876  018.34420159
112  43.82316186  018.34432539  43.82317393  018.34437893
114  43.82303390  018.34437893  43.82299769  018.34438562
110 3 0.00 153.0000 New Taxiway 19
111  43.82276550  018.34563458
112  43.82267003  018.34566686  43.82264558  018.34573625
111  43.82267003  018.34566686
111  43.82263045  018.34578950
112  43.82263045  018.34578950  43.82259668  018.34589277
111  43.82267818  018.34595087
111  43.82285864  018.34607351
112  43.82297740  018.34601864  43.82301232  018.34592021
111  43.82297740  018.34601864
111  43.82301814  018.34590084
112  43.82301814  018.34590084  43.82304027  018.34582823
113  43.82298205  018.34577497
110 3 0.00 153.0000 New Taxiway 18
111  43.82318989  018.34652746
112  43.82313261  018.34635899  43.82305415  018.34630322
111  43.82313261  018.34635899
111  43.82209117  018.34567127
111  43.82189239  018.34554001
111  43.82173261  018.34543449
111  43.82170755  018.34541795
112  43.82170755  018.34541795  43.82165167  018.34538116
111  43.82162093  018.34545474
111  43.82160010  018.34551417
111  43.82090281  018.34750342
112  43.82099642  018.34789069  43.82117944  018.34800881
111  43.82099642  018.34789069
111  43.82230552  018.34875239
112  43.82230552  018.34875239  43.82237956  018.34880080
113  43.82243533  018.34867300
111  43.82182110  018.34570859
111  43.82181073  018.34573547
111  43.82178897  018.34579185
111  43.82165624  018.34569697
113  43.82168838  018.34561371
130 Airport Boundary
111  43.83286571  018.31063896
111  43.83231944  018.30954464
111  43.83196190  018.31069194
111  43.83184584  018.31082053
111  43.83152985  018.31200173
111  43.83131210  018.31243761
111  43.83119366  018.31243552
111  43.83092947  018.31293069
111  43.83075649  018.31299096
111  43.83050426  018.31275692
111  43.82988413  018.31405726
111  43.83011476  018.31427956
111  43.82931719  018.31639554
111  43.82915353  018.31691226
111  43.82891925  018.31754340
111  43.82872396  018.31797897
111  43.82797600  018.31995374
111  43.82748733  018.32137979
111  43.82701682  018.32262164
111  43.82687348  018.32293593
111  43.82655118  018.32379690
111  43.82652008  018.32396243
111  43.82606162  018.32518834
111  43.82560901  018.32639951
111  43.82406630  018.33048227
111  43.82397093  018.33058356
111  43.82392654  018.33056836
111  43.82357606  018.33153438
111  43.82339240  018.33139192
