I
1050 Generated by WorldEditor 2.1.0r1

1    187 1 0 LPMR Monte Real AB
1302 city Monte Real
1302 country Portugal
112  39.83865594 -008.89261562  39.83871808 -008.89266810
111  39.83865594 -008.89261562
111  39.83865257 -008.89262249
111  39.83887507 -008.89277504
111  39.83888327 -008.89276734
111  39.83889090 -008.89274837
111  39.83891251 -008.89269467
112  39.83891251 -008.89269467  39.83906873 -008.89257159
112  39.83919669 -008.89307410  39.83908868 -008.89334081
112  39.83879548 -008.89298530  39.83877847 -008.89274531
111  39.83879548 -008.89298530
111  39.83881703 -008.89293179
111  39.83882473 -008.89291265
111  39.83882079 -008.89290986
111  39.83882491 -008.89289959
111  39.83859423 -008.89274135
111  39.83859143 -008.89274705
112  39.83859143 -008.89274705  39.83852205 -008.89272408
111  39.83849276 -008.89279236
111  39.83848330 -008.89278962
111  39.83844332 -008.89286634
111  39.83839808 -008.89295540
111  39.83832655 -008.89307186
111  39.83826763 -008.89315543
111  39.83819189 -008.89325819
111  39.83819609 -008.89326504
112  39.83818075 -008.89338552  39.83821132 -008.89344509
111  39.83818075 -008.89338552
111  39.83817548 -008.89339179
111  39.83820183 -008.89343183
111  39.83821004 -008.89343001
111  39.83822262 -008.89341597
111  39.83825789 -008.89337662
112  39.83825789 -008.89337662  39.83844848 -008.89335196
112  39.83841398 -008.89386610  39.83823829 -008.89406231
112  39.83806652 -008.89359014  39.83811474 -008.89335403
111  39.83806652 -008.89359014
111  39.83810436 -008.89354692
111  39.83811437 -008.89353679
111  39.83808509 -008.89349227
112  39.83808509 -008.89349227  39.83804792 -008.89344820
111  39.83798464 -008.89349384
111  39.83798043 -008.89348699
111  39.83790889 -008.89355549
111  39.83779106 -008.89364591
111  39.83770480 -008.89370346
111  39.83764904 -008.89373497
111  39.83765114 -008.89374319
112  39.83761360 -008.89387087  39.83763323 -008.89396038
111  39.83761360 -008.89387087
111  39.83760912 -008.89387285
111  39.83769030 -008.89417655
111  39.83769876 -008.89417267
111  39.83770029 -008.89417825
111  39.83771973 -008.89416942
111  39.83775976 -008.89415124
112  39.83775976 -008.89415124  39.83793967 -008.89420296
112  39.83776805 -008.89468113  39.83755150 -008.89477949
112  39.83752179 -008.89425916  39.83763709 -008.89407684
111  39.83752179 -008.89425916
111  39.83756370 -008.89424022
111  39.83758132 -008.89423226
111  39.83757978 -008.89422664
111  39.83758838 -008.89422276
111  39.83750645 -008.89391664
111  39.83749902 -008.89391932
112  39.83749902 -008.89391932  39.83747061 -008.89382890
111  39.83739655 -008.89385416
111  39.83739445 -008.89384731
111  39.83732291 -008.89386923
111  39.83723033 -008.89389526
111  39.83711882 -008.89391445
111  39.83702519 -008.89392403
111  39.83694313 -008.89392815
111  39.83683793 -008.89392678
111  39.83683477 -008.89393773
112  39.83675499 -008.89403912  39.83674464 -008.89414777
111  39.83675499 -008.89403912
111  39.83674747 -008.89403778
111  39.83672441 -008.89434942
111  39.83673336 -008.89435058
111  39.83673292 -008.89435640
111  39.83674584 -008.89435804
111  39.83679562 -008.89436437
112  39.83679562 -008.89436437  39.83693870 -008.89450663
112  39.83663260 -008.89484998  39.83639630 -008.89482012
112  39.83654482 -008.89433244  39.83670435 -008.89422668
111  39.83654482 -008.89433244
111  39.83658643 -008.89433774
111  39.83660752 -008.89434043
111  39.83660797 -008.89433460
111  39.83661692 -008.89433575
111  39.83664065 -008.89401875
111  39.83663501 -008.89401774
112  39.83663501 -008.89401774  39.83663843 -008.89391209
111  39.83656861 -008.89389801
111  39.83656966 -008.89388841
111  39.83648655 -008.89386375
111  39.83638135 -008.89383087
111  39.83631823 -008.89380484
111  39.83622986 -008.89376237
111  39.83614569 -008.89371168
111  39.83612465 -008.89370209
111  39.83611729 -008.89370894
112  39.83611729 -008.89370894  39.83601049 -008.89365452
112  39.83604365 -008.89390896  39.83613579 -008.89398438
111  39.83604365 -008.89390896
111  39.83604154 -008.89391581
111  39.83618041 -008.89402268
111  39.83611104 -008.89418713
111  39.83609368 -008.89417582
111  39.83598700 -008.89442872
111  39.83600437 -008.89444002
111  39.83593677 -008.89459986
111  39.83577531 -008.89449134
111  39.83572887 -008.89460157
111  39.83576478 -008.89462571
111  39.83574394 -008.89467771
111  39.83572511 -008.89466469
111  39.83569405 -008.89473972
111  39.83573707 -008.89477085
111  39.83576862 -008.89469465
111  39.83579370 -008.89471187
111  39.83576189 -008.89478902
111  39.83580255 -008.89481713
111  39.83583580 -008.89474079
111  39.83583008 -008.89473684
111  39.83585092 -008.89468484
111  39.83589033 -008.89471009
111  39.83579000 -008.89494821
111  39.83542398 -008.89468978
111  39.83535597 -008.89484411
111  39.83531521 -008.89481682
111  39.83535131 -008.89473185
111  39.83535261 -008.89468543
111  39.83531139 -008.89465457
111  39.83539258 -008.89446345
111  39.83539884 -008.89444872
111  39.83544006 -008.89447958
111  39.83546748 -008.89445838
111  39.83577332 -008.89373846
111  39.83581325 -008.89376786
112  39.83591425 -008.89367606  39.83594897 -008.89359386
111  39.83589216 -008.89355276
111  39.83589531 -008.89354317
111  39.83581220 -008.89346782
111  39.83574592 -008.89339932
111  39.83568701 -008.89333356
111  39.83561021 -008.89324999
111  39.83557234 -008.89319656
111  39.83552141 -008.89312847
111  39.83551614 -008.89313122
112  39.83543469 -008.89311141  39.83538505 -008.89313631
111  39.83543469 -008.89311141
111  39.83539989 -008.89314861
111  39.83541124 -008.89316661
111  39.83543987 -008.89321201
112  39.83543987 -008.89321201  39.83547596 -008.89342418
112  39.83506084 -008.89340501  39.83490697 -008.89316159
112  39.83527995 -008.89295839  39.83543075 -008.89304546
111  39.83527995 -008.89295839
111  39.83530944 -008.89300516
111  39.83531993 -008.89302182
111  39.83535467 -008.89298464
112  39.83535467 -008.89298464  39.83538547 -008.89294329
111  39.83536337 -008.89287845
111  39.83536723 -008.89287524
111  39.83530933 -008.89275952
111  39.83525884 -008.89264307
111  39.83521991 -008.89253758
111  39.83518520 -008.89242524
111  39.83517783 -008.89242798
112  39.83507576 -008.89236942  39.83500715 -008.89239819
111  39.83507576 -008.89236942
111  39.83507407 -008.89236285
111  39.83484412 -008.89246164
111  39.83484693 -008.89247277
111  39.83484266 -008.89247461
111  39.83484988 -008.89250309
111  39.83486240 -008.89255250
112  39.83486240 -008.89255250  39.83483042 -008.89276904
112  39.83445544 -008.89255460  39.83437872 -008.89225304
112  39.83478344 -008.89224088  39.83491095 -008.89238956
111  39.83478344 -008.89224088
111  39.83479958 -008.89230456
111  39.83480319 -008.89231879
111  39.83480745 -008.89231696
111  39.83481027 -008.89232809
111  39.83504240 -008.89222832
111  39.83504098 -008.89222227
112  39.83504098 -008.89222227  39.83510982 -008.89219021
111  39.83509600 -008.89210345
111  39.83510209 -008.89210086
111  39.83508104 -008.89200328
111  39.83506421 -008.89187039
111  39.83505580 -008.89175256
111  39.83505264 -008.89162926
111  39.83505054 -008.89150870
111  39.83503181 -008.89133293
111  39.83501256 -008.89118702
111  39.83498773 -008.89105454
111  39.83495890 -008.89093330
111  39.83492008 -008.89079904
111  39.83487274 -008.89067300
111  39.83484118 -008.89058669
111  39.83482961 -008.89055792
111  39.83482225 -008.89056066
112  39.83469500 -008.89053106  39.83462348 -008.89061099
111  39.83469500 -008.89053106
111  39.83470451 -008.89054926
111  39.83473059 -008.89059919
112  39.83473059 -008.89059919  39.83473503 -008.89084515
112  39.83433885 -008.89074695  39.83420903 -008.89049790
112  39.83458822 -008.89032666  39.83475966 -008.89042355
111  39.83458822 -008.89032666
111  39.83461224 -008.89037265
111  39.83462382 -008.89039481
112  39.83462382 -008.89039481  39.83470552 -008.89033647
111  39.83464884 -008.89022790
111  39.83465410 -008.89022174
111  39.83460974 -008.89015514
111  39.83456108 -008.89008595
111  39.83450559 -008.89001677
111  39.83446035 -008.88996608
111  39.83437408 -008.88986881
111  39.83430044 -008.88980305
111  39.83420260 -008.88971811
111  39.83412791 -008.88966194
111  39.83404901 -008.88961125
111  39.83397431 -008.88957015
111  39.83386806 -008.88951946
111  39.83378916 -008.88948795
111  39.83365976 -008.88944549
111  39.83356718 -008.88942083
111  39.83346303 -008.88940713
111  39.83336309 -008.88939891
111  39.83058907 -008.88950174
111  39.82993828 -008.88952587
111  39.82911290 -008.88955646
111  39.82898876 -008.88957016
111  39.82889618 -008.88958660
111  39.82876468 -008.88962222
111  39.82862897 -008.88967153
111  39.82852692 -008.88971674
111  39.82846275 -008.88975099
111  39.82829232 -008.88986332
111  39.82820395 -008.88991811
111  39.82820921 -008.88992770
112  39.82811873 -008.89009757  39.82813451 -008.89017154
111  39.82811873 -008.89009757
111  39.82823919 -008.89053701
111  39.82848370 -008.89142901
111  39.82843437 -008.89144791
112  39.82843437 -008.89144791  39.82839698 -008.89133893
111  39.82831180 -008.89137684
111  39.82825856 -008.89140194
112  39.82813280 -008.89133485  39.82811143 -008.89125833
111  39.82813280 -008.89133485
111  39.82811476 -008.89126872
112  39.82811476 -008.89126872  39.82810407 -008.89123394
111  39.82807932 -008.89125330
111  39.82804249 -008.89127197
112  39.82802134 -008.89125787  39.82801421 -008.89123700
111  39.82802134 -008.89125787
111  39.82792890 -008.89089605
112  39.82792890 -008.89089605  39.82788082 -008.89071056
111  39.82804772 -008.89059359
111  39.82806998 -008.89067861
111  39.82811747 -008.89066315
112  39.82811747 -008.89066315  39.82818721 -008.89063223
111  39.82816940 -008.89053176
111  39.82804194 -008.89011538
112  39.82804194 -008.89011538  39.82802016 -008.89005435
111  39.82792201 -008.89006058
111  39.82792095 -008.89005236
111  39.82784205 -008.89007428
111  39.82775158 -008.89009894
111  39.82768109 -008.89011264
111  39.82761692 -008.89012360
111  39.82644286 -008.89017428
111  39.82644269 -008.89018202
112  39.82637760 -008.89026712  39.82636196 -008.89032885
111  39.82637760 -008.89026712
112  39.82637760 -008.89026712  39.82642904 -008.89026581
111  39.82645939 -008.89031775
111  39.82647259 -008.89029978
112  39.82647259 -008.89029978  39.82660176 -008.89041612
112  39.82633221 -008.89083089  39.82607710 -008.89083775
112  39.82617569 -008.89030750  39.82629954 -008.89017766
111  39.82617569 -008.89030750
111  39.82618946 -008.89032474
112  39.82626963 -008.89026992  39.82632107 -008.89026795
111  39.82626963 -008.89026992
112  39.82626963 -008.89026992  39.82625702 -008.89020754
111  39.82620825 -008.89019346
111  39.82620825 -008.89018798
111  39.82612199 -008.89019072
111  39.82599785 -008.89020442
111  39.82588423 -008.89021675
111  39.82576746 -008.89023455
111  39.82566646 -008.89024688
111  39.82557914 -008.89026606
111  39.82548551 -008.89028798
111  39.82548657 -008.89030031
112  39.82543933 -008.89037837  39.82544227 -008.89043785
111  39.82543933 -008.89037837
111  39.82543051 -008.89038063
111  39.82543648 -008.89041974
111  39.82543840 -008.89043232
111  39.82544723 -008.89043006
111  39.82544810 -008.89043581
111  39.82550989 -008.89041989
112  39.82550989 -008.89041989  39.82567117 -008.89048988
112  39.82546138 -008.89094601  39.82521911 -008.89100852
112  39.82526271 -008.89048356  39.82538808 -008.89034088
111  39.82526271 -008.89048356
111  39.82532450 -008.89046765
111  39.82532363 -008.89046189
111  39.82533246 -008.89045962
111  39.82532464 -008.89040782
111  39.82531581 -008.89041009
112  39.82531581 -008.89041009  39.82529962 -008.89035775
111  39.82524355 -008.89036195
111  39.82524355 -008.89035236
111  39.82512993 -008.89038386
111  39.82503419 -008.89041537
111  39.82492689 -008.89045236
111  39.82474383 -008.89052222
111  39.82440824 -008.89066878
111  39.82440929 -008.89067425
112  39.82436964 -008.89078712  39.82438396 -008.89086710
111  39.82436964 -008.89078712
111  39.82436134 -008.89079114
111  39.82437507 -008.89083788
111  39.82438346 -008.89083371
112  39.82445088 -008.89090384  39.82450453 -008.89093963
111  39.82445088 -008.89090384
112  39.82445088 -008.89090384  39.82459026 -008.89099610
112  39.82439031 -008.89125837  39.82425279 -008.89126430
111  39.82439031 -008.89125837
112  39.82439031 -008.89125837  39.82426300 -008.89126339
112  39.82425705 -008.89098672  39.82429160 -008.89089727
111  39.82425705 -008.89098672
112  39.82425705 -008.89098672  39.82428040 -008.89092691
111  39.82427025 -008.89088986
111  39.82427416 -008.89088795
111  39.82425994 -008.89083852
111  39.82425124 -008.89084238
112  39.82425124 -008.89084238  39.82421962 -008.89078668
111  39.82417574 -008.89079891
111  39.82417294 -008.89079160
111  39.82408001 -008.89084138
111  39.82408175 -008.89084639
112  39.82405581 -008.89095781  39.82406489 -008.89102601
111  39.82405581 -008.89095781
111  39.82405055 -008.89096055
111  39.82428620 -008.89142902
111  39.82275445 -008.89275222
111  39.82251982 -008.89230046
111  39.82251203 -008.89230427
112  39.82242996 -008.89229142  39.82236543 -008.89230966
111  39.82242996 -008.89229142
112  39.82242996 -008.89229142  39.82242266 -008.89231283
111  39.82242558 -008.89234231
111  39.82234035 -008.89244045
111  39.82232476 -008.89242222
111  39.82208075 -008.89273517
111  39.82208586 -008.89274278
112  39.82206461 -008.89286599  39.82208897 -008.89293865
111  39.82206461 -008.89286599
111  39.82206089 -008.89287018
111  39.82208773 -008.89291297
111  39.82209305 -008.89290887
112  39.82209305 -008.89290887  39.82212704 -008.89295313
111  39.82218303 -008.89292446
111  39.82218741 -008.89292922
111  39.82232630 -008.89278904
111  39.82240588 -008.89292366
111  39.82239911 -008.89293048
111  39.82253481 -008.89315253
111  39.82264950 -008.89303777
111  39.82271347 -008.89313995
111  39.82261617 -008.89323793
111  39.82264453 -008.89328516
111  39.82247354 -008.89345736
111  39.82242495 -008.89345922
111  39.82233840 -008.89354223
112  39.82233840 -008.89354223  39.82231243 -008.89357282
111  39.82232287 -008.89365853
111  39.82233485 -008.89396746
111  39.82234295 -008.89417622
111  39.82234559 -008.89424423
111  39.82227920 -008.89424899
111  39.82226159 -008.89381367
112  39.82227567 -008.89376622  39.82227424 -008.89372895
111  39.82227567 -008.89376622
112  39.82227567 -008.89376622  39.82227066 -008.89363577
111  39.82224459 -008.89360126
111  39.82204382 -008.89326434
112  39.82203993 -008.89311124  39.82207929 -008.89306279
111  39.82203993 -008.89311124
112  39.82203993 -008.89311124  39.82205138 -008.89309726
111  39.82204585 -008.89307166
111  39.82197870 -008.89296271
111  39.82197367 -008.89296837
112  39.82197367 -008.89296837  39.82192963 -008.89291267
111  39.82188352 -008.89294451
111  39.82187841 -008.89293976
111  39.82184918 -008.89296544
111  39.82175275 -008.89304058
111  39.82167721 -008.89309195
111  39.82159743 -008.89313989
111  39.82152992 -008.89317642
111  39.82145804 -008.89321180
111  39.82139404 -008.89323691
111  39.82133442 -008.89326088
111  39.82130023 -008.89326659
111  39.82129984 -008.89327598
112  39.82124663 -008.89336684  39.82125089 -008.89343026
111  39.82124663 -008.89336684
111  39.82123979 -008.89336848
111  39.82124813 -008.89343830
111  39.82126423 -008.89343489
111  39.82133718 -008.89341943
112  39.82133718 -008.89341943  39.82146652 -008.89349465
112  39.82125488 -008.89393505  39.82100966 -008.89398610
111  39.82125488 -008.89393505
111  39.82129223 -008.89403019
111  39.82129360 -008.89411784
111  39.82124191 -008.89411703
111  39.82124053 -008.89402938
111  39.82121369 -008.89402942
111  39.82121375 -008.89404224
111  39.82122657 -008.89404283
111  39.82122788 -008.89431204
111  39.82109233 -008.89431159
111  39.82109102 -008.89404224
111  39.82110567 -008.89404224
111  39.82110561 -008.89402957
111  39.82107941 -008.89402960
111  39.82107985 -008.89387945
112  39.82107985 -008.89387945  39.82098734 -008.89377596
112  39.82105269 -008.89347885  39.82112528 -008.89339059
111  39.82105269 -008.89347885
111  39.82112803 -008.89346325
111  39.82114159 -008.89346044
111  39.82113312 -008.89339108
111  39.82112293 -008.89339316
112  39.82112293 -008.89339316  39.82111031 -008.89332083
111  39.82104496 -008.89333580
111  39.82104370 -008.89332923
111  39.82096417 -008.89333745
111  39.82087453 -008.89334402
111  39.82079121 -008.89334238
111  39.82070663 -008.89333416
111  39.82062962 -008.89332430
111  39.82053115 -008.89330458
111  39.82043900 -008.89327992
111  39.82036199 -008.89325034
111  39.82031162 -008.89323339
111  39.82030723 -008.89324195
112  39.82022471 -008.89327725  39.82021204 -008.89332405
111  39.82022471 -008.89327725
111  39.82021630 -008.89327310
111  39.82020197 -008.89332246
111  39.82021038 -008.89332660
111  39.82020879 -008.89333208
111  39.82021848 -008.89333687
111  39.82026768 -008.89336118
112  39.82026768 -008.89336118  39.82037042 -008.89350347
112  39.82004043 -008.89378570  39.81981959 -008.89370973
111  39.82004043 -008.89378570
111  39.82003310 -008.89390546
111  39.82001002 -008.89398345
111  39.81996436 -008.89395950
111  39.81998744 -008.89388152
111  39.81996231 -008.89386769
111  39.81995876 -008.89387914
111  39.81997148 -008.89388639
111  39.81989205 -008.89413466
111  39.81976830 -008.89406663
111  39.81984717 -008.89381980
111  39.81985857 -008.89382577
111  39.81986269 -008.89381288
111  39.81984714 -008.89380432
111  39.81989595 -008.89365144
112  39.81989595 -008.89365144  39.81982594 -008.89348970
112  39.82003209 -008.89324483  39.82014986 -008.89323175
111  39.82003209 -008.89324483
111  39.82009098 -008.89327391
111  39.82009257 -008.89326844
111  39.82010099 -008.89327259
111  39.82011535 -008.89322334
111  39.82010694 -008.89321920
112  39.82010694 -008.89321920  39.82011925 -008.89316223
111  39.82006404 -008.89311784
111  39.82006509 -008.89310688
111  39.82000513 -008.89307127
111  39.81992833 -008.89301785
111  39.81985679 -008.89296033
111  39.81979577 -008.89290828
111  39.81972634 -008.89284253
111  39.81966953 -008.89278226
111  39.81962324 -008.89273022
111  39.81955065 -008.89264940
111  39.81954644 -008.89265488
112  39.81944928 -008.89264723  39.81939487 -008.89268613
111  39.81944928 -008.89264723
111  39.81944427 -008.89264175
111  39.81929604 -008.89280890
111  39.81930686 -008.89282564
111  39.81937083 -008.89292457
112  39.81937083 -008.89292457  39.81935637 -008.89313473
112  39.81896143 -008.89309564  39.81879161 -008.89284273
112  39.81919071 -008.89259885  39.81938433 -008.89265737
111  39.81919071 -008.89259885
111  39.81924579 -008.89263623
111  39.81925002 -008.89267068
111  39.81937856 -008.89252952
111  39.81937483 -008.89252383
112  39.81937483 -008.89252383  39.81940787 -008.89246093
111  39.81937917 -008.89240551
111  39.81938338 -008.89240149
111  39.81927818 -008.89220562
111  39.81926766 -008.89220562
112  39.81915930 -008.89216727  39.81908145 -008.89220562
111  39.81915930 -008.89216727
111  39.81915614 -008.89215768
111  39.81906223 -008.89220635
111  39.81896649 -008.89224607
111  39.81889285 -008.89226661
111  39.81882237 -008.89228305
111  39.81873294 -008.89229949
111  39.81865825 -008.89230907
111  39.81859197 -008.89231455
111  39.81854884 -008.89231455
111  39.81854884 -008.89232414
112  39.81847625 -008.89240358  39.81846994 -008.89247891
111  39.81847625 -008.89240358
111  39.81846783 -008.89240358
111  39.81839190 -008.89364740
111  39.81841234 -008.89364912
112  39.81844637 -008.89371418  39.81847128 -008.89374035
111  39.81844637 -008.89371418
112  39.81844637 -008.89371418  39.81853410 -008.89380033
112  39.81842367 -008.89406053  39.81832697 -008.89413490
111  39.81842367 -008.89406053
111  39.81844746 -008.89410562
111  39.81850611 -008.89417052
111  39.81853512 -008.89425895
111  39.81848466 -008.89428266
111  39.81845587 -008.89419595
111  39.81843010 -008.89420993
111  39.81843377 -008.89422121
111  39.81844658 -008.89421431
111  39.81852706 -008.89446181
111  39.81840315 -008.89452896
111  39.81832267 -008.89428145
111  39.81833438 -008.89427512
111  39.81833071 -008.89426385
111  39.81830607 -008.89427721
111  39.81825815 -008.89407709
112  39.81825815 -008.89407709  39.81811646 -008.89400884
112  39.81823138 -008.89367769  39.81835339 -008.89361595
111  39.81823138 -008.89367769
112  39.81823138 -008.89367769  39.81825599 -008.89366677
111  39.81826384 -008.89363374
111  39.81828428 -008.89363546
111  39.81836208 -008.89239242
111  39.81835538 -008.89238845
112  39.81835538 -008.89238845  39.81835964 -008.89230761
111  39.81830302 -008.89229651
111  39.81830485 -008.89228700
111  39.81820588 -008.89226306
111  39.81813487 -008.89224137
111  39.81799723 -008.89218202
111  39.81790900 -008.89213472
111  39.81789290 -008.89212609
111  39.81789115 -008.89213522
112  39.81779909 -008.89217289  39.81777016 -008.89223566
111  39.81779909 -008.89217289
111  39.81779249 -008.89216831
