I
1050 Generated by WorldEditor

1     20 1 0 NZPP PARAPARAUMU
1302 city Paraparaumu
111 -40.90105840  174.99106103
111 -40.90108289  174.99101956
113 -40.90110877  174.99097470
110 3 0.00 0.0000 Grass taxiway
111 -40.90319640  174.98936398
111 -40.90477123  174.99123055
111 -40.90458394  174.99153480
113 -40.90286903  174.98936503
110 2 0.00 0.0000 Building
111 -40.90118024  174.99086394
111 -40.90110877  174.99097470
111 -40.90108289  174.99101956
111 -40.90096143  174.99085111
111 -40.90108227  174.99070528
111 -40.90110276  174.99072808
113 -40.90117092  174.99064791
110 1 0.00 0.0000 Taxiway main
111 -40.90082380  174.98589423
111 -40.90105701  174.98574315
111 -40.90100966  174.98553399
111 -40.90098566  174.98553399
111 -40.90084858  174.98504842
111 -40.90095863  174.98497723
111 -40.90126728  174.98479876
111 -40.90126042  174.98477608
111 -40.90130386  174.98475490
111 -40.90130043  174.98471861
111 -40.90132444  174.98470953
111 -40.90132971  174.98473066
111 -40.90157418  174.98461106
111 -40.90161132  174.98475191
111 -40.90168585  174.98479573
111 -40.90174317  174.98496809
111 -40.90179020  174.98494036
111 -40.90204031  174.98580376
112 -40.90203716  174.98605139 -40.90200572  174.98617182
111 -40.90186711  174.98624135
111 -40.90159052  174.98639167
112 -40.90140170  174.98656260 -40.90135306  174.98666887
111 -40.90133919  174.98669317
111 -40.90132598  174.98682954
111 -40.90126890  174.98761020
111 -40.90109433  174.98761002
111 -40.90118379  174.98665121
111 -40.90123274  174.98615333
112 -40.90118308  174.98605253 -40.90113104  174.98598218
111 -40.90118308  174.98605253
112 -40.90118308  174.98605253 -40.90106004  174.98595234
113 -40.90088356  174.98606944
112 -40.90157705  174.98574734 -40.90141146  174.98590370
112 -40.90146498  174.98622543 -40.90152867  174.98627812
112 -40.90176242  174.98614765 -40.90187409  174.98607640
112 -40.90192066  174.98581926 -40.90190284  174.98565229
111 -40.90192066  174.98581926
114 -40.90192066  174.98581926 -40.90187428  174.98563895
110 1 0.00 0.0000 Apron East
111 -40.90165948  174.99015620
111 -40.90171221  174.99031446
111 -40.90238673  174.99125840
112 -40.90245220  174.99130574 -40.90247988  174.99130124
111 -40.90253179  174.99121564
111 -40.90278020  174.99157076
112 -40.90283654  174.99172565 -40.90285219  174.99179305
111 -40.90284984  174.99187613
111 -40.90366480  174.99300679
112 -40.90376109  174.99302419 -40.90378721  174.99300230
111 -40.90386396  174.99291985
111 -40.90393195  174.99300376
112 -40.90385550  174.99318312 -40.90385235  174.99326167
111 -40.90386351  174.99328936
111 -40.90398129  174.99347865
111 -40.90393318  174.99355267
111 -40.90380080  174.99339275
112 -40.90372650  174.99336048 -40.90366994  174.99335231
111 -40.90361687  174.99341647
111 -40.90357050  174.99335006
112 -40.90362113  174.99319411 -40.90361599  174.99313832
111 -40.90282214  174.99196501
112 -40.90278406  174.99187134 -40.90277138  174.99181963
111 -40.90276475  174.99175319
111 -40.90231651  174.99240822
111 -40.90228619  174.99237293
111 -40.90183913  174.99179252
111 -40.90172210  174.99195974
111 -40.90164290  174.99176482
111 -40.90172293  174.99166215
111 -40.90175215  174.99169745
111 -40.90178730  174.99165302
111 -40.90164898  174.99145639
111 -40.90159418  174.99140079
111 -40.90145567  174.99123004
111 -40.90143397  174.99120336
111 -40.90137142  174.99128710
111 -40.90127612  174.99117646
111 -40.90110877  174.99097470
111 -40.90118024  174.99086394
111 -40.90117092  174.99064791
111 -40.90142556  174.99035203
111 -40.90130329  174.99011614
111 -40.90135123  174.99007446
111 -40.90145164  174.99026642
112 -40.90149743  174.99027199 -40.90151793  174.99025122
111 -40.90149743  174.99027199
112 -40.90149743  174.99027199 -40.90152725  174.99025333
113 -40.90151733  174.99014939
111 -40.90207998  174.99152305
111 -40.90219271  174.99169165
111 -40.90213144  174.99177919
111 -40.90244402  174.99219275
111 -40.90267303  174.99186601
113 -40.90224906  174.99128051
110 2 0.00 0.0000 New Taxiway 2
111 -40.90224906  174.99128051
111 -40.90267303  174.99186601
111 -40.90244402  174.99219275
111 -40.90213144  174.99177919
111 -40.90219271  174.99169165
113 -40.90207998  174.99152305
110 1 0.00 0.0000 Taxiway East
111 -40.90123544  174.98814344
111 -40.90215420  174.98945442
111 -40.90411866  174.99216229
112 -40.90415651  174.99218565 -40.90417824  174.99218291
111 -40.90422090  174.99212088
111 -40.90458394  174.99153480
111 -40.90477123  174.99123055
111 -40.90589718  174.98936764
111 -40.90653110  174.98829081
112 -40.90657155  174.98822287 -40.90658334  174.98820001
111 -40.90655687  174.98814464
111 -40.90692537  174.98814463
111 -40.90606535  174.98953396
111 -40.90598732  174.98966493
111 -40.90580505  174.98997103
111 -40.90432752  174.99233488
112 -40.90433484  174.99243649 -40.90434550  174.99247031
111 -40.90436950  174.99249179
111 -40.90448695  174.99264117
111 -40.90418579  174.99311904
111 -40.90409445  174.99298706
112 -40.90402253  174.99294074 -40.90398527  174.99293564
111 -40.90393195  174.99300376
111 -40.90386396  174.99291985
112 -40.90391288  174.99277095 -40.90390582  174.99269731
111 -40.90296436  174.99145034
112 -40.90270444  174.99108448 -40.90268220  174.99107656
111 -40.90261525  174.99121117
111 -40.90281962  174.99151538
111 -40.90278020  174.99157076
111 -40.90253179  174.99121564
112 -40.90265016  174.99103057 -40.90267584  174.99098058
111 -40.90265016  174.99103057
112 -40.90265016  174.99103057 -40.90265876  174.99097267
111 -40.90262778  174.99092232
111 -40.90241338  174.99062710
111 -40.90166811  174.98963328
112 -40.90162063  174.98962990 -40.90160042  174.98964430
112 -40.90159013  174.98970602 -40.90158857  174.98973996
111 -40.90159506  174.98977924
111 -40.90165948  174.99015620
111 -40.90151733  174.99014939
111 -40.90137877  174.98944297
111 -40.90131191  174.98911454
113 -40.90059404  174.98814450
110 3 0.00 0.0000 Terminal grass East
111 -40.89869575  174.98482044
111 -40.89872874  174.98478528
112 -40.89955302  174.98485320 -40.89994101  174.98487530
111 -40.89955302  174.98485320
112 -40.89955302  174.98485320 -40.89994101  174.98487530
111 -40.90023263  174.98467332
111 -40.90044313  174.98526502
111 -40.90084664  174.98504842
111 -40.90098372  174.98553399
111 -40.90100772  174.98553399
111 -40.90105507  174.98574315
111 -40.90082186  174.98589423
111 -40.89989508  174.98643863
111 -40.89961022  174.98602396
111 -40.89963183  174.98593775
111 -40.89917860  174.98528244
111 -40.89905311  174.98529976
113 -40.89876112  174.98491525
110 3 0.00 0.0000 Grass West
112 -40.90362113  174.99319411 -40.90362627  174.99324990
111 -40.90362113  174.99319411
112 -40.90362113  174.99319411 -40.90362627  174.99324990
111 -40.90357050  174.99335006
111 -40.90332130  174.99300510
111 -40.90311391  174.99325110
111 -40.90303077  174.99312983
112 -40.90314478  174.99296256 -40.90326815  174.99280217
111 -40.90314478  174.99296256
112 -40.90314478  174.99296256 -40.90320068  174.99293219
111 -40.90321034  174.99298275
111 -40.90326075  174.99292300
112 -40.90270434  174.99214938 -40.90268645  174.99211013
113 -40.90282214  174.99196501
110 2 0.00 0.0000 Concrete section
111 -40.89989702  174.98643863
111 -40.90082380  174.98589423
111 -40.90088356  174.98606944
113 -40.90000377  174.98655731
110 1 0.00 0.0000 Taxiway top
111 -40.90086520  174.98760976
111 -40.90021944  174.98761024
112 -40.90024181  174.98751769 -40.90024312  174.98744481
111 -40.89990760  174.98701708
111 -40.89847644  174.98506528
111 -40.89850678  174.98502936
111 -40.89857281  174.98512149
111 -40.89876306  174.98491525
111 -40.89905505  174.98529976
111 -40.89918054  174.98528244
111 -40.89963377  174.98593775
111 -40.89961216  174.98602396
111 -40.89989702  174.98643863
111 -40.90000377  174.98655731
113 -40.90011667  174.98670933
110 1 0.00 0.0000 Asphalt pad
111 -40.90598732  174.98966493
111 -40.90613693  174.98983153
111 -40.90594711  174.99013929
113 -40.90580505  174.98997103
130 Airport Boundary
111 -40.91205006  174.98694674
111 -40.91056090  174.98683231
111 -40.90846294  174.98412209
111 -40.90682607  174.98688344
111 -40.90475227  174.98698636
111 -40.90168499  174.98374064
111 -40.90083178  174.98434825
111 -40.90023457  174.98467332
112 -40.89955496  174.98485320 -40.89916698  174.98483111
111 -40.89873068  174.98478528
111 -40.89869769  174.98482044
111 -40.89850678  174.98502936
111 -40.89847644  174.98506528
111 -40.89758395  174.98622749
111 -40.89766953  174.98633885
111 -40.89722095  174.98676071
112 -40.90369051  174.99460094 -40.90379337  174.99469874
111 -40.90395593  174.99433603
111 -40.90459707  174.99328872
111 -40.90562935  174.99154353
112 -40.90671547  174.99113873 -40.90725001  174.99118342
111 -40.90671547  174.99113873
112 -40.90671547  174.99113873 -40.90693418  174.99077700
112 -40.90724612  174.99071345 -40.90733986  174.99056232
111 -40.90705889  174.99018308
111 -40.90724885  174.98984209
111 -40.90699577  174.98949369
111 -40.90737196  174.98902336
111 -40.90837905  174.98879417
111 -40.91216165  174.98870434
114 -40.91221011  174.98796299 -40.91221441  174.98806064
120 Hold short
111 -40.90606535  174.98953396 4
115 -40.90589718  174.98936764
120 Runway line
111 -40.89909904  174.98554782 1
111 -40.89981503  174.98657217 1
112 -40.90072542  174.98787588 -40.90075890  174.98788254
111 -40.90072542  174.98787588
112 -40.90072542  174.98787588 -40.90104011  174.98787708 1
115 -40.90103971  174.98787602
120 Hold short
111 -40.90215420  174.98945442 4
115 -40.90137877  174.98944297
120 Taxiway line
111 -40.90115468  174.98847500 1
112 -40.90130286  174.98871329 -40.90131131  174.98874403 1
111 -40.90155337  174.99010398 1
112 -40.90167139  174.99060572 -40.90170787  174.99082166 1
115 -40.90163016  174.99105753
120 Hold short
111 -40.89990760  174.98701708 4
115 -40.90011667  174.98670933
120 Main Taxiline
111 -40.90238059  174.99052876 20
112 -40.90249202  174.99049457 -40.90255830  174.99050918 20
111 -40.90400973  174.99248321 20
112 -40.90412070  174.99251283 -40.90419303  174.99249978 20
111 -40.90424412  174.99244563 20
115 -40.90432752  174.99233488
120 Main Taxiline
111 -40.90115468  174.98847500 1
111 -40.90402112  174.99233010 1
112 -40.90413468  174.99237381 -40.90420467  174.99235043 1
111 -40.90422391  174.99231580 1
115 -40.90661021  174.98840813
120 Circle spawn2
111 -40.90155662  174.98549031 1
112 -40.90161179  174.98533198 -40.90168097  174.98527632 1
112 -40.90177721  174.98538828 -40.90180432  174.98545260 1
112 -40.90170622  174.98560783 -40.90163610  174.98563875 1
115 -40.90160652  174.98558198
120 Hold short 1
111 -40.90118379  174.98665121 4
115 -40.90134163  174.98669317
120 White line outer
111 -40.90120360  174.98554541 20
112 -40.90128646  174.98488965 -40.90133873  174.98479581 20
112 -40.90146697  174.98473373 -40.90157026  174.98470245 20
112 -40.90168954  174.98483645 -40.90172150  174.98488936
111 -40.90168954  174.98483645
112 -40.90168954  174.98483645 -40.90178483  174.98499486 20
111 -40.90170435  174.98517027 20
112 -40.90180515  174.98522147 -40.90186851  174.98527054 20
112 -40.90189728  174.98544560 -40.90190319  174.98553741 20
115 -40.90184775  174.98565107
120 Taxiline spawn 1
111 -40.90161706  174.98495937 1
115 -40.90137818  174.98545282
120 Yellow main line
111 -40.89981503  174.98657217 1
112 -40.90169221  174.98553804 -40.90188518  174.98551538
111 -40.90169221  174.98553804
112 -40.90169221  174.98553804 -40.90182565  174.98548744 1
112 -40.90196937  174.98573452 -40.90198068  174.98579860
111 -40.90196937  174.98573452
112 -40.90196937  174.98573452 -40.90200356  174.98585649 1
112 -40.90193754  174.98607027 -40.90187067  174.98619440
111 -40.90193754  174.98607027
112 -40.90193754  174.98607027 -40.90184945  174.98619886 1
112 -40.90150028  174.98634881 -40.90146706  174.98636925 1
112 -40.90136416  174.98648918 -40.90128149  174.98660163 1
115 -40.90125591  174.98682552
120 Yellow line
111 -40.90142439  174.98492636 1
116 -40.90140386  174.98497671 -40.90139895  174.98499679
120 Yellow line
111 -40.90152930  174.98492940 1
111 -40.90147382  174.98495648 1
111 -40.90135727  174.98501449 1
112 -40.90134988  174.98507733 -40.90135622  174.98511154 1
115 -40.90137416  174.98512970
120 Yellow line
112 -40.90142439  174.98492636 -40.90142430  174.98492466 1
112 -40.90148088  174.98488206 -40.90150133  174.98487621 1
112 -40.90161706  174.98495937 -40.90166273  174.98505700
111 -40.90161706  174.98495937
112 -40.90161706  174.98495937 -40.90163089  174.98502105 1
112 -40.90161642  174.98509921 -40.90159767  174.98516486 1
115 -40.90153186  174.98517300
120 Yellow line
111 -40.90118737  174.98752951 1
111 -40.90125591  174.98682552 1
111 -40.90134010  174.98587606 1
111 -40.90137818  174.98545282 1
111 -40.90142439  174.98492636 1
112 -40.90147837  174.98489762 -40.90151191  174.98489640 1
115 -40.90152930  174.98492940
120 Yellow line 2
112 -40.90134010  174.98587606 -40.90134116  174.98587123 1
112 -40.90139401  174.98571203 -40.90144500  174.98564456 1
111 -40.90155662  174.98549031 1
111 -40.90162884  174.98540314 1
115 -40.90169571  174.98532061
120 Runway line
111 -40.90118737  174.98752951 1
112 -40.90120349  174.98773812 -40.90123196  174.98786674
111 -40.90120349  174.98773812
112 -40.90120349  174.98773812 -40.90122133  174.98786327 1
115 -40.90140337  174.98787682
120 Runway line 2
111 -40.90115468  174.98847500 1
112 -40.90098793  174.98822915 -40.90096640  174.98818366
111 -40.90098793  174.98822915
112 -40.90098793  174.98822915 -40.90097524  174.98816947 1
112 -40.90101014  174.98803526 -40.90104067  174.98796436
111 -40.90101014  174.98803526
112 -40.90101014  174.98803526 -40.90108859  174.98786464 1
115 -40.90122441  174.98787692
120 Runway Taxiline south
111 -40.90707084  174.98788047 1
112 -40.90689701  174.98794385 -40.90684969  174.98801264
111 -40.90689701  174.98794385
112 -40.90689701  174.98794385 -40.90685372  174.98799811 1
111 -40.90670448  174.98824648 1
115 -40.90661021  174.98840813
120 "" South
111 -40.90645509  174.98787641 1
112 -40.90667254  174.98796425 -40.90674427  174.98807119
111 -40.90667254  174.98796425
112 -40.90667254  174.98796425 -40.90674138  174.98808061 1
115 -40.90670448  174.98824648
21 -40.90393702  174.98724209 1 183.9100 3.00 16 VASI
21 -40.90844416  174.98731729 1 354.3700 3.00 34 VASI
14 -40.90149780  174.99181181  65.62 0 Kapiti Tower
1300 -40.90141914  174.98498595  20.40 gate jets|turboprops GATE 01
1301 B airline 
1300 -40.90155662  174.98549031  43.13 gate jets|turboprops Ramp 2
1301 B airline 
1300 -40.90125511  174.99091970 228.11 tie_down props GA 1 
1301 A general_aviation 
1300 -40.90138124  174.99106926 226.26 tie_down props GA 2 
1301 A general_aviation 
1300 -40.90064352  174.98571218  20.64 tie_down props GA 3
1301 A general_aviation 
1300 -40.90059355  174.98555732  21.26 tie_down props GA 4
1301 A general_aviation 
1300 -40.90054519  174.98539922  23.76 tie_down props GA 5
1301 A general_aviation 
1300 -40.90029060  174.98520704  22.81 tie_down props GA 6
1301 A general_aviation 
1300 -40.90022850  174.98502528  20.70 tie_down props GA 7
1301 A general_aviation 
1300 -40.90041659  174.98598772 116.07 tie_down props GA 8
1301 A general_aviation 
1300 -40.90099079  174.98510624 200.21 tie_down props GA 9
1301 A general_aviation 
18 -40.89980793  174.98946421 1 BCN
19 -40.91061768  174.98840626 1 WS
51 12280 UNICOM NZZC
54 12230 Tower 2
54 11975 Tower 1
55 11930 WELLINGTON APP
55 12230 WELLINGTON DEP
99
