I
1050 Generated by WorldEditor 2.0.0r4

1    198 1 0 CZBF Bathurst
1302 country Canada
111  47.63120759 -065.74220674
111  47.63114301 -065.74219114
111  47.63113767 -065.74223930
112  47.63113767 -065.74223930  47.63113141 -065.74229426
111  47.63116069 -065.74229891
111  47.63120565 -065.74230590
111  47.63118165 -065.74255293
111  47.63122518 -065.74259019
111  47.63118257 -065.74318924
111  47.63103005 -065.74335897
111  47.63115511 -065.74362246
111  47.63105320 -065.74372396
111  47.63104321 -065.74400497
111  47.63095814 -065.74399978
111  47.63097140 -065.74369696
112  47.63097140 -065.74369696  47.63097215 -065.74359777
111  47.63091861 -065.74357901
111  47.63087033 -065.74356283
112  47.63061712 -065.74342272  47.63047967 -065.74331683
111  47.63061712 -065.74342272
111  47.63041098 -065.74322591
112  47.63041098 -065.74322591  47.63033411 -065.74315303
111  47.63024843 -065.74311653
111  47.62991530 -065.74305156
111  47.62950807 -065.74297834
111  47.62936410 -065.74314553
111  47.62941974 -065.74254501
111  47.62952928 -065.74277582
111  47.62992888 -065.74285486
111  47.63031507 -065.74292853
111  47.63031507 -065.74292853
111  47.63047398 -065.74274824
111  47.63054926 -065.74194896
111  47.63105777 -065.74207116
112  47.63105777 -065.74207116  47.63109408 -065.74207952
111  47.63109641 -065.74203993
111  47.63129715 -065.74014915
112  47.63129715 -065.74014915  47.63129548 -065.74013340
111  47.63128465 -065.74013262
111  47.63125772 -065.74013415
111  47.63127262 -065.73996050
112  47.63127262 -065.73996050  47.63126219 -065.73991251
111  47.63122766 -065.73989186
111  47.63025593 -065.73910311
111  47.62989852 -065.73880442
112  47.62989852 -065.73880442  47.62978677 -065.73877363
111  47.62978099 -065.73880716
111  47.62980367 -065.73856679
112  47.62995465 -065.73875701  47.63007032 -065.73884283
111  47.62995465 -065.73875701
111  47.63028216 -065.73902189
111  47.63123897 -065.73979944
112  47.63129379 -065.73983666  47.63130903 -065.73984216
111  47.63129379 -065.73983666
111  47.63139326 -065.73985641
111  47.63134244 -065.74041159
111  47.63133579 -065.74048414
111  47.63132306 -065.74062319
111  47.63139167 -065.74063361
113  47.63138454 -065.74070005
110 3 0.00 0.0000 New Taxiway 3
111  47.63140765 -065.74049824
111  47.63133579 -065.74048414
111  47.63134244 -065.74041159
113  47.63141498 -065.74042878
130 Airport Boundary
111  47.63179169 -065.73861141
111  47.63160824 -065.74063092
111  47.63152103 -065.74411139
111  47.63145076 -065.74483739
111  47.63149337 -065.74624850
111  47.62985834 -065.74587908
111  47.62875358 -065.75717187
111  47.62861989 -065.75723157
111  47.62706702 -065.75689132
111  47.63019828 -065.72370595
111  47.63065851 -065.72380179
111  47.63073387 -065.72315083
111  47.63121295 -065.72326265
111  47.63102453 -065.72477930
111  47.63099225 -065.72522754
111  47.63179160 -065.72558697
113  47.63056162 -065.73838276
120 Holdshort 1
111  47.62992888 -065.74285486 54
111  47.62992211 -065.74295290 54
115  47.62991530 -065.74305156
120 Holdshort 2
111  47.63028216 -065.73902189 54
115  47.63025593 -065.73910311
120 Taxiline
111  47.62916506 -065.74397564 51
111  47.62924169 -065.74318524
112  47.62924169 -065.74318524  47.62931680 -065.74282970 51
111  47.62954448 -065.74288018 51
111  47.62992211 -065.74295290 57
111  47.63030477 -065.74302659 51
111  47.63044020 -065.74305491
112  47.63044020 -065.74305491  47.63048527 -065.74306717 51
111  47.63051414 -065.74308153 51
111  47.63071441 -065.74317457
112  47.63071441 -065.74317457  47.63080882 -065.74321636 51
111  47.63084121 -065.74317092 51
115  47.63091559 -065.74307706
120 Taxiline
111  47.62938750 -065.74162714 51
111  47.62931418 -065.74241565
112  47.62931418 -065.74241565  47.62931778 -065.74283293 51
115  47.62954448 -065.74288018
120 Linear Feature 10
111  47.63093155 -065.74310848 1
111  47.63091559 -065.74307706 1
115  47.63090129 -065.74304888
21  47.63005595 -065.73173039 2 263.8000 3.00 PAPI 28
21  47.62920177 -065.74619991 2 84.6400 3.00 PAPI 10
14  47.63137262 -065.74360298  82.02 0 Tower Viewpoint
1300  47.63091559 -065.74307706  44.01 gate jets|turboprops|props Gate 1
1301 B airline 
1300  47.63124814 -065.74244409 170.53 hangar jets|turboprops|props|helos|fighters Hangar 1
1301 A none 
1300  47.63126178 -065.74218851 349.68 hangar jets|turboprops|props Hangar 2
1301 A none 
1300  47.63131893 -065.74199231 349.34 hangar jets|turboprops|props Hangar 3
1301 A none 
1300  47.63135697 -065.74179651 349.90 hangar jets|turboprops|props Hangar 4
1301 A none 
1300  47.63132965 -065.74153558 171.87 hangar jets|turboprops|props Hangar 5
1301 A none 
1300  47.63141687 -065.74125098 350.43 hangar jets|turboprops|props Hangar 6
1301 A none 
1300  47.63143560 -065.74087301 354.32 hangar jets|turboprops|props Hangar 7
1301 A none 
1300  47.63146060 -065.74067929 349.86 hangar jets|turboprops|props Hangar 8
1301 A none 
1300  47.63146026 -065.74047200 346.42 hangar jets|turboprops|props Hangar 9
1301 A none 
1300  47.63059588 -065.74218010 260.63 tie_down turboprops|props Ramp Start 1
1301 A general_aviation 
1300  47.63073194 -065.74221240 261.59 tie_down turboprops|props Ramp Start 2
1301 A general_aviation 
1300  47.63086278 -065.74224291 261.59 tie_down turboprops|props Ramp Start 3
1301 A general_aviation 
1300  47.63099361 -065.74227619 261.59 tie_down turboprops|props Ramp Start 4
1301 A general_aviation 
19  47.62827507 -065.74582943 0 Windsock 1
19  47.63097138 -065.73204676 0 Windsock 2
51 12280 BATHURST Traffic
55 13425 MONCTON Center
55 12347 QUEBEC Radio
99
