I
1050 Generated by WorldEditor 1.6.0r1

1    166 1 0 EKHG Herning
1302 city Herning
111  56.18334813  009.03606247
112  56.18337389  009.03617927  56.18336184  009.03623701
111  56.18331966  009.03630196
111  56.18335180  009.03630917
111  56.18334979  009.03636251
111  56.18333460  009.03676651
111  56.18333171  009.03684321
111  56.18296583  009.03677789
112  56.18289455  009.03690510  56.18285238  009.03694479
111  56.18289455  009.03690510
111  56.18287118  009.03694437
112  56.18287118  009.03694437  56.18287960  009.03695353
112  56.18288932  009.03699590  56.18288913  009.03700894
111  56.18288932  009.03699590
112  56.18288932  009.03699590  56.18289334  009.03702838
112  56.18285646  009.03712479  56.18286401  009.03717152
111  56.18285646  009.03712479
111  56.18297444  009.03707504
111  56.18291570  009.03794039
111  56.18288382  009.03791626
111  56.18283646  009.03790529
111  56.18280987  009.03789913
111  56.18279141  009.03789485
111  56.18273370  009.03887606
112  56.18272078  009.03920435  56.18272544  009.03921168
112  56.18294613  009.03924635  56.18294788  009.03925368
111  56.18285948  009.04058650
111  56.18309521  009.04062828
111  56.18311329  009.04060507
111  56.18315033  009.03996124
112  56.18319340  009.03979564  56.18322613  009.03974147
113  56.18326317  009.03974457
111  56.18335609  009.03145766
111  56.18338705  009.03023089
111  56.18351154  009.03024097
111  56.18350765  009.03039089
111  56.18346911  009.03038945
113  56.18343659  009.03146322
110 3 0.00 271.0000 Gliders
112  56.18554050  009.04812605  56.18553549  009.04817557
112  56.18534117  009.05334877  56.18532456  009.05342338
112  56.18525812  009.05348307  56.18525812  009.05352359
112  56.18521660  009.05504989  56.18522662  009.05506339
112  56.18536609  009.05487082  56.18537137  009.05486148
112  56.18592254  009.05302048  56.18592635  009.05299497
112  56.18602220  009.05103585  56.18602382  009.05102131
111  56.18658534  009.04903158
111  56.18682286  009.04809786
112  56.18675306  009.04811113  56.18671154  009.04812605
112  56.18628797  009.04815590  56.18622983  009.04812605
112  56.18622983  009.04802160  56.18622983  009.04797658
112  56.18648730  009.04026212  56.18648730  009.04019009
112  56.18652882  009.04000844  56.18655388  009.03998143
111  56.18769021  009.04039464
112  56.18737954  009.03934769  56.18737468  009.03933066
111  56.18737954  009.03934769
112  56.18737954  009.03934769  56.18736849  009.03930898
111  56.18730893  009.03901092
111  56.18678034  009.03518800
112  56.18667001  009.03493494  56.18659728  009.03488626
111  56.18667001  009.03493494
112  56.18652680  009.03475299  56.18643947  009.03459562
111  56.18644003  009.03445401
111  56.18657635  009.03011614
112  56.18651018  009.02969544  56.18644003  009.02952887
111  56.18629074  009.02948204
111  56.18596354  009.02944333
112  56.18584779  009.03687481  56.18583329  009.03689652
111  56.18505049  009.03663606
111  56.18501727  009.03800889
112  56.18598898  009.03818795  56.18599623  009.03821400
114  56.18572322  009.04784247  56.18571319  009.04789649
110 3 0.00 271.0000 TWY Grass
112  56.18320575  009.04173757  56.18318077  009.04186913
111  56.18320575  009.04173757
111  56.18321406  009.04226279
111  56.18319442  009.04261008
111  56.18303007  009.04258594
111  56.18302077  009.04264908
111  56.18298252  009.04264537
111  56.18298082  009.04257638
111  56.18258975  009.04250979
111  56.18242644  009.04247636
112  56.18239572  009.04283572  56.18240267  009.04286488
112  56.18264372  009.04303979  56.18272717  009.04308976
112  56.18282667  009.04308991  56.18283610  009.04309898
112  56.18280006  009.04354550  56.18279766  009.04355992
112  56.18276769  009.04361792  56.18274596  009.04363978
112  56.18269008  009.04375193  56.18268544  009.04384772
112  56.18276193  009.04387270  56.18280597  009.04388103
112  56.18282683  009.04373944  56.18282683  009.04372694
112  56.18284538  009.04320637  56.18284769  009.04312725
112  56.18288246  009.04310226  56.18288246  009.04309809
112  56.18301921  009.04308976  56.18307484  009.04308143
112  56.18318146  009.04306894  56.18320001  009.04308560
112  56.18314438  009.04523870  56.18314669  009.04530117
112  56.18317683  009.04545110  56.18318378  009.04556771
111  56.18317683  009.04545110
112  56.18317683  009.04545110  56.18318103  009.04552158
112  56.18315249  009.04562139  56.18313774  009.04566252
111  56.18315249  009.04562139
112  56.18315249  009.04562139  56.18314283  009.04564830
111  56.18315998  009.04565977
111  56.18362880  009.04524287
112  56.18361490  009.04520122  56.18360417  009.04519640
112  56.18347119  009.04516791  56.18340861  009.04511793
112  56.18340166  009.04499299  56.18340166  009.04498949
111  56.18355921  009.04000875
111  56.18341591  009.03999645
111  56.18326690  009.04025956
113  56.18318938  009.04147138
110 1 0.00 90.0000 markingpitch
111  56.18368770  009.04090093 20
111  56.18368591  009.04106036 20
111  56.18376118  009.04106484 20
113  56.18376297  009.04090451 20
110 5 0.00 271.0000 gravel road
112  56.18309375  009.02908608  56.18309136  009.02921313
111  56.18309375  009.02908608
112  56.18315648  009.02904745  56.18319109  009.02905981
111  56.18315648  009.02904745
112  56.18315648  009.02904745  56.18323444  009.02907614
112  56.18349121  009.02911906  56.18350373  009.02913257
111  56.18349121  009.02911906
112  56.18349121  009.02911906  56.18354362  009.02914566
112  56.18354133  009.02945200  56.18353215  009.02951338
111  56.18354133  009.02945200
112  56.18354133  009.02945200  56.18353905  009.02947485
112  56.18357274  009.02945703  56.18357493  009.02943748
111  56.18357274  009.02945703
112  56.18357274  009.02945703  56.18360543  009.02928938
111  56.18356567  009.02913832
112  56.18373673  009.02915958  56.18374576  009.02915581
112  56.18461111  009.02683222  56.18461909  009.02681699
112  56.18475396  009.02663145  56.18483034  009.02656557
112  56.18491983  009.02657386  56.18492627  009.02657571
112  56.18570458  009.02664486  56.18574717  009.02665386
112  56.18584274  009.02676906  56.18590243  009.02688005
112  56.18591294  009.02711584  56.18591044  009.02715185
112  56.18585780  009.02941905  56.18586382  009.02943429
111  56.18596354  009.02944333
111  56.18629074  009.02948204
112  56.18651018  009.02969544  56.18658033  009.02986201
111  56.18657635  009.03011614
111  56.18644003  009.03445401
112  56.18652680  009.03475299  56.18661414  009.03491036
111  56.18667001  009.03493494
112  56.18667001  009.03493494  56.18674274  009.03498362
111  56.18678034  009.03518800
111  56.18730893  009.03901092
112  56.18737954  009.03934769  56.18739060  009.03938639
111  56.18737954  009.03934769
112  56.18737954  009.03934769  56.18738441  009.03936471
111  56.18769021  009.04039464
112  56.18769021  009.04039464  56.18789627  009.04108582
112  56.18814926  009.04193747  56.18815487  009.04196521
111  56.18814926  009.04193747
112  56.18814926  009.04193747  56.18815928  009.04198699
112  56.18817878  009.04217140  56.18818379  009.04229746
112  56.18819651  009.04230398  56.18818948  009.04233368
112  56.18729954  009.04574903  56.18725997  009.04598347
112  56.18719668  009.04665003  56.18715657  009.04691296
112  56.18682286  009.04809786  56.18680429  009.04816808
111  56.18682286  009.04809786
111  56.18658534  009.04903158
112  56.18658534  009.04903158  56.18657281  009.04910361
112  56.18659286  009.04912162  56.18661540  009.04906760
112  56.18668305  009.04879298  56.18668806  009.04877497
111  56.18668305  009.04879298
112  56.18668305  009.04879298  56.18668521  009.04878521
112  56.18688281  009.04801182  56.18699248  009.04759581
111  56.18688281  009.04801182
112  56.18688281  009.04801182  56.18702758  009.04746267
112  56.18722121  009.04666341  56.18723744  009.04652082
111  56.18722121  009.04666341
112  56.18722121  009.04666341  56.18724973  009.04641281
112  56.18732555  009.04580533  56.18734711  009.04564763
112  56.18737549  009.04553000  56.18738407  009.04548957
112  56.18771091  009.04422315  56.18788278  009.04356085
111  56.18771091  009.04422315
112  56.18771091  009.04422315  56.18792655  009.04339219
111  56.18817426  009.04246859
112  56.18821337  009.04220583  56.18821084  009.04210127
112  56.18819203  009.04145848  56.18820516  009.04116319
112  56.18827371  009.04068419  56.18829545  009.04030801
112  56.18828372  009.03899821  56.18828780  009.03880337
112  56.18833241  009.03829205  56.18833992  009.03811460
112  56.18833911  009.03789877  56.18831885  009.03776254
112  56.18819189  009.03772663  56.18810487  009.03770326
111  56.18819189  009.03772663
111  56.18818784  009.03791110
111  56.18827385  009.03793621
112  56.18827385  009.03793621  56.18828564  009.03790519
112  56.18832266  009.03793144  56.18832785  009.03795130
111  56.18832266  009.03793144
112  56.18832266  009.03793144  56.18833533  009.03797995
112  56.18830637  009.03827839  56.18829571  009.03840871
112  56.18826412  009.03898815  56.18826272  009.03917152
111  56.18826412  009.03898815
112  56.18826412  009.03898815  56.18826272  009.03917152
112  56.18824994  009.04068162  56.18822977  009.04093635
112  56.18817293  009.04145387  56.18816581  009.04161604
112  56.18816952  009.04190394  56.18816392  009.04190267
112  56.18772530  009.04041454  56.18751710  009.03970884
111  56.18772530  009.04041454
112  56.18740710  009.03933421  56.18740115  009.03931118
111  56.18740710  009.03933421
112  56.18740710  009.03933421  56.18739359  009.03928195
112  56.18733946  009.03901457  56.18732693  009.03895154
111  56.18733946  009.03901457
112  56.18733946  009.03901457  56.18733356  009.03898492
111  56.18709689  009.03726636
112  56.18709689  009.03726636  56.18695988  009.03627139
112  56.18680640  009.03517372  56.18679844  009.03513319
111  56.18680640  009.03517372
112  56.18680640  009.03517372  56.18679137  009.03509719
112  56.18676624  009.03500866  56.18677027  009.03500323
112  56.18685796  009.03507081  56.18689053  009.03508431
111  56.18746974  009.03533192
112  56.18747475  009.03532292  56.18747224  009.03530941
111  56.18747976  009.03528690
112  56.18685351  009.03501924  56.18681021  009.03499572
111  56.18674568  009.03494023
112  56.18655947  009.03473171  56.18648431  009.03459943
111  56.18647260  009.03449454
111  56.18661091  009.03014667
112  56.18654736  009.02966412  56.18645808  009.02943427
111  56.18628971  009.02942085
111  56.18601412  009.02939830
112  56.18591791  009.02933254  56.18589585  009.02928920
111  56.18589386  009.02924074
111  56.18594699  009.02712188
112  56.18588131  009.02673401  56.18580748  009.02658166
111  56.18569877  009.02657106
111  56.18495184  009.02649912
112  56.18471633  009.02658465  56.18462614  009.02668368
112  56.18458856  009.02679623  56.18458353  009.02681070
112  56.18377933  009.02897049  56.18373172  009.02909203
112  56.18365656  009.02907853  56.18365406  009.02907853
112  56.18335592  009.02903351  56.18334590  009.02903351
112  56.18315298  009.02888046  56.18309355  009.02874981
112  56.18309767  009.02858071  56.18308649  009.02857694
111  56.18309767  009.02858071
114  56.18309767  009.02858071  56.18309804  009.02878472
110 5 0.00 271.0000 New Taxiway 15
111  56.18260073  009.03786153
112  56.18262043  009.03783450  56.18263302  009.03783601
112  56.18276895  009.03784958  56.18277985  009.03784958
112  56.18280987  009.03789913  56.18281910  009.03793078
111  56.18280987  009.03789913
111  56.18283646  009.03790529
112  56.18283646  009.03790529  56.18283730  009.03785705
112  56.18280670  009.03782395  56.18279663  009.03781490
112  56.18262379  009.03779229  56.18261288  009.03778927
113  56.18260675  009.03776167
110 5 0.00 271.0000 New Taxiway 14
111  56.18265609  009.03694338
112  56.18267773  009.03692871  56.18269032  009.03692570
112  56.18284219  009.03692419  56.18285561  009.03692419
111  56.18287118  009.03694437
111  56.18289455  009.03690510
112  56.18289455  009.03690510  56.18293672  009.03686541
111  56.18296583  009.03677789
111  56.18296855  009.03667395
112  56.18296049  009.03670861  56.18295294  009.03673574
112  56.18289756  009.03682318  56.18288246  009.03684730
112  56.18285058  009.03686389  56.18284135  009.03686841
112  56.18268277  009.03686841  56.18267102  009.03686389
113  56.18266252  009.03683674
110 5 0.00 271.0000 New Taxiway 13
111  56.18269550  009.03628977
112  56.18272053  009.03625633  56.18272975  009.03624879
112  56.18285393  009.03628196  56.18286736  009.03629854
112  56.18285058  009.03640257  56.18285226  009.03644026
111  56.18289655  009.03645245
111  56.18290472  009.03630359
111  56.18294047  009.03630986
111  56.18294093  009.03629964
111  56.18294766  009.03623429
111  56.18312582  009.03626670
112  56.18312243  009.03622317  56.18311152  009.03620658
112  56.18295378  009.03619452  56.18293784  009.03619603
112  56.18288330  009.03623221  56.18286232  009.03623523
112  56.18272892  009.03618397  56.18270710  009.03616739
113  56.18270454  009.03613994
110 5 0.00 271.0000 New Taxiway 12
111  56.18276225  009.03518271
112  56.18277674  009.03517842  56.18277926  009.03517691
111  56.18294450  009.03520905
111  56.18294432  009.03517923
112  56.18278178  009.03513621  56.18277590  009.03513018
113  56.18276671  009.03510887
110 1 0.00 271.0000 New Taxiway 9
111  56.18289067  009.03608444
111  56.18293811  009.03609440
111  56.18304822  009.03601254
111  56.18334813  009.03606247
111  56.18338512  009.03606862
111  56.18339047  009.03600322
111  56.18305288  009.03594673
111  56.18296130  009.03578960
113  56.18290917  009.03577158
110 1 0.00 271.0000 New Taxiway 11
111  56.18328279  009.03636007
111  56.18334979  009.03636251
111  56.18335180  009.03630917
111  56.18331966  009.03630196
111  56.18312582  009.03626670
111  56.18294766  009.03623429
113  56.18294093  009.03629964
110 1 0.00 271.0000 New Taxiway 10
111  56.18296583  009.03677789
111  56.18333171  009.03684321
111  56.18333460  009.03676651
111  56.18326314  009.03674838
111  56.18326541  009.03668275
111  56.18296969  009.03663032
113  56.18296855  009.03667395
110 1 0.00 271.0000 New Taxiway 7
111  56.18294117  009.03528050
111  56.18340996  009.03538905
111  56.18341842  009.03528919
111  56.18329156  009.03526965
112  56.18327781  009.03521101  56.18327830  009.03517960
111  56.18329033  009.03515947
111  56.18320513  009.03514408
112  56.18321149  009.03520217  56.18320955  009.03523620
111  56.18319395  009.03525143
111  56.18302770  009.03521144
112  56.18301795  009.03515937  56.18301843  009.03513407
111  56.18303476  009.03511292
111  56.18293147  009.03509426
112  56.18295742  009.03514346  56.18295693  009.03517400
111  56.18294432  009.03517923
113  56.18294450  009.03520905
110 1 0.00 271.0000 New Taxiway 6
111  56.18315503  009.03460970
111  56.18296292  009.03456845
111  56.18294826  009.03476413
111  56.18304765  009.03478223
112  56.18304290  009.03473336  56.18304454  009.03470097
111  56.18305716  009.03469219
111  56.18322493  009.03472320
112  56.18324403  009.03477116  56.18324286  009.03479977
111  56.18322653  009.03481480
111  56.18330670  009.03482939
112  56.18330486  009.03477968  56.18330743  009.03474644
111  56.18332870  009.03474238
111  56.18345280  009.03476533
111  56.18345751  009.03466838
111  56.18327129  009.03463083
111  56.18326498  009.03461621
111  56.18327265  009.03445525
113  56.18316835  009.03443757
110 1 0.00 271.0000 New Taxiway 5
111  56.18329586  009.03412638
111  56.18330360  009.03398900
111  56.18319490  009.03396711
113  56.18318597  009.03410760
110 2 0.00 271.0000 New Taxiway 4
111  56.18276418  009.04102721
111  56.18276113  009.04108274
111  56.18267925  009.04106670
111  56.18267742  009.04110317
111  56.18275899  009.04111921
111  56.18275678  009.04117241
111  56.18282160  009.04118650
113  56.18282673  009.04103523
110 1 0.00 271.0000 asphalt
111  56.18476536  009.03961301
111  56.18473987  009.03965191
111  56.18459395  009.03987457
111  56.18351038  009.03977861
111  56.18326317  009.03974457
112  56.18319340  009.03979564  56.18316067  009.03984981
111  56.18315033  009.03996124
111  56.18311329  009.04060507
111  56.18309521  009.04062828
111  56.18285948  009.04058650
111  56.18284386  009.04103032
111  56.18282673  009.04103523
111  56.18282160  009.04118650
111  56.18283808  009.04119433
111  56.18282135  009.04166958
111  56.18257263  009.04186618
111  56.18254821  009.04188289
111  56.18256159  009.04165011
111  56.18248515  009.04163648
111  56.18247223  009.04187474
111  56.18240878  009.04186348
111  56.18239953  009.04179703
111  56.18238896  009.04174984
111  56.18236679  009.04174134
111  56.18245648  009.04025389
111  56.18248803  009.04019752
111  56.18262493  009.04022414
111  56.18267532  009.04015523
111  56.18268563  009.03998474
111  56.18269403  009.03996931
111  56.18285172  009.03999745
111  56.18285252  009.03998148
111  56.18268760  009.03995215
111  56.18268898  009.03992937
111  56.18271708  009.03988939
111  56.18272166  009.03981092
111  56.18273958  009.03980834
111  56.18275282  009.03959891
111  56.18273421  009.03959634
111  56.18271091  009.03953007
111  56.18271839  009.03936584
111  56.18268891  009.03929642
111  56.18252885  009.03925738
111  56.18251722  009.03924647
111  56.18260073  009.03786153
111  56.18260675  009.03776167
111  56.18265609  009.03694338
111  56.18266252  009.03683674
111  56.18269550  009.03628977
111  56.18270454  009.03613994
111  56.18276225  009.03518271
111  56.18276671  009.03510887
111  56.18305627  009.03030665
112  56.18309375  009.02908608  56.18310824  009.02831497
111  56.18309375  009.02908608
112  56.18309375  009.02908608  56.18309613  009.02895902
112  56.18309767  009.02858071  56.18309731  009.02837670
111  56.18309767  009.02858071
112  56.18309767  009.02858071  56.18309704  009.02822078
112  56.18306491  009.02731985  56.18304046  009.02687132
111  56.18306491  009.02731985
112  56.18306491  009.02731985  56.18301912  009.02647970
111  56.18292758  009.02565448
111  56.18288211  009.02567479
112  56.18302055  009.02731985  56.18306308  009.02807963
111  56.18302055  009.02731985
112  56.18302055  009.02731985  56.18306174  009.02805572
112  56.18304260  009.02906004  56.18303546  009.02945993
111  56.18304260  009.02906004
112  56.18304260  009.02906004  56.18302810  009.02987282
111  56.18300537  009.03026320
111  56.18182254  009.05008457
111  56.18187812  009.05012350
111  56.18235235  009.04200150
111  56.18238211  009.04198631
111  56.18240116  009.04193867
111  56.18251175  009.04195515
111  56.18248133  009.04201032
111  56.18244711  009.04212535
111  56.18254840  009.04213835
111  56.18255771  009.04207521
111  56.18257011  009.04204549
111  56.18265590  009.04196006
112  56.18286207  009.04181186  56.18288337  009.04182526
111  56.18286207  009.04181186
112  56.18286207  009.04181186  56.18289652  009.04183353
111  56.18298515  009.04184770
111  56.18299385  009.04167721
111  56.18308946  009.04169424
111  56.18308047  009.04186598
111  56.18307794  009.04192234
111  56.18310735  009.04193102
112  56.18310735  009.04193102  56.18312859  009.04194709
111  56.18312858  009.04201340
111  56.18312766  009.04219618
111  56.18311766  009.04224413
111  56.18321406  009.04226279
111  56.18320575  009.04173757
112  56.18320575  009.04173757  56.18323072  009.04160602
111  56.18318938  009.04147138
111  56.18326690  009.04025956
111  56.18341591  009.03999645
111  56.18355921  009.04000875
111  56.18458821  009.04009705
111  56.18472306  009.04035126
113  56.18474584  009.04039421
111  56.18250931  009.03936097
111  56.18252539  009.03934464
111  56.18266244  009.03936851
111  56.18267922  009.03940620
111  56.18267712  009.03944640
111  56.18263727  009.03945268
111  56.18260790  009.03991877
111  56.18264076  009.04000797
111  56.18263517  009.04011727
111  56.18261140  009.04014240
111  56.18249253  009.04012229
113  56.18246806  009.04007958
110 2 0.00 271.0000 Ha n con
111  56.18298082  009.04257638
111  56.18298252  009.04264537
111  56.18302077  009.04264908
111  56.18303007  009.04258594
111  56.18319442  009.04261008
111  56.18321406  009.04226279
111  56.18311766  009.04224413
111  56.18303007  009.04222379
111  56.18304247  009.04196750
111  56.18305798  009.04196886
111  56.18306048  009.04191970
111  56.18307794  009.04192234
111  56.18308047  009.04186598
111  56.18308946  009.04169424
111  56.18299385  009.04167721
111  56.18298515  009.04184770
111  56.18298209  009.04190865
111  56.18300733  009.04191285
111  56.18300526  009.04196378
111  56.18303442  009.04196691
111  56.18302180  009.04222379
113  56.18300423  009.04258036
110 1 0.00 271.0000 New Taxiway 3
111  56.18257012  009.04134728
111  56.18258028  009.04116569
111  56.18253533  009.04115527
113  56.18252445  009.04133809
110 2 0.00 271.0000 Ha s con
111  56.18261145  009.04214950
111  56.18264145  009.04215493
111  56.18265590  009.04196006
111  56.18257011  009.04204549
111  56.18255771  009.04207521
111  56.18254840  009.04213835
111  56.18244711  009.04212535
111  56.18242644  009.04247636
113  56.18258975  009.04250979
110 2 0.00 271.0000 ADO/ARO/AIS by Major Tom Jan 2018
111  56.18274410  009.03986689
111  56.18274118  009.03991191
111  56.18277007  009.03991748
111  56.18277042  009.03993582
111  56.18277861  009.03996263
111  56.18281293  009.03996771
111  56.18282547  009.03994869
111  56.18282707  009.03992847
111  56.18284432  009.03993180
111  56.18287054  009.03949732
111  56.18283849  009.03949104
111  56.18284548  009.03937797
111  56.18276799  009.03935913
111  56.18275282  009.03959891
111  56.18273958  009.03980834
113  56.18273594  009.03986584
110 2 0.00 271.0000 New Taxiway 4
111  56.18793664  009.03783076
111  56.18795606  009.03763755
111  56.18782092  009.03759596
111  56.18781872  009.03761646
113  56.18780076  009.03778380
110 2 0.00 271.0000 New Taxiway 3
111  56.18783412  009.03884814
111  56.18808902  009.03892258
111  56.18811034  009.03869014
111  56.18800614  009.03866073
111  56.18801259  009.03859504
111  56.18811679  009.03862686
111  56.18815773  009.03822602
111  56.18794894  009.03815607
111  56.18790400  009.03814101
111  56.18789922  009.03818940
111  56.18789504  009.03823168
111  56.18789153  009.03826724
111  56.18788937  009.03828908
111  56.18787945  009.03838868
111  56.18787657  009.03841788
113  56.18787219  009.03846224
110 2 0.00 271.0000 New Taxiway 2
111  56.18815989  009.03816226
111  56.18823793  009.03818823
111  56.18824697  009.03819124
111  56.18827385  009.03793621
113  56.18818784  009.03791110
110 2 0.00 271.0000 New Taxiway 1
111  56.18343659  009.03146322
111  56.18346911  009.03038945
111  56.18350765  009.03039089
111  56.18351154  009.03024097
111  56.18338705  009.03023089
113  56.18335609  009.03145766
110 2 0.00 271.0000 New Taxiway 55
111  56.18312576  009.03443035
111  56.18316835  009.03443757
111  56.18327265  009.03445525
111  56.18330597  009.03446090
111  56.18332320  009.03413105
111  56.18329586  009.03412638
111  56.18318597  009.03410760
113  56.18314280  009.03410022
111  56.18316293  009.03513646
111  56.18320513  009.03514408
111  56.18329033  009.03515947
111  56.18334303  009.03516899
111  56.18336140  009.03483934
111  56.18330670  009.03482939
111  56.18322653  009.03481480
113  56.18318111  009.03480653
111  56.18289137  009.03508702
111  56.18293147  009.03509426
111  56.18303476  009.03511292
111  56.18307147  009.03511955
111  56.18308983  009.03478990
111  56.18304765  009.03478223
111  56.18294826  009.03476413
113  56.18290954  009.03475709
110 2 0.00 271.0000 New Taxiway 54
111  56.18288718  009.03614351
111  56.18289067  009.03608444
111  56.18290917  009.03577158
111  56.18291216  009.03572100
111  56.18284239  009.03571016
113  56.18281741  009.03612958
110 2 0.00 271.0000 New Taxiway 51
111  56.18292426  009.03660748
111  56.18292348  009.03662213
111  56.18296969  009.03663032
111  56.18326541  009.03668275
111  56.18326614  009.03666851
111  56.18330619  009.03667573
111  56.18331670  009.03648322
111  56.18327655  009.03647596
111  56.18328279  009.03636007
111  56.18294093  009.03629964
111  56.18294047  009.03630986
111  56.18290472  009.03630359
111  56.18289655  009.03645245
113  56.18288840  009.03660097
110 1 0.00 271.0000 New Taxiway 1
112  56.18285952  009.03717613  56.18285862  009.03719496
112  56.18285147  009.03724087  56.18284749  009.03725875
111  56.18285147  009.03724087
111  56.18288969  009.03728007
111  56.18291990  009.03734338
111  56.18288382  009.03791626
111  56.18291570  009.03794039
111  56.18297444  009.03707504
111  56.18285646  009.03712479
114  56.18285646  009.03712479  56.18285926  009.03714016
110 2 0.00 271.0000 New Taxiway 50
111  56.18276524  009.03733080
112  56.18285147  009.03724087  56.18287493  009.03713545
111  56.18285147  009.03724087
112  56.18285147  009.03724087  56.18285545  009.03722299
112  56.18285952  009.03717613  56.18286074  009.03715062
111  56.18285952  009.03717613
112  56.18285952  009.03717613  56.18286042  009.03715729
112  56.18285646  009.03712479  56.18285366  009.03710942
111  56.18285646  009.03712479
112  56.18285646  009.03712479  56.18283312  009.03699662
112  56.18268805  009.03714733  56.18268036  009.03730349
111  56.18268805  009.03714733
114  56.18268805  009.03714733  56.18267943  009.03732222
110 2 0.00 271.0000 New Taxiway 49
111  56.18273370  009.03887606
111  56.18279141  009.03789485
111  56.18264153  009.03786854
113  56.18257952  009.03885129
110 2 0.00 271.0000 New Taxiway 48
111  56.18251492  009.04088026
111  56.18260708  009.04089728
111  56.18265015  009.04027823
113  56.18255798  009.04025656
110 2 0.00 271.0000 tiny Hangar
111  56.18248735  009.04133062
