I
1050 Generated by WorldEditor 2.1.0r1

1   3599 1 0 FYOA Ondangwa Airport
1302 city Ondangwa
112 -17.88415927  015.94171323 -17.88404398  015.94185419
111 -17.88401044  015.94192688
111 -17.88385323  015.94230572
111 -17.88383227  015.94242026
112 -17.88395804  015.94291143 -17.88412992  015.94310306
111 -17.88395804  015.94291143
111 -17.88397061  015.94290262
111 -17.88402302  015.94292905
111 -17.88402511  015.94295108
112 -17.88402511  015.94295108 -17.88410477  015.94296870
111 -17.88419330  015.94292602
111 -17.88422147  015.94288442
111 -17.88439251  015.94247780
111 -17.88454414  015.94225347
111 -17.88459873  015.94224582
111 -17.88484262  015.94185860
111 -17.88522158  015.94204238
111 -17.88530587  015.94208326
111 -17.88527124  015.94216323
111 -17.88525166  015.94220843
111 -17.88515663  015.94242788
111 -17.88500235  015.94278415
111 -17.88492727  015.94295752
111 -17.88507284  015.94306332
111 -17.88501461  015.94320480
111 -17.88508011  015.94323794
111 -17.88507041  015.94326216
111 -17.88512015  015.94328766
111 -17.88505707  015.94343679
111 -17.88500490  015.94341130
111 -17.88501218  015.94339473
111 -17.88493377  015.94336690
111 -17.88488271  015.94349126
111 -17.88485322  015.94347887
111 -17.88478521  015.94364449
111 -17.88479616  015.94364891
111 -17.88478705  015.94367111
111 -17.88468428  015.94362685
111 -17.88463450  015.94374808
111 -17.88466314  015.94375959
111 -17.88463858  015.94381939
111 -17.88471440  015.94385214
111 -17.88470337  015.94387901
111 -17.88469073  015.94387458
111 -17.88462322  015.94403898
111 -17.88465271  015.94405137
111 -17.88462401  015.94412128
111 -17.88475744  015.94417354
111 -17.88464827  015.94442719
111 -17.88466040  015.94445906
111 -17.88503281  015.94463623
111 -17.88488603  015.94496509
111 -17.88453424  015.94479939
111 -17.88408008  015.94588218
111 -17.88400337  015.94606506
111 -17.88394918  015.94619426
111 -17.88387923  015.94636103
111 -17.88320026  015.94604170
111 -17.88313928  015.94601302
111 -17.88285544  015.94622349
111 -17.88273234  015.94631477
111 -17.88270468  015.94628571
112 -17.88270468  015.94628571 -17.88273496  015.94599295
112 -17.88206453  015.94642722 -17.88191136  015.94676749
111 -17.88206453  015.94642722
111 -17.87826796  015.95509629
111 -17.87834717  015.95527798
111 -17.87883486  015.95549839
111 -17.87898588  015.95514903
111 -17.87981416  015.95554671
111 -17.87944912  015.95639116
111 -17.87862084  015.95599348
111 -17.87877393  015.95563933
111 -17.87829256  015.95541374
111 -17.87810760  015.95546366
111 -17.87694043  015.95813863
112 -17.87683771  015.95858133 -17.87679988  015.95882881
111 -17.87683771  015.95858133
111 -17.87671995  015.95936270
111 -17.87659339  015.95930067
111 -17.87645793  015.95960338
111 -17.87642861  015.95964481
111 -17.87640334  015.95966287
111 -17.87637908  015.95968198
111 -17.87633864  015.95969473
111 -17.87629214  015.95970216
111 -17.87624969  015.95970216
111 -17.87621532  015.95969261
111 -17.87587767  015.95953280
112 -17.87600135  015.95948875 -17.87607471  015.95943809
111 -17.87600135  015.95948875
111 -17.87624450  015.95931035
112 -17.87624450  015.95931035 -17.87633937  015.95923988
111 -17.87636608  015.95917159
111 -17.87826102  015.95481143
112 -17.87819754  015.95458789 -17.87810438  015.95450071
111 -17.87819754  015.95458789
112 -17.87819754  015.95458789 -17.87815969  015.95455424
111 -17.87811973  015.95454120
111 -17.87802439  015.95449390
111 -17.87785340  015.95440907
111 -17.87787887  015.95434573
111 -17.87791453  015.95425706
112 -17.87796161  015.95430957 -17.87799363  015.95432792
111 -17.87796161  015.95430957
111 -17.87807788  015.95436789
111 -17.87817011  015.95441415
112 -17.87826640  015.95442446 -17.87832463  015.95441681
111 -17.87826640  015.95442446
112 -17.87826640  015.95442446 -17.87843671  015.95439081
111 -17.87849239  015.95427907
111 -17.88197541  015.94626483
112 -17.88184544  015.94588820 -17.88161277  015.94578908
111 -17.88184544  015.94588820
111 -17.88166727  015.94580890
112 -17.88166727  015.94580890 -17.88156805  015.94576779
111 -17.88148281  015.94582652
111 -17.87785077  015.95417572
111 -17.87774318  015.95442305
111 -17.87562761  015.95928623
111 -17.87547741  015.95963152
111 -17.87318266  015.96490660
111 -17.87320991  015.96516648
111 -17.87307434  015.96546565
111 -17.87300371  015.96562151
111 -17.87297689  015.96561006
111 -17.87295165  015.96561362
111 -17.87281760  015.96555585
111 -17.87259993  015.96606067
111 -17.87252278  015.96602679
111 -17.87239622  015.96597120
111 -17.87234420  015.96594835
111 -17.87257687  015.96543078
111 -17.87251608  015.96539774
111 -17.88029488  015.94752905
113 -17.88056388  015.94691150
111 -17.88162410  015.94550949
112 -17.88172162  015.94566550 -17.88182061  015.94571445
111 -17.88172162  015.94566550
111 -17.88192105  015.94576186
112 -17.88192105  015.94576186 -17.88211466  015.94585364
111 -17.88225440  015.94564103
111 -17.88339564  015.94297042
112 -17.88330976  015.94264309 -17.88314672  015.94256509
111 -17.88330976  015.94264309
111 -17.88309869  015.94254826
112 -17.88309869  015.94254826 -17.88300407  015.94251002
113 -17.88291382  015.94254214
111 -17.88239332  015.94564698
112 -17.88239332  015.94564698 -17.88229480  015.94587384
112 -17.88264067  015.94593992 -17.88267840  015.94585402
111 -17.88264067  015.94593992
111 -17.88280626  015.94552143
111 -17.88281212  015.94549868
111 -17.88305317  015.94561982
111 -17.88393007  015.94361181
111 -17.88377771  015.94353710
111 -17.88394867  015.94313605
111 -17.88385225  015.94301051
112 -17.88385225  015.94301051 -17.88379565  015.94293782
112 -17.88351896  015.94304354 -17.88345398  015.94318451
111 -17.88351896  015.94304354
111 -17.88337133  015.94338054
112 -17.88339328  015.94348301 -17.88343311  015.94350504
111 -17.88339328  015.94348301
111 -17.88357565  015.94356891
111 -17.88352370  015.94369136
111 -17.88334133  015.94360546
112 -17.88334133  015.94360546 -17.88330150  015.94358564
111 -17.88327442  015.94360511
111 -17.88306576  015.94408867
112 -17.88309845  015.94414320 -17.88313618  015.94416082
111 -17.88309845  015.94414320
111 -17.88328291  015.94422910
111 -17.88323096  015.94435155
111 -17.88304650  015.94426565
112 -17.88304650  015.94426565 -17.88301296  015.94424803
111 -17.88299302  015.94425724
111 -17.88292659  015.94441119
112 -17.88297615  015.94451193 -17.88303904  015.94454497
111 -17.88297615  015.94451193
111 -17.88312917  015.94458021
111 -17.88307723  015.94470266
111 -17.88292421  015.94463438
112 -17.88292421  015.94463438 -17.88285922  015.94459694
111 -17.88281924  015.94465509
111 -17.88263626  015.94508123
112 -17.88267362  015.94516850 -17.88270926  015.94519053
111 -17.88267362  015.94516850
111 -17.88283293  015.94525220
111 -17.88278098  015.94537465
111 -17.88262167  015.94529095
112 -17.88262167  015.94529095 -17.88259023  015.94527774
113 -17.88253656  015.94531339
111 -17.88391085  015.94426157
111 -17.88399898  015.94404792
112 -17.88399898  015.94404792 -17.88404090  015.94395100
112 -17.88386902  015.94398184 -17.88382080  015.94409197
111 -17.88386902  015.94398184
111 -17.88373067  015.94431663
112 -17.88373067  015.94431663 -17.88369084  015.94441575
112 -17.88384710  015.94440819 -17.88387645  015.94433771
113 -17.88384710  015.94440819
111 -17.88328209  015.94532541
112 -17.88328209  015.94532541 -17.88323598  015.94542893
112 -17.88342253  015.94538708 -17.88347494  015.94528356
111 -17.88342253  015.94538708
111 -17.88350385  015.94519766
111 -17.88356807  015.94504995
112 -17.88356807  015.94504995 -17.88361000  015.94495083
112 -17.88343721  015.94497740 -17.88340367  015.94505669
113 -17.88343721  015.94497740
111 -17.88467279  015.94353097
111 -17.88474860  015.94356461
111 -17.88482021  015.94338758
113 -17.88474271  015.94336899
111 -17.88453548  015.94386911
111 -17.88461213  015.94390186
111 -17.88463572  015.94383459
111 -17.88462730  015.94381512
113 -17.88457086  015.94378413
111 -17.88449336  015.94397445
111 -17.88459360  015.94402136
111 -17.88462561  015.94394258
113 -17.88452368  015.94390009
110 1 0.00 0.0000 New Taxiway 92
111 -17.87564232  015.95936764
112 -17.87573060  015.95946402 -17.87578640  015.95949334
111 -17.87573060  015.95946402
111 -17.87577761  015.95948867
111 -17.87569977  015.95962888
111 -17.87563112  015.95959785
112 -17.87563112  015.95959785 -17.87558624  015.95957364
111 -17.87553024  015.95960318
113 -17.87558572  015.95948659
110 1 0.00 0.0000 old east twy
111 -17.87596445  015.96003754
112 -17.87596445  015.96003754 -17.87602943  015.95986795
111 -17.87590495  015.95972875
111 -17.87631506  015.95992838
112 -17.87611118  015.96006397 -17.87602733  015.96024457
111 -17.87611118  015.96006397
111 -17.87371946  015.96553929
112 -17.87345325  015.96573972 -17.87326040  015.96576835
111 -17.87318494  015.96571329
111 -17.87311870  015.96567504
111 -17.87314551  015.96562283
111 -17.87315175  015.96561067
111 -17.87317839  015.96555880
112 -17.87341761  015.96557233 -17.87355596  015.96553489
111 -17.87341761  015.96557233
112 -17.87341761  015.96557233 -17.87360417  015.96552167
113 -17.87366705  015.96535429
110 1 0.00 0.0000 old round
111 -17.87662194  015.95959454
112 -17.87672955  015.95969836 -17.87683016  015.95974681
112 -17.87701882  015.95970056 -17.87713201  015.95961246
111 -17.87701882  015.95970056
112 -17.87701882  015.95970056 -17.87720537  015.95954638
112 -17.87746949  015.96012564 -17.87730180  015.96051107
112 -17.87686789  015.96002432 -17.87685951  015.95977324
111 -17.87686789  015.96002432
112 -17.87686789  015.96002432 -17.87685532  015.95988997
112 -17.87668343  015.95980187 -17.87658072  015.95975342
113 -17.87653561  015.95979876
110 1 0.00 0.0000 old rwy
111 -17.87011533  015.94062167
111 -17.87056601  015.94090578
111 -17.87046120  015.94108638
113 -17.86999585  015.94080447
110 1 0.00 0.0000 old rwy
111 -17.87972030  015.94669446
111 -17.88032819  015.94708651
111 -17.88032400  015.94713497
111 -17.88022548  015.94736183
113 -17.87957567  015.94693894
110 1 0.00 0.0000 old rwy
111 -17.88035963  015.94717461
111 -17.88037431  015.94721646
111 -17.88028417  015.94743231
113 -17.88026214  015.94740585
110 1 0.00 0.0000 VOR
111 -17.87863638  015.94787762
111 -17.87885229  015.94799436
111 -17.87875377  015.94823223
113 -17.87852948  015.94812651
110 5 0.00 0.0000 old rwy
111 -17.87663757  015.94519900
111 -17.87682447  015.94479253
111 -17.87972030  015.94669446
113 -17.87957567  015.94693894
110 4 0.00 0.0000 New Taxiway 73
111 -17.87307434  015.96546565
111 -17.87317839  015.96555880
111 -17.87311870  015.96567504
113 -17.87300371  015.96562151
110 4 0.00 0.0000 New Taxiway 75
111 -17.88416873  015.93995985
111 -17.88440164  015.94007303
111 -17.88433322  015.94022905
111 -17.88417019  015.94016634
113 -17.88408186  015.94016558
110 4 0.00 0.0000 New Taxiway 74
111 -17.87562761  015.95928623
112 -17.87564232  015.95936764 -17.87565979  015.95940741
111 -17.87564232  015.95936764
111 -17.87558572  015.95948659
111 -17.87553024  015.95960318
112 -17.87553024  015.95960318 -17.87549530  015.95961542
113 -17.87547741  015.95963152
110 4 0.00 0.0000 New Taxiway 72
111 -17.87785077  015.95417572
111 -17.87793133  015.95421529
111 -17.87791453  015.95425706
111 -17.87787887  015.95434573
111 -17.87785340  015.95440907
111 -17.87782923  015.95446915
113 -17.87774318  015.95442305
130 Airport Boundary by Major Tom Mueller
111 -17.88494120  015.93783799
111 -17.88572984  015.93834441
111 -17.88664367  015.93920598
111 -17.88733843  015.94026485
111 -17.88756376  015.94077127
111 -17.88772024  015.94113957
111 -17.89073087  015.94970273
111 -17.88457817  015.95204409
111 -17.88291325  015.95100494
111 -17.87431324  015.97060979
111 -17.87281105  015.97040592
111 -17.86931222  015.96873555
111 -17.87282983  015.96052826
111 -17.86757219  015.94097697
111 -17.86917452  015.93809656
113 -17.88045342  015.93541332
120 Linear Feature 86
111 -17.87316741  015.96566895 19
115 -17.87326179  015.96561005
120 Linear Feature 86
111 -17.87569178  015.95959592 19
115 -17.87577746  015.95952383
120 Linear Feature 86
111 -17.87825411  015.95489378 19
115 -17.87835686  015.95485321
120 Linear Feature 86
111 -17.87799733  015.95445327 19
115 -17.87810008  015.95441271
120 Linear Feature 86
111 -17.88195522  015.94639088 19
115 -17.88205797  015.94635031
120 Linear Feature 86
111 -17.88224636  015.94572397 19
115 -17.88235200  015.94569263
120 Linear Feature 86
111 -17.88306154  015.94563220 19
115 -17.88316717  015.94560086
120 Linear Feature 86
111 -17.88285106  015.94570277 19
115 -17.88293222  015.94562511
120 Linear Feature 86
111 -17.88266116  015.94528381 19
115 -17.88276227  015.94523892
120 Linear Feature 86
111 -17.88296804  015.94462039 19
115 -17.88306915  015.94457551
120 Linear Feature 86
111 -17.88311645  015.94426886 19
115 -17.88321756  015.94422398
120 Linear Feature 86
111 -17.88338811  015.94359752 19
115 -17.88348922  015.94355264
120 Linear Feature 86
111 -17.88394563  015.94360976 19
115 -17.88404674  015.94356487
120 Linear Feature 86
111 -17.88332552  015.94320901 19
115 -17.88342663  015.94316412
120 Linear Feature 86
111 -17.88376804  015.94223468 19
115 -17.88386915  015.94218979
120 Linear Feature 86
111 -17.88441323  015.94039937 19
115 -17.88446962  015.94027931
120 Linear Feature 86
111 -17.87319797  015.96558455 19
115 -17.87323123  015.96569446
120 Linear Feature 86
111 -17.87573126  015.95950231 19
115 -17.87573797  015.95961743
120 Linear Feature 86
111 -17.87827603  015.95482483 19
115 -17.87833494  015.95492215
120 Linear Feature 86
111 -17.87803158  015.95437821 19
115 -17.87806584  015.95448778
120 Linear Feature 86
111 -17.88198946  015.94631581 19
115 -17.88202372  015.94642538
120 Linear Feature 86
111 -17.88226705  015.94566155 19
115 -17.88233131  015.94575505
120 Linear Feature 86
111 -17.88310167  015.94556042 19
115 -17.88312704  015.94567264
120 Linear Feature 86
111 -17.88285642  015.94561971 19
115 -17.88292686  015.94570817
120 Linear Feature 86
111 -17.88269250  015.94520735 19
115 -17.88273093  015.94531538
120 Linear Feature 86
111 -17.88299938  015.94454393 19
115 -17.88303781  015.94465197
120 Linear Feature 86
111 -17.88314779  015.94419240 19
115 -17.88318622  015.94430044
120 Linear Feature 86
111 -17.88341945  015.94352106 19
115 -17.88345788  015.94362910
120 Linear Feature 86
111 -17.88397697  015.94353330 19
115 -17.88401540  015.94364133
120 Linear Feature 86
111 -17.88335686  015.94313255 19
115 -17.88339529  015.94324059
120 Linear Feature 86
111 -17.88379938  015.94215822 19
115 -17.88383781  015.94226625
120 Linear Feature 86
111 -17.88438553  015.94030722 19
115 -17.88449732  015.94037146
120 Linear Feature 91
111 -17.87341761  015.96557233 4
115 -17.87345400  015.96574363
120 Linear Feature 90
111 -17.87601038  015.95958040 4
115 -17.87593625  015.95975388
120 Linear Feature 89
111 -17.87826640  015.95442446 4
115 -17.87819754  015.95458789
120 Linear Feature 88
111 -17.88202867  015.94580550 4
115 -17.88196025  015.94595234
120 Linear Feature 87
111 -17.88344070  015.94254138 4
115 -17.88337782  015.94268411
120 Linear Feature 119
111 -17.88326093  015.94120690 1
111 -17.88356521  015.94049310 1
112 -17.88359958  015.94020205 -17.88357835  015.94002785 1
112 -17.88392306  015.93993438 -17.88411209  015.94005972 1
112 -17.88378154  015.94040069 -17.88358138  015.94050584 1
111 -17.88349748  015.94068960 1
115 -17.88327104  015.94121964
120 Linear Feature 118
111 -17.88339235  015.94260369 51
111 -17.88302944  015.94243161
112 -17.88302944  015.94243161 -17.88280806  015.94235088 51
111 -17.88269181  015.94256332 51
115 -17.88261599  015.94273327
120 Linear Feature 117
112 -17.88302944  015.94243161 -17.88281817  015.94229565 51
111 -17.88292835  015.94204497 51
115 -17.88305168  015.94173800
120 Linear Feature 116
112 -17.88192735  015.94584508 -17.88195660  015.94585491 1
115 -17.88198283  015.94585372
120 Linear Feature 116
112 -17.88192735  015.94584508 -17.88194900  015.94585860 1
115 -17.88197171  015.94588630
120 Linear Feature 115
111 -17.88197668  015.94586763 51
111 -17.88192735  015.94584508 51
111 -17.88165886  015.94572232
112 -17.88165886  015.94572232 -17.88139442  015.94553623 51
111 -17.88153877  015.94520228 51
115 -17.88164916  015.94495118
120 Linear Feature 114
112 -17.88165886  015.94572232 -17.88138229  015.94563692 51
111 -17.88126583  015.94583322 51
115 -17.88109115  015.94623472
120 Linear Feature 113
112 -17.87816712  015.95448013 -17.87819168  015.95448742 1
115 -17.87822002  015.95448953
120 Linear Feature 113
112 -17.87819320  015.95449179 -17.87820232  015.95449695 1
115 -17.87821116  015.95450802
120 Linear Feature 112
111 -17.87821257  015.95450045 1
111 -17.87819320  015.95449179 1
111 -17.87816712  015.95448013 1
111 -17.87798798  015.95440001 1
115 -17.87787887  015.95434573
120 Linear Feature 104
111 -17.87596422  015.95966871 1
111 -17.87593728  015.95965575 1
111 -17.87581098  015.95959498 1
115 -17.87558572  015.95948659
120 Linear Feature 103
112 -17.87593728  015.95965575 -17.87595158  015.95966209 1
115 -17.87596352  015.95966343
120 Linear Feature 103
112 -17.87593728  015.95965575 -17.87595158  015.95966209 1
115 -17.87595912  015.95967232
120 Linear Feature 102
111 -17.87324822  015.96424859 1
111 -17.87307354  015.96467047 1
112 -17.87306262  015.96509107 -17.87311599  015.96534344 1
112 -17.87277149  015.96542374 -17.87258831  015.96532814 1
112 -17.87278362  015.96503754 -17.87290250  015.96496744 1
111 -17.87298984  015.96479792 1
115 -17.87322396  015.96426006
120 Linear Feature 101
112 -17.87341450  015.96566259 -17.87326952  015.96568828 1
115 -17.87314551  015.96562283
120 Linear Feature 100
112 -17.87342149  015.96568461 -17.87329048  015.96570664 1
115 -17.87315175  015.96561067
120 twy
111 -17.88441809  015.94026924 1
112 -17.88440232  015.94086577 -17.88425190  015.94122140
111 -17.88440232  015.94086577 1
111 -17.88378342  015.94228730 1
111 -17.88369398  015.94249272 1
111 -17.88351550  015.94290266 1
111 -17.88350118  015.94293555 1
111 -17.88347931  015.94298579 1
111 -17.88327572  015.94345341 1
111 -17.88323869  015.94353846 1
111 -17.88299578  015.94409639 1
111 -17.88295199  015.94419698 1
111 -17.88283526  015.94446509 1
111 -17.88279353  015.94456093 1
111 -17.88254793  015.94512504 1
111 -17.88251225  015.94520700 1
111 -17.88231850  015.94565201 1
111 -17.88230244  015.94568888 1
111 -17.88203398  015.94630552 1
111 -17.88200779  015.94636565 1
111 -17.87855381  015.95429896 1
111 -17.87850991  015.95439981 1
111 -17.87832305  015.95482900 1
111 -17.87682589  015.95826775 1
111 -17.87639087  015.95926694 1
111 -17.87626715  015.95955111 1
111 -17.87606177  015.96002282 1
111 -17.87368739  015.96547645
112 -17.87368739  015.96547645 -17.87361218  015.96564249 1
115 -17.87344797  015.96567726
120 Linear Feature 123
112 -17.88199170  015.94591209 -17.88213323  015.94605442 1
115 -17.88203398  015.94630552
120 Linear Feature 122
112 -17.88201900  015.94585579 -17.88221915  015.94584517 1
115 -17.88230244  015.94568888
120 Linear Feature 121
112 -17.88342109  015.94263415 -17.88354644  015.94273613 1
115 -17.88350118  015.94293555
120 Linear Feature 120
112 -17.88343322  015.94261185 -17.88359698  015.94263309 1
115 -17.88369398  015.94249272
120 Linear Feature 111
112 -17.87825605  015.95448906 -17.87845984  015.95449288 1
115 -17.87855381  015.95429896
120 Linear Feature 110
112 -17.87828516  015.95451582 -17.87842830  015.95451455 1
115 -17.87850991  015.95439981
120 Linear Feature 109
112 -17.87826253  015.95455234 -17.87836682  015.95466753 1
115 -17.87832305  015.95482900
120 Linear Feature 108
111 -17.87597673  015.95967624 1
111 -17.87629717  015.95982282
112 -17.87629717  015.95982282 -17.87641848  015.95987911 1
111 -17.87649025  015.95972085 1
111 -17.87665806  015.95932892 1
111 -17.87681171  015.95833155
112 -17.87681171  015.95833155 -17.87681576  015.95830181 1
115 -17.87682589  015.95826775
120 Linear Feature 107
112 -17.87581098  015.95959498 -17.87592217  015.95962153 1
116 -17.87639087  015.95926694 -17.87651459  015.95898277
120 Linear Feature 106
112 -17.87598987  015.95966881 -17.87616778  015.95968686 1
115 -17.87626715  015.95955111
120 Linear Feature 105
112 -17.87597774  015.95968792 -17.87612634  015.95980264 1
115 -17.87606177  015.96002282
120 Linear Feature 99
112 -17.87368739  015.96547645 -17.87362101  015.96559758 1
115 -17.87347564  015.96564424
120 Linear Feature 133
111 -17.88475099  015.94228881 51
111 -17.88475355  015.94228271 51
115 -17.88476899  015.94224583
120 Linear Feature 133
