I
1050 Generated by WorldEditor

1   1946 1 0 EDMO Oberpfaffenhofen
1302 city Oberpfaffenhofen
111  48.08704230  011.29908765
112  48.08701040  011.29906813  48.08699393  011.29904348
111  48.08699107  011.29900275
113  48.08697278  011.29847687
110 2 0.00 0.0000 New Taxiway 17
111  48.08293540  011.29744126
111  48.08293987  011.29753594
111  48.08412724  011.29739310
111  48.08408786  011.29654205
111  48.08321180  011.29664445
113  48.08289787  011.29670065
110 2 0.00 0.0000 New Taxiway 16
111  48.08417747  011.29477038
111  48.08422448  011.29550633
111  48.08542542  011.29533626
113  48.08538564  011.29461380
110 2 0.00 0.0000 New Taxiway 15
111  48.08693120  011.29439734
111  48.08697538  011.29513410
113  48.08746032  011.29507299
110 2 0.00 0.0000 New Taxiway 14
111  48.08914409  011.29185876
111  48.08974700  011.29196346
111  48.08986530  011.29026645
111  48.08930800  011.29018535
113  48.08925866  011.29018058
110 2 0.00 0.0000 New Taxiway 13
111  48.08954297  011.28802330
111  48.08933977  011.28709090
111  48.08927932  011.28712047
111  48.08893548  011.28728729
111  48.08909766  011.28802905
111  48.08920953  011.28797323
111  48.08922099  011.28803100
111  48.08928605  011.28800252
111  48.08931673  011.28813483
113  48.08952725  011.28803100
110 2 0.00 0.0000 New Taxiway 12
111  48.08925964  011.28993596
111  48.08932233  011.28994704
111  48.08971145  011.29000830
111  48.08979349  011.28886333
113  48.08933862  011.28879118
110 2 0.00 0.0000 New Taxiway 9
111  48.08174792  011.29621546
111  48.08127635  011.29628170
111  48.08120453  011.29629179
111  48.08058432  011.29637892
111  48.08065760  011.29793728
111  48.08182905  011.29777341
113  48.08181958  011.29757407
110 2 0.00 0.0000 New Taxiway 8
111  48.07723594  011.29046848 102
111  48.07723424  011.29060372
111  48.07754848  011.29061592
111  48.07753769  011.29118877
111  48.07722694  011.29118574 102
111  48.07722400  011.29142005 102
111  48.07721551  011.29209665
111  48.07714911  011.29244063
112  48.07730810  011.29307273  48.07759351  011.29331005
111  48.07730810  011.29307273
112  48.07730810  011.29307273  48.07761712  011.29324074
111  48.07772113  011.29280754
111  48.07776199  011.29266995 102
111  48.07782516  011.29267053 102
111  48.07787173  011.29267096 102
111  48.07847062  011.29267646 102
111  48.07847087  011.29204652
111  48.07848213  011.29114766 102
111  48.07848294  011.29050337 102
113  48.07773076  011.29048232 102
110 2 0.00 0.0000 New Taxiway 16
111  48.08549234  011.27904532
111  48.08582096  011.27833011
111  48.08523830  011.27777887
111  48.08507748  011.27814869
111  48.08514041  011.27859526
111  48.08511214  011.27866245
111  48.08524138  011.27879260
113  48.08532751  011.27887933
110 2 0.00 0.0000 New Taxiway 21
111  48.08911293  011.29736990
111  48.08909505  011.29772211
111  48.08935104  011.29774819
113  48.08936948  011.29739342
110 2 0.00 0.0000 New Taxiway 20
111  48.08967252  011.29742183
111  48.08960198  011.29741474
111  48.08942339  011.29740079
111  48.08940167  011.29775654
113  48.08965847  011.29778331
110 2 0.00 0.0000 New Taxiway 27
111  48.08176927  011.29130328
111  48.08136790  011.29135621
111  48.08140853  011.29192947
111  48.08146681  011.29192319
113  48.08181079  011.29187437
110 1 0.00 0.0000 New Taxiway 9
111  48.07848213  011.29114766
111  48.07847087  011.29204652 102
112  48.07859474  011.29181619  48.07870260  011.29174988 102
112  48.07887625  011.29176560  48.07899375  011.29176849 102
111  48.07916903  011.29185548 102
111  48.08067628  011.29258935 102
111  48.08327190  011.29385315 102
112  48.08343381  011.29406222  48.08346247  011.29421948
111  48.08343995  011.29433583
111  48.08333057  011.29477810
111  48.08309023  011.29574989
112  48.08300032  011.29591320  48.08293664  011.29599660
111  48.08278937  011.29601071
111  48.08225039  011.29607757
112  48.08205509  011.29594840  48.08193005  011.29579054
111  48.08205509  011.29594840
112  48.08205509  011.29594840  48.08194310  011.29574171
111  48.08169175  011.29575805
111  48.08014754  011.29596202
111  48.08018147  011.29652887
111  48.08018543  011.29659515
111  48.08026852  011.29798341
111  48.08052567  011.29795292
111  48.08059276  011.29794497
111  48.08065760  011.29793728
111  48.08058432  011.29637892
111  48.08174792  011.29621546
111  48.08181958  011.29757407
111  48.08293540  011.29744126
111  48.08289787  011.29670065
111  48.08321180  011.29664445
111  48.08319476  011.29615049
111  48.08352207  011.29487595
111  48.08371964  011.29410663 102
111  48.08388855  011.29403921
111  48.08410250  011.29430890
111  48.08413430  011.29477597
111  48.08417747  011.29477038
111  48.08538564  011.29461380
111  48.08542483  011.29460872
111  48.08539225  011.29411802
112  48.08555666  011.29382546  48.08562352  011.29373730
111  48.08577070  011.29364435 102
111  48.08638182  011.29357005
111  48.08666062  011.29392862
111  48.08668957  011.29397628
111  48.08672140  011.29442472
111  48.08693120  011.29439734
111  48.08746032  011.29507299
111  48.08769896  011.29466314
111  48.08704977  011.29385960
111  48.08695246  011.29386934
111  48.08677368  011.29363391
111  48.08679860  011.29351231 102
111  48.08825627  011.29332404
111  48.08855892  011.29372487
111  48.08853565  011.29405295
111  48.08847136  011.29495953
111  48.08876740  011.29490444
112  48.08864024  011.29486163  48.08861849  011.29481872
111  48.08861047  011.29473843
111  48.08865975  011.29407214
111  48.08866650  011.29398085
111  48.08869102  011.29396512
111  48.08872604  011.29395463
111  48.08892041  011.29421677
111  48.08906925  011.29397560
111  48.08793281  011.29243423
111  48.08800285  011.29280122
111  48.08800285  011.29287462
111  48.08793281  011.29295326 102
111  48.08778222  011.29307122 102
111  48.08678338  011.29320392 102
111  48.08646018  011.29324686
112  48.08644100  011.29323120  48.08643365  011.29321897
111  48.08642763  011.29318495
111  48.08632557  011.29152876
111  48.08626519  011.29153566
111  48.08621646  011.29060000
111  48.08640772  011.29046147
112  48.08643713  011.29045780  48.08645437  011.29045628
111  48.08649104  011.29046514
111  48.08601316  011.28980847
111  48.08602542  011.29021567
112  48.08607160  011.29034203  48.08608151  011.29037683
112  48.08609975  011.29051649  48.08610128  011.29053703
111  48.08615178  011.29154578
111  48.08611100  011.29154972
111  48.08620177  011.29319811
112  48.08620046  011.29324734  48.08619810  011.29325929
111  48.08618809  011.29328344 102
111  48.08410769  011.29355693
111  48.08382153  011.29359455 102
112  48.08357673  011.29360951  48.08344461  011.29361666 102
111  48.08316706  011.29346741 102
111  48.08157335  011.29268965 102
112  48.08148082  011.29259391  48.08143418  011.29251335
111  48.08148082  011.29259391
112  48.08148082  011.29259391  48.08144135  011.29250798 102
111  48.08143846  011.29243540 102
112  48.08141848  011.29200168  48.08142900  011.29196229 102
111  48.08146681  011.29192319 102
111  48.08181079  011.29187437 102
111  48.08176927  011.29130328 102
111  48.08137174  011.29136196 102
111  48.08083719  011.29144087 102
111  48.08087376  011.29200900 102
111  48.08113646  011.29197038 102
112  48.08120312  011.29203945  48.08121232  011.29207293 102
111  48.08122363  011.29232726 102
112  48.08118261  011.29243471  48.08113830  011.29248083 102
111  48.08110313  011.29246157 102
111  48.08074141  011.29228823 102
111  48.08023951  011.29204770 102
111  48.07976811  011.29182180 102
111  48.07922136  011.29155979 102
112  48.07908036  011.29150320  48.07901679  011.29148014 102
111  48.07874964  011.29144083 102
114  48.07859050  011.29138004  48.07852922  011.29133861 102
111  48.08507253  011.29410730
111  48.08483410  011.29414184
111  48.08481103  011.29376959 102
113  48.08504689  011.29373889
111  48.08472899  011.29378494
111  48.08474950  011.29414952
111  48.08450338  011.29418406
113  48.08447518  011.29381564 102
111  48.08439827  011.29382716
111  48.08442135  011.29419278
112  48.08433674  011.29420325  48.08430521  011.29419999
111  48.08411114  011.29408812
111  48.08405986  011.29403055
111  48.08409063  011.29386170 102
113  48.08412311  011.29385805 102
111  48.08533706  011.29370218
111  48.08537668  011.29386616
111  48.08533240  011.29394291
111  48.08523016  011.29403270
111  48.08515760  011.29409642
113  48.08513430  011.29373009 102
111  48.08176927  011.29130328
111  48.08181079  011.29187437
111  48.08146681  011.29192319
111  48.08140853  011.29192947
113  48.08137174  011.29136196
110 1 0.00 0.0000 New Taxiway 8
111  48.08457305  011.28004055
111  48.08467531  011.28001556
112  48.08482654  011.27996378  48.08487794  011.27993418
111  48.08491847  011.27981581
111  48.08532751  011.27887933
111  48.08528449  011.27883601
111  48.08524138  011.27879260
111  48.08483445  011.27975515
112  48.08473758  011.27983061  48.08469706  011.27980398
113  48.08471137  011.27972472
110 1 0.00 0.0000 New Taxiway 7
111  48.07675941  011.27512681
112  48.07676469  011.27517274  48.07675815  011.27519108
111  48.07674586  011.27519538
112  48.07663381  011.27524383  48.07657161  011.27527068
111  48.07651146  011.27535410
111  48.07629702  011.27568096
111  48.07624571  011.27568687
111  48.07637595  011.27587196
111  48.07637464  011.27581289
111  48.07650225  011.27559629
112  48.07663644  011.27544271  48.07672135  011.27538364
111  48.07675747  011.27539151
112  48.07693245  011.27543877  48.07697997  011.27548656
113  48.07713283  011.27563579
110 1 0.00 0.0000 New Taxiway 6
111  48.07476772  011.27300835
111  48.07478654  011.27303218
112  48.07489057  011.27295113  48.07493012  011.27293671
112  48.07500010  011.27292618  48.07505522  011.27292370
111  48.07500010  011.27292618
112  48.07500010  011.27292618  48.07508851  011.27292370
111  48.07521343  011.27305551
111  48.07540837  011.27327691
111  48.07523854  011.27304438
114  48.07500216  011.27289139  48.07487311  011.27288563
110 1 0.00 0.0000 New Taxiway 11
111  48.08582096  011.27833011
111  48.08597033  011.27798216
111  48.08539125  011.27741477
113  48.08523830  011.27777887
110 1 0.00 0.0000 New Taxiway 10
111  48.08472450  011.27956541
111  48.08495179  011.27901784
111  48.08423390  011.27830729
111  48.08400245  011.27885952
113  48.08415228  011.27900599
110 2 0.00 0.0000 New Taxiway 23
111  48.08353684  011.28105186
111  48.08384811  011.28148303
111  48.08381791  011.28111793
111  48.08429759  011.28001568
111  48.08431999  011.28003806
111  48.08439039  011.27987617
111  48.08457305  011.28004055
111  48.08471137  011.27972472
111  48.08476416  011.27960418
111  48.08472450  011.27956541
111  48.08400245  011.27885952
111  48.08386061  011.27872085
111  48.08354104  011.27945163
111  48.08399346  011.27989051
111  48.08411989  011.27961233
111  48.08425578  011.27974446
113  48.08370293  011.28099970
110 1 0.00 0.0000 New Taxiway 2
111  48.07482850  011.27375124
111  48.07482127  011.27334406
111  48.07469826  011.27317296
111  48.07478654  011.27303218
111  48.07476772  011.27300835
112  48.07500216  011.27289139  48.07513121  011.27289716
111  48.07523854  011.27304438
111  48.07540837  011.27327691
111  48.07675941  011.27512681
111  48.07713283  011.27563579
111  48.07791593  011.27670321
112  48.07881673  011.27757090  48.07925078  011.27778472
111  48.07933101  011.27779866
111  48.07935028  011.27781884
111  48.07934064  011.27785055
111  48.07923856  011.27791974
111  48.07919618  011.27779577
111  48.07883214  011.27808695
112  48.07891882  011.27822246  48.07896337  011.27827197
111  48.07904594  011.27832913
111  48.07922507  011.27805524
111  48.07947842  011.27786208
112  48.08085836  011.27787761  48.08094782  011.27787761
111  48.08085836  011.27787761
112  48.08085836  011.27787761  48.08094124  011.27791502
111  48.08114511  011.27805269 102
111  48.08146507  011.27848873
111  48.08147303  011.27862455
111  48.08131862  011.27888427
111  48.08134409  011.27903438
111  48.08131628  011.27908744
111  48.08140080  011.27920327
111  48.08144597  011.27914637
111  48.08152397  011.27914161
111  48.08167838  011.27891048
111  48.08176434  011.27890809 102
111  48.08207489  011.27932361
111  48.08208141  011.27946032
111  48.08192811  011.27969956
111  48.08193681  011.27987207
111  48.08187187  011.27999969
111  48.08194307  011.28009727
111  48.08202148  011.27998171
111  48.08213355  011.27997385
111  48.08228764  011.27973533
111  48.08238044  011.27973271 102
111  48.08279852  011.28030829
111  48.08279654  011.28045920
111  48.08265520  011.28068557
112  48.08234780  011.28082021  48.08227278  011.28090809
112  48.08219726  011.28111212  48.08217660  011.28117722
111  48.08218767  011.28131585
111  48.08216345  011.28135536
111  48.08207697  011.28149636
111  48.08205127  011.28166058
111  48.08149813  011.28256019
111  48.08141695  011.28262214
111  48.08134372  011.28264597
111  48.08156181  011.28295097
111  48.08156817  011.28282468
111  48.08159205  011.28270078
111  48.08230068  011.28154264
111  48.08282256  011.28068970
111  48.08306294  011.28066825 102
111  48.08328580  011.28098040
111  48.08328739  011.28112575
111  48.08313935  011.28135450
111  48.08315208  011.28149271
111  48.08324918  011.28163091
111  48.08334470  011.28162853
111  48.08348956  011.28139739
111  48.08358825  011.28139263 102
111  48.08388752  011.28180962
111  48.08389389  011.28195021
111  48.08361213  011.28241964
111  48.08366944  011.28249351
111  48.08350568  011.28275509
111  48.08358867  011.28286882
111  48.08376017  011.28259835
111  48.08381589  011.28268175
111  48.08409924  011.28222424
111  48.08419635  011.28222185 102
111  48.08449880  011.28263886
111  48.08451472  011.28277230
111  48.08436349  011.28302250
111  48.08437145  011.28316071
111  48.08447492  011.28329654
111  48.08457043  011.28328462
111  48.08471689  011.28304633
111  48.08479330  011.28304157 102
111  48.08510212  011.28346095
111  48.08510848  011.28360155
111  48.08496203  011.28385175
111  48.08496999  011.28400188
111  48.08493581  011.28405080
111  48.08502044  011.28416679
111  48.08505755  011.28411864
111  48.08517057  011.28411626
111  48.08531224  011.28388035
111  48.08540298  011.28388035 102
111  48.08571339  011.28429259
111  48.08571658  011.28443319
111  48.08557172  011.28467387
111  48.08557649  011.28480969
111  48.08567360  011.28495267
111  48.08576752  011.28494314
111  48.08591556  011.28471199
111  48.08601426  011.28470484 102
111  48.08632945  011.28513139
111  48.08633263  011.28525054
111  48.08617822  011.28550314
111  48.08619095  011.28565565
111  48.08601887  011.28594830
111  48.08609817  011.28605697
111  48.08627214  011.28578432
111  48.08637084  011.28577717
111  48.08652366  011.28554126
111  48.08660574  011.28551122 102
111  48.08691572  011.28594734
111  48.08692504  011.28608341
111  48.08667100  011.28652650
111  48.08686444  011.28680213
111  48.08713247  011.28635554
111  48.08722103  011.28636252 102
111  48.08753334  011.28678468
111  48.08753800  011.28691726
111  48.08739350  011.28715451
111  48.08740049  011.28731501
111  48.08714978  011.28773013
111  48.08722998  011.28784005
111  48.08747973  011.28743712
111  48.08759394  011.28743363
111  48.08773610  011.28719987
111  48.08783399  011.28718940 102
111  48.08816961  011.28763250 102
112  48.08843530  011.28814190  48.08852604  011.28842072 102
111  48.08853785  011.28876295 102
111  48.08854420  011.29048747 102
111  48.08854484  011.29066099 102
111  48.08850056  011.29078311 102
111  48.08851454  011.29138671 102
112  48.08842365  011.29175655  48.08835515  011.29184770
112  48.08827480  011.29190682  48.08823131  011.29192635
111  48.08815096  011.29193449
111  48.08933493  011.29355343
111  48.08946312  011.29331617
111  48.08876392  011.29236365
111  48.08889211  011.29203568
111  48.08906458  011.29189960
111  48.08914010  011.29191723
111  48.08914409  011.29185876
111  48.08925866  011.29018058
111  48.08930800  011.29018535
111  48.08932233  011.28994704
111  48.08925964  011.28993596
111  48.08933862  011.28879118
111  48.08945804  011.28871333
111  48.08943685  011.28860664
111  48.08963524  011.28849994
111  48.08952725  011.28803100
111  48.08931673  011.28813483
111  48.08928605  011.28800252
111  48.08922099  011.28803100
111  48.08920953  011.28797323
111  48.08909766  011.28802905
111  48.08893548  011.28728729
111  48.08927932  011.28712047
111  48.08925934  011.28702921
111  48.08905119  011.28607847
111  48.08902940  011.28597897
111  48.08865212  011.28612672
111  48.08833352  011.28465219
111  48.08856683  011.28454480
111  48.08852110  011.28434354
111  48.08867157  011.28427437
111  48.08863388  011.28409526
111  48.08828897  011.28424556
112  48.08802946  011.28437883  48.08791908  011.28445806
111  48.08772619  011.28465746
111  48.08733429  011.28504710
111  48.08742801  011.28517024
111  48.08795372  011.28465867
111  48.08806676  011.28468020
111  48.08826052  011.28561197
112  48.08825256  011.28572159  48.08823459  011.28579252
111  48.08819685  011.28581453
112  48.08805995  011.28589794  48.08801584  011.28591017
111  48.08797615  011.28590596
111  48.08803441  011.28598391
111  48.08807490  011.28603810
112  48.08816820  011.28598978  48.08819924  011.28597755
112  48.08829555  011.28599803  48.08834456  011.28602249
111  48.08836877  011.28611242
111  48.08869351  011.28765189
112  48.08867759  011.28779249  48.08865269  011.28784081
112  48.08860926  011.28787906  48.08857606  011.28789977
112  48.08852979  011.28789825  48.08849751  011.28789963
111  48.08846561  011.28787425 102
112  48.08834619  011.28765222  48.08830958  011.28759741 102
111  48.08817476  011.28739558
111  48.08835775  011.28708128
111  48.08835004  011.28693999
111  48.08825181  011.28680158
111  48.08816513  011.28680735
111  48.08800911  011.28705533
111  48.08792244  011.28706110 102
111  48.08774523  011.28682177 102
111  48.08772019  011.28669489 102
111  48.08773945  011.28657667 102
111  48.08807490  011.28603810 102
111  48.08797615  011.28590596 102
111  48.08742801  011.28517024
111  48.08733429  011.28504710 102
112  48.08686779  011.28550060  48.08684625  011.28551616 102
111  48.08676591  011.28548391 102
111  48.08640296  011.28498348 102
111  48.08640137  011.28483812
111  48.08674840  011.28424476
111  48.08654942  011.28397310
111  48.08619443  011.28456408
111  48.08610051  011.28457361 102
111  48.08580442  011.28415897
111  48.08579805  011.28399455
111  48.08592381  011.28377531
111  48.08592222  011.28364187
111  48.08581556  011.28349651
111  48.08572801  011.28350604
111  48.08558156  011.28373957
111  48.08549719  011.28374672 102
111  48.08518359  011.28331779
111  48.08517563  011.28317958
111  48.08532527  011.28293175
111  48.08531525  011.28279633
111  48.08521225  011.28265772
111  48.08512469  011.28266248
111  48.08498461  011.28290554
111  48.08487955  011.28290316 102
111  48.08458187  011.28249330
111  48.08458028  011.28235986
111  48.08472036  011.28211680
111  48.08471399  011.28195477
111  48.08461530  011.28182847
111  48.08451183  011.28183800
111  48.08437174  011.28207867
111  48.08428419  011.28208582 102
111  48.08388264  011.28154765
111  48.08385111  011.28111635
111  48.08431999  011.28003806
111  48.08439039  011.27987617
111  48.08457305  011.28004055
111  48.08471137  011.27972472
111  48.08476416  011.27960418
111  48.08472450  011.27956541
111  48.08400245  011.27885952
111  48.08386061  011.27872085
111  48.08354104  011.27945163
111  48.08399346  011.27989051
111  48.08399781  011.28024857
111  48.08368790  011.28096503
111  48.08349594  011.28101883 102
111  48.08336442  011.28083908
111  48.08336278  011.28069724
111  48.08350165  011.28046369
111  48.08350247  011.28031940
111  48.08339464  011.28017878
111  48.08331132  011.28018367
111  48.08316428  011.28042211
111  48.08306462  011.28042945 102
111  48.08276319  011.28001126
111  48.08275993  011.27987309
111  48.08289880  011.27963465
111  48.08289961  011.27949159
111  48.08280322  011.27935097
111  48.08270683  011.27935464
111  48.08255326  011.27959185
111  48.08246422  011.27959796 102
111  48.08215299  011.27917978
111  48.08214890  011.27904161
111  48.08229349  011.27880195
111  48.08229186  011.27865889
111  48.08219220  011.27852439
111  48.08208437  011.27853295
111  48.08193488  011.27876894
111  48.08185074  011.27876649 102
111  48.08155013  011.27835076
111  48.08154114  011.27821870
111  48.08168818  011.27797416
111  48.08169472  011.27783476
111  48.08157382  011.27768070
111  48.08149458  011.27768437
111  48.08133039  011.27793992
111  48.08124462  011.27793870
112  48.08116468  011.27782430  48.08113179  011.27777900
112  48.08103664  011.27771148  48.08099059  011.27769178
111  48.08083209  011.27768338
112  48.07960468  011.27766652  48.07942266  011.27765501
112  48.07845596  011.27711545  48.07804033  011.27670137
111  48.07845596  011.27711545
112  48.07845596  011.27711545  48.07810544  011.27674271
111  48.07799287  011.27657828
111  48.07527223  011.27286805
112  48.07507086  011.27273592  48.07496899  011.27270270
112  48.07484839  011.27276110  48.07484858  011.27276098
111  48.07484839  011.27276110
112  48.07484839  011.27276110  48.07480592  011.27277713
111  48.07470060  011.27288322
111  48.07459930  011.27302616
111  48.07436631  011.27270562
111  48.07423751  011.27272295
111  48.07382652  011.27340302
111  48.07382491  011.27360567
111  48.07428404  011.27423003
113  48.07456372  011.27419515
111  48.08893168  011.29111965
111  48.08889316  011.29173384
111  48.08881418  011.29195876
112  48.08872617  011.29199824  48.08867398  011.29198034
111  48.08867935  011.29191550 102
111  48.08866972  011.29109947
114  48.08880840  011.29096394  48.08891930  011.29097371
111  48.08897334  011.29056344
112  48.08893988  011.29074282  48.08891220  011.29077819
112  48.08880670  011.29079034  48.08870884  011.29078872
112  48.08868877  011.29072080  48.08867310  011.29069053
111  48.08866569  011.29057496 102
111  48.08866515  011.29048558 102
111  48.08865544  011.28889009 102
112  48.08864420  011.28855619  48.08863629  011.28847037 102
111  48.08859391  011.28827602
112  48.08863493  011.28807261  48.08865702  011.28806066
112  48.08870415  011.28803806  48.08872747  011.28803163
111  48.08878875  011.28810331
111  48.08890412  011.28863679
112  48.08892719  011.28873679  48.08893134  011.28876717
113  48.08893488  011.28880566
111  48.08260949  011.28076699
111  48.08229165  011.28127832
112  48.08226194  011.28127721  48.08223744  011.28126276
112  48.08222853  011.28118940  48.08222630  011.28114716
111  48.08224487  011.28109269
114  48.08238893  011.28085036  48.08244760  011.28079589
111  48.08370293  011.28099970
111  48.08425578  011.27974446
111  48.08411989  011.27961233
111  48.08399346  011.27989051
111  48.08354104  011.27945163
111  48.08386061  011.27872085
111  48.08400245  011.27885952
111  48.08472450  011.27956541
111  48.08476416  011.27960418
111  48.08471137  011.27972472
111  48.08457305  011.28004055
111  48.08439039  011.27987617
111  48.08431999  011.28003806
111  48.08429759  011.28001568
111  48.08381791  011.28111793
111  48.08384811  011.28148303
113  48.08353684  011.28105186
110 2 0.00 0.0000 New Taxiway 32
111  48.08115184  011.27922129
112  48.08119565  011.27943037  48.08124908  011.27949469
111  48.08130794  011.27947136
111  48.08145582  011.27927868
111  48.08140080  011.27920327
111  48.08131628  011.27908744
113  48.08126138  011.27901220
110 2 0.00 0.0000 New Taxiway 32
111  48.08170106  011.28012481
112  48.08174488  011.28033390  48.08178939  011.28039137
111  48.08185717  011.28037489
111  48.08200505  011.28018221
111  48.08194307  011.28009727
111  48.08187187  011.27999969
113  48.08181061  011.27991573
110 2 0.00 0.0000 New Taxiway 32
111  48.08334357  011.28289212
112  48.08338739  011.28310121  48.08343800  011.28316260
111  48.08349967  011.28314220
111  48.08364755  011.28294952
111  48.08358867  011.28286882
111  48.08350568  011.28275509
113  48.08345311  011.28268304
110 2 0.00 0.0000 New Taxiway 32
111  48.08477314  011.28418709
112  48.08481696  011.28439617  48.08485811  011.28445469
111  48.08492924  011.28443717
111  48.08507713  011.28424449
111  48.08502044  011.28416679
111  48.08493581  011.28405080
113  48.08488269  011.28397801
110 2 0.00 0.0000 New Taxiway 32
111  48.08585257  011.28607961
112  48.08589639  011.28628869  48.08595251  011.28636149
111  48.08600868  011.28632969
111  48.08615656  011.28613700
111  48.08609817  011.28605697
111  48.08601887  011.28594830
113  48.08596212  011.28587053
110 2 0.00 0.0000 New Taxiway 32
111  48.08698295  011.28786070
111  48.08702676  011.28806979
111  48.08713905  011.28811078
111  48.08728693  011.28791810
111  48.08722998  011.28784005
111  48.08714978  011.28773013
113  48.08709249  011.28765162
130 Airport Boundary 1
111  48.07342717  011.27264191
111  48.07374584  011.27308084
111  48.07368964  011.27396771
111  48.07844334  011.28046041
111  48.07628553  011.28311760
112  48.07623938  011.28321352  48.07620946  011.28329096
111  48.07621375  011.28332863
111  48.07608812  011.29414141
111  48.07923813  011.29828067
111  48.07938962  011.29843416
111  48.07965532  011.29841672
111  48.07967396  011.29856672
111  48.08061788  011.29882487
111  48.08151285  011.29871324
111  48.08149187  011.29828067
111  48.08670787  011.29791437
111  48.08693768  011.30074533
111  48.08787099  011.30068505
111  48.08811789  011.30042029
111  48.08899692  011.30043602
111  48.08902844  011.29932455
111  48.08969284  011.29943685
111  48.08971485  011.29858006
111  48.08995825  011.29859316
111  48.09093884  011.29993273
111  48.09093709  011.29861149
111  48.09203607  011.29769200
112  48.09219428  011.29752016  48.09226169  011.29743365
111  48.09238351  011.29722293
111  48.09315333  011.29579659
111  48.09304373  011.29495106
111  48.09264800  011.29442674
112  48.09244287  011.29433175  48.09238123  011.29426254
111  48.09244287  011.29433175
112  48.09244287  011.29433175  48.09239086  011.29424524
111  48.09234273  011.29401819
111  48.09158686  011.29297966
111  48.09167834  011.29166479
111  48.09061472  011.29149984
111  48.09053420  011.29139833
111  48.09064650  011.29118581
111  48.09084354  011.29050700
111  48.09099821  011.28823267
112  48.09098762  011.28817558  48.09097614  011.28813515
111  48.09092194  011.28812800
111  48.09015918  011.28801698
111  48.09003205  011.28777591
111  48.09035505  011.28286747
111  48.09023717  011.28284889
111  48.09023096  011.28266313
111  48.08990214  011.28247273
111  48.08937478  011.28244951
111  48.08911731  011.28378698
111  48.08837901  011.28333651
111  48.08762345  011.28286903
111  48.08894300  011.27926774
112  48.08712459  011.27809943  48.08684482  011.27789003
112  48.08500848  011.27606411  48.08451388  011.27547331
111  48.08355215  011.27424551
111  48.08151650  011.27638930
111  48.08202061  011.27742678
111  48.07968613  011.27746754
112  48.07875052  011.27710043  48.07825592  011.27672656
111  48.07791938  011.27618273
111  48.07523064  011.27249844
111  48.07468109  011.27251203
111  48.07402253  011.27169636
111  48.07386248  011.27240367
113  48.07370488  011.27218878
120 Linear Feature 4
111  48.07489057  011.27295113 4
115  48.07484839  011.27276110
