I
1050 Generated by WorldEditor 2.3.0r2

1   1311 0 0 KAOV Ava Bill Martin Memorial
111  36.97190207 -092.68049822 1
115  36.97191913 -092.68051753
120 Linear Feature 21
111  36.97213781 -092.68077755 1
111  36.97215392 -092.68079577 1
115  36.97217098 -092.68081508
120 Linear Feature 20
111  36.97227684 -092.68085369 1
115  36.97224025 -092.68090275
120 Linear Feature 20
111  36.97172830 -092.68021856 1
111  36.97169638 -092.68025952 1
115  36.97167991 -092.68028068
120 Linear Feature 20
111  36.97183221 -092.68033963 1
115  36.97180110 -092.68038132
120 Linear Feature 20
111  36.97193299 -092.68045707 1
115  36.97190207 -092.68049822
120 Linear Feature 20
111  36.97218784 -092.68075033 1
115  36.97215392 -092.68079577
120 Linear Feature 19
111  36.97570448 -092.68578296 4
115  36.97576176 -092.68578838
120 Linear Feature 18
111  36.97554572 -092.68554348 4
115  36.97556058 -092.68561654
120 Linear Feature 17
111  36.97158940 -092.68103603 4
115  36.97167086 -092.68112821
120 Linear Feature 16
111  36.97152402 -092.68120962 1
112  36.97127383 -092.68121717  36.97113972 -092.68110742
111  36.97127383 -092.68121717 1
115  36.97086246 -092.68074567
120 Linear Feature 15
111  36.97193839 -092.68198166 1
111  36.97153640 -092.68152350
112  36.97153640 -092.68152350  36.97144138 -092.68136159 1
111  36.97152402 -092.68120962 1
115  36.97188880 -092.68075232
120 Linear Feature 12
111  36.97555315 -092.68604053 1
112  36.97560905 -092.68600179  36.97562627 -092.68598494
111  36.97560905 -092.68600179 1
111  36.97566207 -092.68594533
112  36.97566207 -092.68594533  36.97583520 -092.68573983 1
112  36.97548717 -092.68561679  36.97529563 -092.68576500
111  36.97548717 -092.68561679 1
111  36.97536001 -092.68574412
112  36.97536001 -092.68574412  36.97534298 -092.68575936 1
115  36.97531395 -092.68576484
21  36.97432517 -092.68437948 1 137.4900 3.00 New Light Fixture 1
1300  36.97164796 -092.67928881 -121.28 hangar props Hangar 6
1301 A none 
1300  36.97195414 -092.67970211 -152.65 hangar props Hangar 5-C
1301 A none 
1300  36.97200162 -092.67982083 -152.65 hangar props Hangar 5-B
1301 A none 
1300  36.97205390 -092.67994771 -152.65 hangar props Hangar 5-A
1301 A none 
1300  36.97212933 -092.68012009 -152.65 hangar props Hangar 5
1301 A none 
1300  36.97219151 -092.68027252 -152.65 hangar props Hangar 4
1301 A none 
1300  36.97226637 -092.68045451 -152.65 hangar props Hangar 3
1301 A none 
1300  36.97228456 -092.68083827 -132.89 hangar props Hangar 2
1301 A none 
1300  36.97238411 -092.68096030 -132.89 hangar props Hangar 1
1301 A none 
1300  36.97142727 -092.68004700 -44.34 tie_down helos Heli Stand
1301 A general_aviation 
1300  36.97169638 -092.68025952 -131.85 tie_down props Tie Down 4
1301 A general_aviation 
1300  36.97180110 -092.68038132 -131.85 tie_down props Tie Down 3
1301 A general_aviation 
1300  36.97190207 -092.68049822 -131.85 tie_down props Tie Down 2
1301 A general_aviation 
1300  36.97215392 -092.68079577 -131.85 tie_down props Tie Down 1
1301 A general_aviation 
18  36.96955076 -092.67682816 1 New Airport Beacon 8
19  36.97094215 -092.67975576 1 New Windsock 9
51 12270 Ava Bill Martin Unicom
56 12635 Springfield Departure
55 12635 Springfield Approach
99
