A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       35 1 0 LFAT Le Touquet Paris Plage
100   39.93   1   0 0.00 1 2 1 14   50.52398700  001.61246900    0.00    0.00 2 12 0 1 32   50.51256500  001.63136700  149.96    0.00 2  0 0 1
100   36.58   1   0 0.00 0 0 0 25   50.51474700  001.62720000  228.60    0.00 2  0 0 0 07   50.51212900  001.61987800    0.00    0.00 0  0 0 0
102 H1   50.51584300  001.61940200 270.31   13.11   13.11   1 0   0 0.00 1
21   50.51494800  001.62645800  2 313.50   3.00 32  PAPI-4L
110   1 0.00 133.50 Taxiway
112  50.51171700  001.63086800  50.51182000  001.63073800 
111  50.51191200  001.63062200 102 
112  50.51196500  001.63056500  50.51200000  001.63052700 102 
112  50.51204000  001.63055000  50.51205500  001.63057800 
111  50.51204000  001.63055000 
111  50.51213900  001.63040300 
112  50.51213900  001.63040300  50.51212500  001.63037700 102 
112  50.51225300  001.63018200  50.51234300  001.63006100 102 
111  50.51298000  001.62920400 102 
112  50.51301800  001.62916300  50.51304300  001.62913600 102 
112  50.51311800  001.62921100  50.51316000  001.62927000 102 
111  50.51318100  001.62930000 102 
111  50.51322500  001.62937200 102 
111  50.51330400  001.62948900 102 
112  50.51334600  001.62955500  50.51337300  001.62959800 102 
112  50.51337100  001.62964400  50.51336000  001.62966000 
111  50.51337100  001.62964400 
111  50.51367700  001.62987600 
111  50.51373300  001.62905500 
112  50.51373300  001.62905500  50.51358600  001.62929800 102 
112  50.51347200  001.62935300  50.51344500  001.62930900 102 
111  50.51343000  001.62928700 102 
111  50.51335100  001.62917200 102 
111  50.51330700  001.62909800 102 
111  50.51311400  001.62882600 102 
111  50.51306200  001.62874200 102 
111  50.51289100  001.62847600 102 
112  50.51280500  001.62832100  50.51274700  001.62821800 102 
112  50.51275900  001.62789100  50.51278600  001.62770800 102 
112  50.51370300  001.62155600  50.51373000  001.62137300 102 
112  50.51394100  001.62125100  50.51407200  001.62123100 102 
111  50.51423500  001.62120500 102 
111  50.51461300  001.62115200 102 
111  50.51484400  001.62111700 102 
111  50.51511900  001.62109300 102 
111  50.51523900  001.62107600 102 
111  50.51542000  001.62106400 102 
112  50.51551000  001.62105800  50.51557000  001.62105300 102 
112  50.51566600  001.62115800  50.51571000  001.62122900 102 
111  50.51573300  001.62126400 102 
112  50.51583500  001.62145200  50.51590300  001.62157700 102 
112  50.51604700  001.62180200  50.51612000  001.62191000 102 
111  50.51669200  001.62275900 102 
111  50.51676900  001.62286400 102 
112  50.51704600  001.62323700  50.51712200  001.62334000 102 
112  50.51694000  001.62375500  50.51679300  001.62399800 
111  50.51694000  001.62375500 
111  50.51745000  001.62364100 
111  50.51748400  001.62285500 
112  50.51748400  001.62285500  50.51733700  001.62309800 102 
112  50.51715000  001.62306500  50.51707400  001.62296200 102 
111  50.51686700  001.62268400 102 
111  50.51679400  001.62258300 102 
112  50.51647600  001.62211100  50.51640300  001.62200300 102 
112  50.51643700  001.62194900  50.51648400  001.62194900 102 
112  50.51664200  001.62172100  50.51673200  001.62157000 102 
111  50.51925400  001.61734100 102 
112  50.51983500  001.61635700  50.51992500  001.61620500 102 
112  50.52006300  001.61626900  50.52012500  001.61636200 102 
111  50.52015500  001.61640900 102 
111  50.52035400  001.61671700 102 
111  50.52061600  001.61711900 102 
112  50.52070300  001.61725600  50.52076000  001.61734700 102 
112  50.52056900  001.61775600  50.52042200  001.61799900 
111  50.52056900  001.61775600 
111  50.52107400  001.61765000 
111  50.52112100  001.61684500 
112  50.52112100  001.61684500  50.52097400  001.61708700 102 
112  50.52081600  001.61707400  50.52075900  001.61698500 102 
111  50.52073000  001.61693900 102 
111  50.52046800  001.61653500 102 
111  50.52026700  001.61622700 102 
112  50.52017400  001.61608500  50.52011200  001.61599000 102 
112  50.52021700  001.61571700  50.52030800  001.61556600 102 
112  50.52194900  001.61283100  50.52204000  001.61268000 102 
112  50.52210700  001.61258300  50.52212200  001.61256800 102 
112  50.52217900  001.61256500  50.52221300  001.61256800 102 
112  50.52235600  001.61261600  50.52244000  001.61264800 102 
111  50.52248200  001.61266400 102 
111  50.52291300  001.61285800 102 
111  50.52307100  001.61291500 102 
112  50.52314700  001.61294900  50.52319800  001.61297200 102 
112  50.52333200  001.61300500  50.52340500  001.61302000 102 
112  50.52322100  001.61339100  50.52307400  001.61363300 
111  50.52322100  001.61339100 
111  50.52382400  001.61312600 
111  50.52372000  001.61256800 
112  50.52372000  001.61256800  50.52362800  001.61272100 102 
112  50.52342000  001.61276300  50.52331100  001.61274000 102 
112  50.52318400  001.61269700  50.52313500  001.61267600 102 
111  50.52311100  001.61266500 102 
111  50.52295500  001.61260800 102 
111  50.52252400  001.61241400 102 
114  50.52238900  001.61236200  50.52229900  001.61232700 102 
110   2 0.00 133.50 Taxiway
111  50.51572400  001.62042900 
111  50.51572400  001.62045000 
111  50.51572600  001.62062200 
111  50.51586200  001.62053400 102 
111  50.51586200  001.62031700 102 
111  50.51586200  001.62010300 102 
111  50.51586100  001.61995300 
111  50.51586000  001.61980200 
111  50.51572400  001.61997400 
111  50.51572400  001.61999700 102 
111  50.51572400  001.62001900 
111  50.51572400  001.62019100 
111  50.51572400  001.62021300 
111  50.51572400  001.62023500 
113  50.51572400  001.62040700 
110  15 0.00 133.50 Apron path
111  50.51573000  001.62081500 
111  50.51580600  001.62115900 
111  50.51600000  001.62127700 
112  50.51600000  001.62127700  50.51591500  001.62112000 102 
112  50.51586800  001.62082600  50.51586500  001.62068300 102 
111  50.51586200  001.62053400 102 
111  50.51572400  001.62042900 
112  50.51572400  001.62042900  50.51572400  001.62044300 
112  50.51571300  001.62045000  50.51570600  001.62045000 
112  50.51571500  001.62062200  50.51572200  001.62062200 
114  50.51572800  001.62071900  50.51572900  001.62078400 
110   2 0.00 133.50 Apron
111  50.51598000  001.61920200 
111  50.51690700  001.61903600 
111  50.51688900  001.61871900 
111  50.51392900  001.61918700 
111  50.51392900  001.61950800 
111  50.51387000  001.61967000 
111  50.51379000  001.61979900 
111  50.51365600  001.61988600 
111  50.51351200  001.61989500 
111  50.51337700  001.61978700 
111  50.51324000  001.61952900 
111  50.51360800  001.62062600 
111  50.51367400  001.62169600 
111  50.51379200  001.62144900 
111  50.51390700  001.62139900 
111  50.51558200  001.62114500 
111  50.51635900  001.62225400 
111  50.51616800  001.62156200 
111  50.51611200  001.62145300 
113  50.51609100  001.62127200 
110   1 0.00 133.50 Apron
111  50.51199400  001.63052500 
111  50.51263000  001.63147100 
111  50.51268900  001.63076300 
111  50.51263000  001.63083800 
111  50.51256700  001.63086300 
111  50.51249900  001.63085600 
111  50.51238900  001.63074000 
111  50.51223700  001.63049500 
111  50.51220200  001.63037100 
111  50.51221000  001.63028800 
113  50.51224300  001.63019400 
110   2 0.00 133.50 Apron
111  50.51166500  001.63094000 
111  50.51192800  001.63060800 
111  50.51229100  001.63012700 
111  50.51199400  001.63016200 
111  50.51192800  001.63018100 
111  50.51184400  001.63017900 
111  50.51176700  001.63009600 
111  50.51161900  001.62983200 
111  50.51108500  001.63052100 
113  50.51144700  001.63123300 
110   1 0.00 133.50 Apron
111  50.52474200  001.61162900 
111  50.52552200  001.61036300 
111  50.52564000  001.61031300 
111  50.52579200  001.61030600 
111  50.52588400  001.61027800 
111  50.52594300  001.61021900 
111  50.52598400  001.61013700 
111  50.52594500  001.60962500 
111  50.52569100  001.60925200 
111  50.52384000  001.61229900 
111  50.52410000  001.61269500 
111  50.52423800  001.61246100 
111  50.52440500  001.61236500 
111  50.52449500  001.61232400 
111  50.52456100  001.61226900 
111  50.52463400  001.61215100 
111  50.52470700  001.61203900 
111  50.52477100  001.61187600 
113  50.52477500  001.61173300 
110   1 0.00 133.50 Apron
111  50.51481400  001.62682100 
111  50.51458700  001.62729600 
111  50.51459900  001.62734400 
111  50.51461100  001.62743000 
111  50.51461000  001.62752500 
111  50.51460800  001.62756300 
111  50.51460100  001.62761000 
111  50.51512900  001.62677800 
111  50.51497800  001.62689700 
113  50.51486500  001.62689200 
110   2 0.00 133.50 Apron
111  50.51669700  001.62162300 
111  50.51656500  001.62140400 
111  50.51645800  001.62152000 
111  50.51640400  001.62154900 
111  50.51634500  001.62156700 
111  50.51629700  001.62156500 
111  50.51623400  001.62156000 
111  50.51617700  001.62154300 
111  50.51609500  001.62147600 
111  50.51642800  001.62206900 
113  50.51651600  001.62193100 
110   2 0.00 133.50 Apron
111  50.51363000  001.62154900 
111  50.51351600  001.62165300 
111  50.51341000  001.62185000 
111  50.51329700  001.62195200 
111  50.51318500  001.62195200 
111  50.51303700  001.62183400 
111  50.51301500  001.62200100 
113  50.51339200  001.62298100 
110   2 0.00 133.50 Apron
111  50.51385100  001.62517900 
111  50.51337600  001.62376100 
111  50.51314900  001.62511100 
111  50.51324200  001.62479900 
111  50.51332700  001.62468900 
111  50.51345100  001.62462700 
111  50.51358600  001.62468300 
113  50.51369900  001.62481400 
110   2 0.00 133.50 Apron
111  50.51325100  001.62350000 
111  50.51273800  001.62197800 
111  50.51288500  001.62256800 
111  50.51300600  001.62310000 
111  50.51305300  001.62351500 
111  50.51308300  001.62388900 
111  50.51307300  001.62430900 
113  50.51305300  001.62497400 
110   2 0.00 133.50 Apron
111  50.51284500  001.62937200 
111  50.51294900  001.62928300 
111  50.51299600  001.62925600 
111  50.51305200  001.62925400 
111  50.51310800  001.62928100 
111  50.51336400  001.62965300 
111  50.51389500  001.62882000 
111  50.51366600  001.62891800 
111  50.51347800  001.62890300 
111  50.51332000  001.62886900 
111  50.51314400  001.62881900 
111  50.51304200  001.62871900 
111  50.51305100  001.62882700 
111  50.51260300  001.62835200 
111  50.51273300  001.62870700 
111  50.51279200  001.62889800 
111  50.51279600  001.62898600 
111  50.51277600  001.62909200 
113  50.51273300  001.62918100 
110   2 0.00 133.50 Apron
111  50.51342100  001.62319000 
111  50.51382200  001.62405300 
111  50.51369800  001.62341500 
111  50.51365400  001.62308500 
111  50.51362900  001.62270600 
111  50.51361700  001.62239800 
113  50.51365600  001.62166900 
110   1 0.00 133.50 Apron
111  50.52598200  001.61014200 
111  50.52626100  001.60969600 
111  50.52660300  001.60912900 
111  50.52665700  001.60898200 
111  50.52667500  001.60887300 
111  50.52667200  001.60877800 
111  50.52663100  001.60864900 
111  50.52652700  001.60847500 
111  50.52633900  001.60817600 
111  50.52571100  001.60921900 
111  50.52596500  001.60959500 
113  50.52594500  001.60962600 
110  14 0.00 133.50 Apron
111  50.52571100  001.60921900 
111  50.52569100  001.60925200 
111  50.52594500  001.60962500 
113  50.52596500  001.60959500 
120 Centreline for Path
111  50.51426400  001.61951300  51 
112  50.51430600  001.62026800  50.51431300  001.62038300  51 
112  50.51417900  001.62045200  50.51408800  001.62046100  51 
112  50.51416700  001.62045400  50.51407600  001.62046200  51 
112  50.51390600  001.62055800  50.51382400  001.62062000  51 
112  50.51383800  001.62061000  50.51375500  001.62067100  51 
112  50.51365200  001.62074100  50.51361100  001.62076700  51 
116  50.51363200  001.62095800  50.51365900  001.62107700 
120 Centreline for Path
111  50.51386500  001.62000100  51 
112  50.51397700  001.62031600  50.51401200  001.62041600  51 
116  50.51390600  001.62055800  50.51382400  001.62062000 
120 Centreline for Path
111  50.51350100  001.62007300  51 
112  50.51366200  001.62055000  50.51369700  001.62065100  51 
116  50.51383800  001.62061000  50.51392000  001.62054800 
120 Centreline for Closed
111  50.51263500  001.63124400  51 
112  50.51221400  001.63066000  50.51214500  001.63056500  51 
112  50.51206000  001.63042200  50.51202600  001.63035900  51 
116  50.51214400  001.63014400  50.51223400  001.63002200 
120 Centreline for Taxi T3
112  50.51387000  001.62110500  50.51373900  001.62112600  51 
112  50.51363200  001.62141100  50.51360500  001.62159500  51 
112  50.51266100  001.62792800  50.51263400  001.62811100  51 
112  50.51272300  001.62838800  50.51279200  001.62851000  51 
112  50.51291200  001.62870700  50.51296900  001.62879700  51 
112  50.51302500  001.62888500  50.51304300  001.62891400  51 
112  50.51314800  001.62906300  50.51321200  001.62915400  51 
112  50.51326600  001.62923600  50.51328100  001.62926000  51 
112  50.51332800  001.62933000  50.51335400  001.62936900  51 
112  50.51346600  001.62954400  50.51353100  001.62964700  51 
116  50.51378400  001.62933500  50.51393100  001.62909300 
120 Centreline for Taxi P2
112  50.52009000  001.61570200  50.51999900  001.61585300  51 
112  50.51981900  001.61615600  50.51973000  001.61630800  51 
112  50.51931700  001.61700700  50.51922700  001.61715900  51 
112  50.51904700  001.61746200  50.51895700  001.61761300  51 
112  50.51659900  001.62156600  50.51650900  001.62171700  51 
112  50.51630800  001.62179400  50.51620400  001.62179500  51 
116  50.51602300  001.62155900  50.51593800  001.62140100 
120 Centreline for Taxi P1
112  50.52007000  001.61610500  50.51999300  001.61598700  51 
112  50.52009000  001.61570200  50.52018000  001.61555100  51 
112  50.52183700  001.61279000  50.52192800  001.61263900  51 
112  50.52203900  001.61249700  50.52208300  001.61245200  51 
112  50.52217400  001.61243400  50.52221900  001.61243700  51 
112  50.52237300  001.61248900  50.52245900  001.61252200  51 
112  50.52266100  001.61261000  50.52276600  001.61265800  51 
112  50.52277600  001.61266200  50.52288100  001.61270900  51 
112  50.52301300  001.61276100  50.52306500  001.61278000  51 
112  50.52316600  001.61282300  50.52321500  001.61284500  51 
112  50.52340300  001.61289000  50.52351200  001.61291200  51 
112  50.52354500  001.61291900  50.52365400  001.61294200  51 
116  50.52348700  001.61331600  50.52334000  001.61355800 
120 Centreline for Taxi T4
112  50.51298600  001.62900900  50.51294200  001.62906300  51 
112  50.51278500  001.62927300  50.51269500  001.62939500  51 
112  50.51214400  001.63014400  50.51205400  001.63026600  51 
112  50.51193100  001.63041300  50.51187900  001.63047000  51 
116  50.51170200  001.63068800  50.51160200  001.63081500 
120 Centreline for Taxi
112  50.51298600  001.62900900  50.51303000  001.62895500  51 
116  50.51314800  001.62906300  50.51321200  001.62915400 
120 Centreline for Taxi T2
112  50.51755400  001.62310400  50.51740700  001.62334700  51 
112  50.51722000  001.62331400  50.51714300  001.62321100  51 
112  50.51693200  001.62292800  50.51685600  001.62282500  51 
112  50.51678000  001.62272300  50.51675600  001.62268800  51 
112  50.51663300  001.62250800  50.51656000  001.62240000  51 
112  50.51626200  001.62195800  50.51618900  001.62184900  51 
112  50.51602300  001.62155900  50.51593800  001.62140100  51 
112  50.51593500  001.62139500  50.51584900  001.62123800  51 
116  50.51572300  001.62102600  50.51566800  001.62093700 
120 Centreline for Path
112  50.51579300  001.61999500  50.51579200  001.61992400  51 
112  50.51574500  001.61988800  50.51571500  001.61988800  51 
112  50.51566500  001.61988800  50.51564200  001.61988800  51 
112  50.51563200  001.61978100  50.51563300  001.61970900  51 
112  50.51563600  001.61956500  50.51563600  001.61949300  51 
112  50.51563700  001.61934400  50.51563700  001.61926900  51 
112  50.51557900  001.61923300  50.51554000  001.61923500  51 
112  50.51546100  001.61923700  50.51542000  001.61923800  51 
112  50.51540000  001.61935200  50.51539900  001.61942800  51 
112  50.51540100  001.61956900  50.51540300  001.61963800  51 
112  50.51540600  001.61978100  50.51540700  001.61985400  51 
112  50.51535900  001.61989300  50.51532600  001.61989400  51 
112  50.51526600  001.61989700  50.51523700  001.61989900  51 
112  50.51522100  001.61979200  50.51522000  001.61972100  51 
112  50.51522000  001.61957800  50.51521900  001.61950600  51 
112  50.51521900  001.61935500  50.51521800  001.61927900  51 
112  50.51525700  001.61924100  50.51528400  001.61924100  51 
112  50.51534900  001.61923900  50.51538300  001.61923900  51 
116  50.51540000  001.61935200  50.51539900  001.61942800 
120 Centreline for Taxi
112  50.51579300  001.61999500  50.51579300  001.62006700  51 
112  50.51579300  001.62021000  50.51579300  001.62028100  51 
112  50.51579300  001.62042600  50.51579300  001.62049900  51 
116  50.51574800  001.62053600  50.51571700  001.62053600 
120 Centreline for Path
112  50.51579300  001.61999500  50.51579300  001.62006700  51 
112  50.51574700  001.62010500  50.51571500  001.62010500  51 
112  50.51566400  001.62010500  50.51564100  001.62010400  51 
112  50.51563000  001.61999600  50.51563100  001.61992400  51 
112  50.51557700  001.61988900  50.51554100  001.61988900  51 
112  50.51546600  001.61988900  50.51542700  001.61989000  51 
112  50.51540800  001.62000300  50.51540900  001.62007800  51 
112  50.51535800  001.62011800  50.51532300  001.62011900  51 
112  50.51526500  001.62012300  50.51523900  001.62012500  51 
112  50.51522400  001.62001300  50.51522300  001.61993800  51 
116  50.51522100  001.61979200  50.51522000  001.61972100 
120 Centreline for Path
112  50.51579300  001.62021000  50.51579300  001.62028100  51 
112  50.51574800  001.62031900  50.51571700  001.62032100  51 
112  50.51566600  001.62032300  50.51564300  001.62032400  51 
112  50.51563000  001.62021400  50.51562900  001.62014100  51 
112  50.51557500  001.62010900  50.51554000  001.62011200  51 
112  50.51546500  001.62011500  50.51542800  001.62011500  51 
112  50.51541000  001.62022500  50.51541000  001.62029800  51 
112  50.51536100  001.62033700  50.51532800  001.62033800  51 
112  50.51526900  001.62034100  50.51523900  001.62034200  51 
112  50.51522500  001.62023500  50.51522500  001.62016200  51 
116  50.51522400  001.62001300  50.51522300  001.61993800 
120 Centreline for Path
112  50.51532500  001.62091500  50.51538600  001.62091100  51 
112  50.51541500  001.62072900  50.51541400  001.62061000  51 
112  50.51541100  001.62044300  50.51541100  001.62037100  51 
112  50.51547000  001.62033300  50.51551000  001.62033200  51 
112  50.51558000  001.62032800  50.51561400  001.62032500  51 
112  50.51563100  001.62043300  50.51563200  001.62050600  51 
112  50.51563600  001.62071700  50.51563900  001.62083400  51 
116  50.51572300  001.62102600  50.51577800  001.62111500 
120 Centreline for Path
112  50.51521900  001.61935500  50.51521900  001.61943200  51 
112  50.51526400  001.61947000  50.51529400  001.61946900  51 
112  50.51535400  001.61946800  50.51538400  001.61946700  51 
112  50.51546100  001.61946400  50.51550100  001.61946200  51 
112  50.51558000  001.61945900  50.51561800  001.61945800  51 
116  50.51563700  001.61934400  50.51563700  001.61926900 
120 Centreline for Path
112  50.51522000  001.61957800  50.51522000  001.61964900  51 
112  50.51526600  001.61968300  50.51529700  001.61968100  51 
112  50.51535800  001.61967600  50.51538900  001.61967300  51 
112  50.51546500  001.61967100  50.51550700  001.61967000  51 
112  50.51558000  001.61967100  50.51561600  001.61967200  51 
116  50.51563600  001.61956500  50.51563600  001.61949300 
120 Centreline for Path
112  50.51522500  001.62023500  50.51522500  001.62030700  51 
112  50.51522600  001.62044800  50.51522700  001.62051700  51 
112  50.51523000  001.62073700  50.51523200  001.62086000  51 
116  50.51532500  001.62091500  50.51538600  001.62091100 
120 Centreline for Path
112  50.51517300  001.62092900  50.51513200  001.62093500  51 
112  50.51511300  001.62075300  50.51511400  001.62062900  51 
112  50.51511100  001.62045600  50.51510900  001.62038200  51 
112  50.51510800  001.62023300  50.51510900  001.62015800  51 
112  50.51510900  001.62000900  50.51510900  001.61993400  51 
112  50.51510700  001.61978700  50.51510600  001.61971400  51 
112  50.51510500  001.61957100  50.51510500  001.61950000  51 
112  50.51503200  001.61946600  50.51498300  001.61946700  51 
112  50.51489500  001.61946800  50.51485300  001.61946900  51 
112  50.51483200  001.61956900  50.51483200  001.61963500  51 
112  50.51483200  001.61978000  50.51483200  001.61985500  51 
112  50.51489600  001.61989400  50.51493900  001.61989500  51 
112  50.51503500  001.61989600  50.51508400  001.61989700  51 
116  50.51510700  001.61978700  50.51510600  001.61971400 
120 Centreline for Path
112  50.51510800  001.62023300  50.51510800  001.62030800  51 
112  50.51503900  001.62034800  50.51499300  001.62035100  51 
112  50.51490400  001.62035300  50.51486000  001.62035400  51 
112  50.51483700  001.62024000  50.51483600  001.62016400  51 
112  50.51483400  001.62000900  50.51483300  001.61993100  51 
112  50.51475000  001.61989400  50.51469600  001.61989500  51 
112  50.51463200  001.61989300  50.51460700  001.61989100  51 
112  50.51459500  001.61967900  50.51459500  001.61953800  51 
112  50.51464800  001.61946800  50.51468400  001.61946900  51 
112  50.51476700  001.61947000  50.51481000  001.61947000  51 
116  50.51489500  001.61946800  50.51493800  001.61946800 
120 Centreline for Path
112  50.51497500  001.62095000  50.51488300  001.62095800  51 
112  50.51483600  001.62076900  50.51483500  001.62064100  51 
112  50.51483700  001.62046500  50.51483700  001.62039100  51 
112  50.51475500  001.62035300  50.51470000  001.62035200  51 
112  50.51463400  001.62035100  50.51460800  001.62035100  51 
112  50.51459500  001.62013600  50.51459500  001.61999200  51 
112  50.51459500  001.62010500  50.51459500  001.61996200  51 
116  50.51459500  001.61967900  50.51459500  001.61953800 
120 Centreline for Taxi
112  50.51460100  001.62090600  50.51459900  001.62084500  51 
112  50.51449300  001.62067600  50.51442400  001.62058300  51 
112  50.51442100  001.62057900  50.51435100  001.62048600  51 
116  50.51430400  001.62022500  50.51429600  001.62008200 
120 Centreline for Path
112  50.51472000  001.62098000  50.51464300  001.62099100  51 
112  50.51460100  001.62090600  50.51459900  001.62084500  51 
112  50.51459700  001.62060000  50.51459600  001.62045600  51 
112  50.51459600  001.62056600  50.51459500  001.62042300  51 
116  50.51459500  001.62013600  50.51459500  001.61999200 
120 Centreline for Taxi
112  50.51363200  001.62095800  50.51365900  001.62107700  51 
112  50.51387000  001.62110500  50.51400100  001.62108500  51 
112  50.51402900  001.62108100  50.51416000  001.62106000  51 
112  50.51441500  001.62102400  50.51454100  001.62100600  51 
112  50.51472000  001.62098000  50.51479800  001.62096800  51 
112  50.51497500  001.62095000  50.51506600  001.62094200  51 
112  50.51517300  001.62092900  50.51521300  001.62092400  51 
112  50.51532500  001.62091500  50.51538600  001.62091100  51 
112  50.51552800  001.62090000  50.51560300  001.62089500  51 
112  50.51572300  001.62102600  50.51577800  001.62111500  51 
116  50.51580200  001.62094400  50.51579900  001.62080000 
120 Centreline for Path
112  50.51593500  001.62139500  50.51584900  001.62123800  51 
112  50.51580200  001.62094400  50.51579900  001.62080000  51 
112  50.51579700  001.62075100  50.51579400  001.62060800  51 
112  50.51574800  001.62053600  50.51571700  001.62053600  51 
112  50.51566700  001.62053900  50.51564400  001.62054100  51 
112  50.51558200  001.62054700  50.51554900  001.62055000  51 
112  50.51547300  001.62055100  50.51543300  001.62055000  51 
112  50.51536700  001.62055100  50.51533700  001.62055100  51 
112  50.51527500  001.62055100  50.51524300  001.62055200  51 
116  50.51522600  001.62044800  50.51522500  001.62037800 
120 Centreline for Taxi T1
112  50.51981900  001.61615600  50.51990900  001.61600400  51 
112  50.52007000  001.61610500  50.52014800  001.61622200  51 
112  50.52009500  001.61614100  50.52017200  001.61625900  51 
112  50.52031100  001.61647200  50.52037800  001.61657500  51 
112  50.52052700  001.61680400  50.52060400  001.61692300  51 
112  50.52055700  001.61685100  50.52063400  001.61697000  51 
112  50.52078700  001.61720900  50.52086400  001.61732900  51 
112  50.52084400  001.61729700  50.52092000  001.61741700  51 
116  50.52117900  001.61711400  50.52132600  001.61687200 
120 Centreline for Taxi join
112  50.51552800  001.62090000  50.51560300  001.62089500  51 
116  50.51563600  001.62071700  50.51563300  001.62060000 
120 Centreline for Taxi join
112  50.51193100  001.63041300  50.51198300  001.63035600  51 
116  50.51206000  001.63042200  50.51209400  001.63048500 
120 Centreline for Taxi join
112  50.51363200  001.62141100  50.51365900  001.62122800  51 
116  50.51363200  001.62095800  50.51360400  001.62083900 
120 Centreline for Taxi join
112  50.51541500  001.62072900  50.51541600  001.62084900  51 
116  50.51552800  001.62090000  50.51560300  001.62089500 
120 Centreline for Path
112  50.51534900  001.61923900  50.51538300  001.61923900  51 
116  50.51546100  001.61923700  50.51550100  001.61923600 
120 Centreline for Taxi T1
112  50.52073800  001.61784100  50.52088500  001.61759800  51 
116  50.52084400  001.61729700  50.52076700  001.61717700 
120 Centreline for Taxi T2
112  50.51711400  001.62383200  50.51726100  001.62358900  51 
116  50.51722000  001.62331400  50.51714300  001.62321100 
120 Centreline for Taxi join
112  50.51298600  001.62900900  50.51303000  001.62895500  51 
116  50.51302500  001.62888500  50.51300700  001.62885600 
120 Centreline for Taxi join
112  50.51630800  001.62179400  50.51620400  001.62179500  51 
116  50.51626200  001.62195800  50.51633500  001.62206600 
120 Centreline for Taxi join
112  50.51523000  001.62073700  50.51523200  001.62086000  51 
116  50.51517300  001.62092900  50.51513200  001.62093500 
120 Centreline for Path
112  50.51563600  001.61956500  50.51563600  001.61949300  51 
