I
1050 Generated by WorldEditor 2.2.0r2

1   5558 1 0 FAOR O. R. Tambo Intl
1302 city Jonhannesburg
111 -26.14373681  028.25961681
111 -26.14388439  028.25949930
111 -26.14401080  028.25939863
111 -26.14415422  028.25928443
111 -26.14503352  028.25858935
111 -26.14502603  028.25857806
112 -26.14502603  028.25857806 -26.14520171  028.25841965
111 -26.14511468  028.25820527
111 -26.14512667  028.25819909
111 -26.14505448  028.25799056
111 -26.14504449  028.25799470
112 -26.14504449  028.25799470 -26.14492944  028.25774336
111 -26.14471972  028.25782305
111 -26.14471251  028.25780904
111 -26.14451075  028.25790630
111 -26.14408332  028.25674245
111 -26.14431822  028.25663828
111 -26.14429928  028.25658840
111 -26.14439455  028.25654495
111 -26.14437879  028.25650258
111 -26.14440904  028.25648880
111 -26.14439353  028.25644689
111 -26.14442380  028.25643384
111 -26.14437664  028.25630731
111 -26.14441647  028.25629258
111 -26.14441253  028.25627818
111 -26.14460270  028.25622674
111 -26.14462733  028.25629266
111 -26.14465690  028.25627961
111 -26.14467332  028.25632125
111 -26.14470500  028.25630698
111 -26.14472123  028.25634866
111 -26.14475015  028.25633440
111 -26.14476809  028.25637637
111 -26.14485904  028.25633268
111 -26.14487812  028.25637842
111 -26.14518436  028.25623391
111 -26.14562026  028.25739366
111 -26.14536070  028.25751035
111 -26.14536625  028.25752575
112 -26.14536625  028.25752575 -26.14519873  028.25761712
112 -26.14532619  028.25799959 -26.14547090  028.25814673
111 -26.14532619  028.25799959
111 -26.14531609  028.25801157
111 -26.14547428  028.25815458
111 -26.14564085  028.25830373
111 -26.14565588  028.25832715
113 -26.14592568  028.25874743
111 -26.14384250  028.26015013
112 -26.14384250  028.26015013 -26.14370304  028.26004402
111 -26.14354638  028.26014350
111 -26.14333240  028.26031635
112 -26.14333240  028.26031635 -26.14320913  028.26046060
113 -26.14326671  028.26060875
111 -26.14509432  028.26024954
111 -26.14510445  028.26026556
111 -26.14572908  028.25976643
111 -26.14571888  028.25975118
111 -26.14588496  028.25961926
111 -26.14534870  028.25877931
111 -26.14522677  028.25887560
111 -26.14519974  028.25883187
111 -26.14511851  028.25889581
111 -26.14465879  028.25925764
111 -26.14456551  028.25933106
111 -26.14459470  028.25937475
111 -26.14442359  028.25951026
111 -26.14448178  028.25959965
111 -26.14442297  028.25964586
111 -26.14445067  028.25969003
111 -26.14441908  028.25971503
111 -26.14446628  028.25978946
111 -26.14443612  028.25981237
111 -26.14470141  028.26021805
111 -26.14472693  028.26019786
111 -26.14480048  028.26030889
111 -26.14482798  028.26028691
111 -26.14485274  028.26032438
111 -26.14487857  028.26030389
111 -26.14490262  028.26034175
111 -26.14496041  028.26029765
113 -26.14498429  028.26033381
111 -26.14774463  028.26143032
111 -26.14784549  028.26158051
111 -26.14795160  028.26165328
111 -26.14799455  028.26179608
111 -26.14821806  028.26211203
111 -26.14844789  028.26191617
111 -26.14815243  028.26149065
111 -26.14821303  028.26143999
112 -26.14821303  028.26143999 -26.14815294  028.26123953
112 -26.14779405  028.26131692 -26.14766299  028.26144232
113 -26.14779405  028.26131692
111 -26.14823902  028.26214467
111 -26.14838217  028.26235103
111 -26.14839281  028.26234307
111 -26.14843925  028.26236289
112 -26.14843925  028.26236289 -26.14863692  028.26236737
112 -26.14853404  028.26189523 -26.14836318  028.26175789
113 -26.14853404  028.26189523
110 2 0.00 0.0000 New Taxiway 53
111 -26.14732041  028.23024398
111 -26.14736867  028.23018692
111 -26.14738532  028.23010446
111 -26.14708083  028.22895339
111 -26.14753885  028.22864285
111 -26.14755004  028.22863526
111 -26.14757437  028.22862688
111 -26.14761647  028.22861238
111 -26.14782061  028.22854205
111 -26.14782624  028.22856390
111 -26.14817592  028.22992028
111 -26.14827130  028.22988990
111 -26.14885559  028.22970380
111 -26.14886924  028.22972022
111 -26.14887244  028.22973235
111 -26.14889129  028.22980367
111 -26.14892691  028.22993849
111 -26.14896476  028.23008174
111 -26.14901069  028.23025559
111 -26.14777697  028.23065936
111 -26.14747433  028.23045329
111 -26.14738425  028.23048301
111 -26.14737448  028.23045030
113 -26.14735254  028.23036659
110 2 0.00 0.0000 New Taxiway 24
111 -26.13798066  028.22973201
111 -26.13794331  028.22973558
111 -26.13793702  028.22966117
111 -26.13793340  028.22961838
111 -26.13789365  028.22962244
111 -26.13788006  028.22946343
111 -26.13795240  028.22945382
111 -26.13794868  028.22941426
111 -26.13801927  028.22940453
111 -26.13801634  028.22936349
111 -26.13812657  028.22935279
111 -26.13812763  028.22939060
111 -26.13816561  028.22938799
111 -26.13816656  028.22940737
111 -26.13816944  028.22946663
111 -26.13820684  028.22946437
111 -26.13821143  028.22954409
111 -26.13825349  028.22954092
111 -26.13828930  028.22993281
111 -26.13838084  028.22992581
111 -26.13838352  028.22996405
111 -26.13841345  028.22996114
111 -26.13842791  028.23010849
111 -26.13842880  028.23011750
111 -26.13839895  028.23012072
111 -26.13840296  028.23016096
111 -26.13831475  028.23017197
111 -26.13833283  028.23037242
111 -26.13842096  028.23036370
111 -26.13842472  028.23040354
111 -26.13845506  028.23040033
111 -26.13845914  028.23044648
111 -26.13846669  028.23053169
111 -26.13846930  028.23056119
111 -26.13843952  028.23056400
111 -26.13844255  028.23060401
111 -26.13835146  028.23061498
111 -26.13837365  028.23085495
111 -26.13846336  028.23084433
111 -26.13846715  028.23088479
111 -26.13849714  028.23088136
111 -26.13850063  028.23091602
111 -26.13850919  028.23100114
111 -26.13851331  028.23104216
111 -26.13848164  028.23104508
111 -26.13848511  028.23108485
111 -26.13839682  028.23109455
111 -26.13841838  028.23133394
111 -26.13850832  028.23132143
111 -26.13851331  028.23136276
111 -26.13854215  028.23135866
111 -26.13854468  028.23138137
111 -26.13855377  028.23146309
111 -26.13855972  028.23151657
111 -26.13852789  028.23152097
111 -26.13853158  028.23155792
111 -26.13844366  028.23156869
111 -26.13846338  028.23176527
111 -26.13855373  028.23175566
111 -26.13855694  028.23179719
111 -26.13858651  028.23179408
111 -26.13859110  028.23184063
111 -26.13859936  028.23192432
111 -26.13860208  028.23195189
111 -26.13857291  028.23195551
111 -26.13857639  028.23199406
111 -26.13848688  028.23200408
111 -26.13850997  028.23224389
111 -26.13859961  028.23223472
111 -26.13859997  028.23223869
111 -26.13860314  028.23227288
111 -26.13863498  028.23226957
111 -26.13863721  028.23230067
111 -26.13864322  028.23238442
111 -26.13864628  028.23242710
111 -26.13861806  028.23243090
111 -26.13862140  028.23247138
111 -26.13846372  028.23248808
111 -26.13846708  028.23253912
113 -26.13825072  028.23256269
110 2 0.00 0.0000 New Taxiway 3
111 -26.12457422  028.24817234
111 -26.12397280  028.24821679
111 -26.12389886  028.24705214
111 -26.12452407  028.24700125
111 -26.12452585  028.24702594
111 -26.12466162  028.24701463
111 -26.12465100  028.24681952
111 -26.12463289  028.24648694
111 -26.12459057  028.24648849
111 -26.12457927  028.24630833
111 -26.12453866  028.24630963
111 -26.12453636  028.24623927
111 -26.12445863  028.24624240
111 -26.12445678  028.24620755
111 -26.12426521  028.24622186
111 -26.12426345  028.24618291
111 -26.12367868  028.24623043
111 -26.12369310  028.24647531
111 -26.12285137  028.24655345
111 -26.12284641  028.24650421
111 -26.12261645  028.24652149
111 -26.12264562  028.24696191
111 -26.12122317  028.24707456
111 -26.12113300  028.24559250
111 -26.12274811  028.24546819
111 -26.12295169  028.24545265
111 -26.12448809  028.24532273
111 -26.12520381  028.24525636
111 -26.12531027  028.24538942
111 -26.12553037  028.24566451
111 -26.12554456  028.24588917
111 -26.12557759  028.24641188
111 -26.12561722  028.24703907
111 -26.12565054  028.24756635
111 -26.12568370  028.24809115
111 -26.12569786  028.24831523
111 -26.12467088  028.24839814
113 -26.12458353  028.24838054
110 1 0.00 0.0000 New Taxiway 2
111 -26.12458353  028.24838054
111 -26.12467088  028.24839814
111 -26.12569786  028.24831523
111 -26.12568370  028.24809115
111 -26.12565054  028.24756635
111 -26.12561722  028.24703907
111 -26.12557759  028.24641188
111 -26.12554456  028.24588917
111 -26.12553037  028.24566451
111 -26.12531027  028.24538942
111 -26.12520381  028.24525636
111 -26.12535284  028.24524405
111 -26.12563092  028.24562120
111 -26.12579438  028.24837702
113 -26.12459080  028.24847089
110 1 0.00 0.0000 New Taxiway 2
111 -26.12369310  028.24647531
111 -26.12367868  028.24623043
111 -26.12426345  028.24618291
111 -26.12426521  028.24622186
111 -26.12445678  028.24620755
111 -26.12445863  028.24624240
111 -26.12453636  028.24623927
111 -26.12453866  028.24630963
111 -26.12457927  028.24630833
111 -26.12459057  028.24648849
111 -26.12463289  028.24648694
111 -26.12465100  028.24681952
111 -26.12429774  028.24684433
113 -26.12372229  028.24688474
110 1 0.00 0.0000 New Taxiway 7
111 -26.14056968  028.22791103
111 -26.14066780  028.22809987
111 -26.14041790  028.22824417
111 -26.14021039  028.22837986
111 -26.13996201  028.22854226
111 -26.13955491  028.22880845
111 -26.13953293  028.22882190
111 -26.13951822  028.22879376
111 -26.13944634  028.22865034
111 -26.13987013  028.22837143
111 -26.13993515  028.22832864
111 -26.13995297  028.22831691
111 -26.14011809  028.22820824
111 -26.14045788  028.22798461
113 -26.14047364  028.22797424
110 2 0.00 0.0000 New Taxiway 5
111 -26.13758627  028.22774641
111 -26.13844179  028.22718629
111 -26.13842644  028.22715360
111 -26.13843024  028.22715109
111 -26.13846208  028.22713013
111 -26.13849338  028.22710951
111 -26.13928407  028.22658871
111 -26.13934896  028.22654596
111 -26.14036495  028.22587677
111 -26.14038515  028.22591664
111 -26.14040048  028.22594692
111 -26.14041978  028.22598422
111 -26.14057412  028.22628258
111 -26.14017993  028.22654017
111 -26.14053757  028.22722566
111 -26.14204995  028.22625345
111 -26.14217110  028.22647573
111 -26.14276476  028.22608612
111 -26.14308724  028.22587447
111 -26.14340719  028.22566450
111 -26.14352804  028.22558519
111 -26.14427807  028.22698337
111 -26.14407491  028.22711628
111 -26.14383078  028.22727600
111 -26.14351331  028.22748370
111 -26.14252349  028.22813127
111 -26.14238331  028.22822299
111 -26.14220142  028.22834198
111 -26.14183640  028.22858079
111 -26.14149752  028.22880250
111 -26.14152573  028.22885704
111 -26.14145965  028.22890152
111 -26.14147841  028.22893701
111 -26.14143538  028.22896647
111 -26.14146633  028.22902568
111 -26.14141385  028.22906072
111 -26.14205248  028.23025445
111 -26.14251046  028.22996029
111 -26.14202774  028.22903153
111 -26.14326511  028.22821766
111 -26.14374506  028.22912289
111 -26.14390432  028.22902250
111 -26.14342340  028.22811355
111 -26.14462199  028.22732519
111 -26.14513947  028.22827801
111 -26.14517181  028.22825673
111 -26.14519614  028.22824071
111 -26.14521828  028.22822614
111 -26.14567698  028.22792416
111 -26.14626876  028.22753456
111 -26.14646369  028.22740623
111 -26.14676943  028.22801944
111 -26.14697043  028.22788161
112 -26.14697043  028.22788161 -26.14711151  028.22776485
111 -26.14719443  028.22756617
111 -26.14813165  028.22457692
111 -26.14913456  028.22494917
111 -26.14847146  028.22704097
111 -26.14779321  028.22676696
111 -26.14769987  028.22682356
111 -26.14742886  028.22766584
112 -26.14742886  028.22766584 -26.14734544  028.22786789
112 -26.14711450  028.22809549 -26.14699312  028.22818525
111 -26.14711450  028.22809549
112 -26.14487955  028.22956452 -26.14487955  028.22956449
111 -26.14455482  028.22977796
111 -26.14423706  028.22998682
111 -26.14392050  028.23019490
111 -26.14361231  028.23039747
111 -26.14328409  028.23061320
111 -26.14306364  028.23075810
111 -26.14302530  028.23068450
111 -26.14294183  028.23073846
111 -26.14292476  028.23070706
111 -26.14281915  028.23077325
111 -26.14280097  028.23074123
111 -26.14266674  028.23083013
111 -26.14264752  028.23079661
111 -26.14261270  028.23082025
111 -26.14258743  028.23083520
111 -26.14254561  028.23085996
111 -26.14252766  028.23083056
111 -26.14252032  028.23083443
111 -26.14248532  028.23085289
111 -26.14243647  028.23087865
111 -26.14241722  028.23084930
111 -26.14228168  028.23093154
111 -26.14226670  028.23090255
111 -26.14216056  028.23096594
111 -26.14214354  028.23093839
111 -26.14203196  028.23101311
111 -26.14201374  028.23097847
111 -26.14187526  028.23106283
111 -26.14185808  028.23103185
111 -26.14175609  028.23109533
111 -26.14173888  028.23106375
111 -26.14163093  028.23113172
111 -26.14161290  028.23109918
111 -26.14150967  028.23116478
111 -26.14149185  028.23113218
111 -26.14134511  028.23121715
111 -26.14133005  028.23118930
111 -26.14122629  028.23125280
111 -26.14120832  028.23122057
111 -26.14107483  028.23130407
111 -26.14105703  028.23127322
111 -26.14094938  028.23134389
111 -26.14092947  028.23131571
111 -26.14087107  028.23135433
111 -26.14053441  028.23157343
111 -26.14046706  028.23161726
111 -26.14014510  028.23182679
111 -26.14000844  028.23191573
111 -26.13955227  028.23106129
111 -26.13951059  028.23108861
111 -26.13948125  028.23103622
111 -26.13941985  028.23107165
111 -26.13910439  028.23058869
111 -26.13970439  028.22982262
112 -26.13970439  028.22982262 -26.13971982  028.22979806
111 -26.13968965  028.22981354
111 -26.13966186  028.22976274
111 -26.13972700  028.22972201
111 -26.13984042  028.22960609
111 -26.13999828  028.22944475
111 -26.14077727  028.22894335
111 -26.14149235  028.23028109
111 -26.14071637  028.23078717
111 -26.14076616  028.23089111
111 -26.14104295  028.23098001
111 -26.14175826  028.23050939
111 -26.14182024  028.23025914
111 -26.14066780  028.22809987
111 -26.14056968  028.22791103
111 -26.14047364  028.22797424
111 -26.14045788  028.22798461
111 -26.14011809  028.22820824
111 -26.13995297  028.22831691
111 -26.13993515  028.22832864
111 -26.13987013  028.22837143
111 -26.13944634  028.22865034
111 -26.13951822  028.22879376
111 -26.13843385  028.22948092
111 -26.13808238  028.22882680
111 -26.13821603  028.22874404
111 -26.13789989  028.22815456
111 -26.13793520  028.22813092
111 -26.13788474  028.22803829
111 -26.13773330  028.22813811
111 -26.13789088  028.22849602
111 -26.13802202  028.22874633
111 -26.13796724  028.22875931
111 -26.13791778  028.22876846
111 -26.13795501  028.22899348
111 -26.13768512  028.22905203
111 -26.13761497  028.22864620
111 -26.13759971  028.22864956
111 -26.13756577  028.22865704
111 -26.13733335  028.22870825
111 -26.13725640  028.22872520
111 -26.13720816  028.22873583
111 -26.13707120  028.22876601
111 -26.13705054  028.22862950
111 -26.13691260  028.22865682
111 -26.13689065  028.22852111
111 -26.13679034  028.22854479
111 -26.13658037  028.22728053
111 -26.13643118  028.22730955
111 -26.13662564  028.22847718
111 -26.13633345  028.22853969
111 -26.13606489  028.22696145
111 -26.13617328  028.22693888
111 -26.13615999  028.22686043
111 -26.13636049  028.22681348
111 -26.13634607  028.22672707
111 -26.13633919  028.22668656
111 -26.13738329  028.22647819
111 -26.13737298  028.22641634
111 -26.13776225  028.22633412
111 -26.13794512  028.22740165
111 -26.13753685  028.22748216 20
113 -26.13755441  028.22758568 20
111 -26.13874477  028.22756333
111 -26.13907574  028.22818233
111 -26.13993856  028.22761867
111 -26.13996124  028.22760385
111 -26.13998526  028.22758816
111 -26.14029107  028.22738838
113 -26.13995711  028.22677205
110 2 0.00 0.0000 New Taxiway 21
111 -26.13689944  028.22926961
111 -26.13694380  028.22926481
111 -26.13698949  028.22974465
111 -26.13694205  028.22974990
111 -26.13716351  028.23206025
111 -26.13686217  028.23209640
111 -26.13685840  028.23205976
111 -26.13680627  028.23206527
111 -26.13679441  028.23194223
111 -26.13674903  028.23194767
111 -26.13674382  028.23186800
111 -26.13667494  028.23181550
111 -26.13675235  028.23171235
111 -26.13687659  028.23182196
111 -26.13685675  028.23157109
111 -26.13676496  028.23158138
111 -26.13675886  028.23151744
111 -26.13672172  028.23152101
111 -26.13671359  028.23142758
111 -26.13675409  028.23142321
111 -26.13674985  028.23137594
111 -26.13684230  028.23136319
111 -26.13682093  028.23116787
111 -26.13672996  028.23118000
111 -26.13672204  028.23110085
111 -26.13667101  028.23110598
111 -26.13666365  028.23102680
111 -26.13671627  028.23102106
111 -26.13671282  028.23098001
111 -26.13680079  028.23097041
111 -26.13677814  028.23073542
111 -26.13668604  028.23074506
111 -26.13668143  028.23070429
111 -26.13664027  028.23070941
111 -26.13663788  028.23068300
111 -26.13663340  028.23063353
111 -26.13662968  028.23059340
111 -26.13667169  028.23058899
111 -26.13666830  028.23054665
111 -26.13675319  028.23053777
111 -26.13673610  028.23034202
111 -26.13664644  028.23035137
111 -26.13663958  028.23027006
111 -26.13658972  028.23027589
111 -26.13658236  028.23019799
111 -26.13663237  028.23019238
111 -26.13662883  028.23015533
111 -26.13671767  028.23014526
111 -26.13669956  028.22993998
111 -26.13660803  028.22994847
111 -26.13660165  028.22986657
111 -26.13655172  028.22987177
111 -26.13654609  028.22979567
111 -26.13659610  028.22978997
111 -26.13659262  028.22974919
111 -26.13668221  028.22973933
111 -26.13666117  028.22949871
111 -26.13656950  028.22950765
111 -26.13656659  028.22946869
111 -26.13651803  028.22947260
111 -26.13651157  028.22939296
111 -26.13656058  028.22938832
111 -26.13655430  028.22930444
111 -26.13664111  028.22929689
111 -26.13662231  028.22910014
111 -26.13653297  028.22910877
111 -26.13652950  028.22906983
111 -26.13648328  028.22907486
111 -26.13647506  028.22899469
111 -26.13652232  028.22898926
111 -26.13651436  028.22890003
111 -26.13659748  028.22889065
111 -26.13659050  028.22881947
113 -26.13685384  028.22879057
110 2 0.00 0.0000 New Taxiway 26
111 -26.13693273  028.23442273
111 -26.13649261  028.23447099
111 -26.13649858  028.23454611
111 -26.13641998  028.23455600
111 -26.13638233  028.23456073
111 -26.13637402  028.23448534
111 -26.13587663  028.23454819
111 -26.13588403  028.23462376
111 -26.13568229  028.23464699
111 -26.13567479  028.23457109
111 -26.13522512  028.23462107
111 -26.13523137  028.23469720
111 -26.13504240  028.23472226
111 -26.13498076  028.23473043
111 -26.13497327  028.23465548
111 -26.13460488  028.23469823
111 -26.13461089  028.23477440
111 -26.13453221  028.23478380
111 -26.13452834  028.23474581
111 -26.13448675  028.23475178
111 -26.13448294  028.23471240
111 -26.13427544  028.23474059
111 -26.13416480  028.23475562
111 -26.13416951  028.23480941
111 -26.13411248  028.23481483
111 -26.13410632  028.23476267
111 -26.13362225  028.23481962
111 -26.13365089  028.23508388
111 -26.13159854  028.23532845
111 -26.13157064  028.23506398
111 -26.13129583  028.23509752
111 -26.13116212  028.23511383
111 -26.13067078  028.23517379 20
111 -26.13072736  028.23574025 20
111 -26.13078330  028.23630029
111 -26.13067163  028.23647861
111 -26.13035716  028.23651473
111 -26.13030529  028.23646395
111 -26.13028569  028.23648878
111 -26.13009116  028.23628826
111 -26.13003890  028.23629487
111 -26.13002716  028.23618319
111 -26.13001544  028.23607532
111 -26.12996066  028.23557151
111 -26.12994885  028.23546289
111 -26.12988222  028.23484999
111 -26.12987119  028.23474860
111 -26.12985954  028.23464140
111 -26.12974351  028.23357420
111 -26.12980743  028.23348785
111 -26.12987337  028.23339877
111 -26.12994083  028.23330763
111 -26.13005167  028.23315789
111 -26.13007084  028.23310136
111 -26.13082771  028.23302644
111 -26.13091501  028.23301780
111 -26.13094632  028.23301470
111 -26.13109278  028.23300020
111 -26.13129027  028.23328197
112 -26.13132371  028.23329532 -26.13133378  028.23329688
111 -26.13132371  028.23329532
112 -26.13132371  028.23329532 -26.13136481  028.23330170
111 -26.13138761  028.23326632
111 -26.13153302  028.23288657
111 -26.13168523  028.23286981
111 -26.13192370  028.23321343
112 -26.13192370  028.23321343 -26.13197899  028.23324702
111 -26.13201536  028.23319920
111 -26.13217007  028.23281103
111 -26.13232184  028.23279359
111 -26.13251230  028.23308086
111 -26.13255117  028.23313948
112 -26.13255117  028.23313948 -26.13260947  028.23318426
111 -26.13265142  028.23311968
111 -26.13278844  028.23278183
111 -26.13283984  028.23277561
111 -26.13287612  028.23277121
111 -26.13335901  028.23271270
111 -26.13344494  028.23270229
111 -26.13347831  028.23269825
111 -26.13403781  028.23263046
111 -26.13415979  028.23261568
111 -26.13463958  028.23255754
111 -26.13476154  028.23254277
111 -26.13524298  028.23248443
111 -26.13584512  028.23241147
111 -26.13596665  028.23239675
111 -26.13645006  028.23233818
111 -26.13656837  028.23232384
111 -26.13672520  028.23230484
111 -26.13683420  028.23341719
113 -26.13690616  028.23415165
110 2 0.00 0.0000 New Taxiway 36
111 -26.12837613  028.23235399
112 -26.12837613  028.23235399 -26.12837260  028.23226013 20
111 -26.12843787  028.23223338 20
111 -26.12905868  028.23215697
112 -26.12905868  028.23215697 -26.12914409  028.23216973 20
111 -26.12915885  028.23223885 20
111 -26.12922446  028.23292526 20
111 -26.12923395  028.23302452 20
111 -26.12924095  028.23309779 20
111 -26.12925124  028.23320547 20
111 -26.12930909  028.23381065 20
111 -26.12931793  028.23390311 20
111 -26.12932497  028.23397675 20
111 -26.12933513  028.23408310 20
111 -26.12939082  028.23466573 20
111 -26.12940012  028.23476304 20
111 -26.12940741  028.23483926 20
111 -26.12941800  028.23495010 20
111 -26.12947463  028.23554256 20
111 -26.12948419  028.23564254 20
111 -26.12949094  028.23571316 20
111 -26.12950138  028.23582232 20
111 -26.12955590  028.23639278 20
111 -26.12956604  028.23649881 20
111 -26.12957622  028.23660530 20
111 -26.12958762  028.23672459
111 -26.12949667  028.23683559
111 -26.12881716  028.23693312
111 -26.12879771  028.23674613 20
113 -26.12841403  028.23274882 20
110 2 0.00 0.0000 New Taxiway 40
111 -26.12741950  028.23352992
111 -26.12765592  028.23606878
111 -26.12790155  028.23700805
111 -26.12474038  028.23798854
111 -26.11440000  028.24119579
111 -26.11419741  028.24153075
111 -26.11407203  028.24156388
111 -26.11385293  028.24140909
111 -26.11366583  028.24065735 20
111 -26.11418502  028.24049672
112 -26.11418502  028.24049672 -26.11427903  028.24045992 20
111 -26.11430654  028.24039225
111 -26.11426505  028.24021024
111 -26.11452426  028.24013563 20
111 -26.11457034  028.24012121 20
111 -26.11473178  028.24007067 20
111 -26.11480157  028.24004883 20
111 -26.11525682  028.23990632 20
111 -26.11530228  028.23989224 20
111 -26.11541649  028.23985685 20
111 -26.11548115  028.23983682 20
111 -26.11565747  028.23978219 20
111 -26.11590999  028.23970395 20
111 -26.11613626  028.23963384 20
111 -26.11620345  028.23961303 20
