I
1050 Generated by WorldEditor

1    125 1 0 EGPC Wick
1302 city Wick
111  58.45304013 -003.09130248
112  58.45357088 -003.08977745  58.45361457 -003.08962535
111  58.45358582 -003.08951896
111  58.45342715 -003.08931305
111  58.45329096 -003.08958938
111  58.45305192 -003.08925169
112  58.45316879 -003.08896757  58.45318024 -003.08877420
111  58.45310345 -003.08871181
111  58.45321879 -003.08849857
111  58.45325834 -003.08856782
111  58.45338310 -003.08837185
111  58.45337001 -003.08829058
111  58.45362136 -003.08788043
111  58.45355336 -003.08774180
111  58.45360531 -003.08764228
111  58.45365312 -003.08758418
111  58.45371414 -003.08772941
111  58.45376730 -003.08763638
111  58.45376112 -003.08747443
111  58.45366263 -003.08725520
111  58.45388204 -003.08690437
112  58.45389458 -003.08670086  58.45387020 -003.08662685
111  58.45376535 -003.08668142
111  58.45364235 -003.08688240
111  58.45357793 -003.08672894
111  58.45364021 -003.08660281
111  58.45401056 -003.08654520
112  58.45434796 -003.08650583  58.45448679 -003.08646271
111  58.45464116 -003.08630424
111  58.45543797 -003.08555847
112  58.45546362 -003.08544458  58.45546753 -003.08534988
111  58.45546900 -003.08528731
111  58.45561567 -003.08565849
112  58.45552824 -003.08562751  58.45549150 -003.08562751
111  58.45545196 -003.08566761
111  58.45457575 -003.08649220
112  58.45433648 -003.08663451  58.45422604 -003.08667371
111  58.45404611 -003.08667209
111  58.45412718 -003.08692888
111  58.45407116 -003.08698878
111  58.45424431 -003.08735929
111  58.45433473 -003.08746448
111  58.45461051 -003.08771987
112  58.45471992 -003.08776480  58.45476946 -003.08775234
111  58.45481668 -003.08768007
111  58.45515952 -003.08714637
112  58.45526051 -003.08697439  58.45521605 -003.08705663
111  58.45537026 -003.08672910
111  58.45561668 -003.08596612
111  58.45565737 -003.08576403
111  58.45584493 -003.08623964
112  58.45572963 -003.08623636  58.45569530 -003.08626589
111  58.45564713 -003.08633713
112  58.45547754 -003.08685585  58.45544784 -003.08694318
111  58.45534732 -003.08715700
111  58.45458767 -003.08840841
112  58.45437289 -003.08894616  58.45432492 -003.08919069
111  58.45431012 -003.08963661
112  58.45393693 -003.09145984  58.45366023 -003.09222118
111  58.45321798 -003.09275781
112  58.45302075 -003.09298085  58.45295989 -003.09305840
111  58.45283609 -003.09327323
112  58.45285148 -003.09339327  58.45289673 -003.09343502
111  58.45298294 -003.09348728
112  58.45318805 -003.09346415  58.45329103 -003.09355362
111  58.45325232 -003.09381845
112  58.45311358 -003.09396754  58.45302932 -003.09396456
111  58.45296536 -003.09376500
112  58.45281396 -003.09364105  58.45273282 -003.09358737
111  58.45267883 -003.09377313
111  58.45252610 -003.09488364
112  58.45254857 -003.09503850  58.45260006 -003.09514020
111  58.45263710 -003.09514037
111  58.45306234 -003.09516592
111  58.45305388 -003.09544454
111  58.45257095 -003.09540587
112  58.45247607 -003.09551915  58.45247054 -003.09565123
112  58.45245604 -003.09660130  58.45247815 -003.09678093
111  58.45261643 -003.09682542
111  58.45624779 -003.09683302
111  58.45723365 -003.08974401
111  58.45754714 -003.09054008
111  58.45666928 -003.09685571
111  58.46005143 -003.09688928
111  58.46037124 -003.09769820
111  58.45657103 -003.09762651
111  58.45601199 -003.10170151
112  58.45585511 -003.10185174  58.45582501 -003.10206912
111  58.45566537 -003.10322621
112  58.45583357 -003.10353260  58.45603091 -003.10342391
111  58.45583357 -003.10353260
112  58.45583357 -003.10353260  58.45587473 -003.10350993
111  58.45683074 -003.10317483
111  58.45713679 -003.10302193
112  58.45775711 -003.10268714  58.45804476 -003.10251451
111  58.45834127 -003.10224317
111  58.45856887 -003.10203411
111  58.45898414 -003.10168335
111  58.45923367 -003.10146179
111  58.46105361 -003.09980023
111  58.46110137 -003.09957777
111  58.46125673 -003.09993832
111  58.46112433 -003.09996684
111  58.45995230 -003.10107776
112  58.45989911 -003.10121011  58.45990082 -003.10130527
111  58.45996215 -003.10135517
111  58.46008875 -003.10158863
111  58.46161710 -003.10547091
112  58.46246457 -003.10626322  58.46292193 -003.10630166
111  58.46328861 -003.10581300
112  58.46336889 -003.10555832  58.46338606 -003.10540081
111  58.46336024 -003.10528160
111  58.46355076 -003.10574053
111  58.46327299 -003.10611433
112  58.46240565 -003.10650744  58.46186794 -003.10642986
111  58.46155933 -003.10569891
111  58.45997669 -003.10170330
112  58.45974663 -003.10144468  58.45964602 -003.10141796
111  58.45948992 -003.10149545
111  58.45824027 -003.10260891
114  58.45691694 -003.10338416  58.45662338 -003.10351012
111  58.45614996 -003.09761646
111  58.45271315 -003.09758440
112  58.45257494 -003.09786297  58.45258249 -003.09813723
112  58.45291329 -003.09960080  58.45308920 -003.10031646
111  58.45347622 -003.10078512
111  58.45494425 -003.10340527
112  58.45523859 -003.10367034  58.45539851 -003.10368225
111  58.45547341 -003.10354682
112  58.45571690 -003.10180893  58.45573766 -003.10158265
113  58.45562124 -003.10153466
111  58.45297405 -003.09205868
112  58.45298264 -003.09240642  58.45304432 -003.09252868
111  58.45313368 -003.09247859
112  58.45386245 -003.09119487  58.45411603 -003.09037834
111  58.45417771 -003.08968844
112  58.45411831 -003.08938715  58.45406120 -003.08929982
111  58.45393327 -003.08940899
111  58.45370710 -003.08974957
113  58.45302402 -003.09170574
111  58.45365226 -003.08902700
111  58.45355828 -003.08885292
112  58.45350306 -003.08898070  58.45349505 -003.08908088
111  58.45355053 -003.08917144
111  58.45368230 -003.08931403
112  58.45379953 -003.08931589  58.45384102 -003.08926997
111  58.45386444 -003.08922885
111  58.45445061 -003.08829922
112  58.45451068 -003.08803440  58.45448666 -003.08792421
111  58.45446320 -003.08789551
112  58.45431594 -003.08777884  58.45426829 -003.08772825
111  58.45420839 -003.08781588
111  58.45428590 -003.08800477
111  58.45425102 -003.08807144
111  58.45427427 -003.08812144
111  58.45369974 -003.08905848
113  58.45367648 -003.08898996
111  58.45389663 -003.08725912
111  58.45397801 -003.08746468
112  58.45409718 -003.08744431  58.45413691 -003.08736653
111  58.45412528 -003.08727764
111  58.45403808 -003.08709801
114  58.45397995 -003.08712764  58.45394895 -003.08717764
130 Airport Boundary 1
111  58.46557152 -003.10354407
111  58.46236173 -003.10825079
111  58.45982248 -003.10232537
111  58.45557940 -003.10614870
111  58.44955555 -003.09635815
111  58.45036957 -003.09444587
111  58.45042168 -003.09413331
111  58.45039161 -003.09368725
111  58.44916681 -003.08891965
111  58.45099885 -003.08719124
111  58.45393456 -003.08455891
111  58.45271038 -003.07993072
111  58.45546840 -003.07753593
111  58.45693790 -003.08172263
111  58.45840446 -003.08047646
111  58.45953668 -003.08518197
111  58.46120753 -003.08379529
111  58.46209791 -003.08734587
111  58.46268051 -003.08761903
111  58.46405457 -003.08635832
111  58.46649489 -003.09619206
113  58.46372479 -003.09875564
120 Linear Feature 194
111  58.45403600 -003.08011904 54
115  58.45414354 -003.08037645
120 Linear Feature 193
111  58.45635214 -003.08371191 54
115  58.45643867 -003.08387731
120 Linear Feature 192
111  58.46387857 -003.10489775 54
115  58.46396868 -003.10512004
120 Linear Feature 191
111  58.46345120 -003.10586700 54
115  58.46335875 -003.10562902
120 Linear Feature 190
111  58.46172739 -003.09925332 51
111  58.46172094 -003.09924423 51
111  58.46172535 -003.09921567 51
111  58.46171415 -003.09922930 51
111  58.46170701 -003.09922151 51
111  58.46172637 -003.09919554 51
111  58.46173248 -003.09914231 51
111  58.46174233 -003.09915139 51
111  58.46173995 -003.09917347 51
111  58.46174776 -003.09915854 51
111  58.46175659 -003.09916957 51
113  58.46173995 -003.09919944 51
120 Linear Feature 189
111  58.46105886 -003.09994727 51
111  58.46105608 -003.09993015 51
111  58.46104682 -003.09993311 51
111  58.46105454 -003.09991835 51
112  58.46105084 -003.09989947  58.46104929 -003.09990360 51
111  58.46102954 -003.09993429 51
111  58.46100206 -003.09993960 51
111  58.46100237 -003.09995848 51
111  58.46101688 -003.09995730 51
111  58.46100731 -003.09997383 51
111  58.46101472 -003.09999271 51
113  58.46103170 -003.09995199 51
120 Linear Feature 188
111  58.45415672 -003.08662519 51
111  58.45415659 -003.08661096 51
111  58.45414050 -003.08660197 51
111  58.45415505 -003.08658990 51
111  58.45415675 -003.08657576 51
111  58.45413195 -003.08659564 51
111  58.45410270 -003.08658431 51
111  58.45410363 -003.08659991 51
111  58.45411856 -003.08660583 51
111  58.45410321 -003.08662147 51
111  58.45410414 -003.08663707 51
113  58.45412886 -003.08661430 51
120 Linear Feature 188
111  58.45553685 -003.08554821 51
111  58.45553379 -003.08553522 51
111  58.45551715 -003.08553912 51
111  58.45552802 -003.08551705 51
111  58.45552666 -003.08550277 51
111  58.45550798 -003.08553977 51
111  58.45547878 -003.08555145 51
111  58.45548285 -003.08556508 51
111  58.45549780 -003.08555924 51
111  58.45548693 -003.08558520 51
111  58.45549100 -003.08559883 51
113  58.45550900 -003.08555924 51
120 Linear Feature 163
111  58.45821639 -003.08445386 20
111  58.45819854 -003.08442704 20
111  58.45812436 -003.08465520 20
111  58.45810767 -003.08438466 20
111  58.45808476 -003.08440102 20
111  58.45810354 -003.08471607 20
111  58.45801551 -003.08497669 20
111  58.45803395 -003.08499853 20
111  58.45810638 -003.08478532 20
111  58.45811786 -003.08503793 20
111  58.45814579 -003.08502546 20
113  58.45812594 -003.08472740 20
120 Linear Feature 163
111  58.45771136 -003.08817333 20
111  58.45769351 -003.08814651 20
111  58.45761932 -003.08837467 20
111  58.45760264 -003.08810413 20
111  58.45757973 -003.08812049 20
111  58.45759850 -003.08843554 20
111  58.45751048 -003.08869616 20
111  58.45752891 -003.08871800 20
111  58.45760135 -003.08850478 20
111  58.45761283 -003.08875740 20
111  58.45764076 -003.08874493 20
113  58.45762091 -003.08844687 20
120 Linear Feature 163
111  58.45738952 -003.09058671 20
111  58.45737167 -003.09055988 20
111  58.45729749 -003.09078805 20
111  58.45728080 -003.09051750 20
111  58.45725790 -003.09053387 20
111  58.45727667 -003.09084891 20
111  58.45718865 -003.09110953 20
111  58.45720708 -003.09113137 20
111  58.45727951 -003.09091816 20
111  58.45729099 -003.09117077 20
111  58.45731892 -003.09115830 20
113  58.45729907 -003.09086024 20
120 Linear Feature 163
111  58.45666663 -003.09583921 20
111  58.45664878 -003.09581239 20
111  58.45657460 -003.09604055 20
111  58.45655791 -003.09577001 20
111  58.45653501 -003.09578637 20
111  58.45655378 -003.09610142 20
111  58.45646576 -003.09636204 20
111  58.45648419 -003.09638388 20
111  58.45655662 -003.09617067 20
111  58.45656810 -003.09642328 20
111  58.45659603 -003.09641081 20
113  58.45657618 -003.09611275 20
120 Linear Feature 163
111  58.45596355 -003.10104425 20
111  58.45594570 -003.10101742 20
111  58.45587151 -003.10124559 20
111  58.45585483 -003.10097504 20
111  58.45583192 -003.10099141 20
111  58.45585070 -003.10130645 20
111  58.45576267 -003.10156707 20
111  58.45578111 -003.10158891 20
111  58.45585354 -003.10137570 20
111  58.45586502 -003.10162831 20
111  58.45589295 -003.10161584 20
113  58.45587310 -003.10131778 20
120 Linear Feature 163
111  58.45308015 -003.09733643 20
111  58.45308995 -003.09729727 20
111  58.45295726 -003.09720874 20
111  58.45309173 -003.09711852 20
111  58.45307837 -003.09707936 20
111  58.45292164 -003.09718321 20
111  58.45276936 -003.09707596 20
111  58.45276223 -003.09711511 20
111  58.45288691 -003.09720364 20
111  58.45276045 -003.09728025 20
111  58.45277292 -003.09732962 20
113  58.45292075 -003.09722747 20
120 Linear Feature 163
111  58.45576736 -003.09734560 20
111  58.45577716 -003.09730645 20
111  58.45564447 -003.09721792 20
111  58.45577894 -003.09712769 20
111  58.45576558 -003.09708854 20
111  58.45560885 -003.09719239 20
111  58.45545657 -003.09708513 20
111  58.45544944 -003.09712429 20
111  58.45557412 -003.09721281 20
111  58.45544766 -003.09728942 20
111  58.45546013 -003.09733879 20
113  58.45560796 -003.09723665 20
120 Linear Feature 163
111  58.45737551 -003.09735342 20
111  58.45738531 -003.09731427 20
111  58.45725262 -003.09722574 20
111  58.45738709 -003.09713551 20
111  58.45737373 -003.09709636 20
111  58.45721700 -003.09720021 20
111  58.45706471 -003.09709295 20
111  58.45705759 -003.09713211 20
111  58.45718227 -003.09722064 20
111  58.45705581 -003.09729724 20
111  58.45706828 -003.09734661 20
113  58.45721611 -003.09724447 20
120 Linear Feature 163
111  58.46122130 -003.09740979 20
111  58.46123110 -003.09737063 20
111  58.46109841 -003.09728211 20
111  58.46123288 -003.09719188 20
111  58.46121952 -003.09715272 20
111  58.46106279 -003.09725657 20
111  58.46091051 -003.09714932 20
111  58.46090338 -003.09718848 20
111  58.46102806 -003.09727700 20
111  58.46090160 -003.09735361 20
111  58.46091407 -003.09740298 20
113  58.46106190 -003.09730084 20
120 Linear Feature 163
111  58.45998234 -003.09740391 20
111  58.45999213 -003.09736476 20
111  58.45985944 -003.09727623 20
111  58.45999391 -003.09718600 20
111  58.45998055 -003.09714685 20
111  58.45982382 -003.09725070 20
111  58.45967154 -003.09714344 20
111  58.45966441 -003.09718260 20
111  58.45978909 -003.09727112 20
111  58.45966263 -003.09734773 20
111  58.45967510 -003.09739710 20
113  58.45982293 -003.09729496 20
120 Linear Feature 187
111  58.45384072 -003.08953765 20
112  58.45369629 -003.08958448  58.45361762 -003.08955490 20
115  58.45359054 -003.08952286
120 Linear Feature 186
111  58.45339324 -003.08937251 20
112  58.45327976 -003.08897075  58.45326686 -003.08873413 20
115  58.45341000 -003.08850491
120 Linear Feature 185
111  58.45339582 -003.08829294 20
111  58.45351317 -003.08855174 20
111  58.45363568 -003.08851970 20
111  58.45378655 -003.08826336 20
115  58.45363697 -003.08790350
120 Linear Feature 184
111  58.45443226 -003.08786800 56
115  58.45450189 -003.08762152
120 Linear Feature 183
111  58.45384869 -003.08951030 56
115  58.45379252 -003.08932837
120 Linear Feature 182
111  58.45424200 -003.09014590 56
115  58.45412809 -003.09007730
120 Linear Feature 181
111  58.45322983 -003.09256435 51
112  58.45387755 -003.09138540  58.45412677 -003.09063119 51
112  58.45418934 -003.09011476  58.45423654 -003.08987659 51
115  58.45425518 -003.08945506
120 Linear Feature 180
111  58.45433568 -003.08861920 51
112  58.45428010 -003.08888741  58.45426141 -003.08901841 51
111  58.45425518 -003.08945506 51
112  58.45413680 -003.08917322  58.45407242 -003.08913353 51
115  58.45399772 -003.08914968
120 Linear Feature 179
111  58.45480545 -003.08786082 51
111  58.45433568 -003.08861920 51
111  58.45399772 -003.08914968 51
115  58.45382968 -003.08941312
120 Linear Feature 178
111  58.45564663 -003.08613367 51
112  58.45547641 -003.08663257  58.45540947 -003.08683598 51
111  58.45527781 -003.08710164 51
111  58.45480545 -003.08786082 51
112  58.45465508 -003.08790420  58.45460531 -003.08787796 51
115  58.45446784 -003.08775237
120 Linear Feature 177
111  58.45573174 -003.08596828 51
111  58.45564663 -003.08613367 51
115  58.45571188 -003.08590863
120 Linear Feature 176
111  58.45531753 -003.08719112 54
115  58.45523100 -003.08702030
120 Linear Feature 171
111  58.45257984 -003.09407444 51
111  58.45257035 -003.09407530 51
111  58.45257170 -003.09404593 51
111  58.45256176 -003.09407444 51
111  58.45255227 -003.09406234 51
111  58.45256854 -003.09401915 51
111  58.45256673 -003.09396818 51
111  58.45257803 -003.09396300 51
111  58.45257984 -003.09399669 51
111  58.45258888 -003.09397077 51
111  58.45259611 -003.09398546 51
113  58.45258029 -003.09402001 51
21  58.46208069 -003.09978180 2 127.0200 3.00 13  PAPI-4L
21  58.45583307 -003.08718984 2 307.0400 3.00 31  PAPI-4L
14  58.45362062 -003.08693720  49.21 0 ATC Tower
1300  58.45365570 -003.08813150  41.47 gate jets|turboprops GATE 01
1301 B airline 
1300  58.46502270 -003.10402815 213.95 tie_down props GA 3
1301 A general_aviation 
1300  58.45541007 -003.07830692 297.06 tie_down props GA 2
1301 A general_aviation 
1300  58.45309606 -003.09370916 152.15 tie_down props GA 1
1301 A general_aviation 
18  58.45882063 -003.10035191 1 BCN
19  58.46105993 -003.09534830 0 WS
19  58.45635512 -003.09045168 0 WS
54 11970 Wick Tower
55 11970 Wick Approach
99
