I
1050 Generated by WorldEditor 1.6.0r1

1     31 1 0 EGPE Inverness
1302 city Inverness
111  57.54186304 -004.06397145
111  57.54198008 -004.06396115
113  57.54198646 -004.06415303
110 2 0.00 185.4314 New Taxiway 24
111  57.54144197 -004.06553785
111  57.54094575 -004.06560878
111  57.54092485 -004.06513023
111  57.54141955 -004.06504896
111  57.54142602 -004.06518988
113  57.54143871 -004.06546667
110 2 0.00 182.7967 New Taxiway 24
111  57.54065030 -004.06570202
111  57.54014117 -004.06575503
111  57.54011816 -004.06524661
113  57.54062525 -004.06516903
110 1 0.00 94.3224 New Taxiway 23
111  57.54304941 -004.06482325
111  57.54257902 -004.06489431
111  57.54257312 -004.06476676
111  57.54255224 -004.06431587
111  57.54255099 -004.06428906
113  57.54302442 -004.06422780
110 1 0.00 2270.0000 New Taxiway 22
111  57.54275772 -004.06415659
111  57.54255589 -004.06418722
111  57.54255224 -004.06406470
113  57.54275133 -004.06403577
110 1 0.00 139.2200 SAR Hangar
111  57.53795556 -004.04853575
111  57.53769379 -004.04811562
111  57.53798238 -004.04751211
111  57.53809235 -004.04769091
113  57.53823445 -004.04792196
110 2 0.00 228.5900 SAR APRON
111  57.53827230 -004.04905494
111  57.53795261 -004.04854224
111  57.53795556 -004.04853575
111  57.53823445 -004.04792196
111  57.53809235 -004.04769091
111  57.53819145 -004.04746320
111  57.53835557 -004.04771607
111  57.53835883 -004.04771286
113  57.53866947 -004.04821095
110 2 0.00 229.5500 New Taxiway 35
111  57.54050815 -004.04275194
111  57.54040493 -004.04258622
111  57.54049379 -004.04239237
113  57.54059743 -004.04256204
110 2 0.00 138.4100 New Taxiway 34
111  57.54091338 -004.04259836
111  57.54069524 -004.04305790
111  57.54051224 -004.04275678
111  57.54060052 -004.04256781
113  57.54072773 -004.04229551
110 1 0.00 110.7300 New Taxiway 28
111  57.53953476 -004.04391193
111  57.53947560 -004.04381108
111  57.54112613 -004.04026162
111  57.54196033 -004.03850753
111  57.54274320 -004.03677811
111  57.54334511 -004.03550546
112  57.54361079 -004.03509299  57.54373546 -004.03497537
112  57.54419760 -004.03493579  57.54448166 -004.03502400
111  57.54477323 -004.03554742
111  57.54504664 -004.03593271
112  57.54509166 -004.03594949  57.54512323 -004.03593931
111  57.54513207 -004.03589660
111  57.54520137 -004.03573886
111  57.54520137 -004.03563460
111  57.54514740 -004.03555510
111  57.54517701 -004.03548368
111  57.54523392 -004.03557820
111  57.54529970 -004.03568745
111  57.54532695 -004.03573270
111  57.54529928 -004.03576329
112  57.54525400 -004.03575750  57.54522121 -004.03577107
111  57.54520728 -004.03581117
111  57.54515655 -004.03592946
112  57.54514367 -004.03602776  57.54514913 -004.03608206
111  57.54517427 -004.03611516
112  57.54535044 -004.03636520  57.54539172 -004.03642742
111  57.54548010 -004.03656699
111  57.54555717 -004.03668694
111  57.54563934 -004.03683030
111  57.54597886 -004.03728769
111  57.54641263 -004.03791316
111  57.54643972 -004.03789687
111  57.54659970 -004.03811679
111  57.54638465 -004.03858759
112  57.54637241 -004.03830088  57.54636280 -004.03820476
112  57.54632870 -004.03805489  57.54631122 -004.03795877
111  57.54631734 -004.03790827
111  57.54561799 -004.03690804
111  57.54553171 -004.03690871
111  57.54541028 -004.03673022
111  57.54534174 -004.03662948
111  57.54532882 -004.03667352
111  57.54521936 -004.03654803
111  57.54522762 -004.03646006
111  57.54515030 -004.03634277
111  57.54514505 -004.03620430
111  57.54509959 -004.03611959
111  57.54453071 -004.03530499
111  57.54449412 -004.03541034
112  57.54395524 -004.03512745  57.54365856 -004.03518920
111  57.54341376 -004.03562473
112  57.54242681 -004.03775820  57.54232160 -004.03800814
111  57.54166507 -004.03923494
111  57.54114806 -004.04034177
111  57.54115905 -004.04053153
111  57.54114409 -004.04055708
111  57.54119694 -004.04078235
111  57.54244885 -004.04718159
111  57.54213519 -004.04783249
111  57.54097334 -004.04174914
112  57.54082454 -004.04155886  57.54070951 -004.04152797
111  57.54082454 -004.04155886
112  57.54082454 -004.04155886  57.54082173 -004.04155810
112  57.54081598 -004.04155683  57.54081307 -004.04155623
111  57.54081598 -004.04155683
112  57.54081598 -004.04155683  57.54069405 -004.04153179
111  57.54063429 -004.04165337
111  57.54062589 -004.04159083
111  57.54057764 -004.04163187
111  57.54057846 -004.04171532
111  57.54047146 -004.04190882
112  57.54046485 -004.04195098  57.54046703 -004.04197405
111  57.54047903 -004.04198278
111  57.54054480 -004.04210097
111  57.54057255 -004.04204310
111  57.54072773 -004.04229551
111  57.54060052 -004.04256781
111  57.54059743 -004.04256204
111  57.54049379 -004.04239237
111  57.54040493 -004.04258622
111  57.54035569 -004.04251001
111  57.54052182 -004.04215614
111  57.54042989 -004.04200423
111  57.54032226 -004.04223105
111  57.54028953 -004.04221229
111  57.53980865 -004.04323021
113  57.53983509 -004.04327008
110 1 0.00 180.0000 New Taxiway 27
111  57.53954907 -004.04437951
111  57.53952557 -004.04441940
111  57.53949453 -004.04442196
111  57.53947118 -004.04437551
111  57.53947118 -004.04433106
111  57.53949516 -004.04428201
111  57.53952994 -004.04428551
113  57.53954913 -004.04431748
110 1 0.00 181.7100 New Taxiway 17
111  57.54192206 -004.04829745
111  57.54156962 -004.04907582
111  57.54154204 -004.04907701
111  57.53723822 -004.04926190
111  57.53705300 -004.04929306
111  57.53752165 -004.04829360
112  57.53755321 -004.04844715  57.53759462 -004.04853261
111  57.53762242 -004.04852914
111  57.53776561 -004.04854436
111  57.53781665 -004.04854591
111  57.53788766 -004.04865943
111  57.53794750 -004.04853404
111  57.53795261 -004.04854224
111  57.53827230 -004.04905494
111  57.53866947 -004.04821095
111  57.53868145 -004.04818549
111  57.53869098 -004.04816524
111  57.53884781 -004.04847058
113  57.54189760 -004.04829882
110 2 0.00 94.3511 New Taxiway 36
111  57.54192850 -004.06338787
111  57.54193847 -004.06358145
111  57.54196534 -004.06358118
111  57.54196695 -004.06362573
111  57.54181683 -004.06364104
113  57.54180714 -004.06339853
110 1 0.00 184.2837 New Taxiway 20
111  57.54076052 -004.06353561
111  57.54065057 -004.06355248
111  57.54064144 -004.06355388
111  57.54065608 -004.06371836
111  57.54056587 -004.06373861
111  57.54056834 -004.06381184
111  57.54007272 -004.06387452
111  57.54003467 -004.06313337
111  57.53898977 -004.06328989
111  57.53899408 -004.06340496
111  57.53856689 -004.06346461
111  57.53817155 -004.06396717
111  57.53792455 -004.06321891
111  57.53903520 -004.06303223
111  57.53903861 -004.06310813
111  57.54100717 -004.06279138
111  57.54096706 -004.06190922
111  57.54093748 -004.06125883 102
112  57.54109550 -004.06129803  57.54117320 -004.06133160 102
111  57.54124818 -004.06141483 102
111  57.54145832 -004.06159989 102
111  57.54162111 -004.06174769 102
111  57.54169240 -004.06181879
111  57.54237815 -004.06243996
111  57.54243426 -004.06243084
112  57.54251986 -004.06248106  57.54256856 -004.06250091
111  57.54260553 -004.06248491
111  57.54264669 -004.06253382
111  57.54340524 -004.06240329
112  57.54363328 -004.06224980  57.54374040 -004.06211679
111  57.54379189 -004.06198354
111  57.54391499 -004.06174707
111  57.54418153 -004.06115992
111  57.54417021 -004.06107504 102
111  57.54420275 -004.06099140 102
111  57.54446333 -004.06042315 102
112  57.54447833 -004.06024034  57.54447745 -004.06008722 102
111  57.54445332 -004.06001795
111  57.54257838 -004.05018518
111  57.54236431 -004.04905339
111  57.54205093 -004.04907605
111  57.54265884 -004.04776269
111  57.54265043 -004.04812553
111  57.54268214 -004.04826606
111  57.54795989 -004.04802025
112  57.54804877 -004.04759080  57.54809611 -004.04744081
112  57.54833421 -004.04688897  57.54840838 -004.04673605
111  57.54852685 -004.04662156
111  57.54881323 -004.04594768
111  57.54890819 -004.04565818
111  57.54945321 -004.04444909
112  57.54967647 -004.04351235  57.54967121 -004.04295846
112  57.54950443 -004.04261518  57.54946761 -004.04250980
111  57.54925958 -004.04216972
111  57.54783251 -004.04014738
111  57.54779747 -004.03996325
111  57.54707889 -004.03897647
111  57.54706585 -004.03900200
112  57.54688112 -004.03898343  57.54680726 -004.03899098
111  57.54669850 -004.03904544
111  57.54693090 -004.03852024
112  57.54693981 -004.03860984  57.54695196 -004.03866075
111  57.54697482 -004.03869571
111  57.54943208 -004.04212394
112  57.54978839 -004.04336247  57.54979496 -004.04413695
111  57.54956668 -004.04453511
111  57.54831098 -004.04725157
112  57.54815739 -004.04766458  57.54809427 -004.04789985
111  57.54806790 -004.04815841
111  57.54790193 -004.04927408
111  57.54757270 -004.05133123
111  57.54695854 -004.05288323
111  57.54678316 -004.05331395
112  57.54677938 -004.05337959  57.54678156 -004.05341760
111  57.54679398 -004.05344913
111  57.54701186 -004.05376223
111  57.54657553 -004.05483190
112  57.54647132 -004.05497711  57.54639159 -004.05505140
111  57.54634153 -004.05504799
111  57.54623771 -004.05504749
112  57.54612052 -004.05505950  57.54605863 -004.05508492
111  57.54602179 -004.05516084
111  57.54536430 -004.05677222
112  57.54527837 -004.05703714  57.54523815 -004.05720004
111  57.54520752 -004.05738421
111  57.54517873 -004.05759458
111  57.54513743 -004.05789642
111  57.54503858 -004.05862112
112  57.54495411 -004.05912146  57.54489769 -004.05941877 102
111  57.54478978 -004.06005563 102
112  57.54468725 -004.06057408  57.54464441 -004.06069625 102
111  57.54452781 -004.06093059 102
111  57.54436908 -004.06125576 102
111  57.54409795 -004.06181119 102
111  57.54397626 -004.06205613
111  57.54396823 -004.06210206
112  57.54384973 -004.06235563  57.54382462 -004.06240243
112  57.54369097 -004.06260196  57.54362083 -004.06268160
111  57.54348740 -004.06270697
111  57.54243350 -004.06287780
111  57.54247386 -004.06382658
111  57.54259648 -004.06381115
111  57.54247007 -004.06412419
111  57.54239884 -004.06430059
111  57.54236827 -004.06431265
111  57.54238315 -004.06465830
111  57.54249910 -004.06464776
111  57.54250183 -004.06472639
111  57.54244180 -004.06473294
111  57.54238987 -004.06474175
111  57.54240670 -004.06508255
111  57.54236119 -004.06508932
111  57.54234544 -004.06483065
111  57.54227065 -004.06473353
111  57.54190368 -004.06477749
112  57.54186227 -004.06499132  57.54186044 -004.06522444
111  57.54193207 -004.06528187
111  57.54193508 -004.06534208
111  57.54165979 -004.06538867
111  57.54162867 -004.06550056
111  57.54163299 -004.06562752
111  57.54158927 -004.06562859
112  57.54157474 -004.06550381  57.54155191 -004.06544085
111  57.54151312 -004.06545553
111  57.54143871 -004.06546667
111  57.54142602 -004.06518988
112  57.54153050 -004.06503707  57.54152958 -004.06485670
111  57.54145529 -004.06485591
111  57.54102628 -004.06491928
112  57.54094487 -004.06499990  57.54091637 -004.06507340
111  57.54092485 -004.06513023
111  57.54094575 -004.06560878
111  57.54094968 -004.06569887
111  57.54065233 -004.06574540
111  57.54065030 -004.06570202
111  57.54062525 -004.06516903
111  57.54062391 -004.06514051
111  57.54067564 -004.06506898
111  57.54067254 -004.06498473
112  57.54078143 -004.06490358  57.54082800 -004.06481510
111  57.54081366 -004.06473221
111  57.54132174 -004.06467499
111  57.54135793 -004.06459087
111  57.54129274 -004.06312640
112  57.54127494 -004.06307034  57.54126305 -004.06306213
112  57.54120840 -004.06305946  57.54113673 -004.06306419
112  57.54096840 -004.06300806  57.54093859 -004.06300806
111  57.54081592 -004.06302701
112  57.54076786 -004.06306658  57.54075518 -004.06310006
111  57.54075695 -004.06314854
113  57.54076808 -004.06339966
111  57.54279996 -004.04902584
111  57.54454621 -004.05816375
112  57.54484107 -004.05836985  57.54504148 -004.05828828
111  57.54506360 -004.05806797
111  57.54512859 -004.05757138
112  57.54522497 -004.05701701  57.54526431 -004.05688017
111  57.54537654 -004.05659001
111  57.54597444 -004.05510383
111  57.54670818 -004.05327084
112  57.54681597 -004.05305120  57.54684832 -004.05298929
112  57.54691547 -004.05285105  57.54697667 -004.05271746
111  57.54747372 -004.05125398
111  57.54779583 -004.04910247
111  57.54774981 -004.04886861
113  57.54762850 -004.04878286
112  57.54195358 -004.06248835  57.54191959 -004.06238261 102
111  57.54188703 -004.06237038 102
111  57.54189548 -004.06233447 102
111  57.54154561 -004.06202149 102
111  57.54118633 -004.06170008 102
112  57.54108580 -004.06170484  57.54102302 -004.06173684 102
111  57.54100114 -004.06180611
112  57.54108742 -004.06187275  57.54112457 -004.06194198
111  57.54112800 -004.06200996
111  57.54115054 -004.06267952
111  57.54119599 -004.06276646
113  57.54198814 -004.06266042 102
111  57.54218929 -004.06386867
111  57.54217454 -004.06348840
111  57.54215447 -004.06297106
112  57.54212458 -004.06287757  57.54209587 -004.06283456
111  57.54212458 -004.06287757
112  57.54212458 -004.06287757  57.54210260 -004.06284464
112  57.54206902 -004.06284224  57.54205912 -004.06284271
111  57.54206902 -004.06284224
112  57.54206902 -004.06284224  57.54206599 -004.06284238
111  57.54206425 -004.06284284
111  57.54200905 -004.06284960
112  57.54193971 -004.06296207  57.54191519 -004.06304414
111  57.54192172 -004.06315460
111  57.54192850 -004.06338787
111  57.54180714 -004.06339853
111  57.54179384 -004.06310434
112  57.54174731 -004.06295708  57.54171516 -004.06291277
111  57.54166171 -004.06292529
112  57.54157516 -004.06303694  57.54155676 -004.06314211
111  57.54155944 -004.06324821
111  57.54149676 -004.06325055
111  57.54149700 -004.06355621
111  57.54160705 -004.06349307
111  57.54160714 -004.06347696
111  57.54180714 -004.06339853
111  57.54181683 -004.06364104
111  57.54180067 -004.06364271
111  57.54179665 -004.06356413
111  57.54171692 -004.06357161
111  57.54172755 -004.06392228
111  57.54186091 -004.06390411
111  57.54186304 -004.06397145
111  57.54179871 -004.06397711
111  57.54180126 -004.06406780
111  57.54180623 -004.06424484
111  57.54170877 -004.06425644
111  57.54171161 -004.06438386
111  57.54157385 -004.06440073
112  57.54158893 -004.06452984  57.54160993 -004.06458599
111  57.54163844 -004.06462556 102
111  57.54213497 -004.06454509 102
112  57.54219859 -004.06442941  57.54221685 -004.06432391 102
111  57.54220579 -004.06417865
111  57.54216944 -004.06413820
111  57.54198646 -004.06415303
111  57.54198008 -004.06396115
113  57.54197796 -004.06389676
111  57.54681192 -004.05415170
111  57.54683826 -004.05404809
111  57.54681126 -004.05395786
111  57.54673230 -004.05384499
111  57.54667991 -004.05382709
112  57.54676886 -004.05372471  57.54680589 -004.05369190
111  57.54687227 -004.05367666
111  57.54674622 -004.05350237
111  57.54669796 -004.05351996
111  57.54632313 -004.05442497
111  57.54637889 -004.05455780
111  57.54640843 -004.05465184
111  57.54647816 -004.05475051
111  57.54653327 -004.05478086
113  57.54658622 -004.05470390
110 1 0.00 5.0000 New Taxiway 13
111  57.53896813 -004.06154871
111  57.53899892 -004.06222577
111  57.53788854 -004.06241245 102
112  57.53787055 -004.06229426  57.53786211 -004.06225020 102
111  57.53783578 -004.06217664 102
111  57.53746899 -004.06110015 102
111  57.53685064 -004.05928274
111  57.53736882 -004.05917806
111  57.53736465 -004.05937259 102
112  57.53730430 -004.05979807  57.53732455 -004.05998512 102
111  57.53739511 -004.06017402 102
111  57.53764365 -004.06089275 102
111  57.53781801 -004.06140448 102
112  57.53796021 -004.06163498  57.53804221 -004.06170906
111  57.53796021 -004.06163498
112  57.53796021 -004.06163498  57.53796740 -004.06164148 102
112  57.53798133 -004.06165212  57.53798885 -004.06165720
111  57.53798133 -004.06165212
112  57.53798133 -004.06165212  57.53807457 -004.06171506 102
113  57.53812601 -004.06169887 102
110 2 0.00 5.0000 Main apron
111  57.54093576 -004.06122096 102
111  57.54093748 -004.06125883
111  57.54096706 -004.06190922
111  57.54100717 -004.06279138
111  57.53903861 -004.06310813
111  57.53903520 -004.06303223
111  57.53792455 -004.06321891
111  57.53788879 -004.06241830
111  57.53788854 -004.06241245
111  57.53899892 -004.06222577
113  57.53896813 -004.06154871 102
110 2 0.00 4.0000 Conc apron
111  57.54396823 -004.06210206
111  57.54398605 -004.06249264
111  57.54402041 -004.06324579
112  57.54398017 -004.06352842  57.54392428 -004.06362849
111  57.54384075 -004.06363281
111  57.54373055 -004.06364860
111  57.54368244 -004.06365550
111  57.54259648 -004.06381115
111  57.54247386 -004.06382658
111  57.54243350 -004.06287780
111  57.54348740 -004.06270697
112  57.54369097 -004.06260196  57.54376111 -004.06252232
114  57.54384973 -004.06235563  57.54387485 -004.06230884
110 2 0.00 184.4510 Conc apron
111  57.54418153 -004.06115992
111  57.54391499 -004.06174707
111  57.54379189 -004.06198354
112  57.54363328 -004.06224980  57.54352617 -004.06238281
111  57.54340524 -004.06240329
111  57.54264669 -004.06253382
111  57.54260553 -004.06248491
112  57.54251986 -004.06248106  57.54247115 -004.06246121
111  57.54243426 -004.06243084
111  57.54237815 -004.06243996
111  57.54169240 -004.06181879
111  57.54169872 -004.06179799
111  57.54166809 -004.06177179
111  57.54174159 -004.06170104
111  57.54183486 -004.06168188
111  57.54183163 -004.06157878
111  57.54190732 -004.06157190
111  57.54190345 -004.06147363
111  57.54193215 -004.06147223
111  57.54194212 -004.06168393
111  57.54310663 -004.06155027
112  57.54329160 -004.06149752  57.54336940 -004.06144191
111  57.54342713 -004.06132870
111  57.54363034 -004.06089104
112  57.54374645 -004.06078173  57.54382428 -004.06076965
111  57.54387654 -004.06086529
111  57.54400305 -004.06106990
112  57.54408985 -004.06111353  57.54414498 -004.06111806
113  57.54417021 -004.06107504
130 Airport Boundary 73
111  57.54350870 -004.06503468
111  57.54235978 -004.06570046
111  57.53878867 -004.06640560
111  57.53662617 -004.06268145
111  57.53462785 -004.05639728
111  57.53448513 -004.05400472
111  57.53683272 -004.04976250
111  57.53705300 -004.04929306
111  57.53752165 -004.04829360
111  57.53802554 -004.04719633
111  57.53863866 -004.04589333
111  57.53893862 -004.04577383
111  57.53950934 -004.04454099
111  57.53914474 -004.04398017
111  57.54061657 -004.04083870
111  57.54164612 -004.03882151
111  57.54404990 -004.03368147
111  57.54511224 -004.03525800
111  57.54578872 -004.03622014
111  57.54788472 -004.03161252
111  57.55017548 -004.03525815
111  57.54847460 -004.03991241
111  57.54955961 -004.04148214
111  57.55017921 -004.04364637
111  57.54972594 -004.04516169
111  57.54847196 -004.04791401
111  57.54908086 -004.04853747
111  57.54805581 -004.05132620
111  57.54865242 -004.05225228
113  57.54655498 -004.05883663
120 Linear Feature 43
111  57.54121042 -004.06288575 20
112  57.54117482 -004.06291242  57.54115426 -004.06291378
111  57.54117482 -004.06291242
112  57.54117482 -004.06291242  57.54116467 -004.06291309 20
112  57.54115027 -004.06290421  57.54114431 -004.06289966
111  57.54115027 -004.06290421
112  57.54115027 -004.06290421  57.54114416 -004.06289954 20
111  57.54114068 -004.06289464 20
114  57.54117151 -004.06286797  57.54118986 -004.06286592 20
120 Linear Feature 42
111  57.54115373 -004.06303415 20
115  57.54115027 -004.06290421
120 Linear Feature 41
111  57.54132907 -004.06316275 20
112  57.54129574 -004.06306968  57.54126530 -004.06302430 20
111  57.54121770 -004.06303184 20
112  57.54115373 -004.06303415  57.54114003 -004.06303203
111  57.54115373 -004.06303415
112  57.54115373 -004.06303415  57.54114003 -004.06303203 20
112  57.54108401 -004.06301811  57.54105814 -004.06301102
111  57.54108401 -004.06301811
112  57.54108401 -004.06301811  57.54103226 -004.06300393 20
111  57.54096301 -004.06298408 20
115  57.54077655 -004.06301811
120 Linear Feature 40
111  57.54101400 -004.06291885 22
115  57.54082602 -004.06294154
120 Linear Feature 39
111  57.54517873 -004.05759458 20
115  57.54512859 -004.05757138
120 HOLD A1
111  57.53764365 -004.06089275 4 103
111  57.53755402 -004.06099918 4 103
115  57.53746899 -004.06110015
120 HOLD A2
111  57.53796021 -004.06163498 2
115  57.53783578 -004.06217664
120 HOLD E2
111  57.54162111 -004.06174769 2
115  57.54154561 -004.06202149
120 Linear Feature 19
111  57.54237238 -004.06431205 3
111  57.54233232 -004.06346395 3
115  57.54233163 -004.06344927
120 HOLD E1
111  57.54436908 -004.06125576 4
115  57.54420275 -004.06099140
120 Linear Feature 15
111  57.54154204 -004.04907701 3
111  57.54160335 -004.04894488 3
112  57.54160894 -004.04886188  57.54159724 -004.04881199 3
111  57.54156984 -004.04881642 3
111  57.53973697 -004.04892548 3
111  57.53935097 -004.04894543 3
115  57.53826098 -004.04918125
120 Linear Feature 33
111  57.54061970 -004.06297163 22
115  57.54024606 -004.06302738
120 Linear Feature 32
111  57.54065057 -004.06355248 20
111  57.54062582 -004.06305007 20
115  57.54003467 -004.06313337
120 Linear Feature 31
111  57.53856689 -004.06346461 20
111  57.53872689 -004.06326860 20
115  57.53935816 -004.06317428
120 Linear Feature 30
111  57.53847300 -004.06331706 20
111  57.53812609 -004.06368571 20
111  57.53815210 -004.06377433 20
111  57.53820727 -004.06379559 20
113  57.53863218 -004.06328752 20
120 Linear Feature 29
111  57.53836646 -004.06332296 20
111  57.53811278 -004.06336786 20
111  57.53807663 -004.06351438 20
111  57.53809629 -004.06358764 20
113  57.53811722 -004.06360536 20
120 Linear Feature 19
111  57.54247007 -004.06412419 20
111  57.54242486 -004.06320961 20
111  57.54341686 -004.06303106 20
112  57.54357906 -004.06300180  57.54362947 -004.06297729
111  57.54357906 -004.06300180
112  57.54357906 -004.06300180  57.54359508 -004.06299401 20
112  57.54365769 -004.06296438  57.54368776 -004.06294846
111  57.54365769 -004.06296438
112  57.54365769 -004.06296438  57.54367493 -004.06295525 20
112  57.54370338 -004.06293547  57.54371540 -004.06292557
111  57.54370338 -004.06293547
112  57.54370338 -004.06293547  57.54373636 -004.06290829 20
112  57.54382067 -004.06281354  57.54388642 -004.06273901
111  57.54382067 -004.06281354
112  57.54382067 -004.06281354  57.54395217 -004.06266447 20
115  57.54398605 -004.06249264
120 Linear Feature 18
111  57.54194212 -004.06168393 20
111  57.54223901 -004.06195469 20
111  57.54228378 -004.06199617 20
111  57.54240117 -004.06210491 20
112  57.54255452 -004.06220607  57.54262225 -004.06222308 20
111  57.54267971 -004.06220701 20
111  57.54343694 -004.06206256 20
112  57.54351695 -004.06202947  57.54354282 -004.06200678 20
111  57.54358138 -004.06192982 20
111  57.54362673 -004.06183733 20
115  57.54400305 -004.06106990
120 Linear Feature 21
111  57.54368244 -004.06365550 20
111  57.54365769 -004.06296438 21
115  57.54358138 -004.06192982
120 Linear Feature 20
111  57.54373055 -004.06364860 20
111  57.54370338 -004.06293547 21
115  57.54362673 -004.06183733
120 Linear Feature 28
111  57.54140524 -004.06321384 22
111  57.54144786 -004.06448241 20
115  57.54138211 -004.06449262
120 Linear Feature 17
111  57.54148693 -004.06465289 1
111  57.54146190 -004.06461387 1
111  57.54144114 -004.06466131 1
111  57.54143156 -004.06464554 1
111  57.54145166 -004.06459808 1
111  57.54142562 -004.06455795 1
111  57.54143345 -004.06453937 1
111  57.54145934 -004.06458008 1
111  57.54147982 -004.06453013 1
111  57.54149064 -004.06454678 1
111  57.54146972 -004.06459640 1
113  57.54149385 -004.06463435 1
120 Linear Feature 17
111  57.54193037 -004.06283303 1
111  57.54190534 -004.06279401 1
111  57.54188458 -004.06284145 1
111  57.54187501 -004.06282568 1
111  57.54189510 -004.06277822 1
111  57.54186907 -004.06273809 1
111  57.54187689 -004.06271951 1
111  57.54190278 -004.06276022 1
111  57.54192326 -004.06271027 1
111  57.54193409 -004.06272692 1
111  57.54191316 -004.06277654 1
113  57.54193730 -004.06281449 1
120 Linear Feature 16
111  57.54228378 -004.06199617 21
115  57.54206902 -004.06284224
120 Linear Feature 15
111  57.54198814 -004.06266042 21
111  57.54206263 -004.06265074 21
115  57.54223901 -004.06195469
120 Linear Feature 1
111  57.53788879 -004.06241830 20
115  57.54096706 -004.06190922
120 Linear Feature 33
111  57.54695611 -004.03876203 1
115  57.54692800 -004.03867626
120 Linear Feature 32
111  57.54696805 -004.03873387 1
115  57.54691641 -004.03870572
120 Linear Feature 31
111  57.54649268 -004.03826143 1
115  57.54647034 -004.03816951
120 Linear Feature 30
111  57.54650575 -004.03823157 1
115  57.54645390 -004.03819936
120 Linear Feature 29
111  57.54541028 -004.03673022 20
115  57.54548010 -004.03656699
120 HOLD D
111  57.54233232 -004.06346395 6
115  57.54217454 -004.06348840
120 Linear Feature 23
111  57.54481950 -004.05956848 1
115  57.54481673 -004.05946817
120 Linear Feature 22
111  57.54483707 -004.05947658 1
115  57.54479923 -004.05956093
120 Linear Feature 16
111  57.54189760 -004.04829882 3
112  57.54178904 -004.04845482  57.54169567 -004.04856072 3
111  57.54161113 -004.04856090 3
111  57.53973289 -004.04867593 3
111  57.53934623 -004.04869961 3
112  57.53924126 -004.04868390  57.53918056 -004.04866581 3
112  57.53909145 -004.04862865  57.53902346 -004.04859359 3
112  57.53883599 -004.04846996  57.53882138 -004.04845816 3
115  57.53870884 -004.04823922
120 HOLD F
111  57.54284126 -004.04980931 4 103
115  57.54259963 -004.04998117
120 Linear Feature 14
111  57.54119694 -004.04078235 20
115  57.54082454 -004.04155886
120 Linear Feature 9
111  57.54223538 -004.06287518 1
