I
1050 Generated by WorldEditor

1     54 1 0 EGPI Islay
1302 city Islay
111  55.68313701 -006.24885809
111  55.68320560 -006.24876961
111  55.68324212 -006.24886441
111  55.68333921 -006.24874591
111  55.68337217 -006.24882649
111  55.68342383 -006.24877119
111  55.68327596 -006.24838884
111  55.68331193 -006.24834725
111  55.68328707 -006.24829435
111  55.68344168 -006.24809379
111  55.68343622 -006.24828029
111  55.68344899 -006.24832252
111  55.68341549 -006.24835972
111  55.68346802 -006.24851268
111  55.68350816 -006.24846250
111  55.68353265 -006.24853131
111  55.68349900 -006.24857831
112  55.68356711 -006.24876501  55.68359164 -006.24882300
112  55.68363467 -006.24883172  55.68364591 -006.24882697
111  55.68374386 -006.24864206
112  55.68375016 -006.24846071  55.68373754 -006.24842712
111  55.68370318 -006.24846902
111  55.68369292 -006.24842536
111  55.68373746 -006.24837221
111  55.68369211 -006.24825443
111  55.68371479 -006.24821709
111  55.68364515 -006.24803036
111  55.68390390 -006.24781038
111  55.68405242 -006.24792683
111  55.68425226 -006.24810859
111  55.68417530 -006.24825079
112  55.68425104 -006.24838206  55.68432851 -006.24844679
111  55.68481024 -006.24884803
111  55.68506998 -006.24908123
111  55.68502188 -006.24926325
112  55.68475791 -006.24905823  55.68460873 -006.24894224
112  55.68455049 -006.24909830  55.68452086 -006.24922154
111  55.68449146 -006.24937729
111  55.68443859 -006.24934592
111  55.68429081 -006.24925265
111  55.68410271 -006.24913297
111  55.68410796 -006.24907559
111  55.68383539 -006.24885376
111  55.68333834 -006.24955905
112  55.68272474 -006.25010626  55.68232463 -006.25036421
111  55.68272474 -006.25010626
114  55.68272474 -006.25010626  55.68270774 -006.24989404
110 1 0.00 0.0000 Disudes Road South East
111  55.68003136 -006.24894989
112  55.68039358 -006.24884501  55.68060815 -006.24886478
112  55.68101113 -006.24912329  55.68109473 -006.24918095
112  55.68201778 -006.24979549  55.68237447 -006.25003438
111  55.68270774 -006.24989404
112  55.68272474 -006.25010626  55.68274175 -006.25031849
111  55.68272474 -006.25010626
112  55.68272474 -006.25010626  55.68243772 -006.25020512
112  55.68200810 -006.25003250  55.68176752 -006.24986445
111  55.68104840 -006.24937795
112  55.68038675 -006.24907409  55.68015360 -006.24904938
113  55.68016034 -006.24933172
110 1 0.00 0.0000 Disused South West
111  55.68172843 -006.25538089
111  55.67796618 -006.25939743
111  55.67772836 -006.25880756
113  55.68151909 -006.25475810
110 1 0.00 0.0000 Disused West
111  55.68271245 -006.25829580
111  55.68144006 -006.26464812
111  55.68109265 -006.26435875
111  55.68244472 -006.25750286
111  55.68256668 -006.25786107
111  55.68238715 -006.25875950
111  55.68253647 -006.25885451
113  55.68267230 -006.25817761
110 2 0.00 0.0000 New Taxiway 84
111  55.68342383 -006.24877119
111  55.68337217 -006.24882649
111  55.68333921 -006.24874591
111  55.68324212 -006.24886441
111  55.68320560 -006.24876961
111  55.68313701 -006.24885809
111  55.68310494 -006.24877909
111  55.68317086 -006.24868271
111  55.68312008 -006.24854684
111  55.68321807 -006.24842518
111  55.68322697 -006.24845520
113  55.68327596 -006.24838884
110 2 0.00 0.0000 New Taxiway 83
111  55.68343622 -006.24828029
111  55.68353988 -006.24815102
111  55.68352611 -006.24810936
111  55.68359899 -006.24802318
111  55.68361761 -006.24806483
111  55.68364515 -006.24803036
111  55.68371479 -006.24821709
111  55.68369211 -006.24825443
111  55.68373746 -006.24837221
111  55.68369292 -006.24842536
111  55.68370669 -006.24846845
113  55.68357389 -006.24862645
130 Airport Boundary 125
111  55.68811187 -006.26990389
111  55.68732874 -006.27123762
111  55.68650905 -006.27068596
111  55.68575575 -006.27010291
111  55.68333738 -006.26838355
111  55.68162545 -006.26809028
111  55.68083622 -006.26815302
111  55.68048186 -006.26805346
111  55.68037853 -006.26790293
111  55.68035474 -006.26763149
111  55.67954719 -006.26584769
111  55.67928898 -006.26541324
111  55.67896389 -006.26516578
111  55.67865584 -006.26503923
111  55.67478289 -006.26447323
111  55.67370485 -006.26353530
111  55.67333703 -006.26245087
111  55.67341642 -006.26205624
111  55.67357080 -006.26172809
111  55.67825872 -006.25664652
111  55.67834127 -006.25654411
111  55.67841133 -006.25638629
111  55.67928031 -006.25001441
111  55.67948869 -006.24928407
111  55.67971583 -006.24876430
111  55.68003367 -006.24863997
111  55.68044526 -006.24846021
111  55.68073196 -006.24858026
111  55.68103116 -006.24858947
111  55.68136709 -006.24896256
111  55.68206396 -006.24950925
111  55.68262420 -006.24963984
111  55.68291311 -006.24900727
111  55.68310936 -006.24849432
111  55.68369294 -006.24761498
111  55.68405242 -006.24792683
111  55.68425226 -006.24810859
111  55.68711053 -006.25063452
111  55.68687230 -006.25139280
111  55.68664295 -006.25190277
111  55.68665620 -006.25218995
111  55.68635075 -006.25244389
111  55.68556412 -006.25345155
111  55.68529617 -006.25345055
111  55.68492347 -006.25398144
111  55.68465270 -006.25605287
111  55.68551142 -006.26076154
111  55.68606201 -006.26227542
111  55.68681496 -006.26144512
111  55.68877453 -006.26667883
113  55.68816407 -006.26892502
120 ILS Hold B2
111  55.68266644 -006.25379227 6
115  55.68276013 -006.25406011
120 Hold A2
111  55.68235669 -006.25412027 4
115  55.68245898 -006.25437917
120 Hold A1
111  55.68307244 -006.25534892 4
115  55.68321754 -006.25544477
120 Hold B3
111  55.68477036 -006.24878303 4
115  55.68471803 -006.24899323
120 Hold B1
111  55.68410796 -006.24907559 4
115  55.68425104 -006.24838206
120 Centreline Twy to 13/31
111  55.68198704 -006.25470516 1
112  55.68359544 -006.25297851  55.68362658 -006.25294372 1
112  55.68364910 -006.25287398  55.68365429 -006.25284329 1
115  55.68371718 -006.25253566
120 Centreline Twy to 13/31
111  55.68201584 -006.25552444 1
111  55.68189408 -006.25516086 1
112  55.68198704 -006.25470516  55.68215255 -006.25454190
111  55.68198704 -006.25470516
112  55.68198704 -006.25470516  55.68182237 -006.25486692 1
111  55.68172789 -006.25467493 1
115  55.68163022 -006.25438297
120 13/31 Entry from 26/08
111  55.68294909 -006.25828680 1
112  55.68275410 -006.25770889  55.68272060 -006.25760986 1
112  55.68273239 -006.25745749  55.68274844 -006.25737455
111  55.68273239 -006.25745749
112  55.68273239 -006.25745749  55.68285418 -006.25684580 1
112  55.68285418 -006.25684580  55.68297597 -006.25623411
111  55.68285418 -006.25684580
112  55.68285418 -006.25684580  55.68283134 -006.25695608 1
112  55.68254329 -006.25708683  55.68236787 -006.25685465
111  55.68254329 -006.25708683
112  55.68254329 -006.25708683  55.68244527 -006.25679613 1
115  55.68244527 -006.25679613
120 08/26 Edge
111  55.68443859 -006.24934592 20 102
111  55.68321754 -006.25544477 20 102
111  55.68284927 -006.25728705 20 102
115  55.68288830 -006.25740043
120 08/26 Edge
111  55.68358153 -006.25279174 20 102
111  55.68429081 -006.24925265 20
115  55.68410796 -006.24907559
120 08/26 Edge
111  55.68261410 -006.25659144 20 102
111  55.68280301 -006.25667732 20 102
111  55.68307244 -006.25534892 20 102
115  55.68348250 -006.25329279
120 Taxi Edge Lines
111  55.68202431 -006.25484734 3
111  55.68245898 -006.25437917 3
111  55.68276013 -006.25406011 3
111  55.68348250 -006.25329279
111  55.68358153 -006.25279174 3
111  55.68266644 -006.25379227 3
111  55.68235669 -006.25412027 3
115  55.68193319 -006.25457546
120 Linear Feature 82
111  55.68161463 -006.26263337 20
111  55.68160192 -006.26262625 20
111  55.68160058 -006.26253010 20
111  55.68155708 -006.26260369 20
111  55.68154303 -006.26259301 20
111  55.68159723 -006.26248618 20
111  55.68159456 -006.26235323 20
111  55.68161129 -006.26236392 20
111  55.68161129 -006.26246363 20
111  55.68165412 -006.26237816 20
111  55.68167152 -006.26239715 20
113  55.68161463 -006.26249449 20
120 Linear Feature 81
111  55.68100175 -006.25588989 20
111  55.68111130 -006.25565396 20
111  55.68127953 -006.25559844 20
111  55.68127301 -006.25555680 20
111  55.68113608 -006.25561232 20
111  55.68122345 -006.25542958 20
111  55.68121563 -006.25539257 20
111  55.68111260 -006.25561232 20
111  55.68093133 -006.25567477 20
111  55.68094046 -006.25571410 20
111  55.68108130 -006.25565858 20
113  55.68098871 -006.25585520 20
120 Linear Feature 85
111  55.68417154 -006.25252574 20
111  55.68427178 -006.25229249 20
111  55.68444854 -006.25223131 20
111  55.68443884 -006.25219499 20
111  55.68429764 -006.25224470 20
111  55.68438926 -006.25205734 20
111  55.68438387 -006.25203057 20
111  55.68427501 -006.25225426 20
111  55.68410472 -006.25230779 20
111  55.68411442 -006.25235176 20
111  55.68423836 -006.25230588 20
113  55.68416184 -006.25248750 20
21  55.68608543 -006.26566138 2 112.3100 3.00 13  PAPI-4L
21  55.68075910 -006.25342505 2 292.3300 4.00 31  PAPI-4L
14  55.68324772 -006.24862443  19.69 0 ATC Tower
1300  55.68387305 -006.24847551 233.01 gate jets|turboprops GATE 01
1301 B airline 
18  55.68293332 -006.24939929 1 BCN
19  55.68424361 -006.26489781 1 WS
19  55.68241130 -006.25333162 1 WS
54 12160 Islay Fire Chief
54 12315 Islay Information
99
