A
1000 Generated by InfiniteFlight-AirportParser

1      584 1 0 LFPV Velizy
100   45.11   1   0 0.25 1 3 1 09   48.77412500  002.18927800    0.00  132.89 3  1 0 0 27   48.77460600  002.21393300    0.00    0.00 3  2 0 0
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
110   2 0.00 128.30 xxx
110   2 0.00 150.00 xxx
111  48.77228455  002.20456175 
111  48.77180945  002.20497795 
111  48.77190545  002.20523025 
113  48.77238055  002.20481405 
110   2 0.00  38.30 xxx
111  48.76610524  002.20822238 
111  48.76653576  002.20873823 
111  48.76665476  002.20850962 
113  48.76622424  002.20799377 
110   2 0.00 143.00 xxx
111  48.77437033  002.21154170 
111  48.77395411  002.21201762 
111  48.77406967  002.21225030 
113  48.77448589  002.21177438 
110   2 0.00  61.69 xxx
111  48.77077400  002.20193464 
111  48.77100295  002.20257952 
111  48.77117200  002.20244136 
113  48.77094305  002.20179648 
110   2 0.00  46.00 xxx
111  48.77371117  002.19012710 
111  48.77399698  002.19057620 
111  48.77415483  002.19034490 
113  48.77386902  002.18989580 
110   2 0.00 198.00 xxx
111  48.77212110  002.20486903 
111  48.77183414  002.20472756 
111  48.77174090  002.20516297 
113  48.77202786  002.20530444 
110   2 0.00   7.00 xxx
111  48.77051311  002.20200954 
111  48.77092149  002.20208562 
111  48.77094489  002.20179646 
113  48.77053651  002.20172038 
110   2 0.00 197.00 xxx
111  48.77288938  002.20589402 
111  48.77260084  002.20576016 
111  48.77251262  002.20619798 
113  48.77280116  002.20633184 
110   2 0.00 197.00 xxx
111  48.77244338  002.20461002 
111  48.77215484  002.20447617 
111  48.77206662  002.20491398 
113  48.77235516  002.20504783 
110   2 0.00 197.00 xxx
111  48.77258438  002.20615402 
111  48.77229584  002.20602016 
111  48.77220762  002.20645798 
113  48.77249616  002.20659184 
110   2 0.00 136.00 xxx
111  48.76998567  002.20199387 
111  48.76974495  002.20234657 
111  48.76987833  002.20255613 
113  48.77011905  002.20220343 
110   2 0.00  20.00 xxx
111  48.77109679  002.19885794 
111  48.77132877  002.19898605 
111  48.77141321  002.19863406 
113  48.77118123  002.19850595 
110   2 0.00  26.00 xxx
111  48.77119792  002.20243830 
111  48.77134584  002.20254777 
111  48.77146608  002.20217370 
113  48.77131816  002.20206423 
130 LFPV Boundary
111  48.77614602  002.21559638 
111  48.77667165  002.21108998 
111  48.77648882  002.20277047 
111  48.77669450  002.19850672 
111  48.77751722  002.18706739 
111  48.77776861  002.18204102 
111  48.77703730  002.18079309 
111  48.77518619  002.18304630 
111  48.77484339  002.18221434 
111  48.77285515  002.18477953 
111  48.77219241  002.18654742 
111  48.77178105  002.18862730 
111  48.77038700  002.18980590 
111  48.77004420  002.19004855 
111  48.76833021  002.19029120 
111  48.76764461  002.19081117 
111  48.76741608  002.19209376 
111  48.76718755  002.19597620 
111  48.76689045  002.19736279 
111  48.76638768  002.19947733 
111  48.76526787  002.20294379 
111  48.76462798  002.20446903 
111  48.76410236  002.20415705 
111  48.76321108  002.20595912 
111  48.76325679  002.20848945 
111  48.76355388  002.21011856 
111  48.76396524  002.21108910 
111  48.76469654  002.21185166 
111  48.76586206  002.21240625 
111  48.76723325  002.21257956 
111  48.76954143  002.21205963 
111  48.77040986  002.21188632 
111  48.77141540  002.21226760 
111  48.77360931  002.21417401 
111  48.77541472  002.21569914 
113  48.77578037  002.21601110 
14   48.77213700  002.20086000   40 0 ATC Tower
15   48.77133600  002.20470300  62.00 Military apron
18   48.77517700  002.20156900 1 BCN
19   48.77390400  002.21367000 1 WS
19   48.77455200  002.18776500 1 WS
53 12187 VILLA GND
54 12210 VILLA TWR
54 12895 VILLA TWR
54 12187 VILLA TWR
55 11942 VILLA APP/DEP
55 12080 VILLA APP/DEP
55 12330 VILLA APP/DEP

