I
1050 Generated by WorldEditor 2.0.0r4

1    280 1 0 RKTI Jungwon Airbase
1302 city Chungju
111  37.02024693  127.88053530
111  37.02020410  127.88066422
111  37.02014298  127.88073465
111  37.02003062  127.88074623
111  37.01994227  127.88067700
111  37.01984784  127.88064325
111  37.01983661  127.88066062
111  37.01965482  127.88047817
111  37.01956449  127.88061785
111  37.01974627  127.88080029
111  37.01973461  127.88081831
111  37.01975843  127.88090874
111  37.01985237  127.88100575
111  37.01985879  127.88113859
111  37.01836434  127.88330219
111  37.01828770  127.88337296
111  37.01815758  127.88341362
111  37.01807296  127.88337885
111  37.01806347  127.88319345
111  37.01796101  127.88320024
111  37.01794779  127.88290661
111  37.01780498  127.88291607
111  37.01781820  127.88320969
111  37.01778383  127.88321196
111  37.01777237  127.88291945
111  37.01762802  127.88292900
111  37.01763948  127.88322152
111  37.01761801  127.88322294
111  37.01736835  127.88329188
111  37.01734923  127.88330212
111  37.01725757  127.88303278
111  37.01712542  127.88310352
111  37.01721708  127.88337285
111  37.01718461  127.88339022
111  37.01709295  127.88312199
111  37.01695942  127.88319347
111  37.01705108  127.88346170
111  37.01702519  127.88347556
111  37.01681221  127.88362414
111  37.01682711  127.88370611
111  37.01561112  127.88381985
111  37.01555428  127.88316624
111  37.01508487  127.88321423
111  37.01513011  127.88386808
111  37.01500252  127.88386644
111  37.01497209  127.88376213
111  37.01494122  127.88327667
111  37.01474947  127.88332700
111  37.01475812  127.88351606
111  37.01469425  127.88352606
111  37.01470302  127.88367969
111  37.01476575  127.88368295
111  37.01476973  127.88377000
111  37.01472515  127.88379215
111  37.01472101  127.88384979
111  37.01477736  127.88389430
111  37.01479899  127.88396505
111  37.01477728  127.88402324
111  37.01482074  127.88416622
111  37.01665036  127.88397412
112  37.01674276  127.88410373  37.01674830  127.88422407
111  37.01674276  127.88410373
111  37.01676124  127.88457123
111  37.01706712  127.88489509
111  37.01707570  127.88499903
111  37.01717110  127.88499078
111  37.01720456  127.88539381 20
111  37.01727553  127.88649637
111  37.01720651  127.88650338
111  37.01721928  127.88664109
111  37.01733842  127.88676000
111  37.01748239  127.88690370
111  37.01754410  127.88696529
111  37.01767122  127.88709216
112  37.01767122  127.88709216  37.01773559  127.88716126
111  37.01775109  127.88730178
111  37.01776345  127.88748226
111  37.01779191  127.88800197
111  37.01777415  127.88811219
111  37.01777938  127.88833625
111  37.01736193  127.88891721
111  37.01744240  127.89025614
111  37.01706463  127.89080766
111  37.01708379  127.89102178
111  37.01710285  127.89102762
111  37.01704954  127.89131373
111  37.01718963  127.89135666
111  37.01724294  127.89107055
111  37.01727506  127.89108040
111  37.01722556  127.89136015
111  37.01736547  127.89140303
111  37.01741497  127.89112328
111  37.01743342  127.89112893
111  37.01769926  127.89117032
111  37.01771629  127.89116862
111  37.01773660  127.89146268
111  37.01788127  127.89144822
111  37.01786096  127.89115416
111  37.01789411  127.89115084
111  37.01791441  127.89143855
111  37.01805783  127.89142421
111  37.01803752  127.89113651
111  37.01813246  127.89112701
111  37.01817857  127.89113090
111  37.01821709  127.89174304
111  37.01831224  127.89174060
111  37.01858689  127.89172477
111  37.01853402  127.89082394
111  37.01852894  127.89074636 102
111  37.01850872  127.89043793
112  37.01850872  127.89043793  37.01848956  127.89016918 102
111  37.01871181  127.89014039 102
111  37.02114277  127.88990223
111  37.02114498  127.88994659
111  37.02116397  127.88997077
111  37.02147351  127.88994358
111  37.02149233  127.88988858
111  37.02156430  127.88988098
111  37.02158048  127.88985665 102
111  37.02268939  127.88974697
111  37.02309096  127.88970726 102
111  37.02594261  127.88942520 102
112  37.02608439  127.88965078  37.02610355  127.88988116
111  37.02608439  127.88965078
111  37.02609008  127.88971625
111  37.02612654  127.89015953
112  37.02612654  127.89015953  37.02613421  127.89037551
111  37.02595411  127.89038511
111  37.02450182  127.89053390
111  37.02454175  127.89128372
111  37.02454468  127.89136811
111  37.02482634  127.89133501
111  37.02485113  127.89165436
112  37.02485113  127.89165436  37.02488562  127.89160157
111  37.02496165  127.89158980
111  37.02580226  127.89150988
112  37.02590204  127.89162664  37.02590971  127.89172743
111  37.02590204  127.89162664
111  37.02591737  127.89200580
111  37.02638944  127.89196092
111  37.02638561  127.89182173
111  37.02651898  127.89180905
111  37.02651542  127.89185639
111  37.02656170  127.89185341
112  37.02661151  127.89193981  37.02661534  127.89200700
111  37.02661151  127.89193981
111  37.02694037  127.89190854
111  37.02692504  127.89152937
112  37.02692504  127.89152937  37.02692121  127.89143818
111  37.02701785  127.89139430
111  37.02809753  127.89129134
112  37.02824542  127.89147762  37.02825692  127.89163121
111  37.02824542  127.89147762
111  37.02824813  127.89152171
111  37.02800677  127.89155043
111  37.02801885  127.89178490
111  37.02823734  127.89177152
111  37.02826968  127.89236297
111  37.02798092  127.89239044
111  37.02799144  127.89258286
111  37.02828020  127.89255539
111  37.02828583  127.89265829
111  37.02800072  127.89268347
111  37.02801137  127.89287818
111  37.02829647  127.89285299
111  37.02829787  127.89287845
111  37.02865817  127.89284459
111  37.02869731  127.89277429
111  37.02947522  127.89270117
111  37.02951996  127.89276358
111  37.02984406  127.89273312
111  37.02982926  127.89222123
111  37.02994505  127.89221065
111  37.02996150  127.89252657
111  37.03012768  127.89251139
111  37.03011123  127.89219547
111  37.03112726  127.89210266
111  37.03115285  127.89256053
111  37.03137604  127.89254014
111  37.03135046  127.89208228
111  37.03147345  127.89207104
111  37.03148495  127.89219584
111  37.03151474  127.89219201
111  37.03153667  127.89252167
111  37.03169720  127.89250103
111  37.03167527  127.89217137
111  37.03178358  127.89215745
111  37.03177241  127.89199183
111  37.03203681  127.89196303
111  37.03202531  127.89178112
111  37.03176091  127.89180992
111  37.03174869  127.89161671
111  37.03194059  127.89159839
111  37.03192960  127.89142464
111  37.03173771  127.89144295
111  37.03173227  127.89135695
112  37.03157648  127.89123436  37.03154582  127.89110956
111  37.03157648  127.89123436
111  37.03156714  127.89113775
112  37.03156714  127.89113775  37.03156714  127.89101295
111  37.03169611  127.89095343
111  37.03203224  127.89092518
112  37.03217214  127.89101987  37.03218322  127.89112067
111  37.03217214  127.89101987
111  37.03218234  127.89124677
111  37.03221988  127.89127081
111  37.03223693  127.89127759
111  37.03216558  127.89156103
111  37.03230307  127.89161573
111  37.03237442  127.89133228
111  37.03239132  127.89133901
111  37.03241482  127.89132906
111  37.03246939  127.89128133
111  37.03257623  127.89122915
111  37.03260968  127.89122991
111  37.03262411  127.89121556
111  37.03276897  127.89144697
111  37.03288133  127.89133521
111  37.03273647  127.89110380
111  37.03275055  127.89108980
111  37.03278791  127.89103848
111  37.03278993  127.89090448
111  37.03284814  127.89082512
111  37.03299897  127.89081634
111  37.03306067  127.89088415
111  37.03307727  127.89112399
111  37.03311518  127.89113888
111  37.03313328  127.89114642
111  37.03306056  127.89142558
111  37.03319632  127.89148212
111  37.03326904  127.89120296
111  37.03328587  127.89120997
111  37.03350063  127.89123204
111  37.03351583  127.89121813
111  37.03365423  127.89145542
111  37.03377043  127.89134907
111  37.03363202  127.89111178
111  37.03364587  127.89109911
111  37.03367654  127.89103918
111  37.03361810  127.89091329
112  37.03361810  127.89091329  37.03357212  127.89081249
111  37.03363598  127.89074469
111  37.03364978  127.89073514
111  37.03367860  127.89081569
111  37.03379127  127.89074831
111  37.03377132  127.89066498
111  37.03392597  127.89055704
112  37.03404739  127.89056048  37.03408509  127.89061326
111  37.03404739  127.89056048
111  37.03408139  127.89060406
111  37.03413119  127.89060277
111  37.03414951  127.89058606
111  37.03416682  127.89056955
111  37.03431168  127.89079950
111  37.03442364  127.89068851
111  37.03427879  127.89045857
111  37.03429081  127.89044664
111  37.03429338  127.89039901
111  37.03426813  127.89034857
112  37.03426813  127.89034857  37.03420382  127.89023468
111  37.03427583  127.89012397
111  37.03441361  127.88992135
112  37.03441361  127.88992135  37.03447512  127.88983474
111  37.03459491  127.88979410
111  37.03471167  127.88978171
112  37.03475493  127.88984668  37.03474385  127.88990058
111  37.03475493  127.88984668
111  37.03472539  127.88992586
111  37.03473627  127.88999481
111  37.03475005  127.89000490
111  37.03463032  127.89026019
111  37.03475620  127.89035230
111  37.03487594  127.89009701
111  37.03489159  127.89010846
111  37.03496057  127.89010387
111  37.03508644  127.88981161
111  37.03512636  127.88982161
111  37.03517514  127.88976559
111  37.03532382  127.88975009
111  37.03537533  127.89033532
111  37.03534486  127.89041852
111  37.03498524  127.89074619
111  37.03493090  127.89100016
111  37.03496382  127.89105839
111  37.03498005  127.89106626
111  37.03489502  127.89134029
111  37.03503018  127.89140584
111  37.03511521  127.89113181
111  37.03513157  127.89113974
111  37.03517737  127.89114340
111  37.03521922  127.89106298
111  37.03538586  127.89105150
111  37.03544143  127.89106813
111  37.03545302  127.89106138
111  37.03547270  127.89104586
111  37.03559827  127.89129387
111  37.03571764  127.89119972
111  37.03559207  127.89095172
111  37.03560524  127.89094133
111  37.03563454  127.89089292
111  37.03555456  127.88976511
111  37.03558637  127.88969087
111  37.03574210  127.88968304
112  37.03574210  127.88968304  37.03587281  127.88968576
111  37.03596888  127.88983372
112  37.03601112  127.89004997  37.03598007  127.89013887
111  37.03601112  127.89004997
111  37.03595219  127.89022404
111  37.03596604  127.89028411
111  37.03598100  127.89029236
111  37.03588597  127.89056191
111  37.03601784  127.89063459
111  37.03611287  127.89036504
111  37.03613068  127.89037486
111  37.03618072  127.89040244
111  37.03621154  127.89035872
112  37.03621154  127.89035872  37.03622284  127.89034124
112  37.03625348  127.89029115  37.03627005  127.89026346
111  37.03625348  127.89029115
112  37.03625348  127.89029115  37.03630138  127.89021114
111  37.03638520  127.89027898
111  37.03671167  127.89062726
112  37.03670689  127.89082392  37.03662706  127.89089892
111  37.03670689  127.89082392
111  37.03634334  127.89109936
111  37.03635382  127.89115547
111  37.03636156  127.89117375
111  37.03615182  127.89131405
111  37.03621978  127.89147461
111  37.03642952  127.89133431
111  37.03643809  127.89135454
111  37.03646916  127.89140078
111  37.03659581  127.89166694
111  37.03663110  127.89168313
111  37.03664827  127.89167792
111  37.03670284  127.89196362
111  37.03684341  127.89192096
111  37.03678883  127.89163525
111  37.03680591  127.89163007
111  37.03684220  127.89157637
111  37.03676083  127.89116498
111  37.03692376  127.89096213
112  37.03692376  127.89096213  37.03696368  127.89091213
111  37.03701885  127.89094031
111  37.03706640  127.89098667
112  37.03706640  127.89098667  37.03719975  127.89112492
111  37.03728712  127.89115948
112  37.03732767  127.89136624  37.03731264  127.89146353
111  37.03732767  127.89136624
111  37.03731123  127.89146094
111  37.03729616  127.89148146
111  37.03730434  127.89150238
111  37.03709419  127.89162993
111  37.03715748  127.89179178
111  37.03736763  127.89166424
111  37.03737529  127.89168382
111  37.03741306  127.89172946
111  37.03750077  127.89195622
111  37.03752912  127.89195134
111  37.03758125  127.89234113
111  37.03775877  127.89230480
111  37.03770664  127.89191501
111  37.03774134  127.89185270
111  37.03772692  127.89166362
111  37.03780807  127.89165510
111  37.03789160  127.89155901
111  37.03800536  127.89139401
111  37.03801541  127.89153536
111  37.03805571  127.89153639
111  37.03808557  127.89193010
111  37.03826463  127.89190868
111  37.03823477  127.89151497
111  37.03828595  127.89149381
111  37.03826993  127.89128866
112  37.03826993  127.89128866  37.03827214  127.89120532
111  37.03836525  127.89116943
111  37.03871432  127.89113540
112  37.03882780  127.89124543  37.03884168  127.89132893
111  37.03882780  127.89124543
111  37.03884925  127.89138759
111  37.03871310  127.89148573
111  37.03867746  127.89153021
111  37.03868300  127.89154776
111  37.03868982  127.89156802
111  37.03847601  127.89168537
111  37.03853183  127.89185125
111  37.03874564  127.89173390
111  37.03875287  127.89175540
111  37.03880255  127.89176293
111  37.03893165  127.89171938
111  37.03896063  127.89174904
111  37.03897179  127.89174394
111  37.03898874  127.89173469
111  37.03908257  127.89200432
111  37.03921586  127.89193154
111  37.03912203  127.89166191
111  37.03913668  127.89165391
111  37.03915183  127.89164610
111  37.03916568  127.89157583
111  37.03907901  127.89132110
112  37.03907901  127.89132110  37.03903736  127.89113323
111  37.03916541  127.89106064
112  37.03938520  127.89110833  37.03946115  127.89123547
111  37.03938520  127.89110833
111  37.03963129  127.89158727
111  37.03955953  127.89170768
111  37.03958967  127.89173958
111  37.03960205  127.89175364
111  37.03944546  127.89197111
111  37.03955220  127.89209241
111  37.03970879  127.89187494
111  37.03972290  127.89189098
111  37.03995569  127.89195366
111  37.03997875  127.89188317
111  37.03998546  127.89186297
111  37.04020069  127.89197538
111  37.04025653  127.89180717
111  37.04004130  127.89169476
111  37.04004783  127.89167510
111  37.04002770  127.89159727
111  37.03985296  127.89151086
111  37.03956691  127.89096938
111  37.03953472  127.89084689
112  37.03953472  127.89084689  37.03953206  127.89076747
111  37.03957466  127.89069925
111  37.04094955  127.88870609
112  37.04094955  127.88870609  37.04100613  127.88863390
111  37.04112097  127.88861221
111  37.04149651  127.88857602
112  37.04160031  127.88874004  37.04161641  127.88887637
111  37.04160031  127.88874004
111  37.04167388  127.88995553
111  37.04259814  127.88987488
111  37.04262811  127.88971501
111  37.04311718  127.88971224
111  37.04311891  127.88964587
111  37.04331750  127.88949243
111  37.04331891  127.88941749
111  37.04321757  127.88941703
111  37.04321773  127.88940358
111  37.04300463  127.88940746
111  37.04300251  127.88953599
111  37.04294225  127.88953709
111  37.04294119  127.88963647
111  37.04284065  127.88963830
111  37.04284171  127.88953892
111  37.04277881  127.88954006
111  37.04277975  127.88947645
111  37.04299127  127.88947910
111  37.04299522  127.88926841
111  37.04278277  127.88927105
111  37.04278379  127.88920216
111  37.04284385  127.88920107
111  37.04284491  127.88913482
111  37.04294227  127.88913304
111  37.04294122  127.88919930
111  37.04300674  127.88919810
111  37.04300463  127.88934253
111  37.04321848  127.88933864
111  37.04321869  127.88932012
111  37.04329208  127.88932035
111  37.04329496  127.88928029
111  37.04306645  127.88914488
111  37.04306565  127.88908541
111  37.04274624  127.88908489
111  37.04288106  127.88836575
111  37.04293244  127.88809166 102
111  37.04304417  127.88749570 102
111  37.04298170  127.88641862 102
111  37.04287793  127.88631008 102
111  37.04280979  127.88623879 102
111  37.04250780  127.88592291
111  37.04243804  127.88479765
113  37.04285107  127.88414295
111  37.03779815  127.89160928
111  37.03772719  127.89161484
111  37.03770324  127.89136204
112  37.03770324  127.89136204  37.03770545  127.89127314
111  37.03779637  127.89125426
111  37.03790947  127.89124037
112  37.03799595  127.89130981  37.03799817  127.89136538
113  37.03799595  127.89130981
111  37.02573722  127.88031415
111  37.02568487  127.88032186
111  37.02566947  127.88011933
113  37.02572490  127.88011355
111  37.02580344  127.88015212
111  37.02580960  127.88024085
111  37.02574646  127.88024857
113  37.02574184  127.88015984
111  37.03442262  127.88584931 102
112  37.03428850  127.88571011  37.03427317  127.88562371
111  37.03428850  127.88571011 102
111  37.03425800  127.88520147 102
111  37.03425105  127.88508545 102
111  37.03419122  127.88408768 102
111  37.03418626  127.88400496
112  37.03418626  127.88400496  37.03418121  127.88377206 102
111  37.03433785  127.88372368
111  37.04171871  127.88300748
112  37.04203857  127.88331232  37.04207401  127.88361542
111  37.04203857  127.88331232
111  37.04209719  127.88431833
111  37.04210782  127.88450058
111  37.04212319  127.88476436
112  37.04212319  127.88476436  37.04213383  127.88502773
111  37.04196352  127.88505774
113  37.04191031  127.88512441
111  37.02622755  127.88665430 102
112  37.02607857  127.88646769  37.02606202  127.88628800
111  37.02607857  127.88646769 102
111  37.02605033  127.88598426 102
111  37.02604427  127.88588063 102
111  37.02598490  127.88486427 102
111  37.02597925  127.88476752
112  37.02597925  127.88476752  37.02596269  127.88455327 102
111  37.02609512  127.88452562
111  37.03386438  127.88377222 102
112  37.03400233  127.88399340  37.03401889  127.88420767
111  37.03400233  127.88399340 102
111  37.03400828  127.88409012 102
111  37.03407038  127.88509919 102
111  37.03407677  127.88520298 102
111  37.03410166  127.88568683
112  37.03410166  127.88568683  37.03410717  127.88588037 102
113  37.03398026  127.88589419
111  37.01827022  127.88741569 102
112  37.01805564  127.88715654  37.01803264  127.88696457
111  37.01805564  127.88715654 102
111  37.01803365  127.88686268 102
111  37.01801814  127.88665548 102
111  37.01794451  127.88565443
112  37.01794451  127.88565443  37.01793838  127.88546822 102
111  37.01808246  127.88537128
111  37.01807479  127.88530409
111  37.02564265  127.88456710 102
112  37.02579715  127.88477443  37.02581923  127.88498177
111  37.02579715  127.88477443 102
111  37.02580419  127.88488723 102
111  37.02586710  127.88589493 102
111  37.02587391  127.88600394 102
111  37.02590199  127.88645386
112  37.02590199  127.88645386  37.02591855  127.88665428 102
113  37.02577508  127.88668193
111  37.01842892  127.88991054 102
112  37.01819441  127.88952470  37.01816222  127.88920796
111  37.01819441  127.88952470 102
111  37.01813883  127.88872424 102
111  37.01813320  127.88864305 102
111  37.01811164  127.88833261
112  37.01811164  127.88833261  37.01810245  127.88800435 102
111  37.01836455  127.88794101
111  37.02577698  127.88721521 102
112  37.02595632  127.88746287  37.02597471  127.88770476
111  37.02595632  127.88746287 102
111  37.02598093  127.88787169 102
111  37.02598611  127.88795777 102
111  37.02604368  127.88891424
112  37.02604368  127.88891424  37.02606208  127.88915613 102
113  37.02592873  127.88917341 102
111  37.03401914  127.88641500 102
112  37.03417132  127.88664201  37.03419279  127.88686319
111  37.03417132  127.88664201 102
111  37.03419469  127.88707161 102
111  37.03419903  127.88715155 102
111  37.03425177  127.88812119
112  37.03425177  127.88812119  37.03425235  127.88833655 102
111  37.03412485  127.88836311 102
111  37.02644388  127.88910259 102
112  37.02624523  127.88892289  37.02622868  127.88873629
111  37.02624523  127.88892289 102
111  37.02617927  127.88794065 102
111  37.02617389  127.88786049 102
111  37.02614591  127.88744385
112  37.02614591  127.88744385  37.02612936  127.88722959 102
113  37.02628938  127.88716048
111  37.04196658  127.88564269 102
112  37.04220109  127.88598257  37.04223328  127.88626485
111  37.04220109  127.88598257 102
111  37.04222132  127.88629413 102
111  37.04222691  127.88638018 102
111  37.04227926  127.88718655
112  37.04227926  127.88718655  37.04227007  127.88751491 102
111  37.04200337  127.88757828 102
111  37.03461852  127.88832124 102
112  37.03445299  127.88811388  37.03444379  127.88791804 102
111  37.03436562  127.88663353
112  37.03436562  127.88663353  37.03435182  127.88641464 102
113  37.03451736  127.88636280
111  37.01815013  127.88486970 102
112  37.01786871  127.88455181  37.01784112  127.88428921
111  37.01786871  127.88455181 102
111  37.01796252  127.88430303 102
111  37.01840947  127.88363961
112  37.01840947  127.88363961  37.01847569  127.88355668 102
111  37.01856949  127.88355668
111  37.02002071  127.88343917
112  37.02016418  127.88345991  37.02020280  127.88350828
111  37.02016418  127.88345991 102
111  37.02103601  127.88439977
112  37.02103601  127.88439977  37.02115189  127.88451725 102
113  37.02104705  127.88460018
111  37.02154307  127.88455538 102
111  37.02144651  127.88451507 102
111  37.02051306  127.88352450
112  37.02051306  127.88352450  37.02043488  127.88345539 102
111  37.02051082  127.88339219
111  37.02249951  127.88319047 102
112  37.02266505  127.88336324  37.02268344  127.88353602
111  37.02266505  127.88336324 102
111  37.02271104  127.88420407
112  37.02271104  127.88420407  37.02272483  127.88441716 102
113  37.02257309  127.88445172
111  37.02307430  127.88439988 102
112  37.02291796  127.88418102  37.02289956  127.88399673
111  37.02291796  127.88418102 102
111  37.02286278  127.88335168
112  37.02286278  127.88335168  37.02285358  127.88315586 102
111  37.02300073  127.88313283
111  37.02552978  127.88290821 102
112  37.02565204  127.88311279  37.02567043  127.88330861
111  37.02565204  127.88311279 102
111  37.02569447  127.88379837 102
111  37.02570092  127.88387391
112  37.02570092  127.88387391  37.02571471  127.88413308 102
113  37.02558956  127.88415223
111  37.02297773  127.88286213
112  37.02283059  127.88272390  37.02282139  127.88258568
111  37.02283059  127.88272390
111  37.02275702  127.88165267
112  37.02275702  127.88165267  37.02273862  127.88139350
111  37.02293175  127.88136470
111  37.02535045  127.88116888
112  37.02554127  127.88137155  37.02555506  127.88153857
111  37.02554127  127.88137155
111  37.02561138  127.88246402
112  37.02561138  127.88246402  37.02562058  127.88259648
113  37.02550448  127.88264436
111  37.03183987  127.88231028 102
112  37.03196862  127.88247732  37.03198702  127.88262708
111  37.03196862  127.88247732 102
111  37.03201920  127.88330674
112  37.03201920  127.88330674  37.03202840  127.88348530 102
111  37.03188126  127.88353714
111  37.02607822  127.88409000 102
112  37.02592188  127.88384234  37.02590349  127.88359468
111  37.02592188  127.88384234 102
111  37.02591597  127.88376146 102
111  37.02586670  127.88308784
112  37.02586670  127.88308784  37.02586670  127.88288626 102
113  37.02598166  127.88285746
111  37.03237536  127.88347350 102
112  37.03222086  127.88330070  37.03220430  127.88316246
111  37.03222086  127.88330070 102
112  37.03217181  127.88257494  37.03215705  127.88232630
111  37.03217181  127.88257494
112  37.03217181  127.88257494  37.03216881  127.88252431 102
112  37.03216568  127.88245744  37.03216474  127.88243171
111  37.03216568  127.88245744
112  37.03216568  127.88245744  37.03216016  127.88230537 102
111  37.03226500  127.88227772
111  37.03380451  127.88213949 102
112  37.03390935  127.88226390  37.03392038  127.88237449
111  37.03390935  127.88226390 102
111  37.03394647  127.88298474 102
111  37.03395349  127.88312099
112  37.03395349  127.88312099  37.03395349  127.88329379 102
113  37.03380451  127.88334908
111  37.03570820  127.88195286 102
112  37.03581855  127.88209801  37.03583511  127.88223625
111  37.03581855  127.88209801 102
111  37.03586270  127.88293437
112  37.03586270  127.88293437  37.03586270  127.88312100 102
111  37.03575786  127.88316247
111  37.03430664  127.88331093 102
112  37.03415214  127.88315556  37.03413558  127.88301732
111  37.03415214  127.88315556 102
111  37.03414126  127.88296324 102
111  37.03410247  127.88227772
112  37.03410247  127.88227772  37.03409144  127.88211875 102
113  37.03420180  127.88209801
111  37.03622348  127.88311452 102
112  37.03605335  127.88288988  37.03603036  127.88267675
111  37.03605335  127.88288988 102
111  37.03601196  127.88209496
112  37.03601196  127.88209496  37.03601196  127.88190487 102
111  37.03609473  127.88187607
111  37.03888129  127.88160534 102
112  37.03899625  127.88175511  37.03901464  127.88191640
111  37.03899625  127.88175511 102
111  37.03905143  127.88264797
112  37.03905143  127.88264797  37.03905143  127.88282078 102
113  37.03895486  127.88286111
111  37.04170464  127.88132308 102
112  37.04192995  127.88160535  37.04197594  127.88188762
111  37.04192995  127.88160535 102
111  37.04197134  127.88219294
112  37.04197134  127.88219294  37.04196674  127.88250977 102
111  37.04169084  127.88259618
111  37.03941469  127.88280928 102
112  37.03925375  127.88264223  37.03923536  127.88249246
111  37.03925375  127.88264223 102
111  37.03919857  127.88175512
112  37.03919857  127.88175512  37.03918937  127.88158806 102
113  37.03929973  127.88155350
111  37.02930158  127.88912910 102
112  37.02943489  127.88926825  37.02945155  127.88943174
111  37.02943489  127.88926825
111  37.02944168  127.88940100
111  37.02946266  127.88981091
112  37.02946266  127.88981091  37.02947099  127.89000224
111  37.02930992  127.89003355
111  37.02656334  127.89030834
112  37.02631896  127.89012746  37.02630229  127.88995006
