I
1050 Generated by WorldEditor 2.1.0r1

1    147 1 0 EPOK Oksywie
1302 city Gedyna
111  54.57626107  018.50998439
111  54.57600839  018.50980374
111  54.57588689  018.50971688
111  54.57592342  018.50955660
111  54.57590804  018.50953339
111  54.57589576  018.50958352
111  54.57586591  018.50970541
111  54.57584942  018.50969373
111  54.57585300  018.50967947
111  54.57572076  018.50958165
111  54.57570164  018.50958047
111  54.57565134  018.50978096
111  54.57566357  018.50980964
111  54.57579580  018.50990746
111  54.57579938  018.50989320
111  54.57581713  018.50990463
111  54.57578758  018.51002529
111  54.57580873  018.51003855
111  54.57576324  018.51023973
111  54.57606736  018.51045717
111  54.57606516  018.51047310
111  54.57607665  018.51048150
111  54.57609801  018.51056226
111  54.57612555  018.51066453
111  54.57610848  018.51067793
111  54.57610465  018.51066387
111  54.57597393  018.51077015
111  54.57596234  018.51079338
111  54.57601605  018.51099086
111  54.57603510  018.51099505
111  54.57616582  018.51088877
111  54.57616200  018.51087471
111  54.57617849  018.51086110
111  54.57621429  018.51099405
111  54.57624020  018.51097289
111  54.57620022  018.51082964
111  54.57631869  018.51073288
111  54.57636685  018.51069355
111  54.57637114  018.51067436
111  54.57639088  018.51068847
111  54.57644817  018.51072943
111  54.57647956  018.51076148
111  54.57651032  018.51082781
111  54.57652249  018.51098367
111  54.57648872  018.51112720
111  54.57639575  018.51152235
111  54.57624423  018.51216635
111  54.57622884  018.51221851
111  54.57618749  018.51227513
111  54.57615104  018.51231049
111  54.57611019  018.51233874
111  54.57606896  018.51234669
111  54.57604711  018.51244614
111  54.57606719  018.51245722
111  54.57608052  018.51246929
111  54.57611020  018.51251496
111  54.57611727  018.51254481
111  54.57610346  018.51253717
111  54.57607564  018.51248983
111  54.57603624  018.51246495
111  54.57600473  018.51246586
111  54.57598530  018.51248702
111  54.57596776  018.51251017
111  54.57595371  018.51254289
111  54.57592132  018.51269256
111  54.57593163  018.51270030
111  54.57589898  018.51282578
111  54.57590817  018.51285256
111  54.57593972  018.51287219
111  54.57597354  018.51291012
111  54.57598525  018.51293235
111  54.57599951  018.51297461
111  54.57601582  018.51304890
111  54.57602236  018.51310932
111  54.57599741  018.51321537
111  54.57598332  018.51323969
111  54.57592053  018.51330049
111  54.57590819  018.51331191
111  54.57589426  018.51332481
111  54.57587760  018.51333033
111  54.57586094  018.51333033
111  54.57582762  018.51338671
111  54.57582186  018.51354920
111  54.57573900  018.51368816
111  54.57573473  018.51370842
111  54.57577744  018.51378672
111  54.57527947  018.51460304
111  54.57473717  018.51549200
111  54.57429160  018.51622240
111  54.57390984  018.51684821
111  54.57380574  018.51701886
111  54.57343252  018.51763067
111  54.57320478  018.51800400
111  54.57276549  018.51872410
111  54.57267084  018.51887926
111  54.57263261  018.51894194
111  54.57234080  018.51942028
111  54.57230457  018.51947967
111  54.57208850  018.51983386
111  54.57208903  018.52002176
111  54.57209384  018.52012861
111  54.57211627  018.52031375
111  54.57390896  018.52355018
111  54.57429792  018.52425238
111  54.57433422  018.52433528
111  54.57435718  018.52440161
111  54.57437801  018.52447990
111  54.57439082  018.52455820
111  54.57439949  018.52461865
111  54.57440417  018.52465123
111  54.57440684  018.52475993
111  54.57440417  018.52486770
111  54.57438228  018.52501232
111  54.57435238  018.52511180
111  54.57432888  018.52517904
111  54.57430219  018.52523431
111  54.57431126  018.52525642
111  54.57131006  018.53018195
111  54.57168045  018.53085036
111  54.57169018  018.53086793
111  54.57169941  018.53084883
111  54.57175155  018.53094301
111  54.57171926  018.53100004
111  54.57173244  018.53102386
111  54.57176474  018.53096682
111  54.57200181  018.53139504
111  54.57224838  018.53184041
111  54.57237478  018.53184041
111  54.57285224  018.53105651
111  54.57286147  018.53107402
111  54.57288859  018.53102948
111  54.57290122  018.53100875
111  54.57291028  018.53102511
111  54.57291531  018.53103417
111  54.57291832  018.53102924
111  54.57294024  018.53099324
111  54.57296370  018.53103293
111  54.57297883  018.53105852
111  54.57298431  018.53104951
111  54.57299168  018.53103742
111  54.57300045  018.53105312
111  54.57321727  018.53144117
111  54.57355417  018.53088824
111  54.57353567  018.53085472
111  54.57351858  018.53082376
111  54.57353288  018.53080028
111  54.57354386  018.53078226
111  54.57353149  018.53076016
111  54.57350604  018.53071472
111  54.57352817  018.53067839
111  54.57352889  018.53066749
111  54.57354339  018.53064363
111  54.57352673  018.53061450
111  54.57350725  018.53058212
111  54.57350725  018.53058212
111  54.57352165  018.53055847
111  54.57353471  018.53053703
111  54.57352181  018.53051630
111  54.57353555  018.53049374
111  54.57351709  018.53046042
111  54.57349684  018.53042389
111  54.57351336  018.53039678
111  54.57353517  018.53036098
111  54.57350970  018.53031498
111  54.57349734  018.53029267
111  54.57350796  018.53027524
111  54.57353783  018.53022621
111  54.57350898  018.53017798
111  54.57349911  018.53016097
111  54.57351174  018.53014024
111  54.57352352  018.53012089
111  54.57351292  018.53010114
111  54.57349918  018.53007557
111  54.57352593  018.53003165
111  54.57353907  018.53001007
111  54.57353372  018.53000042
111  54.57352498  018.52998465
111  54.57354543  018.52995107
111  54.57360335  018.52985598
111  54.57359412  018.52983847
111  54.57553910  018.52664517
111  54.57563305  018.52649092
111  54.57629894  018.52539764
111  54.57925830  018.52053891
111  54.57961027  018.51996104
111  54.57965564  018.52008308
111  54.57974572  018.52024913
111  54.57975854  018.52022481
111  54.57974700  018.52017396 102
111  54.57973867  018.52010652 102
111  54.57974188  018.52004903 102
111  54.57975149  018.51997828 102
111  54.57978416  018.51986110 102
111  54.57982133  018.51976492 102
111  54.57984567  018.51972180 102
111  54.58189480  018.51746013
111  54.58195992  018.51741468
111  54.58203478  018.51739501
111  54.58210124  018.51741842
111  54.58214709  018.51745933
111  54.58218450  018.51751615
111  54.58219667  018.51754819
111  54.58227913  018.51747407
111  54.58229861  018.51746149
111  54.58228309  018.51741227
111  54.58226938  018.51731966
111  54.58226684  018.51725413
111  54.58227131  018.51718283
111  54.58229759  018.51706067
111  54.58232993  018.51699934
111  54.58234612  018.51697895
111  54.58234862  018.51696468
111  54.58239922  018.51691392
111  54.58240504  018.51691756
111  54.58243431  018.51691634
111  54.58246651  018.51693022
111  54.58251529  018.51698646
111  54.58269304  018.51746304
111  54.58270692  018.51751917
111  54.58270907  018.51757895
111  54.58269734  018.51764746
111  54.58267565  018.51769630
111  54.58264722  018.51772962
111  54.58259806  018.51776676
111  54.58254897  018.51778079
111  54.58249678  018.51777013
111  54.58245651  018.51775262
111  54.58242675  018.51773064
111  54.58238949  018.51767788
111  54.58235581  018.51761684
111  54.58230260  018.51747336
111  54.58220792  018.51757777
111  54.58244002  018.51818837
111  54.58258198  018.51803150
111  54.58302291  018.51754430
111  54.58313824  018.51783220
111  54.58314494  018.51781608
111  54.58303269  018.51753349
111  54.58548625  018.51482245
111  54.58554841  018.51475376
111  54.58530033  018.51407806
111  54.58528582  018.51397860
111  54.58528741  018.51387332
111  54.58530197  018.51377924
111  54.58533799  018.51369243 102
111  54.58539396  018.51359801 102
111  54.58636921  018.51252160
111  54.58637562  018.51252934 102
111  54.58640253  018.51250391 102
111  54.58643585  018.51248733 102
111  54.58646147  018.51247848 102
111  54.58649031  018.51247627 102
111  54.58656719  018.51247848 102
111  54.58662678  018.51250391 102
111  54.58667035  018.51253266 102
111  54.58671071  018.51256694 102
111  54.58674595  018.51260563 102
111  54.58677607  018.51264544 102
111  54.58680170  018.51269409 102
111  54.58682348  018.51275601 102
111  54.58683758  018.51281019 102
111  54.58686833  018.51297715
111  54.58687089  018.51297604
111  54.58684783  018.51150658
111  54.58684398  018.51150879 102
111  54.58683501  018.51157845 102
111  54.58682348  018.51165032 102
111  54.58680810  018.51170560 102
111  54.58679209  018.51176531 102
111  54.58677799  018.51179627 102
111  54.58668829  018.51195328 102
111  54.58662053  018.51202805
111  54.58651768  018.51214153 102
111  54.58636913  018.51230544 102
111  54.58521383  018.51358023
111  54.58537970  018.51267680
111  54.58551234  018.51207363
111  54.58549463  018.51205335
111  54.58535737  018.51266714
111  54.58533862  018.51277159
111  54.58531815  018.51281148
111  54.58363119  018.51467090
111  54.58360590  018.51471280
111  54.58355979  018.51496090
111  54.58350629  018.51480856
111  54.58340471  018.51492053
111  54.58354254  018.51531372
111  54.58353633  018.51538693
111  54.58351544  018.51545428 102
111  54.57972807  018.51963335 102
111  54.57969540  018.51964883 102
111  54.57966144  018.51966209 102
111  54.57961146  018.51968089 102
111  54.57956149  018.51968973 102
111  54.57952048  018.51968752 102
111  54.57937568  018.51958471
111  54.57933211  018.51955044
111  54.57925650  018.51946531
111  54.57922767  018.51941004
111  54.57920140  018.51934371
111  54.57917706  018.51927075
111  54.57915912  018.51920331
111  54.57914630  018.51912151
111  54.57913605  018.51903528
111  54.57913092  018.51893579
111  54.57913605  018.51885509 102
111  54.57913925  018.51880092
111  54.57914438  018.51873790
111  54.57915912  018.51867268
111  54.57917898  018.51857872
111  54.57920204  018.51851128
111  54.57919307  018.51849249
111  54.58635659  018.50673250
111  54.58636397  018.50674683 102
111  54.58646456  018.50668690 102
111  54.58653300  018.50666583
111  54.58692565  018.50602169
111  54.58694160  018.50588384
111  54.58697403  018.50574603
111  54.58696665  018.50573170
111  54.58793788  018.50413841
111  54.58794162  018.50414579
111  54.58795233  018.50412821
111  54.58757095  018.50344127
111  54.58755982  018.50345957
111  54.58756302  018.50346509
111  54.57882580  018.51782775
111  54.57881734  018.51781581
111  54.57877967  018.51785428
111  54.57872354  018.51790867
111  54.57868356  018.51793653
111  54.57862205  018.51796174
111  54.57860962  018.51796287
111  54.57853517  018.51796969
111  54.57847904  018.51795510
111  54.57842983  018.51794051
111  54.57838293  018.51791265
111  54.57834295  018.51789010
111  54.57829528  018.51784898
111  54.57762238  018.51663611
111  54.57614554  018.51397421
111  54.57610710  018.51388533
111  54.57609792  018.51385894
111  54.57608403  018.51381901
111  54.57606558  018.51375136
111  54.57605328  018.51367840
111  54.57604251  018.51358289
111  54.57604251  018.51353249
111  54.57604405  018.51348208
111  54.57604713  018.51343565
111  54.57605174  018.51340515
111  54.57604636  018.51340117
111  54.57690244  018.50979758
111  54.57682042  018.50974120
111  54.57680056  018.50978210
111  54.57675123  018.50984290
111  54.57669100  018.50987053
111  54.57665320  018.50985285
111  54.57661539  018.50981858
111  54.57659425  018.50978984
111  54.57657823  018.50973346
111  54.57653658  018.50955107
111  54.57662565  018.50949911
111  54.57664999  018.50944826
111  54.57664871  018.50943942
111  54.57661638  018.50945826
111  54.57654537  018.50949964
111  54.57653847  018.50946949
111  54.57654696  018.50946432
111  54.57649930  018.50922956
111  54.57648388  018.50920626
111  54.57636538  018.50927839
111  54.57636351  018.50931222
111  54.57641117  018.50954698
113  54.57641966  018.50954181
111  54.57492435  018.52424030
111  54.57491436  018.52422439
111  54.57487822  018.52426948
111  54.57483978  018.52429734
111  54.57478750  018.52432785
111  54.57473675  018.52434642
111  54.57465525  018.52435172
111  54.57458913  018.52433978
111  54.57454377  018.52432254
111  54.57449456  018.52428938
111  54.57444689  018.52425357
111  54.57441055  018.52421729
111  54.57437692  018.52416868
111  54.57397505  018.52344256
111  54.57225025  018.52032613
111  54.57222949  018.52024920
111  54.57221872  018.52016034
111  54.57221411  018.52005290
111  54.57222026  018.51995343
111  54.57223564  018.51987119
111  54.57226024  018.51978631
111  54.57230253  018.51969479
111  54.57572698  018.51408513
111  54.57573210  018.51409286
111  54.57581796  018.51405307
111  54.57588715  018.51403649
111  54.57595443  018.51404202
111  54.57597493  018.51404865
111  54.57600825  018.51406191
111  54.57605438  018.51409286
111  54.57614216  018.51418682
111  54.57755783  018.51673714
111  54.57823091  018.51794970
111  54.57824757  018.51801603
111  54.57827768  018.51817521
111  54.57828793  018.51826475
111  54.57829306  018.51836646
111  54.57828665  018.51849358
111  54.57826743  018.51860966
111  54.57824757  018.51868372
111  54.57820015  018.51882743
113  54.57820848  018.51884622
111  54.57575437  018.52606903
111  54.57569517  018.52610617
111  54.57564750  018.52613137
111  54.57557369  018.52614331
111  54.57551679  018.52613668
111  54.57546451  018.52611280
111  54.57541761  018.52608362
111  54.57537532  018.52604648
111  54.57534072  018.52599740
111  54.57530997  018.52594567
111  54.57528767  018.52589791
111  54.57526076  018.52583424
111  54.57523847  018.52576792
111  54.57521924  018.52569497
111  54.57520387  018.52561140
111  54.57519387  018.52551457
111  54.57518849  018.52540845
111  54.57520002  018.52528907
111  54.57521309  018.52519622
111  54.57522770  018.52512061
111  54.57524692  018.52505164
111  54.57526461  018.52498797
111  54.57525538  018.52497073
111  54.57861310  018.51946254
111  54.57862078  018.51947139 102
111  54.57866884  018.51942717 102
111  54.57870344  018.51940285 102
111  54.57873868  018.51937963 102
111  54.57879890  018.51936305 102
111  54.57882261  018.51935863 102
111  54.57886746  018.51935310 102
111  54.57889629  018.51935863 102
111  54.57897959  018.51938295 102
111  54.57900042  018.51939521
111  54.57903405  018.51941501
111  54.57907441  018.51945370
111  54.57911158  018.51949129
111  54.57914617  018.51953993
111  54.57918270  018.51959520
111  54.57920576  018.51964163
111  54.57923331  018.51971570
111  54.57925446  018.51978866
111  54.57926919  018.51986604
111  54.57927880  018.51996001
111  54.57927880  018.52006724
111  54.57926919  018.52018000
111  54.57924869  018.52027397
111  54.57922370  018.52035246
111  54.57919615  018.52042321
113  54.57623557  018.52527968
111  54.57249570  018.53142685
111  54.57248954  018.53142022
111  54.57244956  018.53144542
111  54.57239728  018.53146929
111  54.57233346  018.53147725
111  54.57226811  018.53146929
111  54.57221890  018.53144674
111  54.57216739  018.53141756
111  54.57210050  018.53135257
111  54.57206661  018.53128513
111  54.57201054  018.53117351
111  54.57199055  018.53110852
111  54.57196902  018.53103027
111  54.57195518  018.53093875
111  54.57194596  018.53084856
111  54.57194288  018.53072654
111  54.57195365  018.53059788
111  54.57195961  018.53055163
111  54.57196749  018.53049045
111  54.57199901  018.53038036
111  54.57201962  018.53031431
111  54.57201223  018.53029999
111  54.57467868  018.52591988
111  54.57468867  018.52593845
111  54.57473019  018.52589733
111  54.57477402  018.52586550
111  54.57482400  018.52583499
111  54.57484860  018.52582438
111  54.57488781  018.52581509
111  54.57495547  018.52581377
111  54.57501006  018.52582305
111  54.57506311  018.52584560
111  54.57510617  018.52587611
111  54.57515076  018.52591192
111  54.57519689  018.52595304
111  54.57525107  018.52605004
111  54.57527839  018.52609895
111  54.57530377  018.52615732
111  54.57532683  018.52623425
111  54.57533990  018.52631649
111  54.57535220  018.52640271
111  54.57535451  018.52651546
111  54.57533913  018.52662821
111  54.57531376  018.52674361
111  54.57529608  018.52681126
113  54.57526455  018.52688554
111  54.58378571  018.51515455
111  54.58363899  018.51474990
111  54.58363515  018.51471231
111  54.58366462  018.51466698
111  54.58532716  018.51284268
113  54.58518300  018.51361000 102
111  54.58376777  018.51517445 102
111  54.58365181  018.51530602
111  54.58363066  018.51531597
111  54.58360567  018.51531707
111  54.58357684  018.51529607
111  54.58355570  018.51525626
111  54.58355121  018.51523526
111  54.58354609  018.51517998
111  54.58355121  018.51512801
111  54.58356723  018.51508600
111  54.58358389  018.51506057
113  54.58368576  018.51494780
111  54.58367423  018.51491463
111  54.58362618  018.51496991
111  54.58359863  018.51499092
111  54.58357556  018.51498871
111  54.58361016  018.51479633
113  54.58362105  018.51476648
110 2 0.00 153.0000 New Taxiway 44
111  54.59069561  018.50707912
111  54.59063499  018.50685354
111  54.59062685  018.50686018
111  54.59061148  018.50680403
111  54.59049756  018.50689687
111  54.59051292  018.50695302
111  54.59050478  018.50695966
111  54.59056540  018.50718524
111  54.59058273  018.50720664
113  54.59069618  018.50711418
110 2 0.00 153.0000 New Taxiway 44
111  54.58819649  018.52587431
111  54.58811972  018.52566442
111  54.58811210  018.52567272
111  54.58809288  018.52562023
111  54.58798637  018.52573634
111  54.58800559  018.52578884
111  54.58799798  018.52579714
111  54.58807475  018.52600703
111  54.58809088  018.52602490
113  54.58819756  018.52590860
110 2 0.00 153.0000 New Taxiway 44
111  54.58818775  018.52450030
111  54.58807560  018.52434670
111  54.58807001  018.52435889
111  54.58804180  018.52432035
111  54.58796359  018.52449082
111  54.58799181  018.52452935
111  54.58798622  018.52454154
111  54.58809836  018.52469513
111  54.58811807  018.52470405
113  54.58819676  018.52453253
110 2 0.00 153.0000 New Taxiway 44
111  54.58886969  018.52413244
111  54.58874114  018.52401849
111  54.58873704  018.52403233
111  54.58870500  018.52400405
111  54.58864762  018.52419762
111  54.58867965  018.52422589
111  54.58867555  018.52423973
111  54.58880410  018.52435367
111  54.58882368  018.52435419
113  54.58888106  018.52416065
110 2 0.00 153.0000 New Taxiway 44
111  54.58812582  018.52245844
111  54.58799770  018.52234525
111  54.58799360  018.52235908
111  54.58796156  018.52233081
111  54.58790417  018.52252437
111  54.58793621  018.52255264
111  54.58793211  018.52256648
111  54.58806023  018.52267967
111  54.58808006  018.52268079
113  54.58813761  018.52248669
110 2 0.00 153.0000 New Taxiway 44
111  54.58870078  018.51955251
111  54.58857749  018.51942273
111  54.58857282  018.51943602
111  54.58854204  018.51940386
111  54.58847677  018.51958984
111  54.58850755  018.51962200
111  54.58850289  018.51963530
111  54.58862618  018.51976507
111  54.58864618  018.51976747
113  54.58871099  018.51958036
110 2 0.00 153.0000 New Taxiway 44
111  54.58855374  018.51808904
111  54.58845321  018.51826765
111  54.58845971  018.51827840
111  54.58843483  018.51832325
111  54.58852581  018.51847365
111  54.58855069  018.51842880
111  54.58855720  018.51843955
111  54.58865773  018.51826095
111  54.58866288  018.51822642
113  54.58857158  018.51807548
110 2 0.00 153.0000 New Taxiway 44
111  54.58804845  018.51755424
111  54.58797430  018.51734110
111  54.58796657  018.51734909
111  54.58794806  018.51729585
111  54.58784002  018.51740771
111  54.58785854  018.51746095
111  54.58785081  018.51746894
111  54.58792497  018.51768208
111  54.58794257  018.51770095
113  54.58805111  018.51758858
110 2 0.00 153.0000 New Taxiway 44
111  54.58801802  018.51614537
111  54.58791351  018.51597294
111  54.58790732  018.51598424
111  54.58788116  018.51594160
111  54.58779463  018.51609963
111  54.58782079  018.51614227
111  54.58781461  018.51615357
111  54.58791912  018.51632599
111  54.58793793  018.51633528
113  54.58802482  018.51617659
110 2 0.00 153.0000 New Taxiway 44
111  54.58858334  018.51533162
111  54.58843967  018.51533389
111  54.58843977  018.51534943
111  54.58840379  018.51535009
111  54.58840511  018.51556750
111  54.58844109  018.51556684
111  54.58844119  018.51558238
111  54.58858486  018.51558011
111  54.58860288  018.51556396
113  54.58860155  018.51534660
110 2 0.00 153.0000 New Taxiway 44
111  54.58798244  018.51474017
111  54.58785346  018.51462993
111  54.58784948  018.51464387
111  54.58781720  018.51461644
111  54.58776153  018.51481149
111  54.58779381  018.51483892
111  54.58778983  018.51485286
111  54.58791881  018.51496310
111  54.58793901  018.51496238
113  54.58799461  018.51476758
110 2 0.00 153.0000 New Taxiway 44
111  54.58906310  018.51345861
111  54.58897711  018.51326037
111  54.58896994  018.51326977
111  54.58894819  018.51322030
111  54.58884782  018.51335174
111  54.58886958  018.51340120
111  54.58886240  018.51341060
111  54.58894839  018.51360883
111  54.58896625  018.51362245
113  54.58906643  018.51349126
110 2 0.00 153.0000 New Taxiway 44
111  54.58834962  018.51369509
111  54.58828257  018.51347506
111  54.58827461  018.51348231
111  54.58825782  018.51342739
111  54.58814638  018.51352882
111  54.58816317  018.51358374
111  54.58815520  018.51359099
111  54.58822225  018.51381102
111  54.58823778  018.51383211
113  54.58835064  018.51372940
110 2 0.00 153.0000 New Taxiway 44
111  54.58826147  018.51189415
111  54.58817812  018.51209574
111  54.58818543  018.51210481
111  54.58816444  018.51215524
111  54.58826676  018.51228210
111  54.58828775  018.51223167
111  54.58829507  018.51224073
111  54.58837842  018.51203914
111  54.58838109  018.51200461
113  54.58827932  018.51187843
110 2 0.00 153.0000 New Taxiway 44
111  54.58898313  018.51184140
111  54.58888972  018.51203120
111  54.58889662  018.51204119
111  54.58887350  018.51208877
111  54.58897002  018.51222852
111  54.58899314  018.51218094
111  54.58900004  018.51219092
111  54.58909345  018.51200113
111  54.58909654  018.51196753
113  54.58900037  018.51182828
110 2 0.00 153.0000 New Taxiway 50
111  54.57591310  018.51226882
111  54.57586218  018.51223612
111  54.57579303  018.51253017
111  54.57586721  018.51257462
111  54.57587603  018.51253467
113  54.57585229  018.51251773
110 2 0.00 153.0000 New Taxiway 49
112  54.57598933  018.51234971  54.57602754  018.51234209
111  54.57598933  018.51234971
111  54.57598573  018.51231577
111  54.57597672  018.51231153
111  54.57598000  018.51229458
111  54.57595708  018.51227622
111  54.57593232  018.51228691
111  54.57588088  018.51250834
111  54.57590446  018.51252258
113  54.57591506  018.51247987
110 2 0.00 153.0000 New Taxiway 40
111  54.58772924  018.52021742
111  54.58773150  018.52034555 20
111  54.58783620  018.52034146 20
111  54.58784328  018.52074228 20
111  54.58773859  018.52074636
111  54.58774085  018.52087449 20
111  54.58779079  018.52087307 20
111  54.58779021  018.52084067 20
111  54.58789745  018.52083361 20
111  54.58789585  018.52074317 20
111  54.58790076  018.52074317
111  54.58790611  018.52073725
111  54.58789805  018.52058924
111  54.58789672  018.52051403
111  54.58790494  018.52035788 20
111  54.58789384  018.52035135 20
111  54.58789355  018.52033486 20
111  54.58788864  018.52033486 20
111  54.58788702  018.52024308 20
111  54.58777978  018.52025014 20
113  54.58777918  018.52021601 20
110 2 0.00 153.0000 New Taxiway 38
111  54.58877401  018.51925506
111  54.58863371  018.51925264
111  54.58852544  018.51928618
111  54.58856769  018.51933389
111  54.58857368  018.51931857
111  54.58863440  018.51929267
113  54.58876860  018.51929401
111  54.58876401  018.51927030
111  54.58876401  018.51927854
111  54.58863576  018.51927618
113  54.58863576  018.51926912
110 2 0.00 153.0000 New Taxiway 37
111  54.58921438  018.50558121
111  54.58924264  018.50563800
111  54.58926385  018.50573321
111  54.58914079  018.50704903
111  54.58917898  018.50705880
111  54.58930488  018.50577226
113  54.58940294  018.50569737
110 2 0.00 153.0000 New Taxiway 36
111  54.58859977  018.50527897
111  54.58858789  018.50523867
111  54.58755574  018.50638569
111  54.58748965  018.50632530
111  54.58750182  018.50660801
113  54.58755574  018.50644469
110 2 0.00 153.0000 New Taxiway 35
111  54.58975131  018.50402489
111  54.58972886  018.50410799
111  54.58971020  018.50415038
111  54.58968760  018.50418937
111  54.58922984  018.50456234
111  54.58916467  018.50462119
111  54.58881676  018.50498580
111  54.58873769  018.50508280
111  54.58875733  018.50512010
111  54.58876940  018.50510152
111  54.58882737  018.50502777
111  54.58917593  018.50465719
111  54.58923970  018.50460102
111  54.58969694  018.50421907
111  54.58972510  018.50417402
111  54.58974561  018.50412252
113  54.58977112  018.50403954
110 2 0.00 153.0000 New Taxiway 27
111  54.57156027  018.52836471
111  54.57119022  018.52747010
111  54.57117261  018.52749369
113  54.57154267  018.52838830
110 2 0.00 153.0000 New Taxiway 39
111  54.58472505  018.52018666
111  54.58472505  018.52017007
111  54.58470262  018.52014686
111  54.58466354  018.52007057
111  54.58455398  018.52008052
111  54.58454757  018.52010484
111  54.58452963  018.52012585
111  54.58452771  018.52017229
111  54.58451681  018.52017450
111  54.58458857  018.52030496
113  54.58465393  018.52030054
110 2 0.00 153.0000 New Taxiway 49
111  54.58371707  018.52103990
111  54.58374321  018.52104786
111  54.58377396  018.52107174
111  54.58380702  018.52110491
111  54.58383009  018.52113808
111  54.58384624  018.52117257
111  54.58385931  018.52123493
111  54.58386469  018.52128402
111  54.58385469  018.52128667
111  54.58385586  018.52137788
111  54.58389574  018.52137584
111  54.58389929  018.52128402
111  54.58388929  018.52128136
111  54.58388468  018.52122166
111  54.58387315  018.52117257
111  54.58386084  018.52113012
111  54.58383701  018.52108899
111  54.58381164  018.52105582
111  54.58377858  018.52102929
111  54.58374859  018.52100673
111  54.58373168  018.52100142
111  54.58372014  018.52100673
111  54.58368594  018.52099748
111  54.58368900  018.52096814
111  54.58369133  018.52094574
111  54.58365249  018.52093524
111  54.58365000  018.52095919
111  54.58364711  018.52098698
111  54.58361712  018.52097887
111  54.58358648  018.52125236
111  54.58357636  018.52133699
111  54.58373091  018.52137025
111  54.58373168  018.52135699
113  54.58369246  018.52129065
110 2 0.00 153.0000 New Taxiway 48
111  54.58388384  018.52298817
111  54.58401227  018.52423763
111  54.58402941  018.52423228
111  54.58423260  018.52416694
111  54.58410417  018.52291748
113  54.58389889  018.52298334
110 2 0.00 153.0000 New Taxiway 47
