I
1050 Generated by WorldEditor 2.1.0r1

1     83 1 0 LGBL Almiros / Nea Anchialos
1302 city Volos
111  39.21599119  022.80361931
111  39.21596526  022.80357868
111  39.21593087  022.80355038
111  39.21589140  022.80353718
111  39.21585069  022.80354037
111  39.21581274  022.80355964
111  39.21578126  022.80359311
111  39.21575933  022.80363749
111  39.21574911  022.80368844
111  39.21575158  022.80374099
111  39.21576651  022.80378997
111  39.21579244  022.80383060
111  39.21582682  022.80385890
111  39.21586630  022.80387210
111  39.21590701  022.80386891
111  39.21592914  022.80385744
113  39.21594496  022.80384964
110 2 0.00 153.0000 New Taxiway 14
111  39.21552667  022.78618776
111  39.21563575  022.78617135
111  39.21563853  022.78615081
