I
1050 Generated by WorldEditor 2.1.0r1

1    453 0 0 XUMG Yegoryevsk
1302 city Yegoryevsk
111  55.45715586  039.04109068
111  55.45716386  039.04101452
111  55.45709219  039.04078525
111  55.45707379  039.04080970
111  55.45691469  039.04045158
111  55.45694021  039.04042705
111  55.45693051  039.04038340
111  55.45691705  039.04039895
111  55.45689878  039.04037140
111  55.45688373  039.04039541
111  55.45684731  039.04034379
111  55.45679766  039.04036168
111  55.45680312  039.04041225
111  55.45677436  039.04044758
111  55.45676523  039.04048148
111  55.45673915  039.04046380
111  55.45674595  039.04044533
111  55.45666919  039.04036820
111  55.45666612  039.04029358
111  55.45663176  039.04026785
111  55.45663773  039.04022332
111  55.45661485  039.04015183
111  55.45662851  039.04011423
111  55.45665506  039.04015073
111  55.45667881  039.04011685
111  55.45669146  039.04004061
111  55.45666988  039.04002707
111  55.45665172  039.03997468
111  55.45675885  039.03943013
111  55.45698633  039.03951908
111  55.45765015  039.03998457
111  55.45768234  039.03984660
111  55.45690333  039.03925708
112  55.45690333  039.03925708  55.45688311  039.03922886
111  55.45689768  039.03918248
111  55.45731767  039.03840575
111  55.45862665  039.03599663
111  55.46281895  039.03854658
111  55.46285137  039.03851020
111  55.46291459  039.03851212
111  55.46292872  039.03846354
111  55.46283880  039.03841930
111  55.46286128  039.03834652
111  55.46293473  039.03838331
111  55.46296559  039.03833503
111  55.46291455  039.03824398
111  55.46292321  039.03820276
111  55.46294990  039.03821759
111  55.46297228  039.03815009
111  55.46304969  039.03818303
113  55.46305597  039.03813258
111  55.45686258  039.04126767
111  55.45682983  039.04122106
111  55.45683681  039.04117881
111  55.45698052  039.04126763
111  55.45700022  039.04117312
111  55.45705987  039.04119378
111  55.45706969  039.04125702
111  55.45707828  039.04126367
111  55.45706977  039.04131687
111  55.45709547  039.04133466
112  55.45709547  039.04133466  55.45710658  039.04142235
113  55.45706385  039.04140569
130 Boundary
111  55.45528293  039.03180611
111  55.45502649  039.03563069
111  55.45679550  039.03648913
111  55.45551329  039.04190036
111  55.45706172  039.04256590
111  55.45723075  039.04168761
111  55.46158022  039.04439184
111  55.46302602  039.04410971
111  55.46365082  039.04169805
111  55.46372930  039.03985070
111  55.46434203  039.03891370
113  55.46401001  039.03728459
14  55.45671102  039.04162226  32.81 0 Tower Viewpoint
1300  55.45613783  039.04140663   9.66 hangar props Hangar
1301 A none 
1300  55.45657034  039.03983243  23.61 tie_down props|helos Tie-Down 1
1301 A general_aviation 
1300  55.45649383  039.04015430  23.61 tie_down props|helos Tie-Down 2
1301 A general_aviation 
1300  55.45665472  039.04096143 287.25 tie_down props Tie-Down 3
1301 A general_aviation 
1300  55.45678985  039.04103151 287.25 tie_down props Tie-Down 4
1301 A general_aviation 
1300  55.45732546  039.04098953 200.74 tie_down props Tie-Down 5
1301 A general_aviation 
1300  55.45737398  039.04075956 200.74 tie_down props Tie-Down 6
1301 A general_aviation 
1300  55.45742048  039.04053316 200.74 tie_down props Tie-Down 7
1301 A general_aviation 
1300  55.45746799  039.04031032 200.74 tie_down props Tie-Down 8
1301 A general_aviation 
1300  55.45751550  039.04007679 200.74 tie_down props Tie-Down 9
1301 A general_aviation 
1300  55.45684339  039.03993762 291.09 tie_down props|helos Tie-Down 10
1301 A general_aviation 
1300  55.45696591  039.04002105 291.09 tie_down props|helos Tie-Down 11
1301 A general_aviation 
1300  55.45708842  039.04010448 291.09 tie_down props|helos Tie-Down 12
1301 A general_aviation 
1300  55.45720972  039.04018577 291.09 tie_down props|helos Tie-Down 13
1301 A general_aviation 
18  55.45671102  039.04162226 1 Beacon
99
