I
1050 Generated by WorldEditor 2.1.0r1

1    287 1 0 EGVN RAF Brize Norton
1302 city Carterton
113  51.75859208 -001.57518999
110 2 0.10 73.4500 New Taxiway 26
111  51.75727780 -001.57768982
111  51.75726891 -001.57764915
111  51.75725732 -001.57759612
111  51.75724613 -001.57754485
111  51.75723371 -001.57748803
111  51.75722188 -001.57743390
111  51.75720971 -001.57737817
111  51.75720819 -001.57737122
111  51.75694137 -001.57714365
111  51.75699938 -001.57695089
111  51.75702921 -001.57680631
111  51.75768879 -001.57645827
111  51.75777994 -001.57616912
111  51.75787938 -001.57612361
111  51.75787441 -001.57608345
111  51.75800367 -001.57601384 3
112  51.75798652 -001.57607910  51.75797701 -001.57611992
111  51.75798652 -001.57607910
112  51.75798652 -001.57607910  51.75796534 -001.57616998 3
112  51.75795893 -001.57650646  51.75798294 -001.57667087
111  51.75795893 -001.57650646
111  51.75805167 -001.57633680
111  51.75805357 -001.57634556
111  51.75806133 -001.57638302
111  51.75806888 -001.57641951
111  51.75807714 -001.57645945
111  51.75808554 -001.57650003
111  51.75809396 -001.57654074
111  51.75810195 -001.57657935
111  51.75810972 -001.57661689
111  51.75811702 -001.57665219
111  51.75812545 -001.57669291
111  51.75813360 -001.57673230
111  51.75814184 -001.57677210
111  51.75814982 -001.57681070
111  51.75815760 -001.57684825
111  51.75816711 -001.57689425
111  51.75817562 -001.57693537
111  51.75818353 -001.57697357
111  51.75818933 -001.57700161
111  51.75819633 -001.57703544
111  51.75819956 -001.57705105
111  51.75820279 -001.57706665
111  51.75820998 -001.57710141
111  51.75821608 -001.57713089
111  51.75823286 -001.57721200
111  51.75812196 -001.57726732
111  51.75740214 -001.57762644
113  51.75735876 -001.57764855
110 2 0.10 73.4500 New Taxiway 21
111  51.75433812 -001.56762277 3
111  51.75424949 -001.56758014 3
111  51.75399099 -001.56745583 3
111  51.75396644 -001.56744402 3
111  51.75379537 -001.56736175
111  51.75385890 -001.56703604 3
111  51.75402912 -001.56711560 3
111  51.75405479 -001.56712760 3
111  51.75430882 -001.56724633 3
113  51.75440303 -001.56729036
110 2 0.10 73.4500 New Taxiway 20
111  51.75488452 -001.56245300
111  51.75445297 -001.56210605
111  51.75436149 -001.56203216
111  51.75419046 -001.56193900
111  51.75419444 -001.56192294
113  51.75493623 -001.56228595
110 2 0.10 73.4500 New Taxiway 19
111  51.75485867 -001.56256865
112  51.75429586 -001.56229559  51.75416063 -001.56224419
111  51.75412284 -001.56231807
111  51.75413080 -001.56222491
111  51.75416859 -001.56202252
111  51.75424217 -001.56206107
111  51.75442910 -001.56218957
113  51.75486463 -001.56253010
110 2 0.10 147.2500 New Taxiway 18
111  51.74969118 -001.60155280
111  51.74930311 -001.60119143
111  51.74925601 -001.60108574
111  51.74916055 -001.60099323
111  51.74933594 -001.60053817
111  51.74943140 -001.60063068
111  51.74950595 -001.60062482
113  51.74989403 -001.60098619
110 2 0.10 73.4500 New Taxiway 17
111  51.74939749 -001.59763166
111  51.74926057 -001.59700925
111  51.74925715 -001.59695853
111  51.74926087 -001.59693252
111  51.74931058 -001.59677019
111  51.74934122 -001.59672784
111  51.74937090 -001.59670858
113  51.74974898 -001.59652866
110 2 0.00 0.0000 New Taxiway 5
111  51.74993933 -001.59663439
111  51.74978633 -001.59651165
111  51.74990234 -001.59645600
113  51.74993933 -001.59662130
110 2 0.10 73.4500 New Taxiway 17
111  51.74932704 -001.59662697
111  51.74930222 -001.59664475
111  51.74927557 -001.59667373
111  51.74925600 -001.59671608
111  51.74920057 -001.59688974
111  51.74919159 -001.59693151
111  51.74918945 -001.59696229
111  51.74919890 -001.59702932
111  51.74919499 -001.59703237
111  51.74917775 -001.59693181
111  51.74927321 -001.59663501
111  51.74986063 -001.59632141
111  51.74985696 -001.59635065
113  51.74983720 -001.59637889
110 2 0.00 153.6800 New Taxiway 6
111  51.74983602 -001.60044711
111  51.74956754 -001.60023380
111  51.74953652 -001.60024563
111  51.74925121 -001.60001544
111  51.74924145 -001.59997473
111  51.74921543 -001.59995406
111  51.74918403 -001.59992911
111  51.74970918 -001.59819797
111  51.74976768 -001.59824363
111  51.74938371 -001.59949418
111  51.74941322 -001.59951965
111  51.74943271 -001.59946155
111  51.74953024 -001.59954447
111  51.74952157 -001.59957201
111  51.74979564 -001.59979490
111  51.74980246 -001.59977297
111  51.74990297 -001.59985372
111  51.75053354 -001.59780434
111  51.75043785 -001.59772949
111  51.75044538 -001.59770527
111  51.75017322 -001.59750405
111  51.75015179 -001.59757205
111  51.75005425 -001.59748913
111  51.74986797 -001.59808028
111  51.74984949 -001.59806536
111  51.74982363 -001.59814743
111  51.74979771 -001.59812565
111  51.74976949 -001.59820800
111  51.74971100 -001.59815719
111  51.74999494 -001.59724262
111  51.74998881 -001.59723555
111  51.75000873 -001.59717640
111  51.75016051 -001.59729150
111  51.75019396 -001.59717960
111  51.75061912 -001.59750704
113  51.75066376 -001.59775308
110 2 0.00 251.3000 New Taxiway 1
111  51.74893794 -001.60092494
111  51.74873451 -001.60200441
111  51.74874355 -001.60204048
111  51.74872477 -001.60214014
111  51.74870289 -001.60217220
111  51.74862348 -001.60259358
112  51.74862348 -001.60259358  51.74857571 -001.60285681
112  51.74839659 -001.60318661  51.74836287 -001.60337117
111  51.74839659 -001.60318661
111  51.74811159 -001.60471052
111  51.74809212 -001.60471624
111  51.74806557 -001.60481631
111  51.74801777 -001.60478772
111  51.74803725 -001.60466478
111  51.74803194 -001.60460188
111  51.74800361 -001.60458186
111  51.74801600 -001.60454755
111  51.74804256 -001.60456185
112  51.74804256 -001.60456185  51.74810097 -001.60458186
111  51.74813107 -001.60447608
111  51.74820364 -001.60411868
112  51.74813814 -001.60397001  51.74808327 -001.60394714
111  51.74813814 -001.60397001
111  51.74810982 -001.60396143
111  51.74811690 -001.60392426
111  51.74815408 -001.60393570
111  51.74817709 -001.60381562
111  51.74824790 -001.60384993
111  51.74837586 -001.60318039
112  51.74837586 -001.60318039  51.74841239 -001.60295952
112  51.74859797 -001.60260132  51.74862794 -001.60242735
111  51.74859797 -001.60260132
111  51.74889409 -001.60099560
112  51.74889409 -001.60099560  51.74890064 -001.60095475
113  51.74889224 -001.60095074
110 2 0.10 73.4500 New Taxiway 16
111  51.74889394 -001.59918728
111  51.74883987 -001.59928553
111  51.74871365 -001.59868982
111  51.74870622 -001.59861593
111  51.74878021 -001.59821892
111  51.74922480 -001.59796706
113  51.74924520 -001.59803020
110 2 0.10 73.4500 New Taxiway 15
111  51.74568524 -001.59297820
111  51.74569329 -001.59326259
111  51.74572437 -001.59334438
111  51.74578881 -001.59334252
111  51.74578681 -001.59340573
111  51.74568410 -001.59339458
111  51.74567151 -001.59390366
111  51.74574635 -001.59390389
111  51.74575066 -001.59380908
111  51.74578227 -001.59381464
