I
1050 Generated by WorldEditor 2.1.0r1

1    792 1 0 LKCV Caslav
1302 city Čáslav
111  49.94866159  015.37722683
111  49.94867220  015.37723156
111  49.94876619  015.37727347
111  49.94868668  015.37765976
111  49.94880668  015.37771943
111  49.94888619  015.37733317
113  49.94897587  015.37737268
110 2 0.00 153.0000 HAS
111  49.95062956  015.37926853
111  49.95061245  015.37925977
111  49.95031802  015.37910914
111  49.95031071  015.37914012
111  49.95032119  015.37914547
111  49.95041410  015.37919284
111  49.95032531  015.37957422
111  49.95044378  015.37964086
111  49.95053258  015.37925951
113  49.95062124  015.37930423
110 2 0.00 153.0000 HAS
111  49.95020390  015.37283962
111  49.95002903  015.37327085
111  49.95004660  015.37328938
111  49.95005248  015.37327486
111  49.95010453  015.37314622
111  49.95032116  015.37337237
111  49.95039142  015.37320984
111  49.95017481  015.37298369
113  49.95022418  015.37286081
110 2 0.00 153.0000 HAS
111  49.94929083  015.37344217
111  49.94905383  015.37379453
111  49.94906799  015.37381913
111  49.94907596  015.37380726
111  49.94914654  015.37370211
111  49.94932137  015.37400322
111  49.94941492  015.37387206
111  49.94924011  015.37357096
113  49.94930719  015.37347038
110 2 0.00 153.0000 HAS
111  49.94946706  015.37613328
111  49.94954362  015.37662893
111  49.94956442  015.37662231
111  49.94956184  015.37660563
111  49.94953892  015.37645791
111  49.94979435  015.37637478
111  49.94976854  015.37618313
111  49.94951312  015.37626624
113  49.94949098  015.37612552
110 2 0.00 153.0000 HAS
111  49.95010339  015.37716121
111  49.95018134  015.37765634
111  49.95020213  015.37764957
111  49.95019949  015.37763292
111  49.95017615  015.37748535
111  49.95043135  015.37740048
111  49.95040500  015.37720901
111  49.95014982  015.37729385
113  49.95012728  015.37715328
110 1 0.00 153.0000 New Taxiway 61
111  49.94563221  015.35442954
111  49.94541767  015.35448765
111  49.94543999  015.35474324
111  49.94548565  015.35470482
111  49.94548565  015.35468680
113  49.94565330  015.35464256
110 2 0.00 153.0000 New Taxiway 60
111  49.94485029  015.35511065
111  49.94481972  015.35500202
111  49.94473367  015.35469628
111  49.94471599  015.35470905
111  49.94475043  015.35483182
111  49.94451157  015.35498625
111  49.94456091  015.35516214
111  49.94479977  015.35500771
113  49.94483261  015.35512342
110 2 0.00 153.0000 New Taxiway 60
111  49.94538842  015.35596143
111  49.94538868  015.35584287
111  49.94538942  015.35550916
111  49.94536993  015.35550975
111  49.94536953  015.35564368
111  49.94511088  015.35563505
111  49.94511031  015.35582693
111  49.94536896  015.35583556
113  49.94536893  015.35596202
110 2 0.00 153.0000 New Taxiway 60
111  49.94567187  015.35717286
111  49.94570572  015.35706660
111  49.94580100  015.35676754
111  49.94578334  015.35675472
111  49.94574501  015.35687467
111  49.94551526  015.35668983
111  49.94546035  015.35686169
111  49.94569009  015.35704653
113  49.94565421  015.35716004
110 2 0.00 153.0000 New Taxiway 60
111  49.94574132  015.35839390
111  49.94585803  015.35797957
111  49.94583999  015.35796806
111  49.94580534  015.35809069
111  49.94557025  015.35792287
111  49.94552060  015.35809856
111  49.94575569  015.35826638
113  49.94572329  015.35838239
110 2 0.00 153.0000 New Taxiway 60
111  49.94579318  015.36098141
111  49.94588629  015.36055290
111  49.94586768  015.36054387
111  49.94584001  015.36067071
111  49.94559643  015.36053525
111  49.94555679  015.36071698
111  49.94580037  015.36085244
113  49.94577457  015.36097238
110 2 0.00 153.0000 New Taxiway 60
111  49.94618759  015.36230968
111  49.94621406  015.36219848
111  49.94628857  015.36188550
111  49.94627014  015.36187564
111  49.94624014  015.36200120
111  49.94599916  015.36185493
111  49.94595618  015.36203481
111  49.94619716  015.36218108
113  49.94616916  015.36229982
110 2 0.00 153.0000 New Taxiway 60
111  49.94608778  015.36366395
111  49.94612327  015.36355893
111  49.94622316  015.36326333
111  49.94620561  015.36324988
111  49.94616543  015.36336844
111  49.94593752  015.36317543
111  49.94587996  015.36334530
111  49.94610787  015.36353831
113  49.94607024  015.36365051
110 2 0.00 153.0000 New Taxiway 60
111  49.94683205  015.36338302
111  49.94687189  015.36348421
111  49.94698402  015.36376902
111  49.94700044  015.36375251
111  49.94695553  015.36363812
111  49.94717900  015.36343296
111  49.94711465  015.36326908
111  49.94689118  015.36347424
113  49.94684848  015.36336651
110 2 0.00 153.0000 New Taxiway 60
111  49.94680295  015.36215605
111  49.94685363  015.36228479
111  49.94695491  015.36254205
111  49.94697134  015.36252553
111  49.94692642  015.36241114
111  49.94714989  015.36220599
111  49.94708555  015.36204210
111  49.94686208  015.36224726
113  49.94681937  015.36213953
110 2 0.00 153.0000 New Taxiway 60
111  49.94659171  015.36056751
111  49.94664085  015.36065828
111  49.94677918  015.36091376
111  49.94679383  015.36089360
111  49.94673839  015.36079097
111  49.94693955  015.36053608
111  49.94686012  015.36038903
111  49.94665896  015.36064392
113  49.94660635  015.36054736
110 2 0.00 153.0000 New Taxiway 60
111  49.94812734  015.35915454
111  49.94808555  015.35927005
111  49.94798463  015.35954899
111  49.94800192  015.35956321
111  49.94804427  015.35944648
111  49.94826852  015.35964957
111  49.94832920  015.35948234
111  49.94810494  015.35927925
113  49.94814463  015.35916876
110 2 0.00 153.0000 New Taxiway 60
111  49.94743900  015.35979950
111  49.94740159  015.35990290
111  49.94729629  015.36019394
111  49.94731358  015.36020816
111  49.94735593  015.36009144
111  49.94758018  015.36029453
111  49.94764086  015.36012729
111  49.94741660  015.35992420
113  49.94745629  015.35981372
110 2 0.00 137.3300 New Taxiway 78
111  49.94997149  015.37790132
111  49.94989768  015.37799695
111  49.94993148  015.37805883
113  49.95000571  015.37795822
110 2 0.00 137.3300 New Taxiway 77
111  49.95079290  015.37932038
111  49.95065565  015.37947290
111  49.95068640  015.37954118
113  49.95082228  015.37939004
110 2 0.00 137.3300 New Taxiway 76
111  49.94945571  015.37517607
111  49.94937578  015.37520939
111  49.94940398  015.37534103
113  49.94948060  015.37531035
110 2 0.00 137.3300 New Taxiway 75
111  49.94904199  015.37588957
111  49.94895061  015.37598826
111  49.94897080  015.37602275
113  49.94905809  015.37592030
110 2 0.00 137.3300 New Taxiway 73
111  49.94845795  015.37419874
111  49.94840245  015.37432351
111  49.94836162  015.37448174
111  49.94834516  015.37459977
111  49.94834513  015.37473622
111  49.94835837  015.37473501 102
111  49.94835662  015.37466127 102
111  49.94836365  015.37454930 102
111  49.94838122  015.37445917 102
111  49.94841198  015.37433354 102
111  49.94846909  015.37421611 102
111  49.94896995  015.37349920
111  49.94900158  015.37348691
111  49.94902795  015.37349373
111  49.94906661  015.37352787
111  49.94907627  015.37355655
111  49.94908154  015.37360519
111  49.94908593  015.37353771
111  49.94906176  015.37349624
111  49.94902713  015.37346749
111  49.94900700  015.37346252
111  49.94898888  015.37346976
111  49.94898969  015.37347820
111  49.94895908  015.37349366
113  49.94894948  015.37350716
110 2 0.00 137.3300 New Taxiway 72
111  49.94706410  015.37649297
111  49.94717928  015.37633149
111  49.94719400  015.37629597
111  49.94720213  015.37625644
111  49.94717259  015.37620293
111  49.94712947  015.37617089
111  49.94709257  015.37616965
111  49.94708330  015.37617569
111  49.94705143  015.37622143
111  49.94705925  015.37623094
111  49.94709404  015.37618922
111  49.94713614  015.37618827
111  49.94716421  015.37621387
111  49.94718801  015.37624991
111  49.94718496  015.37629353
111  49.94706292  015.37646896
113  49.94705864  015.37647939
110 2 0.00 137.3300 New Taxiway 71
111  49.94789758  015.37509087
111  49.94784649  015.37512801
111  49.94779836  015.37516408
111  49.94774901  015.37521913
111  49.94721624  015.37598492
111  49.94721303  015.37602706
111  49.94721425  015.37607827
111  49.94722767  015.37612758
111  49.94725086  015.37616362
111  49.94727649  015.37617879
111  49.94730639  015.37618448
111  49.94732897  015.37617879
111  49.94734448  015.37616984
111  49.94738307  015.37611813
111  49.94737351  015.37610198
111  49.94734239  015.37614939
111  49.94732287  015.37616267
111  49.94730395  015.37616741
111  49.94727649  015.37616267
111  49.94725452  015.37615413
111  49.94723438  015.37611905
111  49.94722340  015.37607543
111  49.94722096  015.37603750
111  49.94722950  015.37599008 102
111  49.94735801  015.37580637
111  49.94737879  015.37577666 102
111  49.94776283  015.37522767 102
111  49.94780432  015.37518404 102
111  49.94784826  015.37514706 102
113  49.94789219  015.37511577
110 2 0.00 137.3300 New Taxiway 53
111  49.94768551  015.37301260
111  49.94761223  015.37311423
111  49.94758299  015.37306023
111  49.94753320  015.37312927
111  49.94756244  015.37318327
111  49.94748956  015.37328434
111  49.94751837  015.37333176
111  49.94765352  015.37328984
111  49.94795227  015.37379888
111  49.94797050  015.37377360
111  49.94767175  015.37326456
113  49.94771432  015.37306002
110 2 0.00 137.3300 New Taxiway 40
111  49.93836739  015.38042941
111  49.93839903  015.38034340
111  49.93835070  015.38030790
111  49.93833400  015.38035842
111  49.93813717  015.38020414
113  49.93812575  015.38025329
110 2 0.00 137.3300 New Taxiway 39
111  49.93364561  015.38513045
111  49.93362557  015.38516812
111  49.93370887  015.38525331
111  49.93379323  015.38534504
111  49.93389129  015.38543514
111  49.93395456  015.38544497
111  49.93408636  015.38545316
111  49.93410331  015.38544724
111  49.93417072  015.38542368
111  49.93512288  015.38404925
111  49.93510495  015.38402304
111  49.93417388  015.38536962
111  49.93408425  015.38540730
111  49.93395561  015.38540894
111  49.93389973  015.38538764
113  49.93384384  015.38534832
110 2 0.00 137.3300 New Taxiway 38
111  49.94261613  015.38119377
111  49.94247641  015.38139858
111  49.94259416  015.38159383
111  49.94263941  015.38152705
111  49.94282677  015.38183732
111  49.94282087  015.38184581
111  49.94282672  015.38191805
111  49.94292089  015.38178328
111  49.94287382  015.38176970
111  49.94286589  015.38178111
111  49.94267805  015.38147003
113  49.94273387  015.38138765
110 2 0.00 137.3300 New Taxiway 38
111  49.94218276  015.38181291
111  49.94204304  015.38201772
111  49.94216079  015.38221296
111  49.94220604  015.38214619
111  49.94239341  015.38245646
111  49.94238750  015.38246494
111  49.94239335  015.38253719
111  49.94248752  015.38240242
111  49.94244046  015.38238884
111  49.94243252  015.38240024
111  49.94224468  015.38208917
113  49.94230050  015.38200679
110 2 0.00 137.3300 New Taxiway 37
111  49.94716785  015.37885504
111  49.94710037  015.37894680
111  49.94713095  015.37905987
111  49.94726170  015.37930402
113  49.94735554  015.37917129
110 2 0.00 137.3300 New Taxiway 36
111  49.94810939  015.37069485
111  49.94812344  015.37071806
111  49.94811729  015.37072899
111  49.94815420  015.37078634
111  49.94817002  015.37076586
111  49.94813575  015.37070441
111  49.94880005  015.36976219
111  49.94872008  015.36963519
111  49.94868318  015.36968981
113  49.94874293  015.36979223
110 2 0.00 137.3300 New Taxiway 35
111  49.93921698  015.39199630
111  49.93917239  015.39197136
111  49.93903245  015.39189309
111  49.93901980  015.39187179 102
111  49.93896602  015.39183411 102
111  49.93894915  015.39182756
111  49.93882156  015.39201760 102
111  49.93887007  015.39227154
111  49.93870452  015.39298421
111  49.93895442  015.39312347
111  49.93895868  015.39310521
111  49.93921596  015.39324938
111  49.93947234  015.39214871
113  49.93921506  015.39200454
110 2 0.00 137.3300 New Taxiway 34
111  49.93902839  015.38992716
111  49.93856449  015.39059000
111  49.93867465  015.39077480
111  49.93868103  015.39078551
111  49.93861689  015.39087835
111  49.93885230  015.39127328
111  49.93891645  015.39118044
111  49.93904132  015.39138992
111  49.93950139  015.39073172
111  49.93937720  015.39052047
111  49.93936698  015.39050309
111  49.93937489  015.39049217
111  49.93915420  015.39011679
111  49.93914630  015.39012771
113  49.93913887  015.39011509
110 2 0.00 137.3300 New Taxiway 89
111  49.93534860  015.39342052
111  49.93530220  015.39341232
111  49.93528203  015.39364018
113  49.93532737  015.39364588
110 2 0.00 137.3300 New Taxiway 88
111  49.93588426  015.39297001
111  49.93568602  015.39325178
112  49.93568602  015.39325178  49.93559639  015.39337956
111  49.93568286  015.39353847
111  49.93570818  015.39357941
111  49.93567549  015.39362692
111  49.93580869  015.39384230
111  49.93584137  015.39379480
111  49.93592796  015.39393480
111  49.93597778  015.39386923
112  49.93589480  015.39381532  49.93585579  015.39375471
111  49.93589480  015.39381532
111  49.93588676  015.39380198
111  49.93592366  015.39374792
111  49.93584245  015.39361324
111  49.93580554  015.39366730
111  49.93570711  015.39350406
112  49.93571133  015.39327799  49.93577987  015.39317642
111  49.93571133  015.39327799
111  49.93589691  015.39301915
111  49.93599392  015.39319117
111  49.93600446  015.39316332
111  49.93591423  015.39299242
113  49.93590534  015.39300441
110 2 0.00 137.3300 Apn S
111  49.93336612  015.39466990
111  49.93334398  015.39468792
111  49.93329707  015.39471904
111  49.93323293  015.39474672
111  49.93315536  015.39477706
111  49.93308953  015.39479886
111  49.93309380  015.39481308 102
111  49.93315848  015.39479507 102
111  49.93323720  015.39476663 102
111  49.93329883  015.39473629 102
111  49.93334460  015.39470501 102
111  49.93337633  015.39470027 102
111  49.93346542  015.39472681 102
111  49.93352882  015.39490229
111  49.93365867  015.39526170
111  49.93386007  015.39508315
111  49.93389908  015.39519127
111  49.93456127  015.39463757
111  49.93458447  015.39469163
111  49.93530782  015.39408223
111  49.93524983  015.39390530
111  49.93526065  015.39389789
111  49.93523401  015.39382339
111  49.93524139  015.39381684
111  49.93518972  015.39367268
111  49.93520054  015.39366664
111  49.93513841  015.39348756 102
111  49.93516037  015.39332101 102
111  49.93524473  015.39309713
111  49.93525588  015.39308640
111  49.93528163  015.39306163 102
111  49.93535544  015.39296732 102
111  49.93554435  015.39270245 102
111  49.93565508  015.39253604 102
111  49.93572362  015.39255106 102
111  49.93592189  015.39288742
111  49.93595296  015.39294013
111  49.93599200  015.39287974
111  49.93601177  015.39285011
111  49.93603367  015.39281420
111  49.93605753  015.39277751
111  49.93608284  015.39273858
111  49.93610952  015.39269755
111  49.93613060  015.39266514
111  49.93615506  015.39262751 102
111  49.93625243  015.39279119
111  49.93634304  015.39294351 102
111  49.93645115  015.39312527
111  49.93659415  015.39336568 102
111  49.93668098  015.39351165
111  49.93689500  015.39387145 102
111  49.93718350  015.39435646
111  49.93692637  015.39473169
111  49.93690422  015.39469237
111  49.93645489  015.39534807
111  49.93664045  015.39566624
111  49.93676059  015.39549023
111  49.93681436  015.39558197
111  49.93696465  015.39536336
111  49.93691087  015.39527162
111  49.93708335  015.39501993
111  49.93706437  015.39498389
111  49.93732793  015.39459927
111  49.93752860  015.39493662 102
111  49.93782456  015.39543418 102
111  49.93794180  015.39563127
111  49.93794795  015.39563263 102
111  49.93754550  015.39736102
111  49.93792686  015.39757537
111  49.93794759  015.39748537
111  49.93818850  015.39761621
111  49.93833497  015.39698023
111  49.93809405  015.39684940
111  49.93810015  015.39682294
111  49.93835863  015.39696857
111  49.93860994  015.39587737
111  49.93835145  015.39573174
111  49.93835479  015.39571727
111  49.93820891  015.39563376
111  49.93824406  015.39547949
111  49.93819743  015.39545280
111  49.93817202  015.39556433
111  49.93816228  015.39560707
111  49.93808766  015.39556436 102
111  49.93791966  015.39528409 102
111  49.93788219  015.39522110
111  49.93797538  015.39516615
111  49.93799413  015.39519727
111  49.93797112  015.39530716
111  49.93798605  015.39533226
111  49.93801626  015.39519173
111  49.93797967  015.39513376
111  49.93786855  015.39519816 102
111  49.93764731  015.39482618
111  49.93742665  015.39445627 102
111  49.93732278  015.39428215
111  49.93711994  015.39394213 102
111  49.93674711  015.39331713
111  49.93646641  015.39284658 102
111  49.93625117  015.39248578 102
111  49.93619757  015.39227963 102
111  49.93618351  015.39216223 102
111  49.93618791  015.39201205 102
111  49.93622042  015.39182229 102
111  49.93623536  015.39175949 102
111  49.93626523  015.39168714 102
111  49.93630302  015.39163389
111  49.93630126  015.39162024
111  49.93619230  015.39177997
111  49.93617385  015.39174174
111  49.93553679  015.39268645
111  49.93534599  015.39295322
111  49.93527142  015.39304822
111  49.93523276  015.39308645
111  49.93512380  015.39318883
113  49.93344583  015.39461263
110 2 0.00 137.3300 New Taxiway 32
111  49.95050248  015.37160435
111  49.95057081  015.37161025
111  49.95057608  015.37118147
111  49.95059611  015.36955335
111  49.95059105  015.36933507
111  49.95058472  015.36912073
111  49.95055689  015.36885526
111  49.95047970  015.36844820
111  49.95043542  015.36826336
111  49.95039872  015.36815323
111  49.95032786  015.36799395
111  49.95018146  015.36772824
111  49.95013970  015.36766218
111  49.94993320  015.36733555
111  49.94986125  015.36722175
111  49.94942948  015.36653879
111  49.94937633  015.36646407
111  49.94931783  015.36639709
111  49.94926372  015.36634412
111  49.94919539  015.36629103
111  49.94913212  015.36624383
111  49.94906633  015.36620451
111  49.94899694  015.36617698
111  49.94892461  015.36616714
111  49.94884995  015.36616714
111  49.94878922  015.36617304
111  49.94871836  015.36618681
111  49.94864413  015.36621073
111  49.94857728  015.36625104
111  49.94851464  015.36630577
111  49.94845503  015.36638039
111  49.94714070  015.36824753
111  49.94709241  015.36830455
111  49.94708861  015.36829669
111  49.94705445  015.36828489
111  49.94699751  015.36824556
111  49.94696335  015.36822197
111  49.94695575  015.36820427
111  49.94697220  015.36834584
111  49.94702155  015.36859753
111  49.94704559  015.36851298
111  49.94707216  015.36844416
111  49.94712151  015.36840680
111  49.94718225  015.36833208
111  49.94849566  015.36646210
111  49.94855134  015.36638935
111  49.94860448  015.36634019
111  49.94866269  015.36631069
111  49.94872469  015.36628513
111  49.94879301  015.36627333
111  49.94885881  015.36626153
111  49.94892334  015.36626743
111  49.94898535  015.36627923
111  49.94904608  015.36630479
111  49.94910682  015.36633429
111  49.94917008  015.36637951
111  49.94922702  015.36642867
111  49.94927890  015.36647783
111  49.94933078  015.36653683
111  49.94938266  015.36661155
111  49.94981496  015.36729337
111  49.95009131  015.36772923
111  49.95014186  015.36781106
111  49.95017223  015.36786809
111  49.95025194  015.36801754
111  49.95027092  015.36804507
111  49.95033925  015.36820829
111  49.95037683  015.36830831
111  49.95041897  015.36847965
111  49.95049109  015.36887884
111  49.95051893  015.36912858
111  49.95052525  015.36932523
111  49.95053032  015.36955334
113  49.95050828  015.37117657
110 2 0.00 137.3300 New Taxiway 31
111  49.95149245  015.37099351
111  49.95124676  015.37118688
111  49.95122567  015.37133929
111  49.95127207  015.37145728
111  49.95130159  015.37144580
111  49.95133217  015.37143433
111  49.95156520  015.37123768
113  49.95153614  015.37114016
110 2 0.00 137.3300 New Taxiway 30
111  49.95080687  015.37063228
111  49.95071070  015.37080533
111  49.95080307  015.37092922
111  49.95083344  015.37100984
111  49.95084230  015.37107080
111  49.95084103  015.37115143
111  49.95082965  015.37121436
111  49.95080307  015.37126942
111  49.95087520  015.37136381
111  49.95090430  015.37131071
111  49.95117888  015.37113570
111  49.95118905  015.37111515
111  49.95121515  015.37114859
111  49.95152424  015.37061720
111  49.95121243  015.37019378
111  49.95090181  015.37073150
111  49.95094643  015.37079512
113  49.95093779  015.37080934
110 2 0.00 137.3300 Apn N
111  49.94500256  015.37916230
111  49.94500871  015.37917186 102
111  49.94503859  015.37915410 102
111  49.94507110  015.37915957 102
111  49.94509922  015.37920326 102
111  49.94511328  015.37920326 102
111  49.94523014  015.37940398
111  49.94525035  015.37937940
111  49.94534806  015.37954512
111  49.94537513  015.37959105
111  49.94540990  015.37954102
111  49.94544068  015.37949674 102
111  49.94712108  015.37707905
111  49.94717647  015.37699936 102
111  49.94692955  015.37658698 102
111  49.94690495  015.37651871 102
111  49.94690759  015.37646818 102
111  49.94692077  015.37643268
113  49.94691374  015.37642039
110 2 0.00 137.3300 New Taxiway 23
111  49.94356800  015.38484630
111  49.94358916  015.38492559
111  49.94359860  015.38501278
111  49.94359317  015.38505522
111  49.94359561  015.38505996
111  49.94285652  015.38610782
111  49.94268039  015.38635753
111  49.94205993  015.38723719
111  49.94202261  015.38723161
111  49.94197272  015.38721961
111  49.94177590  015.38696796
111  49.94175503  015.38700870
111  49.94181268  015.38708224
111  49.94180958  015.38716738
111  49.94177620  015.38721988
111  49.94165007  015.38723537
111  49.94154782  015.38706691
111  49.94153167  015.38702893
111  49.94152366  015.38699693
111  49.94150402  015.38700692
111  49.94151326  015.38703999
111  49.94152700  015.38708866
111  49.94165523  015.38730694
111  49.94165202  015.38739613
111  49.94157212  015.38750953
111  49.94159043  015.38752913
111  49.94180251  015.38722648
111  49.94191931  015.38721826
111  49.94197976  015.38730437
111  49.94131021  015.38826109
111  49.94130324  015.38831612
111  49.94048253  015.38948633
111  49.94038836  015.38963432
111  49.94027280  015.38984520
111  49.94020443  015.38999501
111  49.94014723  015.39014435
111  49.94008951  015.39031383
111  49.94004330  015.39048298
111  49.93997581  015.39077294
111  49.93991034  015.39079994
111  49.93987141  015.39078548
111  49.93989936  015.39066505
111  49.93974799  015.39058206
111  49.93973196  015.39065079
111  49.93970642  015.39063672
111  49.93966787  015.39077466
111  49.93964717  015.39079393
111  49.93963467  015.39084271
111  49.93962061  015.39083695
111  49.93959175  015.39087460
111  49.93968125  015.39092347
111  49.93968406  015.39086813
111  49.93970313  015.39082401
111  49.93973516  015.39084132
111  49.93974088  015.39083144
111  49.93975432  015.39083553
111  49.93977741  015.39081719
111  49.93984194  015.39084894
111  49.93988663  015.39091112
111  49.93991016  015.39101719
111  49.93991814  015.39102075
111  49.93972593  015.39184660
111  49.93969832  015.39183286
111  49.93967405  015.39193554
111  49.93969351  015.39198589
111  49.93951528  015.39275171
111  49.93942923  015.39270452
111  49.93940617  015.39280364
111  49.93949221  015.39285082
111  49.93934196  015.39349637
111  49.93933406  015.39349500
111  49.93930110  015.39352625
111  49.93925840  015.39354461
111  49.93923173  015.39353657
111  49.93915118  015.39348242
111  49.93904501  015.39340183
111  49.93889582  015.39331332
111  49.93875619  015.39323714
111  49.93869271  015.39353055
111  49.93864165  015.39350676
111  49.93858090  015.39376992
111  49.93863348  015.39379607
111  49.93868632  015.39356009
111  49.93871812  015.39357411
111  49.93875375  015.39342463
111  49.93879497  015.39336705
111  49.93882776  015.39335237
111  49.93888478  015.39335590
111  49.93896104  015.39340058
111  49.93897253  015.39350060
111  49.93888337  015.39396653
111  49.93887609  015.39396528
111  49.93884389  015.39410187
111  49.93892578  015.39414546
111  49.93894900  015.39404788
111  49.93891763  015.39403463
111  49.93890316  015.39397734
111  49.93899326  015.39350815
111  49.93903232  015.39344635
111  49.93913849  015.39352694
111  49.93913655  015.39353377
111  49.93921401  015.39360761
111  49.93923436  015.39363446
111  49.93925892  015.39367224
111  49.93926951  015.39371038
111  49.93927304  015.39375568
111  49.93928095  015.39375705
111  49.93887581  015.39549701
111  49.93880895  015.39546074
111  49.93881642  015.39542699
111  49.93879547  015.39541658
111  49.93869710  015.39585203
111  49.93868919  015.39585069
111  49.93867890  015.39589722
111  49.93872422  015.39589788
111  49.93877468  015.39593135
111  49.93865010  015.39646638
111  49.93859210  015.39643634
111  49.93860959  015.39635577
