I
1050 Generated by WorldEditor 2.1.0r1

1    649 1 0 UEMM Magan
1302 city Magan
111  62.10257085  129.54296338
111  62.10254681  129.54306015
111  62.10228742  129.54316645
111  62.10223225  129.54308715
111  62.10221993  129.54295623
111  62.10215761  129.54301415
111  62.10216609  129.54311450
111  62.10213485  129.54321680
111  62.09956125  129.54431253
111  62.09955149  129.54420170
111  62.09858997  129.54462626
111  62.09862126  129.54498199
111  62.09958278  129.54455743
111  62.09957261  129.54444423
111  62.10204192  129.54341726
111  62.10209514  129.54348596
111  62.10211065  129.54362546
111  62.10207751  129.54374785
111  62.10212509  129.54418831
111  62.10228013  129.54411586
111  62.10222885  129.54367321
111  62.10217602  129.54359711
111  62.10216179  129.54345358
111  62.10220269  129.54334612
111  62.10255841  129.54320290
111  62.10260325  129.54328401
111  62.10261660  129.54345759
111  62.10258258  129.54354986
111  62.10262539  129.54398342
111  62.10277532  129.54392224
111  62.10273591  129.54350033
111  62.10268268  129.54343419
111  62.10266561  129.54326188
111  62.10269371  129.54314510
111  62.10299638  129.54303304
111  62.10303680  129.54308876
111  62.10305635  129.54329155
111  62.10302086  129.54337669
111  62.10307374  129.54379464
111  62.10321425  129.54373272
111  62.10317514  129.54333334
111  62.10312661  129.54326678
111  62.10309474  129.54297731
111  62.10310416  129.54285966
111  62.10308460  129.54283180
111  62.10306067  129.54260898
111  62.10309529  129.54250279
111  62.10305743  129.54209095
113  62.10305328  129.54204584
110 2 0.00 0.0000 New Taxiway 3
111  62.10528878  129.54182567
111  62.10533711  129.54213824
111  62.10693136  129.54085168
113  62.10687129  129.54053334
110 2 0.00 348.9000 New Taxiway 2
111  62.09858144  129.54733115
111  62.09817717  129.54750596
111  62.09818982  129.54763962
111  62.09816782  129.54765139
111  62.09818015  129.54777947
111  62.10982727  129.54288048
111  62.10976870  129.54222609
111  62.10333090  129.54491541
111  62.10335479  129.54518638
113  62.09856944  129.54720222
110 4 0.00 0.0000 New Taxiway 8
111  62.10884551  129.53836781
112  62.10884551  129.53836781  62.10897617  129.53825545
112  62.10923436  129.53841246  62.10930345  129.53829046
111  62.10923436  129.53841246
111  62.10930128  129.53821930
112  62.10930128  129.53821930  62.10933967  129.53801802
112  62.10920229  129.53787121  62.10911538  129.53783251
111  62.10920229  129.53787121
111  62.10915119  129.53773010
111  62.10915728  129.53756171
112  62.10915728  129.53756171  62.10907919  129.53705767
111  62.10887354  129.53687137
111  62.10847945  129.53728936
111  62.10808025  129.53742480
111  62.10697161  129.53843040
111  62.10698058  129.53853229
111  62.10556027  129.54011963
111  62.10551619  129.53993274
111  62.10538519  129.54002320
111  62.10542819  129.54024506
111  62.10475895  129.54085201
111  62.10457622  129.53997328
111  62.10449906  129.54001302
111  62.10437041  129.53990440
111  62.10431379  129.53956775
111  62.10427399  129.53959879
111  62.10424424  129.53943096
111  62.10411055  129.53954112
111  62.10381576  129.53963428
112  62.10381576  129.53963428  62.10374484  129.53961868
111  62.10370628  129.53954219
111  62.10361630  129.53970557
111  62.10371176  129.54025786
111  62.10371647  129.54044259
111  62.10339873  129.54063837
111  62.10347401  129.54102903
111  62.10370891  129.54093591
111  62.10377902  129.54123672
112  62.10377902  129.54123672  62.10377302  129.54136512
111  62.10372503  129.54142985
111  62.10339178  129.54170451
112  62.10339178  129.54170451  62.10321907  129.54176871
111  62.10310817  129.54168904
111  62.10302211  129.54174098
111  62.10305328  129.54204584
111  62.10305743  129.54209095
111  62.10419176  129.54128079
111  62.10460754  129.54137791
111  62.10469500  129.54241533
111  62.10443100  129.54256948
112  62.10443100  129.54256948  62.10462714  129.54376423
111  62.10447201  129.54413996
111  62.10380877  129.54443701
112  62.10380877  129.54443701  62.10370857  129.54442411
111  62.10368539  129.54417227
111  62.10368205  129.54308020
112  62.10368205  129.54308020  62.10368809  129.54302215
111  62.10369916  129.54299296
111  62.10353839  129.54309070
112  62.10353839  129.54309070  62.10355529  129.54311392
111  62.10355681  129.54315480
111  62.10356880  129.54439592
112  62.10356880  129.54439592  62.10356185  129.54451109
111  62.10351420  129.54455975
111  62.09782906  129.54703442
111  62.09778623  129.54713691
111  62.09632301  129.54775854
112  62.09632301  129.54775854  62.09627976  129.54784711
111  62.09640693  129.54813696
111  62.09644124  129.54813434
111  62.09645867  129.54821831
111  62.09638075  129.54845147
111  62.09638481  129.54862932
111  62.09664657  129.54865160
111  62.09784294  129.54817228
111  62.09793218  129.54823085
111  62.09831588  129.54806671
111  62.10698764  129.54436330
112  62.10698764  129.54436330  62.10708585  129.54437630
111  62.10705074  129.54456252
111  62.10351466  129.55692475
112  62.10351466  129.55692475  62.10332693  129.55743298
111  62.10303354  129.55744083
111  62.10389873  129.55849485
112  62.10385502  129.55762480  62.10395014  129.55709784
111  62.10385502  129.55762480
111  62.10778103  129.54404158
111  62.10962217  129.54331933
112  62.10962217  129.54331933  62.10979600  129.54320166
111  62.10985479  129.54292194
111  62.10993609  129.54285015
112  62.10993609  129.54285015  62.11005186  129.54266509
112  62.10987622  129.54225690  62.10977714  129.54222792
111  62.10987622  129.54225690
111  62.10976744  129.54218329
111  62.10974623  129.54211208
111  62.10964963  129.54196131
111  62.10752492  129.54286149
112  62.10752492  129.54286149  62.10745359  129.54286035
111  62.10742450  129.54272977
111  62.10739580  129.54218768
111  62.10747841  129.54181342
111  62.10747160  129.54158916
111  62.10793499  129.53993579
111  62.10886686  129.53898834
113  62.10874619  129.53851565
112  62.10715573  129.54236961  62.10717326  129.54258898
111  62.10715573  129.54236961
111  62.10718855  129.54296117
111  62.10683869  129.54310141
111  62.10683424  129.54253339
114  62.10683424  129.54253339  62.10685552  129.54223377
111  62.10632753  129.54277224
112  62.10632753  129.54277224  62.10653478  129.54268556
112  62.10654154  129.54329690  62.10642890  129.54338037
111  62.10654154  129.54329690
111  62.10504040  129.54392820
112  62.10504040  129.54392820  62.10492476  129.54395709
112  62.10520084  129.54329775  62.10535655  129.54318681
113  62.10520084  129.54329775
130 Boundary
111  62.09152226  129.54317319
111  62.09122952  129.54369214
111  62.09121706  129.54459032
111  62.09264028  129.54642664
111  62.09579111  129.55412268
111  62.09778284  129.55794229
111  62.11006512  129.57204915
111  62.11201780  129.57356536
111  62.11407392  129.57672716
111  62.11439408  129.57753184
111  62.11490393  129.57807627
111  62.11505121  129.57808931
111  62.11698677  129.58017772
111  62.11811078  129.58050475
111  62.12180952  129.58578273
111  62.12250444  129.58594913
111  62.12408176  129.58686727
111  62.12576669  129.58816323
111  62.12717797  129.58961482
111  62.12909744  129.59081777
111  62.12943668  129.58939495
111  62.12773224  129.58659906
111  62.12753720  129.58717525
111  62.12577972  129.58431522
111  62.12555522  129.58342298
111  62.12283929  129.58029285
111  62.12288525  129.58005266
111  62.11919735  129.57520058
111  62.11936296  129.57461389
111  62.11777122  129.57273261
111  62.11756319  129.57329591
111  62.11535306  129.57084247
111  62.11449361  129.57034838
111  62.11535560  129.56701294
111  62.11311080  129.56432730
111  62.11230160  129.56004336
111  62.10756861  129.55378341
111  62.11125408  129.54261691
111  62.10938496  129.53753155
111  62.10897395  129.53602269
111  62.10860264  129.53641554
111  62.10855722  129.53623141
111  62.10819473  129.53661760
111  62.10781913  129.53640259
111  62.10736272  129.53686094
111  62.10715959  129.53685184
111  62.10696455  129.53701364
111  62.10711654  129.53765246
111  62.10706178  129.53787547
111  62.10654477  129.53849102
111  62.10591361  129.53894857
111  62.10582318  129.53847684
111  62.10518868  129.53889704
111  62.10517335  129.53882283
111  62.10528093  129.53842267
111  62.10515405  129.53789703
111  62.10423042  129.53779309
111  62.10419673  129.53770571
111  62.10389640  129.53754464
111  62.10338762  129.53769109
111  62.10337754  129.53818068
111  62.10308235  129.53827183
111  62.10248624  129.53884534
111  62.10187619  129.53921963
111  62.10182145  129.53880481
111  62.10159680  129.53894102
111  62.10165819  129.53943723
111  62.09962745  129.54069166
111  62.09872783  129.54348948
111  62.09590094  129.54469199
111  62.09408376  129.54467409
111  62.09306207  129.54491519
113  62.09165543  129.54320933
120 Linear Feature 14
111  62.09956275  129.54447793 20
111  62.09956829  129.54454412 20
111  62.09951937  129.54456565
111  62.09938922  129.54462293 20
111  62.09936342  129.54463429
111  62.09920200  129.54470533 20
111  62.09917899  129.54471546
111  62.09901752  129.54478653 20
111  62.09899041  129.54479846
111  62.09883612  129.54486637 20
111  62.09881348  129.54487633
111  62.09867772  129.54493609 20
111  62.09863044  129.54495689 20
115  62.09862428  129.54489845
14  62.10781642  129.53681037  41.00 0 Tower
1300  62.10534463  129.53934290  73.12 hangar turboprops|helos Hangar
1301 B none 
1300  62.10826746  129.53763925 244.73 gate turboprops Stand 1
1301 B airline 
1300  62.10799262  129.53790892 244.73 gate turboprops Stand 2
1301 B airline 
1300  62.10766125  129.53819839 244.73 gate turboprops Stand 3
1301 B airline 
1300  62.10735670  129.53849267 244.73 gate turboprops Stand 4
1301 B airline 
1300  62.10866321  129.53871007 243.93 gate turboprops|helos Stand 5
1301 B airline 
1300  62.10831778  129.53903432 243.93 gate turboprops|helos Stand 6
1301 B airline 
1300  62.10797832  129.53937981 243.93 gate turboprops|helos Stand 7
1301 B airline 
1300  62.10770802  129.53966034 243.93 gate turboprops|helos Stand 8
1301 B airline 
1300  62.10677429  129.54068716 249.07 gate turboprops|helos Stand 9
1301 B airline 
1300  62.10646453  129.54093907 249.07 gate turboprops|helos Stand 10
1301 B airline 
1300  62.10614330  129.54119321 249.07 gate turboprops|helos Stand 11
1301 B airline 
1300  62.10579060  129.54146984 249.07 gate turboprops|helos Stand 12
1301 B airline 
1300  62.10544348  129.54175499 249.07 gate turboprops|helos Stand 13
1301 B airline 
1300  62.10658765  129.53960158 245.54 tie_down props Stand 14
1301 A general_aviation 
1300  62.10639888  129.53976655 245.54 tie_down props Stand 15
1301 A general_aviation 
1300  62.10622470  129.53992038 245.54 tie_down props Stand 16
1301 A general_aviation 
1300  62.10601544  129.54008953 245.54 tie_down props Stand 17
1301 A general_aviation 
1300  62.10562870  129.54046609 245.54 tie_down props Stand 18
1301 A general_aviation 
1300  62.10546224  129.54062660 245.54 tie_down props Stand 19
1301 A general_aviation 
1300  62.10528077  129.54082723 245.54 tie_down props Stand 20
1301 A general_aviation 
1300  62.10509554  129.54101984 245.54 tie_down props Stand 21
1301 A general_aviation 
1300  62.10470736  129.54221965 254.74 tie_down props Stand 22
1301 A general_aviation 
1300  62.10455004  129.54230882 254.74 tie_down props Stand 23
1301 A general_aviation 
1300  62.10440924  129.54238684 254.74 tie_down props Stand 24
1301 A general_aviation 
1300  62.10425541  129.54247229 254.74 tie_down props Stand 25
1301 A general_aviation 
1300  62.10410258  129.54255279 254.74 tie_down props Stand 26
1301 A general_aviation 
1300  62.10395918  129.54263793 254.74 tie_down props Stand 27
1301 A general_aviation 
1300  62.10380418  129.54272462 254.74 tie_down props Stand 28
1301 A general_aviation 
1300  62.10415786  129.54159473  71.50 tie_down turboprops|props|helos Stand 29
1301 B general_aviation 
1300  62.10382672  129.54180650  71.50 tie_down turboprops|props|helos Stand 30
1301 B general_aviation 
1300  62.10348342  129.54205839  71.50 tie_down turboprops|props|helos Stand 31
1301 B general_aviation 
1300  62.10301413  129.54245159  79.22 tie_down turboprops|props|helos Stand 32
1301 B general_aviation 
1300  62.10309961  129.54335533 257.20 tie_down turboprops|props|helos Stand 33
1301 B general_aviation 
1300  62.10257215  129.54263564  79.22 tie_down turboprops|props|helos Stand 34
1301 B general_aviation 
1300  62.10265895  129.54351303 257.20 tie_down turboprops|props|helos Stand 35
1301 B general_aviation 
1300  62.10216453  129.54279168  79.22 tie_down turboprops|props|helos Stand 36
1301 B general_aviation 
1300  62.10215246  129.54370367 257.20 tie_down turboprops|props|helos Stand 37
1301 B general_aviation 
18  62.10781642  129.53681037 1 Beacon
54 12060 Magan Tower
55 12930 Yakutsk Approach
50 12870 Magan Meteo
99
