I
1130 Generated by WorldEditor 2.2.0r2

1     43 0 0 6R5 Alvin Airpark
111  29.41568069 -095.29021503
111  29.41564299 -095.29025227
111  29.41567138 -095.29029160
111  29.41557366 -095.29038775
111  29.41554516 -095.29035069
111  29.41543458 -095.29020692
113  29.41557211 -095.29007080
130 Airport Boundary
111  29.41739004 -095.28801061
111  29.41677385 -095.28861891
111  29.41710487 -095.28901481
111  29.41464079 -095.29144506
111  29.41313130 -095.28941389
113  29.41616146 -095.28640005
1300  29.41630435 -095.28686326 222.00 tie_down props GA Ramp 06
1301 A general_aviation 
1300  29.41639001 -095.28697682 222.00 tie_down props GA Ramp 05
1301 A general_aviation 
1300  29.41647432 -095.28708923 222.00 tie_down props GA Ramp 04
1301 A general_aviation 
1300  29.41655817 -095.28720014 222.00 tie_down props GA Ramp 03
1301 A general_aviation 
1300  29.41664258 -095.28731203 222.00 tie_down props GA Ramp 02
1301 A general_aviation 
1300  29.41672718 -095.28742449 222.00 tie_down props GA Ramp 01
1301 A general_aviation 
1300  29.41698103 -095.28776557 222.00 hangar props Hangar 12
1301 A none 
1300  29.41632503 -095.28795963 312.00 hangar props Hangar 11
1301 A none 
1300  29.41623041 -095.28930766  42.00 hangar props Hangar 10
1301 A none 
1300  29.41612145 -095.28916538  42.00 hangar props Hangar 09
1301 A none 
1300  29.41601472 -095.28902456  42.00 hangar props Hangar 08
1301 A none 
1300  29.41590827 -095.28888372  42.00 hangar props Hangar 07
1301 A none 
1300  29.41593601 -095.28897840 222.00 hangar props Hangar 06
1301 A none 
1300  29.41604397 -095.28912037 222.00 hangar props Hangar 05
1301 A none 
1300  29.41615118 -095.28926237 222.00 hangar props Hangar 04
1301 A none 
1300  29.41625715 -095.28940260 222.00 hangar props Hangar 03
1301 A none 
1300  29.41589753 -095.28958899  42.00 hangar props Hangar 02
1301 A none 
1300  29.41551966 -095.29024198 222.00 hangar props Hangar 01
1301 A none 
19  29.41460636 -095.28887480 0 Windsock
1051 122900 Alvin Unicom
99
