A
1050 Generated by WorldEditor 1.6.0r1

1    131 1 0 KFMH Cape Cod CGAS
111  41.65642349 -070.52995963
111  41.65624104 -070.53001732
111  41.65622954 -070.52995387
111  41.65625253 -070.52995002
111  41.65624678 -070.52990772
111  41.65619219 -070.52993079
111  41.65618932 -070.52991541
113  41.65599681 -070.52997117
110 2 0.00 0.0000 Building
111  41.65095513 -070.51939986
111  41.65054827 -070.51869847
111  41.65089134 -070.51833394
111  41.65095461 -070.51844898
111  41.65122212 -070.51891077
113  41.65130337 -070.51905840
110 1 0.00 0.0000 Building
111  41.65024178 -070.52302649
111  41.65028830 -070.52297634
111  41.65043602 -070.52282517
111  41.65050929 -070.52292707
111  41.65071473 -070.52269251
111  41.65075495 -070.52276364
111  41.65054664 -070.52299244
111  41.65059692 -070.52309818
113  41.65040114 -070.52330909
110 1 0.00 0.0000 Building
111  41.64975372 -070.52231220
111  41.64969468 -070.52221435
111  41.64905249 -070.52115002
111  41.64898784 -070.52104288
111  41.64899646 -070.52090675
111  41.64902060 -070.52086984
111  41.64908955 -070.52098058
111  41.64962053 -070.52041303
111  41.64956020 -070.52030459
111  41.64958088 -070.52027460
111  41.65002275 -070.52101278
111  41.65010066 -070.52114294
111  41.65017794 -070.52127205
111  41.65035150 -070.52156199
111  41.65032736 -070.52158506
111  41.65025668 -070.52148124
111  41.65011186 -070.52163813
111  41.65015152 -070.52171196
111  41.65010497 -070.52175810
111  41.65006216 -070.52168389
111  41.64971018 -070.52207610
113  41.64977196 -070.52218569
110 1 0.00 0.0000 Building
111  41.64725659 -070.52230044
111  41.64725323 -070.52236172
111  41.64717780 -070.52243702
111  41.64711196 -070.52232487
111  41.64707604 -070.52236652
111  41.64701857 -070.52225918
111  41.64706646 -070.52220631
111  41.64706048 -070.52214062
111  41.64698625 -070.52201726
111  41.64735020 -070.52161993
111  41.64736337 -070.52164396
111  41.64740407 -070.52159750
111  41.64749386 -070.52177373
111  41.64747351 -070.52183462
113  41.64754443 -070.52200643
110 1 0.00 0.0000 Building
111  41.64646441 -070.52335372
111  41.64621197 -070.52291570
111  41.64637859 -070.52274882
111  41.64658361 -070.52310052
111  41.64661767 -070.52316129
111  41.64674444 -070.52303215
111  41.64677565 -070.52308259
111  41.64662335 -070.52324231
113  41.64659686 -070.52319420
110 1 0.00 0.0000 Building
111  41.64555102 -070.52434218
111  41.64541029 -070.52411618
111  41.64528633 -070.52391039
111  41.64542079 -070.52375351
113  41.64568905 -070.52419281
110 1 0.00 0.0000 Building
111  41.64503711 -070.52489541
111  41.64500704 -070.52484010
111  41.64504325 -070.52479858
111  41.64486740 -070.52450329
111  41.64519840 -070.52415028
111  41.64537597 -070.52443635
111  41.64540528 -070.52440866
113  41.64542981 -070.52446756
110 1 0.00 0.0000 Building
111  41.64455806 -070.52643909
111  41.64457859 -070.52646845
111  41.64433896 -070.52672683
111  41.64406657 -070.52628851
113  41.64429692 -070.52602458
110 1 0.00 0.0000 Building
111  41.65901685 -070.53372986
111  41.65888815 -070.53337332
111  41.65933298 -070.53307462
111  41.65934784 -070.53311583
111  41.65925017 -070.53317836
111  41.65919742 -070.53321308
113  41.65931216 -070.53354291
110 1 0.00 0.0000 Building
111  41.66014883 -070.53584619
111  41.66012258 -070.53585768
111  41.66010852 -070.53581771
111  41.65989303 -070.53596193
111  41.65987507 -070.53591118
111  41.65978129 -070.53597528
111  41.65927087 -070.53455618
111  41.65936953 -070.53449353
111  41.65934043 -070.53441564
111  41.65955825 -070.53428210
111  41.65953830 -070.53422980
111  41.65955105 -070.53422023
111  41.65956202 -070.53421200
111  41.65982261 -070.53494060
111  41.65986314 -070.53491993
111  41.65992781 -070.53510208
113  41.65989306 -070.53512404
110 2 0.00 0.0000 Building
111  41.66465573 -070.52519540
111  41.66462481 -070.52511928
111  41.66470861 -070.52506853
113  41.66473854 -070.52513931
110 2 0.00 0.0000 Building
111  41.66465426 -070.52533881
111  41.66479341 -070.52523280
111  41.66489517 -070.52551992
113  41.66474891 -070.52561542
110 2 0.00 0.0000 Building
111  41.66394667 -070.52212382
111  41.66379227 -070.52210240
111  41.66379510 -070.52206779
111  41.66381950 -070.52176885
111  41.66382362 -070.52171180
111  41.66397446 -070.52173744
113  41.66396804 -070.52181976
110 2 0.00 0.0000 Building
111  41.66570185 -070.52208728
111  41.66544467 -070.52204352
111  41.66528573 -070.52201779
111  41.66519073 -070.52200241
111  41.66519427 -070.52195023
111  41.66510332 -070.52193600
111  41.66509624 -070.52199450
111  41.66497340 -070.52197711
111  41.66502301 -070.52125458
111  41.66525848 -070.52128460
111  41.66543810 -070.52130750
111  41.66551041 -070.52131673
111  41.66556536 -070.52132574
111  41.66556249 -070.52139112
113  41.66575213 -070.52142959
110 2 0.00 0.0000 Building
111  41.66535282 -070.52303486
111  41.66477816 -070.52294672
111  41.66479493 -070.52272396
111  41.66477697 -070.52272075
111  41.66479318 -070.52244582
111  41.66479436 -070.52238732
111  41.66493147 -070.52240469
111  41.66503895 -070.52241831
111  41.66516074 -070.52243373
111  41.66530109 -070.52245151
111  41.66541278 -070.52246566
111  41.66538874 -070.52281370
113  41.66536599 -070.52281370
110 1 0.00 0.0000 Building
111  41.64924851 -070.52487234
111  41.64908955 -070.52460773
111  41.64925368 -070.52442959
111  41.64934155 -070.52457833
111  41.64935835 -070.52456622
111  41.64940100 -070.52464405
111  41.64938679 -070.52466134
113  41.64941134 -070.52469247
110 1 0.00 0.0000 Building
111  41.64905853 -070.52507469
111  41.64890087 -070.52481354
111  41.64906629 -070.52463022
113  41.64922524 -070.52489655
110 1 0.00 0.0000 Building
111  41.64887115 -070.52527877
111  41.64871478 -070.52501416
111  41.64887890 -070.52483948
113  41.64903527 -070.52509717
110 1 0.00 0.0000 Building
111  41.64862043 -070.52552608
111  41.64855065 -070.52541021
111  41.64860234 -070.52535660
111  41.64852868 -070.52521997
111  41.64869281 -070.52504183
113  41.64884918 -070.52530471
110 1 0.00 0.0000 Building
111  41.64680000 -070.53006017
111  41.64671180 -070.52989766
111  41.64675728 -070.52983107
111  41.64674307 -070.52979873
111  41.64678572 -070.52974166
111  41.64683121 -070.52970552
111  41.64684684 -070.52973405
111  41.64687954 -070.52971313
111  41.64691224 -070.52965796
111  41.64689660 -070.52962942
111  41.64693924 -070.52957425
111  41.64698473 -070.52953621
111  41.64700321 -070.52956284
111  41.64704018 -070.52953811
111  41.64707145 -070.52948294
111  41.64705439 -070.52945821
111  41.64709846 -070.52940304
111  41.64714111 -070.52936499
111  41.64715642 -070.52939025
111  41.64718953 -070.52936738
111  41.64722691 -070.52931449
111  41.64720875 -070.52928734
111  41.64725788 -070.52923017
111  41.64729847 -070.52919586
111  41.64731663 -070.52922016
111  41.64734867 -070.52919729
111  41.64727925 -070.52907723
111  41.64730915 -070.52903435
111  41.64734439 -070.52901148
111  41.64751208 -070.52929020
111  41.64749178 -070.52930592
111  41.64750567 -070.52932879
111  41.64748110 -070.52935023
111  41.64746829 -070.52933307
111  41.64744906 -070.52936023
111  41.64740955 -070.52938024
111  41.64742770 -070.52941168
111  41.64737964 -070.52944885
111  41.64733799 -070.52950459
111  41.64732090 -070.52947457
111  41.64728779 -070.52953032
111  41.64725041 -070.52955461
111  41.64726963 -070.52957748
111  41.64722264 -070.52961607
111  41.64718205 -070.52967324
111  41.64716496 -070.52964752
111  41.64713185 -070.52970040
111  41.64709661 -070.52972470
111  41.64711156 -070.52975043
111  41.64706777 -070.52978044
111  41.64702505 -070.52984905
111  41.64700689 -070.52981617
111  41.64697379 -070.52987334
111  41.64693747 -070.52989335
111  41.64695563 -070.52991908
111  41.64691184 -070.52995767
111  41.64686591 -070.53001484
113  41.64685203 -070.52999055
110 1 0.00 0.0000 Building
111  41.65452380 -070.52921211
111  41.65441214 -070.52925500
111  41.65439855 -070.52918352
113  41.65451118 -070.52914324
110 2 0.00 0.0000 Taxiway Shoulder
111  41.66465851 -070.51602332
111  41.66454902 -070.51572619
111  41.66455847 -070.51555242
111  41.66457454 -070.51531935
111  41.66460162 -070.51492667
111  41.66466354 -070.51487561
113  41.66474154 -070.51489697
110 2 0.00 0.0000 Taxiway Shoulder
111  41.66503777 -070.51460405
111  41.66509216 -070.51445313
111  41.66513322 -070.51439619
111  41.66519254 -070.51433668
111  41.66517429 -070.51468481
113  41.66502331 -070.51485168
110 2 0.00 0.0000 New Taxiway 17
111  41.66584430 -070.51689862
112  41.66573600 -070.51688870  41.66569065 -070.51682923
111  41.66567306 -070.51676356
111  41.66575822 -070.51662230
112  41.66586277 -070.51667609  41.66590134 -070.51671326
114  41.66589131 -070.51683407  41.66587049 -070.51688570
110 1 0.00 0.0000 New Taxiway 16
111  41.66509146 -070.51578275
112  41.66507694 -070.51594452  41.66509268 -070.51600895
111  41.66514544 -070.51605975
111  41.66575822 -070.51662230
111  41.66567306 -070.51676356
112  41.66573600 -070.51688870  41.66578136 -070.51694818
111  41.66584430 -070.51689862
111  41.66581191 -070.51693331
112  41.66569250 -070.51689118  41.66564066 -070.51681684
111  41.66569250 -070.51689118
112  41.66569250 -070.51689118  41.66566010 -070.51685649
111  41.66561844 -070.51670036
113  41.66494993 -070.51603330
110 2 0.00 0.0000 Taxiway Shoulder
111  41.66501648 -070.51492837
111  41.66513539 -070.51480127
111  41.66516556 -070.51480484
111  41.66512119 -070.51539041
111  41.66509146 -070.51578275
111  41.66494993 -070.51603330
113  41.66493917 -070.51605235
110 2 0.00 0.0000 Taxiway Shoulder
111  41.65132056 -070.52959675
112  41.65123502 -070.52957796  41.65119813 -070.52954547
111  41.65118550 -070.52948830
111  41.65130758 -070.52945148
113  41.65149683 -070.52953968
110 2 0.00 0.0000 Taxiway Shoulder
111  41.65047978 -070.53056062
111  41.65036044 -070.53040166
111  41.65048127 -070.53025137
111  41.65160999 -070.52992985
111  41.65142803 -070.53016956
113  41.65145078 -070.53027800
110 2 0.00 0.0000 Taxiway Shoulder
111  41.66274791 -070.53106822
111  41.66298426 -070.53121078
111  41.66300760 -070.53124301
111  41.66189454 -070.53128139
113  41.66168051 -070.53110868
110 2 0.00 0.0000 Taxiway Shoulder
111  41.66167683 -070.53072965
111  41.66187933 -070.53054669
111  41.66231779 -070.53053269
111  41.66258789 -070.53052231
112  41.66259748 -070.53061100  41.66259321 -070.53066246
113  41.66255476 -070.53069964
110 2 0.00 0.0000 Tarmac Remnants
112  41.65984772 -070.50863007  41.65966116 -070.50862072
111  41.65984772 -070.50863007
112  41.65984772 -070.50863007  41.65970506 -070.50857265
111  41.65983176 -070.50834029
113  41.65996645 -070.50837768
110 2 0.00 0.0000 Tarmac Remnants
111  41.66025766 -070.50805000
111  41.66029720 -070.50781316
111  41.66046355 -070.50783488
111  41.66056543 -070.50800944
113  41.66043514 -070.50817832
110 2 0.00 0.0000 Tarmac Remnants
111  41.66002021 -070.50799525
111  41.65988553 -070.50795386
111  41.65992535 -070.50769622
113  41.66005503 -070.50772963
110 2 0.00 0.0000 Tarmac Remnants
111  41.65874275 -070.50739075
111  41.65887725 -070.50742620
111  41.65883753 -070.50768854
113  41.65870084 -070.50764985
110 1 0.00 0.0000 Tarmac Remnants
111  41.65767486 -070.50738907
111  41.65771210 -070.50712602
111  41.65874275 -070.50739075
111  41.65887725 -070.50742620
111  41.65992535 -070.50769622
111  41.66005503 -070.50772963
111  41.66029720 -070.50781316
111  41.66046355 -070.50783488
111  41.66056543 -070.50800944
111  41.66065580 -070.50817173
112  41.66065580 -070.50817173  41.66069292 -070.50822461
111  41.66285917 -070.51115222
112  41.66296892 -070.51121632  41.66304175 -070.51122967
111  41.66309941 -070.51119500
111  41.66268643 -070.51163993
112  41.66271850 -070.51142999  41.66270453 -070.51132315
111  41.66265465 -070.51126707
111  41.66043514 -070.50817832
111  41.66025766 -070.50805000
111  41.66002021 -070.50799525
111  41.65997432 -070.50828369
112  41.66000226 -070.50852406  41.65998330 -070.50864157
111  41.66000226 -070.50852406
112  41.66000226 -070.50852406  41.65996933 -070.50869632
111  41.65984063 -070.50864958
112  41.65975583 -070.50845863  41.65977279 -070.50831841
111  41.65975583 -070.50845863
112  41.65975583 -070.50845863  41.65977279 -070.50833978
111  41.65984862 -070.50825431
111  41.65988553 -070.50795386
111  41.65883753 -070.50768854
113  41.65870084 -070.50764985
111  41.66002021 -070.50799525
111  41.66005503 -070.50772963
111  41.65992535 -070.50769622
113  41.65988553 -070.50795386
111  41.66043514 -070.50817832
111  41.66056543 -070.50800944
111  41.66046355 -070.50783488
111  41.66029720 -070.50781316
113  41.66025766 -070.50805000
111  41.65883753 -070.50768854
111  41.65887725 -070.50742620
111  41.65874275 -070.50739075
113  41.65870084 -070.50764985
111  41.65996645 -070.50837768
111  41.65983176 -070.50834029
112  41.65984772 -070.50863007  41.65999039 -070.50868749
111  41.65984772 -070.50863007
114  41.65984772 -070.50863007  41.66003429 -070.50863942
110 2 0.00 0.0000 Tarmac Remnants
111  41.65364011 -070.52878234
112  41.65370205 -070.52867084  41.65372662 -070.52863797
111  41.65375759 -070.52862796
111  41.65432664 -070.52840482
111  41.65449162 -070.52833138
111  41.65450871 -070.52839999
111  41.65451561 -070.52839807
111  41.65453434 -070.52839285
111  41.65466571 -070.52860583
111  41.65472018 -070.52858868
111  41.65475115 -070.52873163
111  41.65477892 -070.52874878
111  41.65475436 -070.52875879
111  41.65476397 -070.52879595
111  41.65480990 -070.52878452
111  41.65490282 -070.52895605
111  41.65488680 -070.52910900
111  41.65481844 -070.52912758
111  41.65437496 -070.52932381
112  41.65435360 -070.52929393  41.65434292 -070.52929652
111  41.65432835 -070.52931992
111  41.65435457 -070.52936410
111  41.65439528 -070.52934888
111  41.65449867 -070.52981242
111  41.65438623 -070.52985739
111  41.65443405 -070.53007187
111  41.65422986 -070.53015316
111  41.65418205 -070.52994560
111  41.65401390 -070.53000273
111  41.65403267 -070.53008644
111  41.65362923 -070.53025387
111  41.65357919 -070.53003412
111  41.65334932 -070.53014504
111  41.65328521 -070.52984786
111  41.65335870 -070.52981856
111  41.65336809 -070.52974531
111  41.65329705 -070.52945336
111  41.65342652 -070.52920296
113  41.65351812 -070.52902582
111  41.65451118 -070.52914324
111  41.65439855 -070.52918352
111  41.65441214 -070.52925500
113  41.65452380 -070.52921211
110 2 0.00 0.0000 NW Tarmac
111  41.66527335 -070.51856853
111  41.66528506 -070.51838952
112  41.66536803 -070.51835816  41.66540610 -070.51835685
111  41.66536803 -070.51835816
112  41.66536803 -070.51835816  41.66540610 -070.51835685
111  41.66543600 -070.51837557
112  41.66543600 -070.51837557  41.66548370 -070.51841325
111  41.66548669 -070.51849576
112  41.66541781 -070.51861818  41.66535994 -070.51864683
111  41.66541781 -070.51861818
112  41.66533680 -070.51861818  41.66530556 -070.51860120
111  41.66533680 -070.51861818
114  41.66533680 -070.51861818  41.66530556 -070.51860120
110 2 0.00 0.0000 NW Tarmac
112  41.66342927 -070.51963437  41.66342831 -070.51939029
111  41.66342927 -070.51963437
112  41.66342927 -070.51963437  41.66346343 -070.51940381
111  41.66364626 -070.51957963
113  41.66363375 -070.51975674
110 2 0.00 0.0000 NW Tarmac
112  41.66382145 -070.51765552  41.66381509 -070.51740049
111  41.66382145 -070.51765552
112  41.66382145 -070.51765552  41.66386071 -070.51742058
111  41.66403449 -070.51760219
111  41.66402888 -070.51768823
113  41.66402294 -070.51777917
110 1 0.00 0.0000 NW Tarmac
111  41.66737423 -070.51182149
111  41.66741732 -070.51189148
111  41.66520220 -070.51427775
111  41.66519254 -070.51433668 102
111  41.66513322 -070.51439619 102
111  41.66509216 -070.51445313 102
111  41.66503777 -070.51460405 102
111  41.66502331 -070.51485168 102
111  41.66501648 -070.51492837
111  41.66502331 -070.51485168
111  41.66517429 -070.51468481
111  41.66516556 -070.51480484
111  41.66513539 -070.51480127
111  41.66501648 -070.51492837 102
111  41.66493917 -070.51605235 102
111  41.66491302 -070.51610671 102
111  41.66490125 -070.51613118 102
111  41.66485418 -070.51679062 102
111  41.66474221 -070.51831296
111  41.66521643 -070.51839296
111  41.66523072 -070.51818426
111  41.66544379 -070.51820861
111  41.66543600 -070.51837557
112  41.66536803 -070.51835816  41.66532996 -070.51835947
111  41.66528506 -070.51838952
111  41.66527335 -070.51856853
112  41.66533680 -070.51861818  41.66536803 -070.51863517
111  41.66541781 -070.51861818
111  41.66540610 -070.51878282
111  41.66520014 -070.51876061
111  41.66520990 -070.51856200
111  41.66472764 -070.51849856 102
111  41.66455944 -070.52080281 102
112  41.66466192 -070.52093583  41.66473397 -070.52096745 102
111  41.66480011 -070.52093109
111  41.66482029 -070.52061375
111  41.66552993 -070.52071567
111  41.66548601 -070.52129190
111  41.66551041 -070.52131673
111  41.66543810 -070.52130750
111  41.66525848 -070.52128460
111  41.66502301 -070.52125458
111  41.66497340 -070.52197711
111  41.66509624 -070.52199450
111  41.66510332 -070.52193600
111  41.66519427 -070.52195023
111  41.66519073 -070.52200241
111  41.66528573 -070.52201779
111  41.66544467 -070.52204352
111  41.66541278 -070.52246566
111  41.66516074 -070.52243373
111  41.66503895 -070.52241831
111  41.66493147 -070.52240469
111  41.66479436 -070.52238732
111  41.66479318 -070.52244582
111  41.66476483 -070.52243634 102
112  41.66472703 -070.52233199  41.66470459 -070.52230037 102
111  41.66464790 -070.52228140 102
111  41.66459239 -070.52227349 102
112  41.66450499 -070.52229721  41.66447073 -070.52232092 102
111  41.66445184 -070.52236519 102
111  41.66422407 -070.52543807
111  41.66424262 -070.52546943
111  41.66461690 -070.52522962
111  41.66465426 -070.52533881
111  41.66474891 -070.52561542
111  41.66470050 -070.52565666
111  41.66467043 -070.52557321
111  41.66461396 -070.52572047
111  41.66447682 -070.52561640
111  41.66444929 -070.52568856
112  41.66433855 -070.52569739  41.66431435 -070.52578673
111  41.66433855 -070.52569739
112  41.66433855 -070.52569739  41.66432828 -070.52576611
111  41.66437669 -070.52578673 102
111  41.66429843 -070.52678767 102
111  41.66424836 -070.52742818 102
112  41.66422300 -070.52767392  41.66420796 -070.52774004 102
111  41.66416931 -070.52788377 102
111  41.66366236 -070.52982488 102
111  41.66343260 -070.53070463
111  41.66767352 -070.53808204
111  41.66761418 -070.53814184
113  41.65818096 -070.52171305
111  41.66296392 -070.52988258 102
111  41.66306593 -070.52988258 102
111  41.66314823 -070.52956983 102
111  41.66367834 -070.52755537
113  41.66144307 -070.52723638
111  41.66373495 -070.52701562 102
111  41.66375500 -070.52673172 102
111  41.66382456 -070.52574672 102
111  41.66402106 -070.52542055 102
111  41.66413897 -070.52375604
111  41.66377111 -070.52371185
111  41.66361547 -070.52366134
111  41.66362019 -070.52351825
111  41.66415469 -070.52357717 102
111  41.66419716 -070.52284765
111  41.66384221 -070.52280489
111  41.66383244 -070.52304008
111  41.66355114 -070.52301870
111  41.66354848 -070.52254950
111  41.66360527 -070.52252812
111  41.66382535 -070.52253287
111  41.66384221 -070.52255901
111  41.66383848 -070.52261927
111  41.66421005 -070.52266709 102
111  41.66426200 -070.52205889
111  41.66416439 -070.52203929
112  41.66409215 -070.52208633  41.66404530 -070.52213990
111  41.66400535 -070.52213196
111  41.66394667 -070.52212382
111  41.66396804 -070.52181976
112  41.66406504 -070.52181411  41.66410800 -070.52183359
111  41.66416474 -070.52192554
111  41.66427080 -070.52194955 102
111  41.66428256 -070.52175268
111  41.66383131 -070.52170109
112  41.66379941 -070.52172237  41.66379653 -070.52175006
111  41.66381950 -070.52176885
111  41.66379510 -070.52206779
111  41.66379227 -070.52210240
111  41.66377798 -070.52227805
111  41.66363377 -070.52226935
111  41.66364286 -070.52208327
111  41.66356361 -070.52207457
111  41.66359237 -070.52166000
111  41.66331673 -070.52161844
111  41.66326079 -070.52164772
111  41.66327145 -070.52146490
111  41.66358433 -070.52151828
111  41.66360577 -070.52131932
111  41.66383729 -070.52136715
111  41.66382586 -070.52151636
111  41.66429747 -070.52157184 102
111  41.66442600 -070.51986197
111  41.66415435 -070.51982086
112  41.66407875 -070.51992679  41.66403269 -070.51998845
111  41.66390749 -070.51999161
111  41.66371261 -070.51996473
111  41.66373623 -070.51977027
111  41.66368544 -070.51976394
112  41.66352245 -070.51983193  41.66343859 -070.51983667
111  41.66352245 -070.51983193
112  41.66352245 -070.51983193  41.66340788 -070.51983667
111  41.66340198 -070.51962956
112  41.66351418 -070.51948094  41.66360749 -070.51946672
111  41.66372560 -070.51959478
111  41.66374686 -070.51957897
111  41.66375159 -070.51938925
111  41.66395001 -070.51941613
112  41.66408584 -070.51950150  41.66415789 -070.51956790
111  41.66415269 -070.51963604
111  41.66443852 -070.51967430 102
111  41.66456769 -070.51785408
111  41.66410546 -070.51780063
112  41.66389559 -070.51785420  41.66381653 -070.51786073
111  41.66389559 -070.51785420
112  41.66389559 -070.51785420  41.66378237 -070.51785028
111  41.66379310 -070.51764252
112  41.66394050 -070.51750141  41.66404982 -070.51754975
111  41.66394050 -070.51750141
112  41.66394050 -070.51750141  41.66401273 -070.51752754
111  41.66411815 -070.51761639
111  41.66457791 -070.51767650 102
111  41.66464394 -070.51676794 102
111  41.66469154 -070.51611295 102
111  41.66467038 -070.51607970 102
111  41.66465851 -070.51602332 102
111  41.66474154 -070.51489697 102
111  41.66466354 -070.51487561
111  41.66460162 -070.51492667
111  41.66289831 -070.51677020
111  41.66310418 -070.51713051
111  41.66455847 -070.51555242
111  41.66454902 -070.51572619
112  41.66451779 -070.51571312  41.66449046 -070.51570659
111  41.66445825 -070.51573795
111  41.66044828 -070.52006038
111  41.66041070 -070.52002445
111  41.66033446 -070.52011068
111  41.66023675 -070.51993391
111  41.66031621 -070.51983905
111  41.66020776 -070.51966371
111  41.65914767 -070.52080649
111  41.65937413 -070.52122588
111  41.65853174 -070.52214305
111  41.65836873 -070.52186085
111  41.65900613 -070.52115402
111  41.65892024 -070.52104428
111  41.65828019 -070.52172387
113  41.66109595 -070.52663143
111  41.66042764 -070.51942544
111  41.66049775 -070.51954422
111  41.66284275 -070.51701294
113  41.66276289 -070.51689416
111  41.66363375 -070.51975674
111  41.66364626 -070.51957963
112  41.66342927 -070.51963437  41.66339511 -070.51986493
111  41.66342927 -070.51963437
114  41.66342927 -070.51963437  41.66343023 -070.51987846
111  41.66402294 -070.51777917
111  41.66402888 -070.51768823
111  41.66403449 -070.51760219
112  41.66382145 -070.51765552  41.66378219 -070.51789046
111  41.66382145 -070.51765552
114  41.66382145 -070.51765552  41.66382780 -070.51791056
110 2 0.00 0.0000 NE Tarmac
111  41.66326079 -070.52164772
111  41.66313234 -070.52165115
112  41.66306650 -070.52152561  41.66307348 -070.52143080
111  41.66314132 -070.52143747
113  41.66327145 -070.52146490
110 1 0.00 0.0000 NE Tarmac
111  41.65578269 -070.50615496
112  41.65576126 -070.50606501  41.65575248 -070.50604019
111  41.65572124 -070.50598270
111  41.65564705 -070.50585336
111  41.65583640 -070.50563086
111  41.65588328 -070.50556464
111  41.65606288 -070.50559599
111  41.65609703 -070.50567790
111  41.65619661 -070.50589125
111  41.65619173 -070.50599707
111  41.65608240 -070.50612119
112  41.65607167 -070.50616822  41.65606874 -070.50618782
111  41.65608043 -070.50622400
112  41.65608043 -070.50622400  41.65605896 -070.50618219
111  41.65605603 -070.50614169
111  41.65609703 -070.50567790
113  41.65583640 -070.50563086
110 2 0.00 0.0000 NE Tarmac
111  41.65655348 -070.51824735
111  41.65671786 -070.51807025
111  41.66268643 -070.51163993
111  41.66309941 -070.51119500
111  41.66321300 -070.51107262
112  41.66367202 -070.51079234  41.66391550 -070.51075669
111  41.66402582 -070.51074396
111  41.66577291 -070.51054321 53 102
111  41.66600361 -070.51052128 53 102
112  41.66602804 -070.51052113  41.66603780 -070.51052128 53 102
111  41.66605064 -070.51052366
111  41.66604975 -070.51050703
112  41.66617665 -070.51044526  41.66622368 -070.51040131
111  41.66627870 -070.51034786
111  41.66645618 -070.51015423
112  41.66667802 -070.51006751  41.66680137 -070.51008533
111  41.66687857 -070.51017799
112  41.66700954 -070.51047232  41.66701841 -070.51064219
111  41.66700599 -070.51075623
111  41.66695630 -070.51130932
111  41.66700511 -070.51138641
111  41.66659495 -070.51183073
111  41.66659051 -070.51182122
112  41.66668191 -070.51149099  41.66667925 -070.51130806
111  41.66663311 -070.51119640
112  41.66659301 -070.51113417  41.66656487 -070.51109568
111  41.66659301 -070.51113417
112  41.66659301 -070.51113417  41.66655452 -070.51108152
112  41.66637591 -070.51091630  41.66626606 -070.51083136
111  41.66637591 -070.51091630
112  41.66637591 -070.51091630  41.66618575 -070.51076926
111  41.66594126 -070.51079298
111  41.66389774 -070.51102841
112  41.66361433 -070.51108531  41.66351572 -070.51112548
111  41.66342426 -070.51120200
111  41.66324476 -070.51138804
111  41.66285460 -070.51181464
111  41.65684685 -070.51828431
113  41.65668233 -070.51846148
110 2 0.00 0.0000 NE Tarmac
111  41.66445960 -070.51409278
111  41.66433057 -070.51391708
111  41.66429396 -070.51386016
111  41.66388015 -070.51327191
111  41.66382269 -070.51295424
111  41.66439317 -070.51373842
111  41.66429396 -070.51386016
111  41.66433057 -070.51391708
111  41.66443097 -070.51378585
111  41.66450656 -070.51389810
112  41.66452664 -070.51394635  41.66452664 -070.51397558
113  41.66452191 -070.51401826
110 1 0.00 0.0000 NE Tarmac
111  41.65654117 -070.50586683
111  41.65658500 -070.50554763
111  41.65690614 -070.50556853
111  41.65701547 -070.50576189
111  41.65699943 -070.50585270
111  41.65695495 -070.50609635
111  41.65689540 -070.50616298
111  41.65673337 -070.50614599
111  41.65670994 -070.50617343
111  41.65668298 -070.50617334
111  41.65699943 -070.50585270
113  41.65683644 -070.50557131
