I
1050 Generated by WorldEditor 2.1.0r1

1      0 1 0 EVFA Vaiņode Airbase
1302 city Vaiņode
111  56.40917687  021.89510540
111  56.40918243  021.89493775
111  56.40887042  021.89489492
111  56.40881401  021.89480586
111  56.40882866  021.89446308
111  56.40889944  021.89418979
111  56.40901083  021.89399713
111  56.40963355  021.89339062
111  56.40998698  021.89349169
111  56.41215525  021.89140717
111  56.41188076  021.89039076
111  56.41070870  021.89150340
111  56.41077782  021.89173541
111  56.40971643  021.89274299
111  56.40955777  021.89305080
111  56.40909174  021.89346915
111  56.40897786  021.89338633
111  56.40888878  021.89305659
111  56.40894033  021.89185038
111  56.40899762  021.89176106
111  56.40928396  021.89180389
111  56.40929098  021.89163976
111  56.40900464  021.89159693
111  56.40895482  021.89151141
111  56.40901706  021.89005522
111  56.40909181  021.88999818
111  56.40938802  021.89004101
111  56.40939612  021.88985160
111  56.40909991  021.88980877
111  56.40903171  021.88971244
111  56.40906791  021.88891688
111  56.40917487  021.88875329
111  56.40975633  021.88860209
112  56.40977004  021.88851781  56.40971107  021.88853516
111  56.40974947  021.88843354
111  56.40915567  021.88858722
111  56.40905694  021.88851286
111  56.40902365  021.88827119
111  56.40907058  021.88817132
111  56.40935296  021.88805710
111  56.40933014  021.88785857
111  56.40904775  021.88797278
111  56.40897841  021.88794280
111  56.40878519  021.88654007
111  56.40882967  021.88644740
111  56.40910811  021.88632248
111  56.40908596  021.88617431
111  56.40880753  021.88629923
111  56.40874731  021.88626502
111  56.40864416  021.88551620
111  56.40868119  021.88549389
111  56.40866884  021.88537492
111  56.40870450  021.88535509
111  56.40868941  021.88524851
111  56.40873878  021.88522868
111  56.40873055  021.88513945
111  56.40876347  021.88511466
111  56.40875524  021.88504031
111  56.40878952  021.88502543
111  56.40877718  021.88492629
111  56.40882106  021.88489903
111  56.40880872  021.88480980
111  56.40875798  021.88484202
111  56.40867981  021.88485937
111  56.40836303  021.88502296
111  56.40832553  021.88500613
111  56.40827060  021.88484073
111  56.40754708  021.87946601
111  56.40757587  021.87945857
111  56.40756490  021.87930243
111  56.40761290  021.87928508
111  56.40758410  021.87873236
111  56.40770204  021.87868775
111  56.40783917  021.87855143
111  56.40793928  021.87853903
111  56.40797082  021.87859852
111  56.40799962  021.87880176
111  56.40805311  021.87918841
111  56.40814910  021.87915867
111  56.40801608  021.87830853
111  56.40781586  021.87781282
111  56.40780523  021.87757607
111  56.40784905  021.87749753
111  56.40807022  021.87745827
111  56.40806810  021.87741152
111  56.40809969  021.87740796
111  56.40809710  021.87735088
111  56.40806550  021.87735445
111  56.40806276  021.87729408
111  56.40784159  021.87733334
111  56.40779113  021.87726191
111  56.40772688  021.87583067
111  56.40776381  021.87573068
111  56.40783811  021.87571286
111  56.40792966  021.87577800
111  56.40796047  021.87561296
111  56.40771054  021.87546665
111  56.40764774  021.87406774
111  56.40769721  021.87389999
111  56.40791771  021.87397584
111  56.40794268  021.87404407
111  56.40800050  021.87407065
111  56.40802710  021.87376016
111  56.40762467  021.87355385
111  56.40758536  021.87267831
111  56.40787565  021.87239278
111  56.40797636  021.87239635
111  56.40798031  021.87213938
111  56.40787565  021.87213224
111  56.40787763  021.87223931
111  56.40757549  021.87254982
111  56.40756364  021.87253554
111  56.40757312  021.86823441
111  56.40746490  021.86823841
111  56.40746885  021.87253197
111  56.40742738  021.87252483
111  56.40738394  021.87253197
111  56.40740961  021.87266759
111  56.40739329  021.87272255
111  56.40731680  021.87273183
111  56.40725163  021.87248914
111  56.40723583  021.87216079
111  56.40613195  021.87231424
111  56.40613732  021.87278534
111  56.40608795  021.87289955
111  56.40548226  021.87297805
113  56.40496092  021.87304943
111  56.41022437  021.90488489
111  56.40988550  021.90494057
111  56.40981678  021.90496199
111  56.40966512  021.90508191
111  56.40964379  021.90504337
111  56.40942341  021.90500910
111  56.40945184  021.90489774
113  56.41021015  021.90477781
111  56.40876463  021.89853306
111  56.40883098  021.89826751
111  56.40889023  021.89813045
111  56.40900871  021.89810476
111  56.40913430  021.89812189
111  56.40969494  021.89879857
111  56.40969038  021.89895248
111  56.40949147  021.89939460
111  56.40960020  021.89952472
111  56.40980473  021.89909400
111  56.40987098  021.89901250
111  56.41027650  021.89950531
111  56.41034522  021.89963808
111  56.41041394  021.89992505
111  56.41041573  021.89996849
111  56.41034488  021.90007914
111  56.41017308  021.90011875
111  56.41018198  021.90028884
111  56.41035667  021.90026109
111  56.41043084  021.90033600
111  56.41048677  021.90169596
111  56.41045322  021.90179964
111  56.41031130  021.90190786
111  56.41031385  021.90200313
111  56.41046260  021.90203242
111  56.41050394  021.90211343
111  56.41056152  021.90343645
111  56.41052674  021.90355426
111  56.41045103  021.90365928
111  56.41039357  021.90370229
111  56.41038637  021.90379437
111  56.41045652  021.90379214
111  56.41053686  021.90383901
111  56.41058422  021.90397657
111  56.41058693  021.90404112
111  56.41056323  021.90417390
111  56.41049214  021.90434950
111  56.41044949  021.90440518
111  56.41029546  021.90441803
111  56.41019119  021.90455938
111  56.40931203  021.90467502
111  56.40918407  021.90466645
111  56.40909165  021.90458507
111  56.40903715  021.90438377
111  56.40898588  021.90328304
111  56.40902574  021.90319311
111  56.40930011  021.90318423
111  56.40937139  021.90308030
111  56.40933839  021.90292750
111  56.40902252  021.90293067
111  56.40896394  021.90281204
111  56.40895455  021.90261051
111  56.40898257  021.90258055
111  56.40942571  021.90234185
111  56.40936952  021.90198521
111  56.40898101  021.90215670
111  56.40893261  021.90213940
111  56.40890328  021.90150972
111  56.40898380  021.90140693
111  56.40922077  021.90137267
111  56.40920980  021.90113706
111  56.40897283  021.90117132
111  56.40888015  021.90101319
111  56.40881890  021.89969807
111  56.40884493  021.89964217
111  56.40916958  021.89959077
111  56.40916101  021.89940689
111  56.40883636  021.89945829
113  56.40880473  021.89939397
111  56.40657971  021.89702810
111  56.40661052  021.89683966
111  56.40668161  021.89666835
111  56.40680720  021.89661267
111  56.40844941  021.89743068
111  56.40854893  021.89756345
111  56.40860581  021.89781614
111  56.40868069  021.89938335
111  56.40862361  021.89950266
111  56.40825394  021.89957547
111  56.40826508  021.89975185
111  56.40863475  021.89967904
111  56.40869932  021.89977335
111  56.40875865  021.90101518
111  56.40873628  021.90112662
111  56.40865499  021.90122589
111  56.40854783  021.90126461
111  56.40833205  021.90118752
111  56.40831436  021.90134514
111  56.40848819  021.90151139
111  56.40870299  021.90165351
111  56.40879796  021.90183790
111  56.40884154  021.90274990
111  56.40879733  021.90290848
111  56.40872080  021.90302792
111  56.40852014  021.90296520
111  56.40841431  021.90297672
111  56.40839303  021.90311668
111  56.40847246  021.90323451
111  56.40864802  021.90329453
111  56.40874905  021.90343495
111  56.40888389  021.90363626
111  56.40891624  021.90431329
111  56.40890913  021.90443750
111  56.40885462  021.90463451
111  56.40866268  021.90478442
111  56.40716029  021.90501140
111  56.40696597  021.90485293
113  56.40693280  021.90469875
111  56.40591142  021.88233322
111  56.40595881  021.88204056
111  56.40603188  021.88190494
111  56.40614641  021.88179074
111  56.40751294  021.88077712
111  56.40757811  021.88079140
111  56.40765512  021.88128751
111  56.40771831  021.88133034
111  56.40775583  021.88131963
111  56.40824360  021.88484588
111  56.40830086  021.88504575
111  56.40851611  021.88551331
111  56.40861958  021.88627310
111  56.40856604  021.88638491
111  56.40835671  021.88647770
111  56.40829575  021.88655226
111  56.40830420  021.88662001
111  56.40837700  021.88664041
111  56.40858632  021.88654762
111  56.40866430  021.88660156
111  56.40885529  021.88800404
111  56.40880866  021.88810717
111  56.40860329  021.88820711
111  56.40851842  021.88830097
111  56.40852815  021.88837238
111  56.40862625  021.88837576
111  56.40883163  021.88827583
111  56.40890001  021.88833249
111  56.40895451  021.88873268
111  56.40891314  021.88971431
111  56.40885060  021.88979626
111  56.40863338  021.88976771
111  56.40854226  021.88982115
111  56.40853970  021.88988197
111  56.40862585  021.88994626
111  56.40884308  021.88997482
111  56.40889841  021.89006405
111  56.40883931  021.89146657
111  56.40878177  021.89155960
111  56.40854875  021.89152748
111  56.40846539  021.89157370
111  56.40846267  021.89163816
111  56.40854139  021.89170231
111  56.40877441  021.89173443
111  56.40882322  021.89184837
111  56.40869794  021.89482161
111  56.40865604  021.89487529
111  56.40840722  021.89483960
111  56.40831565  021.89487875
111  56.40831205  021.89496434
111  56.40839910  021.89503233
111  56.40864792  021.89506802
111  56.40868531  021.89512138
111  56.40862275  021.89660619
111  56.40858128  021.89665615
111  56.40831271  021.89662046
111  56.40825742  021.89666329
111  56.40825545  021.89673824
111  56.40833246  021.89679178
111  56.40853783  021.89681320
111  56.40859420  021.89693261
111  56.40852937  021.89708680
111  56.40844065  021.89713613
111  56.40831098  021.89714847
111  56.40677882  021.89635288
111  56.40660479  021.89614936
111  56.40655019  021.89595201
113  56.40652972  021.89583484
111  56.40550715  021.87355895
111  56.40552086  021.87352425
111  56.40552360  021.87346725
111  56.40554692  021.87342512
111  56.40555789  021.87335572
111  56.40562508  021.87326402
111  56.40572793  021.87316736
111  56.40723642  021.87294924
111  56.40736670  021.87302112
111  56.40742293  021.87310291
111  56.40747504  021.87329376
111  56.40750384  021.87354905
111  56.40750562  021.87361841
111  56.40719790  021.87381244
111  56.40715316  021.87391368
111  56.40716783  021.87403977
111  56.40745396  021.87399760
111  56.40752515  021.87404482
111  56.40758245  021.87529376
111  56.40749821  021.87545131
111  56.40715079  021.87557167
111  56.40717795  021.87585344
111  56.40742296  021.87579450
111  56.40760865  021.87586635
111  56.40767248  021.87726179
111  56.40761273  021.87736331
111  56.40739331  021.87740545
111  56.40731460  021.87747004
111  56.40731773  021.87753701
111  56.40740129  021.87757648
111  56.40762071  021.87753435
111  56.40768938  021.87763101
111  56.40769857  021.87783195
111  56.40744898  021.87880601
111  56.40745310  021.87898942
111  56.40761354  021.88022373
111  56.40761903  021.88030304
111  56.40761080  021.88042697
111  56.40756692  021.88054098
111  56.40612655  021.88156828
111  56.40600997  021.88154258
111  56.40593887  021.88147063
113  56.40586778  021.88126506
130 Airport Boundary
111  56.40455181  021.90756986
111  56.40454198  021.90778298
111  56.40422259  021.90826249
111  56.40431103  021.90844896
111  56.41010441  021.90574028
111  56.41043364  021.90868881
111  56.41020269  021.90953252
111  56.41001105  021.90965686
111  56.41023217  021.91045616
111  56.41165718  021.90946152
111  56.41185864  021.91032334
111  56.41197657  021.91023452
111  56.41201588  021.91004801
111  56.41463494  021.90550933
111  56.41488555  021.90479874
111  56.41622702  021.89860762
111  56.41626633  021.89828785
111  56.41622702  021.89585401
111  56.41457106  021.89514340
111  56.41178002  021.86098308
111  56.41201097  021.86092091
111  56.41206502  021.86057453
111  56.41201588  021.86022814
111  56.41191761  021.86019262
111  56.41184390  021.85984623
111  56.41157364  021.85990840
111  56.41161295  021.86037913
111  56.41155399  021.86056564
111  56.40802587  021.86251070
111  56.40786863  021.86259953
111  56.40760328  021.86254624
111  56.40722984  021.86223543
111  56.40504437  021.85830167
111  56.40403252  021.85568033
111  56.40374241  021.85435052
111  56.40353721  021.85450396
111  56.40248998  021.85502823
111  56.40261027  021.85634519
111  56.40252536  021.85699727
111  56.40243337  021.85763657
111  56.40242629  021.85849322
111  56.40228478  021.85878730
111  56.40202297  021.85888960
111  56.40217864  021.86292994
111  56.40207250  021.86363317
111  56.40212203  021.86502683
113  56.40256781  021.86506519
14  56.40722458  021.89323902 265.75 0 New Tower Viewpoint
1300  56.40779642  021.87378833 195.71 tie_down jets|turboprops|props|fighters old Disperasal West 1
1301 B military 
1300  56.40734303  021.87387543 348.53 tie_down jets|turboprops|props|fighters old Disperasal West 2
1301 B military 
1300  56.40778897  021.87559742 199.15 tie_down jets|turboprops|props|fighters old Disperasal West 3
1301 B military 
1300  56.40730118  021.87566678 348.83 tie_down jets|turboprops|props|fighters old Disperasal West 4
1301 B military 
1300  56.41146123  021.89145476 110.10 tie_down jets|turboprops|props|fighters old Apron 2
1301 D military 
1300  56.41091780  021.89193049 110.10 tie_down jets|turboprops|props|fighters old Apron 1
1301 D military 
1300  56.40792945  021.87741867 174.20 tie_down jets|turboprops|props|fighters old Disperasal West 5
1301 B military 
1300  56.40749825  021.87748344 355.59 tie_down jets|turboprops|props|fighters old Disperasal West 6
1301 B military 
1300  56.40892800  021.88632074 164.17 tie_down jets|turboprops|props|fighters old Disperasal Center 12
1301 B military 
1300  56.40847295  021.88649731 343.98 tie_down jets|turboprops|props|fighters old Disperasal Center 11
1301 B military 
1300  56.40917890  021.88804152 164.17 tie_down jets|turboprops|props|fighters old Disperasal Center 10
1301 B military 
1300  56.40874206  021.88822828 342.83 tie_down jets|turboprops|props|fighters old Disperasal Center 09
1301 B military 
1300  56.40922877  021.88993000 186.29 tie_down jets|turboprops|props|fighters old Disperasal Center 08
1301 B military 
1300  56.40873640  021.88988027   5.81 tie_down jets|turboprops|props|fighters old Disperasal Center 07
1301 B military 
1300  56.40912164  021.89169908 184.83 tie_down jets|turboprops|props|fighters old Disperasal Center 06
1301 B military 
1300  56.40866368  021.89163336   4.38 tie_down jets|turboprops|props|fighters old Disperasal Center 05
1301 B military 
1300  56.40900568  021.89498858 184.44 tie_down jets|turboprops|props|fighters old Disperasal Center 04
1301 B military 
1300  56.40853297  021.89494417   4.84 tie_down jets|turboprops|props|fighters old Disperasal Center 03
1301 B military 
1300  56.40893590  021.89677185 184.42 tie_down jets|turboprops|props|fighters old Disperasal Center 02
1301 B military 
1300  56.40843863  021.89670969   2.05 tie_down jets|turboprops|props|fighters old Disperasal Center 01
1301 B military 
1300  56.40899585  021.89954802 175.55 tie_down jets|turboprops|props|fighters old Disperasal East 7
1301 B military 
1300  56.40845828  021.89962794 354.16 tie_down jets|turboprops|props|fighters old Disperasal East 6
1301 B military 
1300  56.40903909  021.90129934 177.16 tie_down jets|turboprops|props|fighters old Disperasal East 5
1301 B military 
1300  56.40849759  021.90137571  20.32 tie_down jets|turboprops|props|fighters old Disperasal East 4
1301 B military 
1300  56.40925137  021.90225493 164.17 tie_down jets|turboprops|props|fighters old Disperasal East 3
1301 B military 
1300  56.40919732  021.90306487 177.80 tie_down jets|turboprops|props|fighters old Disperasal East 2
1301 B military 
1300  56.40858211  021.90313059   9.39 tie_down jets|turboprops|props|fighters old Disperasal East 1
1301 B military 
1300  56.40965332  021.89922291 308.59 tie_down jets|turboprops|props|fighters old Disperasal NorthEast 
1301 B military 
99
