A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1       30 1 0 EHSE Seppe
100   22.86   1   0 0.00 0 0 0 07   51.55339688  004.54763744   93.88    0.00 1  0 0 0 25   51.55649400  004.55882392   92.05    0.00 1  0 0 0
110   2 0.00   0.00 Concrete
112  51.55641949  004.55840542  51.55640162  004.55833907   1 
115  51.55631145  004.55802047 
120 Rnw 25 Hold
111  51.55688239  004.55826744   4 
115  51.55676033  004.55820960 
120 Rnw 07 Hold
111  51.55385297  004.54774650   4 
115  51.55387384  004.54755809 
15   51.55425175  004.54779132  60.28 Fueling
15   51.55540311  004.54980035 176.76 Maintenance
15   51.55488939  004.55054465 342.90 Ramp 3
15   51.55427554  004.54826637 337.25 Ramp 4
15   51.55439395  004.54870317 334.23 Ramp 5
15   51.55448715  004.54901511 339.93 Ramp 6
15   51.55456202  004.54933445 341.90 Ramp 7
15   51.55464471  004.54966099 339.93 Ramp 8
15   51.55479222  004.55020228 340.56 Ramp 9
19   51.55425906  004.54708839 0 New Windsock 12
54 12065 Seppe Radio

99
