I
1050 Generated by WorldEditor 2.1.0r1

1     76 1 0 OBKS Sakhir Airbase
1302 city Manama
112  26.04838050  050.52940031  26.04838340  050.52931086
111  26.04845215  050.52931409
111  26.04900795  050.52931517
112  26.04911350  050.52943157  26.04911737  050.52953719
113  26.04911350  050.52943157
110 5 0.00 153.0000 New Taxiway 27
111  26.04922301  050.52934394
112  26.04922301  050.52934394  26.04923107  050.52922718
111  26.04933436  050.52922108
111  26.04933358  050.52920607
112  26.04920323  050.52937243  26.04919921  050.52954004
111  26.04920323  050.52937243
111  26.04920350  050.52999871
112  26.04934914  050.53013608  26.04946626  050.53013422
111  26.04934914  050.53013608
112  26.04934914  050.53013608  26.05004854  050.53006345
111  26.05051034  050.52945818
111  26.05178533  050.52789748
112  26.05178533  050.52789748  26.05224881  050.52733131
111  26.05302116  050.52730710
111  26.05307537  050.52730710
112  26.05318580  050.52712458  26.05318078  050.52696255
111  26.05318580  050.52712458
111  26.05317092  050.52712987
112  26.05317092  050.52712987  26.05316986  050.52729141
111  26.05306450  050.52728632
112  26.05177268  050.52788546  26.05130004  050.52846762
111  26.05177268  050.52788546
111  26.05049323  050.52944950
112  26.04935122  050.53011703  26.04864761  050.53020574
111  26.04935122  050.53011703
112  26.04935122  050.53011703  26.04923323  050.53011883
111  26.04921743  050.52999317
111  26.04921996  050.52954011 20
113  26.04922041  050.52946018
130 Airport Boundary
111  26.02150836  050.51987938
111  26.02098147  050.51365884
111  26.01386488  050.51438010
111  26.01388437  050.51458249
111  26.01352493  050.51471500
111  26.01336903  050.51471259
111  26.01151338  050.51566186
111  26.01375662  050.52444869
111  26.01391685  050.52440773
111  26.01484792  050.52832777
111  26.01475481  050.52872531
111  26.01538112  050.53138134
111  26.01763735  050.53137892
111  26.01772829  050.53143434
111  26.01776510  050.53137651
111  26.02051934  050.53135483
111  26.02051718  050.52779841
111  26.02331706  050.52779505
111  26.02333053  050.53135748
111  26.03090056  050.53132262
111  26.03082872  050.52988357
111  26.03259754  050.52990810
111  26.03257806  050.52751041
111  26.03980794  050.52748630
111  26.03983366  050.53621118
111  26.04319799  050.53621813
111  26.04325412  050.53608279
111  26.04341625  050.53609667
111  26.04347238  050.53621813
111  26.04504697  050.53643677
111  26.04558327  050.53642636
111  26.04557392  050.53595785
111  26.04706121  050.53596826
111  26.04705809  050.53637083
111  26.04803403  050.53633266
111  26.05307585  050.53671096
111  26.05341571  050.53574960
111  26.05338765  050.52790252
111  26.05352796  050.52762834
111  26.05353731  050.52705916
111  26.05350302  050.52698628
111  26.05398631  050.52403276
111  26.05345625  050.51974999
111  26.05190348  050.51975000
111  26.05116399  050.51936708
111  26.05070928  050.51975000
111  26.05021975  050.52001377
111  26.04939296  050.51944807
111  26.04779394  050.51967018
111  26.04732000  050.51984371
111  26.03865817  050.51980900
111  26.03860516  050.51282003
111  26.03822165  050.51281309
111  26.03818423  050.51284779
111  26.03799715  050.51284432
113  26.03801274  050.51981592
120 Linear Feature 81
111  26.04875278  050.52444528 4 103
115  26.04895456  050.52449517
120 Linear Feature 80
111  26.04592321  050.52467449 4 103
115  26.04612413  050.52465713
120 Linear Feature 79
111  26.02038665  050.52467935 4 103
115  26.02017930  050.52469594
120 Linear Feature 78
111  26.02853400  050.52392207 4 103
115  26.02833636  050.52394214
120 Linear Feature 77
111  26.04477304  050.52237852 4 103
115  26.04476937  050.52260315
120 Linear Feature 102
111  26.04453832  050.52894005 52
115  26.04453482  050.52830958
120 Linear Feature 102
111  26.04374689  050.52894191 52
115  26.04374339  050.52831144
120 Linear Feature 102
111  26.04294710  050.52894377 52
115  26.04294360  050.52831330
120 Linear Feature 102
111  26.04215814  050.52895023 52
115  26.04215464  050.52831977
120 Linear Feature 102
111  26.04136544  050.52895559 52
115  26.04136194  050.52832513
120 Linear Feature 102
111  26.04805582  050.52896018 51
115  26.04805835  050.52830511
120 Linear Feature 102
111  26.04766429  050.52896018 51
115  26.04766481  050.52830734
120 Linear Feature 102
111  26.04712820  050.52893336 51
115  26.04712470  050.52830287
120 Linear Feature 102
111  26.04645155  050.52894006 51
115  26.04644805  050.52830958
120 Linear Feature 102
111  26.04576889  050.52893782 51
115  26.04576538  050.52830734
120 Linear Feature 102
111  26.04509023  050.52894006 51
115  26.04508673  050.52830958
120 Linear Feature 102
111  26.04435938  050.52894005 51
115  26.04435588  050.52830958
120 Linear Feature 102
111  26.04356795  050.52894191 51
115  26.04356445  050.52831144
120 Linear Feature 102
111  26.04276816  050.52894377 51
115  26.04276466  050.52831330
120 Linear Feature 102
111  26.04197920  050.52895023 51
115  26.04197570  050.52831977
120 Linear Feature 102
111  26.04118650  050.52895559 51
115  26.04118300  050.52832513
120 Linear Feature 102
111  26.04418160  050.52894264 52
115  26.04417810  050.52831216
120 Linear Feature 102
111  26.04339017  050.52894449 52
115  26.04338667  050.52831403
120 Linear Feature 102
111  26.04259038  050.52894635 52
115  26.04258688  050.52831589
120 Linear Feature 102
111  26.04180142  050.52895281 52
115  26.04179792  050.52832236
120 Linear Feature 102
111  26.04100872  050.52895817 52
115  26.04100522  050.52832772
120 Linear Feature 102
111  26.04059162  050.52895758 51
115  26.04058812  050.52832713
120 Linear Feature 101
111  26.04450954  050.52894006 51
111  26.04453832  050.52894005 51
115  26.04456709  050.52894005
120 Linear Feature 101
111  26.04371812  050.52894191 51
111  26.04374689  050.52894191 51
115  26.04377567  050.52894191
120 Linear Feature 101
111  26.04291833  050.52894377 51
111  26.04294710  050.52894377 51
115  26.04297587  050.52894376
120 Linear Feature 101
111  26.04212936  050.52895023 51
111  26.04215814  050.52895023 51
115  26.04218691  050.52895023
120 Linear Feature 101
111  26.04133666  050.52895559 51
111  26.04136544  050.52895559 51
115  26.04139421  050.52895558
120 Linear Feature 101
111  26.04802705  050.52896019 51
111  26.04805582  050.52896018 51
115  26.04808460  050.52896018
120 Linear Feature 101
111  26.04763552  050.52896019 51
111  26.04766429  050.52896018 51
115  26.04769307  050.52896018
120 Linear Feature 101
111  26.04709942  050.52893337 51
111  26.04712820  050.52893336 51
115  26.04715697  050.52893336
120 Linear Feature 101
111  26.04642278  050.52894007 51
111  26.04645155  050.52894006 51
115  26.04648033  050.52894006
120 Linear Feature 101
111  26.04574011  050.52893783 51
111  26.04576889  050.52893782 51
115  26.04579766  050.52893782
120 Linear Feature 101
111  26.04506146  050.52894006 51
111  26.04509023  050.52894006 51
115  26.04511901  050.52894005
120 Linear Feature 101
111  26.04433060  050.52894006 51
111  26.04435938  050.52894005 51
115  26.04438815  050.52894005
120 Linear Feature 101
111  26.04353918  050.52894191 51
111  26.04356795  050.52894191 51
115  26.04359673  050.52894191
120 Linear Feature 101
111  26.04273939  050.52894377 51
111  26.04276816  050.52894377 51
115  26.04279693  050.52894376
120 Linear Feature 101
111  26.04195042  050.52895023 51
111  26.04197920  050.52895023 51
115  26.04200797  050.52895022
120 Linear Feature 101
111  26.04115772  050.52895559 51
111  26.04118650  050.52895559 51
115  26.04121527  050.52895558
120 Linear Feature 101
111  26.04415283  050.52894264 51
111  26.04418160  050.52894264 51
115  26.04421037  050.52894263
120 Linear Feature 101
111  26.04336140  050.52894450 51
111  26.04339017  050.52894449 51
115  26.04341895  050.52894449
120 Linear Feature 101
111  26.04256161  050.52894636 51
111  26.04259038  050.52894635 51
115  26.04261916  050.52894635
120 Linear Feature 101
111  26.04177264  050.52895282 51
111  26.04180142  050.52895281 51
115  26.04183019  050.52895281
120 Linear Feature 101
111  26.04097995  050.52895818 51
111  26.04100872  050.52895817 51
115  26.04103750  050.52895817
120 Linear Feature 101
111  26.04056284  050.52895759 51
111  26.04059162  050.52895758 51
115  26.04062039  050.52895758
120 Linear Feature 99
111  26.04058985  050.52799944 51
115  26.04058948  050.52805307
120 Linear Feature 100
111  26.04058948  050.52805307 51
115  26.04058441  050.52804137
120 Linear Feature 100
111  26.04058948  050.52805307 51
115  26.04059491  050.52804096
120 Linear Feature 99
111  26.04100540  050.52800123 51
115  26.04100503  050.52805487
120 Linear Feature 100
111  26.04100503  050.52805487 51
115  26.04099996  050.52804317
120 Linear Feature 100
