I
1050 Generated by WorldEditor 2.2.0r2

1     23 1 0 NZAA Auckland Intl
1302 city Auckland
111 -37.00487315  174.80613213
111 -37.00487423  174.80608690
113 -37.00487680  174.80608384
110 1 0.00 0.0000 New Taxiway 68
111 -37.00519894  174.79995002
111 -37.00477770  174.80147846
111 -37.00472546  174.80145617
111 -37.00470816  174.80152141
111 -37.00460591  174.80147639
111 -37.00458848  174.80154077
111 -37.00387224  174.80123112
111 -37.00360761  174.80218745
111 -37.00432425  174.80249467
111 -37.00430653  174.80255999
111 -37.00440954  174.80260265
111 -37.00439049  174.80266685
111 -37.00444322  174.80268896
111 -37.00438374  174.80290369
111 -37.00419229  174.80359493
111 -37.00421785  174.80360642
111 -37.00414603  174.80386622
112 -37.00408950  174.80400171 -37.00406120  174.80405889
111 -37.00408950  174.80400171
112 -37.00408950  174.80400171 -37.00397485  174.80420196
112 -37.00365022  174.80435566 -37.00347741  174.80438801
111 -37.00365022  174.80435566
111 -37.00364602  174.80435642
112 -37.00364602  174.80435642 -37.00355873  174.80437201
112 -37.00337032  174.80433396 -37.00327450  174.80430297
111 -37.00337032  174.80433396
111 -37.00333226  174.80431772
111 -37.00338086  174.80413307
111 -37.00336481  174.80412617
111 -37.00328887  174.80409354
111 -37.00297437  174.80395841
111 -37.00289626  174.80424160
111 -37.00286737  174.80434637
111 -37.00327600  174.80452139
111 -37.00327938  174.80450927
111 -37.00333642  174.80453381
112 -37.00333642  174.80453381 -37.00370688  174.80464066
112 -37.00422141  174.80411752 -37.00442188  174.80375913
111 -37.00422141  174.80411752
112 -37.00422141  174.80411752 -37.00426000  174.80404604
111 -37.00429283  174.80394962
111 -37.00431853  174.80386503
111 -37.00436831  174.80388605
111 -37.00442209  174.80369420
111 -37.00475387  174.80383615
111 -37.00473672  174.80390229
111 -37.00483954  174.80394670
111 -37.00482152  174.80401124
111 -37.00487211  174.80403342
111 -37.00485316  174.80409608
111 -37.00490520  174.80411868
111 -37.00488777  174.80418417
111 -37.00493776  174.80420546
111 -37.00490283  174.80433575
111 -37.00495260  174.80435787
111 -37.00486383  174.80468158
111 -37.00491170  174.80470305
111 -37.00482735  174.80500926
111 -37.00460729  174.80580817
111 -37.00470909  174.80585106
111 -37.00469250  174.80591473
111 -37.00479480  174.80595854
111 -37.00479483  174.80596381
111 -37.00485498  174.80604572
111 -37.00445705  174.80587378
111 -37.00482859  174.80451131
111 -37.00485273  174.80438576
112 -37.00485273  174.80438576 -37.00483701  174.80408944
112 -37.00459707  174.80383941 -37.00449109  174.80374492
111 -37.00459707  174.80383941
111 -37.00451723  174.80378360
112 -37.00451723  174.80378360 -37.00445258  174.80375389
111 -37.00441987  174.80380563
111 -37.00421657  174.80419310
112 -37.00405993  174.80438631 -37.00399901  174.80444232
111 -37.00405993  174.80438631 20
111 -37.00406342  174.80461655 20
111 -37.00401914  174.80461665 20
111 -37.00401719  174.80445894
112 -37.00401719  174.80445894 -37.00400836  174.80443977
111 -37.00399793  174.80444437
111 -37.00390869  174.80450352
112 -37.00390869  174.80450352 -37.00377759  174.80458001
112 -37.00333147  174.80456998 -37.00309207  174.80449489
111 -37.00333147  174.80456998
111 -37.00326742  174.80454747
111 -37.00322771  174.80466833
111 -37.00322389  174.80467971
111 -37.00322796  174.80487204
111 -37.00324044  174.80532715
111 -37.00324674  174.80555809
111 -37.00285500  174.80557048
111 -37.00242396  174.80558412
111 -37.00241707  174.80533952
111 -37.00241414  174.80522431
111 -37.00242606  174.80520965
111 -37.00241294  174.80519813
111 -37.00240190  174.80475838
111 -37.00241428  174.80474060
111 -37.00240113  174.80472743
111 -37.00237600  174.80372590
111 -37.00237514  174.80369181
111 -37.00242941  174.80366385
111 -37.00250663  174.80337471
111 -37.00284069  174.80351119
111 -37.00274708  174.80386916 22
111 -37.00286065  174.80391734
111 -37.00296036  174.80354835
111 -37.00305031  174.80358699
111 -37.00316153  174.80363477
111 -37.00307204  174.80396524
111 -37.00327496  174.80405492
111 -37.00329188  174.80351272
111 -37.00334044  174.80353453
111 -37.00337766  174.80355125
111 -37.00346806  174.80359185
111 -37.00354767  174.80362760 20
111 -37.00374969  174.80371565 20
111 -37.00368416  174.80396795
111 -37.00369003  174.80413811
111 -37.00370443  174.80420450
112 -37.00370443  174.80420450 -37.00373198  174.80426734
111 -37.00380564  174.80425574
112 -37.00380564  174.80425574 -37.00388354  174.80420639
112 -37.00398440  174.80410745 -37.00403147  174.80405812
111 -37.00398440  174.80410745
112 -37.00398440  174.80410745 -37.00400524  174.80407977
111 -37.00400439  174.80403933 20
111 -37.00399027  174.80391445
111 -37.00404572  174.80389274
112 -37.00404572  174.80389274 -37.00406674  174.80395441
111 -37.00409467  174.80390836
112 -37.00409467  174.80390836 -37.00414082  174.80382311
111 -37.00419588  174.80349133
111 -37.00422978  174.80315914
112 -37.00422978  174.80315914 -37.00424273  174.80308685
112 -37.00427016  174.80297305 -37.00429142  174.80289160
111 -37.00427016  174.80297305
111 -37.00434172  174.80272276
112 -37.00434172  174.80272276 -37.00432562  174.80263719
112 -37.00419742  174.80247921 -37.00413929  174.80244331
111 -37.00419742  174.80247921
111 -37.00407743  174.80242337
111 -37.00402171  174.80239743
111 -37.00399045  174.80238288
111 -37.00388931  174.80251976
111 -37.00333418  174.80228679
111 -37.00369537  174.80096731
111 -37.00439502  174.80126653
111 -37.00438808  174.80129255 20
111 -37.00435795  174.80140557
111 -37.00448050  174.80145572
112 -37.00448050  174.80145572 -37.00449675  174.80146086
111 -37.00451782  174.80146157
111 -37.00465178  174.80143261
111 -37.00471590  174.80136978
111 -37.00511783  174.79991629
112 -37.00511783  174.79991629 -37.00512863  174.79983924
111 -37.00508837  174.79972226
111 -37.00503069  174.79960343
111 -37.00501180  174.79957126
111 -37.00508137  174.79954988
111 -37.00506556  174.79960753
111 -37.00511655  174.79962889
111 -37.00509871  174.79969281
111 -37.00515026  174.79971486
111 -37.00513272  174.79978006
111 -37.00518368  174.79980166
111 -37.00516162  174.79988127
113 -37.00514869  174.79992838
111 -37.00347584  174.80388448
111 -37.00336129  174.80427129
112 -37.00336129  174.80427129 -37.00336239  174.80428488
111 -37.00337129  174.80429209
112 -37.00337129  174.80429209 -37.00342197  174.80431202
111 -37.00347858  174.80432288
111 -37.00353325  174.80432466
112 -37.00353325  174.80432466 -37.00358071  174.80429119
111 -37.00359506  174.80422414
111 -37.00359264  174.80415908
113 -37.00358407  174.80392793 20
110 1 0.00 0.0000 New Taxiway 66
111 -37.00614828  174.80023556
111 -37.00544870  174.80275842
111 -37.00540145  174.80273800
111 -37.00529422  174.80312680
111 -37.00524178  174.80310595
111 -37.00518843  174.80329878
111 -37.00513746  174.80327751
111 -37.00510190  174.80340691
111 -37.00505054  174.80338474
111 -37.00503264  174.80344925
111 -37.00472652  174.80331829
111 -37.00474527  174.80325383
111 -37.00469332  174.80323077
111 -37.00472984  174.80310236
111 -37.00467865  174.80307961
111 -37.00469124  174.80303406
111 -37.00473205  174.80288638
111 -37.00468124  174.80286423
111 -37.00478722  174.80247997
111 -37.00473658  174.80245841
111 -37.00531732  174.80035073
111 -37.00533306  174.80029615
111 -37.00540405  174.80003587
111 -37.00545678  174.80005729
111 -37.00546896  174.80001212
111 -37.00549096  174.79993055
111 -37.00554317  174.79995315
111 -37.00557701  174.79982718
111 -37.00570658  174.79988250
111 -37.00573601  174.79977538
111 -37.00595642  174.79987344
111 -37.00594066  174.79993040
111 -37.00599297  174.79995251
111 -37.00597486  174.80001673
111 -37.00602736  174.80003898
111 -37.00601374  174.80008925
111 -37.00611651  174.80013441
111 -37.00611241  174.80014995
111 -37.00612070  174.80015411
113 -37.00610221  174.80021690
111 -37.00481897  174.80249145
112 -37.00481897  174.80249145 -37.00477158  174.80268443
112 -37.00477675  174.80318059 -37.00481227  174.80339966
111 -37.00477675  174.80318059
112 -37.00477675  174.80318059 -37.00482786  174.80334870
112 -37.00502433  174.80332221 -37.00510555  174.80328696
111 -37.00502433  174.80332221
112 -37.00502433  174.80332221 -37.00512244  174.80326130
111 -37.00522920  174.80306065
111 -37.00527780  174.80290427
111 -37.00530209  174.80279696
111 -37.00593714  174.80048499
112 -37.00593714  174.80048499 -37.00599134  174.80017515
112 -37.00586923  174.79999309 -37.00576695  174.79993643
111 -37.00586923  174.79999309
111 -37.00569559  174.79991838
112 -37.00569559  174.79991838 -37.00559237  174.79989890
112 -37.00549379  174.80005220 -37.00544553  174.80015407
113 -37.00549379  174.80005220
110 2 0.00 0.0000 New Taxiway 65
111 -37.00522911  174.79794242
111 -37.00546353  174.79804177
111 -37.00545590  174.79806787
111 -37.00539373  174.79804145
111 -37.00524619  174.79797954
111 -37.00503225  174.79875496
111 -37.00501899  174.79880304
113 -37.00499054  174.79879057
110 1 0.00 0.0000 New Taxiway 64
111 -37.00550822  174.79808949 20
111 -37.00526724  174.79895960
112 -37.00526724  174.79895960 -37.00524732  174.79908222
112 -37.00533898  174.79916922 -37.00538316  174.79920463
111 -37.00533898  174.79916922
111 -37.00537267  174.79918665
112 -37.00537267  174.79918665 -37.00532395  174.79919504
112 -37.00516805  174.79916351 -37.00505035  174.79913259
111 -37.00516805  174.79916351
111 -37.00507438  174.79913320
112 -37.00507438  174.79913320 -37.00515081  174.79912330 20
112 -37.00519256  174.79902078 -37.00520528  174.79898312
111 -37.00519256  174.79902078 20
111 -37.00522814  174.79889409
111 -37.00516499  174.79886660
111 -37.00501899  174.79880304
111 -37.00503225  174.79875496
111 -37.00524619  174.79797954
111 -37.00539373  174.79804145
113 -37.00545590  174.79806787
110 1 0.00 0.0000 New Taxiway 63
111 -37.00451335  174.79997347
111 -37.00447813  174.80010846
111 -37.00423037  174.80000056
111 -37.00363326  174.79974050
113 -37.00367467  174.79961417
110 1 0.00 0.0000 New Taxiway 61
111 -37.00689870  174.79752177
111 -37.00644001  174.79918061
111 -37.00639764  174.79933383
111 -37.00634332  174.79931044
111 -37.00630905  174.79943775
111 -37.00615433  174.79937009
111 -37.00613515  174.79943625
111 -37.00592712  174.79934667
111 -37.00594988  174.79926839
111 -37.00592531  174.79925759
111 -37.00594139  174.79920631
111 -37.00589961  174.79918846
111 -37.00593548  174.79905919
111 -37.00588359  174.79903650
111 -37.00591811  174.79890538
111 -37.00585470  174.79887865
111 -37.00593601  174.79858607
111 -37.00594246  174.79856071
111 -37.00622981  174.79751941
111 -37.00629335  174.79754623
111 -37.00632987  174.79741772
111 -37.00638272  174.79744084
111 -37.00641747  174.79730997
111 -37.00644965  174.79732302
111 -37.00646533  174.79726085
111 -37.00649934  174.79727673
111 -37.00651915  174.79721048
111 -37.00657074  174.79723191
111 -37.00658776  174.79716773
111 -37.00669281  174.79721232
111 -37.00667401  174.79727999
111 -37.00677700  174.79732500
113 -37.00674119  174.79745434
111 -37.00619219  174.79776429
111 -37.00593019  174.79870577
111 -37.00590821  174.79886593
111 -37.00591075  174.79887757
111 -37.00594553  174.79889260
111 -37.00594234  174.79891411
112 -37.00594234  174.79891411 -37.00595609  174.79910346
111 -37.00599212  174.79926250
112 -37.00599212  174.79926250 -37.00602103  174.79936257
111 -37.00613709  174.79932959
112 -37.00613709  174.79932959 -37.00624974  174.79923221
111 -37.00635500  174.79898332
111 -37.00669476  174.79775897
112 -37.00669476  174.79775897 -37.00674943  174.79740545
111 -37.00668040  174.79731306
111 -37.00663108  174.79727411
112 -37.00663108  174.79727411 -37.00652872  174.79725221
112 -37.00621618  174.79777413 -37.00609741  174.79809351
113 -37.00621618  174.79777413
110 1 0.00 0.0000 New Taxiway 60
111 -37.00610436  174.79560049
111 -37.00644431  174.79574701
111 -37.00647534  174.79582691
111 -37.00646065  174.79588158
112 -37.00646065  174.79588158 -37.00643184  174.79591765
111 -37.00640234  174.79590792
113 -37.00605928  174.79576537
110 1 0.00 0.0000 New Taxiway 59
111 -37.00470579  174.79412462
111 -37.00464776  174.79433655
111 -37.00455379  174.79467970
111 -37.00446191  174.79501523
111 -37.00441032  174.79520362
111 -37.00432758  174.79516815
111 -37.00423854  174.79548548
111 -37.00418957  174.79546414
111 -37.00424795  174.79525405
111 -37.00457643  174.79407198
111 -37.00451614  174.79404770
112 -37.00483064  174.79382618 -37.00507870  174.79387879
111 -37.00483064  174.79382618
111 -37.00600159  174.79432848
111 -37.00587998  174.79477580
111 -37.00613402  174.79488639
111 -37.00625772  174.79444133
111 -37.00649285  174.79454273
111 -37.00648809  174.79455939
111 -37.00645621  174.79467420
111 -37.00637423  174.79496936
111 -37.00665439  174.79508760
111 -37.00667644  174.79509903
111 -37.00655137  174.79555422
111 -37.00654635  174.79557250
111 -37.00653714  174.79560603
111 -37.00646911  174.79564673
111 -37.00622141  174.79554076
111 -37.00599794  174.79544651
111 -37.00600124  174.79542936
111 -37.00599378  174.79539140
111 -37.00593765  174.79536547
111 -37.00591136  174.79528836
111 -37.00593507  174.79519146
111 -37.00597642  174.79520778
111 -37.00597911  174.79519857
111 -37.00599592  174.79513098
112 -37.00599592  174.79513098 -37.00600611  174.79492392
111 -37.00588682  174.79483012
111 -37.00589205  174.79481084
111 -37.00582632  174.79478293
111 -37.00587762  174.79459995
111 -37.00578443  174.79455708
111 -37.00573255  174.79457481
111 -37.00571246  174.79464796
111 -37.00504559  174.79435676
111 -37.00494307  174.79430579
113 -37.00484570  174.79418123
110 1 0.00 0.0000 New Taxiway 58
111 -37.00548338  174.79317058
111 -37.00548831  174.79315095
111 -37.00561841  174.79320619
111 -37.00577137  174.79327112
111 -37.00576628  174.79329014
111 -37.00579038  174.79330183
111 -37.00579601  174.79328249
111 -37.00598674  174.79336402
111 -37.00598185  174.79338305
111 -37.00600562  174.79339386
111 -37.00600904  174.79338489
111 -37.00604910  174.79349020
111 -37.00543349  174.79322791
111 -37.00529236  174.79373803
111 -37.00439867  174.79335937
111 -37.00424557  174.79344639
112 -37.00438412  174.79362951 -37.00443156  174.79373488
111 -37.00438412  174.79362951
111 -37.00438292  174.79364462
111 -37.00423235  174.79358065
111 -37.00423033  174.79357979
111 -37.00417782  174.79354218
111 -37.00413191  174.79351688
111 -37.00426752  174.79302906
111 -37.00428426  174.79296787
111 -37.00460310  174.79310523
111 -37.00463414  174.79310660
111 -37.00475108  174.79315856
111 -37.00477685  174.79306450
111 -37.00484190  174.79282710
111 -37.00510609  174.79293670
111 -37.00510427  174.79294642
111 -37.00508867  174.79300447
111 -37.00512258  174.79301930
111 -37.00512642  174.79300336
111 -37.00530803  174.79308068
111 -37.00547236  174.79315065
113 -37.00546882  174.79316404
110 1 0.00 0.0000 New Taxiway 57
111 -37.00678688  174.79118973
111 -37.00647206  174.79232987
111 -37.00643358  174.79231177
111 -37.00647906  174.79214872
111 -37.00655457  174.79187799
111 -37.00671958  174.79128636
111 -37.00675698  174.79115227
111 -37.00676043  174.79113991
111 -37.00676643  174.79111838 20
111 -37.00681137  174.79109241 20
111 -37.00684870  174.79110819
111 -37.00694074  174.79114711
111 -37.00683595  174.79114944
113 -37.00681036  174.79115001
110 1 0.00 0.0000 New Taxiway 56
111 -37.00639227  174.79261605
111 -37.00614571  174.79351099
111 -37.00612125  174.79350124
111 -37.00611540  174.79352164
111 -37.00609731  174.79351344
111 -37.00604260  174.79337178
111 -37.00613461  174.79304180
111 -37.00614747  174.79304731
111 -37.00615891  174.79300652
111 -37.00614522  174.79300019
111 -37.00627097  174.79254834
111 -37.00636958  174.79258959
113 -37.00636572  174.79260515
110 1 0.00 0.0000 New Taxiway 55
111 -37.00668760  174.79382160
112 -37.00668760  174.79382160 -37.00689856  174.79392925
112 -37.00655976  174.79428444 -37.00630366  174.79422850
111 -37.00655976  174.79428444
111 -37.00608004  174.79407700
111 -37.00593333  174.79401356
111 -37.00590633  174.79400188
111 -37.00598505  174.79371740
111 -37.00602317  174.79369454
111 -37.00600349  174.79365079
111 -37.00604910  174.79349020
111 -37.00606411  174.79352853
111 -37.00606659  174.79353487
111 -37.00607195  174.79354855
111 -37.00608419  174.79355365
111 -37.00608049  174.79356928
111 -37.00610254  174.79357851
111 -37.00610679  174.79356249
111 -37.00613806  174.79357611
111 -37.00613954  174.79357064
111 -37.00633981  174.79365748
111 -37.00633613  174.79367054
111 -37.00631866  174.79373248
111 -37.00637075  174.79375662
113 -37.00638775  174.79369221
110 1 0.00 0.0000 New Taxiway 52
111 -37.00847219  174.79139895
111 -37.00844342  174.79150273
111 -37.00849602  174.79152499
111 -37.00847770  174.79158908
111 -37.00853263  174.79161143
111 -37.00787361  174.79399652
111 -37.00719408  174.79645588
111 -37.00714544  174.79663193
111 -37.00698755  174.79656358
111 -37.00697107  174.79662687
111 -37.00691882  174.79660458
111 -37.00688754  174.79671713
111 -37.00679731  174.79667672
111 -37.00678003  174.79666926
111 -37.00673064  174.79664935
111 -37.00674872  174.79658365
111 -37.00669763  174.79656238
111 -37.00671564  174.79649533
111 -37.00668078  174.79647907
111 -37.00669783  174.79641697
111 -37.00666840  174.79640435
111 -37.00670482  174.79627459
111 -37.00665276  174.79625245
111 -37.00668761  174.79612324
111 -37.00662370  174.79609445
111 -37.00670135  174.79581157
111 -37.00670675  174.79581372
111 -37.00726990  174.79378028
111 -37.00760847  174.79255775
111 -37.00760116  174.79255475
111 -37.00790047  174.79147816
112 -37.00790047  174.79147816 -37.00791301  174.79144707
111 -37.00793632  174.79140242
112 -37.00793632  174.79140242 -37.00803280  174.79124541
112 -37.00842674  174.79138171 -37.00858203  174.79160095
113 -37.00842674  174.79138171
112 -37.00791863  174.79149801 -37.00782964  174.79178589
111 -37.00791863  174.79149801
111 -37.00761786  174.79257304
111 -37.00759827  174.79269799
112 -37.00759827  174.79269799 -37.00763749  174.79299204
112 -37.00798764  174.79304072 -37.00815223  174.79298843
111 -37.00798764  174.79304072
111 -37.00800286  174.79302884
111 -37.00839996  174.79160093
112 -37.00839996  174.79160093 -37.00841582  174.79152682
112 -37.00841503  174.79148073 -37.00842340  174.79142713
111 -37.00841503  174.79148073
111 -37.00842537  174.79142979
114 -37.00842537  174.79142979 -37.00833677  174.79123345
112 -37.00732962  174.79363902 -37.00720191  174.79389354
111 -37.00732962  174.79363902
111 -37.00678456  174.79559936
111 -37.00669490  174.79596336
111 -37.00667660  174.79608302
111 -37.00671600  174.79609800
111 -37.00671122  174.79612476
112 -37.00671122  174.79612476 -37.00671260  174.79635091
111 -37.00673967  174.79650581
112 -37.00673967  174.79650581 -37.00677324  174.79663000
111 -37.00687691  174.79660968
112 -37.00687691  174.79660968 -37.00698090  174.79655538
112 -37.00710775  174.79626617 -37.00718323  174.79611308
111 -37.00710775  174.79626617
111 -37.00783317  174.79363344
114 -37.00783317  174.79363344 -37.00773397  174.79342058
110 1 0.00 0.0000 New Taxiway 50
111 -37.00914986  174.78938118
111 -37.00881457  174.79059371
111 -37.00875571  174.79079829
111 -37.00872597  174.79078601
112 -37.00872597  174.79078601 -37.00848278  174.79106175
112 -37.00819015  174.79044243 -37.00823194  174.79007849
111 -37.00819015  174.79044243
111 -37.00820182  174.79038313
111 -37.00849629  174.78931684
111 -37.00856094  174.78934452
111 -37.00859609  174.78921672
111 -37.00864790  174.78923790
111 -37.00868337  174.78911100
111 -37.00874889  174.78913790
111 -37.00876733  174.78907091
111 -37.00882009  174.78909484
111 -37.00883682  174.78903045
111 -37.00894170  174.78907524
111 -37.00892362  174.78914041
111 -37.00902779  174.78918541
111 -37.00901026  174.78925036
111 -37.00911530  174.78929537
113 -37.00909749  174.78935871
112 -37.00855549  174.78940446 -37.00846869  174.78955115
111 -37.00855549  174.78940446
111 -37.00835439  174.79012407
112 -37.00835439  174.79012407 -37.00832693  174.79019422
111 -37.00825920  174.79026733
111 -37.00821590  174.79044341
112 -37.00821590  174.79044341 -37.00817556  174.79068156
112 -37.00860221  174.79085328 -37.00884480  174.79075725
111 -37.00860221  174.79085328
111 -37.00893814  174.78965537
112 -37.00893814  174.78965537 -37.00896291  174.78948324
112 -37.00894382  174.78922925 -37.00892530  174.78905992
111 -37.00894382  174.78922925
114 -37.00894382  174.78922925 -37.00885769  174.78901724
110 1 0.00 0.0000 New Taxiway 49
111 -37.00801298  174.78943604
111 -37.00790618  174.78982559
111 -37.00756707  174.78968047
111 -37.00757447  174.78964884
111 -37.00753287  174.78962998
111 -37.00752468  174.78966307
111 -37.00723707  174.78953801
111 -37.00724603  174.78950551
111 -37.00734502  174.78954813
111 -37.00741058  174.78931133
111 -37.00710911  174.78918314
111 -37.00711528  174.78915983
111 -37.00706255  174.78913573
111 -37.00709978  174.78904393
111 -37.00717601  174.78907658
111 -37.00722649  174.78909819
111 -37.00743835  174.78918891
111 -37.00741166  174.78928792
111 -37.00746509  174.78931083
111 -37.00745219  174.78935567
111 -37.00750202  174.78937933
111 -37.00748813  174.78942821
111 -37.00758956  174.78947370
111 -37.00760265  174.78942383
111 -37.00763206  174.78943575
111 -37.00764614  174.78938751
111 -37.00766767  174.78939802
111 -37.00767886  174.78935806
111 -37.00769309  174.78934553
111 -37.00770629  174.78935109
111 -37.00771266  174.78932764
113 -37.00772736  174.78931426
110 1 0.00 0.0000 New Taxiway 48
111 -37.00873991  174.78486281
111 -37.00837642  174.78617691
111 -37.00837402  174.78618561
111 -37.00797662  174.78762232
111 -37.00784553  174.78809625
111 -37.00703585  174.78774641
111 -37.00692729  174.78813566
111 -37.00693261  174.78813819
111 -37.00690575  174.78823628
111 -37.00673603  174.78885632 20
111 -37.00676259  174.78886772
111 -37.00675390  174.78889776
111 -37.00701065  174.78900701
111 -37.00699897  174.78905051
111 -37.00667598  174.78891254
111 -37.00670062  174.78882328
111 -37.00668550  174.78881655
111 -37.00673436  174.78864448
111 -37.00668856  174.78862448
111 -37.00670534  174.78856229
111 -37.00672476  174.78849101
111 -37.00675476  174.78838092
111 -37.00679334  174.78823933
111 -37.00680420  174.78820040
111 -37.00686000  174.78822288
111 -37.00687387  174.78822256
111 -37.00689631  174.78816833
112 -37.00689631  174.78816833 -37.00687714  174.78812405
111 -37.00683697  174.78810361
111 -37.00677465  174.78808149
111 -37.00681618  174.78793224
112 -37.00681618  174.78793224 -37.00690541  174.78788895
111 -37.00691897  174.78778165 20
111 -37.00687695  174.78728463
112 -37.00687695  174.78728463 -37.00687382  174.78719654 20
112 -37.00689324  174.78712448 -37.00690533  174.78707088
111 -37.00689324  174.78712448 20
111 -37.00689676  174.78711076 20
111 -37.00694788  174.78692463
111 -37.00692803  174.78691614
111 -37.00717649  174.78598905
111 -37.00708137  174.78574822
111 -37.00704929  174.78566700
111 -37.00704545  174.78565729
111 -37.00815839  174.78497894
111 -37.00818132  174.78504094
111 -37.00823052  174.78501147
111 -37.00820641  174.78495094
111 -37.00848713  174.78478101
111 -37.00862087  174.78470005
111 -37.00864295  174.78476025
111 -37.00869250  174.78473009
111 -37.00872845  174.78482105
113 -37.00872019  174.78485491
110 1 0.00 0.0000 New Taxiway 45
111 -37.00909512  174.78637065
111 -37.00868974  174.78783754
111 -37.00863694  174.78781364
111 -37.00856671  174.78807030
111 -37.00851475  174.78804759
111 -37.00849768  174.78811155
111 -37.00847210  174.78809939
111 -37.00845408  174.78816403
111 -37.00840389  174.78814141
111 -37.00838569  174.78820592
111 -37.00825653  174.78814882
111 -37.00823372  174.78813873
111 -37.00825137  174.78807523
111 -37.00820027  174.78805340
111 -37.00823516  174.78792571
111 -37.00818446  174.78790545
111 -37.00823209  174.78773122
111 -37.00825457  174.78764900
111 -37.00820302  174.78762701
111 -37.00860866  174.78616102
111 -37.00866064  174.78618510
111 -37.00874885  174.78586491
111 -37.00879985  174.78588857
111 -37.00883511  174.78576096
111 -37.00888713  174.78578313
111 -37.00890486  174.78571908
111 -37.00905578  174.78578422
111 -37.00903930  174.78584797
111 -37.00909047  174.78587010
111 -37.00907255  174.78593350
111 -37.00909876  174.78594323
111 -37.00907990  174.78600720
111 -37.00913231  174.78603000
113 -37.00904294  174.78634885
