I
1100 Generated by WorldEditor 1.6.1r1

1    169 1 0 EGTD Dunsfold
1302 city Dunsfold
112  51.12066984 -000.52860377  51.12074856 -000.52864683
111  51.12124559 -000.52890497
111  51.12173939 -000.52914295
111  51.12184231 -000.52920493
111  51.12181998 -000.52930176
112  51.12167531 -000.52921642  51.12155311 -000.52915278
112  51.12150205 -000.52932447  51.12149383 -000.52935817
111  51.12144684 -000.52958403
111  51.12141274 -000.52976574
111  51.12135494 -000.52996873
111  51.12131364 -000.52994940
111  51.12137733 -000.52962730
112  51.12145160 -000.52930323  51.12145513 -000.52927329
112  51.12140448 -000.52906818  51.12132458 -000.52902699
112  51.12065476 -000.52867935  51.12056898 -000.52863255
113  51.12049463 -000.52872469
110 2 0.00 70.0000 New Taxiway 15
112  51.12104569 -000.52633931  51.12105222 -000.52630108
111  51.12104569 -000.52633931
112  51.12104569 -000.52633931  51.12105876 -000.52626287
111  51.12112534 -000.52624662
111  51.12123672 -000.52624713
111  51.12071508 -000.52850887
113  51.12056628 -000.52842291
110 2 0.00 67.0000 New Taxiway 12
111  51.11310616 -000.53908486
112  51.11324153 -000.53926379  51.11331699 -000.53932235
112  51.11395355 -000.53974457  51.11397466 -000.53975858
112  51.11412189 -000.53969632  51.11419264 -000.53972104
112  51.11419963 -000.53997657  51.11416269 -000.54010965
111  51.11419963 -000.53997657
112  51.11419963 -000.53997657  51.11416269 -000.54010965
112  51.11400879 -000.54008590  51.11394876 -000.54002237
112  51.11392260 -000.53985553  51.11390325 -000.53983872
112  51.11326668 -000.53941173  51.11318155 -000.53935625
113  51.11311122 -000.53952294
110 2 0.00 70.0000 New Taxiway 11
111  51.11899002 -000.53523517
111  51.11901990 -000.53531694
111  51.11938500 -000.53550246
111  51.11940904 -000.53537828
111  51.11969127 -000.53553580
111  51.11967864 -000.53559525
111  51.11980368 -000.53566682
111  51.11990086 -000.53577482
111  51.11992548 -000.53566734
111  51.12009153 -000.53576102
111  51.11998606 -000.53582293
111  51.12009716 -000.53589630
111  51.12008688 -000.53593773
111  51.12013735 -000.53597395
111  51.12013557 -000.53598901
111  51.12001457 -000.53649554
111  51.12000167 -000.53650139
111  51.11985744 -000.53641957
111  51.11983804 -000.53639144
111  51.11971420 -000.53631842
111  51.11966536 -000.53630678
111  51.11962290 -000.53648191
111  51.11959297 -000.53658785
111  51.11965918 -000.53667933
111  51.11921402 -000.53831893
111  51.11912997 -000.53825814
111  51.11900771 -000.53875248
111  51.11888881 -000.53868017
111  51.11891222 -000.53859117
111  51.11877809 -000.53849018
111  51.11890819 -000.53797317
111  51.11861464 -000.53777400
111  51.11852897 -000.53771698
112  51.11852897 -000.53771698  51.11847047 -000.53767807
111  51.11841434 -000.53776209
111  51.11849805 -000.53739645
112  51.11855439 -000.53756892  51.11861948 -000.53761375
111  51.11855439 -000.53756892
111  51.11865089 -000.53763380
111  51.11873739 -000.53768304
112  51.11873739 -000.53768304  51.11877260 -000.53770407
112  51.11883060 -000.53760076  51.11884996 -000.53753351
111  51.11895836 -000.53712308
111  51.11889695 -000.53701126
111  51.11883034 -000.53696675
111  51.11885079 -000.53688547
111  51.11888903 -000.53686885
111  51.11892693 -000.53671981
112  51.11892693 -000.53671981  51.11893294 -000.53669685
112  51.11890813 -000.53664497  51.11889491 -000.53663540
111  51.11890813 -000.53664497
111  51.11875286 -000.53653455
111  51.11867921 -000.53659325
111  51.11871556 -000.53644492
111  51.11874944 -000.53631858
112  51.11879893 -000.53640480  51.11883858 -000.53643734
111  51.11879893 -000.53640480
111  51.11898561 -000.53653304
111  51.11905213 -000.53634979
111  51.11894493 -000.53627689
111  51.11884071 -000.53620487
112  51.11877306 -000.53622019  51.11873686 -000.53623988
111  51.11877306 -000.53622019
111  51.11882814 -000.53597544
111  51.11887720 -000.53607284
112  51.11897750 -000.53614779  51.11903603 -000.53618900
111  51.11912595 -000.53625160
111  51.11917935 -000.53613134
111  51.11889109 -000.53591837
111  51.11883587 -000.53594112
111  51.11887787 -000.53574274
111  51.11890841 -000.53585327
111  51.11904165 -000.53594539
111  51.11904565 -000.53592896
111  51.11906810 -000.53590994
111  51.11911279 -000.53573379
111  51.11897802 -000.53564744
112  51.11897802 -000.53564744  51.11893159 -000.53561510
113  51.11890215 -000.53562960
110 1 0.00 70.0000 New Taxiway 10
111  51.11955508 -000.53316009
111  51.11946313 -000.53322976
111  51.11954877 -000.53285178
113  51.11959166 -000.53300784
110 1 0.00 70.0000 New Taxiway 9
112  51.11926179 -000.53439831  51.11932434 -000.53443480
111  51.11926179 -000.53439831
111  51.11949309 -000.53453501
112  51.11949309 -000.53453501  51.11952322 -000.53454992
111  51.11956217 -000.53450382
111  51.11950271 -000.53476947
111  51.11921477 -000.53459645
112  51.11921477 -000.53459645  51.11915144 -000.53456351
111  51.11913082 -000.53462935
113  51.11921307 -000.53429805
110 1 0.00 345.0000 New Taxiway 13
111  51.12063728 -000.53199089
111  51.12059961 -000.53196143
111  51.12037974 -000.53180538
111  51.12018863 -000.53170717
111  51.12028179 -000.53122048
111  51.12044275 -000.53129468
111  51.12046810 -000.53117574
111  51.12042563 -000.53114191
111  51.12053248 -000.53068250
111  51.12041330 -000.53060611
111  51.12041944 -000.53056476
112  51.12061578 -000.53067880  51.12064851 -000.53070161
111  51.12065465 -000.53073746
112  51.12072214 -000.53094273  51.12073441 -000.53101442
111  51.12072419 -000.53101116
111  51.12067510 -000.53122621
111  51.12073032 -000.53127183
111  51.12074464 -000.53135003
113  51.12063215 -000.53192676
111  51.12066674 -000.53112991
111  51.12069416 -000.53100441
112  51.12067564 -000.53091384  51.12063821 -000.53089378
111  51.12067564 -000.53091384
112  51.12067564 -000.53091384  51.12063728 -000.53089092
111  51.12062769 -000.53094439
111  51.12058454 -000.53113427
114  51.12061468 -000.53120957  51.12065372 -000.53122921
110 2 0.00 70.0000 New Taxiway 8
111  51.11985873 -000.53149948
111  51.11987678 -000.53155694
111  51.12024099 -000.53179104
112  51.12024099 -000.53179104  51.12028386 -000.53178860
112  51.12038035 -000.53180558  51.12045385 -000.53180807
111  51.12060048 -000.53196155
111  51.12075559 -000.53209721
112  51.12075559 -000.53209721  51.12087930 -000.53214384
112  51.12098151 -000.53191983  51.12100549 -000.53180726
111  51.12098151 -000.53191983
112  51.12098151 -000.53191983  51.12096750 -000.53206062
112  51.12096976 -000.53228296  51.12097676 -000.53239242
111  51.12096976 -000.53228296
112  51.12096976 -000.53228296  51.12095179 -000.53224305
112  51.12088571 -000.53218494  51.12082880 -000.53217431
111  51.12088571 -000.53218494
112  51.12088571 -000.53218494  51.12084529 -000.53217739
112  51.12072838 -000.53218296  51.12069872 -000.53215694
111  51.12072838 -000.53218296
112  51.12072838 -000.53218296  51.12065696 -000.53212030
111  51.12057583 -000.53205128
111  51.12024714 -000.53326220
111  51.12060826 -000.53347065
111  51.12059460 -000.53352062
111  51.12069256 -000.53357647
111  51.12073898 -000.53363478
111  51.12076092 -000.53366892
111  51.12075929 -000.53384378
111  51.12079175 -000.53386627
111  51.12031493 -000.53588801
111  51.11940904 -000.53537828
111  51.11942092 -000.53532230
111  51.11938426 -000.53529663
111  51.11950271 -000.53476947
111  51.11956217 -000.53450382
111  51.11980721 -000.53344669
112  51.11980721 -000.53344669  51.11981646 -000.53341090
112  51.11980536 -000.53332589  51.11979082 -000.53331747
111  51.11955508 -000.53316009
111  51.11959166 -000.53300784
111  51.11977040 -000.53312605
111  51.11981711 -000.53295286
111  51.11989093 -000.53300255
111  51.11990783 -000.53298331
111  51.12010688 -000.53223989
111  51.11997202 -000.53214631
111  51.11998145 -000.53210820
111  51.11982278 -000.53201386
111  51.11972138 -000.53208876
111  51.11980535 -000.53174196
111  51.11982982 -000.53172909
111  51.11982419 -000.53175264
111  51.11986151 -000.53188446
111  51.11989351 -000.53190146
111  51.11992627 -000.53176022
112  51.11987526 -000.53172541  51.11984558 -000.53170688
111  51.11982982 -000.53172909
111  51.11980535 -000.53174196
113  51.11980913 -000.53172304
110 1 0.00 70.0000 New Taxiway 7
111  51.12005889 -000.53061171
112  51.12009967 -000.53068919  51.12012346 -000.53071235
111  51.12009967 -000.53068919
112  51.12032585 -000.53082584  51.12034012 -000.53083395
112  51.12036319 -000.53081082  51.12036624 -000.53079864
111  51.12041427 -000.53060677
111  51.12053248 -000.53068291
111  51.12042571 -000.53114222
111  51.12029695 -000.53105503
112  51.12032577 -000.53093844  51.12032875 -000.53092420
112  51.12030207 -000.53090390  51.12029188 -000.53089739
112  51.12007884 -000.53076627  51.12005241 -000.53075364
113  51.12001373 -000.53079853
110 2 0.00 70.0000 New Taxiway 6
111  51.12024362 -000.52981444
112  51.12028362 -000.52989317  51.12030380 -000.52990924
112  51.12041968 -000.52997982  51.12043121 -000.52998630
112  51.12049930 -000.52996692  51.12054249 -000.52999406
112  51.12053596 -000.53011725  51.12052105 -000.53017240
112  51.12044850 -000.53017437  51.12042204 -000.53015564
112  51.12038893 -000.53007964  51.12037944 -000.53007316
112  51.12025247 -000.52999446  51.12023286 -000.52998464
113  51.12019221 -000.53003896
110 5 0.00 0.0000 New Taxiway 5
111  51.11087698 -000.53242149
112  51.11074223 -000.53255048  51.11071105 -000.53266623
111  51.11074223 -000.53255048
111  51.11055242 -000.53324644
111  51.11070865 -000.53389345
111  51.11051140 -000.53461785
111  51.11038189 -000.53453009
111  51.11034437 -000.53465620
111  51.11026490 -000.53459470
111  51.11021579 -000.53440483
111  51.11014539 -000.53436516
111  51.11011142 -000.53439898
112  51.11004733 -000.53446297  51.11005938 -000.53439514
111  51.11002759 -000.53431668
111  51.10997282 -000.53425636
111  51.11023295 -000.53338595
112  51.11032687 -000.53337647  51.11036730 -000.53336292
111  51.11040913 -000.53327156
112  51.11062514 -000.53247899  51.11065434 -000.53237404
113  51.11058521 -000.53225701
110 1 0.00 0.0000 New Taxiway 4
112  51.11015842 -000.53098733  51.11041797 -000.53083532
111  51.11015842 -000.53098733
112  51.11015842 -000.53098733  51.10996199 -000.53130400
112  51.11060344 -000.53206403  51.11091505 -000.53225707
112  51.11173390 -000.53290262  51.11208352 -000.53332302
112  51.11271144 -000.53464621  51.11297631 -000.53545525
112  51.11309779 -000.53705369  51.11310713 -000.53797193
111  51.11310616 -000.53908486
111  51.11311122 -000.53952294
111  51.11312963 -000.54184200 20
112  51.11316383 -000.54662277  51.11316524 -000.54701365
111  51.11316383 -000.54662277
112  51.11316383 -000.54662277  51.11316950 -000.54701534 20
112  51.11337379 -000.54751225  51.11346607 -000.54768862 20
112  51.11359349 -000.54781713  51.11366665 -000.54789341
111  51.11359349 -000.54781713
112  51.11359349 -000.54781713  51.11382353 -000.54769888
112  51.11382353 -000.54769888  51.11405359 -000.54758064
111  51.11382353 -000.54769888
111  51.11370582 -000.54812539
112  51.11370582 -000.54812539  51.11363031 -000.54807927 20
112  51.11328707 -000.54762909  51.11317764 -000.54739403
111  51.11328707 -000.54762909
112  51.11328707 -000.54762909  51.11320160 -000.54744549 20
112  51.11307329 -000.54695786  51.11303304 -000.54664864
111  51.11307329 -000.54695786 20
111  51.11304824 -000.54666597
112  51.11304824 -000.54666597  51.11303615 -000.54574207 20
111  51.11301221 -000.54221989 22
111  51.11301615 -000.54168719
112  51.11297194 -000.53721997  51.11296146 -000.53633604
112  51.11258673 -000.53475195  51.11230517 -000.53394363
111  51.11258673 -000.53475195
112  51.11258673 -000.53475195  51.11235283 -000.53408047
112  51.11180065 -000.53322302  51.11149569 -000.53283994
111  51.11180065 -000.53322302
112  51.11180065 -000.53322302  51.11173850 -000.53314496
112  51.11162560 -000.53302387  51.11155861 -000.53294993
111  51.11162560 -000.53302387
112  51.11162560 -000.53302387  51.11142772 -000.53280548
112  51.11087698 -000.53242149  51.11067238 -000.53231691
111  51.11087698 -000.53242149
111  51.11058521 -000.53225701
112  51.11037682 -000.53208561  51.11023475 -000.53194591
111  51.11037682 -000.53208561
112  51.11037682 -000.53208561  51.11030579 -000.53201575
112  51.11006552 -000.53166068  51.10996247 -000.53143918
113  51.10989888 -000.53113933
110 1 0.00 0.0000 New Taxiway 3
111  51.12035277 -000.52369756 20
112  51.11996827 -000.52334850  51.11974743 -000.52325824 20
112  51.11938228 -000.52341918  51.11919815 -000.52352790
111  51.11938228 -000.52341918
112  51.11938228 -000.52341918  51.11929021 -000.52347354 20
112  51.11854007 -000.52396323  51.11790961 -000.52437632
112  51.11585931 -000.52569250  51.11505787 -000.52618153
111  51.11585931 -000.52569250
112  51.11585931 -000.52569250  51.11424041 -000.52661950
111  51.11269866 -000.52745341
111  51.11258819 -000.52786377
111  51.11221365 -000.52811516
111  51.11197888 -000.52795776
112  51.11018687 -000.52926988  51.10977483 -000.52958982
111  51.10981458 -000.53011171
111  51.11003324 -000.53036408
111  51.11015842 -000.53098733
111  51.10989888 -000.53113933
112  51.10970151 -000.53026189  51.10967576 -000.53007320
112  51.11014834 -000.52908948  51.11063249 -000.52872032
112  51.11273295 -000.52725007  51.11330195 -000.52691153
112  51.11561462 -000.52564102  51.11622370 -000.52531275
111  51.11730860 -000.52454119
112  51.11848993 -000.52379283  51.11875891 -000.52361923 20
112  51.11919207 -000.52332356  51.11958094 -000.52307536
111  51.11919207 -000.52332356
112  51.11919207 -000.52332356  51.11958094 -000.52307536 20
112  51.11999140 -000.52315079  51.12020528 -000.52325391 20
113  51.12040776 -000.52350023
110 1 0.00 0.0000 New Taxiway 2
111  51.12079073 -000.52375235
111  51.12041203 -000.52348662
112  51.12052779 -000.52348986  51.12053980 -000.52345506
111  51.12148166 -000.52000342
111  51.12166214 -000.52014631
114  51.12072781 -000.52361755  51.12071689 -000.52366104
110 1 0.00 0.0000 New Taxiway 4
111  51.11419653 -000.54798894
111  51.11427506 -000.54827570 20
112  51.11462414 -000.54821269  51.11478492 -000.54810651 20
111  51.11495159 -000.54777777 20
111  51.11515255 -000.54743005 20
111  51.11680642 -000.54454688
111  51.11731688 -000.54362522 20
112  51.11735282 -000.54356980  51.11737509 -000.54353468
111  51.11735282 -000.54356980 20
111  51.11741430 -000.54346971
112  51.11741430 -000.54346971  51.11749504 -000.54333412 20
112  51.11766670 -000.54294705  51.11772735 -000.54276318
111  51.11766670 -000.54294705
112  51.11766670 -000.54294705  51.11776940 -000.54263569 20
112  51.11781335 -000.54214769  51.11781451 -000.54200530 20
112  51.11781233 -000.54086379  51.11781233 -000.54062941 20
112  51.11785969 -000.54000321  51.11789218 -000.53962485 20
112  51.11801006 -000.53897457  51.11806590 -000.53872474
111  51.11801006 -000.53897457
112  51.11801006 -000.53897457  51.11803798 -000.53884965 20
112  51.11837647 -000.53735013  51.11854886 -000.53660853
111  51.11837647 -000.53735013 20
112  51.11859771 -000.53637456  51.11866304 -000.53609228 20
112  51.11874896 -000.53575227  51.11875542 -000.53572030
111  51.11874896 -000.53575227
112  51.11874896 -000.53575227  51.11876831 -000.53566812 20
112  51.11867959 -000.53548949  51.11861941 -000.53545383
111  51.11867959 -000.53548949
112  51.11867959 -000.53548949  51.11864322 -000.53547017 20
112  51.11843174 -000.53534404  51.11823894 -000.53523503 20
112  51.11788730 -000.53503711  51.11782878 -000.53499996
111  51.11788730 -000.53503711
112  51.11788730 -000.53503711  51.11777025 -000.53496282 20
111  51.11768945 -000.53515543
111  51.11783974 -000.53459552 20
112  51.11791282 -000.53489891  51.11801552 -000.53497103
111  51.11791282 -000.53489891
112  51.11791282 -000.53489891  51.11796417 -000.53493498 20
112  51.11846187 -000.53520829  51.11866022 -000.53531700
111  51.11846187 -000.53520829
112  51.11846187 -000.53520829  51.11856104 -000.53526264 20
112  51.11864446 -000.53531599  51.11868126 -000.53533463 1
111  51.11872481 -000.53535670 20
112  51.11881440 -000.53532463  51.11886527 -000.53528516 20
111  51.11886800 -000.53521572 20
111  51.11904505 -000.53444023 20
112  51.12092045 -000.52627974  51.12094876 -000.52611923
111  51.12092045 -000.52627974
112  51.12092045 -000.52627974  51.12094570 -000.52611965 20
112  51.12095581 -000.52579796  51.12095684 -000.52559447 20
112  51.12090460 -000.52526355  51.12087340 -000.52511442
111  51.12090460 -000.52526355
112  51.12090460 -000.52526355  51.12084219 -000.52496529 20
111  51.12072306 -000.52463558
111  51.12054364 -000.52465956
111  51.12068200 -000.52414465 20
112  51.12101826 -000.52520546  51.12107206 -000.52554144 20
112  51.12107252 -000.52591063  51.12107311 -000.52622333
111  51.12107252 -000.52591063
112  51.12107252 -000.52591063  51.12107455 -000.52607635 20
112  51.12104569 -000.52633931  51.12103263 -000.52641574
111  51.12104569 -000.52633931
112  51.12104569 -000.52633931  51.12103951 -000.52637549 20
111  51.12056628 -000.52842291 20
111  51.12056230 -000.52843983 22
111  51.12049463 -000.52872469 20
111  51.12024362 -000.52981444 22
111  51.12019221 -000.53003896 20
111  51.12005889 -000.53061171 22
111  51.12001373 -000.53079853 20
111  51.11985873 -000.53149948 22
111  51.11980913 -000.53172304 51
111  51.11980535 -000.53174196 20
111  51.11972138 -000.53208876 20
111  51.11954877 -000.53285178 22
111  51.11946313 -000.53322976 20
111  51.11921307 -000.53429805 22
111  51.11913082 -000.53462935 20
111  51.11899002 -000.53523517 22
111  51.11890215 -000.53562960 20
111  51.11887787 -000.53574274 22
111  51.11883587 -000.53594112 20
111  51.11882814 -000.53597544 22
111  51.11877306 -000.53622019 20
111  51.11874944 -000.53631858 22
111  51.11871556 -000.53644492 22
111  51.11867921 -000.53659325 20
111  51.11849805 -000.53739645 22
111  51.11841434 -000.53776209 20
112  51.11803604 -000.53953024  51.11799195 -000.53991060
111  51.11803604 -000.53953024 22
111  51.11800598 -000.53975712
112  51.11800598 -000.53975712  51.11792413 -000.54051390 20
112  51.11793422 -000.54149257  51.11793381 -000.54193005
111  51.11793422 -000.54149257 22
111  51.11791330 -000.54236865
112  51.11791330 -000.54236865  51.11790456 -000.54246783 20
112  51.11787263 -000.54265590  51.11785642 -000.54275993
111  51.11787263 -000.54265590 20
111  51.11779946 -000.54295044
112  51.11779946 -000.54295044  51.11775427 -000.54312870 20
112  51.11756431 -000.54349415  51.11749975 -000.54361071 20
111  51.11523697 -000.54756651 20
112  51.11496511 -000.54803736  51.11488598 -000.54817535 20
112  51.11467316 -000.54837722  51.11456140 -000.54846358 20
112  51.11421479 -000.54845443  51.11408568 -000.54838958 20
113  51.11408492 -000.54838898
110 2 0.00 67.0000 New Taxiway 3
111  51.11518256 -000.54433327
111  51.11538873 -000.54516572
111  51.11474029 -000.54755766
112  51.11480228 -000.54777051  51.11487175 -000.54785219
111  51.11495159 -000.54777777
112  51.11462414 -000.54821269  51.11446335 -000.54831887
111  51.11427506 -000.54827570
113  51.11419653 -000.54798894
110 1 0.00 116.0000 New Taxiway 2
111  51.11623977 -000.54046262 20
111  51.11679349 -000.54238280 20
111  51.11714657 -000.54358869 20
111  51.11731688 -000.54362522
111  51.11680642 -000.54454688 20
111  51.11684942 -000.54410088 20
111  51.11642450 -000.54265577 20
113  51.11601982 -000.54126850
110 2 0.00 67.0000 New Taxiway 1
111  51.12054364 -000.52465956
111  51.12072306 -000.52463558
112  51.12090460 -000.52526355  51.12096700 -000.52556183
111  51.12090460 -000.52526355
112  51.12090460 -000.52526355  51.12093580 -000.52541269
112  51.12095581 -000.52579796  51.12095477 -000.52600145
111  51.12095581 -000.52579796
112  51.12095581 -000.52579796  51.12095147 -000.52577279
112  51.12087263 -000.52563369  51.12082251 -000.52560348
112  51.12068200 -000.52576013  51.12062220 -000.52596190
111  51.12068200 -000.52576013
111  51.12006071 -000.52807282
113  51.11952520 -000.52840294
110 2 0.30 24.7500 New Taxiway 1
111  51.11299769 -000.52924786
111  51.11601258 -000.53968551
111  51.11579486 -000.54048695
113  51.11260490 -000.52949441
110 2 0.30 22.0000 New Taxiway 1
111  51.12004205 -000.52485799
111  51.11299769 -000.52924786
111  51.11260490 -000.52949441
111  51.11015842 -000.53098733
111  51.11003324 -000.53036408
111  51.11243550 -000.52889677
111  51.11221365 -000.52811516
111  51.11258819 -000.52786377
111  51.11281702 -000.52865279
113  51.12025860 -000.52406412
110 1 0.00 0.0000 SurreyAirAmbulancePad
111  51.11303830 -000.53099224
111  51.11285896 -000.53115134
111  51.11269008 -000.53055219
113  51.11287339 -000.53041591
130 Airport Boundary 1
111  51.12478328 -000.51789089
111  51.12289887 -000.52429634
111  51.12184059 -000.52915007
111  51.12233876 -000.52942037
111  51.12067170 -000.53736874
111  51.11974040 -000.53721780
111  51.11881413 -000.54147115
111  51.11991598 -000.54209378
111  51.12011163 -000.54853962
111  51.11539578 -000.55090768
111  51.11220778 -000.54842134
111  51.11262224 -000.54622996
111  51.11228205 -000.53625660
111  51.10930871 -000.53455374
111  51.10839154 -000.53064900
111  51.11945502 -000.51659353
111  51.11994727 -000.51784039
113  51.12199290 -000.51604997
120 Start Finish
111  51.11859771 -000.53637456 21
115  51.11871556 -000.53644492
120 Gambon
111  51.11864446 -000.53531599 20
112  51.11872662 -000.53542680  51.11875964 -000.53549178 20
112  51.11879628 -000.53559234  51.11881958 -000.53565267 20
112  51.11882379 -000.53580553  51.11882325 -000.53588288 20
112  51.11880879 -000.53598969  51.11880605 -000.53601851 20
115  51.11877432 -000.53617040
120 Wilson
111  51.11632874 -000.54190853 20
112  51.11634328 -000.54211214  51.11637430 -000.54222126
111  51.11634328 -000.54211214 20
112  51.11666142 -000.54320482  51.11684554 -000.54382511 20
112  51.11726708 -000.54373914  51.11729532 -000.54368817
111  51.11726708 -000.54373914 20
115  51.11732735 -000.54363139
120 Chicago 2
111  51.11573769 -000.54063646 20
112  51.11589789 -000.54038115  51.11598945 -000.54028818 20
112  51.11615702 -000.54041922  51.11623508 -000.54047189 20
115  51.11625921 -000.54056929
120 Chicago 1
112  51.11570191 -000.54155111  51.11569878 -000.54141409 20
112  51.11573300 -000.54088579  51.11574708 -000.54079111 20
112  51.11590471 -000.54058478  51.11601418 -000.54051254 20
116  51.11619440 -000.54060537  51.11625852 -000.54071001
120 hammer head 2
111  51.11436718 -000.54703873 20
112  51.11429542 -000.54731518  51.11428132 -000.54736198 20
112  51.11417945 -000.54746209  51.11412893 -000.54747332 20
112  51.11391434 -000.54770418  51.11386938 -000.54791068 20
116  51.11409931 -000.54826216  51.11416470 -000.54832569
120 hammer head 1
111  51.11427506 -000.54827570 20
112  51.11409595 -000.54813672  51.11402124 -000.54802076 20
112  51.11397879 -000.54775359  51.11399017 -000.54768904
111  51.11397879 -000.54775359
112  51.11397879 -000.54775359  51.11399301 -000.54768679 20
112  51.11407234 -000.54761274  51.11412476 -000.54759377 20
112  51.11424064 -000.54755209  51.11429324 -000.54752491 20
112  51.11433344 -000.54739076  51.11436472 -000.54727978 20
115  51.11442776 -000.54705008
120 disused rway north edge line
111  51.11695112 -000.54428354 1
115  51.11646479 -000.54262784
120 disused rway north edge line
111  51.11675416 -000.54241228 1
115  51.11717820 -000.54387150
120 disused rway north entry
112  51.11609235 -000.54071269  51.11600505 -000.54055171 1
116  51.11586485 -000.54104043  51.11577392 -000.54138920
120 disused rway north entry
111  51.11658184 -000.54240584 1
112  51.11609235 -000.54071269  51.11604909 -000.54056081 1
112  51.11608592 -000.54021412  51.11613535 -000.54003833 1
115  51.11616792 -000.53991325
120 DC3 Entry
111  51.12031640 -000.52997557 1
111  51.12026817 -000.52994572
112  51.12026817 -000.52994572  51.12016747 -000.52987943 1
115  51.12020325 -000.52969656
120 DC3 Entry
112  51.12026817 -000.52994572  51.12016747 -000.52987943 1
115  51.12011250 -000.53009520
120 south east taxy centre line
112  51.11508800 -000.52602479  51.11566273 -000.52572935 2
112  51.11683733 -000.52497291  51.11707317 -000.52481607 2
112  51.11926479 -000.52337851  51.11967008 -000.52310493 2
112  51.12022815 -000.52342712  51.12044568 -000.52367517 2
115  51.12061643 -000.52414914
120 south west taxy centre line
112  51.11310555 -000.54660860  51.11308711 -000.54489613 2
112  51.11302707 -000.53713751  51.11300863 -000.53645027
111  51.11302707 -000.53713751
112  51.11302707 -000.53713751  51.11302751 -000.53659012 2
112  51.11291281 -000.53569939  51.11283541 -000.53526034 2
112  51.11228851 -000.53384128  51.11195109 -000.53323334
111  51.11228851 -000.53384128
112  51.11228851 -000.53384128  51.11191348 -000.53315715 2
112  51.11132926 -000.53262162  51.11108862 -000.53242352 2
112  51.11066227 -000.53220389  51.11051153 -000.53213353
111  51.11066227 -000.53220389
112  51.11066227 -000.53220389  51.11051153 -000.53211140 2
