I
1050 Generated by WorldEditor 2.1.0r1

1    160 1 0 VYTO Taungoo Airbase
1302 city Taungoo
120 Linear Feature 25
111  19.01502347  096.39970662 2
115  19.01479447  096.39969948
120 Linear Feature 53
111  19.04773059  096.40212093 1
111  19.04773005  096.40229181 1
111  19.04773059  096.40240748
112  19.04773059  096.40240748  19.04772934  096.40247977 1
112  19.04768213  096.40258361  19.04757776  096.40258361 1
112  19.04762249  096.40246400  19.04767343  096.40242457 1
116  19.04773005  096.40229181  19.04773502  096.40221952
120 Linear Feature 52
111  19.04749079  096.40241142 1
111  19.04753061  096.40236978 1
111  19.04770698  096.40218534
112  19.04770698  096.40218534  19.04773059  096.40215511 1
111  19.04773059  096.40212093 1
115  19.04773307  096.40165825
120 Linear Feature 47
111  19.03130316  096.39700757 2
111  19.03014164  096.39700529 2
112  19.03008361  096.39694593  19.03008510  096.39688758
111  19.03008361  096.39694593 2
111  19.03008510  096.39663839
112  19.03008510  096.39663839  19.03008808  096.39658949 2
111  19.03013430  096.39659265 2
115  19.03026019  096.39659545
120 Linear Feature 48
112  19.03034261  096.39659795  19.03034327  096.39657387 1
112  19.03030258  096.39655310  19.03027982  096.39655241 1
112  19.03026019  096.39659545  19.03025954  096.39661953 1
114  19.03030022  096.39664029  19.03032298  096.39664098 1
120 Linear Feature 51
111  19.03161159  096.39846583 1
111  19.03212746  096.39846425 1
112  19.03220946  096.39836331  19.03221095  096.39825764
111  19.03220946  096.39836331 1
111  19.03221080  096.39820084 1
111  19.03221236  096.39801158 1
111  19.03221391  096.39782392 1
111  19.03221546  096.39763620 1
111  19.03221702  096.39744696 1
111  19.03221841  096.39727822 1
112  19.03214684  096.39720724  19.03208422  096.39720409
111  19.03214684  096.39720724 1
111  19.03185012  096.39720551 1
115  19.03160711  096.39720409
120 Linear Feature 50
111  19.03159966  096.39813935 1
111  19.03184267  096.39814077 1
111  19.03213939  096.39814251
112  19.03213939  096.39814251  19.03220201  096.39814566 1
115  19.03221080  096.39820084
120 Linear Feature 50
111  19.03160413  096.39795167 1
111  19.03184714  096.39795309 1
111  19.03214386  096.39795482
112  19.03214386  096.39795482  19.03220648  096.39795798 1
115  19.03221236  096.39801158
120 Linear Feature 50
111  19.03160562  096.39776714 1
111  19.03184863  096.39776856 1
111  19.03214535  096.39777029
112  19.03214535  096.39777029  19.03220797  096.39777345 1
115  19.03221391  096.39782392
120 Linear Feature 50
111  19.03160264  096.39757630 1
111  19.03184565  096.39757772 1
111  19.03214237  096.39757946
112  19.03214237  096.39757946  19.03220499  096.39758261 1
115  19.03221546  096.39763620
120 Linear Feature 50
111  19.03160711  096.39738862 1
111  19.03185012  096.39739004 1
111  19.03214684  096.39739177
112  19.03214684  096.39739177  19.03220946  096.39739493 1
115  19.03221702  096.39744696
120 Linear Feature 49
112  19.03072900  096.39696899  19.03072515  096.39693621 1
112  19.03066428  096.39694003  19.03063935  096.39695994 1
114  19.03067292  096.39701380  19.03070169  096.39702668 1
120 Linear Feature 47
111  19.03034261  096.39659795 2
115  19.03040715  096.39659896
120 Linear Feature 46
111  19.02993937  096.39677275 1
115  19.02380452  096.39681044
120 Linear Feature 45
111  19.03269516  096.39663144 1
115  19.03555643  096.39664492
120 Linear Feature 24
111  19.03081971  096.39941178 3 102
111  19.02140160  096.39938486 3 102
111  19.02015457  096.39938129 3 102
111  19.01510555  096.39936685 3 102
111  19.01479501  096.39936597 3 102
111  19.01479447  096.39969948 3 102
111  19.01479401  096.39997766 3 102
111  19.01479339  096.40035046 3 102
115  19.01479244  096.40092576
120 Linear Feature 23
111  19.04768323  096.39945634 3 102
111  19.04741058  096.39945563 3 102
111  19.04250648  096.39944289 3 102
111  19.04123261  096.39943958 3 102
115  19.03158892  096.39941453
120 Linear Feature 22
111  19.04781279  096.40101242 3 102
111  19.04782386  096.40044470 3 102
111  19.04782804  096.40023065 3 102
111  19.04783319  096.39996632 3 102
111  19.04784309  096.39945884 3 102
115  19.04777652  096.39945811
120 Linear Feature 21
111  19.04064800  096.40097872 3 102
111  19.04055783  096.40091058 3 102
112  19.04062739  096.40067619  19.04079228  096.40055627
111  19.04062739  096.40067619 3 102
111  19.04069902  096.40062590 3 102
111  19.04100453  096.40041139 3 102
111  19.04142728  096.40011456 3 102
111  19.04179192  096.39985854 3 102
111  19.04237160  096.39967048 3 102
111  19.04250648  096.39967063 3 102
111  19.04740329  096.39967591
112  19.04740329  096.39967591  19.04764289  096.39968681 3 102
111  19.04764289  096.39995937 3 102
111  19.04764289  096.40022355 3 102
111  19.04764289  096.40044387 3 102
111  19.04764289  096.40079613
112  19.04764289  096.40079613  19.04764031  096.40100055 3 102
115  19.04748831  096.40100600
120 Linear Feature 20
111  19.03151368  096.40095627 3 102
112  19.03141166  096.40079340  19.03141166  096.40068984
111  19.03141166  096.40079340 3 102
111  19.03141268  096.40039761 3 102
111  19.03141344  096.40010328 3 102
111  19.03141423  096.39979866
112  19.03141423  096.39979866  19.03140908  096.39965694 3 102
111  19.03156109  096.39962424 3 102
111  19.04115813  096.39966503 3 102
111  19.04123026  096.39968139
112  19.04123026  096.39968139  19.04129725  096.39971137 3 102
112  19.04128952  096.39991033  19.04121996  096.40002752
111  19.04128952  096.39991033 3 102
111  19.04125345  096.39997847 3 102
111  19.04088334  096.40023495 3 102
111  19.04058702  096.40044030 3 102
111  19.04028988  096.40064621
112  19.04028988  096.40064621  19.03977718  096.40098690 3 102
115  19.03928252  096.40099780
120 Linear Feature 19
111  19.02321535  096.40094105 3 102
112  19.02223632  096.40055407  19.02185759  096.40027610
111  19.02223632  096.40055407 3 102
111  19.02209046  096.40044829 3 102
111  19.02179398  096.40023328 3 102
111  19.02137581  096.39993001 3 102
112  19.02132686  096.39986461  19.02130624  096.39982373
111  19.02132686  096.39986461
112  19.02132686  096.39986461  19.02130816  096.39982752 3 102
112  19.02139801  096.39961509  19.02151929  096.39955635
111  19.02139801  096.39961509
112  19.02139801  096.39961509  19.02141042  096.39960908 3 102
112  19.02144022  096.39960027  19.02145600  096.39959647
111  19.02144022  096.39960027 3 102
111  19.03109651  096.39963018 3 102
112  19.03120472  096.39979915  19.03120987  096.39993541
111  19.03120472  096.39979915 3 102
111  19.03120394  096.40010438 3 102
111  19.03120319  096.40039599 3 102
111  19.03120214  096.40080206
112  19.03120214  096.40080206  19.03119699  096.40093015 3 102
115  19.03108621  096.40097648
120 Linear Feature 18
111  19.01519522  096.40092344 3 102
112  19.01499305  096.40070392  19.01498589  096.40050900
111  19.01499305  096.40070392 3 102
111  19.01499155  096.40034585 3 102
111  19.01499422  096.39997683 3 102
111  19.01499663  096.39979367
112  19.01499663  096.39979367  19.01499842  096.39975393 3 102
111  19.01502347  096.39970662 3 102
112  19.01510398  096.39961957  19.01515765  096.39958550 3 102
111  19.01522743  096.39959497 3 102
111  19.02005400  096.39960166 3 102
112  19.02015963  096.39960984  19.02019313  096.39961256 3 102
112  19.02105622  096.39995866  19.02139372  096.40020120
111  19.02105622  096.39995866 3 102
111  19.02120117  096.40006401 3 102
111  19.02167297  096.40040693 3 102
111  19.02197856  096.40062904
112  19.02197856  096.40062904  19.02211254  096.40072988 3 102
116  19.02193476  096.40094789  19.02181883  096.40097514
21  19.01755213  096.40065550 2 0.1300 2.00 PAPI 36 4L
14  19.03257930  096.39596177 101.71 0 Tower Viewpoint
1300  19.03184267  096.39814077 180.27 tie_down turboprops|props Shades 1
1301 A military 
1300  19.03184714  096.39795309 180.27 tie_down turboprops|props Shades 2
1301 A military 
1300  19.03184863  096.39776856 180.27 tie_down turboprops|props Shades 3
1301 A military 
1300  19.03184565  096.39757772 180.27 tie_down turboprops|props Shades 4
1301 A military 
1300  19.03185012  096.39739004 180.27 tie_down turboprops|props Shades 5
1301 A military 
1300  19.03117238  096.39812006  60.91 tie_down turboprops|props Central Ramp 2
1301 D military 
1300  19.03112601  096.39913661  60.91 tie_down turboprops|props Central Ramp 1
1301 D military 
1300  19.03442378  096.39629409  90.00 tie_down turboprops|props North Ramp
1301 B military 
1300  19.02370028  096.39657564  72.55 tie_down turboprops|props South Ramp 1
1301 B military 
1300  19.02345295  096.39657564  72.55 tie_down turboprops|props South Ramp 2
1301 B military 
1300  19.02287172  096.39659199  77.55 tie_down turboprops|props South Ramp 3
1301 B military 
1300  19.02263675  096.39660180  77.55 tie_down turboprops|props South Ramp 4
1301 B military 
1300  19.03034261  096.39659795   1.41 tie_down turboprops|props Central Hangar Ramp
1301 B military 
1300  19.03185012  096.39720551 180.27 tie_down turboprops|props Shades 6
1301 A military 
1300  19.04753061  096.40236978 318.99 tie_down turboprops|props QRA 1
1301 A military 
1300  19.04762249  096.40246400 318.99 tie_down turboprops|props QRA 2
1301 A military 
54 12170 Tower
55 11970 Taungoo Approach
99
