I
1100 Generated by WorldEditor 1.6.1r1

1    283 1 0 EGBO Wolverhampton
1302 city Wolverhampton
112  52.51627297 -002.27005406  52.51629682 -002.27002327
112  52.51629982 -002.26985601  52.51629736 -002.26978930
113  52.51625907 -002.26970407
111  52.51584383 -002.26777696
112  52.51577191 -002.26806903  52.51577191 -002.26828150
111  52.51577191 -002.26806903
112  52.51577191 -002.26806903  52.51578820 -002.26827562
111  52.51584348 -002.26835623
111  52.51629646 -002.26933979
112  52.51644393 -002.26957329  52.51649948 -002.26963795
112  52.51674111 -002.26975376  52.51685832 -002.26977458
111  52.51674111 -002.26975376
112  52.51674111 -002.26975376  52.51685832 -002.26977458
112  52.51695997 -002.26971265  52.51701446 -002.26968882
111  52.51705774 -002.26963092
112  52.51711683 -002.26949982  52.51713795 -002.26940612
111  52.51713628 -002.26924066
113  52.51693233 -002.26641744
110 1 0.00 340.0000 Taxiway Foxtrot
111  52.51292739 -002.25626213
111  52.51253666 -002.25597784
111  52.51288171 -002.25455551
112  52.51310572 -002.25402713  52.51325799 -002.25376461
112  52.51369895 -002.25332367  52.51399886 -002.25311791
111  52.51369895 -002.25332367
112  52.51369895 -002.25332367  52.51399886 -002.25311791
112  52.51442010 -002.25310547  52.51458870 -002.25311816
111  52.51468592 -002.25316749
111  52.51662407 -002.25416874
111  52.51661001 -002.25451322
112  52.51654002 -002.25460437  52.51649971 -002.25467693
111  52.51649253 -002.25491585
111  52.51677898 -002.25874949
111  52.51672700 -002.25871042
111  52.51639497 -002.25417951
111  52.51609329 -002.25423893
111  52.51639947 -002.25846866
111  52.51636130 -002.25844001
111  52.51604798 -002.25435302
112  52.51598256 -002.25410638  52.51592765 -002.25402309
111  52.51587129 -002.25398908
111  52.51465853 -002.25337708
112  52.51439727 -002.25332801  52.51423342 -002.25331545
112  52.51377473 -002.25350954  52.51354130 -002.25366449
111  52.51377473 -002.25350954
112  52.51377473 -002.25350954  52.51354130 -002.25366449
112  52.51326240 -002.25405480  52.51315729 -002.25423022
111  52.51326240 -002.25405480
112  52.51326240 -002.25405480  52.51315181 -002.25423622
111  52.51301893 -002.25463574
111  52.51282517 -002.25538899
112  52.51281040 -002.25566810  52.51282627 -002.25580390
111  52.51288407 -002.25585790
113  52.51300589 -002.25597242
110 1 0.00 35.0000 04/22 Runway extension disused
111  52.52038576 -002.26140170
111  52.52157647 -002.25993597
111  52.52183228 -002.26048925
113  52.52081840 -002.26172096
110 1 0.00 98.0000 04/22 10/28 shoulder
111  52.51721156 -002.26536089
111  52.51678196 -002.25947490
111  52.51683002 -002.25950910
111  52.51725471 -002.26520740
111  52.52001767 -002.26185224
113  52.52005864 -002.26188386
110 1 0.00 96.8300 10/28 shoulder
111  52.51586605 -002.26692158
111  52.51687928 -002.26567595
111  52.51641492 -002.25920344
111  52.51645500 -002.25923242
111  52.51692836 -002.26570687
113  52.51588810 -002.26697644
110 3 0.00 95.9100 Grass parking and taxiway
111  52.51533045 -002.26408941
111  52.51584564 -002.26399159
111  52.51582432 -002.26368724
111  52.51594196 -002.26367202
111  52.51593261 -002.26347404
111  52.51581450 -002.26349173
111  52.51580582 -002.26316402
111  52.51577890 -002.26306053
111  52.51573448 -002.26234588
111  52.51528981 -002.26242326
111  52.51521324 -002.26226915
112  52.51516783 -002.26210389  52.51515124 -002.26206956
111  52.51516783 -002.26210389
111  52.51492141 -002.26157206
111  52.51537944 -002.26097201
111  52.51557404 -002.26074924
112  52.51567940 -002.26092423  52.51568919 -002.26112278
111  52.51567940 -002.26092423
111  52.51571780 -002.26160357
112  52.51581915 -002.26161294  52.51587406 -002.26152151
111  52.51581915 -002.26161294
112  52.51581915 -002.26161294  52.51581746 -002.26155192
112  52.51586246 -002.26148350  52.51587811 -002.26148056
111  52.51586246 -002.26148350
111  52.51592063 -002.26147396
112  52.51592063 -002.26147396  52.51596308 -002.26146859
111  52.51596168 -002.26139309
111  52.51602131 -002.26033669
112  52.51601639 -002.26023638  52.51600227 -002.26020462
111  52.51601639 -002.26023638
112  52.51602684 -002.26004504  52.51607591 -002.25998518
111  52.51602684 -002.26004504
112  52.51602684 -002.26004504  52.51612201 -002.25993387
111  52.51624099 -002.25984253
112  52.51637452 -002.25986178  52.51637898 -002.25993141
111  52.51637452 -002.25986178
111  52.51625881 -002.26008134
111  52.51611433 -002.26015487
111  52.51608057 -002.26025347
112  52.51602327 -002.26143457  52.51602980 -002.26160808
111  52.51602327 -002.26143457
111  52.51608684 -002.26289149
111  52.51667315 -002.26280360
111  52.51669012 -002.26304248
111  52.51660840 -002.26305588
111  52.51647472 -002.26308515
111  52.51648131 -002.26318234
111  52.51609650 -002.26325287
111  52.51614457 -002.26422995
111  52.51676977 -002.26414229
111  52.51678343 -002.26433645
111  52.51656943 -002.26438779
111  52.51657736 -002.26449665
111  52.51616402 -002.26456541
111  52.51619760 -002.26511284
111  52.51599258 -002.26545094
113  52.51542078 -002.26549228
110 1 0.00 95.0000 Taxiway Alpha 04/34
111  52.51284248 -002.25657465
112  52.51263960 -002.25659428  52.51254601 -002.25669788
111  52.51252751 -002.25692246
111  52.51252875 -002.25724827
112  52.51252875 -002.25724827  52.51252504 -002.25760376
111  52.51267333 -002.25818496
111  52.51289271 -002.25897424
111  52.51297160 -002.25926327
112  52.51297160 -002.25926327  52.51298850 -002.25932546
111  52.51303015 -002.25936977
111  52.51430233 -002.26027235
112  52.51430233 -002.26027235  52.51434758 -002.26030540
111  52.51437756 -002.26037818
111  52.51518408 -002.26215061
112  52.51518408 -002.26215061  52.51520578 -002.26220068
111  52.51521324 -002.26226915
111  52.51550796 -002.26684258
112  52.51562070 -002.26696556  52.51572240 -002.26704771
111  52.51586605 -002.26692158
111  52.51588810 -002.26697644
111  52.51550908 -002.26743794
111  52.51555599 -002.26754517
111  52.51527412 -002.26788328
111  52.51521754 -002.26775900
112  52.51537271 -002.26743831  52.51538961 -002.26735503
111  52.51538489 -002.26724417
111  52.51536563 -002.26677441
111  52.51535303 -002.26656606
111  52.51534565 -002.26644393
111  52.51534230 -002.26638853
111  52.51532450 -002.26609428
111  52.51531028 -002.26585906
111  52.51530111 -002.26570743
112  52.51526999 -002.26519280  52.51526999 -002.26519280
111  52.51526999 -002.26519280
112  52.51526999 -002.26519280  52.51526162 -002.26503602
111  52.51516777 -002.26501851
111  52.51449264 -002.26512181
111  52.51448652 -002.26504512
111  52.51451069 -002.26496059
111  52.51449695 -002.26476078
111  52.51464122 -002.26473951
112  52.51477058 -002.26490865  52.51486777 -002.26488583
111  52.51485724 -002.26470329
111  52.51500820 -002.26467210
112  52.51513767 -002.26485616  52.51526231 -002.26485062
111  52.51513767 -002.26485616
112  52.51513767 -002.26485616  52.51526398 -002.26478735
111  52.51523480 -002.26467227
111  52.51517723 -002.26377594
112  52.51506553 -002.26367614  52.51496671 -002.26368802
111  52.51496484 -002.26387855
111  52.51481390 -002.26390240
112  52.51467719 -002.26373265  52.51458981 -002.26375599
111  52.51467719 -002.26373265
112  52.51467719 -002.26373265  52.51460127 -002.26374255
111  52.51458608 -002.26393746
111  52.51443423 -002.26396518
112  52.51456487 -002.26357731  52.51468538 -002.26355553
111  52.51456487 -002.26357731
112  52.51456487 -002.26357731  52.51456366 -002.26357731
112  52.51471771 -002.26355236  52.51471938 -002.26354961
111  52.51471771 -002.26355236
112  52.51471771 -002.26355236  52.51478131 -002.26353861
111  52.51477936 -002.26335374
111  52.51493072 -002.26332828
112  52.51505856 -002.26349320  52.51516234 -002.26346982
111  52.51515287 -002.26334031
111  52.51509585 -002.26246610
112  52.51506354 -002.26235972  52.51504539 -002.26233444
112  52.51498052 -002.26231741  52.51493133 -002.26232523
111  52.51498052 -002.26231741
112  52.51498052 -002.26231741  52.51493133 -002.26232523
112  52.51488085 -002.26240637  52.51486983 -002.26245278
111  52.51487829 -002.26254710
111  52.51474145 -002.26256673
112  52.51473176 -002.26244551  52.51472525 -002.26241625
112  52.51466106 -002.26238900  52.51462304 -002.26237810
111  52.51457490 -002.26240185
111  52.51452718 -002.26228598
112  52.51452746 -002.26206030  52.51447049 -002.26193915
111  52.51452746 -002.26206030
111  52.51447980 -002.26211382
111  52.51418761 -002.26147215
112  52.51421789 -002.26139747  52.51422022 -002.26136634
112  52.51418144 -002.26132465  52.51416240 -002.26131031
111  52.51418144 -002.26132465
112  52.51418144 -002.26132465  52.51416240 -002.26131031
112  52.51412804 -002.26132243  52.51411212 -002.26134085
111  52.51409706 -002.26137293
111  52.51403428 -002.26132223
111  52.51409479 -002.26109181
112  52.51409479 -002.26109181  52.51411266 -002.26102664
111  52.51400922 -002.26094573
111  52.51399209 -002.26100098
111  52.51258723 -002.25996472
112  52.51258723 -002.25996472  52.51263394 -002.25977698
111  52.51259807 -002.25972006
111  52.51263976 -002.25959881
112  52.51271999 -002.25948177  52.51274006 -002.25938807
111  52.51270664 -002.25931201
111  52.51275708 -002.25904481
112  52.51243656 -002.25779126  52.51240221 -002.25759239
112  52.51239580 -002.25712779  52.51239689 -002.25678016
111  52.51242099 -002.25663294
111  52.51253666 -002.25597784
113  52.51292739 -002.25626213
111  52.51290810 -002.25952159
112  52.51279693 -002.25962434  52.51276226 -002.25975077
111  52.51282348 -002.25983485
111  52.51285427 -002.25985692
111  52.51290868 -002.25983281
111  52.51328621 -002.26008022
111  52.51330012 -002.26017313
111  52.51335931 -002.26021080
112  52.51345127 -002.26010820  52.51348161 -002.25999780
113  52.51345952 -002.25990715
111  52.51419589 -002.26042302
111  52.51366825 -002.26005497
112  52.51354255 -002.26015713  52.51349778 -002.26031437
111  52.51361918 -002.26043174
111  52.51364467 -002.26035267
111  52.51408239 -002.26065866
111  52.51406211 -002.26073848
114  52.51421468 -002.26065198  52.51425593 -002.26049555
112  52.51481546 -002.26194516  52.51487833 -002.26186387
111  52.51484140 -002.26174180
111  52.51450849 -002.26100826
112  52.51436952 -002.26100590  52.51429136 -002.26109386
111  52.51436952 -002.26100590
112  52.51436952 -002.26100590  52.51429432 -002.26108901
111  52.51434720 -002.26125642
111  52.51443893 -002.26136809
111  52.51468022 -002.26188090
111  52.51464693 -002.26191799
113  52.51468464 -002.26199729
130 Airport Boundary 13
111  52.51605552 -002.26992031
111  52.51293232 -002.26212613
111  52.51130027 -002.25880788
111  52.51335501 -002.25163145
111  52.51671304 -002.25356060
111  52.51767583 -002.25466014
111  52.51796937 -002.25483377
111  52.51811026 -002.25523891
111  52.51896738 -002.25655065
111  52.51929614 -002.25656994
111  52.52048202 -002.25801695
111  52.52090471 -002.25765038
111  52.52137436 -002.25927103
111  52.52202014 -002.26037076
111  52.52314731 -002.26091098
111  52.52279507 -002.26228082
111  52.52302989 -002.26245446
111  52.52247805 -002.26411369
111  52.52203188 -002.26365065
111  52.52065814 -002.26521341
111  52.52021197 -002.26488542
111  52.51989495 -002.26538705
111  52.51985973 -002.26610090
113  52.51645473 -002.27146444
120 Linear Feature 50
111  52.51483875 -002.26212711 1
112  52.51463064 -002.26207364  52.51451437 -002.26193390
111  52.51463064 -002.26207364
112  52.51463064 -002.26207364  52.51462891 -002.26206793 1
115  52.51456643 -002.26198238
120 Linear Feature 49
111  52.51511693 -002.26218329 1
112  52.51483875 -002.26212711  52.51468087 -002.26217661
111  52.51483875 -002.26212711
112  52.51483875 -002.26212711  52.51505085 -002.26205383 1
115  52.51495169 -002.26181646
120 Linear Feature 31
111  52.51589080 -002.26358653 20
111  52.51590949 -002.26352569
111  52.51586144 -002.26352774 20
115  52.51590896 -002.26356313
120 Linear Feature 25
111  52.51296884 -002.25945415 1
111  52.51286035 -002.25937906
112  52.51286035 -002.25937906  52.51281463 -002.25934636 1
111  52.51279422 -002.25940537 1
111  52.51275095 -002.25958234
111  52.51271646 -002.25949611 20
111  52.51282016 -002.25956906
111  52.51346625 -002.26002620 20
111  52.51356717 -002.26009402
111  52.51422959 -002.26056929 20
115  52.51441960 -002.26096891
120 Linear Feature 23
111  52.51518686 -002.26291517 1
112  52.51528113 -002.26278088  52.51537458 -002.26275968
111  52.51528113 -002.26278088
112  52.51528113 -002.26278088  52.51518540 -002.26279030 1
115  52.51517097 -002.26266248
120 Linear Feature 22
112  52.51512213 -002.26357985  52.51522303 -002.26356586 1
111  52.51521738 -002.26339974
111  52.51523791 -002.26371816 1
112  52.51512213 -002.26357985  52.51502390 -002.26359270
111  52.51512213 -002.26357985 1
115  52.51504390 -002.26359130
120 Linear Feature 47
111  52.51530653 -002.26284418 9
115  52.51529808 -002.26270696
120 Linear Feature 46
111  52.51628287 -002.25476725 1
111  52.51624604 -002.25422746 1
112  52.51621322 -002.25408278  52.51619645 -002.25406225
111  52.51621322 -002.25408278
112  52.51621322 -002.25408278  52.51619098 -002.25404624 1
111  52.51614393 -002.25402199 1
115  52.51558923 -002.25373660
120 Linear Feature 45
111  52.51277854 -002.25525261 1
111  52.51293422 -002.25464353
112  52.51293422 -002.25464353  52.51298579 -002.25449718 1
112  52.51326903 -002.25391336  52.51350120 -002.25357703 1
112  52.51403824 -002.25326469  52.51435421 -002.25314930 1
112  52.51478712 -002.25332415  52.51498868 -002.25340117
111  52.51478712 -002.25332415 1
115  52.51558923 -002.25373660
120 Linear Feature 44
111  52.51255545 -002.25633765 1
112  52.51264021 -002.25619011  52.51268939 -002.25613851 1
111  52.51276625 -002.25615947 1
112  52.51267730 -002.25603565  52.51264394 -002.25595454
111  52.51267730 -002.25603565
112  52.51267730 -002.25603565  52.51266062 -002.25599510 1
111  52.51265632 -002.25582119
111  52.51276625 -002.25615947 1
115  52.51303088 -002.25635237
120 Linear Feature 43
112  52.51246408 -002.25695522  52.51246544 -002.25690334 1
112  52.51248853 -002.25671686  52.51251683 -002.25655231
111  52.51248853 -002.25671686
112  52.51248853 -002.25671686  52.51261806 -002.25594600 1
115  52.51277854 -002.25525261
120 Linear Feature 42
111  52.51279422 -002.25940537 1
111  52.51283261 -002.25926036
112  52.51283261 -002.25926036  52.51285591 -002.25917732 1
115  52.51283482 -002.25906736
120 Linear Feature 41
111  52.51363134 -002.25992281 1
112  52.51358197 -002.25992531  52.51355027 -002.25993384 1
111  52.51353509 -002.25999350 1
112  52.51353299 -002.25989987  52.51352483 -002.25986058 1
115  52.51351007 -002.25983996
120 Linear Feature 34
111  52.51519538 -002.26503573 20
115  52.51518410 -002.26482687
120 Linear Feature 33
111  52.51511068 -002.26367212 20
115  52.51509825 -002.26348308
120 Linear Feature 31
111  52.51529133 -002.26458634 1
112  52.51522606 -002.26353172  52.51522180 -002.26347573 1
111  52.51515058 -002.26233749 1
112  52.51511693 -002.26218329  52.51508542 -002.26211470
111  52.51511693 -002.26218329
112  52.51511693 -002.26218329  52.51510811 -002.26216409 1
111  52.51495169 -002.26181646 1
111  52.51432831 -002.26043429 1
112  52.51428072 -002.26038140  52.51425073 -002.26035948
111  52.51428072 -002.26038140 1
112  52.51357323 -002.25988431  52.51353405 -002.25985912 1
111  52.51296900 -002.25945345
112  52.51296900 -002.25945345  52.51292208 -002.25941582 1
111  52.51289514 -002.25929130 1
112  52.51257457 -002.25808151  52.51254850 -002.25796042 1
112  52.51248340 -002.25758381  52.51245438 -002.25740382 1
115  52.51246408 -002.25695522
120 Linear Feature 30
111  52.51532152 -002.26506150 1
112  52.51527518 -002.26495246  52.51524697 -002.26492242 1
115  52.51521540 -002.26491621
120 Linear Feature 29
111  52.51530128 -002.26474204 1
112  52.51527277 -002.26485916  52.51525052 -002.26489116 1
111  52.51521540 -002.26491621 1
115  52.51515252 -002.26492782
120 Linear Feature 28
111  52.51542891 -002.26675703 1
115  52.51529133 -002.26458634
120 Linear Feature 27
111  52.51576162 -002.26729629 1
112  52.51560746 -002.26759618  52.51559014 -002.26771619 1
115  52.51560813 -002.26781398
120 Linear Feature 26
111  52.51576162 -002.26729629 1
112  52.51559333 -002.26737536  52.51552330 -002.26734569 1
115  52.51548740 -002.26720033
120 Linear Feature 25
111  52.51583321 -002.26853786 1
111  52.51572733 -002.26829201
112  52.51572733 -002.26829201  52.51570441 -002.26824261 1
111  52.51569150 -002.26818456 1
111  52.51560813 -002.26781398
112  52.51560813 -002.26781398  52.51559225 -002.26774782 1
111  52.51548740 -002.26720033 1
112  52.51544641 -002.26697094  52.51544326 -002.26694378
111  52.51544641 -002.26697094
112  52.51544641 -002.26697094  52.51543712 -002.26689078 1
115  52.51542891 -002.26675703
120 Linear Feature 20
111  52.51730464 -002.26874545 1
111  52.51733270 -002.26915189 1
112  52.51726367 -002.26955954  52.51717804 -002.26971036
111  52.51726367 -002.26955954 1
112  52.51701754 -002.26981372  52.51693537 -002.26985572
111  52.51701754 -002.26981372
112  52.51701754 -002.26981372  52.51690433 -002.26986172 1
112  52.51667755 -002.26985434  52.51650227 -002.26979733
111  52.51667755 -002.26985434
112  52.51667755 -002.26985434  52.51654792 -002.26981233 1
112  52.51637096 -002.26960326  52.51630705 -002.26951324 1
111  52.51615291 -002.26921300 1
115  52.51583321 -002.26853786
120 F2 Hold
111  52.51557121 -002.25383669 4
115  52.51560785 -002.25364431
120 F1 Hold
111  52.51272408 -002.25520695 4 103
115  52.51284986 -002.25529406
120 A5 Hold
111  52.51252776 -002.25696230 4 103
115  52.51239855 -002.25695446
120 A4 Hold
111  52.51536179 -002.26457415 52
115  52.51523027 -002.26459577
120 A3 Hold
111  52.51536563 -002.26677441 4
115  52.51550233 -002.26674304
120 A1 Hold
111  52.51695567 -002.26998463 4
115  52.51692120 -002.26973150
120 A2 Hold
111  52.51589308 -002.26846322 4
115  52.51577788 -002.26860424
120 Linear Feature 51
111  52.51501012 -002.26231460 20
115  52.51484236 -002.26190823
21  52.51929948 -002.26026988 2 155.4200 3.00 10  PAPI-4L
21  52.51558406 -002.25892834 2 332.5300 3.00 16  PAPI-4L
14  52.51552518 -002.26363200  19.69 0 ATC Tower
1300  52.51590068 -002.26468915  95.20 tie_down props Grass 1
1301 A general_aviation 
1300  52.51578532 -002.26468915  95.20 tie_down props Grass 2
1301 A general_aviation 
1300  52.51568569 -002.26470207  95.20 tie_down props Grass 3
1301 A general_aviation 
1300  52.51557646 -002.26470502  95.20 tie_down props Grass 4
1301 A general_aviation 
1300  52.51483509 -002.26299809 275.88 tie_down helos Hangar 3
1301 A general_aviation 
1300  52.51453641 -002.26445273 275.88 tie_down helos Hangar 2
1301 A general_aviation 
1300  52.51491426 -002.26444091 275.88 tie_down helos Hangar 1
1301 A general_aviation 
1300  52.51547976 -002.26472267  95.20 tie_down turboprops Grass 5
1301 A general_aviation 
1300  52.51538204 -002.26308949  95.20 tie_down jets|turboprops|props Apron
1301 A general_aviation 
1300  52.51536558 -002.26256276 275.19 tie_down jets|turboprops|props Apron 3
1301 A general_aviation 
1300  52.51440375 -002.26171278 125.76 tie_down jets|turboprops|props Fuel
1301 A general_aviation 
1300  52.51567688 -002.26251570 275.19 tie_down jets|turboprops|props Apron 1
1301 A general_aviation 
1300  52.51552512 -002.26253901 275.19 tie_down jets|turboprops|props Apron 2
1301 A general_aviation 
18  52.51548058 -002.26372065 1 BCN
19  52.51803078 -002.26220347 1 WS
50 12487 ATIS
54 12300 TWR
55 12300 APP
99
