I
1050 Generated by WorldEditor 2.1.0r1

1    553 1 0 HECW Cairo West Airbase
1302 city El Cairo
1302 country Egypt
111  30.13425231  030.92738794
111  30.13426478  030.92773157
111  30.13436980  030.92790095
111  30.13451158  030.92789434
113  30.13461339  030.92771533
110 2 0.00 84.0000 New Taxiway 65
111  30.13408842  030.92374659
111  30.13419079  030.92368121
111  30.13455145  030.92442522
111  30.13466312  030.92435389
111  30.13430247  030.92360989
111  30.13439383  030.92355154
111  30.13424957  030.92325076
111  30.13409007  030.92315370
111  30.13396586  030.92323303
113  30.13394417  030.92344581
110 2 0.00 84.0000 New Taxiway 65
111  30.13710616  030.91623793
111  30.13708741  030.91637140
111  30.13658906  030.91628033
111  30.13656860  030.91642594
111  30.13706695  030.91651701
111  30.13705022  030.91663613
111  30.13734391  030.91669071
111  30.13750843  030.91660560
111  30.13753118  030.91644365
113  30.13739985  030.91629250
110 2 0.00 84.0000 New Taxiway 71
111  30.13127914  030.92717866
111  30.13083538  030.92697917
111  30.13073887  030.92726943
111  30.13118263  030.92746891
111  30.13120557  030.92739992
111  30.13225367  030.92785194
111  30.13230615  030.92769591
113  30.13125757  030.92724351
110 2 0.00 84.0000 New Taxiway 71
111  30.13520431  030.93119054
111  30.13564971  030.93099600
111  30.13555372  030.93070551
111  30.13510832  030.93090005
111  30.13513114  030.93096910
111  30.13368751  030.93163140
111  30.13358183  030.93166463
111  30.13294118  030.93168666
111  30.13294336  030.93183576
111  30.13362558  030.93183868
111  30.13401144  030.93166201
113  30.13518287  030.93112564
110 2 0.00 84.0000 New Taxiway 71
111  30.13154390  030.93410528
111  30.13175892  030.93459644
111  30.13199841  030.93445496
111  30.13178339  030.93396379
111  30.13172646  030.93399742
111  30.13138579  030.93324132
111  30.13141997  030.93299969
111  30.13143199  030.93291476
111  30.13145725  030.93273617
111  30.13107246  030.93299571
111  30.13114114  030.93306102
113  30.13159741  030.93407367
110 2 0.00 84.0000 New Taxiway 70
111  30.13246025  030.92625459
111  30.13260421  030.92653093
111  30.13281688  030.92638142
111  30.13267292  030.92610508
111  30.13266936  030.92609706
111  30.13271732  030.92606360
111  30.13258329  030.92581110
111  30.13233403  030.92598492
111  30.13246806  030.92623742
111  30.13251050  030.92620874
113  30.13251406  030.92621676
110 2 0.00 84.0000 New Taxiway 70
111  30.13183092  030.93030976
111  30.13210707  030.93035587
111  30.13214162  030.93007087
111  30.13186547  030.93002476
111  30.13185785  030.93002287
111  30.13186582  030.92995876
111  30.13161193  030.92991885
111  30.13157048  030.93025199
111  30.13182437  030.93029190
111  30.13183204  030.93023576
113  30.13183966  030.93023765
110 2 0.00 84.0000 New Taxiway 70
111  30.11930529  030.92822607
111  30.11913194  030.92848451
111  30.11932872  030.92866084
111  30.11950206  030.92840239
111  30.11950732  030.92839557
111  30.11955148  030.92843543
111  30.11970899  030.92819658
111  30.11947950  030.92798939
111  30.11932200  030.92822824
111  30.11936032  030.92826386
113  30.11935507  030.92827068
110 2 0.00 84.0000 New Taxiway 70
111  30.12156673  030.92945045
111  30.12140066  030.92971520
111  30.12160224  030.92988413
111  30.12176831  030.92961937
111  30.12177337  030.92961236
111  30.12181862  030.92965056
111  30.12196941  030.92940597
111  30.12173428  030.92920741
111  30.12158349  030.92945200
111  30.12162279  030.92948617
113  30.12161773  030.92949319
110 2 0.00 84.0000 New Taxiway 64
111  30.13593939  030.91726902
111  30.13589097  030.91719828
111  30.13569825  030.91718157
111  30.13563929  030.91723365
111  30.13560591  030.91763370
111  30.13567716  030.91764329
111  30.13564176  030.91807610
111  30.13580685  030.91809437
111  30.13584225  030.91766156
113  30.13590600  030.91766908
110 2 0.00 84.0000 New Taxiway 63
111  30.13820190  030.91905667
111  30.13812021  030.91904040
111  30.13795583  030.91919514
111  30.13795786  030.91927587
111  30.13813611  030.91952950
111  30.13822470  030.91954084
111  30.13817468  030.91959078
111  30.13819476  030.91961577
111  30.13825133  030.91955930
111  30.13850647  030.91991234
111  30.13863965  030.91977938
111  30.13838450  030.91942633
111  30.13844116  030.91936977
111  30.13842108  030.91934478
111  30.13837990  030.91938589
113  30.13837743  030.91930465
110 2 0.00 84.0000 New Taxiway 63
111  30.13810097  030.91756958
111  30.13805251  030.91766387
111  30.13808530  030.91789975
111  30.13814791  030.91797510
111  30.13842847  030.91793545
111  30.13847243  030.91784163
111  30.13848240  030.91791717
111  30.13851138  030.91791081
111  30.13850010  030.91782537
111  30.13889436  030.91776330
111  30.13886781  030.91756218
111  30.13847355  030.91762425
111  30.13846226  030.91753869
111  30.13843328  030.91754506
111  30.13844149  030.91760725
113  30.13837593  030.91752959
110 2 0.00 84.0000 New Taxiway 63
111  30.13606274  030.91436015
111  30.13598174  030.91441672
111  30.13590409  030.91463833
111  30.13592423  030.91474020
111  30.13618208  030.91485811
111  30.13625035  030.91483387
111  30.13624006  030.91486290
111  30.13626773  030.91487469
111  30.13629610  030.91479474
111  30.13666903  030.91496486
111  30.13673580  030.91477664
111  30.13636287  030.91460651
111  30.13639127  030.91452643
111  30.13636359  030.91451464
111  30.13635468  030.91453977
113  30.13632059  030.91447807
110 2 0.00 84.0000 New Taxiway 59
111  30.12216507  030.90450269
111  30.12204089  030.90461944
111  30.12214605  030.90517182
111  30.12230170  030.90521773
111  30.12257817  030.90515628
111  30.12256902  030.90510771
111  30.12279876  030.90505664
111  30.12280789  030.90510522
111  30.12312143  030.90503554
111  30.12321716  030.90493232
111  30.12316448  030.90465665
111  30.12315197  030.90459116
111  30.12311028  030.90437294
111  30.12298481  030.90432050
111  30.12267341  030.90438971
111  30.12268380  030.90444499
111  30.12245372  030.90449613
113  30.12244329  030.90444085
111  30.12275582  030.90482818
111  30.12252595  030.90487926
111  30.12249933  030.90473810
113  30.12272928  030.90468700
110 2 0.00 84.0000 New Taxiway 59
111  30.12370218  030.90334647
111  30.12357741  030.90346175
111  30.12368436  030.90401474
111  30.12369457  030.90401761
111  30.12374731  030.90403245
111  30.12384495  030.90405992
111  30.12412088  030.90399529
111  30.12411131  030.90394683
111  30.12434060  030.90389313
111  30.12435014  030.90394160
111  30.12466307  030.90386832
111  30.12475791  030.90376401
111  30.12464622  030.90320587
111  30.12452031  030.90315487
111  30.12420953  030.90322766
111  30.12422039  030.90328282
111  30.12399076  030.90333660
113  30.12397986  030.90328144
111  30.12429570  030.90366517
111  30.12406628  030.90371889
111  30.12403845  030.90357803
113  30.12426795  030.90352429
110 2 0.00 84.0000 New Taxiway 59
111  30.12398664  030.90481329
111  30.12392879  030.90486555
111  30.12385835  030.90492918
111  30.12397021  030.90548028
111  30.12403870  030.90550027
111  30.12412940  030.90552674
111  30.12440534  030.90546212
111  30.12439576  030.90541365
111  30.12462505  030.90535995
111  30.12463460  030.90540843
111  30.12494753  030.90533514
111  30.12504237  030.90523083
111  30.12494549  030.90474500
111  30.12493722  030.90470354
111  30.12492937  030.90466415
111  30.12480477  030.90462169
111  30.12449398  030.90469448
111  30.12450485  030.90474964
111  30.12427521  030.90480342
113  30.12426432  030.90474826
111  30.12458015  030.90513199
111  30.12435073  030.90518571
111  30.12432291  030.90504486
113  30.12455241  030.90499112
110 2 0.00 84.0000 New Taxiway 59
111  30.12451385  030.90628226
111  30.12439091  030.90639673
111  30.12449955  030.90695103
111  30.12465661  030.90699571
111  30.12493255  030.90693109
111  30.12492298  030.90688262
111  30.12515226  030.90682892
111  30.12516181  030.90687739
111  30.12547474  030.90680411
111  30.12556958  030.90669980
111  30.12545789  030.90614165
111  30.12533198  030.90609066
111  30.12502119  030.90616344
111  30.12503206  030.90621861
111  30.12480242  030.90627238
113  30.12479153  030.90621723
111  30.12510737  030.90660096
111  30.12487795  030.90665468
111  30.12485012  030.90651382
113  30.12507962  030.90646008
110 2 0.00 84.0000 New Taxiway 59
111  30.12900231  030.91552849
111  30.12886329  030.91544418
111  30.12845950  030.91576919
111  30.12848224  030.91594649
111  30.12864743  030.91621771
111  30.12868093  030.91619076
111  30.12882089  030.91642056
111  30.12878739  030.91644751
111  30.12894165  030.91670079
111  30.12908192  030.91678666
111  30.12948789  030.91646482
111  30.12946173  030.91628280
111  30.12930948  030.91603282
111  30.12928471  030.91605303
111  30.12914475  030.91582323
113  30.12916952  030.91580302
111  30.12910553  030.91619620
111  30.12901028  030.91627234
111  30.12887032  030.91604254
113  30.12896557  030.91596640
110 2 0.00 84.0000 New Taxiway 59
111  30.12764926  030.91476691
111  30.12751126  030.91468253
111  30.12710704  030.91501370
111  30.12712918  030.91518490
111  30.12729437  030.91545612
111  30.12732787  030.91542917
111  30.12746783  030.91565897
111  30.12743433  030.91568592
111  30.12758859  030.91593920
111  30.12772588  030.91602408
111  30.12813327  030.91569790
111  30.12810867  030.91552121
111  30.12795642  030.91527124
111  30.12793165  030.91529145
111  30.12779169  030.91506165
113  30.12781646  030.91504144
111  30.12775247  030.91543461
111  30.12765722  030.91551075
111  30.12751726  030.91528095
113  30.12761251  030.91520482
110 2 0.00 84.0000 New Taxiway 59
111  30.12759914  030.91612838
111  30.12745850  030.91604489
111  30.12705829  030.91636591
111  30.12707907  030.91654637
111  30.12724426  030.91681759
111  30.12727776  030.91679064
111  30.12741772  030.91702044
111  30.12738422  030.91704739
111  30.12753848  030.91730067
111  30.12767331  030.91737869
111  30.12808271  030.91705686
111  30.12805855  030.91688268
111  30.12790631  030.91663271
111  30.12788154  030.91665292
111  30.12774158  030.91642312
111  30.12776635  030.91640291
113  30.12772995  030.91634315
111  30.12770236  030.91679608
111  30.12760710  030.91687222
111  30.12746715  030.91664242
113  30.12756240  030.91656629
110 2 0.00 84.0000 New Taxiway 58
111  30.10767128  030.92112226
111  30.10762146  030.92122357
111  30.10759146  030.92128457
111  30.10753482  030.92157256
111  30.10756682  030.92158169
111  30.10751493  030.92184550
111  30.10748294  030.92183637
111  30.10742206  030.92214591
111  30.10743809  030.92230934
111  30.10756875  030.92234219
111  30.10764589  030.92219674
111  30.10770426  030.92189494
111  30.10767345  030.92188672
111  30.10772443  030.92162309
111  30.10775523  030.92163131
111  30.10781834  030.92130499
113  30.10779548  030.92115338
110 2 0.00 84.0000 New Taxiway 58
111  30.10626295  030.92282919
111  30.10620333  030.92289601
111  30.10614699  030.92295915
111  30.10602403  030.92321477
111  30.10605256  030.92323412
111  30.10593895  030.92347031
111  30.10591042  030.92345097
111  30.10577565  030.92373115
111  30.10575143  030.92389323
111  30.10586890  030.92396706
111  30.10597821  030.92385242
111  30.10610877  030.92358098
111  30.10608024  030.92356259
111  30.10619408  030.92332593
111  30.10622261  030.92334432
111  30.10634955  030.92308042
113  30.10637463  030.92289928
110 2 0.00 84.0000 New Taxiway 58
111  30.10625077  030.92135457
111  30.10619053  030.92142065
111  30.10613361  030.92148308
111  30.10601106  030.92173149
111  30.10604069  030.92175127
111  30.10592471  030.92198636
111  30.10589509  030.92196657
111  30.10575507  030.92225039
111  30.10572934  030.92241216
111  30.10584612  030.92248746
111  30.10595649  030.92237418
111  30.10609255  030.92209837
111  30.10606523  030.92208049
111  30.10618119  030.92184544
111  30.10620851  030.92186333
111  30.10633502  030.92160687
113  30.10636179  030.92142605
110 2 0.00 84.0000 New Taxiway 58
111  30.10491526  030.92255128
111  30.10485627  030.92261885
111  30.10480053  030.92268269
111  30.10468163  030.92293632
111  30.10471121  030.92295736
111  30.10459914  030.92319641
111  30.10456956  030.92317537
111  30.10443646  030.92345930
111  30.10441377  030.92362166
111  30.10453193  030.92369402
111  30.10464015  030.92357801
111  30.10476685  030.92330775
111  30.10473784  030.92328934
111  30.10484975  030.92305061
111  30.10487876  030.92306902
111  30.10500422  030.92280141
111  30.10501371  030.92272773
113  30.10502759  030.92261996
110 2 0.00 84.0000 New Taxiway 58
111  30.10490693  030.92105543
111  30.10484649  030.92112126
111  30.10478938  030.92118346
111  30.10466468  030.92143417
111  30.10469662  030.92145500
111  30.10457977  030.92168993
111  30.10454782  030.92166910
111  30.10440850  030.92194921
111  30.10438228  030.92211087
111  30.10449882  030.92218664
111  30.10460953  030.92207382
111  30.10474351  030.92180445
111  30.10471649  030.92178741
111  30.10483372  030.92155172
111  30.10486075  030.92156876
111  30.10499041  030.92130807
113  30.10501774  030.92112736
110 2 0.00 84.0000 New Taxiway 72
111  30.11117019  030.91870722
112  30.11064408  030.91857227  30.11033785  030.91875968
111  30.11064408  030.91857227
111  30.11004736  030.91897098
111  30.11146216  030.92171741
112  30.11146216  030.92171741  30.11163629  030.92205405
111  30.11196919  030.92186836
111  30.11214601  030.92175141
113  30.11258047  030.92146407
110 2 0.00 84.0000 New Taxiway 70
111  30.10585530  030.91648639
111  30.10525621  030.91667039
111  30.10528863  030.91682031
113  30.10589132  030.91663631
110 2 0.00 84.0000 New Taxiway 69
111  30.11004556  030.91544146
111  30.10996892  030.91509240
111  30.10916455  030.91533621
111  30.10919337  030.91544865
111  30.10830712  030.91571518
113  30.10836476  030.91594423
110 2 0.00 84.0000 New Taxiway 60
111  30.12708542  030.90979417
111  30.12642661  030.90998700
111  30.12651834  030.91040401
113  30.12717507  030.91020876
110 2 0.00 84.0000 New Taxiway 59
111  30.13182773  030.90606538
111  30.13186294  030.90621644
111  30.13182142  030.90622907
111  30.13186450  030.90641013
111  30.13190603  030.90639750
111  30.13193160  030.90650494
111  30.13202361  030.90689159
111  30.13249444  030.90675298
111  30.13247648  030.90667600
111  30.13251800  030.90666084
111  30.13246764  030.90644504
111  30.13242612  030.90646020
113  30.13230069  030.90592275
110 2 0.00 84.0000 New Taxiway 58
111  30.13221921  030.90815271
111  30.13209208  030.90819057
111  30.13224219  030.90889350
113  30.13236750  030.90885432
110 2 0.00 84.0000 New Taxiway 53
111  30.12040640  030.90983154
111  30.12007615  030.90969270
111  30.12001911  030.90987666
113  30.12034635  030.91001896
110 2 0.00 84.0000 New Taxiway 57
111  30.11916943  030.90554784
111  30.11923275  030.90556924
111  30.11927101  030.90543563
111  30.11931122  030.90544776
111  30.11939688  030.90510419
111  30.11935318  030.90508802
111  30.11945806  030.90442918
113  30.11944943  030.90441586
110 2 0.00 84.0000 New Taxiway 56
111  30.11904132  030.90432358
111  30.11901054  030.90434834
111  30.11882349  030.90490816
111  30.11877105  030.90489199
111  30.11868888  030.90524162
111  30.11873958  030.90525981
111  30.11871620  030.90539462
113  30.11876757  030.90541199
110 2 0.00 84.0000 New Taxiway 76
111  30.11169792  030.91653314
111  30.11125976  030.91665929
111  30.11125612  030.91664456
111  30.11105207  030.91670331
111  30.11105571  030.91671805
111  30.11062536  030.91684196
111  30.11062814  030.91685461
111  30.11077894  030.91753977
111  30.11078249  030.91755592
111  30.11121259  030.91743265
111  30.11121623  030.91744528
111  30.11141868  030.91738726
111  30.11141504  030.91737463
111  30.11186049  030.91724695
111  30.11185753  030.91723397
113  30.11170028  030.91654351
110 2 0.00 84.0000 New Taxiway 75
111  30.11740884  030.91078738
111  30.11725498  030.91125891
111  30.11722474  030.91124842
111  30.11716366  030.91148780
111  30.11719189  030.91149828
111  30.11710630  030.91200159
111  30.11711223  030.91200375
111  30.11750996  030.91213180
111  30.11752337  030.91213639
111  30.11767358  030.91168176
111  30.11769777  030.91168992
111  30.11776182  030.91143019
111  30.11773762  030.91142203
111  30.11778423  030.91112103
111  30.11781558  030.91091852
113  30.11741785  030.91079047
110 2 0.00 84.0000 New Taxiway 75
111  30.11275692  030.92915162
111  30.11259788  030.92962795
111  30.11256764  030.92961747
111  30.11250657  030.92985683
111  30.11253479  030.92986732
111  30.11245089  030.93037449
111  30.11246388  030.93037860
111  30.11284773  030.93049985
111  30.11286536  030.93050542
111  30.11301648  030.93005078
111  30.11304068  030.93005894
111  30.11310472  030.92979922
111  30.11308053  030.92979106
111  30.11316416  030.92929368
111  30.11315056  030.92928894
113  30.11276740  030.92915527
110 2 0.00 84.0000 New Taxiway 61
111  30.12695708  030.91205332
111  30.12696028  030.91206705
111  30.12711009  030.91270867
111  30.12719702  030.91268412
111  30.12721452  030.91275556
111  30.12721742  030.91276739
111  30.12818960  030.91248876
111  30.12818060  030.91244753
111  30.12802741  030.91174557
111  30.12787465  030.91178949
111  30.12756863  030.91187748
111  30.12756560  030.91186344
111  30.12736891  030.91191999
113  30.12737194  030.91193403
110 2 0.00 84.0000 New Taxiway 56
111  30.11178710  030.93316222
111  30.11103565  030.93613019
111  30.11136220  030.93623266
113  30.11211218  030.93327166
110 2 0.00 84.0000 New Taxiway 71
111  30.10580096  030.91829808
111  30.10593105  030.91889961
111  30.10870309  030.91808409
113  30.10856549  030.91748544
110 2 0.00 84.0000 New Taxiway 57
111  30.11991240  030.90252519
111  30.11952070  030.90240214
111  30.11943010  030.90277779
113  30.11982180  030.90291047
110 2 0.00 84.0000 New Taxiway 67
111  30.12936900  030.91020717
111  30.12957323  030.91014479
111  30.12958581  030.91010113
111  30.13052771  030.90904121
113  30.13045639  030.90895147
110 2 0.00 84.0000 New Taxiway 66
111  30.12940770  030.90952516
111  30.12899008  030.91032127
111  30.12922165  030.91025154
111  30.12919143  030.91014236
113  30.12947922  030.90957556
110 2 0.00 84.0000 New Taxiway 40
111  30.11146028  030.93593723
111  30.11143828  030.93600035
112  30.11167505  030.93611088  30.11179496  030.93610386
111  30.11167505  030.93611088
111  30.11178130  030.93601263
114  30.11178130  030.93601263  30.11157249  030.93613893
110 2 0.00 84.0000 New Taxiway 39
111  30.11214559  030.93325217 3 102
111  30.11217348  030.93324367 3 102
111  30.11236902  030.93330445
111  30.11240940  030.93315740 3 102
111  30.11235558  030.93313561
112  30.11235558  030.93313561  30.11222082  030.93308228 3 102
113  30.11222487  030.93293823
110 2 0.00 84.0000 New Taxiway 38
111  30.11092970  030.93296743
111  30.11125754  030.93307474
111  30.11154674  030.93317049
111  30.11157155  030.93306859
111  30.11161917  030.93287300
111  30.11163606  030.93280362
111  30.11147999  030.93282399
111  30.11133250  030.93277216
111  30.11116532  030.93271341
111  30.11110239  030.93261447
113  30.11106297  030.93244000
110 2 0.00 84.0000 New Taxiway 207
111  30.11111198  030.92940824
111  30.11124484  030.92889808
111  30.11105080  030.92883326
113  30.11091824  030.92934352
110 2 0.00 84.0000 New Taxiway 53
111  30.12725567  030.90937252
111  30.12719885  030.90913841
111  30.12711302  030.90916309
111  30.12705475  030.90891718
111  30.12689153  030.90896411
111  30.12694980  030.90921002
111  30.12693993  030.90921286
113  30.12699675  030.90944697
110 2 0.00 84.0000 New Taxiway 52
111  30.12660323  030.90956013
111  30.12657482  030.90943212
111  30.12656202  030.90937445
111  30.12654982  030.90931949
111  30.12645224  030.90934755
111  30.12632696  030.90880184
111  30.12585342  030.90893800
111  30.12597871  030.90948371
111  30.12586328  030.90951690
111  30.12589020  030.90963816
113  30.12591669  030.90975753
110 2 0.00 84.0000 New Taxiway 51
111  30.12264210  030.90751600
111  30.12269545  030.90754855
111  30.12279727  030.90767315
111  30.12290829  030.90756517
111  30.12296171  030.90702341
111  30.12276504  030.90699394
111  30.12269099  030.90702903
111  30.12269927  030.90713720
113  30.12266786  030.90745007
110 2 0.00 84.0000 New Taxiway 50
111  30.12040006  030.90819106
111  30.11995274  030.90871429
111  30.12011008  030.90879109
111  30.12007511  030.90886991
111  30.12072806  030.90913730
111  30.12096270  030.90886776
111  30.12081495  030.90869006
111  30.12125684  030.90818901
111  30.12137796  030.90833250
111  30.12160919  030.90807624
111  30.12174174  030.90792935
111  30.12175535  030.90791509
111  30.12160352  030.90773330
111  30.12159042  030.90769143
111  30.12191617  030.90730195
111  30.12211205  030.90732458
111  30.12209730  030.90746226
111  30.12235426  030.90749501
111  30.12240792  030.90699710
111  30.12215096  030.90696435
111  30.12212491  030.90720628
111  30.12189871  030.90718246
111  30.12184359  030.90723366
111  30.12151986  030.90761611
111  30.12148428  030.90760603
111  30.12129795  030.90738293
111  30.12092647  030.90778995
111  30.12100954  030.90789157
113  30.12056765  030.90839262
110 2 0.00 84.0000 New Taxiway 48
111  30.10777774  030.93194409
111  30.10777562  030.93195143
112  30.10781382  030.93204565  30.10781138  030.93211193
111  30.10781382  030.93204565
111  30.10781649  030.93204654
111  30.10770381  030.93250120
111  30.10768841  030.93249633
111  30.10757653  030.93293281
111  30.10881346  030.93334288
111  30.10892534  030.93290639
111  30.10890833  030.93290075
111  30.10902101  030.93244609
112  30.10902101  030.93244609  30.10902951  030.93241241
111  30.10908478  030.93238608
113  30.10908690  030.93237874
110 2 0.00 84.0000 New Taxiway 47
111  30.10988953  030.93099027
111  30.10971525  030.93165838
111  30.10974795  030.93166921
111  30.11013737  030.93179830
113  30.11031382  030.93113087
110 2 0.00 84.0000 New Taxiway 47
111  30.10855092  030.93069197
111  30.10842920  030.93120723
111  30.10887952  030.93134887
113  30.10900341  030.93083429
110 2 0.00 84.0000 New Taxiway 47
111  30.10760834  030.93051433
111  30.10750870  030.93093263
111  30.10795852  030.93108175
113  30.10805816  030.93066346
110 2 0.00 84.0000 New Taxiway 75
111  30.12377172  030.91077542
111  30.12389559  030.91061657
111  30.12398280  030.91061956
111  30.12406866  030.91061253
111  30.12415781  030.91057211
111  30.12422179  030.91051580
111  30.12427319  030.91043872
111  30.12429408  030.91033993
111  30.12428718  030.91024267
111  30.12425921  030.91013960
111  30.12415082  030.91004259
111  30.12405293  030.91002237
111  30.12396902  030.91002844
111  30.12388336  030.91006684
111  30.12382392  030.91012949
111  30.12378546  030.91020427
111  30.12376973  030.91029320
111  30.12378371  030.91041649
111  30.12378022  030.91050542
113  30.12366851  030.91065901
110 2 0.00 84.0000 New Taxiway 72
111  30.11002503  030.90517771
111  30.10951345  030.90577228
112  30.10961429  030.90581492  30.10967512  030.90588767
111  30.10961429  030.90581492
111  30.11006111  030.90633872
112  30.11006111  030.90633872  30.11010097  030.90638479
111  30.11015551  030.90633144
111  30.11062331  030.90582947
112  30.11061702  030.90572035  30.11057507  030.90566458
111  30.11061702  030.90572035
111  30.11030865  030.90534933
112  30.11030865  030.90534933  30.11027509  030.90531053
111  30.11022893  030.90534448
111  30.11018908  030.90539056
112  30.11011146  030.90538328  30.11007790  030.90534206
111  30.11011146  030.90538328
111  30.11005062  030.90530326
114  30.11005062  030.90530326  30.11000657  030.90523778
111  30.10976113  030.90578582
112  30.10976113  030.90578582  30.10972128  030.90582947
112  30.10969820  030.90571550  30.10973176  030.90568155
111  30.10969820  030.90571550
111  30.10997091  030.90540268
112  30.10997091  030.90540268  30.11001077  030.90535903
112  30.11003594  030.90548028  30.10999398  030.90552635
113  30.11003594  030.90548028
111  30.10979470  030.90589495
111  30.11011775  030.90554333
111  30.11038836  030.90586827
112  30.11038836  030.90586827  30.11041564  030.90590222
111  30.11038417  030.90594587
111  30.11013244  030.90623444
112  30.11007999  030.90622717  30.11005902  030.90620049
113  30.11007999  030.90622717
110 2 0.00 84.0000 New Taxiway 62
111  30.12617337  030.92552723
111  30.12554424  030.92571223
111  30.12555233  030.92572537
112  30.12567296  030.92579207  30.12569568  030.92588302
111  30.12567296  030.92579207
111  30.12573764  030.92605684
113  30.12626383  030.92590323
110 2 0.00 84.0000 New Taxiway 54
111  30.11357916  030.90017917
111  30.11361228  030.90014116
111  30.11363174  030.90013772
111  30.11364727  030.90011947
111  30.11345846  030.90011980
111  30.11349004  030.90015803
111  30.11348829  030.90022674
111  30.11289218  030.90022044
111  30.11289043  030.90016385
111  30.11293612  030.90012070
111  30.11275152  030.90012101
111  30.11279571  030.90013915
111  30.11280998  030.90016300
111  30.11281285  030.90090466
111  30.11289739  030.90090466
111  30.11289563  030.90128679
111  30.11372251  030.90128862
111  30.11372162  030.90075310
111  30.11367093  030.90075107
113  30.11357637  030.90065408
111  30.11327077  030.90104236
111  30.11304002  030.90104438
111  30.11304526  030.90037345
113  30.11327602  030.90037143
110 2 0.00 84.0000 New Taxiway 45
111  30.11064911  030.92858738
111  30.11054422  030.92858401
111  30.11054003  030.92868091
113  30.11064492  030.92868428
110 2 0.00 84.0000 New Taxiway 44
111  30.11131558  030.92785616
111  30.11116097  030.92779704
111  30.11110441  030.92799419
113  30.11125903  030.92805331
110 2 0.00 84.0000 New Taxiway 42
111  30.10908545  030.92991183
111  30.10906072  030.92994261
111  30.10951464  030.93009344
111  30.10949801  030.93004521
111  30.10966933  030.92938643
113  30.10925677  030.92925305
110 2 0.00 84.0000 New Taxiway 41
111  30.11181590  030.93638112
111  30.11087257  030.93607193
111  30.11086732  030.93610830
111  30.11180083  030.93641143
111  30.11212424  030.93659533
111  30.11241093  030.93686612
111  30.11249309  030.93674891
111  30.11205606  030.93635687
111  30.11209801  030.93602141
111  30.11204855  030.93600263
111  30.11203599  030.93602991
113  30.11199957  030.93602986
110 2 0.00 84.0000 New Taxiway 74
111  30.11170517  030.92688337
111  30.11132636  030.92698031
111  30.11141890  030.92742489
113  30.11180348  030.92731792
110 2 0.00 84.0000 New Taxiway 73
111  30.11460613  030.91758812
112  30.11460895  030.91771948  30.11457568  030.91776029
111  30.11460895  030.91771948
111  30.11441892  030.91793733
112  30.11422318  030.91794306  30.11407935  030.91790457
