A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     2941 0 0 KSGU [X] St George Muni
100   29.87   1   0 0.00 0 0 1 16   37.09965032 -113.59303424   59.13   46.02 2  0 0 0 34   37.08153031 -113.59311600    0.00    0.00 2  0 0 0
110   1 0.00   0.00 xxx
111  37.08997015 -113.59380061 
111  37.08285293 -113.59289275   1 
111  37.08286547 -113.59287440   1 
111  37.08287593 -113.59285212   1 
111  37.08288220 -113.59283377   1 
111  37.08288429 -113.59279838   1 
111  37.08288534 -113.59267257   1 
111  37.08288784 -113.59263006   1 
111  37.08289201 -113.59259518   1 
111  37.08290315 -113.59256029   1 
111  37.08291984 -113.59251668   1 
111  37.08294211 -113.59246609   1 
111  37.08297412 -113.59242248   1 
111  37.08300612 -113.59239108   1 
111  37.08302700 -113.59237190   1 
111  37.08305344 -113.59236492   1 
111  37.08392698 -113.59235939   1 
111  37.08494295 -113.59234748   1 
111  37.08625115 -113.59233770   1 
111  37.08784264 -113.59232921   1 
111  37.08920843 -113.59232258   1 
111  37.08952474 -113.59232295 
111  37.08952511 -113.59246260   1 
111  37.08916939 -113.59246299   1 
111  37.08867472 -113.59246201   1 
111  37.08840094 -113.59246235   1 
111  37.08825279 -113.59246297   1 
111  37.08783661 -113.59246255   1 
111  37.08746391 -113.59246467   1 
111  37.08708513 -113.59246658   1 
111  37.08644336 -113.59247128   1 
111  37.08593989 -113.59247345   1 
111  37.08586837 -113.59248080   1 
111  37.08583321 -113.59250863   1 
111  37.08581044 -113.59254352   1 
111  37.08579146 -113.59259109   1 
111  37.08578767 -113.59262439   1 
111  37.08578767 -113.59276078   1 
111  37.08578921 -113.59279694   1 
111  37.08579872 -113.59282727   1 
111  37.08581686 -113.59285543   1 
111  37.08583674 -113.59288468   1 
111  37.08586612 -113.59291284   1 
111  37.08588077 -113.59292385 
111  37.08587977 -113.59294098 
111  37.08553783 -113.59294348 
111  37.08554125 -113.59292025   1 
111  37.08557446 -113.59290935   1 
111  37.08559746 -113.59288969   1 
111  37.08561210 -113.59287659   1 
111  37.08562988 -113.59284251   1 
111  37.08564033 -113.59282154   1 
111  37.08564242 -113.59278091   1 
111  37.08564660 -113.59272587   1 
111  37.08564347 -113.59261446   1 
111  37.08563824 -113.59258301   1 
111  37.08562569 -113.59255811   1 
111  37.08560687 -113.59253058   1 
111  37.08558178 -113.59250568   1 
111  37.08555669 -113.59249127   1 
111  37.08554205 -113.59248209   1 
111  37.08545632 -113.59248078   1 
111  37.08507345 -113.59248430   1 
111  37.08465185 -113.59248749   1 
111  37.08404564 -113.59249409   1 
111  37.08318991 -113.59249664   1 
111  37.08313218 -113.59250369   1 
111  37.08310573 -113.59251378   1 
111  37.08307238 -113.59253685   1 
111  37.08304593 -113.59257866   1 
111  37.08303098 -113.59260605   1 
111  37.08302868 -113.59264930   1 
111  37.08302638 -113.59278481   1 
111  37.08303328 -113.59282950   1 
111  37.08305283 -113.59286843   1 
111  37.08307583 -113.59290158   1 
111  37.08309193 -113.59291888   1 
111  37.08311007 -113.59293731 
113  37.08310942 -113.59295278 
110   1 0.00   0.00 xxx
111  37.09592838 -113.59228631 
111  37.09593064 -113.59228507   1 
111  37.09694145 -113.59229188   1 
111  37.09696712 -113.59228235 106 
111  37.09699848 -113.59225494 106 
111  37.09701654 -113.59223111 106 
111  37.09703517 -113.59220616 106 
111  37.09704023 -113.59219030 106 
111  37.09704150 -113.59214271 106 
111  37.09704988 -113.59167995 106 
111  37.09713510 -113.59167282 106 
111  37.09714032 -113.59148013 106 
111  37.09770575 -113.59148589 106 
111  37.09773716 -113.59147605 106 
111  37.09777166 -113.59146032 106 
111  37.09780408 -113.59144590 106 
111  37.09781767 -113.59143935 106 
111  37.09785436 -113.59141458 106 
111  37.09791531 -113.59132951 106 
111  37.09809173 -113.59108527 106 
111  37.09811578 -113.59105905 106 
111  37.09814610 -113.59104332 106 
111  37.09817747 -113.59103677 106 
111  37.09821824 -113.59103284 106 
111  37.09839543 -113.59103421 106 
111  37.09877379 -113.59103173 106 
111  37.09886362 -113.59103684 106 
111  37.09896367 -113.59105415 106 
111  37.09906603 -113.59108731 106 
111  37.09919829 -113.59115075 106 
111  37.09933055 -113.59124015 106 
111  37.09942716 -113.59133100 106 
111  37.09952032 -113.59142616 106 
111  37.09956204 -113.59147719 
111  37.09963023 -113.59150511 
111  37.09967337 -113.59153128 
111  37.09983619 -113.59179474 
111  37.09995219 -113.59199493   1 
111  37.10007851 -113.59219929   1 
111  37.10017223 -113.59235000   1 
111  37.10023221 -113.59244298   1 
111  37.10028449 -113.59250733   1 
111  37.10033391 -113.59255142   1 
111  37.10039950 -113.59259075   1 
111  37.10048409 -113.59263842   1 
111  37.10087146 -113.59285242   1 
111  37.10134390 -113.59311875   1 
111  37.10174277 -113.59333762   1 
111  37.10190509 -113.59343191   1 
111  37.10193855 -113.59347254   1 
111  37.10196992 -113.59353285   1 
111  37.10199187 -113.59359970   1 
111  37.10199815 -113.59365214   1 
111  37.10200442 -113.59373079   1 
111  37.10200337 -113.59377929 
111  37.10193569 -113.59377929   1 
111  37.10193211 -113.59371653   1 
111  37.10192854 -113.59367176   1 
111  37.10191640 -113.59363326   1 
111  37.10189212 -113.59358222   1 
111  37.10186213 -113.59353387   1 
111  37.10182692 -113.59349758   1 
111  37.10176265 -113.59345102   1 
111  37.10164613 -113.59338817   1 
111  37.10131179 -113.59320605   1 
111  37.10078098 -113.59290901   1 
111  37.10035155 -113.59266697   1 
111  37.10025395 -113.59259417   1 
111  37.10016770 -113.59252063 
111  37.10009409 -113.59245430 
111  37.10007569 -113.59243267 
111  37.10005729 -113.59243123 
111  37.10005972 -113.59286058 
111  37.10005512 -113.59287067 
111  37.09938164 -113.59288279 
111  37.09939056 -113.59286389   1 
111  37.09942685 -113.59283464   1 
111  37.09945796 -113.59279672   1 
111  37.09948907 -113.59274255   1 
111  37.09950462 -113.59269488   1 
111  37.09950894 -113.59262772   1 
111  37.09950462 -113.59258330   1 
111  37.09948669 -113.59253684   1 
111  37.09945299 -113.59248701   1 
111  37.09940583 -113.59243857   1 
111  37.09936037 -113.59241746   1 
111  37.09914483 -113.59241534 
111  37.09914865 -113.59228433   1 
111  37.09918080 -113.59228049   1 
111  37.09921754 -113.59226130   1 
111  37.09924662 -113.59224019   1 
111  37.09926040 -113.59221524   1 
111  37.09928642 -113.59216342   1 
111  37.09937521 -113.59194463   1 
111  37.09862666 -113.59194655   1 
111  37.09828897 -113.59194905   1 
111  37.09823241 -113.59195193   1 
111  37.09820173 -113.59197635   1 
111  37.09817281 -113.59201705   1 
111  37.09815392 -113.59205700   1 
111  37.09814920 -113.59209178   1 
111  37.09815038 -113.59215024   1 
111  37.09815510 -113.59218353   1 
111  37.09816809 -113.59221313   1 
111  37.09818756 -113.59224125   1 
111  37.09820173 -113.59225605   1 
111  37.09822238 -113.59227381   1 
111  37.09824540 -113.59228121   1 
111  37.09834809 -113.59227973 
111  37.09834622 -113.59242350   1 
111  37.09778931 -113.59242547   1 
111  37.09773880 -113.59243890   1 
111  37.09769747 -113.59246769   1 
111  37.09766685 -113.59252334   1 
111  37.09765308 -113.59255981   1 
111  37.09765461 -113.59269799   1 
111  37.09765920 -113.59274213   1 
111  37.09768063 -113.59278819   1 
111  37.09770818 -113.59282466   1 
111  37.09773421 -113.59284577   1 
111  37.09777344 -113.59287098 
111  37.09776500 -113.59288807 
111  37.09737810 -113.59288781 
111  37.09739303 -113.59287304   1 
111  37.09743466 -113.59285334   1 
111  37.09746844 -113.59282577   1 
111  37.09749593 -113.59278342   1 
111  37.09750929 -113.59274895   1 
111  37.09751400 -113.59272531   1 
111  37.09751714 -113.59267509   1 
111  37.09751535 -113.59255792   1 
111  37.09750801 -113.59252855   1 
111  37.09749375 -113.59250115   1 
111  37.09747474 -113.59247374   1 
111  37.09745003 -113.59244633   1 
111  37.09741866 -113.59243084   1 
111  37.09731221 -113.59242726   1 
111  37.09664379 -113.59242792   1 
111  37.09593280 -113.59242198 
113  37.09593109 -113.59242022 
110   1 0.00   0.00 xxx
111  37.09834637 -113.59242360 
111  37.09834308 -113.59242014 
111  37.09834252 -113.59228447 
111  37.09834798 -113.59227991   1 
111  37.09914870 -113.59228418 
111  37.09915314 -113.59228889 
111  37.09915093 -113.59241190 
113  37.09914488 -113.59241555   1 
110   1 0.00   0.00 xxx
111  37.09962610 -113.59317976 
111  37.09964260 -113.59320635   1 
111  37.09964260 -113.59372815 
111  37.09973876 -113.59380256 
111  37.09991380 -113.59379947 
111  37.10193555 -113.59377944 
111  37.10193767 -113.59377590 
111  37.10200125 -113.59377714 
111  37.10200322 -113.59377944 106 
111  37.10213716 -113.59378309 106 
111  37.10213925 -113.59391549 106 
111  37.10247317 -113.59392064 106 
111  37.10268988 -113.59392993 106 
111  37.10290289 -113.59402747 106 
111  37.10290646 -113.59458909 106 
111  37.10307794 -113.59459274 106 
111  37.10308483 -113.59506959 106 
111  37.10306446 -113.59511812 106 
111  37.10302371 -113.59517688 106 
111  37.10299519 -113.59518965 106 
111  37.10292387 -113.59521009 106 
111  37.10274050 -113.59522286 106 
111  37.10273739 -113.59517162 106 
111  37.10272259 -113.59515616 106 
111  37.10269055 -113.59514998 106 
111  37.10257468 -113.59516853 106 
111  37.10256974 -113.59511598 106 
111  37.10212177 -113.59512387 106 
111  37.10211770 -113.59532568 106 
111  37.10186218 -113.59533120 106 
111  37.10186218 -113.59536211 106 
111  37.10166719 -113.59535368 106 
111  37.10167430 -113.59550592 106 
111  37.10127761 -113.59553964 106 
111  37.10112745 -113.59553964 106 
111  37.10102211 -113.59554245 106 
111  37.10095712 -113.59548344 106 
111  37.10088092 -113.59541881 106 
111  37.10077980 -113.59531392 106 
111  37.10061622 -113.59529086 106 
111  37.10028153 -113.59529909 106 
111  37.09995339 -113.59526618 106 
111  37.09993699 -113.59507693 106 
111  37.09952682 -113.59506459 106 
111  37.09952453 -113.59452966 
111  37.09916706 -113.59449875 
111  37.09917199 -113.59376312   1 
111  37.09903549 -113.59375943 
111  37.09903784 -113.59364519   1 
111  37.09942629 -113.59364989   1 
111  37.09945671 -113.59363320   1 
111  37.09948808 -113.59359626   1 
111  37.09951374 -113.59355336   1 
111  37.09952895 -113.59349854   1 
111  37.09952990 -113.59334720   1 
111  37.09952397 -113.59330456   1 
111  37.09950781 -113.59327715   1 
111  37.09948690 -113.59324736   1 
111  37.09946218 -113.59322591   1 
111  37.09944603 -113.59321399   1 
111  37.09943272 -113.59320923 
113  37.09943557 -113.59319016 
110   1 0.00   0.00 xxx
111  37.09904485 -113.59374638 
111  37.09903559 -113.59375959   1 
111  37.09440328 -113.59377810   1 
111  37.09440532 -113.59396201 
111  37.09452349 -113.59395946 
111  37.09452145 -113.59441923 
111  37.09415471 -113.59441923 
111  37.09417916 -113.59395435 
111  37.09429733 -113.59395435   1 
111  37.09429733 -113.59390837   1 
111  37.09428103 -113.59386495   1 
111  37.09425658 -113.59382919   1 
111  37.09422806 -113.59380620   1 
111  37.09420768 -113.59379087   1 
111  37.09410989 -113.59378576 
111  37.09411946 -113.59366408   1 
111  37.09421207 -113.59365479   1 
111  37.09424170 -113.59363853   1 
111  37.09427134 -113.59360835   1 
111  37.09428801 -113.59357816   1 
111  37.09430283 -113.59355262   1 
111  37.09430653 -113.59349456   1 
111  37.09430468 -113.59335291   1 
111  37.09429745 -113.59331524   1 
111  37.09428521 -113.59329413   1 
111  37.09426072 -113.59326151   1 
111  37.09422551 -113.59323272 
111  37.09422857 -113.59319626 
111  37.09452401 -113.59319818 
111  37.09447808 -113.59323272   1 
111  37.09445818 -113.59324615   1 
111  37.09443063 -113.59327494   1 
111  37.09441073 -113.59330373   1 
111  37.09440308 -113.59335746   1 
111  37.09440002 -113.59352251   1 
111  37.09441532 -113.59357048   1 
111  37.09443675 -113.59360695   1 
111  37.09445818 -113.59363381   1 
111  37.09449186 -113.59365300   1 
111  37.09453625 -113.59366260   1 
111  37.09594620 -113.59365211   1 
111  37.09791090 -113.59364856   1 
111  37.09903780 -113.59364555 
113  37.09904447 -113.59365048 
110   1 0.00   0.00 xxx
111  37.09411497 -113.59378159 
111  37.09410987 -113.59378585   1 
111  37.09396557 -113.59378702   1 
111  37.09395407 -113.59378964   1 
111  37.09394152 -113.59381323   1 
111  37.09391643 -113.59386304   1 
111  37.09391748 -113.59395611 
111  37.09411299 -113.59395348 
111  37.09410177 -113.59455462 
111  37.09355918 -113.59454204 
111  37.09356196 -113.59395062 
111  37.09381662 -113.59396283   1 
111  37.09382036 -113.59389014   1 
111  37.09381827 -113.59386130   1 
111  37.09380781 -113.59383640   1 
111  37.09379317 -113.59381412   1 
111  37.09377958 -113.59379708   1 
111  37.09375553 -113.59378921   1 
111  37.09372103 -113.59378528   1 
111  37.09364107 -113.59378702 
111  37.09364398 -113.59366396   1 
111  37.09411953 -113.59366418 
113  37.09412431 -113.59366931 
110   1 0.00   0.00 xxx
111  37.09364891 -113.59377639 
111  37.09364140 -113.59378706   1 
111  37.09360333 -113.59378826   1 
111  37.09357767 -113.59383830   1 
111  37.09356531 -113.59387763   1 
111  37.09356184 -113.59395005   1 
111  37.09355911 -113.59453155 106 
111  37.09346562 -113.59453073   1 
111  37.09346782 -113.59430728 
111  37.09320565 -113.59429999 
111  37.09320779 -113.59401709 
111  37.09346773 -113.59401440   1 
111  37.09346674 -113.59386686   1 
111  37.09345524 -113.59384235   1 
111  37.09343684 -113.59381063   1 
111  37.09342534 -113.59378611   1 
111  37.09334599 -113.59378756 
111  37.09334484 -113.59366789   1 
111  37.09364410 -113.59366396 
113  37.09364977 -113.59367148 
110   1 0.00   0.00 xxx
111  37.09335460 -113.59376932 
111  37.09334591 -113.59378757   1 
111  37.09324647 -113.59378925   1 
111  37.09321018 -113.59387374   1 
111  37.09320675 -113.59401907 
111  37.09320675 -113.59430344 
111  37.09320536 -113.59453547 106 
111  37.09165418 -113.59456392 106 
111  37.09165557 -113.59411208 106 
111  37.09151566 -113.59412605 106 
111  37.09151342 -113.59455030 106 
111  37.09134533 -113.59455030 106 
111  37.09134757 -113.59466550 106 
111  37.09083881 -113.59466480 106 
111  37.09083881 -113.59542992 106 
111  37.09074365 -113.59542992 106 
111  37.09074037 -113.59518722 106 
111  37.09054349 -113.59518311 106 
111  37.09054190 -113.59445762 106 
111  37.09031140 -113.59444742 
111  37.09031953 -113.59424685 106 
111  37.09075071 -113.59427064 
111  37.09074478 -113.59398193 
111  37.09073882 -113.59391836 
111  37.09071794 -113.59386974 
111  37.09069109 -113.59383983 
111  37.09066126 -113.59381739   1 
111  37.09062844 -113.59380617   1 
111  37.09051807 -113.59379869 
111  37.09051786 -113.59368840   1 
111  37.09112878 -113.59367902   1 
111  37.09117432 -113.59366474   1 
111  37.09120468 -113.59363778   1 
111  37.09122619 -113.59360606   1 
111  37.09124896 -113.59356641   1 
111  37.09125023 -113.59352201   1 
111  37.09125276 -113.59342526   1 
111  37.09125299 -113.59333784   1 
111  37.09124444 -113.59331044   1 
111  37.09122353 -113.59328661   1 
111  37.09120642 -113.59326635   1 
111  37.09117886 -113.59324490 
111  37.09117791 -113.59323060 
111  37.09145620 -113.59322744 
111  37.09142847 -113.59324372   1 
111  37.09141068 -113.59325431   1 
111  37.09138538 -113.59327810   1 
111  37.09136641 -113.59330664   1 
111  37.09135502 -113.59333836   1 
111  37.09135123 -113.59341132   1 
111  37.09134996 -113.59354454   1 
111  37.09136135 -113.59357785   1 
111  37.09137906 -113.59361591   1 
111  37.09140689 -113.59365239   1 
111  37.09143725 -113.59367142   1 
111  37.09157894 -113.59367300   1 
111  37.09334453 -113.59366799 
113  37.09335120 -113.59367425 
110   1 0.00   0.00 xxx
111  37.09052112 -113.59379530 
111  37.09051803 -113.59379881   1 
111  37.09044713 -113.59380177   1 
111  37.09039703 -113.59382619   1 
111  37.09036363 -113.59387679   1 
111  37.09033302 -113.59392912   1 
111  37.09031214 -113.59403554   1 
111  37.09031771 -113.59425012   1 
111  37.09030936 -113.59444900   1 
111  37.09031032 -113.59543161 106 
111  37.09002306 -113.59542609 106 
111  37.09002306 -113.59517323 106 
111  37.08999617 -113.59517042 106 
111  37.08999841 -113.59495970 106 
111  37.08988187 -113.59495970 106 
111  37.08980299 -113.59495683   1 
111  37.08980599 -113.59428511 106 
111  37.09022367 -113.59428766   1 
111  37.09021927 -113.59403701   1 
111  37.09021759 -113.59394624   1 
111  37.09019906 -113.59389347   1 
111  37.09017044 -113.59385125   1 
111  37.09013676 -113.59382170   1 
111  37.09010814 -113.59380903   1 
111  37.09004078 -113.59380903   1 
111  37.08996164 -113.59380903 
111  37.08997006 -113.59368449   1 
111  37.09051782 -113.59368850 
113  37.09052364 -113.59369386 
110   1 0.00   0.00 xxx
111  37.08962969 -113.59522230 
111  37.08961672 -113.59522181 
111  37.08923298 -113.59479339 
111  37.08924448 -113.59412410 
111  37.08924448 -113.59403761 
111  37.08951225 -113.59392641 
111  37.08965815 -113.59378977 
111  37.08971425 -113.59375179 
111  37.08972884 -113.59377007 
111  37.08972884 -113.59382634 
111  37.08970191 -113.59381649 
111  37.08957288 -113.59394730 
111  37.08946746 -113.59408239 
111  37.08946475 -113.59493165 
111  37.08964531 -113.59512908 
113  37.08965346 -113.59515461 
130 Airport Boundary 3
111  37.10393631 -113.59646272 
111  37.09830872 -113.59583930 
111  37.09640455 -113.59504862 
111  37.09323903 -113.59565672 
111  37.08870300 -113.59638638 
111  37.08410633 -113.59609740 
111  37.07900026 -113.59556517 
111  37.07849087 -113.59009250 
111  37.08875152 -113.58902818 
111  37.09550705 -113.58972735 
111  37.10004308 -113.58908867 
113  37.10362097 -113.58901260 
120 Linear Feature 47
111  37.09984937 -113.59190516   1 
111  37.09987049 -113.59193721   1 
111  37.09989495 -113.59198320   1 
111  37.09990829 -113.59201735   1 
111  37.09991829 -113.59204522   1 
111  37.09991996 -113.59206822   1 
115  37.09992051 -113.59208843 
120 Linear Feature 10
111  37.10132614 -113.59452604   1 
111  37.10131577 -113.59450149   1 
111  37.10129850 -113.59446829   1 
111  37.10127892 -113.59443869   1 
111  37.10125647 -113.59442136   1 
115  37.10123920 -113.59441126 
120 Linear Feature 9
111  37.10132565 -113.59520232   1 
111  37.10132565 -113.59452450   1 
111  37.10133074 -113.59450727   1 
111  37.10134456 -113.59446973   1 
111  37.10135838 -113.59444158   1 
111  37.10137680 -113.59442064   1 
115  37.10138890 -113.59441053 
120 Linear Feature 8
111  37.10162439 -113.59451777   1 
111  37.10161236 -113.59448759   1 
111  37.10159526 -113.59445186   1 
111  37.10157119 -113.59442486   1 
115  37.10155156 -113.59441056 
120 Linear Feature 7
111  37.10162144 -113.59528538   1 
111  37.10162473 -113.59451712   1 
111  37.10163262 -113.59448918   1 
111  37.10164402 -113.59445583   1 
111  37.10166366 -113.59442803   1 
111  37.10167696 -113.59441771   1 
115  37.10169026 -113.59440818 
120 Linear Feature 6
111  37.10184371 -113.59440835   1 
111  37.10186777 -113.59441867   1 
111  37.10188424 -113.59443217   1 
111  37.10190767 -113.59445282   1 
111  37.10192034 -113.59447267   1 
111  37.10192351 -113.59448697   1 
115  37.10193174 -113.59450682 
120 Linear Feature 5
111  37.10200209 -113.59440307   1 
111  37.10197764 -113.59442210   1 
111  37.10194729 -113.59446120   1 
111  37.10193128 -113.59449397   1 
111  37.10192790 -113.59455210   1 
111  37.10192875 -113.59464300   1 
115  37.10192337 -113.59501595 
120 Linear Feature 3
111  37.08971340 -113.59368809 106 
115  37.08971340 -113.59375316 
120 Linear Feature 46
111  37.09992007 -113.59208798   1 
111  37.09991574 -113.59214094   1 
111  37.09990382 -113.59218304   1 
111  37.09988866 -113.59221427   1 
111  37.09986050 -113.59224551   1 
111  37.09982909 -113.59227538   1 
111  37.09973052 -113.59235550   1 
111  37.09964929 -113.59242476   1 
115  37.09964958 -113.59286257 
120 Linear Feature 112
111  37.09306889 -113.59379149   1 
115  37.09290249 -113.59379273 
120 Linear Feature 111
111  37.09272167 -113.59379050   1 
115  37.09255523 -113.59378886 
120 Linear Feature 110
111  37.09236727 -113.59379067   1 
115  37.09219831 -113.59379339 
120 Linear Feature 109
111  37.09201388 -113.59379433   1 
115  37.09184787 -113.59379535 
120 Linear Feature 108
111  37.09165461 -113.59379507   1 
115  37.09144623 -113.59379835 
120 Linear Feature 107
111  37.09115649 -113.59380249   1 
115  37.09096043 -113.59380430 
120 Linear Feature 106
111  37.09026588 -113.59394194   1 
111  37.09025289 -113.59388899   1 
111  37.09023556 -113.59384282   1 
111  37.09020848 -113.59380616   1 
111  37.09017599 -113.59377493   1 
111  37.09015649 -113.59375999   1 
115  37.09012833 -113.59374370 
120 Linear Feature 105
111  37.09026232 -113.59528970   1 
111  37.09026588 -113.59397181   1 
111  37.09026697 -113.59393787   1 
111  37.09027563 -113.59389578   1 
111  37.09029513 -113.59384825   1 
111  37.09032870 -113.59381023   1 
111  37.09037311 -113.59377765   1 
111  37.09040885 -113.59375185   1 
115  37.09043052 -113.59374234 
120 Linear Feature 104
111  37.09079427 -113.59392604   1 
111  37.09077905 -113.59387667   1 
111  37.09074861 -113.59382168   1 
111  37.09072176 -113.59378914   1 
111  37.09068595 -113.59376108   1 
115  37.09064209 -113.59374201 
120 Linear Feature 103
111  37.09078806 -113.59542455   1 
111  37.09079100 -113.59396771   1 
111  37.09079337 -113.59392380   1 
111  37.09080411 -113.59388565   1 
111  37.09082022 -113.59384412   1 
111  37.09084081 -113.59381832   1 
111  37.09088199 -113.59377118   1 
111  37.09093033 -113.59374874   1 
115  37.09094733 -113.59374089 
120 Linear Feature 102
111  37.09129850 -113.59393349   1 
111  37.09128994 -113.59389670   1 
111  37.09127221 -113.59384841   1 
111  37.09125509 -113.59381852   1 
111  37.09123491 -113.59379170   1 
111  37.09121046 -113.59377100   1 
115  37.09115971 -113.59374188 
120 Linear Feature 101
111  37.09146328 -113.59373962   1 
111  37.09143374 -113.59374747   1 
111  37.09139436 -113.59376318   1 
111  37.09136929 -113.59378675   1 
111  37.09133976 -113.59382266   1 
111  37.09131380 -113.59387652   1 
115  37.09130126 -113.59393487 
120 Linear Feature 100
111  37.09115487 -113.59374084   1 
111  37.09119475 -113.59371941   1 
111  37.09123055 -113.59368269   1 
111  37.09125578 -113.59365616   1 
111  37.09127775 -113.59362454   1 
111  37.09129240 -113.59359495   1 
115  37.09130135 -113.59354089 
120 Linear Feature 99
111  37.09146915 -113.59373948   1 
111  37.09142602 -113.59372724   1 
111  37.09139184 -113.59370683   1 
111  37.09136662 -113.59368235   1 
111  37.09134627 -113.59366195   1 
111  37.09132512 -113.59363032   1 
111  37.09131372 -113.59359870   1 
115  37.09130233 -113.59353647 
120 Linear Feature 98
111  37.09129968 -113.59333914   1 
111  37.09128994 -113.59330384   1 
111  37.09125419 -113.59320608   1 
111  37.09122712 -113.59316263   1 
111  37.09119571 -113.59312189   1 
111  37.09115455 -113.59309202   1 
111  37.09109389 -113.59308795   1 
115  37.09047977 -113.59309067 
120 Linear Feature 97
111  37.09129917 -113.59453025   1 
111  37.09129809 -113.59399663   1 
111  37.09130022 -113.59378405   1 
111  37.09130166 -113.59350573   1 
111  37.09130166 -113.59333585   1 
111  37.09131510 -113.59329322   1 
111  37.09133384 -113.59322996   1 
111  37.09136267 -113.59318478   1 
111  37.09139871 -113.59314141   1 
111  37.09143763 -113.59311069   1 
111  37.09151196 -113.59307688   1 
115  37.09202933 -113.59308096 
120 Linear Feature 96
111  37.09135021 -113.59347392   4 
115  37.09125295 -113.59347183 
120 Linear Feature 95
111  37.09175894 -113.59388575   1 
111  37.09175006 -113.59384958   1 
111  37.09173526 -113.59381063   1 
111  37.09171381 -113.59377724   1 
111  37.09168792 -113.59375591   1 
115  37.09166351 -113.59373736 
120 Linear Feature 94
111  37.09175618 -113.59452822   1 
111  37.09175483 -113.59438573   1 
111  37.09175626 -113.59392785   1 
111  37.09176150 -113.59386048   1 
