I
1050 Generated by WorldEditor

1   1568 0 0 KREI REDLANDS MUNI
111  34.08347711 -117.14134035
111  34.08347289 -117.14117386
111  34.08432636 -117.14117749
113  34.08432247 -117.14134314
110 2 0.00 0.0000 New Taxiway 11
111  34.08347273 -117.14155824
111  34.08432459 -117.14157232
111  34.08432230 -117.14173790
113  34.08347651 -117.14173891
110 2 0.00 0.0000 New Taxiway 15
111  34.08427078 -117.13969195
111  34.08427818 -117.13896084
111  34.08441489 -117.13896403
113  34.08441414 -117.13969105
110 2 0.00 0.0000 New Taxiway 16
111  34.08397263 -117.13969473
111  34.08397446 -117.13895375
111  34.08410358 -117.13895676
113  34.08410034 -117.13969616
110 1 0.00 89.6600 APRON MAIN
111  34.08512439 -117.15382312 53 102
111  34.08463018 -117.15382246 53 102
111  34.08463363 -117.15346356 53 102
112  34.08469478 -117.15331832  34.08476027 -117.15326214 53 102
111  34.08477094 -117.15319676 53 102
111  34.08476995 -117.15304995 53 102
112  34.08473154 -117.15299288  34.08469729 -117.15296009 53 102
111  34.08466099 -117.15295723
111  34.08368678 -117.15294551
111  34.08364841 -117.15291053
111  34.08367410 -117.14961700
111  34.08398023 -117.14961648
111  34.08397964 -117.14826818
111  34.08379294 -117.14826797
111  34.08379383 -117.14690287
111  34.08457426 -117.14689084
111  34.08456982 -117.14682125
111  34.08457049 -117.14668766
111  34.08375070 -117.14668408
111  34.08375256 -117.14648812
111  34.08446215 -117.14649257
111  34.08446977 -117.14631048
111  34.08374725 -117.14630481
111  34.08374693 -117.14610249
111  34.08457154 -117.14611341
111  34.08457867 -117.14587341
111  34.08375252 -117.14587058
111  34.08374271 -117.14569706
111  34.08459840 -117.14571902
111  34.08475505 -117.14567128
111  34.08466338 -117.14564618
111  34.08457728 -117.14565376
111  34.08458086 -117.14554599
111  34.08376430 -117.14554079
111  34.08376003 -117.14532628
111  34.08458404 -117.14533362
111  34.08458471 -117.14517291
111  34.08376602 -117.14516481
111  34.08372255 -117.14494917
111  34.08458576 -117.14495368
111  34.08458939 -117.14478386
111  34.08372223 -117.14477930
111  34.08368426 -117.14475187
111  34.08361880 -117.14468391
111  34.08361658 -117.14453663
111  34.08465895 -117.14453291
111  34.08465990 -117.14438382
111  34.08459527 -117.14437532
111  34.08459464 -117.14421594
111  34.08352816 -117.14419463
111  34.08346956 -117.14418232
111  34.08347399 -117.14397640
111  34.08459232 -117.14398406
111  34.08460140 -117.14370237
111  34.08347477 -117.14367957
111  34.08347636 -117.14344001
111  34.08459841 -117.14345861
111  34.08460785 -117.14309121
111  34.08347981 -117.14308053
111  34.08348418 -117.14283785
111  34.08459715 -117.14284692
111  34.08460837 -117.14252350
111  34.08348746 -117.14251398
111  34.08348870 -117.14231812
111  34.08348709 -117.14219222
111  34.08347651 -117.14173891
111  34.08432230 -117.14173790
111  34.08432459 -117.14157232
111  34.08347273 -117.14155824
111  34.08347711 -117.14134035
111  34.08432247 -117.14134314
111  34.08432636 -117.14117749
111  34.08347289 -117.14117386
111  34.08347772 -117.14092308
111  34.08388331 -117.14092655
111  34.08388368 -117.14090821
111  34.08424276 -117.14091902
111  34.08424203 -117.14074165
111  34.08388342 -117.14074469
111  34.08388558 -117.14071348
111  34.08347446 -117.14071517
111  34.08347094 -117.14067253
111  34.08343768 -117.14066855
111  34.08339457 -117.14041831
111  34.08386667 -117.14041190
111  34.08386406 -117.14025660
111  34.08338414 -117.14025512
111  34.08329854 -117.14010716
111  34.08330281 -117.13998930
111  34.08325621 -117.13997443
111  34.08325802 -117.13981566
111  34.08354262 -117.13981749
111  34.08354153 -117.13944779
111  34.08339930 -117.13944774
111  34.08339012 -117.13930112
111  34.08346935 -117.13929684
111  34.08348682 -117.13898105
111  34.08385499 -117.13899442
111  34.08386166 -117.13895112
111  34.08397446 -117.13895375
111  34.08397263 -117.13969473
111  34.08410034 -117.13969616
111  34.08410358 -117.13895676
111  34.08427818 -117.13896084
111  34.08427078 -117.13969195
111  34.08441414 -117.13969105
111  34.08441489 -117.13896403
111  34.08464373 -117.13896936
111  34.08464184 -117.13797458
111  34.08477565 -117.13797462
111  34.08478046 -117.13879730 53 102
111  34.08494732 -117.13880144 53 102
112  34.08499422 -117.13891795  34.08503005 -117.13895666 53 102
111  34.08505244 -117.13895475 53 102
111  34.08519729 -117.13894813
112  34.08518828 -117.13947067  34.08518664 -117.13934646 53 102
112  34.08498796 -117.13938308  34.08492954 -117.13947962 53 102
111  34.08492696 -117.13958541 53 102
111  34.08491634 -117.14547184 53 102
112  34.08503190 -117.14566216  34.08513821 -117.14566766 53 102
111  34.08516418 -117.14554075
111  34.08515826 -117.14594207 53 102
112  34.08503837 -117.14578888  34.08491840 -117.14578704 53 102
111  34.08490861 -117.14597370 53 102
111  34.08489446 -117.14869073 53 102
112  34.08502630 -117.14884850  34.08511833 -117.14884865
111  34.08502630 -117.14884850
112  34.08502630 -117.14884850  34.08511446 -117.14884439 53 102
111  34.08514588 -117.14872631
111  34.08514349 -117.14907572 53 102
112  34.08502553 -117.14896682  34.08495820 -117.14897112
111  34.08502553 -117.14896682
112  34.08502553 -117.14896682  34.08493880 -117.14895503 53 102
111  34.08489698 -117.14910744 53 102
112  34.08487603 -117.15212127  34.08487216 -117.15281574 53 102
111  34.08486605 -117.15344234 53 102
112  34.08497716 -117.15366153  34.08507253 -117.15367935 53 102
113  34.08512561 -117.15357473
111  34.08455926 -117.15264285 53 102
111  34.08456084 -117.15277761 53 102
112  34.08458127 -117.15281937  34.08459070 -117.15283645 53 102
111  34.08460957 -117.15284404 53 102
111  34.08468345 -117.15284404 53 102
112  34.08472904 -117.15282127  34.08474790 -117.15280229 53 102
111  34.08476362 -117.15275863 53 102
111  34.08478612 -117.14904301 53 102
112  34.08476944 -117.14899629  34.08475524 -117.14897380 53 102
111  34.08473896 -117.14896899 53 102
111  34.08464150 -117.14896899 53 102
112  34.08459441 -117.14899498  34.08458110 -117.14901319 53 102
111  34.08457862 -117.14906958 53 102
111  34.08462892 -117.14907718 53 102
113  34.08461065 -117.15263870 53 102
111  34.08462975 -117.14873545 53 102
111  34.08457917 -117.14873652 53 102
111  34.08458183 -117.14879652 53 102
111  34.08460401 -117.14883509 53 102
111  34.08463329 -117.14885009 53 102
111  34.08472026 -117.14885437 53 102
111  34.08476640 -117.14883402 53 102
111  34.08478769 -117.14878902 53 102
111  34.08479566 -117.14664102 53 102
111  34.08457953 -117.14664102
111  34.08458189 -117.14680502
111  34.08459488 -117.14680644
111  34.08459370 -117.14689771 53 102
113  34.08463976 -117.14689628 53 102
110 2 0.00 0.0000 Fuel Area
111  34.08445967 -117.14128349
111  34.08446136 -117.14120409
111  34.08463841 -117.14120612
113  34.08463968 -117.14128705
110 2 0.00 0.0000 Hanger Pad
111  34.08361925 -117.14961709
111  34.08362353 -117.14826777
111  34.08379294 -117.14826797
111  34.08397964 -117.14826818
111  34.08398023 -117.14961648
113  34.08367410 -117.14961700
110 2 0.00 0.0000 Hanger Floor
111  34.08325802 -117.13981566
111  34.08329105 -117.13944771
111  34.08339930 -117.13944774
111  34.08354153 -117.13944779
113  34.08354262 -117.13981749
130 Airport Boundary 1
111  34.08594318 -117.14091324
111  34.08587436 -117.15225499
111  34.08545573 -117.15473381
111  34.08513458 -117.15630556
111  34.08450376 -117.15630556
111  34.08387319 -117.15630956
111  34.08415218 -117.15318447
111  34.08348857 -117.15316494
111  34.08353389 -117.14953790
111  34.08348427 -117.14924545
111  34.08336450 -117.14889760
111  34.08321677 -117.14866321
111  34.08358819 -117.14789506
111  34.08361378 -117.14781122
111  34.08366128 -117.14756853
111  34.08367773 -117.14728834
111  34.08366677 -117.14696844
111  34.08367042 -117.14520566
111  34.08361012 -117.14486810
111  34.08352059 -117.14464969
111  34.08345480 -117.14452173
111  34.08338720 -117.14431875
111  34.08336527 -117.14408489
111  34.08337806 -117.14064760
111  34.08332872 -117.14034755
111  34.08325198 -117.14017326
111  34.08317706 -117.14002103
111  34.08312590 -117.13980482
111  34.08311128 -117.13965480
111  34.08312777 -117.13876440
111  34.08459441 -117.13879973
111  34.08462758 -117.13728901
113  34.08556599 -117.13738629
120 Linear Feature 30
111  34.08472442 -117.14620788 51
112  34.08481516 -117.14615648  34.08485388 -117.14610778 51
111  34.08485864 -117.14600914 51
112  34.08482662 -117.14583858  34.08479516 -117.14579865 51
111  34.08471853 -117.14577935 51
112  34.08482687 -117.14572160  34.08485713 -117.14568153 51
111  34.08485403 -117.14559507 51
112  34.08482004 -117.14548471  34.08480052 -117.14545407 51
111  34.08472341 -117.14542814 51
112  34.08482492 -117.14536803  34.08485713 -117.14532796 51
111  34.08485634 -117.14523381 51
112  34.08481711 -117.14511464  34.08478978 -117.14508518 51
111  34.08471853 -117.14506397 51
112  34.08482297 -117.14501093  34.08484639 -117.14497440 51
111  34.08486094 -117.14487811 51
112  34.08483175 -117.14474576  34.08480345 -117.14470451 51
111  34.08472438 -117.14467387 51
112  34.08482557 -117.14461777  34.08486169 -117.14457063 51
115  34.08486324 -117.14448350
120 Linear Feature 22
111  34.08455804 -117.15057185 1
111  34.08455937 -117.15053724 1
115  34.08455937 -117.15050101
120 Linear Feature 22
111  34.08455804 -117.15098241 1
111  34.08455937 -117.15094780 1
115  34.08455937 -117.15091157
120 Linear Feature 22
111  34.08455804 -117.15141516 1
111  34.08455937 -117.15138055 1
115  34.08455937 -117.15134433
120 Linear Feature 22
111  34.08455804 -117.15141516 1
111  34.08455937 -117.15138055 1
115  34.08455937 -117.15134433
120 Linear Feature 22
111  34.08455804 -117.15185842 1
111  34.08455937 -117.15182380 1
115  34.08455937 -117.15178758
120 Linear Feature 22
111  34.08455804 -117.15185842 1
111  34.08455937 -117.15182380 1
115  34.08455937 -117.15178758
120 Linear Feature 22
111  34.08416211 -117.14805973 1
111  34.08416178 -117.14809438 1
115  34.08416284 -117.14813058
120 Linear Feature 22
111  34.08428165 -117.13992413 1
111  34.08431035 -117.13992437 1
115  34.08434033 -117.13992293
120 Linear Feature 22
111  34.08435219 -117.14805608 1
111  34.08435187 -117.14809073 1
115  34.08435293 -117.14812693
120 Linear Feature 22
111  34.08415704 -117.14733221 1
111  34.08415672 -117.14736686 1
115  34.08415778 -117.14740306
120 Linear Feature 22
111  34.08433776 -117.14027738 1
111  34.08436646 -117.14027762 1
115  34.08439643 -117.14027618
120 Linear Feature 22
111  34.08434713 -117.14732856 1
111  34.08434681 -117.14736321 1
115  34.08434786 -117.14739941
120 Linear Feature 22
111  34.08407926 -117.14806920 1
111  34.08408059 -117.14803458 1
115  34.08408059 -117.14799836
120 Linear Feature 22
111  34.08428985 -117.14002412 1
111  34.08426118 -117.14002266 1
115  34.08423117 -117.14002282
120 Linear Feature 22
111  34.08426934 -117.14806555 1
111  34.08427068 -117.14803093 1
115  34.08427068 -117.14799471
120 Linear Feature 22
111  34.08407419 -117.14734167 1
111  34.08407552 -117.14730706 1
115  34.08407552 -117.14727084
120 Linear Feature 22
111  34.08434596 -117.14037737 1
111  34.08431728 -117.14037591 1
115  34.08428728 -117.14037607
120 Linear Feature 22
111  34.08426428 -117.14733802 1
111  34.08426561 -117.14730341 1
115  34.08426561 -117.14726718
120 Linear Feature 22
111  34.08379939 -117.14452401 1
111  34.08377073 -117.14452231 1
115  34.08374073 -117.14452221
120 Linear Feature 22
111  34.08436281 -117.14451953 1
111  34.08433415 -117.14451783 1
115  34.08430415 -117.14451774
120 Linear Feature 22
111  34.08455948 -117.14753305 1
111  34.08456081 -117.14749843 1
115  34.08456081 -117.14746221
120 Linear Feature 22
111  34.08455112 -117.14836022 1
111  34.08455246 -117.14832561 1
115  34.08455246 -117.14828939
120 Linear Feature 22
111  34.08455674 -117.15230077 1
111  34.08455807 -117.15226616 1
115  34.08455807 -117.15222994
120 Linear Feature 22
111  34.08455674 -117.15230077 1
111  34.08455807 -117.15226616 1
115  34.08455807 -117.15222994
120 Linear Feature 22
111  34.08455674 -117.15072401 1
111  34.08455807 -117.15068939 1
115  34.08455807 -117.15065317
120 Linear Feature 22
111  34.08455674 -117.15113457 1
111  34.08455807 -117.15109996 1
115  34.08455807 -117.15106373
120 Linear Feature 22
111  34.08455674 -117.15156732 1
111  34.08455807 -117.15153271 1
115  34.08455807 -117.15149649
120 Linear Feature 22
111  34.08455674 -117.15156732 1
111  34.08455807 -117.15153271 1
115  34.08455807 -117.15149649
120 Linear Feature 22
111  34.08417057 -117.14834975 1
111  34.08417025 -117.14838440 1
115  34.08417131 -117.14842060
120 Linear Feature 22
111  34.08452181 -117.13991265 1
111  34.08455051 -117.13991289 1
115  34.08458048 -117.13991145
120 Linear Feature 22
111  34.08436066 -117.14834610 1
111  34.08436034 -117.14838075 1
115  34.08436139 -117.14841695
120 Linear Feature 22
111  34.08416551 -117.14762223 1
111  34.08416518 -117.14765688 1
115  34.08416624 -117.14769308
120 Linear Feature 22
111  34.08391929 -117.13992192 1
111  34.08394799 -117.13992216 1
115  34.08397797 -117.13992072
120 Linear Feature 22
111  34.08435560 -117.14761858 1
111  34.08435527 -117.14765322 1
115  34.08435633 -117.14768943
120 Linear Feature 22
111  34.08407926 -117.14777900 1
111  34.08408059 -117.14774438 1
115  34.08408059 -117.14770816
120 Linear Feature 22
111  34.08404950 -117.14002538 1
111  34.08402083 -117.14002392 1
115  34.08399083 -117.14002408
120 Linear Feature 22
111  34.08426934 -117.14777535 1
111  34.08427068 -117.14774073 1
115  34.08427068 -117.14770451
120 Linear Feature 22
111  34.08407419 -117.14705147 1
111  34.08407552 -117.14701686 1
115  34.08407552 -117.14698064
120 Linear Feature 22
111  34.08410561 -117.14037863 1
111  34.08407694 -117.14037717 1
115  34.08404694 -117.14037733
120 Linear Feature 22
111  34.08426428 -117.14704782 1
111  34.08426561 -117.14701321 1
115  34.08426561 -117.14697699
120 Linear Feature 22
111  34.08412246 -117.14451878 1
111  34.08409380 -117.14451708 1
115  34.08406380 -117.14451699
120 Linear Feature 22
111  34.08455948 -117.14724285 1
111  34.08456081 -117.14720823 1
115  34.08456081 -117.14717201
120 Linear Feature 22
111  34.08455112 -117.14807003 1
111  34.08455246 -117.14803541 1
115  34.08455246 -117.14799919
120 Linear Feature 22
111  34.08455674 -117.15201057 1
111  34.08455807 -117.15197596 1
115  34.08455807 -117.15193974
120 Linear Feature 22
111  34.08455674 -117.15201057 1
111  34.08455807 -117.15197596 1
115  34.08455807 -117.15193974
120 Linear Feature 22
111  34.08415897 -117.14790761 1
111  34.08415864 -117.14794226 1
115  34.08415970 -117.14797846
120 Linear Feature 22
111  34.08415568 -117.13992858 1
111  34.08418438 -117.13992882 1
115  34.08421435 -117.13992738
120 Linear Feature 22
111  34.08434905 -117.14790396 1
111  34.08434873 -117.14793861 1
115  34.08434979 -117.14797481
120 Linear Feature 22
111  34.08415390 -117.14718009 1
111  34.08415358 -117.14721474 1
115  34.08415464 -117.14725094
120 Linear Feature 22
111  34.08421179 -117.14028183 1
111  34.08424048 -117.14028207 1
115  34.08427046 -117.14028064
120 Linear Feature 22
111  34.08434399 -117.14717644 1
111  34.08434367 -117.14721109 1
115  34.08434472 -117.14724729
120 Linear Feature 22
111  34.08407796 -117.14822136 1
111  34.08407929 -117.14818674 1
115  34.08407929 -117.14815052
120 Linear Feature 22
111  34.08441587 -117.14002503 1
111  34.08438720 -117.14002357 1
115  34.08435720 -117.14002373
120 Linear Feature 22
111  34.08426804 -117.14821770 1
111  34.08426938 -117.14818309 1
115  34.08426938 -117.14814687
120 Linear Feature 22
111  34.08407289 -117.14749383 1
111  34.08407423 -117.14745922 1
115  34.08407423 -117.14742299
120 Linear Feature 22
111  34.08447198 -117.14037828 1
111  34.08444331 -117.14037682 1
115  34.08441331 -117.14037698
120 Linear Feature 22
111  34.08426298 -117.14749018 1
111  34.08426431 -117.14745557 1
115  34.08426431 -117.14741934
120 Linear Feature 22
111  34.08392541 -117.14452597 1
111  34.08389674 -117.14452427 1
115  34.08386674 -117.14452418
120 Linear Feature 22
111  34.08448883 -117.14452149 1
111  34.08446016 -117.14451979 1
115  34.08443016 -117.14451970
120 Linear Feature 22
111  34.08455818 -117.14768520 1
111  34.08455951 -117.14765059 1
115  34.08455951 -117.14761437
120 Linear Feature 22
111  34.08454982 -117.14851238 1
111  34.08455116 -117.14847777 1
115  34.08455116 -117.14844155
120 Linear Feature 22
111  34.08455544 -117.15245293 1
111  34.08455677 -117.15241832 1
115  34.08455677 -117.15238210
120 Linear Feature 22
111  34.08455544 -117.15245293 1
111  34.08455677 -117.15241832 1
115  34.08455677 -117.15238210
120 Linear Feature 22
111  34.08455804 -117.15086989 1
111  34.08455937 -117.15083528 1
115  34.08455937 -117.15079905
120 Linear Feature 22
111  34.08455804 -117.15128045 1
111  34.08455937 -117.15124584 1
115  34.08455937 -117.15120962
120 Linear Feature 22
111  34.08455804 -117.15171321 1
111  34.08455937 -117.15167859 1
115  34.08455937 -117.15164237
120 Linear Feature 22
111  34.08455804 -117.15171321 1
111  34.08455937 -117.15167859 1
115  34.08455937 -117.15164237
120 Linear Feature 22
111  34.08416502 -117.14820401 1
111  34.08416469 -117.14823866 1
115  34.08416575 -117.14827486
120 Linear Feature 22
111  34.08440113 -117.13991999 1
111  34.08442983 -117.13992023 1
115  34.08445981 -117.13991879
120 Linear Feature 22
111  34.08435510 -117.14820036 1
111  34.08435478 -117.14823501 1
115  34.08435584 -117.14827121
120 Linear Feature 22
111  34.08415995 -117.14747649 1
111  34.08415963 -117.14751114 1
115  34.08416069 -117.14754734
120 Linear Feature 22
111  34.08445724 -117.14027324 1
111  34.08448594 -117.14027348 1
115  34.08451592 -117.14027204
120 Linear Feature 22
111  34.08435004 -117.14747284 1
111  34.08434972 -117.14750749 1
115  34.08435077 -117.14754369
120 Linear Feature 22
111  34.08408055 -117.14792488 1
111  34.08408189 -117.14789027 1
115  34.08408189 -117.14785405
120 Linear Feature 22
111  34.08417032 -117.14002318 1
111  34.08414165 -117.14002172 1
115  34.08411165 -117.14002188
120 Linear Feature 22
111  34.08427064 -117.14792123 1
111  34.08427197 -117.14788662 1
115  34.08427197 -117.14785039
120 Linear Feature 22
111  34.08407549 -117.14719736 1
111  34.08407682 -117.14716274 1
115  34.08407682 -117.14712652
120 Linear Feature 22
111  34.08422643 -117.14037643 1
111  34.08419776 -117.14037497 1
115  34.08416776 -117.14037513
120 Linear Feature 22
111  34.08426558 -117.14719371 1
111  34.08426691 -117.14715909 1
115  34.08426691 -117.14712287
120 Linear Feature 22
111  34.08424329 -117.14451759 1
111  34.08421463 -117.14451589 1
115  34.08418463 -117.14451580
120 Linear Feature 22
111  34.08456078 -117.14738873 1
111  34.08456211 -117.14735412 1
115  34.08456211 -117.14731789
120 Linear Feature 22
111  34.08455242 -117.14821591 1
111  34.08455376 -117.14818130 1
115  34.08455376 -117.14814507
120 Linear Feature 22
111  34.08455804 -117.15215646 1
111  34.08455937 -117.15212185 1
115  34.08455937 -117.15208562
120 Linear Feature 22
111  34.08455804 -117.15215646 1
111  34.08455937 -117.15212185 1
115  34.08455937 -117.15208562
120 Linear Feature 22
111  34.08415341 -117.14776188 1
111  34.08415309 -117.14779652 1
115  34.08415415 -117.14783273
120 Linear Feature 22
111  34.08403500 -117.13993592 1
111  34.08406370 -117.13993616 1
115  34.08409368 -117.13993472
120 Linear Feature 22
111  34.08434350 -117.14775822 1
111  34.08434318 -117.14779287 1
115  34.08434423 -117.14782907
120 Linear Feature 22
111  34.08414835 -117.14703435 1
111  34.08414803 -117.14706900 1
115  34.08414908 -117.14710520
120 Linear Feature 22
111  34.08409111 -117.14028917 1
111  34.08411981 -117.14028941 1
115  34.08414979 -117.14028797
120 Linear Feature 22
111  34.08433844 -117.14703070 1
111  34.08433811 -117.14706535 1
115  34.08433917 -117.14710155
120 Linear Feature 22
111  34.08407926 -117.14836724 1
111  34.08408059 -117.14833263 1
115  34.08408059 -117.14829640
120 Linear Feature 22
111  34.08453669 -117.14002283 1
111  34.08450802 -117.14002137 1
115  34.08447802 -117.14002152
120 Linear Feature 22
111  34.08426934 -117.14836359 1
111  34.08427068 -117.14832897 1
115  34.08427068 -117.14829275
120 Linear Feature 22
111  34.08407419 -117.14763971 1
111  34.08407552 -117.14760510 1
115  34.08407552 -117.14756888
120 Linear Feature 22
111  34.08426428 -117.14763606 1
111  34.08426561 -117.14760145 1
115  34.08426561 -117.14756523
120 Linear Feature 22
111  34.08404623 -117.14452478 1
111  34.08401757 -117.14452308 1
115  34.08398757 -117.14452298
120 Linear Feature 22
111  34.08460965 -117.14452030 1
111  34.08458099 -117.14451860 1
115  34.08455099 -117.14451851
120 Linear Feature 22
111  34.08455948 -117.14783109 1
111  34.08456081 -117.14779648 1
115  34.08456081 -117.14776025
120 Linear Feature 22
111  34.08455112 -117.14865827 1
111  34.08455246 -117.14862365 1
115  34.08455246 -117.14858743
120 Linear Feature 22
111  34.08455674 -117.15259882 1
111  34.08455807 -117.15256420 1
115  34.08455807 -117.15252798
120 Linear Feature 22
111  34.08455674 -117.15259882 1
111  34.08455807 -117.15256420 1
115  34.08455807 -117.15252798
120 Linear Feature 21
111  34.08460271 -117.15053920 1
115  34.08455937 -117.15053724
120 Linear Feature 21
111  34.08460271 -117.15094976 1
115  34.08455937 -117.15094780
120 Linear Feature 21
111  34.08460271 -117.15138251 1
115  34.08455937 -117.15138055
120 Linear Feature 21
111  34.08460271 -117.15138251 1
115  34.08455937 -117.15138055
120 Linear Feature 21
111  34.08460271 -117.15182577 1
115  34.08455937 -117.15182380
120 Linear Feature 21
111  34.08460271 -117.15182577 1
115  34.08455937 -117.15182380
120 Linear Feature 21
111  34.08411842 -117.14809426 1
115  34.08416178 -117.14809438
120 Linear Feature 21
111  34.08431044 -117.13997673 1
115  34.08431035 -117.13992437
120 Linear Feature 21
111  34.08430851 -117.14809061 1
115  34.08435187 -117.14809073
120 Linear Feature 21
111  34.08411335 -117.14736674 1
115  34.08415672 -117.14736686
120 Linear Feature 21
111  34.08436655 -117.14032998 1
115  34.08436646 -117.14027762
120 Linear Feature 21
111  34.08430344 -117.14736309 1
115  34.08434681 -117.14736321
120 Linear Feature 21
111  34.08412392 -117.14803655 1
115  34.08408059 -117.14803458
120 Linear Feature 21
111  34.08426261 -117.13997033 1
115  34.08426118 -117.14002266
120 Linear Feature 21
111  34.08431401 -117.14803290 1
115  34.08427068 -117.14803093
120 Linear Feature 21
111  34.08411886 -117.14730902 1
115  34.08407552 -117.14730706
120 Linear Feature 21
111  34.08431872 -117.14032358 1
115  34.08431728 -117.14037591
120 Linear Feature 21
111  34.08430895 -117.14730537 1
115  34.08426561 -117.14730341
120 Linear Feature 21
111  34.08377247 -117.14446999 1
115  34.08377073 -117.14452231
120 Linear Feature 21
111  34.08433588 -117.14446551 1
115  34.08433415 -117.14451783
120 Linear Feature 21
111  34.08460415 -117.14750040 1
115  34.08456081 -117.14749843
120 Linear Feature 21
111  34.08459579 -117.14832757 1
115  34.08455246 -117.14832561
120 Linear Feature 21
111  34.08460141 -117.15226812 1
115  34.08455807 -117.15226616
120 Linear Feature 21
111  34.08460141 -117.15226812 1
115  34.08455807 -117.15226616
120 Linear Feature 21
111  34.08460141 -117.15069136 1
115  34.08455807 -117.15068939
120 Linear Feature 21
111  34.08460141 -117.15110192 1
115  34.08455807 -117.15109996
120 Linear Feature 21
111  34.08460141 -117.15153467 1
115  34.08455807 -117.15153271
120 Linear Feature 21
111  34.08460141 -117.15153467 1
115  34.08455807 -117.15153271
120 Linear Feature 21
111  34.08412688 -117.14838428 1
115  34.08417025 -117.14838440
120 Linear Feature 21
111  34.08455060 -117.13996525 1
115  34.08455051 -117.13991289
120 Linear Feature 21
111  34.08431697 -117.14838063 1
115  34.08436034 -117.14838075
120 Linear Feature 21
111  34.08412182 -117.14765676 1
115  34.08416518 -117.14765688
120 Linear Feature 21
111  34.08394808 -117.13997452 1
115  34.08394799 -117.13992216
120 Linear Feature 21
111  34.08431191 -117.14765310 1
115  34.08435527 -117.14765322
120 Linear Feature 21
111  34.08412392 -117.14774635 1
115  34.08408059 -117.14774438
120 Linear Feature 21
111  34.08402227 -117.13997159 1
115  34.08402083 -117.14002392
120 Linear Feature 21
111  34.08431401 -117.14774270 1
115  34.08427068 -117.14774073
120 Linear Feature 21
111  34.08411886 -117.14701882 1
115  34.08407552 -117.14701686
120 Linear Feature 21
111  34.08407838 -117.14032484 1
115  34.08407694 -117.14037717
120 Linear Feature 21
111  34.08430895 -117.14701517 1
115  34.08426561 -117.14701321
120 Linear Feature 21
111  34.08409554 -117.14446477 1
115  34.08409380 -117.14451708
120 Linear Feature 21
111  34.08460415 -117.14721020 1
115  34.08456081 -117.14720823
120 Linear Feature 21
111  34.08459579 -117.14803738 1
115  34.08455246 -117.14803541
120 Linear Feature 21
111  34.08460141 -117.15197793 1
115  34.08455807 -117.15197596
120 Linear Feature 21
111  34.08460141 -117.15197793 1
115  34.08455807 -117.15197596
120 Linear Feature 21
111  34.08411528 -117.14794214 1
115  34.08415864 -117.14794226
120 Linear Feature 21
111  34.08418446 -117.13998118 1
115  34.08418438 -117.13992882
120 Linear Feature 21
111  34.08430536 -117.14793849 1
115  34.08434873 -117.14793861
120 Linear Feature 21
111  34.08411021 -117.14721462 1
115  34.08415358 -117.14721474
120 Linear Feature 21
111  34.08424057 -117.14033443 1
115  34.08424048 -117.14028207
120 Linear Feature 21
111  34.08430030 -117.14721097 1
115  34.08434367 -117.14721109
