I
1050 Generated by WorldEditor 2.1.0r1

1     43 1 0 ULAM Naryan-Mar
1302 city Naryan-Mar
111  67.64050253  053.09955321
111  67.64054260  053.09953858
111  67.64053465  053.09938816
111  67.64056664  053.09937648
111  67.64056055  053.09926131
111  67.64057944  053.09925442
111  67.64057113  053.09909712
111  67.64066189  053.09906398
111  67.64065770  053.09898456
111  67.64071004  053.09896545
111  67.64070686  053.09890524
111  67.64074345  053.09889188
111  67.64073897  053.09880712
111  67.64079061  053.09878826
111  67.64078845  053.09874738
111  67.64102469  053.09866112
111  67.64067640  053.09206829
111  67.63968266  053.09242557
113  67.63895177  053.09268835
111  67.63621606  053.08759148
111  67.63656272  053.08943706
111  67.63645792  053.08959719
111  67.63632139  053.08946699
111  67.63597747  053.08883515
111  67.63598810  053.08879684
111  67.63594133  053.08871093
111  67.63596309  053.08863490
111  67.63591695  053.08855240
111  67.63594744  053.08843934
111  67.63590272  053.08835275
111  67.63591265  053.08831711
111  67.63587058  053.08824149
111  67.63588113  053.08819977
111  67.63583804  053.08812136
111  67.63584670  053.08808850
111  67.63581670  053.08803390
111  67.63581353  053.08795902
111  67.63576923  053.08787900
111  67.63581051  053.08772266
111  67.63583188  053.08764155
111  67.63586399  053.08751997
111  67.63587888  053.08754558
111  67.63588878  053.08750798
111  67.63590801  053.08743500
111  67.63592337  053.08746294
111  67.63595305  053.08735029
111  67.63596714  053.08737594
111  67.63597760  053.08733622
111  67.63598911  053.08735715
111  67.63602308  053.08741897
111  67.63604499  053.08733581
111  67.63608808  053.08741422
113  67.63609728  053.08737930
111  67.63635147  053.08993723
111  67.63665549  053.09022182
111  67.63656751  053.09071814
111  67.63655304  053.09070040
111  67.63652916  053.09082632
111  67.63648184  053.09076861
111  67.63645728  053.09089756
111  67.63640927  053.09083759
111  67.63639185  053.09092388
111  67.63634638  053.09087031
111  67.63633889  053.09090811
111  67.63619821  053.09073813
111  67.63617745  053.09063313
111  67.63615521  053.09064747
111  67.63615674  053.09058140
111  67.63610657  053.09052454
111  67.63611585  053.09048016
111  67.63609907  053.09046182
111  67.63616870  053.09002969
111  67.63621782  053.09007735
111  67.63623455  053.08997120
113  67.63633322  053.09006795
111  67.63408405  053.09667593
111  67.63410030  053.09669548
111  67.63410986  053.09664650
111  67.63463726  053.09734168
111  67.63458324  053.09766799
111  67.63474632  053.09786624
111  67.63460959  053.09865257
111  67.63459386  053.09863630
111  67.63458656  053.09867826
111  67.63379711  053.09876100
111  67.63352754  053.09841045
111  67.63360358  053.09800197
111  67.63365004  053.09805456
111  67.63367212  053.09792063
111  67.63373761  053.09797974
111  67.63384779  053.09735006
113  67.63395024  053.09746598
111  67.63929582  053.09291624
111  67.63964822  053.09278760
111  67.63965223  053.09286361
111  67.63970424  053.09284462
111  67.63970988  053.09295136
111  67.63972335  053.09294644
111  67.63972513  053.09298002
111  67.63990575  053.09291408
111  67.63991332  053.09305740
111  67.63994882  053.09304444
111  67.63995622  053.09318458
111  67.63999425  053.09317070
111  67.64000152  053.09330842
111  67.64001948  053.09330186
111  67.64002677  053.09343970
111  67.64004168  053.09343426
111  67.64027922  053.09793077
111  67.64025716  053.09793882
111  67.64026453  053.09807831
111  67.64022562  053.09809251
111  67.64023326  053.09823711
111  67.64021767  053.09824280
111  67.64022436  053.09836950
111  67.64010054  053.09841470
111  67.64010624  053.09852258
111  67.64007522  053.09853390
111  67.64008216  053.09866532
111  67.63974701  053.09878766
111  67.63928292  053.09895706
111  67.63901855  053.09395282
111  67.63902976  053.09394873
111  67.63902218  053.09380541
111  67.63903790  053.09379968
111  67.63903060  053.09366149
111  67.63906543  053.09364878
111  67.63905795  053.09350715
111  67.63909419  053.09349393
111  67.63908698  053.09335755
111  67.63912203  053.09334476
111  67.63911454  053.09320306
111  67.63913364  053.09319609
111  67.63913124  053.09315082
111  67.63918516  053.09313115
111  67.63918039  053.09304090
111  67.63923113  053.09302238
111  67.63922895  053.09298122
113  67.63929792  053.09295605
111  67.63961534  053.09916269
111  67.63976591  053.09910771
111  67.64005654  053.09900157
111  67.64005908  053.09904964
111  67.64009085  053.09903805
111  67.64009641  053.09914314
111  67.64014068  053.09912697
111  67.64014657  053.09923842
111  67.64025401  053.09919920
111  67.64026261  053.09936182
111  67.64029655  053.09934942
111  67.64030428  053.09949569
111  67.64033952  053.09948283
111  67.64034678  053.09962021
111  67.64036483  053.09961362
111  67.64299725  053.14943093
111  67.64298258  053.14943619
111  67.64299043  053.14958769
111  67.64297138  053.14959451
111  67.64297704  053.14970374
111  67.64295854  053.14971037
111  67.64296679  053.14986943
111  67.64295035  053.14987532
111  67.64295826  053.15002806
111  67.64293778  053.15003540
111  67.64294546  053.15018358
111  67.64286292  053.15021315
111  67.64286749  053.15030135
111  67.64281154  053.15032293
111  67.64281636  053.15041409
111  67.64274223  053.15044115
111  67.64274440  053.15048224
111  67.64233647  053.15063114
111  67.64233415  053.15058734
111  67.64228160  053.15060652
111  67.64227867  053.15054867
111  67.64222425  053.15056853
111  67.64221708  053.15043270
111  67.64218075  053.15044596
111  67.64217304  053.15029998
111  67.64215479  053.15030664
111  67.64213978  053.15002236
111  67.64212343  053.15002832
111  67.64211613  053.14989006
111  67.64207910  053.14990357
111  67.64207159  053.14976137
111  67.64201791  053.14978107
111  67.64201093  053.14964893
111  67.64198083  053.14965992
111  67.64197304  053.14951243
111  67.64195403  053.14951937
111  67.63935169  053.10025909
111  67.63936214  053.10025527
111  67.63935461  053.10011288
111  67.63937414  053.10010575
111  67.63936661  053.09996320
111  67.63940053  053.09995082
111  67.63939382  053.09982395
111  67.63942782  053.09981154
111  67.63941989  053.09966144
111  67.63943552  053.09965573
111  67.63943018  053.09955469
111  67.63945632  053.09954515
111  67.63945069  053.09943868
111  67.63951696  053.09941449
111  67.63951119  053.09930525
111  67.63956729  053.09928477
111  67.63956427  053.09922749
113  67.63961773  053.09920798
111  67.64247831  053.12755850
111  67.64249380  053.12755291
111  67.64248672  053.12741744
111  67.64250372  053.12741130
111  67.64249684  053.12727969
111  67.64251702  053.12727240
111  67.64250928  053.12712413
111  67.64254043  053.12711251
111  67.64252821  053.12688147
111  67.64260730  053.12685256
111  67.64260275  053.12676653
111  67.64265366  053.12674792
111  67.64265081  053.12669395
111  67.64365878  053.12632552
111  67.64366466  053.12643678
111  67.64372864  053.12641339
111  67.64374048  053.12663719
111  67.64379001  053.12661908
111  67.64380268  053.12685864
111  67.64385004  053.12684133
111  67.64386205  053.12706841
111  67.64399400  053.12702018
111  67.64428138  053.13245430
111  67.64420837  053.13248099
111  67.64424548  053.13318266
111  67.64419396  053.13320149
111  67.64420659  053.13344028
111  67.64415355  053.13345966
111  67.64416390  053.13365537
111  67.64410823  053.13367571
111  67.64411288  053.13376381
111  67.64405872  053.13378361
111  67.64406137  053.13383384
111  67.64304726  053.13420446
111  67.64304484  053.13415868
111  67.64299282  053.13417771
111  67.64298752  053.13407759
111  67.64291544  053.13410395
111  67.64290684  053.13394153
111  67.64287017  053.13395494
111  67.64285987  053.13376025
111  67.64282261  053.13377388
111  67.64280735  053.13348562
113  67.64279228  053.13349113
110 2 0.00 0.0000 New Taxiway 31
111  67.63373360  053.08683330
111  67.63388808  053.08713043
111  67.63388736  053.08719487
111  67.63391454  053.08725756
111  67.63388940  053.08746601
111  67.63389872  053.08748962
111  67.63393992  053.08723014
111  67.63395449  053.08725816
111  67.63403660  053.08689926
113  67.63382019  053.08651546
130 Boundary
111  67.62795732  053.08558399
111  67.62844730  053.08842600
111  67.62859117  053.08891601
111  67.62858782  053.08905470
111  67.62807967  053.09006019
111  67.62775673  053.09118258
111  67.62720151  053.09334623
111  67.62696714  053.09462517
111  67.62768758  053.09640383
111  67.62855038  053.09738167
111  67.63139880  053.10107442
111  67.63173376  053.10120327
111  67.63192865  053.10145968
111  67.63239301  053.10228551
111  67.63253277  053.10242879
111  67.63270722  053.10252912
111  67.63277738  053.10251864
111  67.63283945  053.10228385
111  67.63323264  053.10171316
111  67.63386609  053.10168187
111  67.63406870  053.10151646
111  67.63411063  053.10153869
111  67.63467562  053.10240031
111  67.63538258  053.10265463
111  67.63569094  053.09896891
111  67.63622128  053.09602174
111  67.63702715  053.09123664
111  67.63776062  053.09170698
111  67.63980079  053.12858593
111  67.63949716  053.13842369
111  67.63979973  053.13820981
111  67.63986142  053.14037088
111  67.63912273  053.14667660
111  67.63943176  053.15119960
111  67.64142759  053.15461794
111  67.64234894  053.15453939
111  67.64351910  053.15137164
111  67.64319454  053.14181861
111  67.64364867  053.14093077
111  67.64351793  053.13616327
111  67.64392919  053.13595437
111  67.64387938  053.13429941
111  67.64474064  053.13404924
111  67.64404151  053.12136102
111  67.64184029  053.12216099
111  67.64094908  053.10238387
111  67.64301576  053.09933506
111  67.64454091  053.09497059
111  67.64440716  053.09205758
111  67.64469579  053.09019828
111  67.64571434  053.08979585
111  67.64594675  053.08936667
111  67.64595492  053.08799387
111  67.64549517  053.08758109
111  67.64367764  053.08801699
111  67.64301392  053.08669360
111  67.64265572  053.08126743
111  67.63979368  053.07839640
111  67.63919442  053.08044745
111  67.63891505  053.07987208
111  67.63876559  053.08018764
111  67.63873056  053.08016196
111  67.63851664  053.07971903
111  67.63843152  053.07972272
111  67.63836490  053.07981393
111  67.63809493  053.08056247
111  67.63776050  053.08183359
111  67.63708013  053.08166618
111  67.63686338  053.08142644
111  67.63663457  053.08195956
111  67.63624671  053.08406693
111  67.63594608  053.08351518
111  67.63589499  053.08331365
111  67.63595138  053.08298066
111  67.63594935  053.08268688
111  67.63537714  053.08159620
111  67.63533349  053.08163436
111  67.63524488  053.08146145
111  67.63493108  053.08240779
111  67.63469336  053.08222442
111  67.63417460  053.08227632
111  67.63406475  053.08267134
111  67.63383451  053.08223084
111  67.63308336  053.08518816
111  67.63336928  053.08572484
111  67.63326945  053.08610400
111  67.63369439  053.08690680
111  67.63336139  053.08813719
111  67.63323635  053.08788189
111  67.63318822  053.08789159
111  67.63304519  053.08843963
111  67.63224495  053.08690257
111  67.63212258  053.08536929
111  67.63315208  053.08217145
111  67.63156846  053.07936994
111  67.63128139  053.07990021
111  67.63108039  053.08051956
111  67.63072603  053.08086388
111  67.63045065  053.08210068
111  67.62946437  053.08472249
111  67.62856376  053.08488318
111  67.62847395  053.08467187
111  67.62834489  053.08471814
113  67.62809442  053.08506794
120 Linear Feature 36
111  67.63757892  053.09064596 4
115  67.63752539  053.09103641
120 Linear Feature 89
111  67.63974701  053.09878766 4
115  67.63976591  053.09910771
120 Linear Feature 88
111  67.63968266  053.09242557 4
115  67.63970424  053.09284462
120 Linear Feature 54
111  67.63542182  053.08837306 20
111  67.63548045  053.08847979 20
111  67.63553731  053.08858330 20
111  67.63553067  053.08873644 20
111  67.63550110  053.08884917 20
111  67.63544630  053.08893157 20
111  67.63532925  053.08871582 20
111  67.63533799  053.08855506 20
113  67.63536903  053.08843959 20
120 Linear Feature 54
111  67.63506831  053.08772495 20
111  67.63512721  053.08783217 20
111  67.63518381  053.08793518 20
111  67.63517625  053.08809180 20
111  67.63514668  053.08820452 20
111  67.63509495  053.08828812 20
111  67.63497525  053.08806958 20
111  67.63498463  053.08791042 20
113  67.63501567  053.08779495 20
120 Linear Feature 54
111  67.63524473  053.08804518 20
111  67.63530458  053.08815412 20
111  67.63536022  053.08825541 20
111  67.63535267  053.08841203 20
111  67.63532310  053.08852475 20
111  67.63527136  053.08860835 20
111  67.63515167  053.08838981 20
111  67.63516105  053.08823065 20
113  67.63519209  053.08811518 20
120 Linear Feature 54
111  67.63489084  053.08739776 20
111  67.63494938  053.08750432 20
111  67.63500633  053.08760799 20
111  67.63499877  053.08776461 20
111  67.63496920  053.08787733 20
111  67.63491839  053.08795746 20
111  67.63479869  053.08773892 20
111  67.63480715  053.08758323 20
113  67.63483819  053.08746776 20
120 Linear Feature 53
111  67.63391964  053.08592558 20
111  67.63389447  053.08564806 20
111  67.63398057  053.08533872 20
111  67.63408804  053.08529578 20
111  67.63415367  053.08541819 20
111  67.63417483  053.08570773 20
111  67.63413386  053.08586639 20
111  67.63409579  053.08601380 20
115  67.63398740  053.08605180
120 Linear Feature 52
111  67.63426458  053.08436033 22
111  67.63417426  053.08419515 22
115  67.63408565  053.08403312
120 Linear Feature 52
111  67.63452778  053.08484150 22
111  67.63443793  053.08467835 22
115  67.63434758  053.08451428
120 Linear Feature 52
111  67.63478970  053.08532769 22
111  67.63469925  053.08515975 22
115  67.63461077  053.08499546
120 Linear Feature 51
111  67.63578606  053.08755764 20
111  67.63586399  053.08751997 20
115  67.63588878  053.08750798
120 Linear Feature 50
111  67.63568145  053.08736610 20
111  67.63564930  053.08690491 20
111  67.63572209  053.08663302 20
111  67.63589616  053.08655457 20
111  67.63599911  053.08674699 20
111  67.63602734  053.08720534 20
115  67.63598911  053.08735715
120 Linear Feature 49
111  67.63534583  053.08675156 20
111  67.63531423  053.08629229 20
111  67.63538382  053.08602305 20
111  67.63554669  053.08591703 20
111  67.63565980  053.08612231 20
111  67.63569392  053.08658438 20
111  67.63562268  053.08686375 20
115  67.63544832  053.08693922
120 Linear Feature 48
111  67.63500973  053.08613614 20
111  67.63497749  053.08568093 20
111  67.63505139  053.08540398 20
111  67.63522549  053.08531800 20
111  67.63532567  053.08550474 20
111  67.63535748  053.08596692 20
111  67.63528750  053.08624372 20
115  67.63511144  053.08632237
120 Linear Feature 46
111  67.63480591  053.08481637 20
111  67.63493144  053.08478607 20
111  67.63501463  053.08493754 20
111  67.63504982  053.08525647 20
111  67.63499728  053.08545055 20
111  67.63487137  053.08547817 20
111  67.63478970  053.08532769 20
113  67.63475608  053.08500672 20
120 Linear Feature 46
111  67.63454619  053.08433309 20
111  67.63466686  053.08429873 20
111  67.63475314  053.08445716 20
111  67.63478790  053.08477028 20
111  67.63473624  053.08497016 20
111  67.63461077  053.08499546 20
111  67.63452778  053.08484150 20
113  67.63449489  053.08453020 20
120 Linear Feature 46
111  67.63428079  053.08384902 20
111  67.63440367  053.08381757 20
111  67.63448995  053.08397599 20
111  67.63452544  053.08429104 20
111  67.63447422  053.08448860 20
111  67.63434758  053.08451428 20
111  67.63426458  053.08436033 20
113  67.63423096  053.08403937 20
120 Linear Feature 46
111  67.63401887  053.08336786 20
111  67.63414174  053.08333641 20
111  67.63422802  053.08349483 20
111  67.63426278  053.08380794 20
111  67.63421156  053.08400550 20
111  67.63408565  053.08403312 20
111  67.63404330  053.08395456 20
111  67.63400266  053.08387917 20
113  67.63396904  053.08355820 20
120 Linear Feature 45
111  67.63352450  053.08518959 20
111  67.63391964  053.08592558 20
111  67.63398740  053.08605180 20
111  67.63408405  053.08623182
112  67.63408405  053.08623182  67.63410197  053.08625886 20
111  67.63412463  053.08623543 20
111  67.63419965  053.08613853
112  67.63419965  053.08613853  67.63425373  053.08608342 22
111  67.63430201  053.08615357 20
111  67.63457664  053.08666146
112  67.63457664  053.08666146  67.63466457  053.08678328 20
111  67.63473558  053.08656456 20
111  67.63483824  053.08617513 20
111  67.63489264  053.08597184
112  67.63489264  053.08597184  67.63493403  053.08578089 20
111  67.63485370  053.08557817 20
115  67.63388600  053.08380151
120 Linear Feature 44
111  67.63348211  053.08533271 20
111  67.63395192  053.08621314
112  67.63395192  053.08621314  67.63410196  053.08651720 20
115  67.63400532  053.08688475
120 Linear Feature 43
111  67.63406358  053.08699618 20
111  67.63421074  053.08643251
112  67.63421074  053.08643251  67.63426924  053.08625365 20
111  67.63435864  053.08638030 20
111  67.63557619  053.08861032 20
115  67.63561608  053.08868338
120 Linear Feature 42
111  67.63581051  053.08772266 20
111  67.63576923  053.08787900 20
115  67.63557619  053.08861032
120 Linear Feature 41
111  67.63572002  053.08789496 22
115  67.63564245  053.08818745
120 Linear Feature 40
111  67.63486974  053.08637495
112  67.63486974  053.08637495  67.63494001  053.08615934 20
111  67.63502978  053.08629373 20
111  67.63565705  053.08743949
112  67.63565705  053.08743949  67.63573811  053.08762467 20
111  67.63568722  053.08785912 20
111  67.63560187  053.08818303
112  67.63560187  053.08818303  67.63552866  053.08838898 20
111  67.63544956  053.08826908 20
111  67.63481750  053.08710882
112  67.63481750  053.08710882  67.63474097  053.08693189 20
113  67.63478586  053.08670274 20
120 Linear Feature 39
111  67.63483847  053.08632564 22
115  67.63476673  053.08660313
120 Linear Feature 38
111  67.63583188  053.08764155 22
111  67.63578606  053.08755764 20
111  67.63568145  053.08736610 22
111  67.63556376  053.08715060 22
111  67.63544832  053.08693922 20
111  67.63534583  053.08675156 22
111  67.63522808  053.08653594 22
111  67.63511144  053.08632237 20
111  67.63500973  053.08613614 22
111  67.63499606  053.08611111
112  67.63499606  053.08611111  67.63490644  053.08597072 22
115  67.63483824  053.08617513
120 Linear Feature 37
112  67.63684758  053.08998421  67.63686979  053.09013344 22
112  67.63676193  053.09026585  67.63670166  053.09024179 22
114  67.63671196  053.08993009  67.63675002  053.08980492 22
120 Linear Feature 59
111  67.63678422  053.08967720 3 102
111  67.63633924  053.08731280 3 102
115  67.63619168  053.08704090
120 Linear Feature 58
111  67.63609728  053.08737930 3 102
111  67.63621606  053.08759148 3 102
111  67.63656272  053.08943706 3 102
111  67.63645792  053.08959719 3 102
111  67.63632139  053.08946699 3 102
115  67.63597747  053.08883515
120 Linear Feature 57
111  67.63635147  053.08993723 3 102
115  67.63665549  053.09022182
120 Linear Feature 56
111  67.63706537  053.09060608 3 102
111  67.63752539  053.09103641 3 102
115  67.63838801  053.09184334
120 Linear Feature 55
111  67.63852282  053.09153814 3 102
111  67.63757892  053.09064596 3 102
111  67.63698217  053.09008136 3 102
115  67.63696927  053.09006918
120 Linear Feature 73
111  67.63417426  053.08419515 22
115  67.63420051  053.08409876
120 Linear Feature 73
111  67.63443793  053.08467835 22
115  67.63446346  053.08458442
120 Linear Feature 73
111  67.63469925  053.08515975 22
115  67.63472517  053.08506476
120 Linear Feature 73
111  67.63491490  053.09733814 22
115  67.63487464  053.09728900
120 Linear Feature 73
111  67.63504014  053.09663060 22
115  67.63499973  053.09658112
120 Linear Feature 73
111  67.63516476  053.09592657 22
115  67.63512498  053.09587793
120 Linear Feature 73
111  67.63529063  053.09521548 22
115  67.63525156  053.09516739
120 Linear Feature 73
111  67.63541534  053.09451095 22
115  67.63537568  053.09446265
120 Linear Feature 73
111  67.63554061  053.09380324 22
115  67.63550010  053.09375292
120 Linear Feature 73
111  67.63566559  053.09309715 22
115  67.63562515  053.09304766
120 Linear Feature 73
111  67.63579073  053.09239019 22
115  67.63575171  053.09234244
120 Linear Feature 73
111  67.63540179  053.09706754 22
115  67.63536166  053.09701677
120 Linear Feature 73
111  67.63552852  053.09636184 22
115  67.63548805  053.09631018
120 Linear Feature 73
111  67.63565396  053.09565291 22
115  67.63561340  053.09560135
120 Linear Feature 73
111  67.63577782  053.09494655 22
115  67.63573806  053.09489521
120 Linear Feature 73
111  67.63590262  053.09423764 22
115  67.63586384  053.09418799
120 Linear Feature 73
111  67.63602741  053.09353227 22
115  67.63598924  053.09348298
120 Linear Feature 73
111  67.63615518  053.09282245 22
115  67.63611568  053.09277209
120 Linear Feature 73
111  67.63627880  053.09211911 22
115  67.63624084  053.09207023
120 Linear Feature 73
111  67.63604258  053.09096738 22
115  67.63600205  053.09091784
120 Linear Feature 73
111  67.63591633  053.09168064 22
115  67.63587670  053.09163222
120 Linear Feature 73
111  67.63522808  053.08653594 22
115  67.63525407  053.08644114
120 Linear Feature 73
111  67.63556376  053.08715060 22
115  67.63558960  053.08705566
120 Linear Feature 72
111  67.63548045  053.08847979 1
111  67.63557132  053.08813905
112  67.63557132  053.08813905  67.63561996  053.08799479 1
115  67.63568814  053.08809771
120 Linear Feature 72
111  67.63530458  053.08815412 1
111  67.63539237  053.08781978
112  67.63539237  053.08781978  67.63543806  053.08766585 1
115  67.63551019  053.08777025
120 Linear Feature 72
111  67.63512721  053.08783217 1
111  67.63521872  053.08748659
112  67.63521872  053.08748659  67.63526221  053.08735587 1
115  67.63532904  053.08743833
120 Linear Feature 72
111  67.63494938  053.08750432 1
111  67.63504286  053.08715399
112  67.63504286  053.08715399  67.63508525  053.08701940 1
115  67.63514786  053.08710636
120 Linear Feature 71
112  67.63569428  053.08760385  67.63560619  053.08788277 1
