I
1050 Generated by WorldEditor 1.6.0r1

1    844 0 0 I69 Clermont County
1302 city Batavia
111  39.08163012 -084.20945013
111  39.08171737 -084.20931873
111  39.08167417 -084.20927336
111  39.08169816 -084.20923637
111  39.08174012 -084.20928298
111  39.08182814 -084.20914554
111  39.08178608 -084.20910083
111  39.08181059 -084.20906305
111  39.08185125 -084.20910899
111  39.08193895 -084.20897451
111  39.08189877 -084.20892711
111  39.08192303 -084.20888972
111  39.08196334 -084.20893731
111  39.08204692 -084.20880716
111  39.08200731 -084.20875979
111  39.08203243 -084.20872107
111  39.08207248 -084.20876779
111  39.08215835 -084.20863620
111  39.08211749 -084.20858994
111  39.08214122 -084.20855336
111  39.08218233 -084.20859848
111  39.08220850 -084.20855825
111  39.08222878 -084.20858110
111  39.08224850 -084.20860334
111  39.08157991 -084.20963817
112  39.08158145 -084.20967727  39.08159278 -084.20969778
113  39.08158145 -084.20967727
110 1 0.00 36.0000 New Taxiway 3
111  39.08130571 -084.20940775
112  39.08133843 -084.20938712  39.08135923 -084.20935782
111  39.08133843 -084.20938712
111  39.08146326 -084.20919103
111  39.08142487 -084.20914807
111  39.08145140 -084.20910758
111  39.08149019 -084.20915174
111  39.08157419 -084.20902122
111  39.08153561 -084.20897907
111  39.08155905 -084.20894329
111  39.08159708 -084.20898671
111  39.08168666 -084.20884951
111  39.08164829 -084.20880711
111  39.08167089 -084.20877262
111  39.08170749 -084.20881391
111  39.08201258 -084.20834722
111  39.08203282 -084.20837272
111  39.08205161 -084.20839637
111  39.08197346 -084.20851671
111  39.08201342 -084.20856286
111  39.08198731 -084.20860322
111  39.08194701 -084.20855938
111  39.08186261 -084.20868679
111  39.08190396 -084.20873204
111  39.08187837 -084.20877159
111  39.08183808 -084.20872666
111  39.08175321 -084.20885560
111  39.08179407 -084.20890189
111  39.08176778 -084.20894251
111  39.08172532 -084.20889624
111  39.08164190 -084.20902671
111  39.08168409 -084.20907187
111  39.08165875 -084.20911102
111  39.08161665 -084.20906648
111  39.08153116 -084.20920119
111  39.08157194 -084.20924519
111  39.08154687 -084.20928394
111  39.08150618 -084.20924033
111  39.08137302 -084.20944573
112  39.08137764 -084.20947805  39.08138835 -084.20949317
113  39.08137764 -084.20947805
110 1 0.00 36.0000 New Taxiway 2
111  39.08106677 -084.20917093
112  39.08117475 -084.20914673  39.08121791 -084.20908402
111  39.08117475 -084.20914673
111  39.08182574 -084.20814063
111  39.08189673 -084.20793581
111  39.08191028 -084.20787881
111  39.08186880 -084.20782296
112  39.08181328 -084.20779334  39.08179170 -084.20779825
111  39.08181328 -084.20779334
111  39.08191017 -084.20770199
112  39.08192874 -084.20779886  39.08195952 -084.20783785
111  39.08192874 -084.20779886
111  39.08206432 -084.20795298
111  39.08217350 -084.20778207
111  39.08229221 -084.20791782
111  39.08260706 -084.20742388
111  39.08262929 -084.20744683
111  39.08265202 -084.20747031
111  39.08258283 -084.20757825
111  39.08262206 -084.20762048
111  39.08259427 -084.20766329
111  39.08255512 -084.20762210
111  39.08247122 -084.20775032
111  39.08251126 -084.20779120
111  39.08248641 -084.20782949
111  39.08244604 -084.20778847
111  39.08235950 -084.20792190
111  39.08239862 -084.20796477
111  39.08237510 -084.20800103
111  39.08233581 -084.20796043
111  39.08223963 -084.20810561
112  39.08225983 -084.20817460  39.08229348 -084.20821140
111  39.08225983 -084.20817460
111  39.08235685 -084.20827155
112  39.08238898 -084.20827721  39.08240199 -084.20826308
111  39.08238898 -084.20827721
111  39.08243433 -084.20821142
111  39.08239260 -084.20816566
111  39.08241655 -084.20812877
111  39.08245783 -084.20817245
111  39.08254575 -084.20803650
111  39.08250455 -084.20799317
111  39.08252904 -084.20795543
111  39.08257158 -084.20800108
111  39.08265659 -084.20786929
111  39.08261482 -084.20782324
111  39.08263956 -084.20778513
111  39.08268108 -084.20783222
111  39.08276633 -084.20769912
111  39.08272506 -084.20765338
111  39.08275098 -084.20761343
111  39.08279216 -084.20765948
111  39.08281720 -084.20762051
111  39.08283673 -084.20764366
111  39.08285552 -084.20766593
111  39.08283098 -084.20770300
111  39.08287183 -084.20774804
111  39.08284814 -084.20778485
111  39.08280822 -084.20774082
111  39.08272312 -084.20787146
111  39.08276429 -084.20791512
111  39.08273709 -084.20795739
111  39.08269635 -084.20791378
111  39.08260767 -084.20804892
111  39.08264908 -084.20809413
111  39.08262754 -084.20812759
111  39.08258526 -084.20808114
111  39.08250087 -084.20821240
111  39.08254255 -084.20825965
111  39.08251671 -084.20829980
111  39.08247423 -084.20825375
111  39.08244066 -084.20830732
112  39.08244076 -084.20836168  39.08245735 -084.20838074
111  39.08244076 -084.20836168
111  39.08256236 -084.20849454
112  39.08258793 -084.20848602  39.08260160 -084.20846444
111  39.08258793 -084.20848602
111  39.08268452 -084.20833382
111  39.08264244 -084.20829118
111  39.08266667 -084.20825377
111  39.08270841 -084.20829763
111  39.08279630 -084.20816161
111  39.08275426 -084.20811850
111  39.08277676 -084.20808376
111  39.08281818 -084.20812706
111  39.08290572 -084.20799245
111  39.08286508 -084.20794738
111  39.08289031 -084.20790841
111  39.08293108 -084.20795455
111  39.08300736 -084.20783463
111  39.08302725 -084.20785731
111  39.08304772 -084.20788063
111  39.08297278 -084.20800046
111  39.08301323 -084.20804704
111  39.08298841 -084.20808539
111  39.08294806 -084.20804051
111  39.08286415 -084.20817083
111  39.08290411 -084.20821568
111  39.08287998 -084.20825296
111  39.08283976 -084.20820732
111  39.08275237 -084.20834169
111  39.08279316 -084.20838712
111  39.08276921 -084.20842414
111  39.08272891 -084.20837891
111  39.08262708 -084.20853678
112  39.08262716 -084.20856552  39.08263767 -084.20857770
111  39.08262716 -084.20856552
111  39.08275897 -084.20870523
112  39.08278278 -084.20869614  39.08279600 -084.20867627
111  39.08278278 -084.20869614
111  39.08282525 -084.20863047
111  39.08278541 -084.20858679
111  39.08280885 -084.20855059
111  39.08284744 -084.20859317
111  39.08293369 -084.20846065
111  39.08289554 -084.20841672
111  39.08292288 -084.20837450
111  39.08296207 -084.20841879
111  39.08304784 -084.20828937
111  39.08300801 -084.20824303
111  39.08303336 -084.20820389
111  39.08307338 -084.20824993
111  39.08315781 -084.20811751
111  39.08311823 -084.20807283
111  39.08314254 -084.20803529
111  39.08317994 -084.20807865
111  39.08320435 -084.20803937
111  39.08322639 -084.20806467
111  39.08324634 -084.20808758
111  39.08322367 -084.20812387
111  39.08326431 -084.20816722
111  39.08324068 -084.20820370
111  39.08320114 -084.20815890
111  39.08311518 -084.20829380
111  39.08315425 -084.20833712
111  39.08313047 -084.20837383
111  39.08309080 -084.20833173
111  39.08300282 -084.20846731
111  39.08304224 -084.20851002
111  39.08302056 -084.20854349
111  39.08297860 -084.20850162
111  39.08289231 -084.20863783
111  39.08293174 -084.20868061
111  39.08290961 -084.20871478
111  39.08286969 -084.20867277
111  39.08282245 -084.20874839
112  39.08282832 -084.20878133  39.08283946 -084.20879448
111  39.08282832 -084.20878133
111  39.08291635 -084.20887560
112  39.08300540 -084.20891933  39.08304639 -084.20891536
111  39.08306844 -084.20888355
111  39.08311939 -084.20880377
111  39.08303642 -084.20871075
111  39.08306333 -084.20866919
111  39.08314679 -084.20876238
111  39.08323147 -084.20863014
111  39.08314613 -084.20854127
111  39.08317213 -084.20850110
111  39.08325657 -084.20859188
111  39.08334121 -084.20845813
111  39.08325658 -084.20837065
111  39.08328229 -084.20833094
111  39.08336764 -084.20841902
111  39.08354445 -084.20816332
111  39.08357421 -084.20819276
111  39.08345271 -084.20839446
112  39.08345271 -084.20839446  39.08344854 -084.20840858
111  39.08345712 -084.20842034
111  39.08373443 -084.20872132
112  39.08373443 -084.20872132  39.08374269 -084.20872330
111  39.08374920 -084.20871632
111  39.08371854 -084.20879805
112  39.08371854 -084.20879805  39.08371582 -084.20878511
111  39.08370875 -084.20877617
111  39.08363589 -084.20869654
112  39.08361412 -084.20870120  39.08360392 -084.20871320
111  39.08361412 -084.20870120
111  39.08357325 -084.20876594
111  39.08353315 -084.20872323
111  39.08358370 -084.20864440
111  39.08342012 -084.20846855
112  39.08340358 -084.20847131  39.08339685 -084.20848157
111  39.08340358 -084.20847131
111  39.08309149 -084.20895519
112  39.08306636 -084.20897904  39.08305314 -084.20898528
112  39.08306107 -084.20902447  39.08307209 -084.20903356
112  39.08315831 -084.20912013  39.08319957 -084.20917669
112  39.08329215 -084.20937569  39.08332627 -084.20946667
111  39.08329215 -084.20937569
111  39.08332548 -084.20946905
112  39.08333768 -084.20946974  39.08334541 -084.20946313
111  39.08333768 -084.20946974
111  39.08328451 -084.20955053
112  39.08328782 -084.20952326  39.08328510 -084.20951244
111  39.08328782 -084.20952326
112  39.08319107 -084.20928760  39.08314919 -084.20920478
112  39.08308711 -084.20913332  39.08305809 -084.20909877
111  39.08302209 -084.20907322
112  39.08300776 -084.20907795  39.08300151 -084.20908694
111  39.08300776 -084.20907795
111  39.08276388 -084.20945801
111  39.08261978 -084.20968257
111  39.08255534 -084.20978300
111  39.08247476 -084.20990857
111  39.08225280 -084.21025447
112  39.08224833 -084.21033023  39.08226155 -084.21036903
111  39.08224833 -084.21033023
111  39.08214569 -084.21022880
112  39.08221349 -084.21020667  39.08223076 -084.21017970
111  39.08221349 -084.21020667
111  39.08291739 -084.20910980
112  39.08291263 -084.20895511  39.08286661 -084.20890536
111  39.08291263 -084.20895511
111  39.08198726 -084.20796745
111  39.08193731 -084.20797375
112  39.08190700 -084.20800412  39.08189659 -084.20802857
111  39.08185649 -084.20814136
112  39.08186676 -084.20817698  39.08188139 -084.20819657
111  39.08186676 -084.20817698
111  39.08190332 -084.20822023
111  39.08178547 -084.20841466
111  39.08174904 -084.20837325
112  39.08173888 -084.20838009  39.08173237 -084.20838967
111  39.08173888 -084.20838009
111  39.08161838 -084.20857105
111  39.08165336 -084.20861037
111  39.08162845 -084.20864867
111  39.08159277 -084.20860949
111  39.08150945 -084.20873749
111  39.08154487 -084.20877722
111  39.08151806 -084.20881846
111  39.08148175 -084.20877990
111  39.08139729 -084.20891117
111  39.08143334 -084.20894874
111  39.08140617 -084.20899054
111  39.08137047 -084.20895346
111  39.08128741 -084.20908096
111  39.08132224 -084.20911962
111  39.08129494 -084.20916160
111  39.08126056 -084.20912403
111  39.08120688 -084.20920537
112  39.08120016 -084.20930457  39.08121638 -084.20935347
113  39.08120016 -084.20930457
110 1 0.00 36.3500 New Taxiway 1
111  39.08397117 -084.21061984
112  39.08377783 -084.21075993  39.08365843 -084.21083421
111  39.08377783 -084.21075993
112  39.08377783 -084.21075993  39.08365462 -084.21083658
112  39.08330096 -084.21100554  39.08311881 -084.21108807
111  39.08330096 -084.21100554
112  39.08330096 -084.21100554  39.08294230 -084.21116804
111  39.08282855 -084.21098535
111  39.08221089 -084.21038526
112  39.08216799 -084.21039300  39.08215341 -084.21039963
111  39.08212682 -084.21044715
111  39.08208392 -084.21040184
112  39.08210880 -084.21035653  39.08211567 -084.21033553
111  39.08210746 -084.21029030
112  39.08069481 -084.20890690  39.08067219 -084.20888570
111  39.08064838 -084.20889552 102
111  39.07949129 -084.20998959 102
111  39.07939691 -084.21007463 102
111  39.07877950 -084.21061434 102
111  39.07846036 -084.21090504 102
111  39.07719645 -084.21210066
112  39.07719645 -084.21210066  39.07714824 -084.21214659
111  39.07717660 -084.21223765
111  39.07745097 -084.21271255
112  39.07745097 -084.21271255  39.07748075 -084.21275822
111  39.07753902 -084.21274173
111  39.07770116 -084.21258288
111  39.07782408 -084.21279286
111  39.07729513 -084.21329950
111  39.07717732 -084.21308633
111  39.07739240 -084.21288031
112  39.07739240 -084.21288031  39.07742818 -084.21283139
111  39.07739951 -084.21276697
111  39.07713269 -084.21230049
112  39.07713269 -084.21230049  39.07708826 -084.21223550
111  39.07703689 -084.21225579 102
111  39.07655221 -084.21271326 102
111  39.07515819 -084.21407441
112  39.07514529 -084.21416984  39.07514650 -084.21423189
111  39.07514529 -084.21416984
111  39.07519392 -084.21431137
111  39.07574140 -084.21527952
112  39.07581000 -084.21526453  39.07582686 -084.21523661
111  39.07581000 -084.21526453
111  39.07610575 -084.21476764
111  39.07629128 -084.21495028
111  39.07631371 -084.21491316
111  39.07633860 -084.21493749
111  39.07640655 -084.21482455
111  39.07650774 -084.21489429
111  39.07648776 -084.21495573
111  39.07649485 -084.21501799
111  39.07660119 -084.21508857
111  39.07662504 -084.21521144
111  39.07652555 -084.21522875
111  39.07644616 -084.21536138
111  39.07629331 -084.21520780
111  39.07609408 -084.21554923
111  39.07621646 -084.21567102
111  39.07617335 -084.21573518
112  39.07639248 -084.21596689  39.07642061 -084.21599783
111  39.07644932 -084.21595255
111  39.07649326 -084.21588161
111  39.07645864 -084.21584616
111  39.07661060 -084.21559533
111  39.07664619 -084.21563102
111  39.07674053 -084.21547780
111  39.07686182 -084.21560007
111  39.07657354 -084.21607558
111  39.07654502 -084.21604766
112  39.07648154 -084.21608965  39.07642149 -084.21611286
111  39.07638289 -084.21608523
111  39.07616413 -084.21586091
112  39.07614011 -084.21585980  39.07612475 -084.21586451
111  39.07614011 -084.21585980
111  39.07610269 -084.21591960
111  39.07610898 -084.21592642
111  39.07601078 -084.21609216
111  39.07596782 -084.21604818
111  39.07598010 -084.21602592
111  39.07563526 -084.21569951
111  39.07563459 -084.21564607
111  39.07554141 -084.21560199
112  39.07554141 -084.21560199  39.07547991 -084.21558172
111  39.07544513 -084.21551224
111  39.07542893 -084.21548520
111  39.07537780 -084.21553600
111  39.07535103 -084.21549665
111  39.07540377 -084.21544218
111  39.07535617 -084.21535785
111  39.07529696 -084.21541010
111  39.07527349 -084.21536733
111  39.07533170 -084.21531227
111  39.07527847 -084.21521842
111  39.07522343 -084.21526781
111  39.07519830 -084.21522350
111  39.07525235 -084.21517270
111  39.07519951 -084.21507922
111  39.07514311 -084.21512813
111  39.07511865 -084.21508501
111  39.07517319 -084.21503282
111  39.07512393 -084.21494596
111  39.07506830 -084.21499523
111  39.07504206 -084.21494896
111  39.07509542 -084.21489570
111  39.07504449 -084.21480591
111  39.07499006 -084.21485845
111  39.07496523 -084.21481408
111  39.07501963 -084.21476209
111  39.07496780 -084.21467072
111  39.07491471 -084.21471867
111  39.07488930 -084.21467388
111  39.07494116 -084.21462375
111  39.07490985 -084.21456856
111  39.07477138 -084.21470323
111  39.07483825 -084.21482333
111  39.07489262 -084.21477252
111  39.07491985 -084.21482091
111  39.07486597 -084.21487311
111  39.07491518 -084.21496245
111  39.07496732 -084.21491447
111  39.07499351 -084.21496150
111  39.07494257 -084.21501070
111  39.07499142 -084.21509843
111  39.07504519 -084.21504596
111  39.07507437 -084.21509617
111  39.07501917 -084.21514829
111  39.07506868 -084.21523557
111  39.07512451 -084.21518566
111  39.07515119 -084.21523101
111  39.07509628 -084.21528258
111  39.07514613 -084.21537241
111  39.07519739 -084.21532309
111  39.07522166 -084.21536430
111  39.07516985 -084.21541751
111  39.07521664 -084.21550299
111  39.07526975 -084.21545306
111  39.07529180 -084.21549305
111  39.07520885 -084.21557129
111  39.07512027 -084.21565484
111  39.07509259 -084.21560606
111  39.07514726 -084.21555240
111  39.07509752 -084.21546469
111  39.07504438 -084.21551569
111  39.07501777 -084.21546878
111  39.07507018 -084.21541694
111  39.07502781 -084.21534128
111  39.07497461 -084.21539504
111  39.07494456 -084.21534309
111  39.07499740 -084.21528819
111  39.07495153 -084.21520654
111  39.07489947 -084.21525721
111  39.07487262 -084.21521002
111  39.07492348 -084.21515988
111  39.07482016 -084.21497573
111  39.07473628 -084.21505788
111  39.07470627 -084.21500410
111  39.07479002 -084.21492259
111  39.07470234 -084.21476801
111  39.07461309 -084.21485595
111  39.07455957 -084.21479979
111  39.07453380 -084.21475616 102
112  39.07450949 -084.21476371  39.07448943 -084.21477017 102
111  39.07445433 -084.21474002 102
111  39.07433942 -084.21454239
111  39.07400797 -084.21396912
112  39.07400797 -084.21396912  39.07399908 -084.21395359 102
112  39.07398483 -084.21392344  39.07397826 -084.21390852
111  39.07398483 -084.21392344
112  39.07398483 -084.21392344  39.07388015 -084.21368590 102
111  39.07405478 -084.21352768 102
111  39.07570311 -084.21196649
111  39.07530444 -084.21127740
111  39.07552758 -084.21106206
111  39.07556422 -084.21112850
111  39.07559754 -084.21118892
111  39.07565463 -084.21129247
111  39.07550752 -084.21144321
111  39.07576664 -084.21189758 102
111  39.07593381 -084.21173607
111  39.07588683 -084.21165380
111  39.07594886 -084.21159179
111  39.07571043 -084.21117598
112  39.07565487 -084.21117202  39.07561681 -084.21117308
111  39.07559754 -084.21118892
111  39.07556422 -084.21112850
112  39.07561679 -084.21110836  39.07564856 -084.21110272
111  39.07567306 -084.21111080
111  39.07514316 -084.21018697
111  39.07516373 -084.21016808
111  39.07518429 -084.21014921
111  39.07520389 -084.21018340
111  39.07524589 -084.21014396
111  39.07526914 -084.21018404
111  39.07522912 -084.21022432
111  39.07531157 -084.21036465
111  39.07535047 -084.21032427
111  39.07537318 -084.21036343
111  39.07533476 -084.21040190
111  39.07541448 -084.21053756
111  39.07545279 -084.21050068
111  39.07547697 -084.21054237
111  39.07544008 -084.21058012
111  39.07551896 -084.21071749
111  39.07555671 -084.21067985
111  39.07557997 -084.21071996
111  39.07554182 -084.21075761
111  39.07562130 -084.21089501
111  39.07565917 -084.21085650
111  39.07568323 -084.21089797
111  39.07564389 -084.21093829
111  39.07604269 -084.21164291 102
111  39.07616393 -084.21152308
111  39.07612058 -084.21143950
111  39.07615668 -084.21140564
111  39.07585430 -084.21088036
111  39.07581556 -084.21091778
111  39.07579020 -084.21087449
111  39.07582986 -084.21083505
111  39.07575035 -084.21069968
111  39.07571021 -084.21073792
111  39.07568936 -084.21070232
111  39.07573010 -084.21066315
111  39.07564735 -084.21051885
111  39.07560549 -084.21055913
111  39.07558308 -084.21052088
111  39.07562601 -084.21048019
111  39.07554686 -084.21034349
111  39.07550445 -084.21038665
111  39.07548071 -084.21034611
111  39.07552473 -084.21030356
111  39.07544310 -084.21016171
111  39.07539964 -084.21020771
111  39.07537388 -084.21016373
111  39.07541883 -084.21012238
111  39.07533965 -084.20998576
111  39.07529518 -084.21002937
111  39.07526970 -084.20998586
111  39.07531519 -084.20994382
111  39.07523001 -084.20979586
111  39.07528184 -084.20975064
111  39.07528819 -084.20976173
111  39.07533437 -084.20984238
111  39.07536516 -084.20989827
111  39.07540139 -084.20986237
111  39.07542602 -084.20990476
111  39.07538777 -084.20994421
111  39.07546633 -084.21007649
111  39.07550472 -084.21004020
111  39.07552955 -084.21008293
111  39.07549195 -084.21012117
111  39.07556917 -084.21025562
111  39.07560762 -084.21021725
111  39.07563224 -084.21025963
111  39.07559379 -084.21030098
111  39.07567098 -084.21043519
111  39.07571119 -084.21039549
111  39.07573593 -084.21043807
111  39.07569518 -084.21047933
111  39.07577294 -084.21061293
111  39.07581426 -084.21057285
111  39.07583836 -084.21061432
111  39.07579717 -084.21065405
111  39.07587996 -084.21079461
111  39.07591969 -084.21075427
111  39.07594162 -084.21079200
111  39.07590170 -084.21083319
111  39.07596771 -084.21094847
111  39.07612300 -084.21079742
111  39.07615457 -084.21085196
111  39.07599832 -084.21100191
111  39.07624977 -084.21144106 102
111  39.07639349 -084.21130481
111  39.07635417 -084.21123915
111  39.07634927 -084.21118827
111  39.07615457 -084.21085196
111  39.07612300 -084.21079742
111  39.07600718 -084.21059642
111  39.07596718 -084.21063558
111  39.07594500 -084.21059756
111  39.07598549 -084.21055912
111  39.07590375 -084.21041790
111  39.07586355 -084.21045793
111  39.07584117 -084.21041957
111  39.07588142 -084.21037873
111  39.07580169 -084.21024089
111  39.07576146 -084.21028292
111  39.07573692 -084.21024086
111  39.07577825 -084.21019942
111  39.07570079 -084.21006360
111  39.07565979 -084.21010865
111  39.07563774 -084.21007084
111  39.07567982 -084.21002837
111  39.07559626 -084.20988336
111  39.07555400 -084.20992729
111  39.07552842 -084.20988344
111  39.07556888 -084.20984200
111  39.07548412 -084.20969587
111  39.07533437 -084.20984238
111  39.07528819 -084.20976173
111  39.07543958 -084.20961691
111  39.07547443 -084.20960876
111  39.07549633 -084.20958907
111  39.07551541 -084.20962220
111  39.07556939 -084.20956960
111  39.07559348 -084.20961134
111  39.07554127 -084.20966287
111  39.07561842 -084.20979794
111  39.07567033 -084.20974448
111  39.07569411 -084.20978569
111  39.07564202 -084.20983544
111  39.07572206 -084.20997959
111  39.07577575 -084.20992715
111  39.07579820 -084.20996605
111  39.07574373 -084.21001895
111  39.07582252 -084.21015511
111  39.07587763 -084.21010367
111  39.07590095 -084.21014408
111  39.07584499 -084.21019879
111  39.07592631 -084.21033588
111  39.07598170 -084.21028399
111  39.07600524 -084.21032478
111  39.07595033 -084.21037654
111  39.07603001 -084.21051321
111  39.07608322 -084.21045990
111  39.07610740 -084.21050179
111  39.07605499 -084.21055393
111  39.07639521 -084.21115040
111  39.07641804 -084.21116912
111  39.07646032 -084.21124179 102
111  39.07662606 -084.21108299
111  39.07628527 -084.21047072
111  39.07623408 -084.21051994
111  39.07621183 -084.21048133
111  39.07626440 -084.21042923
111  39.07618371 -084.21028796
111  39.07613135 -084.21034168
111  39.07610624 -084.21029810
111  39.07616116 -084.21024562
111  39.07608492 -084.21011164
111  39.07603053 -084.21016673
111  39.07600535 -084.21012303
111  39.07605998 -084.21006934
111  39.07598381 -084.20993079
111  39.07592684 -084.20998680
111  39.07590162 -084.20994303
111  39.07595809 -084.20988340
111  39.07588118 -084.20974926
111  39.07582429 -084.20980885
111  39.07579872 -084.20976447
111  39.07585604 -084.20970673
111  39.07577560 -084.20957116
111  39.07571936 -084.20962676
111  39.07569558 -084.20958550
111  39.07575331 -084.20953280
111  39.07567304 -084.20939187
111  39.07561519 -084.20944600
111  39.07559200 -084.20940576
111  39.07565105 -084.20935227
111  39.07563417 -084.20932253
111  39.07565704 -084.20930340
111  39.07568009 -084.20928412
111  39.07569403 -084.20930851
111  39.07574613 -084.20925913
111  39.07577423 -084.20930769
111  39.07572310 -084.20935560
111  39.07579857 -084.20948658
111  39.07584865 -084.20943634
111  39.07587316 -084.20947871
111  39.07582121 -084.20952911
111  39.07590125 -084.20966805
111  39.07595351 -084.20961761
111  39.07597534 -084.20965536
111  39.07592296 -084.20970868
111  39.07600291 -084.20984486
111  39.07605468 -084.20979250
111  39.07607804 -084.20983288
111  39.07602743 -084.20988698
111  39.07610723 -084.21002581
111  39.07615870 -084.20997232
111  39.07618355 -084.21001528
111  39.07613105 -084.21006972
111  39.07620745 -084.21020424
111  39.07626144 -084.21014992
111  39.07628287 -084.21018697
111  39.07623092 -084.21024159
111  39.07631321 -084.21038342
111  39.07636553 -084.21032986
111  39.07638637 -084.21036589
111  39.07633593 -084.21042108
111  39.07669302 -084.21102070 102
111  39.07686161 -084.21085841
111  39.07674991 -084.21067252
111  39.07668766 -084.21073450
111  39.07666312 -084.21069108
111  39.07672486 -084.21063169
111  39.07666737 -084.21052901
111  39.07660655 -084.21059104
111  39.07658192 -084.21054746
111  39.07664418 -084.21048746
111  39.07658823 -084.21038359
111  39.07652148 -084.21044056
111  39.07649844 -084.21039867
111  39.07656384 -084.21034438
111  39.07645948 -084.21016281
111  39.07641318 -084.21020957
111  39.07639084 -084.21017081
111  39.07643882 -084.21012105
111  39.07635603 -084.20998213
111  39.07630810 -084.21002729
111  39.07628644 -084.20998971
111  39.07633333 -084.20994391
111  39.07625494 -084.20980419
111  39.07620793 -084.20985353
111  39.07618419 -084.20981236
111  39.07623394 -084.20976123
111  39.07615448 -084.20962976
111  39.07610707 -084.20967859
111  39.07608013 -084.20963186
111  39.07612956 -084.20958301
111  39.07605281 -084.20944534
111  39.07600322 -084.20949845
111  39.07597689 -084.20945277
111  39.07602628 -084.20940242
111  39.07594933 -084.20926913
