I
1050 Generated by WorldEditor 2.1.0r1

1    289 0 0 DAUB Biskra / Mohamed Khider
1302 city Biskra
111  34.78879790  005.75238166
113  34.78882380  005.75234335
110 2 0.00 84.0000 New L Hangar Flor
111  34.78907118  005.75040754
111  34.78904545  005.75044580
111  34.78884017  005.75075101
111  34.78881460  005.75078903
111  34.78921148  005.75118474
111  34.78923697  005.75114684
111  34.78944223  005.75084164
113  34.78946805  005.75080325
110 2 0.00 84.0000 New L Hangar Flor
111  34.79018032  005.74937910
111  34.79015522  005.74941796
111  34.78995490  005.74972802
111  34.78992994  005.74976664
111  34.79033312  005.75015281
111  34.79035799  005.75011431
111  34.79055829  005.74980426
113  34.79058349  005.74976526
110 2 0.00 84.0000 New Hangar floor
111  34.79937529  005.74044735
111  34.79940826  005.74083984
111  34.79943510  005.74083650
111  34.79964996  005.74080973
111  34.79967684  005.74080638
111  34.79964387  005.74041389
111  34.79961699  005.74041724
113  34.79940214  005.74044401
110 2 0.00 84.0000 New Hangar floor
111  34.79776227  005.74073594
111  34.79779345  005.74112864
111  34.79782030  005.74112547
111  34.79803528  005.74110016
111  34.79806217  005.74109700
111  34.79803100  005.74070430
111  34.79800411  005.74070747
113  34.79778914  005.74073277
110 2 0.00 84.0000 New Hangar floor
111  34.79651369  005.74215893
111  34.79662390  005.74252993
111  34.79664927  005.74251875
111  34.79685237  005.74242929
111  34.79687777  005.74241810
111  34.79676758  005.74204710
111  34.79674218  005.74205829
113  34.79653908  005.74214775
110 2 0.00 84.0000 New Hangar floor
111  34.79597166  005.74415993
111  34.79609377  005.74452535
111  34.79611876  005.74451297
111  34.79631881  005.74441384
111  34.79634383  005.74440144
111  34.79622173  005.74403602
111  34.79619671  005.74404841
113  34.79599666  005.74414754
110 2 0.00 84.0000 New Hangar floor
111  34.79755715  005.74369395
111  34.79767207  005.74406282
111  34.79769730  005.74405116
111  34.79789923  005.74395786
111  34.79792449  005.74394619
111  34.79780957  005.74357732
111  34.79778432  005.74358899
113  34.79758239  005.74368229
110 2 0.00 84.0000 New Hangar floor
111  34.79877131  005.74241201
111  34.79888624  005.74278089
111  34.79891146  005.74276923
111  34.79911340  005.74267593
111  34.79913866  005.74266426
111  34.79902374  005.74229539
111  34.79899848  005.74230706
113  34.79879655  005.74240035
110 2 0.00 84.0000 New Hangar floor
111  34.80038622  005.74221664
111  34.80049993  005.74258608
111  34.80052520  005.74257455
111  34.80072744  005.74248223
111  34.80075273  005.74247068
111  34.80063903  005.74210124
111  34.80061374  005.74211279
113  34.80041150  005.74220510
110 2 0.00 84.0000 New Hangar floor
111  34.80236223  005.74365009
111  34.80251599  005.74399737
111  34.80253974  005.74398177
111  34.80272984  005.74385694
111  34.80275362  005.74384132
111  34.80259987  005.74349404
111  34.80257609  005.74350965
113  34.80238599  005.74363448
110 2 0.00 84.0000 New Hangar floor
111  34.80575596  005.74277462
111  34.80575031  005.74316912
111  34.80577729  005.74316969
111  34.80599324  005.74317428
111  34.80602024  005.74317485
111  34.80602590  005.74278035
111  34.80599889  005.74277978
113  34.80578295  005.74277519
110 2 0.00 84.0000 New Hangar floor
111  34.80404098  005.74331570
111  34.80403534  005.74371020
111  34.80406231  005.74371078
111  34.80427826  005.74371536
111  34.80430527  005.74371593
111  34.80431092  005.74332144
111  34.80428392  005.74332087
113  34.80406798  005.74331628
110 2 0.00 84.0000 New Hangar floor
111  34.80383741  005.74117641
111  34.80383248  005.74157092
111  34.80385945  005.74157142
111  34.80407541  005.74157542
111  34.80410242  005.74157593
111  34.80410736  005.74118142
111  34.80408035  005.74118092
113  34.80386440  005.74117691
110 2 0.00 84.0000 New Hangar floor
111  34.80542160  005.74076144
111  34.80541667  005.74115596
111  34.80544365  005.74115646
111  34.80565960  005.74116046
111  34.80568661  005.74116096
111  34.80569155  005.74076645
111  34.80566454  005.74076595
113  34.80544860  005.74076194
110 2 0.00 84.0000 New Hangar floor
111  34.80703763  005.74111094
111  34.80703270  005.74150547
111  34.80705968  005.74150597
111  34.80727563  005.74150998
111  34.80730264  005.74151048
111  34.80730758  005.74111596
111  34.80728058  005.74111546
113  34.80706463  005.74111145
110 2 0.00 84.0000 New Hangar floor
111  34.80867256  005.74080014
111  34.80865605  005.74119421
111  34.80868299  005.74119589
111  34.80889870  005.74120929
111  34.80892567  005.74121097
111  34.80894219  005.74081691
111  34.80891521  005.74081523
113  34.80869952  005.74080182
110 2 0.00 84.0000 New Taxiway 39
111  34.80346868  005.73831843
111  34.80346251  005.73898311
111  34.80384318  005.73898985
111  34.80384934  005.73832516
111  34.80370233  005.73832256
113  34.80361104  005.73832095
110 2 0.00 84.0000 New Taxiway 39
111  34.80800467  005.73866518
111  34.80799641  005.73908655
111  34.80832638  005.73909409
113  34.80833464  005.73867272
110 2 0.00 84.0000 New Taxiway 39
111  34.80965938  005.73922636
111  34.80964956  005.74048863
111  34.81009122  005.74049617
113  34.81010104  005.73923390
110 2 0.00 84.0000 New Taxiway 39
111  34.80759230  005.73865975
111  34.80758168  005.73907708
111  34.80791170  005.73908462
113  34.80792232  005.73866729
110 2 0.00 84.0000 New Taxiway 39
111  34.80489595  005.73846586
111  34.80488979  005.73900804
111  34.80534548  005.73901583
113  34.80535164  005.73847366
110 2 0.00 84.0000 New Taxiway 39
111  34.80434934  005.73845458
111  34.80434069  005.73899865
111  34.80479509  005.73900642
113  34.80480374  005.73846235
110 2 0.00 84.0000 New Taxiway 38
111  34.80418911  005.72859917
111  34.80417563  005.72860323
111  34.80315299  005.73009555
111  34.80315057  005.73011089
111  34.80415352  005.73111745
113  34.80518587  005.72961326
110 1 0.00 84.0000 main Asphalt
111  34.78360120  005.75208323
111  34.78515030  005.75360208
111  34.78526572  005.75369802
111  34.78711478  005.75559002
112  34.78711478  005.75559002  34.78740363  005.75589287
111  34.78770180  005.75553316
111  34.79332365  005.74721902
112  34.79332365  005.74721902  34.79342553  005.74707320
111  34.79353376  005.74697758
111  34.80121205  005.74355753
112  34.80141326  005.74372529  34.80146124  005.74382707
111  34.80141326  005.74372529
111  34.80174039  005.74445768
112  34.80174039  005.74445768  34.80218748  005.74546684
111  34.80333842  005.74525458
111  34.80816068  005.74287472
112  34.80816068  005.74287472  34.80884386  005.74253579
111  34.80888410  005.74165811
111  34.80889870  005.74120929
111  34.80868299  005.74119589
111  34.80867694  005.74165733
112  34.80823996  005.74254071  34.80780659  005.74286871
111  34.80823996  005.74254071
112  34.80823996  005.74254071  34.80805888  005.74256710
111  34.80804370  005.74243129
111  34.80809480  005.74072021
112  34.80809480  005.74072021  34.80810254  005.74049589
111  34.80829417  005.74045694
111  34.80829571  005.74041170 3 102
111  34.80857894  005.74041933
111  34.80857739  005.74046457
112  34.80870337  005.74070086  34.80870028  005.74088560
111  34.80870337  005.74070086
111  34.80869952  005.74080182
111  34.80891521  005.74081523
111  34.80892992  005.74052972
112  34.80892992  005.74052972  34.80893023  005.74049654
111  34.80895932  005.74048636 3 102
111  34.80964931  005.74052029
111  34.80964956  005.74048863
111  34.80965938  005.73922636
111  34.80966046  005.73908764
111  34.80910843  005.73907091
111  34.80894086  005.73906583
111  34.80893777  005.73910806
111  34.80832638  005.73909409
111  34.80799641  005.73908655
111  34.80791170  005.73908462
111  34.80758168  005.73907708
111  34.80626479  005.73904699
111  34.80626014  005.73907149
111  34.80536263  005.73905636
111  34.80536117  005.73901610
111  34.80534548  005.73901583
111  34.80488979  005.73900804
111  34.80479509  005.73900642
111  34.80434069  005.73899865
111  34.80432580  005.73899839
111  34.80384318  005.73898985
111  34.80346251  005.73898311
111  34.80332872  005.73898074
111  34.80333398  005.73829953
111  34.80329129  005.73829934
111  34.80329294  005.73821536
112  34.80338229  005.73810482  34.80345659  005.73810934
111  34.80338229  005.73810482
111  34.80361629  005.73811628
111  34.80361104  005.73832095
111  34.80370233  005.73832256
111  34.80371103  005.73798011
111  34.80362188  005.73797574
111  34.80362002  005.73803455
111  34.80338600  005.73802309
112  34.80338600  005.73802309  34.80323927  005.73801856
111  34.80322615  005.73821076
111  34.80322441  005.73829904
111  34.80311111  005.73829854
111  34.80310739  005.73899294
111  34.80244328  005.73898997
111  34.80243408  005.73909787
111  34.80239635  005.73926119
112  34.80239635  005.73926119  34.80231741  005.73954957
111  34.80214775  005.73955590
111  34.80185367  005.73958418
111  34.80184903  005.73952009
111  34.80163389  005.73954836
111  34.80159885  005.73906947
111  34.80157416  005.73907114
112  34.80157416  005.73907114  34.80155084  005.73907114
111  34.80154949  005.73905433
111  34.80152651  005.73874023
112  34.80154872  005.73872341  34.80156381  005.73872341
111  34.80154872  005.73872341
111  34.80157341  005.73872174
112  34.80164818  005.73881709  34.80165641  005.73890396
111  34.80164818  005.73881709
111  34.80166547  005.73904920
111  34.80177430  005.73903586
111  34.80176203  005.73883350
112  34.80176203  005.73883350  34.80176065  005.73878505
111  34.80179460  005.73876795
112  34.80178473  005.73870018  34.80173123  005.73869016
111  34.80177335  005.73862193
111  34.80153877  005.73864364
112  34.80153877  005.73864364  34.80152368  005.73864364
111  34.80152095  005.73862653
111  34.80149180  005.73813223
112  34.80151173  005.73810528  34.80152682  005.73810528
111  34.80151173  005.73810528
111  34.80162833  005.73809693
111  34.80174356  005.73809693
112  34.80174040  005.73804881  34.80168278  005.73804379
111  34.80173709  005.73799854
111  34.80161638  005.73800355
111  34.80160746  005.73788175
111  34.80151281  005.73789344
111  34.80147447  005.73736943
111  34.80143414  005.73737209 3 102
111  34.80113242  005.73739204
112  34.80113242  005.73739204  34.80100860  005.73739582 3 102
111  34.80092657  005.73731476 3 102
111  34.79937262  005.73576541 3 102
111  34.79935869  005.73572394
111  34.79904140  005.73522446
112  34.79904140  005.73522446  34.79888000  005.73497001
111  34.79900115  005.73468540
111  34.79922867  005.73428770
111  34.80239577  005.72962454
112  34.80259354  005.72964453  34.80271795  005.72969785
111  34.80259354  005.72964453
111  34.80416616  005.73121122
111  34.80468658  005.73045465
111  34.80472314  005.73048803 20
111  34.80475738  005.73051951
111  34.80501297  005.73075941
112  34.80501297  005.73075941  34.80506981  005.73081875
112  34.80507289  005.73097155  34.80505665  005.73099557
111  34.80507289  005.73097155
111  34.80501395  005.73105384
112  34.80501395  005.73105384  34.80494898  005.73114708
111  34.80496079  005.73125405
111  34.80496162  005.73127850
111  34.80500354  005.73128099
111  34.80500825  005.73125004
112  34.80506972  005.73110309  34.80510981  005.73104409
111  34.80506972  005.73110309
111  34.80588702  005.72998972
111  34.80583510  005.72993450
111  34.80527112  005.73069632
112  34.80505615  005.73068625  34.80495290  005.73059017
111  34.80505615  005.73068625
111  34.80480669  005.73044627 20
111  34.80477140  005.73041232
111  34.80473788  005.73038007
111  34.80527840  005.72959427
111  34.80372717  005.72804061
112  34.80372717  005.72804061  34.80357472  005.72788101
111  34.80371506  005.72767630
111  34.80418094  005.72698975
112  34.80418094  005.72698975  34.80461852  005.72633741
111  34.80414676  005.72569140
111  34.80303126  005.72457311
111  34.80356988  005.72377466
111  34.80315199  005.72336752
111  34.80260643  005.72416897
112  34.80260643  005.72416897  34.80239247  005.72407940 102
112  34.80211438  005.72442110  34.80208763  005.72462467
111  34.80211438  005.72442110 102
111  34.80207018  005.72478028
112  34.80207018  005.72478028  34.80204566  005.72499742 102
111  34.80197854  005.72509137
111  34.80142776  005.72590050
112  34.80109439  005.72597809  34.80095638  005.72584520
111  34.80109439  005.72597809
111  34.79694256  005.72182433
111  34.79356212  005.72670660
111  34.79430573  005.72745560
111  34.79451354  005.72715291
111  34.79402546  005.72665670
111  34.79524352  005.72489491
111  34.79572305  005.72537408
111  34.79593015  005.72507068
111  34.79545186  005.72458959
111  34.79698385  005.72237496
111  34.79828472  005.72367912
112  34.79828472  005.72367912  34.79831681  005.72371168
111  34.79829880  005.72375259
111  34.79679567  005.72594318
111  34.79632454  005.72547008
111  34.79611745  005.72577347
111  34.79658852  005.72624612
111  34.79536852  005.72801994
111  34.79490700  005.72755366
111  34.79469921  005.72785633
111  34.79674469  005.72993289
111  34.79676314  005.73002749
111  34.79610388  005.73101543
111  34.79590378  005.73131530
111  34.79591547  005.73133157
111  34.79573416  005.73159664
111  34.79578155  005.73164428
111  34.79575908  005.73168337
111  34.79580807  005.73173261
111  34.79578881  005.73175997
111  34.79582787  005.73179923
111  34.79608553  005.73141855
111  34.79693825  005.73015387
111  34.79697665  005.73018916
111  34.80015965  005.72555530
111  34.80089126  005.72628538
112  34.80089126  005.72628538  34.80102605  005.72641827
111  34.80090524  005.72666810
111  34.79545919  005.73466861 102
112  34.79498440  005.73472253  34.79473477  005.73452440
111  34.79498440  005.73472253 102
111  34.79359437  005.73331943 102
111  34.79368797  005.73318373 102
111  34.79301476  005.73250419
111  34.79297056  005.73245957
111  34.79269263  005.73286503
111  34.79230937  005.73342413
111  34.79193024  005.73397721
111  34.79136724  005.73479852
112  34.79137148  005.73483687  34.79136117  005.73485257
111  34.79137148  005.73483687
111  34.79133949  005.73487759
111  34.79137887  005.73492350
112  34.79137887  005.73492350  34.79139047  005.73491250
111  34.79141074  005.73492514
111  34.79140429  005.73493614 102
111  34.79211910  005.73566732 102
111  34.79324017  005.73402267 102
112  34.79368367  005.73402439  34.79388872  005.73422794
111  34.79368367  005.73402439 102
111  34.79472954  005.73508009
112  34.79472954  005.73508009  34.79496356  005.73532978 102
111  34.79477664  005.73567131
111  34.78528463  005.74961555 102
112  34.78511576  005.74976347  34.78501515  005.74980342
111  34.78511576  005.74976347 102
111  34.78494538  005.74984020
112  34.78494538  005.74984020  34.78482310  005.74988920 102
112  34.78474890  005.75040166  34.78482629  005.75075218
113  34.78474890  005.75040166
111  34.80341614  005.72959898
112  34.80312863  005.72962341  34.80299936  005.72949041
111  34.80312863  005.72962341
111  34.80283889  005.72933027
112  34.80283889  005.72933027  34.80272522  005.72920270
111  34.80279877  005.72903984
111  34.80323561  005.72838570
112  34.80348969  005.72836941  34.80361896  005.72849427
111  34.80348969  005.72836941
111  34.80377943  005.72865712
112  34.80377943  005.72865712  34.80393322  005.72881455
113  34.80381064  005.72902898
111  34.80258604  005.72522479
112  34.80306894  005.72521574  34.80332153  005.72542610
111  34.80306894  005.72521574
111  34.80382115  005.72593503
112  34.80391030  005.72664527  34.80368557  005.72702528
111  34.80391030  005.72664527
111  34.80352212  005.72728087
111  34.79896547  005.73397677
111  34.79865592  005.73433803
112  34.79825608  005.73438515  34.79802134  005.73425478
111  34.79825608  005.73438515
111  34.79812839  005.73430975
111  34.79796072  005.73424536
111  34.79785624  005.73418253
111  34.79781626  005.73417153 3 102
111  34.79737386  005.73372075 102
111  34.79724488  005.73347101
112  34.79724488  005.73347101  34.79712364  005.73323384
111  34.79725648  005.73305479
111  34.80138206  005.72699363
112  34.80168879  005.72681378  34.80196303  005.72669073
112  34.80188965  005.72624790  34.80182711  005.72616880
113  34.80188965  005.72624790
111  34.79677375  005.73376812
112  34.79708764  005.73377491  34.79724179  005.73385407
111  34.79708764  005.73377491
111  34.79727337  005.73389704 3 102
111  34.79770984  005.73434034
111  34.79799349  005.73482562
112  34.79799616  005.73533696  34.79786110  005.73559914
111  34.79799616  005.73533696
111  34.79781429  005.73567894
111  34.79178339  005.74453405
112  34.79127783  005.74456481  34.79099552  005.74435131
111  34.79127783  005.74456481
111  34.79071664  005.74399192
111  34.79047733  005.74371174
112  34.79047733  005.74371174  34.79033023  005.74353262
111  34.79037704  005.74329380
111  34.79058431  005.74299256
113  34.79053305  005.74293286
111  34.78974212  005.74409725
111  34.78979026  005.74414284
111  34.78993736  005.74394419
112  34.79025295  005.74400932  34.79041075  005.74411679
111  34.79025295  005.74400932
111  34.79054448  005.74423728
111  34.79111950  005.74483324
112  34.79111950  005.74483324  34.79133881  005.74509702
111  34.79119439  005.74540640
111  34.78922200  005.74831519
112  34.78881896  005.74866121  34.78859831  005.74877256
111  34.78881896  005.74866121
111  34.78606828  005.74986883
112  34.78606828  005.74986883  34.78596799  005.74980099
113  34.78593270  005.74969470
111  34.78594696  005.75309178
112  34.78529438  005.75316016  34.78495739  005.75285080
111  34.78529438  005.75316016
111  34.78483971  005.75275636
111  34.78453749  005.75239164
112  34.78453749  005.75239164  34.78433155  005.75214741
111  34.78450004  005.75179898
111  34.78517135  005.75080903
112  34.78568486  005.75045733  34.78607267  005.75027823
111  34.78568486  005.75045733
111  34.78865091  005.74913520
113  34.78865626  005.74914497
111  34.78971630  005.74826507
111  34.79147614  005.74566955
112  34.79200035  005.74569560  34.79229450  005.74597111
111  34.79200035  005.74569560
111  34.79255665  005.74627203
112  34.79255665  005.74627203  34.79273050  005.74645441
112  34.79248712  005.74702433  34.79231327  005.74710249
113  34.79248712  005.74702433
111  34.79815793  005.73586523
111  34.79832732  005.73567794
112  34.79873741  005.73561281  34.79898481  005.73574037
111  34.79873741  005.73561281
111  34.79912968  005.73583265
111  34.79918540  005.73584894 3 102
111  34.80065416  005.73733087 3 102
112  34.80069873  005.73740687  34.80070131  005.73744372
111  34.80069873  005.73740687 3 102
111  34.80083023  005.73932309
112  34.80074331  005.73946152  34.80066976  005.73946966
111  34.80074331  005.73946152
111  34.79852345  005.73970037
112  34.79729540  005.74033819  34.79685187  005.74092987
111  34.79729540  005.74033819
111  34.79541654  005.74291385
112  34.79516915  005.74454227  34.79543936  005.74544028
111  34.79516915  005.74454227
111  34.79546335  005.74550032
112  34.79546335  005.74550032  34.79550373  005.74564808
111  34.79542947  005.74572396
111  34.79389892  005.74640094
111  34.79364217  005.74644654
112  34.79304040  005.74630649  34.79282483  005.74610718
111  34.79304040  005.74630649
111  34.79218455  005.74545974
112  34.79218455  005.74545974  34.79189035  005.74516338
113  34.79208559  005.74477583
111  34.78739617  005.75527587
112  34.78731866  005.75528417  34.78728193  005.75525130
111  34.78731866  005.75528417
111  34.78590265  005.75382867
112  34.78590265  005.75382867  34.78584809  005.75377005
112  34.78595377  005.75363949  34.78605968  005.75360823
111  34.78623522  005.75338332
111  34.78657797  005.75287982
112  34.78662588  005.75288397  34.78664148  005.75290297
111  34.78662588  005.75288397
111  34.78708069  005.75334173
111  34.78728689  005.75303744
111  34.78682971  005.75257968
112  34.78682971  005.75257968  34.78681633  005.75256069
111  34.78682631  005.75251500
111  34.78744540  005.75160554
112  34.78751403  005.75162168  34.78754077  005.75164882
111  34.78751403  005.75162168
111  34.78819603  005.75228926
111  34.78840192  005.75198466
111  34.78771991  005.75131707
112  34.78771991  005.75131707  34.78769539  005.75129265
111  34.78770905  005.75121824
111  34.78832043  005.75032012
112  34.78838366  005.75030700  34.78841487  005.75033685
111  34.78838366  005.75030700
111  34.78884017  005.75075101
111  34.78904545  005.75044580
111  34.78858599  005.75000122
112  34.78858599  005.75000122  34.78856148  005.74997408
111  34.78857186  005.74995076
111  34.78920395  005.74902221
112  34.78926887  005.74902893  34.78929116  005.74905335
111  34.78926887  005.74902893
111  34.78995490  005.74972802
111  34.79015522  005.74941796
111  34.78959947  005.74886157
112  34.78959947  005.74886157  34.78954301  005.74879176
111  34.78963722  005.74869004
111  34.79258669  005.74738087
112  34.79258669  005.74738087  34.79268618  005.74733549
112  34.79267705  005.74755102  34.79260323  005.74764872
111  34.79267705  005.74755102
111  34.79095420  005.75009456
112  34.79085890  005.75009329  34.79081600  005.75005107
111  34.79085890  005.75009329
111  34.79055829  005.74980426
111  34.79035799  005.75011431
111  34.79065752  005.75040387
112  34.79065752  005.75040387  34.79070265  005.75044963
111  34.79066745  005.75051014
111  34.79009989  005.75135956
112  34.78997829  005.75137473  34.78993149  005.75133402
111  34.78997829  005.75137473
111  34.78944223  005.75084164
111  34.78923697  005.75114684
111  34.78978502  005.75170188
112  34.78978502  005.75170188  34.78982068  005.75173715
111  34.78979889  005.75180264
111  34.78919385  005.75266528
112  34.78909254  005.75267548  34.78906388  005.75264776
111  34.78909254  005.75267548
111  34.78879790  005.75238166
111  34.78859204  005.75268626
111  34.78889663  005.75299424
112  34.78889663  005.75299424  34.78892560  005.75302409
111  34.78890721  005.75309518
111  34.78829369  005.75398060
112  34.78824421  005.75397823  34.78822638  005.75395923
111  34.78824421  005.75397823
111  34.78768247  005.75343505
111  34.78747629  005.75373933
111  34.78802373  005.75429816
112  34.78802373  005.75429816  34.78803488  005.75431173
113  34.78802635  005.75436641
111  34.79984565  005.72524580
112  34.79984565  005.72524580  34.79989380  005.72529661
111  34.79986294  005.72536515
111  34.79924973  005.72626313
111  34.79871876  005.72572294
111  34.79851036  005.72602500
111  34.79904344  005.72657018
111  34.79780229  005.72838798
111  34.79727309  005.72785143
111  34.79706568  005.72815450
111  34.79759120  005.72869567
111  34.79697140  005.72960904
111  34.79562073  005.72827488
111  34.79626219  005.72733950
111  34.79667171  005.72775447
111  34.79687914  005.72745140
111  34.79651557  005.72707701
111  34.79651600  005.72696651
111  34.79771805  005.72521425
111  34.79811769  005.72562306
111  34.79832611  005.72532099
111  34.79795604  005.72494313
111  34.79794343  005.72488763
113  34.79857613  005.72397006
111  34.79588234  005.74552188
112  34.79567052  005.74542026  34.79564484  005.74535773
111  34.79567052  005.74542026
111  34.79542018  005.74456437
112  34.79542018  005.74456437  34.79533032  005.74421263
111  34.79567052  005.74400159
111  34.79579146  005.74391804
112  34.79594266  005.74397292  34.79597168  005.74405800
111  34.79594266  005.74397292
111  34.79599666  005.74414754
111  34.79619671  005.74404841
111  34.79612745  005.74382669
112  34.79612745  005.74382669  34.79610596  005.74375078
111  34.79616592  005.74365932
111  34.79725183  005.74290908
112  34.79737371  005.74298432  34.79740157  005.74306913
111  34.79737371  005.74298432
111  34.79758239  005.74368229
111  34.79778432  005.74358899
111  34.79756955  005.74286588
112  34.79756955  005.74286588  34.79754633  005.74278295
111  34.79761212  005.74266015
111  34.79860073  005.74197712
112  34.79869108  005.74204224  34.79871796  005.74213255
111  34.79869108  005.74204224
111  34.79879655  005.74240035
111  34.79899848  005.74230706
111  34.79888388  005.74192049
112  34.79888388  005.74192049  34.79885701  005.74182625
111  34.79892488  005.74176217
112  34.79957319  005.74150031  34.79980748  005.74146123
111  34.79957319  005.74150031
111  34.80005782  005.74144169
112  34.80022317  005.74155897  34.80026031  005.74167394
111  34.80022317  005.74155897
111  34.80041150  005.74220510
111  34.80061374  005.74211279
111  34.80044520  005.74153454
112  34.80044520  005.74153454  34.80041733  005.74144407
111  34.80051997  005.74138697
111  34.80079919  005.74137916
112  34.80079919  005.74137916  34.80089869  005.74138306
111  34.80095967  005.74145732 3 102
111  34.80097571  005.74158631 3 102
111  34.80136405  005.74153550
111  34.80144108  005.74154332
111  34.80165611  005.74151205
111  34.80172351  005.74152377
111  34.80179733  005.74151986
111  34.80179413  005.74147177 3 102
111  34.80174277  005.74069909
112  34.80174277  005.74069909  34.80172030  005.74038250
111  34.80207013  005.74027306 3 102
111  34.80258364  005.74028087
112  34.80258364  005.74028087  34.80264783  005.74028478
112  34.80288532  005.74082025  34.80288212  005.74105476
111  34.80288532  005.74082025
111  34.80285965  005.74180910
112  34.80285965  005.74180910  34.80279546  005.74236410
111  34.80249056  005.74259080
111  34.80118673  005.74316737
111  34.80118241  005.74315657
111  34.80110090  005.74317377
112  34.80089468  005.74304212  34.80084205  005.74288002
111  34.80089468  005.74304212
111  34.80072744  005.74248223
111  34.80052520  005.74257455
111  34.80070406  005.74317958
112  34.80070406  005.74317958  34.80073037  005.74327382
111  34.80063183  005.74341524
111  34.79963424  005.74385772
112  34.79942605  005.74370837  34.79939739  005.74361456
111  34.79942605  005.74370837
111  34.79911340  005.74267593
111  34.79891146  005.74276923
111  34.79924749  005.74386131
112  34.79924749  005.74386131  34.79925734  005.74389949
111  34.79913771  005.74407796
111  34.79821775  005.74448601
112  34.79802025  005.74436882  34.79798311  005.74425573
111  34.79802025  005.74436882
111  34.79789923  005.74395786
111  34.79769730  005.74405116
111  34.79781951  005.74446926
112  34.79781951  005.74446926  34.79784582  005.74456161
111  34.79776715  005.74468669
111  34.79669533  005.74516163
112  34.79651630  005.74504304  34.79648835  005.74498152
111  34.79651630  005.74504304
111  34.79631881  005.74441384
111  34.79611876  005.74451297
111  34.79630985  005.74512242
112  34.79630985  005.74512242  34.79632812  005.74518525
113  34.79626180  005.74535373
111  34.80093473  005.74100600
112  34.80083443  005.74111230  34.80074900  005.74111909
111  34.80083443  005.74111230
111  34.79978134  005.74119825
112  34.79966619  005.74106480  34.79965876  005.74094493
111  34.79966619  005.74106480
111  34.79964996  005.74080973
111  34.79943510  005.74083650
111  34.79945260  005.74112587
112  34.79945260  005.74112587  34.79945631  005.74122313
111  34.79938016  005.74129098
112  34.79866695  005.74161894  34.79852208  005.74171394
111  34.79866695  005.74161894
111  34.79819868  005.74194424
112  34.79808237  005.74185252  34.79807308  005.74172360
111  34.79808237  005.74185252
111  34.79803528  005.74110016
111  34.79782030  005.74112547
111  34.79787401  005.74198626
112  34.79787401  005.74198626  34.79788144  005.74211518
111  34.79781630  005.74220987
111  34.79708453  005.74271981
112  34.79692092  005.74268125  34.79688563  005.74257269
111  34.79692092  005.74268125
111  34.79685237  005.74242929
111  34.79664927  005.74251875
111  34.79672913  005.74280764
112  34.79672913  005.74280764  34.79675699  005.74290941
111  34.79666477  005.74301264
111  34.79553553  005.74380153
112  34.79534794  005.74398473  34.79529036  005.74408198
111  34.79534794  005.74398473
112  34.79534794  005.74398473  34.79531079  005.74404579
111  34.79530894  005.74399604
112  34.79559310  005.74305291  34.79584384  005.74272496
111  34.79559310  005.74305291
111  34.79639275  005.74196269
112  34.79650041  005.74200333  34.79651713  005.74205082
111  34.79650041  005.74200333
111  34.79653908  005.74214775
111  34.79674218  005.74205829
111  34.79666019  005.74175918
112  34.79666019  005.74175918  34.79663791  005.74167097
111  34.79670962  005.74152843
111  34.79742813  005.74054013
112  34.79767886  005.74029359  34.79780702  005.74019181
111  34.79767886  005.74029359
