A
1000 Generated by InfiniteFlight-AirportParser

1       68 1 0 EBGB Grimbergen
100   29.87   3   0 0.00 0 2 1 01   50.94588420  004.39097591    0.00    0.00 1  0 0 0 19   50.95130818  004.39264991    0.00    0.00 1  0 0 0
100   39.01   3   0 0.00 0 2 0 02   50.94582907  004.39103085    0.00    0.00 1  0 0 0 20   50.95142388  004.39267515    0.00    0.00 1  0 0 0
110   2 0.00   0.00 HangarApron
111  50.94856683  004.39571947 
111  50.94850230  004.39571452 
111  50.94850254  004.39557018 
114  50.94850254  004.39557018  50.94850515  004.39551329 
111  50.94839571  004.39555353 
111  50.94839611  004.39572653 
111  50.94827982  004.39572541 
111  50.94827837  004.39583601 
111  50.94824489  004.39583494 
113  50.94824811  004.39548941 
111  50.94882741  004.39456347 
112  50.94882741  004.39456347  50.94883849  004.39457899 
112  50.94882441  004.39467106  50.94878139  004.39471865 
111  50.94882441  004.39467106 
111  50.94875637  004.39467876 
113  50.94874563  004.39449706 
111  50.95244154  004.39237028 
111  50.95288172  004.39306422 
111  50.95132489  004.39257018 
111  50.95239030  004.39234224 
114  50.95239030  004.39234224  50.95241471  004.39234020 
110   3 0.00   0.00 GrassWayHangar
111  50.94580117  004.39252445 
112  50.94580117  004.39252445  50.94554614  004.39288683 
111  50.94546952  004.39327787 
111  50.94567136  004.39325573 
112  50.94595483  004.39270245  50.94612132  004.39247391 
111  50.94595483  004.39270245 
111  50.94682302  004.39147588 
113  50.94655179  004.39139695 
110   3 0.00   0.00 GrassWayMain
111  50.94830120  004.39193994 
111  50.94792739  004.39269857 
111  50.94911286  004.39272611 
112  50.94898010  004.39258043  50.94892132  004.39256043 
111  50.94898010  004.39258043 
111  50.94867836  004.39256061 
112  50.94861568  004.39249097  50.94860833  004.39242100 
111  50.94861568  004.39249097 
113  50.94863786  004.39204289 
110   2 0.00   0.00 FuelApron
111  50.94848501  004.39424713 
111  50.94865214  004.39424178 
111  50.94864052  004.39402149 
113  50.94849221  004.39402778 
110   1 0.00   0.00 AHouse
111  50.94443565  004.39350932 
111  50.94445294  004.39375912 
111  50.94453130  004.39374756 
112  50.94453130  004.39374756  50.94457136  004.39374242 
111  50.94457947  004.39384014 
113  50.94458363  004.39347635 
110   2 0.00   0.00 ApronHangar
111  50.94366327  004.39121457 
111  50.94363516  004.39108973 
111  50.94355997  004.39113091 
111  50.94361781  004.39138870 
111  50.94378943  004.39130787 
113  50.94375908  004.39116558 
110   5 0.00   0.00 ParkingBar
111  50.94818862  004.39518302 
112  50.94818862  004.39518302  50.94814570  004.39511055 
111  50.94795866  004.39509251 
112  50.94795866  004.39509251  50.94788180  004.39509251 
111  50.94786006  004.39510977 
111  50.94786547  004.39522026 
113  50.94816162  004.39531304 
120 Linear Feature 10
111  50.94906779  004.39272391   4 
115  50.94906783  004.39282251 
120 Linear Feature 7
111  50.94863123  004.39315687   1 
112  50.94860007  004.39322040  50.94856721  004.39322323 
111  50.94860007  004.39322040   1 
111  50.94851011  004.39322288   1 
112  50.94848385  004.39328145  50.94848188  004.39334527 
111  50.94848385  004.39328145   1 
111  50.94845267  004.39396482 
112  50.94845267  004.39396482  50.94843276  004.39403057   1 
112  50.94829003  004.39416622  50.94818014  004.39418357 
111  50.94829003  004.39416622   1 
115  50.94711698  004.39419152 
120 Linear Feature 6
111  50.94862758  004.39304410   1 
111  50.94863179  004.39317208   1 
111  50.94868178  004.39401401   1 
112  50.94862662  004.39412940  50.94857628  004.39414304 
111  50.94862662  004.39412940   1 
115  50.94835655  004.39413854 
120 Linear Feature 11
111  50.94980777  004.39274046   4 
115  50.94981534  004.39282563 
120 Linear Feature 5
111  50.94860183  004.39304247   4 
115  50.94865765  004.39303417 
120 190Hold
111  50.95127673  004.39290193   4 
115  50.95133967  004.39239698 
120 1Hold
111  50.94594169  004.39073531   4 
115  50.94587953  004.39122832 
120 Linear Feature 4
111  50.94362030  004.39049622   4 
115  50.94368020  004.39052068 
14   50.94833969  004.39577322   49 0 Tower Viewpoint
15   50.94807996  004.39427344 270.00 Custom Starting Point
18   50.94877671  004.39122422 1 BCN
19   50.94767973  004.39215934 1 WS
19   50.94639391  004.39027183 1 WS
19   50.95123829  004.39307045 1 WS
50 12780 Brussels Volmet
51 11950 Grimbergen Radio
52 12662 Brussels Departure

