I
1050 Generated by WorldEditor 2.1.0r1

1    455 1 0 SCFA Andres Sabella Aeroporto / Cerro Moreno Airbase
1302 city Antofagasta
111 -23.43437752 -070.43908579
111 -23.43443888 -070.43890286
111 -23.43444751 -070.43890618
111 -23.43429093 -070.43936075
111 -23.43445308 -070.43942313
111 -23.43460966 -070.43896856
111 -23.43462186 -070.43897326
111 -23.43453770 -070.43923183
111 -23.43455763 -070.43923648
111 -23.43444535 -070.43958142
111 -23.43446200 -070.43958833
111 -23.43439795 -070.43978847
111 -23.43454511 -070.43984954
111 -23.43450667 -070.43996745
111 -23.43458664 -070.44000064
111 -23.43462508 -070.43988273
111 -23.43476750 -070.43994184
111 -23.43483155 -070.43974170
111 -23.43484534 -070.43974742
111 -23.43492079 -070.43953798 3
111 -23.43572347 -070.43986021
113 -23.43573482 -070.43981683
110 2 0.00 84.0000 New Taxiway 58
111 -23.44698837 -070.44117733
111 -23.44687556 -070.44223181
111 -23.44685308 -070.44244193
111 -23.44733040 -070.44249591
111 -23.44754128 -070.44251976
111 -23.44756436 -070.44252237
111 -23.44756231 -070.44253354
112 -23.44756231 -070.44253354 -23.44759716 -070.44253801
112 -23.44755001 -070.44266536 -23.44748442 -070.44268771
111 -23.44755001 -070.44266536 3 102
111 -23.44689255 -070.44285927 3 102
111 -23.44661819 -070.44294019 3 102
111 -23.44635924 -070.44301656 3 102
111 -23.44609477 -070.44309456 3 102
111 -23.44604805 -070.44310834
111 -23.44592042 -070.44314573
111 -23.44592657 -070.44319265
111 -23.44704781 -070.44332224
111 -23.44705191 -070.44329542
112 -23.44705191 -070.44329542 -23.44697675 -070.44325446
112 -23.44707036 -070.44305636 -23.44717056 -070.44300213
111 -23.44707036 -070.44305636
112 -23.44707036 -070.44305636 -23.44708856 -070.44304682 3 102
111 -23.44711819 -070.44303411 3 102
111 -23.44763577 -070.44288237
111 -23.44823260 -070.44270334
112 -23.44823260 -070.44270334 -23.44827359 -070.44269441
111 -23.44834124 -070.44269217
111 -23.44841913 -070.44269441
111 -23.44842323 -070.44263408
111 -23.44956292 -070.44277037
111 -23.44955912 -070.44280524
111 -23.44961102 -070.44281152
111 -23.44960741 -070.44284471
111 -23.44966095 -070.44285099
111 -23.44965314 -070.44292279
111 -23.44970504 -070.44292997
111 -23.44969604 -070.44301267
111 -23.44969397 -070.44303166
111 -23.44974587 -070.44303885
111 -23.44970730 -070.44339336
111 -23.44965540 -070.44338618
111 -23.44963956 -070.44353180
111 -23.44958766 -070.44352462
111 -23.44958414 -070.44355692
111 -23.44953060 -070.44355064
111 -23.44952688 -070.44358480
111 -23.44947498 -070.44357852
111 -23.44947067 -070.44361718
111 -23.45011226 -070.44369314
111 -23.45011538 -070.44365435
111 -23.45005949 -070.44364820
111 -23.45006196 -070.44361497
111 -23.44999271 -070.44360735
111 -23.44999354 -070.44359029
111 -23.44995977 -070.44358657
111 -23.44997130 -070.44343033
111 -23.44992163 -070.44342503
111 -23.45004200 -070.44228517
111 -23.45005124 -070.44219766
113 -23.45011841 -070.44156161
110 2 0.00 84.0000 New Taxiway 57
111 -23.44703884 -070.44111572
111 -23.44699862 -070.44100976
111 -23.44701092 -070.44088240
111 -23.44695352 -070.44087570
111 -23.44694122 -070.44100529
113 -23.44697211 -070.44110759
110 2 0.00 84.0000 New Taxiway 56
111 -23.44721140 -070.44113677
111 -23.44720962 -070.44108589
111 -23.44723230 -070.44089358
111 -23.44712981 -070.44088240
111 -23.44711726 -070.44099922
111 -23.44716646 -070.44100369
111 -23.44715861 -070.44107680
113 -23.44714741 -070.44112897
110 2 0.00 84.0000 New Taxiway 54
111 -23.45343973 -070.44189635
111 -23.45347663 -070.44147853
111 -23.45325156 -070.44145108
113 -23.45321466 -070.44186891
110 2 0.00 84.0000 New Taxiway 54
111 -23.45454731 -070.44203433
111 -23.45456986 -070.44175057
111 -23.45440343 -070.44173021
111 -23.45438353 -070.44198060
113 -23.45438088 -070.44201398
110 2 0.00 84.0000 New Taxiway 54
111 -23.45424201 -070.44196185
111 -23.45427276 -070.44158647
111 -23.45409261 -070.44156444
113 -23.45406187 -070.44193982
110 2 0.00 84.0000 New Taxiway 53
111 -23.45396353 -070.44196206
111 -23.45399796 -070.44156069
111 -23.45392212 -070.44155398
113 -23.45387760 -070.44195019
110 2 0.00 84.0000 New Taxiway 52
111 -23.45354492 -070.44190918
111 -23.45356751 -070.44169698
111 -23.45350191 -070.44168805
113 -23.45348126 -070.44190142
110 2 0.00 84.0000 New Taxiway 51
111 -23.45332570 -070.44226139
111 -23.45334617 -070.44201074
111 -23.45329616 -070.44200655
111 -23.45327643 -070.44223100
113 -23.45324621 -070.44225297
110 2 0.00 84.0000 New Taxiway 50
111 -23.43167876 -070.44516539
111 -23.43197086 -070.44481912
111 -23.43199819 -070.44482656
111 -23.43275491 -070.44397391
111 -23.43294281 -070.44389758
111 -23.43294793 -070.44387896
111 -23.43404287 -070.44401300
111 -23.43409582 -070.44353455
111 -23.43316829 -070.44341912
112 -23.43316829 -070.44341912 -23.43314019 -070.44341541 3 102
112 -23.43308800 -070.44339565 -23.43306268 -070.44338393
111 -23.43308800 -070.44339565
112 -23.43308800 -070.44339565 -23.43304520 -070.44337583 3 102
112 -23.43297424 -070.44330742 -23.43294168 -070.44326940
111 -23.43297424 -070.44330742
112 -23.43297424 -070.44330742 -23.43294615 -070.44327462 3 102
112 -23.43290399 -070.44319386 -23.43288556 -070.44315158
111 -23.43290399 -070.44319386
112 -23.43290399 -070.44319386 -23.43288537 -070.44315116 3 102
112 -23.43286530 -070.44305609 -23.43285844 -070.44300759
111 -23.43286530 -070.44305609
112 -23.43286530 -070.44305609 -23.43285880 -070.44301011 3 102
112 -23.43286378 -070.44291460 -23.43286955 -070.44286681
111 -23.43286378 -070.44291460
112 -23.43286378 -070.44291460 -23.43286922 -070.44286953 3 102
112 -23.43289822 -070.44278056 -23.43291598 -070.44273673
111 -23.43289822 -070.44278056
112 -23.43289822 -070.44278056 -23.43291385 -070.44274199 3 102
112 -23.43296068 -070.44266886 -23.43298685 -070.44263327
111 -23.43296068 -070.44266886
112 -23.43296068 -070.44266886 -23.43297861 -070.44264447 3 102
111 -23.43302240 -070.44259876 3 102
111 -23.43304359 -070.44257950
111 -23.43290694 -070.44240822 3 102
111 -23.43288897 -070.44242358 3 102
111 -23.43250210 -070.44275450 3 102
111 -23.43247648 -070.44300955 3 102
111 -23.43274466 -070.44336699
111 -23.43275662 -070.44337072
111 -23.43270879 -070.44385290
111 -23.43263875 -070.44393481
111 -23.43201015 -070.44463667
111 -23.43188887 -070.44465529
111 -23.43168066 -070.44489384
111 -23.43158743 -070.44500066
113 -23.43155578 -070.44503693
110 2 0.00 84.0000 New Taxiway 49
111 -23.43184218 -070.44524420
111 -23.43195720 -070.44511699
111 -23.43190054 -070.44506331
113 -23.43179350 -070.44519083
110 2 0.00 84.0000 New Taxiway 48
111 -23.43431441 -070.44424330
111 -23.43432295 -070.44423585
112 -23.43432295 -070.44423585 -23.43434345 -070.44407388
111 -23.43449206 -070.44407947
111 -23.43449547 -070.44407016
111 -23.43409406 -070.44402176
111 -23.43409406 -070.44403293
112 -23.43420509 -070.44423585 -23.43419142 -070.44439038
111 -23.43420509 -070.44423585
111 -23.43421363 -070.44423213
111 -23.43417092 -070.44461937
111 -23.43415384 -070.44461006
111 -23.43411626 -070.44465102
111 -23.43405818 -070.44467894
111 -23.43402402 -070.44468825
111 -23.43397961 -070.44469942
111 -23.43393349 -070.44469197
111 -23.43390445 -070.44498426
111 -23.43379854 -070.44497495
111 -23.43377463 -070.44526166
111 -23.43388566 -070.44527841
111 -23.43388054 -070.44535474
111 -23.43398132 -070.44536405
111 -23.43398473 -070.44530261
111 -23.43409406 -070.44531378
111 -23.43409747 -070.44530075
113 -23.43420509 -070.44531192
110 2 0.00 84.0000 New Taxiway 47
111 -23.43431013 -070.44227595
111 -23.43464015 -070.44230723
112 -23.43464015 -070.44230723 -23.43466352 -070.44214628
111 -23.43451618 -070.44211099
113 -23.43433000 -070.44209280
110 2 0.00 84.0000 New Taxiway 46
111 -23.43614849 -070.44102389
112 -23.43614849 -070.44102389 -23.43623190 -070.44112076
112 -23.43630305 -070.44093854 -23.43628330 -070.44084951
112 -23.43613141 -070.44097726 -23.43612519 -070.44111367
113 -23.43613141 -070.44097726
110 2 0.00 84.0000 New Taxiway 46
111 -23.43529823 -070.44033139
112 -23.43529823 -070.44033139 -23.43538842 -070.44024203
112 -23.43522239 -070.44016160 -23.43514040 -070.44018171
112 -23.43525519 -070.44034927 -23.43538022 -070.44035820
113 -23.43525519 -070.44034927
110 2 0.00 84.0000 New Taxiway 42
111 -23.43540106 -070.44109613
111 -23.43563890 -070.44068156
112 -23.43550936 -070.44065310 -23.43542532 -070.44061065
111 -23.43550936 -070.44065310
111 -23.43543935 -070.44077803
111 -23.43540527 -070.44083885
111 -23.43532283 -070.44098598
114 -23.43532283 -070.44098598 -23.43539047 -070.44104630
110 1 0.00 84.0000 main
111 -23.45616346 -070.44676724
111 -23.45621810 -070.44620952
111 -23.45287922 -070.44578534
111 -23.45288168 -070.44575584
111 -23.45266773 -070.44572866
111 -23.45266527 -070.44575816
111 -23.45241323 -070.44572613
111 -23.45245359 -070.44523215
111 -23.45235395 -070.44521974
111 -23.45234256 -070.44520112
112 -23.45240520 -070.44459908 -23.45243367 -070.44436168
111 -23.45270840 -070.44434461
111 -23.45426155 -070.44452495
112 -23.45447801 -070.44474213 -23.45450015 -070.44493786
111 -23.45449769 -070.44494323
111 -23.45493552 -070.44500490
111 -23.45516674 -070.44465633
111 -23.45520856 -070.44422465
111 -23.45234148 -070.44387159
112 -23.45232507 -070.44378069 -23.45233019 -070.44371553
111 -23.45232507 -070.44378069
111 -23.45236847 -070.44336127
111 -23.45245182 -070.44250997
112 -23.45245182 -070.44250997 -23.45250648 -070.44223440
111 -23.45275025 -070.44225263
111 -23.45422492 -070.44241150
111 -23.45426238 -070.44206495
111 -23.45457373 -070.44209869
111 -23.45458136 -070.44203850
111 -23.45454731 -070.44203433
111 -23.45438088 -070.44201398
111 -23.45438353 -070.44198060
111 -23.45424201 -070.44196185
111 -23.45406187 -070.44193982
111 -23.45402191 -070.44193493
111 -23.45401945 -070.44196979
111 -23.45396353 -070.44196206
111 -23.45387760 -070.44195019
111 -23.45385062 -070.44194646
111 -23.45385308 -070.44192770
111 -23.45382060 -070.44192373
111 -23.45361896 -070.44189914
111 -23.45358680 -070.44189522
111 -23.45358434 -070.44191399
111 -23.45354492 -070.44190918
111 -23.45348126 -070.44190142
111 -23.45343973 -070.44189635
111 -23.45321466 -070.44186891
111 -23.45243814 -070.44177420
112 -23.45241313 -070.44174522 -23.45241559 -070.44171841
111 -23.45241313 -070.44174522
111 -23.45243281 -070.44152536
111 -23.45238863 -070.44151939
111 -23.45236895 -070.44173925
112 -23.45236895 -070.44173925 -23.45236137 -070.44175802
111 -23.45233506 -070.44176163
111 -23.44995589 -070.44147148
111 -23.44794365 -070.44122607
111 -23.44790730 -070.44122164
112 -23.44788552 -070.44119455 -23.44788798 -070.44117310
111 -23.44788552 -070.44119455
111 -23.44791012 -070.44098274
111 -23.44775452 -070.44096377
111 -23.44772992 -070.44117558
112 -23.44772992 -070.44117558 -23.44772500 -070.44119434
111 -23.44769321 -070.44119553
111 -23.44743760 -070.44116436
111 -23.44746220 -070.44092037
111 -23.44729933 -070.44090051
111 -23.44727474 -070.44114449
111 -23.44721140 -070.44113677
111 -23.44714741 -070.44112897
111 -23.44703884 -070.44111572
111 -23.44697211 -070.44110759
111 -23.44623176 -070.44101340
112 -23.44620714 -070.44095199 -23.44620714 -070.44091714
111 -23.44623233 -070.44089010
111 -23.44627153 -070.44087635
111 -23.44645958 -070.44090363
111 -23.44647106 -070.44084148
111 -23.44573118 -070.44074925
111 -23.44575230 -070.44050542
111 -23.44569975 -070.44050089
111 -23.44567480 -070.44073479
111 -23.44536662 -070.44070113
111 -23.44535659 -070.44071596
111 -23.44532826 -070.44071443
111 -23.44531315 -070.44086722
111 -23.44541030 -070.44100697
111 -23.44529418 -070.44220400
112 -23.44529418 -070.44220400 -23.44526596 -070.44242936
111 -23.44512024 -070.44260250
111 -23.44485124 -070.44295027
111 -23.44287537 -070.44270576
111 -23.44180830 -070.44257371
111 -23.44175661 -070.44249121
111 -23.44164258 -070.44243855
111 -23.44149168 -070.44214046
111 -23.44142369 -070.44211309 3 102
111 -23.44128021 -070.44205535 3 102
111 -23.44078177 -070.44185475 3
111 -23.44061532 -070.44178777 3 102
112 -23.44057330 -070.44173117 -23.44056135 -070.44169580
111 -23.44057330 -070.44173117
111 -23.44041827 -070.44167274
112 -23.44041827 -070.44167274 -23.44039265 -070.44168577 3 102
111 -23.44033380 -070.44168744 3
111 -23.44015357 -070.44161414
111 -23.44012439 -070.44155305
111 -23.43573482 -070.43981683
111 -23.43572347 -070.43986021 3
111 -23.43577611 -070.43988461
111 -23.43571464 -070.44008831
111 -23.43577826 -070.44011765
112 -23.43577826 -070.44011765 -23.43590617 -070.44017931
111 -23.43588476 -070.44036910 3
111 -23.43576693 -070.44057325
111 -23.43572652 -070.44057639
111 -23.43571121 -070.44060204
111 -23.43566969 -070.44067164
111 -23.43563890 -070.44068156
111 -23.43540106 -070.44109613
111 -23.43539449 -070.44113293
111 -23.43533952 -070.44122506
111 -23.43534693 -070.44124921
111 -23.43525750 -070.44139599
111 -23.43513896 -070.44159058
111 -23.43495945 -070.44171445
111 -23.43483180 -070.44171550
111 -23.43368841 -070.44157459
111 -23.43243803 -070.44268491
111 -23.43246878 -070.44272959
111 -23.43240728 -070.44326576
111 -23.43195223 -070.44322555
111 -23.43189688 -070.44381980
111 -23.43265284 -070.44389445
111 -23.45261893 -070.44633413
111 -23.45261647 -070.44636362
111 -23.45281811 -070.44638826
113 -23.45282057 -070.44635877
111 -23.44654364 -070.44112007
111 -23.44686286 -070.44116051
111 -23.44688801 -070.44120319
111 -23.44684469 -070.44162225
113 -23.44649440 -070.44157523 3
111 -23.44543403 -070.44262221
112 -23.44536571 -070.44220701 -23.44537937 -070.44202641
111 -23.44536571 -070.44220701
111 -23.44546307 -070.44125559
111 -23.44548015 -070.44121836
111 -23.44564755 -070.44103589 3
111 -23.44558948 -070.44159818 3
111 -23.44585406 -070.44163150 3
112 -23.44595331 -070.44176575 -23.44594477 -070.44187187
111 -23.44595331 -070.44176575 3
111 -23.44587231 -070.44256628 3
111 -23.44582520 -070.44303182
111 -23.44578079 -070.44306347
113 -23.44563730 -070.44304858
111 -23.44494721 -070.44297224
112 -23.44493525 -070.44293687 -23.44494891 -070.44291452
111 -23.44493525 -070.44293687
111 -23.44517268 -070.44263152
112 -23.44517268 -070.44263152 -23.44522564 -070.44256263
111 -23.44526322 -070.44249374
111 -23.44530763 -070.44237830
111 -23.44531275 -070.44237830
111 -23.44533325 -070.44250119
112 -23.44537937 -070.44265014 -23.44540841 -070.44271344
111 -23.44537937 -070.44265014
111 -23.44553823 -070.44300017
112 -23.44553823 -070.44300017 -23.44555531 -070.44303368
113 -23.44552798 -070.44303554
111 -23.44609033 -070.44178849
112 -23.44609033 -070.44178849 -23.44610673 -070.44165667 3
111 -23.44618858 -070.44167362 3
111 -23.44647979 -070.44171029 3
111 -23.44648512 -070.44166103
111 -23.44683583 -070.44170798
111 -23.44675037 -070.44253474
111 -23.44738990 -070.44259730
111 -23.44740220 -070.44261964
111 -23.44596551 -070.44304183 3 102
112 -23.44596119 -070.44299052 -23.44596233 -070.44296355
111 -23.44596119 -070.44299052 3
113 -23.44600568 -070.44257942 3
111 -23.44713254 -070.44322658
112 -23.44713254 -070.44322658 -23.44707958 -070.44321913
112 -23.44713083 -070.44313349 -23.44718207 -070.44312045
111 -23.44713083 -070.44313349
111 -23.44818647 -070.44282069
111 -23.44832654 -070.44278903
111 -23.44864768 -070.44276297
111 -23.44950689 -070.44288213
112 -23.44963500 -070.44310556 -23.44961621 -070.44329734
111 -23.44963500 -070.44310556
111 -23.44960767 -070.44339788
112 -23.44960767 -070.44339788 -23.44959229 -070.44350587
113 -23.44943002 -070.44349843
111 -23.45363027 -070.44197982
111 -23.45372593 -070.44203381
111 -23.45370372 -070.44230194
111 -23.45332570 -070.44226139
111 -23.45324621 -070.44225297
111 -23.45275910 -070.44220139
112 -23.45240893 -070.44250676 -23.45237477 -070.44284750
111 -23.45240893 -070.44250676
111 -23.45231600 -070.44335590
111 -23.45227057 -070.44377104
112 -23.45227057 -070.44377104 -23.45225977 -070.44383062
111 -23.45222445 -070.44385110
111 -23.45015244 -070.44359601
112 -23.45002262 -070.44344147 -23.45002946 -070.44330927
111 -23.45002262 -070.44344147
111 -23.45020881 -070.44157208
111 -23.45328758 -070.44193898
111 -23.45329583 -070.44197118
111 -23.45329616 -070.44200655
111 -23.45334617 -070.44201074
113 -23.45335707 -070.44194726
111 -23.45381925 -070.44201329
111 -23.45396273 -070.44202818
111 -23.45401227 -070.44206356
111 -23.45398835 -070.44230003
112 -23.45398835 -070.44230003 -23.45398323 -070.44233355
111 -23.45392857 -070.44232796
111 -23.45379533 -070.44231121
113 -23.45379802 -070.44227767
111 -23.44625178 -070.44496414
112 -23.44610665 -070.44475502 -23.44609681 -070.44461292
111 -23.44610665 -070.44475502
111 -23.44606483 -070.44378178
112 -23.44606483 -070.44378178 -23.44606237 -070.44358874
111 -23.44623702 -070.44355388
111 -23.45177147 -070.44424562
112 -23.45201991 -070.44458077 -23.45199039 -070.44490519
111 -23.45201991 -070.44458077
111 -23.45193628 -070.44533151
112 -23.45193628 -070.44533151 -23.45190184 -070.44554600
111 -23.45174442 -070.44559427
113 -23.45155009 -070.44564253
111 -23.44164751 -070.44439840
112 -23.44149107 -070.44422145 -23.44149107 -070.44407667
111 -23.44149107 -070.44422145
111 -23.44158257 -070.44326593
112 -23.44158257 -070.44326593 -23.44160618 -070.44303751
111 -23.44185708 -070.44300856
111 -23.44549949 -070.44346863
112 -23.44567069 -070.44366167 -23.44568249 -070.44380645
111 -23.44567069 -070.44366167
111 -23.44571496 -070.44467190
112 -23.44571496 -070.44467190 -23.44572087 -070.44490033
113 -23.44555557 -070.44489068
111 -23.43476412 -070.44354258
112 -23.43457226 -070.44313079 -23.43460768 -070.44277370
111 -23.43457226 -070.44313079
111 -23.43461063 -070.44314688
111 -23.43511833 -070.44229436
112 -23.43511833 -070.44229436 -23.43518031 -070.44219784
111 -23.43527772 -070.44221071
111 -23.44100403 -070.44291204
112 -23.44121951 -070.44320159 -23.44119885 -070.44342036
112 -23.44109849 -070.44410240 -23.44106602 -070.44433726
113 -23.44080332 -070.44431796
111 -23.43328531 -070.44338814
111 -23.43328827 -070.44333024
111 -23.43323809 -070.44332059
112 -23.43323809 -070.44332059 -23.43291045 -070.44325946
112 -23.43306098 -070.44270292 -23.43324399 -070.44251955
111 -23.43306098 -070.44270292
111 -23.43376054 -070.44209168
111 -23.43389041 -070.44204986
111 -23.43433000 -070.44209280
111 -23.43451618 -070.44211099
112 -23.43464015 -070.44230723 -23.43461678 -070.44246817
111 -23.43464015 -070.44230723
111 -23.43413245 -070.44317261
113 -23.43409999 -070.44348788
111 -23.44120264 -070.44225798
111 -23.44118214 -070.44233432
112 -23.44118214 -070.44233432 -23.44129829 -070.44239390
111 -23.44124876 -070.44250188
111 -23.43550932 -070.44180371
112 -23.43543245 -070.44164174 -23.43546149 -070.44149838
111 -23.43543245 -070.44164174
111 -23.43549736 -070.44152259
111 -23.43557936 -070.44148535
111 -23.43559473 -070.44145929
111 -23.43551957 -070.44141274 3 102
111 -23.43554994 -070.44136165 3
111 -23.43565208 -070.44118984
111 -23.43576880 -070.44114402
111 -23.43575487 -070.44108725
111 -23.43570418 -070.44110220 3
111 -23.43608258 -070.44046567
112 -23.43608258 -070.44046567 -23.43619179 -070.44029195 3
111 -23.43638661 -070.44035629 3
113 -23.44071597 -070.44206581 3 102
110 5 0.00 84.0000 New Taxiway 62
111 -23.46291472 -070.43214617
111 -23.46566859 -070.43334480
111 -23.46572516 -070.43295330
111 -23.46337729 -070.43192278
113 -23.46304277 -070.43177262
110 5 0.00 84.0000 New Taxiway 55
111 -23.45379802 -070.44227767
111 -23.45398835 -070.44230003
111 -23.45401227 -070.44206356
111 -23.45396273 -070.44202818
113 -23.45381925 -070.44201329
110 5 0.00 84.0000 New Taxiway 41
111 -23.44287537 -070.44270576
111 -23.44285306 -070.44266430
111 -23.44246688 -070.44261872
111 -23.44218646 -070.44259727
111 -23.44213973 -070.44256242
111 -23.44217662 -070.44255706
111 -23.44236849 -070.44256510
111 -23.44243244 -070.44239888
111 -23.44065403 -070.44170986
111 -23.44061532 -070.44178777
111 -23.44078177 -070.44185475
111 -23.44128021 -070.44205535
111 -23.44142369 -070.44211309
111 -23.44149168 -070.44214046
111 -23.44164258 -070.44243855
111 -23.44175661 -070.44249121
113 -23.44180830 -070.44257371
110 5 0.25 0.0000 Linear Feature 39
111 -23.43525750 -070.44139599
111 -23.43534693 -070.44124921
111 -23.43533952 -070.44122506
111 -23.43539449 -070.44113293
111 -23.43540106 -070.44109613
111 -23.43535814 -070.44110319
113 -23.43523105 -070.44130872
110 5 0.00 84.0000 New Taxiway 40
111 -23.43564921 -070.44061169
111 -23.43571121 -070.44060204
111 -23.43572652 -070.44057639
111 -23.43576693 -070.44057325
111 -23.43588476 -070.44036910
112 -23.43577826 -070.44011765 -23.43565035 -070.44005599
111 -23.43577826 -070.44011765
111 -23.43571464 -070.44008831
111 -23.43570251 -070.44012466
111 -23.43573735 -070.44015817
111 -23.43571276 -070.44018498
111 -23.43576400 -070.44024530
111 -23.43579680 -070.44030339
112 -23.43579680 -070.44030339 -23.43579475 -070.44035924
113 -23.43577425 -070.44038828
110 5 0.00 84.0000 New Taxiway 44
111 -23.43565208 -070.44118984
111 -23.43554994 -070.44136165
111 -23.43551957 -070.44141274
111 -23.43559473 -070.44145929
113 -23.43576880 -070.44114402
110 5 0.00 84.0000 New Taxiway 38
111 -23.44118214 -070.44233432
111 -23.44120264 -070.44225798
111 -23.44071597 -070.44206581
111 -23.43638661 -070.44035629
112 -23.43608258 -070.44046567 -23.43597337 -070.44063940
111 -23.43608258 -070.44046567
111 -23.43570418 -070.44110220
111 -23.43575487 -070.44108725
111 -23.43583328 -070.44106074
111 -23.43615022 -070.44053125
112 -23.43615022 -070.44053125 -23.43622647 -070.44041060
111 -23.43640111 -070.44045082
111 -23.43850852 -070.44128104
113 -23.43855564 -070.44129960
110 4 0.00 84.0000 New Taxiway 63
112 -23.46244878 -070.43255982 -23.46268851 -070.43270995
112 -23.46467262 -070.43332715 -23.46503986 -070.43347728
112 -23.47302223 -070.43676916 -23.47315485 -070.43678028
112 -23.47326706 -070.43669687 -23.47351188 -070.43676916
112 -23.47604176 -070.43792579 -23.47616927 -070.43803701
112 -23.47640390 -070.43828724 -23.47661302 -070.43840402
112 -23.47688335 -070.43838733 -23.47696496 -070.43836509
112 -23.47730755 -070.43793691 -23.47728374 -070.43772468
112 -23.47719534 -070.43713524 -23.47716558 -070.43703700
112 -23.47682725 -070.43688593 -23.47666913 -070.43688593
112 -23.47622028 -070.43720846 -23.47604176 -070.43727518
112 -23.47581223 -070.43718065 -23.47571532 -070.43716397
112 -23.47360880 -070.43627426 -23.47346598 -070.43617972
112 -23.47335887 -070.43577380 -23.47319565 -070.43570707
112 -23.46414217 -070.43171466 -23.46397895 -070.43157565
112 -23.46376983 -070.43095291 -23.46345869 -070.43070825
112 -23.46267321 -070.43084170 -23.46236207 -070.43099739
114 -23.46198973 -070.43183698 -23.46195913 -070.43213723
110 4 0.00 84.0000 New Taxiway 45
111 -23.43614849 -070.44102389
111 -23.43613141 -070.44097726
111 -23.43583328 -070.44106074
111 -23.43575487 -070.44108725
113 -23.43576880 -070.44114402
110 4 0.00 84.0000 New Taxiway 43
111 -23.43540527 -070.44083885
111 -23.43543935 -070.44077803
111 -23.43529823 -070.44033139
113 -23.43525519 -070.44034927
130 Airport Boundary
111 -23.47496074 -070.45366624
111 -23.47603594 -070.44231406
111 -23.47627708 -070.44206501
111 -23.47794996 -070.44261761
111 -23.47800866 -070.44245846
111 -23.47696331 -070.43509155
111 -23.47672693 -070.43501848
111 -23.47773474 -070.42545867
111 -23.47236006 -070.42134106
111 -23.45387610 -070.42658284
111 -23.45204575 -070.42878356
111 -23.45180113 -070.42923430
111 -23.45169892 -070.43014755
111 -23.45176342 -070.43061806
111 -23.45160997 -070.43202585
111 -23.45142998 -070.43265185
