I
1050 Generated by WorldEditor 2.1.0r1

1    316 0 0 KCJR Culpeper Rgnl
1302 city Culpeper
112  38.52582031 -077.86032957  38.52589202 -077.86026340 102
112  38.52589448 -077.86012472  38.52589210 -077.86008002
111  38.52589448 -077.86012472
112  38.52589448 -077.86012472  38.52589364 -077.86010885 102
111  38.52589188 -077.86009919 102
111  38.52584909 -077.86000169
112  38.52584909 -077.86000169  38.52575318 -077.85983714 102
112  38.52554415 -077.85979101  38.52546849 -077.85978329
111  38.52554415 -077.85979101
112  38.52554415 -077.85979101  38.52550844 -077.85978737
111  38.52548559 -077.85979056
111  38.52601573 -077.85944573
112  38.52601573 -077.85944573  38.52600403 -077.85946357
112  38.52598491 -077.85950002  38.52597601 -077.85951831
111  38.52598491 -077.85950002
112  38.52598491 -077.85950002  38.52589259 -077.85968965 102
111  38.52594141 -077.85989256 102
111  38.52598991 -077.86003664
112  38.52598991 -077.86003664  38.52599343 -077.86004300 102
112  38.52600174 -077.86005366  38.52600606 -077.86005867
111  38.52600174 -077.86005366
112  38.52600174 -077.86005366  38.52604516 -077.86010392 102
111  38.52612381 -077.86009008 102
111  38.52621714 -077.86005904 102
111  38.53040551 -077.85719478 102
111  38.53053909 -077.85708847
112  38.53053909 -077.85708847  38.53059070 -077.85702162 102
112  38.53059143 -077.85691511  38.53058801 -077.85687604
111  38.53059143 -077.85691511
112  38.53059143 -077.85691511  38.53058958 -077.85689402 102
111  38.53058552 -077.85688120 102
111  38.53054371 -077.85678706
112  38.53054371 -077.85678706  38.53042502 -077.85661386 102
112  38.53022528 -077.85658988  38.53015361 -077.85659173
111  38.53022528 -077.85658988
112  38.53022528 -077.85658988  38.53018992 -077.85659079
111  38.53016828 -077.85659843
111  38.53072709 -077.85621575
112  38.53072709 -077.85621575  38.53071303 -077.85623353
112  38.53069036 -077.85627157  38.53067985 -077.85629089
111  38.53069036 -077.85627157
112  38.53069036 -077.85627157  38.53058673 -077.85646214 102
111  38.53064456 -077.85671197 102
111  38.53066991 -077.85678339
112  38.53066991 -077.85678339  38.53068224 -077.85680504 102
112  38.53070798 -077.85683595  38.53072090 -077.85684962
111  38.53070798 -077.85683595
112  38.53070798 -077.85683595  38.53078159 -077.85691387 102
111  38.53085777 -077.85687575 102
111  38.53147772 -077.85646492 102
111  38.53162026 -077.85634947
112  38.53162026 -077.85634947  38.53168021 -077.85628301 102
112  38.53167545 -077.85617277  38.53167086 -077.85613695
111  38.53167545 -077.85617277
112  38.53167545 -077.85617277  38.53167372 -077.85615923 102
111  38.53167134 -077.85615121 102
111  38.53163037 -077.85604933
112  38.53163037 -077.85604933  38.53153328 -077.85587162 102
112  38.53130304 -077.85585182  38.53122268 -077.85585426
111  38.53130304 -077.85585182
112  38.53130304 -077.85585182  38.53126916 -077.85585285
111  38.53124763 -077.85585826
111  38.53146107 -077.85534356
111  38.53160688 -077.85568481 102
111  38.53178226 -077.85609757 102
111  38.53187940 -077.85632266 102
111  38.53088967 -077.85700398
112  38.53088967 -077.85700398  38.53082372 -077.85706981 102
111  38.53082914 -077.85720379
111  38.53123247 -077.85813129
112  38.53123247 -077.85813129  38.53123560 -077.85815669
111  38.53122251 -077.85818036
111  38.53059431 -077.85862112
111  38.53073394 -077.85894148
111  38.53074272 -077.85896161
111  38.53057696 -077.85907848
112  38.53057696 -077.85907848  38.53056607 -077.85911914
111  38.53057412 -077.85917652
111  38.53059534 -077.85922498
111  38.53036698 -077.85939039
111  38.53033059 -077.85931267
112  38.53033059 -077.85931267  38.53031222 -077.85927856
111  38.53026419 -077.85930411
111  38.53016726 -077.85938042
112  38.53016726 -077.85938042  38.53014591 -077.85941216
111  38.53015370 -077.85948201
111  38.53027844 -077.85979038
111  38.53023238 -077.85984384
112  38.53023238 -077.85984384  38.53021314 -077.85981460
111  38.53017507 -077.85983583
111  38.52961199 -077.86023655
112  38.52961199 -077.86023655  38.52957676 -077.86027813
111  38.52958026 -077.86032442
111  38.52946564 -077.86041434
111  38.52937126 -077.86019365
111  38.52928512 -077.86025267
111  38.52914047 -077.86035180
111  38.52899538 -077.86045122
111  38.52885017 -077.86055073
111  38.52870644 -077.86064922
111  38.52856066 -077.86074911
111  38.52847548 -077.86080748
111  38.52843864 -077.86072150
111  38.52838071 -077.86076204
111  38.52806841 -077.86004096
111  38.52793365 -077.85995304
111  38.52788406 -077.86001296
112  38.52788406 -077.86001296  38.52787317 -077.86003848
111  38.52787743 -077.86006535
111  38.52793183 -077.86021672
112  38.52793183 -077.86021672  38.52794605 -077.86024108
111  38.52796753 -077.86023534
111  38.52802593 -077.86019710
111  38.52812834 -077.86043915
111  38.52811141 -077.86045648
111  38.52785834 -077.86061810
111  38.52786555 -077.86063609
111  38.52776870 -077.86070005
111  38.52773722 -077.86062834
112  38.52773722 -077.86062834  38.52769539 -077.86045524
111  38.52774125 -077.86039520
111  38.52780663 -077.86033954
112  38.52780663 -077.86033954  38.52784279 -077.86029999
112  38.52778871 -077.86023827  38.52775342 -077.86025497
111  38.52778871 -077.86023827
111  38.52745482 -077.86046404
111  38.52717487 -077.86064887
111  38.52725344 -077.86083480
111  38.52720710 -077.86086903
111  38.52719385 -077.86084973
111  38.52713318 -077.86084819
111  38.52708583 -077.86072568
111  38.52704084 -077.86075743
112  38.52702106 -077.86084980  38.52702741 -077.86089273
111  38.52702106 -077.86084980
111  38.52711078 -077.86106313
112  38.52711078 -077.86106313  38.52711895 -077.86107435
111  38.52714119 -077.86106945
111  38.52720561 -077.86102365
111  38.52722422 -077.86106241
111  38.52718282 -077.86109206
112  38.52718282 -077.86109206  38.52717701 -077.86110042
111  38.52717787 -077.86111351
111  38.52731469 -077.86143596
111  38.52723432 -077.86148993
111  38.52710219 -077.86118263
111  38.52679279 -077.86140350
111  38.52582517 -077.86206846
111  38.52596075 -077.86239457
111  38.52507942 -077.86299931
111  38.52444593 -077.86275777
111  38.52439189 -077.86273716
111  38.52360929 -077.86326871
111  38.52355417 -077.86313871
111  38.52335943 -077.86267942
111  38.52325916 -077.86244620
111  38.52420007 -077.86180719
112  38.52420007 -077.86180719  38.52425392 -077.86175640 102
112  38.52414266 -077.86164826  38.52406581 -077.86165494
111  38.52414266 -077.86164826 102
111  38.52395681 -077.86174043 102
111  38.52053448 -077.86407842
112  38.52053448 -077.86407842  38.52049875 -077.86411350 102
111  38.52048191 -077.86415880 102
111  38.52038818 -077.86455907 102
111  38.51990270 -077.86488843 102
111  38.51978368 -077.86459707 102
111  38.51968977 -077.86436716 102
111  38.51951481 -077.86395016
113  38.51943626 -077.86375656
112  38.52971285 -077.85820888  38.52979600 -077.85817412
111  38.52971285 -077.85820888
111  38.53070866 -077.85752178
112  38.53070866 -077.85752178  38.53079951 -077.85743453
112  38.53074804 -077.85723671  38.53069409 -077.85716993
111  38.53074804 -077.85723671
112  38.53074804 -077.85723671  38.53071391 -077.85719447 102
112  38.53058604 -077.85721449  38.53051486 -077.85725103
111  38.53058604 -077.85721449 102
111  38.52962782 -077.85786483
112  38.52962782 -077.85786483  38.52956706 -077.85790950 102
112  38.52956250 -077.85809728  38.52957834 -077.85818104
111  38.52956250 -077.85809728
114  38.52956250 -077.85809728  38.52957823 -077.85818046
112  38.52901205 -077.85867883  38.52908215 -077.85865206
111  38.52901205 -077.85867883
111  38.52952392 -077.85833933
112  38.52952392 -077.85833933  38.52957512 -077.85828828
111  38.52956468 -077.85823152
111  38.52951953 -077.85812856
111  38.52951385 -077.85813423 102
111  38.52947749 -077.85808053
112  38.52947749 -077.85808053  38.52941214 -077.85803174 102
111  38.52934302 -077.85805767 102
111  38.52890316 -077.85835734
112  38.52890316 -077.85835734  38.52882876 -077.85843169 102
112  38.52885876 -077.85861698  38.52889576 -077.85868977
111  38.52885876 -077.85861698
114  38.52885876 -077.85861698  38.52888728 -077.85867309
112  38.52771931 -077.85946393  38.52784278 -077.85941004
111  38.52771931 -077.85946393
111  38.52873944 -077.85876810
112  38.52873944 -077.85876810  38.52879005 -077.85871662
112  38.52877841 -077.85862380  38.52875994 -077.85858368
111  38.52877841 -077.85862380
112  38.52877841 -077.85862380  38.52875200 -077.85856643 102
112  38.52859820 -077.85856924  38.52852251 -077.85860370
111  38.52859820 -077.85856924 102
111  38.52776913 -077.85913394 102
111  38.52762580 -077.85924876
114  38.52762580 -077.85924876  38.52754223 -077.85936810 102
112  38.52630184 -077.86042084  38.52642721 -077.86036044
111  38.52630184 -077.86042084
111  38.52746530 -077.85962217
112  38.52746530 -077.85962217  38.52753306 -077.85954117 102
112  38.52736850 -077.85941337  38.52720412 -077.85943503
111  38.52736850 -077.85941337 102
111  38.52620647 -077.86021079
114  38.52620647 -077.86021079  38.52608350 -077.86038161 102
112  38.52445564 -077.86163144  38.52454034 -077.86161606
111  38.52445564 -077.86163144
111  38.52606901 -077.86053104 102
111  38.52604767 -077.86048196
112  38.52604767 -077.86048196  38.52598842 -077.86040566 102
111  38.52589889 -077.86042723 102
111  38.52567001 -077.86056320 102
111  38.52455377 -077.86133691 102
111  38.52438528 -077.86148592
114  38.52438528 -077.86148592  38.52435496 -077.86153203 102
111  38.52961028 -077.86014253
111  38.52964096 -077.86012238
111  38.52961112 -077.86005054
111  38.52962691 -077.86003948
111  38.52964291 -077.86002827
111  38.52967390 -077.86009962
111  38.52974099 -077.86005462
111  38.52971023 -077.85998085
111  38.52972633 -077.85996951
111  38.52974323 -077.85995760
111  38.52977461 -077.86002798
111  38.52983925 -077.85998352
111  38.52980809 -077.85991191
111  38.52982389 -077.85990078
111  38.52983894 -077.85989018
111  38.52987058 -077.85996400
111  38.52993174 -077.85992290
111  38.52989958 -077.85984747
111  38.52991303 -077.85983799
111  38.52992674 -077.85982833
111  38.52995867 -077.85990480
111  38.53002278 -077.85986172
111  38.52999059 -077.85978335
111  38.53000607 -077.85977265
111  38.53002135 -077.85976168
111  38.53005471 -077.85984035
111  38.53014011 -077.85978286
112  38.53014011 -077.85978286  38.53018447 -077.85973767
111  38.53017201 -077.85969042
111  38.53009354 -077.85949606
112  38.53009354 -077.85949606  38.53006130 -077.85945039
111  38.53001745 -077.85947381
111  38.52997838 -077.85950104
111  38.53000333 -077.85956115
111  38.52998493 -077.85957351
111  38.52996806 -077.85958484
111  38.52994309 -077.85952626
111  38.52988513 -077.85956654
111  38.52990913 -077.85962532
111  38.52989343 -077.85963559
111  38.52987842 -077.85964540
111  38.52985406 -077.85958720
111  38.52978889 -077.85963261
111  38.52981335 -077.85969005
111  38.52980033 -077.85969890
111  38.52978712 -077.85970787
111  38.52976231 -077.85965092
111  38.52969455 -077.85969748
111  38.52971775 -077.85975499
111  38.52970352 -077.85976466
111  38.52968915 -077.85977442
111  38.52966526 -077.85971687
111  38.52959699 -077.85976482
111  38.52962138 -077.85982045
111  38.52960618 -077.85983078
111  38.52959100 -077.85984109
111  38.52956596 -077.85978536
111  38.52948829 -077.85984006
111  38.52951203 -077.85989473
111  38.52949560 -077.85990589
111  38.52956693 -077.86008103
111  38.52958030 -077.86007163
113  38.52960568 -077.86013164
111  38.52993720 -077.85912951
112  38.52993720 -077.85912951  38.52991614 -077.85909145
111  38.52986985 -077.85910749
111  38.52983223 -077.85913366
111  38.52985987 -077.85919937
111  38.52984415 -077.85921007
111  38.52982887 -077.85922045
111  38.52980100 -077.85915553
111  38.52973484 -077.85920137
111  38.52976346 -077.85926493
111  38.52974904 -077.85927473
111  38.52973528 -077.85928409
111  38.52970753 -077.85922029
111  38.52963919 -077.85926844
111  38.52966463 -077.85933212
111  38.52964982 -077.85934219
111  38.52963493 -077.85935232
111  38.52960899 -077.85928830
111  38.52954193 -077.85933534
111  38.52956790 -077.85939789
111  38.52955296 -077.85940804
111  38.52953851 -077.85941787
111  38.52951269 -077.85935694
111  38.52944620 -077.85940329
111  38.52947189 -077.85946316
111  38.52945553 -077.85947429
111  38.52943968 -077.85948506
111  38.52941452 -077.85942404
111  38.52933714 -077.85947694
111  38.52933950 -077.85948261
111  38.52936239 -077.85953761
111  38.52934924 -077.85954655
111  38.52941948 -077.85972208
111  38.52943511 -077.85971109
111  38.52945532 -077.85976294
111  38.52945893 -077.85977220
111  38.52948988 -077.85975123
111  38.52946496 -077.85969011
111  38.52947977 -077.85967950
111  38.52949493 -077.85966904
111  38.52952024 -077.85973059
111  38.52959084 -077.85968295
111  38.52956452 -077.85962012
111  38.52957825 -077.85961047
111  38.52959286 -077.85960019
111  38.52962058 -077.85966256
111  38.52968926 -077.85961549
111  38.52966335 -077.85955110
111  38.52967639 -077.85954201
111  38.52968985 -077.85953264
111  38.52971729 -077.85959782
111  38.52978061 -077.85955504
111  38.52975504 -077.85948666
111  38.52976972 -077.85947635
111  38.52978530 -077.85946543
111  38.52981209 -077.85953446
111  38.52988382 -077.85948570
111  38.52985562 -077.85941578
111  38.52987126 -077.85940473
111  38.52988819 -077.85939278
111  38.52991737 -077.85946289
111  38.52998693 -077.85941566
112  38.52998693 -077.85941566  38.53002702 -077.85937835
113  38.53001846 -077.85932453
111  38.52930740 -077.85940967
111  38.52934060 -077.85938720
111  38.52931394 -077.85932349
111  38.52932939 -077.85931288
111  38.52934489 -077.85930223
111  38.52937262 -077.85936682
111  38.52943929 -077.85932178
111  38.52941083 -077.85925556
111  38.52942503 -077.85924557
111  38.52943849 -077.85923643
111  38.52946762 -077.85930313
111  38.52953254 -077.85925919
111  38.52950467 -077.85919029
111  38.52952055 -077.85917972
111  38.52953697 -077.85916878
111  38.52956442 -077.85923742
111  38.52963198 -077.85919174
111  38.52960470 -077.85912206
111  38.52961777 -077.85911287
111  38.52963105 -077.85910354
111  38.52965986 -077.85917327
111  38.52972923 -077.85912636
111  38.52970088 -077.85905441
111  38.52971378 -077.85904536
111  38.52972651 -077.85903644
111  38.52975649 -077.85910824
111  38.52984005 -077.85905105
112  38.52984005 -077.85905105  38.52988497 -077.85901262
111  38.52987206 -077.85895900
111  38.52979464 -077.85877519
112  38.52979464 -077.85877519  38.52976369 -077.85872787
111  38.52971103 -077.85874376
111  38.52968091 -077.85876416
111  38.52971028 -077.85883464
111  38.52969464 -077.85884519
111  38.52967889 -077.85885582
111  38.52964895 -077.85878550
111  38.52958178 -077.85883054
111  38.52961095 -077.85890166
111  38.52959588 -077.85891223
111  38.52958181 -077.85892210
111  38.52955198 -077.85885054
111  38.52948373 -077.85889636
111  38.52951388 -077.85896831
111  38.52949973 -077.85897794
111  38.52948588 -077.85898735
111  38.52945475 -077.85891597
111  38.52938727 -077.85896150
111  38.52941712 -077.85903410
111  38.52940281 -077.85904383
111  38.52938844 -077.85905360
111  38.52935696 -077.85897990
111  38.52929141 -077.85902361
111  38.52932139 -077.85909919
111  38.52930572 -077.85910984
111  38.52928989 -077.85912061
111  38.52926026 -077.85904751
111  38.52917910 -077.85910164
111  38.52920948 -077.85917528
111  38.52919746 -077.85918345
111  38.52926702 -077.85935698
111  38.52928098 -077.85934716
113  38.52930408 -077.85940188
111  38.52921989 -077.85900072
111  38.52928387 -077.85895855
111  38.52925784 -077.85889103
111  38.52927384 -077.85888031
111  38.52929019 -077.85886936
111  38.52931832 -077.85893704
111  38.52938192 -077.85889551
111  38.52935334 -077.85882518
111  38.52936882 -077.85881433
111  38.52938311 -077.85880432
111  38.52941330 -077.85887538
111  38.52948333 -077.85882858
111  38.52945320 -077.85875520
111  38.52946680 -077.85874567
111  38.52948075 -077.85873589
111  38.52951246 -077.85880953
111  38.52957800 -077.85876623
